"CD_A,C,2","PER,C,4","AGEB,C,5","UPM,C,7","ENT,C,2","CON,C,5","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,N,2,0","P2,N,1,0","P3,N,2,0","P4,N,2,0","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
14,1015,213-6,0100705,01,40326,0062,4,1,01,18/09/2015,01,22/09/2015,3,1,0,0,01,01,2310
14,1015,213-6,0100705,01,40326,0082,5,1,01,18/09/2015,01,24/09/2015,3,1,0,0,02,02,2310
14,1015,213-6,0100705,01,40326,0044,3,1,01,18/09/2015,01,22/09/2015,1,0,0,0,01,01,2310
14,1015,367-0,0101737,01,40388,0004,5,1,01,23/09/2015,01,24/09/2015,1,0,0,0,01,01,2642
14,1015,367-0,0101737,01,40388,0022,4,1,01,23/09/2015,01,25/09/2015,1,0,0,0,01,01,2642
14,1015,367-0,0101737,01,40388,0046,3,1,01,24/09/2015,01,25/09/2015,2,1,0,0,01,02,2642
14,1015,367-0,0101737,01,40388,0098,1,1,01,18/09/2015,01,23/09/2015,2,1,0,0,01,01,2642
14,1015,367-0,0101737,01,40388,0085,2,1,01,23/09/2015,01,24/09/2015,3,1,0,0,01,01,2642
21,1015,339-5,0204694,02,40035,0010,1,1,01,22/09/2015,01,23/09/2015,1,0,0,0,01,01,3678
21,1015,339-5,0204694,02,40035,0197,5,1,01,06/10/2015,01,07/10/2015,1,0,0,0,01,01,3678
21,1015,339-5,0204694,02,40035,0046,2,1,01,06/10/2015,01,07/10/2015,4,1,0,0,01,01,3678
21,1015,339-5,0204694,02,40035,0131,4,1,01,22/09/2015,01,28/09/2015,5,1,0,0,03,02,3678
21,1015,339-5,0204694,02,40035,0091,3,1,01,21/09/2015,01,23/09/2015,4,1,0,0,02,01,3678
21,1015,745-3,0206871,02,40097,0249,5,1,01,30/09/2015,01,07/10/2015,2,1,0,0,01,01,4834
21,1015,745-3,0206871,02,40097,0195,4,1,01,24/09/2015,01,07/10/2015,4,1,0,0,03,02,4834
21,1015,745-3,0206871,02,40097,0144,3,1,01,24/09/2015,01,07/10/2015,2,1,0,0,01,01,4834
21,1015,745-3,0206871,02,40097,0047,1,1,01,08/10/2015,01,12/10/2015,2,1,0,0,02,01,4834
21,1015,745-3,0206871,02,40097,0098,2,1,01,24/09/2015,01,07/10/2015,4,1,0,0,01,02,4834
21,1015,410-5,0205349,02,40102,0023,2,1,01,21/09/2015,01,21/09/2015,3,1,0,0,03,01,4832
21,1015,410-5,0205349,02,40102,0098,5,1,01,25/09/2015,01,07/10/2015,6,1,0,0,03,02,4832
21,1015,410-5,0205349,02,40102,0067,4,1,01,23/09/2015,01,07/10/2015,3,1,0,0,03,02,4832
21,1015,410-5,0205349,02,40102,0001,1,1,01,21/09/2015,01,07/10/2015,5,1,0,0,01,04,4832
21,1015,410-5,0205349,02,40102,0055,3,1,06,09/10/2015,06,12/10/2015,0,0,0,0,,,0
21,1015,381-7,0205063,02,40126,0074,4,1,01,28/09/2015,01,07/10/2015,5,1,0,0,04,02,4576
21,1015,381-7,0205063,02,40126,0091,2,1,01,28/09/2015,01,02/10/2015,5,1,0,0,02,02,4576
21,1015,381-7,0205063,02,40126,0013,1,1,01,30/09/2015,01,12/10/2015,4,1,0,0,02,01,4576
21,1015,381-7,0205063,02,40126,0024,5,1,01,06/10/2015,01,07/10/2015,1,0,0,0,01,01,4576
21,1015,381-7,0205063,02,40126,0051,3,1,01,28/09/2015,01,07/10/2015,4,1,0,0,02,01,4576
21,1015,543-8,0205917,02,40141,0004,4,1,01,22/09/2015,01,28/09/2015,5,1,0,0,04,03,4615
21,1015,543-8,0205917,02,40141,0106,1,1,01,15/09/2015,01,21/09/2015,3,1,0,0,02,02,4615
21,1015,543-8,0205917,02,40141,0085,2,1,01,22/09/2015,01,23/09/2015,3,1,0,0,01,01,4615
21,1015,543-8,0205917,02,40141,0028,5,1,01,15/09/2015,01,21/09/2015,4,1,0,0,02,02,4615
21,1015,543-8,0205917,02,40141,0065,3,1,07,22/09/2015,07,12/10/2015,0,0,0,0,,,0
21,1015,170-2,0203790,02,40201,0034,2,1,07,05/10/2015,07,12/10/2015,0,0,0,0,,,0
21,1015,170-2,0203790,02,40201,0089,4,1,06,09/10/2015,06,12/10/2015,0,0,0,0,,,0
21,1015,170-2,0203790,02,40201,0011,1,1,01,01/10/2015,01,07/10/2015,5,1,0,0,02,05,5221
21,1015,170-2,0203790,02,40201,0062,3,1,01,28/09/2015,01,07/10/2015,2,1,0,0,01,02,5221
21,1015,170-2,0203790,02,40201,0115,5,1,01,19/09/2015,01,21/09/2015,2,1,0,0,02,01,5221
21,1015,407-3,0205316,02,40204,0054,4,1,01,10/10/2015,01,12/10/2015,1,0,0,0,01,01,5625
21,1015,407-3,0205316,02,40204,0077,5,1,01,25/09/2015,01,12/10/2015,7,1,0,0,02,04,5625
21,1015,407-3,0205316,02,40204,0097,3,1,01,01/10/2015,01,07/10/2015,1,0,0,0,01,01,5625
21,1015,407-3,0205316,02,40204,0023,2,1,01,22/09/2015,01,23/09/2015,2,1,0,0,01,01,5625
21,1015,407-3,0205316,02,40204,0034,1,1,07,23/09/2015,07,12/10/2015,0,0,0,0,,,0
21,1015,393-A,0205227,02,40236,0064,4,1,01,17/09/2015,01,21/09/2015,4,1,0,0,01,02,4373
21,1015,393-A,0205227,02,40236,0087,5,1,01,17/09/2015,01,21/09/2015,5,1,0,0,02,01,4373
21,1015,393-A,0205227,02,40236,0006,1,1,01,15/09/2015,01,21/09/2015,3,1,0,0,01,01,4373
21,1015,393-A,0205227,02,40236,0045,3,1,01,17/09/2015,01,21/09/2015,5,1,0,0,04,05,4373
21,1015,393-A,0205227,02,40236,0027,2,1,01,17/09/2015,01,21/09/2015,8,1,0,0,01,02,4373
21,1015,183-A,0203862,02,40258,0096,5,1,01,18/09/2015,01,21/09/2015,9,1,0,0,02,02,4720
21,1015,183-A,0203862,02,40258,0008,1,1,01,17/09/2015,01,21/09/2015,5,1,0,0,01,02,4720
21,1015,183-A,0203862,02,40258,0055,3,1,01,22/09/2015,01,23/09/2015,6,1,0,0,02,02,4720
21,1015,183-A,0203862,02,40258,0070,4,1,01,29/09/2015,01,07/10/2015,3,1,0,0,02,02,4720
21,1015,183-A,0203862,02,40258,0028,2,1,01,27/09/2015,01,07/10/2015,4,1,0,0,01,02,4720
21,1015,466-0,0205707,02,40261,0045,3,1,01,24/09/2015,01,28/09/2015,5,1,0,0,01,01,4860
21,1015,466-0,0205707,02,40261,0027,2,1,01,30/09/2015,01,12/10/2015,5,1,0,0,02,01,4860
21,1015,466-0,0205707,02,40261,0065,4,1,01,12/10/2015,01,12/10/2015,4,1,0,0,02,02,4860
21,1015,466-0,0205707,02,40261,0081,5,1,01,10/10/2015,01,12/10/2015,4,1,0,0,01,03,4860
21,1015,466-0,0205707,02,40261,0006,1,1,01,30/09/2015,01,07/10/2015,4,1,0,0,02,02,4860
21,1015,005-1,0203169,02,40264,0144,2,1,01,28/09/2015,01,02/10/2015,1,0,0,0,01,01,3772
21,1015,005-1,0203169,02,40264,0110,4,1,01,27/09/2015,01,28/09/2015,1,0,0,0,01,01,3772
21,1015,005-1,0203169,02,40264,0081,3,1,01,26/09/2015,01,28/09/2015,1,0,0,0,01,01,3772
21,1015,005-1,0203169,02,40264,0032,1,1,01,24/09/2015,01,02/10/2015,5,1,0,0,02,03,3772
21,1015,005-1,0203169,02,40264,0137,5,1,01,24/09/2015,01,28/09/2015,2,1,0,0,02,01,3772
21,1015,159-6,0203700,02,40290,0029,2,1,01,18/09/2015,01,21/09/2015,4,1,0,0,02,02,4649
21,1015,159-6,0203700,02,40290,0093,4,1,01,17/09/2015,01,21/09/2015,1,0,0,0,01,01,4649
21,1015,159-6,0203700,02,40290,0058,3,1,07,08/10/2015,07,12/10/2015,0,0,0,0,,,0
21,1015,159-6,0203700,02,40290,0134,5,1,01,15/09/2015,01,21/09/2015,2,1,0,0,02,02,4649
21,1015,159-6,0203700,02,40290,0003,1,1,01,15/09/2015,01,21/09/2015,5,1,0,0,02,02,4649
21,1015,533-4,0205882,02,40320,0031,3,1,01,06/10/2015,01,07/10/2015,2,1,0,0,01,01,4300
21,1015,533-4,0205882,02,40320,0063,1,1,01,21/09/2015,01,28/09/2015,3,1,0,0,02,01,4300
21,1015,533-4,0205882,02,40320,0043,5,1,01,21/09/2015,01,02/10/2015,6,1,0,0,01,06,4300
21,1015,533-4,0205882,02,40320,0108,4,1,01,23/09/2015,01,24/09/2015,3,1,0,0,01,01,4300
21,1015,533-4,0205882,02,40320,0009,2,1,01,02/10/2015,01,12/10/2015,5,1,0,0,03,03,4300
21,1015,618-8,0207258,02,40321,0009,2,1,01,09/10/2015,01,12/10/2015,4,1,0,0,01,01,4494
21,1015,618-8,0207258,02,40321,0098,1,1,01,28/09/2015,01,07/10/2015,7,1,0,0,01,01,4494
21,1015,618-8,0207258,02,40321,0032,3,1,01,28/09/2015,01,07/10/2015,3,1,0,0,01,01,4494
21,1015,618-8,0207258,02,40321,0054,4,1,01,28/09/2015,01,07/10/2015,4,1,0,0,01,03,4494
21,1015,618-8,0207258,02,40321,0078,5,1,01,28/09/2015,01,07/10/2015,3,1,0,0,02,02,4494
21,1015,412-4,0205355,02,40352,0070,1,1,01,21/09/2015,01,28/09/2015,6,1,0,0,02,02,5177
21,1015,412-4,0205355,02,40352,0007,4,1,01,23/09/2015,01,07/10/2015,1,0,0,0,01,01,5177
21,1015,412-4,0205355,02,40352,0088,2,1,01,25/09/2015,01,07/10/2015,2,1,0,0,01,01,5177
21,1015,412-4,0205355,02,40352,0124,3,1,01,25/09/2015,01,12/10/2015,4,1,0,0,01,02,5177
21,1015,412-4,0205355,02,40352,0031,5,1,01,21/09/2015,01,28/09/2015,4,1,0,0,01,02,5177
21,1015,345-0,0204744,02,40383,0023,2,1,03,21/09/2015,03,12/10/2015,4,1,0,0,01,02,0
21,1015,345-0,0204744,02,40383,0044,3,1,01,10/10/2015,01,12/10/2015,1,0,0,0,01,01,5271
21,1015,345-0,0204744,02,40383,0062,4,1,01,24/09/2015,01,28/09/2015,1,0,0,0,01,01,5271
21,1015,345-0,0204744,02,40383,0002,1,1,01,23/09/2015,01,28/09/2015,2,1,0,0,01,01,5271
21,1015,345-0,0204744,02,40383,0082,5,1,01,25/09/2015,01,28/09/2015,6,1,0,0,03,03,5271
21,1015,376-6,0205015,02,40384,0037,2,1,01,28/09/2015,01,02/10/2015,5,1,0,0,01,01,4206
21,1015,376-6,0205015,02,40384,0093,5,1,01,28/09/2015,01,02/10/2015,1,0,0,0,01,01,4206
21,1015,376-6,0205015,02,40384,0074,4,1,01,02/10/2015,01,07/10/2015,3,1,0,0,01,01,4206
21,1015,376-6,0205015,02,40384,0021,1,1,01,28/09/2015,01,07/10/2015,4,1,0,0,03,04,4206
21,1015,376-6,0205015,02,40384,0051,3,1,01,01/10/2015,01,02/10/2015,1,0,0,0,01,01,4206
21,1015,012-1,0203193,02,40388,0048,2,1,07,08/10/2015,07,12/10/2015,0,0,0,0,,,0
21,1015,012-1,0203193,02,40388,0095,4,1,01,18/09/2015,01,21/09/2015,5,1,0,0,01,01,4598
21,1015,012-1,0203193,02,40388,0071,3,1,01,18/09/2015,01,21/09/2015,4,1,0,0,02,02,4598
21,1015,012-1,0203193,02,40388,0023,1,1,01,21/09/2015,01,23/09/2015,2,1,0,0,01,02,4598
21,1015,012-1,0203193,02,40388,0127,5,1,01,22/09/2015,01,23/09/2015,2,1,0,0,02,02,4598
21,1015,384-0,0205096,02,40391,0016,2,1,01,14/09/2015,01,21/09/2015,2,1,0,0,02,02,7634
21,1015,384-0,0205096,02,40391,0050,1,1,01,19/09/2015,01,21/09/2015,6,1,0,0,02,02,7634
21,1015,384-0,0205096,02,40391,0132,4,1,01,15/09/2015,01,02/10/2015,3,1,0,0,01,02,7634
21,1015,384-0,0205096,02,40391,0174,5,1,01,19/09/2015,01,21/09/2015,1,0,0,0,01,01,7634
21,1015,384-0,0205096,02,40391,0094,3,1,01,14/09/2015,01,17/09/2015,3,1,0,0,03,03,7634
21,1015,127-6,0203455,02,40414,0026,3,1,01,16/09/2015,01,21/09/2015,2,1,0,0,02,02,4005
21,1015,127-6,0203455,02,40414,0054,4,1,01,16/09/2015,01,21/09/2015,4,1,0,0,01,02,4005
21,1015,127-6,0203455,02,40414,0076,5,1,01,16/09/2015,01,02/10/2015,5,1,0,0,01,02,4005
21,1015,127-6,0203455,02,40414,0096,1,1,01,16/09/2015,01,21/09/2015,3,1,0,0,01,01,4005
21,1015,127-6,0203455,02,40414,0136,2,1,01,16/09/2015,01,21/09/2015,5,1,0,0,02,02,4005
40,1015,335-4,0300345,03,40004,0107,3,1,01,02/10/2015,01,04/10/2015,6,1,0,0,01,04,934
40,1015,335-4,0300345,03,40004,0064,1,1,01,17/09/2015,01,18/09/2015,2,1,0,0,01,02,934
40,1015,335-4,0300345,03,40004,0084,2,1,01,01/10/2015,01,01/10/2015,2,1,0,0,01,01,934
40,1015,335-4,0300345,03,40004,0018,4,1,01,01/10/2015,01,06/10/2015,5,1,0,0,01,04,934
40,1015,335-4,0300345,03,40004,0040,5,1,01,28/09/2015,01,29/09/2015,5,1,0,0,01,03,934
40,1015,299-6,0300191,03,40058,0068,2,1,01,25/09/2015,01,28/09/2015,1,0,0,0,01,01,862
40,1015,299-6,0300191,03,40058,0048,1,1,01,24/09/2015,01,25/09/2015,1,0,0,0,01,01,862
40,1015,299-6,0300191,03,40058,0028,5,1,01,24/09/2015,01,25/09/2015,1,0,0,0,01,01,862
40,1015,299-6,0300191,03,40058,0004,4,1,01,21/09/2015,01,22/09/2015,3,1,0,0,01,01,862
40,1015,299-6,0300191,03,40058,0089,3,1,01,21/09/2015,01,22/09/2015,2,1,0,0,01,02,862
40,1015,326-5,0300306,03,40059,0020,4,1,01,21/09/2015,01,23/09/2015,3,1,0,0,02,01,827
40,1015,326-5,0300306,03,40059,0064,3,1,01,21/09/2015,01,22/09/2015,3,1,0,0,03,03,827
40,1015,326-5,0300306,03,40059,0097,2,1,01,25/09/2015,01,05/10/2015,3,1,0,0,01,01,827
40,1015,326-5,0300306,03,40059,0076,1,1,01,22/09/2015,01,25/09/2015,6,1,0,0,03,02,827
40,1015,326-5,0300306,03,40059,0045,5,1,01,21/09/2015,01,23/09/2015,3,1,0,0,02,01,827
40,1015,439-0,0300635,03,40067,0135,5,1,01,29/09/2015,01,01/10/2015,4,1,0,0,02,02,833
40,1015,439-0,0300635,03,40067,0045,2,1,01,28/09/2015,01,01/10/2015,4,1,0,0,01,02,833
40,1015,439-0,0300635,03,40067,0075,3,1,01,28/09/2015,01,29/09/2015,2,1,0,0,01,01,833
40,1015,439-0,0300635,03,40067,0091,1,1,01,28/09/2015,01,29/09/2015,6,1,0,0,02,02,833
40,1015,439-0,0300635,03,40067,0031,4,1,01,02/10/2015,01,05/10/2015,2,1,0,0,01,02,833
40,1015,212-5,0300099,03,40080,0002,4,1,01,21/09/2015,01,22/09/2015,4,1,0,0,03,04,785
40,1015,212-5,0300099,03,40080,0023,5,1,01,21/09/2015,01,22/09/2015,7,2,3,1,01,01,785
40,1015,212-5,0300099,03,40080,0091,3,1,01,25/09/2015,01,28/09/2015,1,0,0,0,01,01,785
40,1015,212-5,0300099,03,40080,0085,1,1,01,21/09/2015,01,22/09/2015,2,1,0,0,01,01,785
40,1015,212-5,0300099,03,40080,0092,2,1,06,14/10/2015,06,14/10/2015,0,0,0,0,,,0
40,1015,201-7,0300056,03,40106,0043,4,1,01,23/09/2015,01,24/09/2015,2,1,0,0,01,01,743
40,1015,201-7,0300056,03,40106,0056,1,1,01,22/09/2015,01,23/09/2015,6,1,0,0,01,01,743
40,1015,201-7,0300056,03,40106,0076,2,1,01,22/09/2015,01,05/10/2015,4,1,0,0,02,02,743
40,1015,201-7,0300056,03,40106,0010,5,1,01,23/09/2015,01,24/09/2015,1,0,0,0,01,01,743
40,1015,201-7,0300056,03,40106,0097,3,1,01,30/09/2015,01,01/10/2015,4,1,0,0,02,02,743
40,1015,487-A,0300687,03,40144,0030,2,1,01,15/09/2015,01,17/09/2015,5,1,0,0,02,01,681
40,1015,487-A,0300687,03,40144,0010,1,1,01,20/09/2015,01,25/09/2015,2,1,0,0,02,02,681
40,1015,487-A,0300687,03,40144,0099,5,1,01,20/09/2015,01,21/09/2015,1,0,0,0,01,01,681
40,1015,487-A,0300687,03,40144,0050,3,1,01,15/09/2015,01,17/09/2015,5,1,0,0,02,01,681
40,1015,487-A,0300687,03,40144,0078,4,1,01,16/09/2015,01,17/09/2015,4,1,0,0,02,02,681
40,1015,432-9,0300593,03,40149,0091,3,1,07,14/10/2015,07,14/10/2015,0,0,0,0,,,0
