"CD_A,C,2","PER,C,4","EST_DIS,C,3","UPM_DIS,C,6","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","PAR,N,1,0","SEX,N,1,0","EDA,N,3,0","NAC_DIA,N,2,0","NAC_MES,N,2,0","NAC_ANIO,N,4,0","NIV,N,2,0","GRA,N,1,0","A_ESC,N,1,0","ELEGIDO,N,1,0","REELE,N,2,0","R_DEF,C,2","FACTOR,N,6,0","FAC18,N,6,0"
25,1015,060,00503,26,40045,5,1,02,2,2,58,13,4,1957,4,3,0,1,0,01,2838,11352
25,1015,060,00503,26,40045,5,1,01,1,1,60,22,12,1954,4,3,0,0,0,01,2838,0
25,1015,060,00503,26,40045,4,1,06,3,2,2,14,3,2013,0,0,0,0,0,01,2838,0
25,1015,060,00503,26,40045,4,1,05,3,1,5,31,1,2010,1,1,0,0,0,01,2838,0
25,1015,060,00503,26,40045,4,1,04,3,2,7,31,5,2008,2,1,0,0,0,01,2838,0
25,1015,060,00503,26,40045,3,1,03,3,1,35,7,1,1980,7,4,3,0,0,01,2838,0
25,1015,058,00504,26,40064,2,1,01,1,1,23,10,11,1991,4,1,0,1,0,01,3031,3031
25,1015,058,00504,26,40064,2,1,02,2,2,17,20,12,1997,4,1,0,0,0,01,3031,0
25,1015,058,00504,26,40064,2,1,03,3,1,0,19,4,2015,0,0,0,0,0,01,3031,0
25,1015,058,00504,26,40064,4,1,01,1,2,40,4,7,1975,3,3,0,1,0,01,3031,6062
25,1015,058,00504,26,40064,4,1,02,3,2,23,26,1,1992,3,3,0,0,0,01,3031,0
25,1015,058,00504,26,40064,1,1,02,2,2,28,21,5,1987,7,4,3,1,0,01,3031,6062
25,1015,058,00504,26,40064,4,1,04,4,2,4,22,7,2011,0,0,0,0,0,01,3031,0
25,1015,058,00504,26,40064,5,1,01,1,1,27,31,5,1988,7,3,3,1,0,01,3031,6062
25,1015,058,00504,26,40064,5,1,02,2,2,28,19,9,1987,3,3,0,0,0,01,3031,0
25,1015,058,00504,26,40064,5,1,03,3,2,4,29,1,2011,0,0,0,0,0,01,3031,0
25,1015,058,00504,26,40064,1,1,01,1,2,27,19,6,1988,3,3,0,0,0,01,3031,0
25,1015,058,00504,26,40064,4,1,03,3,1,13,31,10,2001,2,6,0,0,0,01,3031,0
25,1015,058,00505,26,40071,5,1,01,1,1,29,31,3,1986,2,6,0,1,0,01,2946,5892
25,1015,058,00505,26,40071,2,1,04,3,2,7,16,10,2007,2,2,0,0,0,01,2946,0
25,1015,058,00505,26,40071,3,1,01,1,1,38,12,11,1976,6,1,2,0,0,01,2946,0
25,1015,058,00505,26,40071,3,1,02,2,2,34,3,9,1981,6,1,2,1,0,01,2946,5892
25,1015,058,00505,26,40071,3,1,03,3,2,13,24,1,2002,2,6,0,0,0,01,2946,0
25,1015,058,00505,26,40071,3,1,04,3,2,10,14,4,2005,2,5,0,0,0,01,2946,0
25,1015,058,00505,26,40071,3,1,05,3,1,6,12,11,2008,1,2,0,0,0,01,2946,0
25,1015,058,00505,26,40071,4,1,01,1,1,53,10,6,1962,2,6,0,1,0,01,2946,8838
25,1015,058,00505,26,40071,4,1,02,2,2,50,9,3,1965,2,1,0,0,0,01,2946,0
25,1015,058,00505,26,40071,4,1,03,4,1,17,15,12,1997,3,3,0,0,0,01,2946,0
25,1015,058,00505,26,40071,4,1,04,4,1,15,16,10,1999,3,3,0,0,0,01,2946,0
25,1015,058,00505,26,40071,4,1,05,4,2,25,29,1,1990,0,0,0,0,0,01,2946,0
25,1015,058,00505,26,40071,4,1,06,4,2,12,29,10,2002,3,1,0,0,0,01,2946,0
25,1015,058,00505,26,40071,1,1,01,1,2,55,11,11,1959,2,5,0,1,0,01,2946,2946
25,1015,058,00505,26,40071,2,1,01,1,1,32,11,7,1983,3,3,0,1,0,01,2946,5892
25,1015,058,00505,26,40071,2,1,02,2,2,31,3,9,1984,4,3,0,0,0,01,2946,0
25,1015,058,00505,26,40071,2,1,03,3,2,9,15,8,2006,2,3,0,0,0,01,2946,0
25,1015,058,00505,26,40071,5,1,02,2,2,21,18,12,1993,3,3,0,0,0,01,2946,0
25,1015,059,00506,26,40104,2,1,02,3,2,26,10,7,1989,7,3,3,0,0,01,2201,0
25,1015,059,00506,26,40104,2,1,03,3,2,20,18,1,1995,7,2,3,0,0,01,2201,0
25,1015,059,00506,26,40104,1,1,01,1,1,72,15,5,1943,2,3,0,1,0,01,2201,6603
25,1015,059,00506,26,40104,1,1,02,2,2,62,11,4,1953,2,3,0,0,0,01,2201,0
25,1015,059,00506,26,40104,1,1,03,4,1,19,4,9,1996,2,6,0,0,0,01,2201,0
25,1015,059,00506,26,40104,1,1,04,4,2,16,27,9,1998,3,3,0,0,0,01,2201,0
25,1015,059,00506,26,40104,1,1,05,4,1,13,12,1,2002,2,6,0,0,0,01,2201,0
25,1015,059,00506,26,40104,1,1,06,4,2,5,3,8,2010,0,0,0,0,0,01,2201,0
25,1015,059,00506,26,40104,1,1,07,4,1,1,23,1,2014,0,0,0,0,0,01,2201,0
25,1015,059,00506,26,40104,3,1,01,1,1,50,27,5,1965,3,3,0,1,0,01,2201,4402
25,1015,059,00506,26,40104,3,1,02,2,2,50,27,1,1965,4,3,0,0,0,01,2201,0
25,1015,059,00506,26,40104,3,1,03,3,1,17,2,3,1998,4,2,0,0,0,01,2201,0
25,1015,059,00506,26,40104,4,1,03,4,2,83,20,4,1932,0,0,0,0,1,01,2201,0
25,1015,059,00506,26,40104,5,1,01,1,1,50,5,5,1965,3,3,0,0,0,01,2201,0
25,1015,059,00506,26,40104,5,1,02,2,2,48,12,12,1966,2,6,0,1,0,01,2201,6603
25,1015,059,00506,26,40104,5,1,03,3,1,20,3,2,1995,7,1,3,0,0,01,2201,0
25,1015,059,00506,26,40104,5,1,04,3,1,10,10,12,2004,2,5,0,0,0,01,2201,0
25,1015,059,00506,26,40104,4,1,01,1,1,53,26,7,1962,9,3,4,0,0,01,2201,0
25,1015,059,00506,26,40104,4,1,02,2,2,49,5,4,1966,7,4,3,1,0,01,2201,6603
25,1015,059,00506,26,40104,2,1,01,1,1,50,1,12,1964,10,3,5,1,0,01,2201,6603
25,1015,058,00507,26,40106,4,1,01,1,1,33,10,4,1982,3,3,0,1,0,01,2985,5970
25,1015,058,00507,26,40106,3,1,07,3,2,6,25,4,2009,1,1,0,0,0,01,2985,0
25,1015,058,00507,26,40106,4,1,03,3,2,15,2,2,2000,3,3,0,0,0,01,2985,0
25,1015,058,00507,26,40106,4,1,04,3,1,5,23,9,2009,1,2,0,0,0,01,2985,0
25,1015,058,00507,26,40106,4,1,05,3,1,2,15,9,2013,0,0,0,0,0,01,2985,0
25,1015,058,00507,26,40106,1,1,01,1,1,38,16,9,1977,3,3,0,1,0,01,2985,5970
25,1015,058,00507,26,40106,1,1,02,2,2,39,27,8,1976,4,1,0,0,0,01,2985,0
25,1015,058,00507,26,40106,2,1,01,1,1,40,16,9,1974,3,2,0,1,0,01,2985,2985
25,1015,058,00507,26,40106,5,1,01,1,1,60,29,4,1955,2,6,0,1,0,01,2985,8955
25,1015,058,00507,26,40106,5,1,02,2,1,59,30,4,1956,2,5,0,0,0,01,2985,0
25,1015,058,00507,26,40106,5,1,03,3,2,22,14,6,1993,2,6,0,0,0,01,2985,0
25,1015,058,00507,26,40106,3,1,01,1,1,36,13,11,1978,2,3,0,0,0,01,2985,0
25,1015,058,00507,26,40106,3,1,02,2,2,38,9,9,1977,2,6,0,1,0,01,2985,8955
25,1015,058,00507,26,40106,3,1,03,7,1,18,13,10,1996,4,1,0,0,0,01,2985,0
25,1015,058,00507,26,40106,3,1,04,7,1,17,10,5,1998,3,3,0,0,0,01,2985,0
25,1015,058,00507,26,40106,3,1,05,7,1,15,29,9,1999,3,3,0,0,0,01,2985,0
25,1015,058,00507,26,40106,3,1,06,3,1,13,28,7,2002,3,1,0,0,0,01,2985,0
25,1015,058,00507,26,40106,4,1,02,2,2,37,4,12,1977,3,3,0,0,0,01,2985,0
25,1015,059,00508,26,40130,3,1,01,1,1,52,5,6,1963,7,2,3,1,0,01,2179,6537
25,1015,059,00508,26,40130,4,1,01,1,1,51,7,6,1964,4,3,0,1,0,01,2179,2179
25,1015,059,00508,26,40130,3,1,03,4,2,23,14,10,1991,7,2,3,0,0,01,2179,0
25,1015,059,00508,26,40130,3,1,04,4,1,3,15,7,2012,0,0,0,0,0,01,2179,0
25,1015,059,00508,26,40130,1,1,01,1,2,55,13,1,1960,6,3,2,1,0,03,2179,0
25,1015,059,00508,26,40130,3,1,02,3,1,28,14,3,1987,7,2,3,0,0,01,2179,0
25,1015,059,00508,26,40130,5,1,03,3,1,50,3,3,1965,2,6,0,0,0,01,2179,0
25,1015,059,00508,26,40130,5,1,02,3,1,40,5,7,1975,4,3,0,0,0,01,2179,0
25,1015,059,00508,26,40130,5,1,01,1,1,91,11,5,1924,2,1,0,1,0,01,2179,6537
25,1015,059,00508,26,40130,2,1,03,3,1,37,15,3,1978,3,3,0,0,0,01,2179,0
25,1015,059,00508,26,40130,2,1,02,2,2,63,8,8,1952,2,6,0,1,0,01,2179,6537
25,1015,059,00508,26,40130,2,1,01,1,1,63,4,1,1952,3,3,0,0,0,01,2179,0
25,1015,059,00509,26,40136,5,1,01,1,2,78,12,9,1937,6,3,1,1,0,01,2231,4462
25,1015,059,00509,26,40136,5,1,02,3,1,41,16,9,1974,4,3,0,0,0,01,2231,0
25,1015,059,00509,26,40136,2,1,01,1,1,78,3,12,1936,2,1,0,1,0,01,2231,4462
25,1015,059,00509,26,40136,2,1,02,2,2,54,6,12,1960,2,6,0,0,0,01,2231,0
25,1015,059,00509,26,40136,3,1,01,1,2,72,15,7,1943,2,5,0,0,0,01,2231,0
25,1015,059,00509,26,40136,3,1,02,3,1,40,14,3,1975,3,2,0,1,0,01,2231,4462
25,1015,059,00509,26,40136,1,1,01,1,2,52,27,3,1963,3,2,0,0,0,01,2231,0
25,1015,059,00509,26,40136,4,1,03,3,1,36,23,3,1979,2,4,0,0,0,01,2231,0
25,1015,059,00509,26,40136,4,1,02,2,2,58,8,9,1957,3,3,0,1,0,01,2231,8924
25,1015,059,00509,26,40136,4,1,01,1,1,64,11,3,1951,2,3,0,0,0,01,2231,0
25,1015,059,00509,26,40136,1,1,03,3,1,20,25,4,1995,4,3,0,1,0,01,2231,6693
25,1015,059,00509,26,40136,1,1,02,3,1,23,2,7,1992,4,1,0,0,0,01,2231,0
25,1015,059,00509,26,40136,4,1,04,4,2,19,9,1,1996,4,1,0,0,0,01,2231,0
25,1015,059,00510,26,40161,5,1,01,1,2,34,21,3,1981,3,3,0,1,0,01,2311,2311
25,1015,059,00510,26,40161,5,1,02,3,1,14,11,9,2001,3,2,0,0,0,01,2311,0
25,1015,059,00510,26,40161,4,1,05,3,2,7,5,7,2008,2,1,0,0,0,01,2311,0
25,1015,059,00510,26,40161,4,1,04,3,1,8,22,1,2007,2,2,0,0,0,01,2311,0
25,1015,059,00510,26,40161,4,1,03,3,2,10,1,5,2005,2,4,0,0,0,01,2311,0
25,1015,059,00510,26,40161,4,1,02,2,2,30,1,11,1984,3,3,0,1,0,01,2311,4622
25,1015,059,00510,26,40161,4,1,01,1,1,33,27,6,1982,4,1,0,0,0,01,2311,0
25,1015,059,00510,26,40161,3,1,05,4,2,4,24,9,2011,0,0,0,0,0,01,2311,0
25,1015,059,00510,26,40161,3,1,04,4,2,5,28,11,2009,1,1,0,0,0,01,2311,0
25,1015,059,00510,26,40161,3,1,03,4,1,9,24,4,2006,2,3,0,0,0,01,2311,0
25,1015,059,00510,26,40161,3,1,02,3,2,26,11,3,1989,3,2,0,0,0,01,2311,0
25,1015,059,00510,26,40161,3,1,01,1,2,48,15,4,1967,3,3,0,1,0,01,2311,4622
25,1015,059,00510,26,40161,2,1,04,3,2,7,5,8,2008,2,1,0,0,0,01,2311,0
25,1015,059,00510,26,40161,2,1,03,3,2,8,31,8,2007,2,2,0,0,0,01,2311,0
25,1015,059,00510,26,40161,2,1,02,2,2,42,4,1,1973,2,6,0,1,0,01,2311,4622
25,1015,059,00510,26,40161,5,1,03,3,1,6,7,12,2008,2,1,0,0,0,01,2311,0
25,1015,059,00510,26,40161,5,1,04,3,2,5,8,9,2010,0,0,0,0,0,01,2311,0
25,1015,059,00510,26,40161,1,1,01,1,1,28,6,1,1987,7,3,3,1,0,01,2311,2311
25,1015,059,00510,26,40161,2,1,01,1,1,54,11,12,1960,4,3,0,0,0,01,2311,0
25,1015,059,00511,26,40165,3,1,02,2,2,54,18,3,1961,3,3,0,0,0,01,2015,0
25,1015,059,00511,26,40165,3,1,01,1,1,64,23,8,1951,3,3,0,0,0,01,2015,0
25,1015,059,00511,26,40165,2,1,06,3,2,5,25,10,2009,1,2,0,0,0,01,2015,0
25,1015,059,00511,26,40165,2,1,05,3,2,7,14,10,2007,2,2,0,0,0,01,2015,0
25,1015,059,00511,26,40165,2,1,04,3,2,12,3,3,2003,2,6,0,0,0,01,2015,0
25,1015,059,00511,26,40165,2,1,03,2,2,45,4,1,1970,4,2,0,1,0,01,2015,6045
25,1015,059,00511,26,40165,1,1,01,1,1,64,30,1,1951,2,6,0,0,0,01,2015,0
25,1015,059,00511,26,40165,2,1,01,1,1,43,23,9,1972,7,5,3,0,0,01,2015,0
25,1015,059,00511,26,40165,1,1,02,2,2,55,14,9,1960,3,3,0,1,0,01,2015,4030
25,1015,059,00511,26,40165,5,1,02,4,2,61,10,1,1954,6,3,2,1,0,01,2015,4030
25,1015,059,00511,26,40165,5,1,01,1,1,63,20,9,1952,7,4,3,0,0,01,2015,0
25,1015,059,00511,26,40165,3,1,04,7,2,38,13,4,1977,7,4,3,0,0,01,2015,0
25,1015,059,00511,26,40165,3,1,03,3,1,35,22,5,1980,7,4,3,1,0,01,2015,8060
25,1015,059,00511,26,40165,2,1,02,4,1,80,20,5,1935,3,3,0,0,0,01,2015,0
25,1015,060,00512,26,40189,4,1,01,1,1,36,30,10,1978,7,5,3,1,0,01,3195,6390
25,1015,060,00512,26,40189,2,1,03,7,2,21,11,1,1994,7,4,3,0,0,01,3195,0
25,1015,060,00512,26,40189,4,1,03,3,1,9,3,2,2006,2,4,0,0,0,01,3195,0
25,1015,060,00512,26,40189,4,1,04,3,1,6,3,2,2009,2,1,0,0,0,01,3195,0
25,1015,060,00512,26,40189,4,1,05,3,2,1,4,6,2014,0,0,0,0,0,01,3195,0
25,1015,060,00512,26,40189,1,1,01,1,2,42,17,12,1972,7,4,3,1,0,01,3195,3195
25,1015,060,00512,26,40189,1,1,02,3,1,12,26,7,2003,2,6,0,0,0,01,3195,0
25,1015,060,00512,26,40189,1,1,03,3,2,10,14,7,2005,2,4,0,0,0,01,3195,0
25,1015,060,00512,26,40189,3,1,01,1,2,57,8,10,1957,7,5,3,0,0,01,3195,0
25,1015,060,00512,26,40189,3,1,02,3,1,31,7,7,1984,7,5,3,1,0,01,3195,12780
25,1015,060,00512,26,40189,3,1,03,3,2,27,15,6,1988,7,4,3,0,0,01,3195,0
25,1015,060,00512,26,40189,3,1,04,4,2,91,30,10,1923,2,4,0,0,0,01,3195,0
25,1015,060,00512,26,40189,2,1,01,1,1,51,16,5,1964,7,4,3,0,0,01,3195,0
25,1015,060,00512,26,40189,2,1,02,2,2,49,23,1,1966,6,3,2,1,0,01,3195,9585
25,1015,060,00512,26,40189,4,1,02,2,2,36,2,1,1979,7,5,3,0,0,01,3195,0
25,1015,058,00513,26,40202,3,1,04,3,1,14,17,3,2001,3,2,0,0,0,01,2243,0
25,1015,058,00513,26,40202,3,1,03,3,2,16,15,11,1998,2,6,0,0,0,01,2243,0
25,1015,058,00513,26,40202,5,1,05,3,2,4,2,3,2011,0,0,0,0,0,01,2243,0
25,1015,058,00513,26,40202,5,1,04,3,2,6,23,8,2009,0,0,0,0,0,01,2243,0
25,1015,058,00513,26,40202,5,1,03,3,1,13,25,1,2002,3,1,0,0,0,01,2243,0
25,1015,058,00513,26,40202,5,1,02,2,2,42,11,1,1973,2,3,0,1,0,01,2243,4486
25,1015,058,00513,26,40202,5,1,01,1,1,37,16,3,1978,3,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,4,1,01,1,1,40,31,5,1975,3,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,4,1,02,2,2,37,4,9,1978,4,3,0,1,0,01,2243,6729
25,1015,058,00513,26,40202,4,1,03,3,2,18,23,12,1996,4,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,4,1,04,3,1,17,24,9,1997,4,1,0,0,0,01,2243,0
25,1015,058,00513,26,40202,4,1,05,3,1,13,17,3,2002,3,1,0,0,0,01,2243,0
25,1015,058,00513,26,40202,1,1,01,1,2,27,27,8,1988,4,2,0,1,0,01,2243,2243
25,1015,058,00513,26,40202,3,1,02,3,1,17,20,10,1997,3,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,3,1,01,1,1,46,23,8,1969,3,3,0,1,0,01,2243,2243
25,1015,058,00513,26,40202,2,1,08,4,1,8,20,7,2007,2,2,0,0,0,01,2243,0
25,1015,058,00513,26,40202,2,1,07,4,2,9,20,8,2006,2,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,2,1,06,4,1,9,25,11,2005,2,4,0,0,0,01,2243,0
25,1015,058,00513,26,40202,2,1,05,3,2,24,10,11,1990,3,3,0,1,0,01,2243,11215
25,1015,058,00513,26,40202,2,1,04,3,1,18,18,10,1996,4,2,0,0,0,01,2243,0
25,1015,058,00513,26,40202,2,1,03,3,2,25,2,11,1989,3,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,2,1,02,2,2,50,9,5,1965,3,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,2,1,01,1,1,46,6,8,1969,4,3,0,0,0,01,2243,0
25,1015,058,00513,26,40202,1,1,02,3,1,5,15,9,2010,1,1,0,0,0,01,2243,0
25,1015,059,00514,26,40287,2,1,04,7,1,25,15,7,1990,7,5,3,0,0,01,2481,0
25,1015,059,00514,26,40287,2,1,03,7,1,26,22,9,1989,4,3,0,0,0,01,2481,0
25,1015,059,00514,26,40287,2,1,02,7,1,26,15,6,1989,10,2,5,0,0,01,2481,0
25,1015,059,00514,26,40287,2,1,01,1,2,28,27,4,1987,9,2,4,1,0,01,2481,9924
25,1015,059,00514,26,40287,1,1,01,1,1,47,25,9,1968,7,4,3,1,0,01,2481,2481
25,1015,059,00514,26,40287,5,1,03,4,2,2,26,6,2013,0,0,0,0,0,01,2481,0
25,1015,059,00514,26,40287,5,1,01,1,2,61,15,12,1953,2,1,0,1,0,01,2481,4962
25,1015,059,00514,26,40287,4,1,03,4,1,21,28,8,1994,4,1,0,0,0,01,2481,0
25,1015,059,00514,26,40287,4,1,02,2,2,57,30,10,1957,2,6,0,1,0,01,2481,7443
25,1015,059,00514,26,40287,4,1,01,1,1,63,25,11,1951,2,6,0,0,0,01,2481,0
25,1015,059,00514,26,40287,3,1,01,1,1,28,31,10,1986,7,5,3,1,0,01,2481,2481
25,1015,059,00514,26,40287,5,1,02,3,2,39,5,11,1975,6,2,2,0,0,01,2481,0
25,1015,060,00515,26,40289,2,1,05,3,1,2,21,10,2012,0,0,0,0,0,01,2640,0
25,1015,060,00515,26,40289,2,1,04,3,1,6,16,11,2008,2,1,0,0,0,01,2640,0
25,1015,060,00515,26,40289,2,1,03,3,1,10,25,9,2005,2,5,0,0,0,01,2640,0
25,1015,060,00515,26,40289,2,1,02,2,2,32,30,10,1982,3,3,0,0,0,01,2640,0
25,1015,060,00515,26,40289,2,1,01,1,1,35,21,8,1980,4,3,0,1,0,01,2640,5280
25,1015,060,00515,26,40289,3,1,05,3,1,3,3,1,2012,0,0,0,0,0,01,2640,0
25,1015,060,00515,26,40289,3,1,04,3,2,13,13,12,2001,3,2,0,0,0,01,2640,0
25,1015,060,00515,26,40289,3,1,03,3,1,22,10,9,1993,7,2,3,1,0,01,2640,7920
25,1015,060,00515,26,40289,3,1,02,2,2,38,8,2,1977,2,6,0,0,0,01,2640,0
25,1015,060,00515,26,40289,3,1,01,1,1,38,17,7,1977,3,3,0,0,0,01,2640,0
25,1015,060,00515,26,40289,5,1,02,4,1,18,15,6,1997,7,2,3,1,0,01,2640,5280
25,1015,060,00515,26,40289,5,1,01,1,2,20,26,2,1995,4,3,0,0,0,01,2640,0
25,1015,060,00515,26,40289,1,1,03,3,1,11,6,10,2004,2,5,0,0,0,03,2640,0
25,1015,060,00515,26,40289,1,1,02,2,2,45,8,12,1969,7,2,3,0,0,03,2640,0
25,1015,060,00515,26,40289,4,1,05,3,2,4,29,10,2010,0,0,0,0,0,01,2640,0
25,1015,060,00515,26,40289,4,1,04,3,2,7,18,2,2008,2,1,0,0,0,01,2640,0
25,1015,060,00515,26,40289,1,1,01,1,1,49,10,8,1966,3,3,0,1,0,03,2640,0
25,1015,060,00515,26,40289,4,1,02,2,2,35,8,11,1979,3,1,0,0,0,01,2640,0
25,1015,060,00515,26,40289,4,1,01,1,1,39,30,11,1975,4,3,0,1,0,01,2640,5280
25,1015,060,00515,26,40289,4,1,03,3,2,9,7,8,2006,2,3,0,0,0,01,2640,0
25,1015,059,00516,26,40350,3,1,01,1,2,55,14,9,1960,6,1,2,1,0,01,2173,2173
25,1015,059,00516,26,40350,5,1,01,1,2,60,5,10,1955,2,3,0,1,0,01,2173,8692
25,1015,059,00516,26,40350,5,1,02,3,2,38,15,1,1977,7,5,3,0,0,01,2173,0
25,1015,059,00516,26,40350,5,1,03,3,2,29,15,7,1986,7,5,3,0,0,01,2173,0
25,1015,059,00516,26,40350,5,1,04,4,1,10,15,9,2005,2,4,0,0,0,01,2173,0
25,1015,059,00516,26,40350,5,1,05,4,1,40,15,7,1975,3,3,0,0,0,01,2173,0
25,1015,059,00516,26,40350,4,1,01,1,1,83,27,9,1932,2,2,0,0,0,01,2173,0
25,1015,059,00516,26,40350,4,1,02,2,2,62,2,6,1953,2,3,0,1,0,01,2173,6519
25,1015,059,00516,26,40350,4,1,03,4,2,91,15,7,1924,0,0,0,0,0,01,2173,0
25,1015,059,00516,26,40350,2,1,01,1,1,51,29,9,1964,4,3,0,0,0,01,2173,0
25,1015,059,00516,26,40350,2,1,02,2,2,49,11,6,1966,4,3,0,1,0,01,2173,8692
25,1015,059,00516,26,40350,2,1,03,3,1,23,6,10,1991,7,3,3,0,0,01,2173,0
25,1015,059,00516,26,40350,2,1,04,3,1,18,15,9,1997,4,2,0,0,0,01,2173,0
25,1015,059,00516,26,40350,2,1,05,3,2,14,21,9,2001,3,2,0,0,0,01,2173,0
25,1015,060,00517,26,40354,3,1,04,3,1,17,7,12,1997,4,1,0,0,0,01,2875,0
25,1015,060,00517,26,40354,4,1,02,2,2,36,24,6,1979,3,3,0,1,0,03,2875,0
25,1015,060,00517,26,40354,4,1,01,1,1,36,18,6,1979,3,2,0,0,0,03,2875,0
25,1015,060,00517,26,40354,5,1,05,3,1,2,27,5,2013,0,0,0,0,0,01,2875,0
25,1015,060,00517,26,40354,5,1,04,3,2,9,26,9,2005,2,4,0,0,0,01,2875,0
25,1015,060,00517,26,40354,5,1,03,3,1,11,14,4,2004,2,5,0,0,0,01,2875,0
25,1015,060,00517,26,40354,5,1,02,3,1,14,17,2,2001,3,2,0,0,0,01,2875,0
25,1015,060,00517,26,40354,5,1,01,1,2,35,11,8,1980,4,3,0,1,0,01,2875,2875
25,1015,060,00517,26,40354,4,1,03,3,2,0,23,6,2015,0,0,0,0,0,03,2875,0
25,1015,060,00517,26,40354,3,1,03,3,2,25,10,1,1990,4,3,0,1,0,01,2875,8625
25,1015,060,00517,26,40354,3,1,02,2,2,47,27,9,1967,6,3,2,0,0,01,2875,0
25,1015,060,00517,26,40354,3,1,01,1,1,48,29,1,1967,6,3,2,0,0,01,2875,0
25,1015,060,00517,26,40354,1,1,04,3,2,2,23,7,2013,0,0,0,0,0,01,2875,0
25,1015,060,00517,26,40354,1,1,03,3,2,5,1,10,2009,1,3,0,0,0,01,2875,0
25,1015,060,00517,26,40354,1,1,02,2,2,33,18,6,1982,9,2,4,0,0,01,2875,0
25,1015,060,00517,26,40354,1,1,01,1,1,37,26,11,1977,9,2,4,1,0,01,2875,5750
25,1015,060,00517,26,40354,2,1,03,3,1,16,15,8,1999,4,1,0,0,0,01,2875,0
25,1015,060,00517,26,40354,2,1,02,2,2,51,11,5,1964,6,2,2,0,0,01,2875,0
25,1015,060,00517,26,40354,2,1,01,1,1,50,22,2,1965,6,3,2,1,0,01,2875,5750
25,1015,059,00518,26,40386,1,1,02,2,2,48,7,6,1967,3,3,0,1,0,01,1899,5697
25,1015,059,00518,26,40386,1,1,01,1,1,52,15,9,1963,7,6,3,0,0,01,1899,0
25,1015,059,00518,26,40386,2,1,01,1,2,40,30,9,1974,7,4,3,1,0,01,1899,1899
25,1015,059,00518,26,40386,2,1,02,3,1,8,26,6,2007,2,2,0,0,0,01,1899,0
25,1015,059,00518,26,40386,5,1,01,1,2,28,10,1,1987,4,3,0,1,0,01,1899,1899
25,1015,059,00518,26,40386,5,1,02,3,2,1,8,10,2013,0,0,0,0,0,01,1899,0
25,1015,059,00518,26,40386,3,1,01,1,1,24,22,3,1991,4,2,0,1,0,01,1899,3798
25,1015,059,00518,26,40386,3,1,02,2,2,25,19,2,1990,4,2,0,0,0,01,1899,0
25,1015,059,00518,26,40386,3,1,03,3,2,3,22,3,2012,0,0,0,0,0,01,1899,0
25,1015,059,00518,26,40386,4,1,01,1,1,29,18,10,1985,4,2,0,0,0,01,1899,0
25,1015,059,00518,26,40386,4,1,02,2,2,33,28,6,1982,3,3,0,1,0,01,1899,3798
25,1015,059,00518,26,40386,4,1,03,3,1,6,25,3,2009,1,2,0,0,0,01,1899,0
25,1015,059,00518,26,40386,4,1,04,3,1,3,19,4,2012,0,0,0,0,0,01,1899,0
25,1015,059,00518,26,40386,4,1,05,3,1,1,19,3,2014,0,0,0,0,0,01,1899,0
25,1015,059,00518,26,40386,1,1,03,3,1,26,8,7,1989,7,5,3,0,0,01,1899,0
25,1015,059,00519,26,40417,1,1,04,3,1,17,15,7,1998,4,2,0,0,0,01,2129,0
25,1015,059,00519,26,40417,1,1,03,3,1,26,9,4,1989,7,4,3,0,0,01,2129,0
25,1015,059,00519,26,40417,3,1,03,4,1,21,14,2,1994,7,3,3,0,0,01,2129,0
25,1015,059,00519,26,40417,5,1,01,1,2,73,9,5,1942,7,5,3,0,0,03,2129,0
25,1015,059,00519,26,40417,1,1,02,3,2,28,24,2,1987,7,4,3,0,0,01,2129,0
25,1015,059,00519,26,40417,1,1,01,1,2,54,14,1,1961,7,1,3,1,0,01,2129,6387
25,1015,059,00519,26,40417,3,1,02,3,1,38,14,12,1976,3,3,0,0,0,01,2129,0
25,1015,059,00519,26,40417,3,1,01,1,2,65,19,3,1950,2,6,0,1,0,01,2129,6387
25,1015,059,00519,26,40417,2,1,06,7,1,28,12,9,1987,7,5,3,0,0,01,2129,0
25,1015,059,00519,26,40417,2,1,05,3,2,26,16,5,1989,7,5,3,0,0,01,2129,0
25,1015,059,00519,26,40417,2,1,04,3,2,18,18,9,1997,4,2,0,0,0,01,2129,0
25,1015,059,00519,26,40417,2,1,03,3,1,18,22,9,1997,4,3,0,0,0,01,2129,0
25,1015,059,00519,26,40417,2,1,02,2,2,49,6,4,1966,4,3,0,1,0,01,2129,12774
25,1015,059,00519,26,40417,2,1,01,1,1,52,18,1,1963,4,3,0,0,0,01,2129,0
25,1015,059,00519,26,40417,4,1,01,1,1,61,26,7,1954,2,6,0,1,0,01,2129,2129
25,1015,059,00519,26,40417,5,1,04,3,2,43,16,10,1971,7,5,3,0,0,03,2129,0
25,1015,059,00519,26,40417,5,1,02,4,1,41,7,3,1974,4,2,0,0,0,03,2129,0
