"CD_A,C,2","PER,C,4","EST_DIS,C,3","UPM_DIS,C,6","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","PAR,N,1,0","SEX,N,1,0","EDA,N,3,0","NAC_DIA,N,2,0","NAC_MES,N,2,0","NAC_ANIO,N,4,0","NIV,N,2,0","GRA,N,1,0","A_ESC,N,1,0","ELEGIDO,N,1,0","REELE,N,2,0","R_DEF,C,2","FACTOR,N,6,0","FAC18,N,6,0"
14,1015,035,00001,01,40007,3,1,01,1,1,66,2,11,1948,2,6,0,0,0,01,2177,0
14,1015,035,00001,01,40007,3,1,02,2,2,67,2,1,1948,2,2,0,1,0,01,2177,4354
14,1015,035,00001,01,40007,4,1,01,1,1,75,15,9,1940,2,6,0,0,0,01,2177,0
14,1015,035,00001,01,40007,4,1,02,2,2,73,18,5,1942,2,6,0,1,0,01,2177,4354
14,1015,035,00001,01,40007,2,1,01,1,1,51,31,8,1964,2,3,0,0,0,01,2177,0
14,1015,035,00001,01,40007,2,1,02,2,2,55,29,1,1960,3,3,0,0,0,01,2177,0
14,1015,035,00001,01,40007,1,1,02,2,2,67,5,4,1948,2,6,0,0,0,01,2177,0
14,1015,035,00001,01,40007,2,1,04,3,2,23,5,3,1992,4,3,0,1,0,01,2177,13062
14,1015,035,00001,01,40007,2,1,05,3,1,29,15,9,1986,4,3,0,0,0,01,2177,0
14,1015,035,00001,01,40007,2,1,06,3,1,25,15,9,1990,4,1,0,0,0,01,2177,0
14,1015,035,00001,01,40007,5,1,01,1,2,58,25,2,1957,3,3,0,1,0,01,2177,4354
14,1015,035,00001,01,40007,5,1,02,4,1,44,23,2,1971,0,0,0,0,0,01,2177,0
14,1015,035,00001,01,40007,1,1,01,1,1,74,25,1,1941,2,4,0,1,0,01,2177,4354
14,1015,035,00001,01,40007,2,1,03,3,2,21,27,8,1994,4,1,0,0,0,01,2177,0
14,1015,035,00002,01,40027,4,1,03,3,1,13,26,11,2001,3,1,0,0,0,01,2171,0
14,1015,035,00002,01,40027,4,1,04,3,1,11,16,12,2003,2,6,0,0,0,01,2171,0
14,1015,035,00002,01,40027,4,1,05,3,2,6,4,5,2009,1,3,0,0,0,01,2171,0
14,1015,035,00002,01,40027,1,1,01,1,2,58,14,3,1957,4,3,0,0,0,01,2171,0
14,1015,035,00002,01,40027,1,1,02,2,1,55,4,7,1960,7,5,3,1,0,01,2171,8684
14,1015,035,00002,01,40027,1,1,03,3,1,22,23,5,1993,7,2,3,0,0,01,2171,0
14,1015,035,00002,01,40027,1,1,04,3,1,27,24,9,1988,7,4,3,0,0,01,2171,0
14,1015,035,00002,01,40027,5,1,01,1,2,61,7,9,1954,2,6,0,1,0,01,2171,2171
14,1015,035,00002,01,40027,5,1,02,4,1,15,5,4,2000,3,3,0,0,0,01,2171,0
14,1015,035,00002,01,40027,2,1,01,1,1,56,27,5,1959,2,3,0,1,0,01,2171,4342
14,1015,035,00002,01,40027,2,1,02,2,2,56,27,6,1959,6,3,2,0,0,01,2171,0
14,1015,035,00002,01,40027,3,1,01,1,1,44,28,10,1970,2,6,0,0,0,01,2171,0
14,1015,035,00002,01,40027,3,1,02,2,2,42,15,8,1973,7,5,3,0,0,01,2171,0
14,1015,035,00002,01,40027,3,1,03,3,1,19,5,4,1996,4,2,0,1,0,01,2171,8684
14,1015,035,00002,01,40027,3,1,04,3,2,18,18,2,1997,4,3,0,0,0,01,2171,0
14,1015,035,00002,01,40027,3,1,05,3,1,13,5,5,2002,3,1,0,0,0,01,2171,0
14,1015,035,00002,01,40027,4,1,01,1,1,37,25,8,1978,7,3,3,0,0,01,2171,0
14,1015,035,00002,01,40027,4,1,02,2,2,35,15,11,1979,6,3,2,1,0,01,2171,4342
14,1015,036,00003,01,40041,2,1,01,1,2,36,7,6,1979,3,3,0,0,0,01,2831,0
14,1015,036,00003,01,40041,4,1,04,3,2,26,18,11,1988,7,5,3,1,0,01,2831,11324
14,1015,036,00003,01,40041,4,1,03,3,2,31,6,1,1984,4,3,0,0,0,01,2831,0
14,1015,036,00003,01,40041,4,1,02,2,2,54,18,10,1960,6,3,2,0,0,01,2831,0
14,1015,036,00003,01,40041,4,1,01,1,1,58,21,9,1957,2,1,0,0,0,01,2831,0
14,1015,036,00003,01,40041,2,1,04,3,1,14,23,2,2001,3,2,0,0,0,01,2831,0
14,1015,036,00003,01,40041,2,1,03,3,1,15,30,3,2000,3,3,0,0,0,01,2831,0
14,1015,036,00003,01,40041,2,1,05,3,2,7,19,2,2008,2,1,0,0,0,01,2831,0
14,1015,036,00003,01,40041,5,1,04,3,1,18,8,10,1996,4,3,0,0,0,01,2831,0
14,1015,036,00003,01,40041,5,1,03,3,2,22,11,8,1993,7,4,3,1,0,01,2831,11324
14,1015,036,00003,01,40041,5,1,02,2,2,52,4,7,1963,6,2,2,0,0,01,2831,0
14,1015,036,00003,01,40041,5,1,01,1,1,61,20,5,1954,7,4,3,0,0,01,2831,0
14,1015,036,00003,01,40041,2,1,06,3,1,1,24,4,2014,0,0,0,0,0,01,2831,0
14,1015,036,00003,01,40041,2,1,02,2,1,35,13,7,1980,3,3,0,1,0,01,2831,5662
14,1015,035,00004,01,40059,4,1,04,3,1,10,31,7,2005,2,4,0,0,0,01,2469,0
14,1015,035,00004,01,40059,4,1,02,2,2,36,25,2,1979,3,3,0,1,0,01,2469,4938
14,1015,035,00004,01,40059,4,1,01,1,1,37,31,12,1977,3,3,0,0,0,01,2469,0
14,1015,035,00004,01,40059,1,1,02,2,2,52,31,5,1963,4,3,0,0,0,01,2469,0
14,1015,035,00004,01,40059,1,1,01,1,1,54,9,10,1960,2,6,0,1,0,01,2469,4938
14,1015,035,00004,01,40059,2,1,04,3,2,22,24,4,1993,4,3,0,0,0,01,2469,0
14,1015,035,00004,01,40059,2,1,03,3,1,34,28,9,1980,3,1,0,1,0,01,2469,9876
14,1015,035,00004,01,40059,2,1,02,2,2,56,6,2,1959,2,4,0,0,0,01,2469,0
14,1015,035,00004,01,40059,2,1,01,1,1,61,27,7,1954,0,0,0,0,0,01,2469,0
14,1015,035,00004,01,40059,3,1,04,3,1,7,28,1,2008,2,1,0,0,0,01,2469,0
14,1015,035,00004,01,40059,3,1,03,3,2,10,27,6,2005,2,4,0,0,0,01,2469,0
14,1015,035,00004,01,40059,3,1,02,2,2,26,6,6,1989,4,3,0,0,0,01,2469,0
14,1015,035,00004,01,40059,3,1,01,1,1,28,30,3,1987,4,3,0,1,0,01,2469,4938
14,1015,035,00004,01,40059,5,1,02,3,2,40,24,2,1975,0,0,0,0,1,01,2469,0
14,1015,035,00004,01,40059,5,1,01,1,1,68,19,4,1947,2,2,0,1,0,01,2469,4938
14,1015,035,00004,01,40059,4,1,03,3,2,15,24,2,2000,3,3,0,0,0,01,2469,0
14,1015,035,00005,01,40067,3,1,03,3,2,22,23,10,1992,7,5,3,0,0,01,2104,0
14,1015,035,00005,01,40067,3,1,02,3,1,19,11,12,1995,7,2,3,0,0,01,2104,0
14,1015,035,00005,01,40067,3,1,01,1,2,45,31,12,1969,4,3,0,1,0,01,2104,6312
14,1015,035,00005,01,40067,5,1,04,3,2,11,25,6,2004,2,6,0,0,0,01,2104,0
14,1015,035,00005,01,40067,1,1,03,3,2,9,12,3,2006,2,3,0,0,0,01,2104,0
14,1015,035,00005,01,40067,1,1,02,2,2,32,5,8,1983,7,2,3,0,0,01,2104,0
14,1015,035,00005,01,40067,1,1,01,1,1,39,24,1,1976,7,3,3,1,0,01,2104,4208
14,1015,035,00005,01,40067,4,1,01,1,1,27,18,4,1988,4,3,0,1,0,01,2104,2104
14,1015,035,00005,01,40067,2,1,01,1,2,48,10,11,1966,3,3,0,0,0,01,2104,0
14,1015,035,00005,01,40067,2,1,02,3,2,16,10,11,1998,4,2,0,0,0,01,2104,0
14,1015,035,00005,01,40067,2,1,03,4,2,25,19,8,1990,6,3,3,1,0,01,2104,4208
14,1015,035,00005,01,40067,5,1,01,1,1,51,22,6,1964,3,1,0,0,0,01,2104,0
14,1015,035,00005,01,40067,5,1,02,2,2,47,8,7,1968,2,6,0,0,0,01,2104,0
14,1015,035,00005,01,40067,5,1,03,3,1,19,30,7,1996,3,3,0,1,0,01,2104,6312
14,1015,035,00005,01,40067,3,1,04,3,2,15,18,10,1999,4,1,0,0,0,01,2104,0
14,1015,034,00006,01,40124,1,1,07,4,1,1,7,5,2014,0,0,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,08,4,2,0,8,10,2014,0,0,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,09,4,1,26,25,3,1989,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,3,1,01,1,1,33,7,9,1982,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,3,1,02,2,2,32,24,5,1983,2,6,0,1,0,01,1993,3986
14,1015,034,00006,01,40124,3,1,03,3,1,13,22,3,2002,3,1,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,10,4,1,6,26,4,2009,1,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,11,3,2,4,6,6,2011,0,0,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,01,1,1,87,13,1,1928,2,2,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,02,2,2,68,29,10,1946,2,6,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,03,3,1,40,22,10,1974,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,2,1,01,1,2,28,8,3,1987,3,3,0,1,0,01,1993,1993
14,1015,034,00006,01,40124,2,1,02,4,2,16,29,9,1998,4,1,0,0,0,01,1993,0
14,1015,034,00006,01,40124,2,1,03,3,2,10,25,7,2005,2,4,0,0,0,01,1993,0
14,1015,034,00006,01,40124,4,1,01,1,2,60,12,4,1955,3,1,0,1,0,01,1993,3986
14,1015,034,00006,01,40124,4,1,02,3,1,36,20,1,1979,2,6,0,0,0,01,1993,0
14,1015,034,00006,01,40124,4,1,03,4,1,14,27,2,2001,3,2,0,0,0,01,1993,0
14,1015,034,00006,01,40124,4,1,04,4,1,9,6,6,2006,2,2,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,04,3,1,33,25,7,1982,4,2,0,1,0,01,1993,15944
14,1015,034,00006,01,40124,5,1,05,3,2,43,12,3,1972,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,06,3,2,35,6,2,1980,4,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,07,3,2,30,24,11,1984,4,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,08,4,2,90,5,6,1925,2,4,0,0,0,01,1993,0
14,1015,034,00006,01,40124,5,1,09,4,1,12,21,12,2002,3,1,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,01,1,1,45,8,4,1970,2,6,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,02,2,2,46,11,11,1968,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,03,3,2,23,1,1,1992,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,04,3,2,22,28,2,1993,2,6,0,1,0,01,1993,11958
14,1015,034,00006,01,40124,1,1,05,3,1,18,10,4,1997,3,3,0,0,0,01,1993,0
14,1015,034,00006,01,40124,1,1,06,3,2,13,4,1,2002,3,1,0,0,0,01,1993,0
14,1015,034,00007,01,40134,1,1,06,3,2,2,1,1,2013,0,0,0,0,0,01,2185,0
14,1015,034,00007,01,40134,4,1,02,2,2,22,23,5,1993,3,3,0,1,0,01,2185,4370
14,1015,034,00007,01,40134,1,1,04,3,2,10,8,1,2005,2,4,0,0,0,01,2185,0
14,1015,034,00007,01,40134,1,1,03,3,1,12,23,3,2003,2,6,0,0,0,01,2185,0
14,1015,034,00007,01,40134,1,1,02,2,2,35,28,4,1980,2,6,0,1,0,01,2185,4370
14,1015,034,00007,01,40134,1,1,01,1,1,37,17,9,1978,3,3,0,0,0,01,2185,0
14,1015,034,00007,01,40134,3,1,04,3,2,0,5,8,2015,0,0,0,0,0,01,2185,0
14,1015,034,00007,01,40134,3,1,03,3,1,5,21,9,2009,1,3,0,0,0,01,2185,0
14,1015,034,00007,01,40134,3,1,02,2,2,25,12,4,1990,3,1,0,0,0,01,2185,0
14,1015,034,00007,01,40134,3,1,01,1,1,31,6,4,1984,4,2,0,1,0,01,2185,4370
14,1015,034,00007,01,40134,5,1,06,4,1,17,12,8,1998,2,2,0,0,0,01,2185,0
14,1015,034,00007,01,40134,5,1,05,3,1,16,22,7,1999,2,6,0,0,0,01,2185,0
14,1015,034,00007,01,40134,5,1,04,3,2,33,6,1,1982,3,3,0,0,0,01,2185,0
14,1015,034,00007,01,40134,5,1,03,4,1,57,17,9,1958,0,0,0,0,0,01,2185,0
14,1015,034,00007,01,40134,5,1,02,2,2,36,17,7,1979,2,2,0,1,0,01,2185,8740
14,1015,034,00007,01,40134,5,1,01,1,1,56,24,3,1959,2,6,0,0,0,01,2185,0
14,1015,034,00007,01,40134,4,1,03,3,2,3,18,3,2012,0,0,0,0,0,01,2185,0
14,1015,034,00007,01,40134,2,1,01,1,1,24,22,2,1991,2,6,0,1,0,01,2185,4370
14,1015,034,00007,01,40134,2,1,02,2,2,27,27,5,1988,2,6,0,0,0,01,2185,0
14,1015,034,00007,01,40134,2,1,03,3,2,7,23,7,2008,2,1,0,0,0,01,2185,0
14,1015,034,00007,01,40134,4,1,01,1,1,24,10,5,1991,7,4,3,0,0,01,2185,0
14,1015,034,00007,01,40134,1,1,05,3,2,7,17,9,2008,2,2,0,0,0,01,2185,0
14,1015,035,00008,01,40188,3,1,03,3,1,10,24,4,2005,2,4,0,0,0,01,2286,0
14,1015,035,00008,01,40188,3,1,02,2,2,34,27,6,1981,3,3,0,1,0,01,2286,4572
14,1015,035,00008,01,40188,3,1,01,1,1,32,24,6,1983,3,3,0,0,0,01,2286,0
14,1015,035,00008,01,40188,4,1,07,3,2,19,25,11,1995,3,3,0,0,0,01,2286,0
14,1015,035,00008,01,40188,4,1,06,3,1,2,5,7,2013,0,0,0,0,0,01,2286,0
14,1015,035,00008,01,40188,4,1,05,4,2,1,4,1,2014,0,0,0,0,0,01,2286,0
14,1015,035,00008,01,40188,4,1,04,3,2,6,18,12,2008,2,1,0,0,0,01,2286,0
14,1015,035,00008,01,40188,4,1,03,3,2,21,26,8,1994,3,3,0,0,0,01,2286,0
14,1015,035,00008,01,40188,4,1,02,2,2,47,17,4,1968,2,6,0,1,0,01,2286,9144
14,1015,035,00008,01,40188,4,1,01,1,1,50,6,4,1965,4,2,0,0,0,01,2286,0
14,1015,035,00008,01,40188,5,1,02,3,1,41,30,9,1973,2,2,0,0,0,01,2286,0
14,1015,035,00008,01,40188,5,1,01,1,2,80,20,4,1935,2,1,0,1,0,01,2286,4572
14,1015,035,00008,01,40188,2,1,03,3,2,6,19,7,2009,1,2,0,0,0,01,2286,0
14,1015,035,00008,01,40188,2,1,02,3,2,12,11,3,2003,2,6,0,0,0,01,2286,0
14,1015,035,00008,01,40188,2,1,01,1,2,48,17,7,1967,2,6,0,1,0,01,2286,2286
14,1015,035,00008,01,40188,3,1,04,3,2,3,13,7,2012,0,0,0,0,0,01,2286,0
14,1015,035,00008,01,40188,1,1,01,1,1,65,15,8,1950,7,1,3,0,0,01,2286,0
14,1015,035,00008,01,40188,1,1,02,2,2,58,30,10,1956,3,3,0,1,0,01,2286,4572
14,1015,034,00009,01,40202,3,1,01,1,2,53,10,8,1962,3,3,0,1,0,01,2466,4932
14,1015,034,00009,01,40202,5,1,04,3,1,24,18,5,1991,3,3,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,06,3,2,16,17,6,1999,4,1,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,05,3,2,21,2,10,1993,3,3,0,0,0,01,2466,0
14,1015,034,00009,01,40202,4,1,06,3,2,3,21,9,2012,0,0,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,08,3,1,7,17,5,2008,2,1,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,09,4,1,1,17,1,2014,0,0,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,10,4,2,0,20,7,2015,0,0,0,0,0,01,2466,0
14,1015,034,00009,01,40202,4,1,05,3,2,4,23,2,2011,0,0,0,0,0,01,2466,0
14,1015,034,00009,01,40202,4,1,04,3,1,6,24,4,2009,1,3,0,0,0,01,2466,0
14,1015,034,00009,01,40202,4,1,03,3,1,7,11,10,2007,2,1,0,0,0,01,2466,0
14,1015,034,00009,01,40202,4,1,02,2,2,29,7,6,1986,2,6,0,0,0,01,2466,0
14,1015,034,00009,01,40202,4,1,01,1,1,47,17,8,1968,0,0,0,1,0,01,2466,4932
14,1015,034,00009,01,40202,3,1,02,3,1,21,21,1,1994,4,3,0,0,0,01,2466,0
14,1015,034,00009,01,40202,2,1,01,1,1,28,29,12,1986,3,2,0,1,0,01,2466,2466
14,1015,034,00009,01,40202,5,1,01,1,2,45,11,1,1970,3,3,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,02,2,1,46,22,6,1969,0,0,0,1,0,01,2466,12330
14,1015,034,00009,01,40202,5,1,03,3,1,26,18,8,1989,3,3,0,0,0,01,2466,0
14,1015,034,00009,01,40202,5,1,07,3,1,10,3,12,2004,2,4,0,0,0,01,2466,0
14,1015,036,00010,01,40203,5,1,02,3,2,9,14,8,2006,2,3,0,0,0,01,2625,0
14,1015,036,00010,01,40203,5,1,01,1,2,39,14,2,1976,7,5,3,1,0,01,2625,2625
14,1015,036,00010,01,40203,1,1,03,3,2,0,6,6,2015,0,0,0,0,0,01,2625,0
14,1015,036,00010,01,40203,1,1,01,1,1,30,23,12,1984,4,3,0,1,0,01,2625,5250
14,1015,036,00010,01,40203,1,1,02,2,2,35,7,1,1980,7,6,3,0,0,01,2625,0
14,1015,036,00010,01,40203,3,1,05,3,2,5,8,2,2010,1,3,0,0,0,01,2625,0
14,1015,036,00010,01,40203,3,1,04,3,1,7,6,8,2008,2,1,0,0,0,01,2625,0
14,1015,036,00010,01,40203,3,1,03,3,1,9,15,8,2006,2,3,0,0,0,01,2625,0
14,1015,036,00010,01,40203,3,1,02,2,2,33,17,1,1982,7,4,3,0,0,01,2625,0
14,1015,036,00010,01,40203,3,1,01,1,1,42,4,11,1972,3,3,0,1,0,01,2625,5250
14,1015,036,00010,01,40203,2,1,03,3,1,13,24,12,2001,3,2,0,0,0,01,2625,0
14,1015,036,00010,01,40203,2,1,02,2,2,38,26,5,1977,6,3,2,1,0,01,2625,5250
14,1015,036,00010,01,40203,2,1,01,1,1,40,26,1,1975,9,2,4,0,0,01,2625,0
14,1015,036,00010,01,40203,2,1,04,3,2,8,24,9,2007,2,2,0,0,0,01,2625,0
14,1015,036,00010,01,40203,4,1,04,3,1,24,6,9,1991,7,4,3,1,0,01,2625,10500
14,1015,036,00010,01,40203,4,1,03,3,1,26,25,2,1989,7,5,3,0,0,01,2625,0
14,1015,036,00010,01,40203,4,1,02,2,2,47,29,10,1967,2,6,0,0,0,01,2625,0
14,1015,036,00010,01,40203,4,1,01,1,1,50,25,4,1965,4,3,0,0,0,01,2625,0
14,1015,035,00011,01,40204,4,1,01,1,2,45,31,8,1970,6,3,2,1,0,01,2081,4162
14,1015,035,00011,01,40204,5,1,04,3,2,9,3,2,2006,2,3,0,0,0,01,2081,0
14,1015,035,00011,01,40204,5,1,03,3,2,11,17,7,2004,2,5,0,0,0,01,2081,0
14,1015,035,00011,01,40204,5,1,05,3,2,6,31,8,2009,1,3,0,0,0,01,2081,0
14,1015,035,00011,01,40204,2,1,01,1,1,29,16,9,1986,3,3,0,0,0,01,2081,0
14,1015,035,00011,01,40204,2,1,02,2,2,22,11,12,1992,3,3,0,1,0,01,2081,4162
14,1015,035,00011,01,40204,3,1,03,3,2,1,14,11,2013,0,0,0,0,0,01,2081,0
14,1015,035,00011,01,40204,3,1,01,1,1,32,23,7,1983,7,3,3,1,0,01,2081,4162
14,1015,035,00011,01,40204,3,1,02,2,2,26,6,10,1988,7,5,3,0,0,01,2081,0
14,1015,035,00011,01,40204,5,1,02,2,2,34,6,7,1981,6,2,3,1,0,01,2081,4162
14,1015,035,00011,01,40204,5,1,01,1,1,34,13,7,1981,4,3,0,0,0,01,2081,0
14,1015,035,00011,01,40204,4,1,03,3,2,7,15,1,2008,2,1,0,0,0,01,2081,0
14,1015,035,00011,01,40204,4,1,02,2,1,45,7,12,1969,3,3,0,0,1,01,2081,0
14,1015,035,00011,01,40204,2,1,03,3,2,6,11,10,2008,2,1,0,0,0,01,2081,0
14,1015,034,00012,01,40227,3,1,03,3,1,22,28,3,1993,7,3,3,0,0,01,2185,0
14,1015,034,00012,01,40227,3,1,04,3,2,21,3,7,1994,7,3,3,1,0,01,2185,8740
14,1015,034,00012,01,40227,3,1,05,3,2,14,21,9,2001,3,3,0,0,0,01,2185,0
14,1015,034,00012,01,40227,3,1,06,3,2,11,31,10,2003,2,6,0,0,0,01,2185,0
14,1015,034,00012,01,40227,3,1,07,3,2,8,13,10,2006,2,3,0,0,0,01,2185,0
14,1015,034,00012,01,40227,1,1,01,1,1,46,26,7,1969,3,3,0,1,0,01,2185,4370
14,1015,034,00012,01,40227,1,1,02,4,2,44,28,2,1971,3,3,0,0,0,01,2185,0
14,1015,034,00012,01,40227,1,1,03,4,2,13,6,5,2002,3,1,0,0,0,01,2185,0
14,1015,034,00012,01,40227,1,1,04,4,1,8,11,1,2007,2,2,0,0,0,01,2185,0
14,1015,034,00012,01,40227,2,1,01,1,2,42,23,7,1973,3,1,0,0,0,01,2185,0
14,1015,034,00012,01,40227,2,1,02,3,1,19,21,6,1996,2,6,0,1,0,01,2185,6555
14,1015,034,00012,01,40227,2,1,03,3,2,21,5,5,1994,2,6,0,0,0,01,2185,0
14,1015,034,00012,01,40227,5,1,01,1,1,66,21,9,1949,0,0,0,0,0,01,2185,0
14,1015,034,00012,01,40227,5,1,02,2,2,73,21,9,1942,0,0,0,0,0,01,2185,0
14,1015,034,00012,01,40227,5,1,03,3,2,48,4,4,1967,2,6,0,1,0,01,2185,6555
14,1015,034,00012,01,40227,3,1,01,1,1,50,10,8,1965,2,3,0,0,0,01,2185,0
14,1015,034,00012,01,40227,3,1,02,2,2,45,21,9,1970,3,3,0,0,0,01,2185,0
14,1015,034,00012,01,40227,4,1,01,1,1,45,2,2,1970,3,3,0,1,0,01,2185,2185
14,1015,036,00013,01,40232,2,1,01,1,1,31,22,9,1984,2,6,0,0,0,01,2831,0
14,1015,036,00013,01,40232,1,1,02,3,1,17,8,2,1998,4,2,0,0,0,01,2831,0
14,1015,036,00013,01,40232,2,1,03,4,1,19,20,6,1996,3,2,0,1,0,01,2831,8493
14,1015,036,00013,01,40232,2,1,04,3,1,12,3,5,2003,2,6,0,0,0,01,2831,0
14,1015,036,00013,01,40232,2,1,05,4,2,11,15,7,2004,2,6,0,0,0,01,2831,0
14,1015,036,00013,01,40232,5,1,01,1,1,23,28,6,1992,4,3,0,1,0,01,2831,5662
14,1015,036,00013,01,40232,5,1,02,2,2,23,5,8,1992,6,3,2,0,0,01,2831,0
14,1015,036,00013,01,40232,5,1,03,3,1,5,30,5,2010,1,2,0,0,0,01,2831,0
14,1015,036,00013,01,40232,5,1,04,3,1,3,9,12,2011,0,0,0,0,0,01,2831,0
14,1015,036,00013,01,40232,3,1,01,1,1,31,14,7,1984,4,3,0,0,0,01,2831,0
14,1015,036,00013,01,40232,3,1,02,2,2,30,4,10,1984,6,2,2,1,0,01,2831,5662
14,1015,036,00013,01,40232,3,1,03,3,1,4,23,2,2011,0,0,0,0,0,01,2831,0
14,1015,036,00013,01,40232,3,1,04,3,2,1,23,8,2014,0,0,0,0,0,01,2831,0
14,1015,036,00013,01,40232,4,1,01,1,1,22,13,5,1993,3,3,0,0,0,01,2831,0
14,1015,036,00013,01,40232,4,1,02,2,2,26,8,5,1989,4,3,0,1,0,01,2831,5662
14,1015,036,00013,01,40232,1,1,01,1,2,39,22,10,1975,7,5,3,1,0,01,2831,2831
14,1015,036,00013,01,40232,2,1,02,4,1,30,15,5,1985,2,3,0,0,0,01,2831,0
14,1015,034,00014,01,40259,5,1,01,1,2,49,19,10,1965,2,3,0,1,0,01,2165,4330
14,1015,034,00014,01,40259,5,1,02,3,2,18,14,6,1997,4,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,5,1,03,3,2,15,11,2,2000,3,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,5,1,04,3,2,13,10,11,2001,3,2,0,0,0,01,2165,0
14,1015,034,00014,01,40259,2,1,01,1,1,59,15,1,1956,3,1,0,0,0,01,2165,0
14,1015,034,00014,01,40259,2,1,02,2,2,53,15,8,1962,2,6,0,0,0,01,2165,0
14,1015,034,00014,01,40259,2,1,03,3,1,14,15,10,2000,3,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,2,1,04,3,1,30,22,7,1985,3,3,0,1,0,01,2165,6495
14,1015,034,00014,01,40259,4,1,01,1,2,72,10,1,1943,2,4,0,0,0,01,2165,0
14,1015,034,00014,01,40259,4,1,02,4,1,21,26,10,1993,3,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,4,1,03,3,2,41,12,10,1973,3,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,4,1,04,4,1,24,19,12,1990,3,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,4,1,05,4,1,42,17,11,1972,3,3,0,1,0,01,2165,10825
14,1015,034,00014,01,40259,3,1,01,1,1,20,6,12,1994,3,2,0,0,0,01,2165,0
14,1015,034,00014,01,40259,3,1,02,2,2,19,11,2,1996,3,3,0,0,0,01,2165,0
14,1015,034,00014,01,40259,3,1,03,4,2,74,30,7,1941,2,6,0,1,0,01,2165,6495
14,1015,034,00014,01,40259,3,1,04,3,1,3,15,5,2012,0,0,0,0,0,01,2165,0
14,1015,034,00015,01,40285,4,1,01,1,1,81,1,2,1934,2,2,0,0,0,01,1954,0
14,1015,034,00015,01,40285,4,1,02,2,2,64,13,8,1951,2,2,0,1,0,01,1954,3908
14,1015,034,00015,01,40285,3,1,05,3,2,7,19,1,2008,2,1,0,0,0,01,1954,0
14,1015,034,00015,01,40285,3,1,04,3,1,19,11,4,1996,4,3,0,0,0,01,1954,0
14,1015,034,00015,01,40285,3,1,03,3,2,21,16,6,1994,4,3,0,1,0,01,1954,7816
14,1015,034,00015,01,40285,3,1,02,2,2,40,14,2,1975,3,3,0,0,0,01,1954,0
14,1015,034,00015,01,40285,2,1,06,3,1,4,15,7,2011,0,0,0,0,0,01,1954,0
14,1015,034,00015,01,40285,2,1,05,3,2,9,23,9,2006,2,3,0,0,0,01,1954,0
14,1015,034,00015,01,40285,2,1,04,3,1,13,15,7,2002,2,6,0,0,0,01,1954,0
14,1015,034,00015,01,40285,2,1,03,3,1,14,8,3,2001,2,6,0,0,0,01,1954,0
14,1015,034,00015,01,40285,2,1,02,2,2,32,5,10,1983,2,3,0,1,0,01,1954,3908
14,1015,034,00015,01,40285,2,1,01,1,1,38,30,5,1977,3,3,0,0,0,01,1954,0
14,1015,034,00015,01,40285,3,1,01,1,1,41,13,5,1974,3,3,0,0,0,01,1954,0
14,1015,034,00015,01,40285,1,1,05,3,2,1,18,5,2014,0,0,0,0,0,01,1954,0
14,1015,034,00015,01,40285,1,1,04,3,2,2,20,11,2012,0,0,0,0,0,01,1954,0
14,1015,034,00015,01,40285,1,1,03,3,1,5,21,5,2010,1,2,0,0,0,01,1954,0
14,1015,034,00015,01,40285,1,1,02,2,2,23,15,3,1992,3,3,0,1,0,01,1954,3908
14,1015,034,00015,01,40285,1,1,01,1,1,30,30,6,1985,2,6,0,0,0,01,1954,0
