"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","NUMPER,C,2","GASTOCO,C,1","NUMHOG,C,2"
3,19,019,0001,0420,190195,04,111111,04,1,
3,19,019,0001,0420,190195,05,111111,05,1,
3,19,039,0001,1135,190237,01,111111,02,1,
3,19,039,0001,1135,190237,02,111111,02,1,
3,19,039,0001,1135,190237,03,111111,01,1,
3,19,039,0001,1135,190237,04,111111,03,1,
3,19,039,0001,1135,190237,05,111111,04,1,
3,19,026,0001,1052,190288,01,111111,03,1,
3,19,026,0001,1052,190288,02,111111,06,1,
3,19,026,0001,1052,190288,04,111111,05,1,
3,19,026,0001,1052,190288,05,111111,07,1,
3,19,046,0001,1089,190331,01,111111,04,1,
3,19,046,0001,1089,190331,02,111111,08,1,
3,19,046,0001,1089,190331,03,111111,03,1,
3,19,046,0001,1089,190331,04,111111,01,1,
3,19,046,0001,1089,190331,05,111111,05,1,
3,19,006,0001,0668,190333,01,111111,05,1,
3,19,006,0001,0668,190333,02,111111,04,1,
3,19,006,0001,0668,190333,03,111111,04,1,
3,19,006,0001,0668,190333,04,111111,05,1,
3,19,006,0001,0668,190333,05,111111,07,1,
3,19,046,0001,0127,190340,01,111111,05,1,
3,19,046,0001,0127,190340,03,111111,05,1,
3,19,046,0001,0127,190340,04,111111,03,1,
3,19,046,0001,0127,190340,05,111111,04,1,
3,19,039,0001,0940,190382,02,111111,06,1,
3,19,039,0001,0940,190382,03,111111,05,1,
3,19,039,0001,0940,190382,04,111111,05,1,
3,19,039,0001,0940,190382,05,111111,01,1,
3,19,039,0001,1525,190383,01,111111,04,1,
3,19,039,0001,1525,190383,02,111111,03,1,
3,19,039,0001,1525,190383,03,111111,04,1,
3,19,039,0001,1525,190383,04,121112,08,2,02
3,19,039,0001,1525,190383,05,111111,02,1,
3,19,039,0001,4163,190477,01,111111,04,1,
3,19,039,0001,4163,190477,02,111111,02,1,
3,19,039,0001,4163,190477,03,111111,07,1,
3,19,039,0001,4163,190477,04,131113,09,2,03
3,19,039,0001,4163,190477,05,111111,04,1,
3,19,026,0001,2313,190510,02,111111,04,1,
3,19,026,0001,2313,190510,04,111111,03,1,
3,19,039,0001,4464,190512,01,111111,03,1,
3,19,039,0001,4464,190512,02,111111,08,1,
3,19,039,0001,4464,190512,03,111111,05,1,
3,19,039,0001,4464,190512,04,111111,06,1,
3,19,039,0001,4464,190512,05,111111,01,1,
3,19,021,0001,0448,190519,01,111111,05,1,
3,19,021,0001,0448,190519,02,111111,04,1,
3,19,021,0001,0448,190519,03,111111,05,1,
3,19,021,0001,0448,190519,04,111111,03,1,
3,19,021,0001,0448,190519,05,111111,03,1,
3,19,039,0001,0372,190561,01,111111,01,1,
3,19,039,0001,0372,190561,02,111111,07,1,
3,19,039,0001,0372,190561,03,111111,03,1,
3,19,039,0001,0372,190561,04,111111,04,1,
3,19,039,0001,0372,190561,05,111111,01,1,
3,19,046,0001,0593,190571,01,111111,03,1,
3,19,046,0001,0593,190571,02,111111,04,1,
3,19,046,0001,0593,190571,03,111111,03,1,
3,19,046,0001,0593,190571,04,111111,04,1,
3,19,046,0001,0593,190571,05,111111,05,1,
3,19,026,0001,2313,190510,05,111111,06,1,
3,29,025,0001,0243,290003,01,111111,06,1,
3,29,025,0001,0243,290003,02,111111,04,1,
3,29,025,0001,0243,290003,03,111111,03,1,
3,29,025,0001,0243,290003,04,111111,05,1,
3,29,025,0001,0243,290003,05,111111,05,1,
3,29,038,0002,0097,290013,01,111111,04,1,
3,29,038,0002,0097,290013,02,111111,05,1,
3,29,038,0002,0097,290013,03,111111,05,1,
3,29,038,0002,0097,290013,04,111111,09,1,
3,29,038,0002,0097,290013,05,111111,10,1,
3,29,042,0001,0013,290037,01,111111,02,1,
3,29,042,0001,0013,290037,03,111111,03,1,
3,29,042,0001,0013,290037,04,111111,03,1,
3,29,042,0001,0013,290037,05,111111,04,1,
3,29,039,0001,0060,290043,01,111111,01,1,
3,29,039,0001,0060,290043,02,111111,02,1,
3,29,039,0001,0060,290043,03,111111,02,1,
3,29,048,0001,006A,290044,01,111111,10,1,
3,29,048,0001,006A,290044,02,111111,02,1,
3,29,048,0001,006A,290044,03,111111,04,1,
3,29,048,0001,006A,290044,04,111111,08,1,
3,29,048,0001,006A,290044,05,111111,14,1,
3,29,028,0001,0141,290048,01,111111,14,1,
3,29,028,0001,0141,290048,02,111111,07,1,
3,29,028,0001,0141,290048,03,111111,05,1,
3,29,028,0001,0141,290048,04,111111,04,1,
3,29,028,0001,0141,290048,05,111111,04,1,
3,29,033,0001,0527,290049,01,111111,03,1,
3,29,033,0001,0527,290049,02,111111,03,1,
3,29,033,0001,0527,290049,03,111111,05,1,
3,29,033,0001,0527,290049,04,111111,99,9,
3,29,033,0001,0527,290049,05,111111,04,1,
3,29,005,0001,0645,290109,01,111111,03,1,
3,29,005,0001,0645,290109,02,111111,03,1,
3,29,005,0001,0645,290109,03,111111,04,1,
3,29,005,0001,0645,290109,04,111111,02,1,
3,29,005,0001,0645,290109,05,111111,08,1,
3,29,018,0001,0018,290130,01,111111,04,1,
3,29,018,0001,0018,290130,02,111111,06,1,
3,29,018,0001,0018,290130,03,111111,02,1,
3,29,018,0001,0018,290130,04,111111,04,1,
3,29,018,0001,0018,290130,05,111111,07,1,
3,29,043,0008,010A,290135,02,111111,04,1,
3,29,043,0008,010A,290135,03,111111,07,1,
3,29,043,0008,010A,290135,04,111111,05,1,
3,29,043,0008,010A,290135,05,111111,05,1,
3,29,044,0001,0198,290141,02,111111,08,1,
3,29,044,0001,0198,290141,03,111111,01,1,
3,29,044,0001,0198,290141,04,111111,04,1,
3,29,044,0001,0198,290141,05,111111,08,1,
3,29,018,0001,008A,290169,01,111111,06,1,
3,29,018,0001,008A,290169,02,111111,02,1,
3,29,018,0001,008A,290169,03,111111,03,1,
3,29,018,0001,008A,290169,04,111111,02,1,
3,29,018,0001,008A,290169,05,111111,08,1,
3,29,010,0012,0378,290200,01,111111,02,1,
3,29,010,0012,0378,290200,02,111111,05,1,
3,29,010,0012,0378,290200,03,111111,09,1,
3,29,010,0012,0378,290200,04,111111,01,1,
3,29,010,0012,0378,290200,05,111111,04,1,
3,29,032,0001,0021,290204,01,111111,05,1,
3,29,032,0001,0021,290204,02,111111,03,1,
3,29,032,0001,0021,290204,03,111111,08,1,
3,29,032,0001,0021,290204,04,111111,06,1,
3,29,032,0001,0021,290204,05,111111,06,1,
3,29,033,0001,0527,290270,01,111111,03,1,
3,29,033,0001,0527,290270,02,111111,02,1,
3,29,033,0001,0527,290270,03,111111,04,1,
3,29,033,0001,0527,290270,04,111111,05,1,
3,29,033,0001,0527,290270,05,111111,05,1,
3,29,005,0001,0630,290324,01,111111,05,1,
3,29,005,0009,0594,290324,02,111111,04,1,
3,29,005,0009,0594,290324,03,111111,03,1,
3,29,005,0009,0594,290324,04,111111,04,1,
3,29,005,0009,0594,290324,05,111111,08,1,
3,29,024,0001,0157,290332,01,111111,11,1,
3,29,024,0001,0157,290332,02,111111,05,1,
3,29,024,0001,0157,290332,03,111111,03,1,
3,29,024,0001,0157,290332,04,111111,07,1,
3,29,024,0001,0157,290332,05,111111,02,1,
3,29,005,0001,0344,290388,01,111111,04,1,
3,29,005,0001,0344,290388,02,111111,06,1,
3,29,005,0001,0344,290388,03,111111,02,1,
3,29,005,0001,0344,290388,04,111111,06,1,
3,29,005,0001,0344,290388,05,111111,03,1,
3,29,041,0001,0088,290392,02,111111,03,1,
3,29,041,0001,0088,290392,03,111111,04,1,
3,29,041,0001,0088,290392,04,111111,04,1,
3,29,041,0001,0088,290392,05,111111,05,1,
3,29,033,0001,0118,290397,01,111111,05,1,
3,29,033,0001,0118,290397,02,111111,06,1,
3,29,033,0001,0118,290397,03,111111,03,1,
3,29,033,0001,0118,290397,04,111111,04,1,
3,29,033,0001,0118,290397,05,111111,07,1,
3,09,012,0001,0799,090508,01,111111,05,1,
3,09,012,0001,0799,090508,02,111111,05,1,
3,09,012,0001,0799,090508,03,111111,03,1,
3,09,012,0001,0799,090508,04,111111,04,1,
3,09,012,0001,0799,090508,05,111111,09,1,
3,09,003,0001,1020,090595,01,111111,02,1,
3,09,003,0001,1020,090595,02,111111,03,1,
3,09,003,0001,1020,090595,03,111111,04,1,
3,09,003,0001,1020,090595,04,111111,06,1,
3,09,003,0001,1020,090595,05,111111,03,1,
3,09,007,0001,2117,090598,01,111111,02,1,
3,09,007,0001,2117,090598,02,111111,05,1,
3,09,007,0001,2117,090598,03,111111,06,1,
3,09,007,0001,2117,090598,04,111111,04,1,
3,09,007,0001,2117,090598,05,111111,05,1,
3,09,007,0001,1316,090614,01,111111,08,1,
3,09,007,0001,1316,090614,02,111111,05,1,
3,09,007,0001,1316,090614,03,111111,02,1,
3,09,007,0001,1316,090614,04,111111,03,1,
3,09,007,0001,1316,090614,05,111111,05,1,
3,09,005,0001,2485,090816,01,111111,02,1,
3,09,005,0001,2485,090816,03,111111,06,1,
3,09,005,0001,2485,090816,02,111212,12,1,
3,09,005,0001,2485,090816,04,111111,06,1,
3,09,005,0001,2485,090816,05,111111,02,1,
3,09,010,0001,1148,090836,01,111111,02,1,
3,09,010,0001,1148,090836,02,111111,04,1,
3,09,010,0001,1148,090836,03,111111,02,1,
3,09,010,0001,1148,090836,04,111111,04,1,
3,09,010,0001,1148,090836,05,111111,02,1,
3,09,016,0001,0571,090900,01,111111,04,1,
3,09,016,0001,0571,090900,02,111111,01,1,
3,09,016,0001,0571,090900,03,111111,05,1,
3,09,016,0001,0571,090900,04,111111,03,1,
3,09,016,0001,0571,090900,05,111111,02,1,
3,09,007,0001,4166,090990,01,111111,04,1,
3,09,007,0001,4166,090990,02,111111,05,1,
3,09,007,0001,4166,090990,04,111111,01,1,
3,09,007,0001,4166,090990,05,111111,03,1,
3,09,017,0001,144A,091136,01,111111,04,1,
3,09,017,0001,144A,091136,02,111111,01,1,
3,09,017,0001,144A,091136,03,111111,01,1,
3,09,017,0001,144A,091136,04,111111,03,1,
3,09,017,0001,144A,091136,05,111111,02,1,
3,09,015,0001,1036,091150,01,111111,01,1,
3,09,015,0001,1036,091150,02,111111,04,1,
3,09,015,0001,1036,091150,03,111111,04,1,
3,09,015,0001,1036,091150,04,111111,01,1,
3,09,015,0001,1036,091150,05,111111,02,1,
3,09,017,0001,0808,091151,01,111111,03,1,
3,09,017,0001,0808,091151,02,111111,01,1,
3,09,017,0001,0808,091151,04,111111,01,1,
3,09,017,0001,0808,091151,05,111111,04,1,
3,09,012,0027,1782,091157,01,111111,05,1,
3,09,012,0027,1782,091157,02,111111,04,1,
3,09,012,0027,1782,091157,04,111111,04,1,
3,09,012,0027,1782,091157,05,111111,02,1,
3,09,008,0001,057A,091461,02,111111,03,1,
3,09,008,0001,057A,091461,04,131113,11,2,03
3,09,008,0001,057A,091461,05,111111,05,1,
3,15,057,0001,1686,150591,01,111111,03,1,
3,15,057,0001,1686,150591,02,111111,07,1,
3,15,057,0001,1686,150591,03,111111,03,1,
3,15,057,0001,1686,150591,04,111111,04,1,
3,15,057,0001,1686,150591,05,111111,05,1,
3,15,070,0001,0389,150827,01,111111,07,1,
3,15,070,0001,0389,150827,02,111111,02,1,
3,15,070,0001,0389,150827,03,111111,02,1,
3,15,070,0001,0389,150827,04,111111,04,1,
3,15,031,0001,0554,150856,01,111111,03,1,
3,15,031,0001,0554,150856,02,111111,09,1,
3,15,031,0001,0554,150856,03,111111,04,1,
3,15,031,0001,0554,150856,04,111111,05,1,
3,15,031,0001,0554,150856,05,111111,03,1,
3,15,109,0003,039A,150906,01,111111,06,1,
3,15,109,0003,039A,150906,02,111111,05,1,
3,15,109,0003,039A,150906,03,111111,06,1,
3,15,109,0003,039A,150906,04,121112,07,2,02
3,15,109,0003,039A,150906,05,111111,05,1,
3,15,121,0001,1231,151156,01,111111,05,1,
3,15,121,0001,1231,151156,02,111111,01,1,
3,15,121,0001,1231,151156,03,111111,05,1,
3,15,121,0001,1231,151156,04,111111,03,1,
3,15,121,0001,1231,151156,05,111111,04,1,
3,15,109,0025,1186,151221,01,111111,02,1,
3,15,109,0025,1186,151221,03,111111,04,1,
3,15,109,0025,1186,151221,04,111111,04,1,
3,15,109,0025,1186,151221,05,111111,02,1,
3,15,057,0001,0870,151376,02,111111,04,1,
3,15,057,0001,0870,151376,03,111111,04,1,
3,15,057,0001,0870,151376,04,111111,06,1,
3,15,057,0001,0870,151376,05,111111,04,1,
3,17,011,0001,0847,170005,02,111111,03,1,
3,17,011,0001,0847,170005,01,111111,05,1,
3,17,011,0001,0847,170005,03,111111,06,1,
3,17,011,0001,0847,170005,04,111111,05,1,
3,17,011,0001,0847,170005,05,111111,05,1,
3,17,028,0030,0401,170013,01,111111,04,1,
3,17,028,0030,0401,170013,02,111111,04,1,
3,17,028,0030,0401,170013,03,111111,05,1,
3,17,028,0030,0401,170013,04,111111,06,1,
3,17,028,0030,0401,170013,05,111111,05,1,
3,17,011,0001,107A,170018,02,111111,04,1,
3,17,011,0001,107A,170018,03,111111,02,1,
3,17,011,0001,107A,170018,04,111111,04,1,
3,17,011,0001,107A,170018,05,111111,04,1,
3,17,007,0001,0219,170042,01,111111,02,1,
3,17,007,0001,0219,170042,02,111111,06,1,
3,17,007,0001,0219,170042,04,111111,01,1,
3,17,007,0001,0172,170077,01,111111,02,1,
3,17,007,0001,0172,170077,02,111111,01,1,
3,17,007,0001,0172,170077,04,111111,04,1,
3,17,007,0001,0172,170077,05,111111,03,1,
3,17,018,0001,0496,170082,01,111111,05,1,
3,17,018,0001,0496,170082,03,111111,01,1,
3,17,018,0001,0496,170082,05,111111,05,1,
3,17,007,0001,0153,170106,01,111111,02,1,
3,17,007,0001,0153,170106,04,111111,02,1,
3,17,007,0001,1221,170130,01,111111,03,1,
3,17,007,0001,1221,170130,02,111111,02,1,
3,17,007,0001,1221,170130,04,111111,03,1,
3,17,007,0001,1221,170130,05,111111,02,1,
3,17,018,0001,0797,170140,01,111111,03,1,
3,17,018,0001,0797,170140,02,111111,03,1,
3,17,018,0001,0797,170140,03,111111,04,1,
3,17,018,0001,0797,170140,04,111111,04,1,
3,17,018,0001,0797,170140,05,111111,02,1,
3,17,011,0009,0936,170141,01,111111,06,1,
3,17,011,0009,0936,170141,02,111111,03,1,
3,17,011,0009,0936,170141,03,111111,02,1,
3,17,011,0009,0936,170141,04,111111,02,1,
3,17,007,0001,0401,170168,03,111111,01,1,
3,17,007,0001,0401,170168,04,111111,03,1,
3,17,007,0001,0401,170168,05,111111,02,1,
3,17,011,0001,0550,170171,01,111111,12,1,
3,17,011,0001,0550,170171,02,111111,05,1,
3,17,011,0001,0550,170171,03,111111,04,1,
3,17,011,0001,0550,170171,04,111111,06,1,
3,17,011,0001,0550,170171,05,111111,06,1,
3,17,007,0001,069A,170258,01,111111,03,1,
3,17,007,0001,069A,170258,02,111111,02,1,
3,17,007,0001,069A,170258,03,111111,03,1,
3,17,007,0001,069A,170258,04,111111,04,1,
3,17,007,0001,069A,170258,05,111111,02,1,
3,17,007,0001,1293,170263,01,111111,06,1,
3,17,007,0001,1293,170263,02,111111,04,1,
3,17,007,0001,1293,170263,03,111111,05,1,
3,17,007,0001,1293,170263,04,111111,01,1,
3,17,007,0001,1293,170263,05,111111,02,1,
3,17,007,0001,0401,170264,01,111111,03,1,
3,17,007,0001,0401,170264,02,111111,03,1,
3,17,007,0001,0401,170264,03,111111,02,1,
3,17,007,0001,0401,170264,04,111111,05,1,
3,17,007,0001,0401,170264,05,111111,05,1,
3,17,007,0001,0153,170321,01,111111,05,1,
3,17,007,0001,0153,170321,02,111111,05,1,
3,17,007,0001,0153,170321,03,111111,06,1,
3,17,007,0001,0153,170321,04,111111,01,1,
3,17,007,0001,044A,170323,02,111111,05,1,
3,17,007,0001,044A,170323,03,111111,03,1,
3,17,007,0001,044A,170323,04,111111,03,1,
3,17,007,0001,044A,170323,05,111111,04,1,
3,17,007,0001,0685,170329,01,111111,03,1,
3,17,007,0001,0685,170329,02,111111,03,1,
3,17,007,0001,0685,170329,03,111111,06,1,
3,17,007,0001,0685,170329,04,111111,05,1,
3,17,007,0001,0685,170329,05,111111,04,1,
3,17,007,0001,0543,170360,01,111111,02,1,
3,17,007,0001,0543,170360,02,111111,04,1,
3,17,007,0001,0543,170360,03,111111,02,1,
3,17,007,0001,0543,170360,04,111111,04,1,
3,17,007,0001,0543,170360,05,111111,05,1,
3,17,008,0001,0184,170388,01,111111,04,1,
3,17,008,0001,0184,170388,02,111111,04,1,
3,17,008,0001,0184,170388,03,111111,05,1,
3,17,008,0001,0184,170388,04,111111,03,1,
3,17,008,0001,0184,170388,05,111111,04,1,
3,21,114,0001,481A,210006,01,111111,04,1,
3,21,114,0001,481A,210006,02,111111,03,1,
3,21,114,0001,481A,210006,03,111111,05,1,
3,21,114,0001,481A,210006,04,111111,05,1,
3,21,114,0001,4773,210054,01,111111,05,1,
3,21,114,0001,4773,210054,02,111111,02,1,
3,21,114,0001,4773,210054,03,111111,04,1,
3,21,114,0001,4773,210054,04,111111,03,1,
3,21,114,0001,0732,210066,01,111111,04,1,
3,21,114,0001,0732,210066,02,111111,04,1,
3,21,114,0001,0732,210066,03,111111,03,1,
3,21,114,0001,0732,210066,04,111111,03,1,
3,21,114,0001,0732,210066,05,111111,04,1,
3,21,114,0001,4415,210094,01,111111,04,1,
3,21,114,0001,4415,210094,02,111111,03,1,
3,21,114,0001,4415,210094,03,111111,03,1,
3,21,114,0001,4415,210094,04,111111,05,1,
3,21,114,0001,4415,210094,05,111111,06,1,
3,21,114,0001,531A,210004,01,111111,04,1,
3,21,114,0001,531A,210004,03,111111,03,1,
3,21,114,0001,531A,210004,04,111111,05,1,
3,21,114,0001,0376,210108,01,111111,02,1,
3,21,114,0001,0376,210108,02,111111,01,1,
3,21,114,0001,0376,210108,03,111111,03,1,
3,21,114,0001,0376,210108,04,111111,01,1,
3,21,114,0001,0376,210108,05,111111,03,1,
3,21,114,0001,4082,210147,01,111111,05,1,
3,21,114,0001,4082,210147,02,111111,06,1,
3,21,114,0001,4082,210147,03,111111,04,1,
3,21,114,0001,4082,210147,04,111111,01,1,
3,21,114,0001,4082,210147,05,111111,04,1,
3,21,114,0001,3667,210165,03,111111,06,1,
3,21,114,0001,3667,210165,04,111111,04,1,
3,21,114,0001,3667,210165,05,111111,05,1,
3,21,114,0001,2870,210187,01,111111,03,1,
3,21,114,0001,2870,210187,03,111111,04,1,
3,21,114,0001,2870,210187,04,111111,03,1,
3,21,114,0001,2870,210187,05,111111,02,1,
3,21,114,0001,2086,210189,01,111111,05,1,
3,21,114,0001,2086,210189,03,111111,06,1,
3,21,114,0001,2086,210189,04,111111,01,1,
3,21,114,0001,2086,210189,05,111111,03,1,
3,21,140,0001,0395,210202,01,111111,09,1,
3,21,140,0001,0395,210202,02,111111,08,1,
3,21,140,0001,0395,210202,03,111111,05,1,
3,21,140,0001,0395,210202,04,111111,05,1,
3,21,140,0001,0395,210202,05,111111,03,1,
3,21,114,0001,4792,210206,01,111111,04,1,
3,21,114,0001,4792,210206,02,111111,09,1,
3,21,114,0001,4792,210206,03,111111,02,1,
3,21,114,0001,4792,210206,04,111111,03,1,
3,21,125,0001,0011,210211,01,111111,04,1,
3,21,125,0001,0011,210211,02,111111,08,1,
3,21,125,0001,0011,210211,03,111111,08,1,
3,21,125,0001,0011,210211,04,111111,06,1,
3,21,125,0001,0011,210211,05,111111,02,1,
3,21,114,0001,4133,210327,01,111111,07,1,
3,21,114,0001,4133,210327,02,111111,06,1,
3,21,114,0001,4133,210327,03,111111,04,1,
3,21,114,0001,4133,210327,04,111111,07,1,
3,21,114,0001,4133,210327,05,111111,04,1,
3,21,114,0001,0446,210337,01,111111,06,1,
3,21,114,0001,0446,210337,02,111111,05,1,
3,21,114,0001,0446,210337,03,111111,02,1,
3,21,114,0001,0446,210337,04,111111,04,1,
3,21,114,0001,0446,210337,05,111111,03,1,
3,21,114,0001,5381,210381,01,111111,07,1,
3,21,114,0001,5381,210381,02,111111,04,1,
3,21,114,0001,5381,210381,03,111111,05,1,
3,21,114,0001,5381,210381,05,111111,05,1,
3,21,041,0001,0062,210425,01,111111,05,1,
3,21,041,0001,0062,210425,02,111111,05,1,
3,21,041,0001,0062,210425,03,111111,05,1,
3,21,041,0001,0062,210425,04,111111,04,1,
3,21,041,0001,0062,210425,05,111111,04,1,
3,21,114,0001,5273,210468,01,111111,03,1,
3,21,114,0001,5273,210468,02,111111,04,1,
3,21,114,0001,5273,210468,03,111111,04,1,
3,21,114,0001,5273,210468,04,111111,04,1,
3,21,114,0001,5273,210468,05,111111,07,1,
3,21,114,0001,3830,210516,01,111111,05,1,
3,21,114,0001,3830,210516,03,111111,02,1,
3,21,114,0001,3830,210516,04,111111,05,1,
3,21,114,0001,3830,210516,05,111111,05,1,
3,21,114,0001,5273,210561,03,111111,04,1,
3,21,114,0001,5273,210561,04,111111,04,1,
3,21,114,0001,5273,210561,05,111111,02,1,
3,14,039,0001,0577,140004,02,111111,01,1,
3,14,039,0001,0577,140004,03,111111,01,1,
3,14,039,0001,0577,140004,04,111111,02,1,
3,14,039,0001,0577,140004,05,111111,02,1,
3,14,039,0001,2802,140057,01,111111,03,1,
3,14,039,0001,2802,140057,02,111111,02,1,
3,14,039,0001,2802,140057,03,111111,04,1,
3,14,039,0001,2802,140057,04,111111,07,1,
3,14,039,0001,2802,140057,05,111111,07,1,
3,14,039,0001,0543,140096,01,111111,01,1,
3,14,039,0001,0543,140096,02,111111,04,1,
3,14,039,0001,0543,140096,03,111111,04,1,
3,14,039,0001,0543,140096,04,111111,02,1,
3,14,039,0001,0543,140096,05,111111,04,1,
3,14,120,0001,3819,140099,01,111111,03,1,
3,14,120,0001,3819,140099,02,111111,03,1,
3,14,120,0001,3819,140099,03,111111,05,1,
3,14,120,0001,3819,140099,04,111111,05,1,
3,14,120,0001,3819,140099,05,111111,05,1,
3,14,039,0001,119A,140112,01,111111,04,1,
3,14,039,0001,119A,140112,02,111111,03,1,
3,14,039,0001,119A,140112,03,111111,05,1,
3,14,039,0001,119A,140112,04,121112,06,2,02
3,14,039,0001,119A,140112,05,111111,04,1,
3,14,120,0001,0937,140118,01,111111,10,1,
3,14,120,0001,0937,140118,02,111111,09,1,
3,14,120,0001,0937,140118,03,111111,05,1,
3,14,120,0001,0937,140118,05,111111,02,1,
3,14,039,0001,0844,140142,01,111111,04,1,
3,14,039,0001,0844,140142,02,111111,05,1,
3,14,039,0001,0844,140142,03,111111,06,1,
3,14,039,0001,0844,140142,04,111111,04,1,
3,14,039,0001,1518,140159,01,111111,05,1,
3,14,039,0001,1518,140159,02,111111,05,1,
3,14,039,0001,1518,140159,03,111111,06,1,
3,14,039,0001,1518,140159,04,111111,01,1,
3,14,039,0001,1518,140159,05,111111,02,1,
3,14,039,0001,2624,140185,01,111111,02,1,
3,14,039,0001,2624,140185,02,111111,04,1,
3,14,039,0001,2624,140185,03,111111,06,1,
3,14,039,0001,2624,140185,04,111111,01,1,
3,14,039,0001,2624,140185,05,111111,03,1,
3,14,039,0001,4936,140186,01,111111,02,1,
3,14,039,0001,4936,140186,02,111111,02,1,
3,14,039,0001,4936,140186,04,111111,08,1,
3,14,039,0001,4936,140186,05,111111,04,1,
3,14,120,0001,1278,140191,01,111111,04,1,
3,14,120,0001,1278,140191,02,111111,02,1,
3,14,120,0001,1278,140191,03,111111,03,1,
3,14,120,0001,1278,140191,04,111111,04,1,
3,14,120,0001,1278,140191,05,111111,02,1,
3,14,098,0001,0968,140199,01,111111,07,1,
3,14,098,0001,0968,140199,02,111111,08,1,
3,14,098,0001,0968,140199,03,111111,04,1,
3,14,098,0001,0968,140199,05,111111,03,1,
3,14,120,0001,2261,140238,02,111111,04,1,
3,14,120,0001,2261,140238,03,111111,02,1,
3,14,120,0001,2261,140238,04,111111,06,1,
3,14,120,0001,2261,140238,05,111111,04,1,
3,14,039,0001,4635,140241,01,111111,06,1,
3,14,039,0001,4635,140241,02,111111,01,1,
3,14,039,0001,4635,140241,04,111111,05,1,
3,14,039,0001,4635,140241,05,111111,05,1,
3,14,120,0001,2543,140284,01,111111,02,1,
3,14,120,0001,2543,140284,02,111111,08,1,
3,14,120,0001,2543,140284,03,111111,06,1,
3,14,120,0001,2543,140284,04,111111,08,1,
3,14,120,0001,2543,140284,05,111111,03,1,
3,14,101,0001,0791,140328,01,111111,05,1,
3,14,101,0001,0791,140328,03,111111,02,1,
3,14,101,0001,0791,140328,04,111111,03,1,
3,14,101,0001,0791,140328,05,111111,04,1,
3,14,101,0001,065A,140374,01,111111,04,1,
3,14,101,0001,065A,140374,02,111111,02,1,
3,14,101,0001,065A,140374,03,111111,04,1,
3,14,101,0001,065A,140374,04,111111,04,1,
3,14,101,0001,065A,140374,05,111111,04,1,
3,14,097,0180,0301,140425,02,111111,05,1,
3,14,098,0001,0347,140476,01,111111,01,1,
3,14,098,0001,0347,140476,03,111111,05,1,
3,14,098,0001,0347,140476,04,111111,04,1,
3,14,098,0001,0347,140476,05,111111,04,1,
3,14,120,0001,1795,140563,01,111111,04,1,
3,14,120,0001,1795,140563,02,111111,05,1,
3,14,120,0001,1795,140563,03,121112,06,2,02
3,14,120,0001,1795,140563,04,111111,06,1,
3,14,120,0001,1795,140563,05,111111,02,1,
3,25,006,0001,3973,250003,02,111111,03,1,
3,25,006,0001,3973,250003,03,111111,04,1,
3,25,006,0001,3973,250003,04,111111,06,1,
3,25,006,0001,3973,250003,05,111111,05,1,
3,25,006,0001,4327,250033,01,111111,03,1,
3,25,006,0001,4327,250033,02,111111,06,1,
3,25,006,0001,4327,250033,04,111111,07,1,
3,25,006,0001,4327,250033,05,111111,05,1,
3,25,006,0001,0038,250039,01,111111,04,1,
3,25,006,0001,0038,250039,02,111111,02,1,
3,25,006,0001,0038,250039,03,111111,02,1,
3,25,006,0001,0038,250039,04,111111,02,1,
3,25,006,0001,0038,250039,05,111111,02,1,
3,25,006,0001,031A,250044,01,111111,04,1,
3,25,006,0001,031A,250044,02,111111,01,1,
3,25,006,0001,031A,250044,03,111111,01,1,
3,25,006,0001,031A,250044,04,111111,04,1,
3,25,006,0001,031A,250044,05,111111,04,1,
3,25,006,0001,348A,250045,01,111111,02,1,
3,25,006,0001,348A,250045,02,111111,07,1,
3,25,006,0001,348A,250045,03,111111,04,1,
3,25,006,0001,348A,250045,04,111111,01,1,
3,25,006,0001,348A,250045,05,111111,04,1,
3,25,006,0001,3795,250046,01,111111,03,1,
3,25,006,0001,3795,250046,02,111111,05,1,
3,25,006,0001,3795,250046,03,111111,05,1,
3,25,006,0001,3795,250046,04,111111,05,1,
3,25,006,0001,3795,250046,05,111111,02,1,
3,25,006,0001,0292,250070,01,111111,03,1,
3,25,006,0001,0292,250070,02,111111,01,1,
3,25,006,0001,0292,250070,03,111111,03,1,
3,25,006,0001,0292,250070,04,111111,04,1,
3,25,006,0001,0292,250070,05,111111,05,1,
3,25,006,0001,2049,250100,01,111111,05,1,
3,25,006,0001,2049,250100,02,111111,04,1,
3,25,006,0001,2049,250100,03,111111,05,1,
3,25,006,0001,2049,250100,04,111111,03,1,
3,25,006,0001,2049,250100,05,111111,02,1,
3,25,006,0001,3615,250143,01,111111,04,1,
3,25,006,0001,3615,250143,02,111111,04,1,
3,25,006,0001,3615,250143,03,111111,03,1,
3,25,006,0001,3615,250143,05,111111,05,1,
3,25,006,0001,3672,250170,01,111111,05,1,
3,25,006,0001,3672,250170,02,111111,04,1,
3,25,006,0001,3672,250170,03,111111,09,1,
3,25,006,0001,3672,250170,04,111111,02,1,
3,25,006,0001,3653,250201,01,111111,08,1,
