"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","FOLIO,C,3","CONSEC,C,3","PAREDES,C,2","TECHOS,C,2","PISOS,C,1","COCINA,C,1","COCINAD,C,1","CUARTOSD,C,2","TOTCUARTOS,C,2","SUPERFICIE,C,3","RANGOSUP,C,1","DISPOAG,C,1","SANITARIO,C,1","SERVSAN,C,1","DRENAJE,C,1","ELECTRICI,C,1","FOCOS,C,2","COMBUS,C,1","ESTEREO,C,1","RADIO,C,1","TV,C,1","VIDEO,C,1","REFRI,C,1","LAVADORA,C,1","HORNOMI,C,1","AUTO,C,1","LAPTOP,C,1","COMPU,C,1","IMPRESO,C,1","VIDEOJ,C,1","TELEFONO,C,1","CELU,C,1","TVPAGA,C,1","INTERNET,C,1"
2,06,010,0001,0080,060195,05,111111,006,055,08,08,2,1,2,03,04,000,9,1,1,1,1,1,06,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,06,010,0001,0324,060200,01,111111,006,056,08,08,3,1,2,04,06,000,7,1,1,1,1,1,10,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,06,010,0001,0324,060200,02,111111,006,057,08,08,3,1,2,02,03,000,9,1,1,1,1,1,09,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2
2,06,010,0001,0324,060200,03,111111,006,058,08,08,3,1,2,01,05,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
2,06,010,0001,0324,060200,04,111111,006,059,08,08,3,1,2,02,04,000,6,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2,06,010,0001,0324,060200,05,111111,006,060,08,08,3,1,2,04,05,000,9,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2
2,06,010,0001,0413,060258,01,111111,006,061,08,08,3,1,2,02,02,000,6,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1
2,06,010,0001,0413,060258,02,111111,006,062,08,08,3,1,2,02,05,000,4,1,1,1,1,1,09,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2
2,06,010,0001,0413,060258,04,111111,006,064,08,08,3,1,2,03,05,000,4,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,06,010,0001,0413,060258,05,111111,006,065,08,08,3,1,2,02,03,000,1,1,1,1,1,1,09,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2
2,06,002,0001,0337,060285,02,111111,006,067,08,08,3,1,2,03,06,000,8,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
2,06,002,0001,0337,060285,03,111111,006,068,08,08,3,1,2,03,05,000,8,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,06,002,0001,0337,060285,05,111111,006,070,08,08,3,1,2,02,05,000,9,1,1,1,1,1,15,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2
2,06,002,0001,0553,060318,01,111111,006,071,08,08,3,1,2,02,04,000,9,1,1,1,1,1,12,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2
2,06,002,0001,0553,060318,02,111111,006,072,08,08,2,1,2,03,05,085,,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,06,002,0001,0553,060318,03,111111,006,073,08,03,2,1,2,01,02,000,9,1,1,2,2,1,03,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,06,002,0001,0553,060318,04,111111,006,074,08,03,2,1,2,02,04,080,,1,1,2,1,1,06,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2
2,06,002,0001,0553,060318,05,111111,006,075,08,08,2,1,2,01,04,070,,1,1,1,1,1,05,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2
2,06,010,0001,0146,060322,01,111111,006,076,08,08,3,1,2,01,02,060,,1,1,1,1,1,05,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,06,010,0001,0146,060322,02,111111,006,077,08,08,3,1,1,01,03,000,5,1,1,1,1,1,05,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
2,06,010,0001,0146,060322,03,111111,006,078,08,08,3,1,2,02,03,035,,1,1,1,1,1,03,1,2,1,1,1,1,1,1,9,1,2,2,1,2,2,2,2
2,06,010,0001,0146,060322,04,111111,006,079,08,08,3,1,2,02,04,000,9,1,1,1,1,1,06,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
2,06,010,0001,0146,060322,05,111111,006,080,08,03,2,1,2,03,04,033,,1,1,1,1,1,07,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,06,002,0001,077A,060324,02,111111,006,082,08,08,3,1,2,02,04,110,,1,1,1,1,1,06,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,06,002,0001,077A,060324,03,111111,006,083,07,07,2,2,,01,02,032,,1,1,2,1,1,02,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,06,002,0001,077A,060324,04,111111,006,084,08,08,3,1,2,02,04,000,9,1,1,1,1,1,08,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2
2,06,002,0001,077A,060324,05,111111,006,085,08,08,3,1,2,02,06,140,,1,1,1,1,1,07,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2
2,06,002,0001,052A,060353,01,111111,006,086,08,08,2,1,2,01,03,000,6,1,1,1,1,1,07,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2
2,06,002,0001,052A,060353,02,111111,006,087,08,08,3,1,2,02,03,070,,1,1,1,1,1,07,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2
2,06,002,0001,052A,060353,03,111111,006,088,08,02,2,1,2,01,02,000,9,1,2,,5,1,02,1,1,9,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,06,002,0001,052A,060353,04,111111,006,089,08,08,3,1,2,01,03,000,9,1,1,1,1,1,07,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,06,002,0001,052A,060353,05,111111,006,090,08,08,2,1,2,01,03,000,9,1,1,1,1,1,05,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,06,002,0001,0356,060386,01,111111,006,091,08,08,3,1,2,02,04,000,9,1,1,1,1,1,08,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2
2,06,002,0001,0356,060386,02,111111,006,092,08,08,3,1,1,02,03,000,9,1,1,1,1,1,04,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2,06,002,0001,0356,060386,03,111111,006,093,08,08,3,1,2,01,05,160,,1,1,1,1,1,15,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2
2,06,002,0001,0356,060386,04,111111,006,094,08,08,3,1,2,03,04,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2
2,06,002,0001,0356,060386,05,111111,006,095,08,08,3,1,2,04,07,000,9,1,1,1,1,1,12,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2
2,06,010,0001,0288,060387,01,111111,006,096,08,08,2,1,2,02,03,000,2,1,1,1,1,1,12,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2
2,06,010,0001,0288,060387,02,111111,006,097,08,08,3,1,2,03,05,000,7,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2
2,06,010,0001,0288,060387,03,111111,006,098,08,08,2,1,2,01,03,000,4,1,1,2,1,1,04,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2
2,06,010,0001,0288,060387,04,111111,006,099,08,08,2,1,2,01,02,000,3,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,06,010,0001,0288,060387,05,111111,006,100,08,08,2,1,2,02,03,000,4,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,05,027,0001,1486,050040,01,111111,005,001,08,08,3,1,2,03,05,000,9,1,1,1,1,1,10,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2
2,05,027,0001,1486,050040,02,111111,005,002,08,08,3,1,2,03,05,000,5,1,1,1,1,1,07,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
2,05,027,0001,1486,050040,04,111111,005,004,08,08,3,1,2,03,05,000,6,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2
2,05,027,0001,1486,050040,05,111111,005,005,08,08,3,1,2,03,06,000,5,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,05,030,0001,440A,050042,01,111111,005,006,08,08,3,2,,02,02,000,3,1,1,2,1,1,04,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,05,030,0001,440A,050042,02,111111,005,007,08,08,3,1,2,01,03,000,9,1,1,2,1,1,03,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
2,05,030,0001,440A,050042,03,111111,005,008,08,08,2,2,,02,02,000,9,1,1,2,1,1,04,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,440A,050042,04,111111,005,009,08,08,2,1,2,01,02,000,9,1,1,2,1,1,04,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2
2,05,030,0001,3007,050066,01,111111,005,011,08,08,3,1,2,02,04,000,9,1,1,1,1,1,06,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2
2,05,030,0001,3007,050066,02,111111,005,012,08,08,3,1,2,03,05,112,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2
2,05,030,0001,3007,050066,03,111111,005,013,08,08,3,1,2,01,03,000,9,1,1,1,1,1,04,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1
2,05,030,0001,3007,050066,04,111111,005,014,08,08,2,1,2,04,06,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2
2,05,030,0001,3007,050066,05,111111,005,015,08,08,3,1,2,01,02,000,2,1,1,2,1,1,03,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2
2,05,030,0001,2047,050084,02,111111,005,017,08,08,3,1,2,03,08,160,,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1
2,05,030,0001,2047,050084,03,111111,005,018,08,08,3,1,2,03,12,450,,1,1,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,05,030,0001,2047,050084,04,111111,005,019,08,08,3,1,2,03,05,000,9,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2
2,05,030,0001,2494,050137,01,111111,005,021,08,08,3,1,2,04,06,150,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2
2,05,030,0001,2494,050137,02,111111,005,022,08,08,3,1,2,03,09,640,,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2
2,05,030,0001,2494,050137,03,111111,005,023,08,08,3,1,2,02,05,000,7,1,1,2,1,1,11,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1
2,05,030,0001,2494,050137,04,111111,005,024,08,08,3,1,2,03,04,240,,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2
2,05,030,0001,1710,050139,01,111111,005,026,08,08,3,1,2,03,05,000,4,1,1,1,1,1,08,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2
2,05,030,0001,1710,050139,02,111111,005,027,08,08,3,1,2,03,05,000,6,1,1,1,1,1,10,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2
2,05,030,0001,1710,050139,03,111111,005,028,08,08,3,1,2,03,05,057,,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2
2,05,030,0001,1710,050139,04,111111,005,029,08,08,2,1,2,03,06,000,6,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,05,030,0001,1710,050139,05,111111,005,030,08,08,3,1,2,03,08,105,,1,1,1,1,1,14,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2
2,05,030,0001,0144,050144,01,111111,005,031,08,08,3,1,2,02,04,000,2,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,05,030,0001,0144,050144,02,111111,005,032,07,08,3,1,2,04,13,280,,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
2,05,030,0001,0144,050144,03,111111,005,033,08,08,3,1,2,03,04,000,6,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2
2,05,030,0001,0144,050144,04,111111,005,034,08,08,2,1,1,02,04,000,5,1,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2
2,05,030,0001,0144,050144,05,111111,005,035,08,08,2,1,2,03,05,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2
2,05,030,0001,2437,050148,01,111111,005,036,08,08,3,1,2,02,05,000,5,2,1,2,1,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
2,05,030,0001,2437,050148,02,111111,005,037,08,08,3,1,2,02,05,080,,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2
2,05,030,0001,2437,050148,03,111111,005,038,08,08,3,1,2,04,07,000,9,1,1,1,1,1,07,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2
2,05,030,0001,2437,050148,04,111111,005,039,08,08,3,1,2,03,05,000,5,1,1,1,1,1,12,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2
2,05,030,0001,2437,050148,05,111111,005,040,08,08,2,1,2,02,03,000,7,1,1,1,1,1,06,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,4607,050168,01,111111,005,041,08,08,3,1,2,03,04,000,6,1,1,2,1,1,04,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
2,05,030,0001,4607,050168,02,111111,005,042,08,08,2,1,1,01,01,000,1,2,1,2,1,1,01,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,4607,050168,03,111111,005,043,08,08,3,1,2,03,04,129,,1,1,2,1,1,03,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,4607,050168,04,111111,005,044,08,08,2,1,2,04,05,000,6,1,1,2,1,1,05,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
2,05,030,0001,4607,050168,05,111111,005,045,08,08,3,1,2,02,04,132,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2
2,05,030,0001,2776,050172,01,111111,005,046,08,08,2,1,2,02,03,000,2,1,1,1,1,1,06,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,05,030,0001,2776,050172,02,111111,005,047,08,08,1,1,2,01,02,000,2,1,1,2,1,1,02,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,2776,050172,03,111111,005,048,08,08,3,1,2,02,09,160,,1,1,1,1,1,09,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,05,030,0001,2776,050172,04,111111,005,049,08,08,3,1,2,03,05,063,,1,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2
2,05,030,0001,2776,050172,05,111111,005,050,08,08,2,1,1,03,03,032,,1,1,1,1,1,06,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
2,05,030,0001,2051,050228,01,111111,005,051,08,08,2,1,2,03,05,000,6,1,1,1,1,1,08,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
2,05,030,0001,2051,050228,02,111111,005,052,08,08,3,1,2,01,03,000,3,1,1,1,1,1,06,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,05,030,0001,2051,050228,03,111111,005,053,08,08,3,1,2,03,08,210,,1,1,1,1,1,15,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,05,030,0001,2051,050228,04,111111,005,054,08,08,2,1,2,02,03,000,2,1,1,1,1,1,03,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,2051,050228,05,111111,005,055,08,08,3,1,2,02,05,000,2,1,1,1,1,1,09,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,05,030,0001,159A,050229,01,111111,005,056,08,08,3,1,2,06,09,000,6,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,05,030,0001,159A,050229,02,111111,005,057,08,08,2,1,2,01,02,000,9,1,1,2,1,1,05,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,05,030,0001,159A,050229,03,111111,005,058,08,08,3,1,2,01,02,000,6,1,1,2,1,1,03,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
2,05,030,0001,159A,050229,04,111111,005,059,08,08,2,1,2,01,03,000,4,1,1,2,1,1,05,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2
2,05,030,0001,159A,050229,05,111111,005,060,08,08,3,1,2,01,02,160,,1,1,2,1,1,05,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,05,030,0001,013A,050266,01,111111,005,061,07,05,3,1,2,03,05,160,,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2
2,05,030,0001,013A,050266,02,111111,005,062,08,08,3,1,1,03,05,096,,1,1,1,1,1,10,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2
2,05,030,0001,013A,050266,05,111111,005,065,08,08,3,1,2,02,03,000,5,1,1,1,1,1,06,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2
2,05,030,0001,0252,050365,02,111111,005,067,08,08,3,1,2,03,06,000,8,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
2,05,030,0001,0252,050365,03,111111,005,068,08,08,3,1,2,04,07,000,6,1,1,1,1,1,12,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1
2,05,030,0001,0252,050365,05,111111,005,070,08,08,3,1,2,05,08,250,,1,1,1,1,1,20,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2
2,05,030,0001,4433,050399,01,111111,005,071,08,08,2,1,2,01,03,060,,1,1,2,2,1,06,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
2,05,030,0001,4433,050399,02,111111,005,072,08,08,2,1,2,03,04,180,,1,1,1,2,1,12,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2
2,05,030,0001,4433,050399,04,111111,005,074,08,08,2,2,,01,01,000,5,1,1,2,2,1,01,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,05,030,0001,4433,050399,05,111111,005,075,08,08,2,1,2,01,03,000,2,1,1,2,2,1,03,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2
2,12,001,0001,4342,120009,01,111111,012,001,08,08,2,1,2,04,05,000,9,1,1,2,2,1,03,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,12,001,0001,4342,120009,02,111111,012,002,08,08,2,1,2,01,02,000,9,1,1,2,5,1,05,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2
2,12,001,0001,4342,120009,04,111111,012,004,08,08,2,1,2,04,05,000,9,1,1,1,2,1,06,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,4342,120009,05,111111,012,005,06,03,1,1,1,01,01,000,2,7,1,2,2,1,02,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,12,001,0001,2810,120017,01,111111,012,006,08,08,3,1,2,01,05,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,12,001,0001,2810,120017,02,111111,012,007,08,08,2,1,2,03,04,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2
2,12,001,0001,2810,120017,03,111111,012,008,08,08,3,1,2,03,04,000,7,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2
2,12,001,0001,2810,120017,04,111111,012,009,08,08,2,1,2,02,02,000,9,1,1,1,1,1,03,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2
2,12,001,0001,2810,120017,05,111111,012,010,08,08,2,1,2,04,05,000,8,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2,12,001,0001,3378,120044,01,111111,012,011,08,08,3,1,2,03,04,000,6,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,12,001,0001,3378,120044,02,111111,012,012,08,08,3,1,2,03,04,000,7,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2
2,12,001,0001,3378,120044,03,111111,012,013,08,08,3,1,2,03,04,110,,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1
2,12,001,0001,3378,120044,04,111111,012,014,08,08,3,1,2,03,04,000,5,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,12,001,0001,3378,120044,05,111111,012,015,08,08,3,1,2,03,04,000,7,1,1,1,1,1,06,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2
2,12,001,0001,2736,120071,02,111111,012,017,08,08,3,1,2,03,04,000,6,1,1,1,1,1,07,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2
2,12,001,0001,1386,120073,01,111111,012,021,08,08,2,1,2,02,03,080,,6,1,2,2,1,05,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,1386,120073,02,111111,012,022,08,08,2,1,2,01,01,000,9,6,1,2,2,1,03,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,12,001,0001,1386,120073,03,111111,012,023,04,02,2,1,2,01,02,030,,6,2,,5,1,03,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2
2,12,001,0001,1386,120073,04,111111,012,024,08,08,2,1,2,04,05,000,9,6,1,2,2,1,16,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2
2,12,001,0001,1386,120073,05,111111,012,025,06,02,1,1,1,01,01,000,1,6,1,3,5,1,03,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2,12,001,0001,493A,120074,01,111111,012,026,08,02,3,1,2,02,04,000,9,6,1,2,2,1,09,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2
2,12,001,0001,493A,120074,02,111111,012,027,08,08,2,1,2,02,04,000,1,6,1,2,2,1,03,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,12,001,0001,493A,120074,03,111111,012,028,08,08,2,1,2,03,04,000,9,6,1,2,2,1,01,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,12,001,0001,493A,120074,04,111111,012,029,08,02,2,1,2,03,05,000,9,6,1,2,1,1,04,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2
2,12,001,0001,493A,120074,05,111111,012,030,08,03,2,1,2,01,04,999,,6,1,2,2,1,03,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,0477,120075,01,111111,012,031,08,08,2,1,2,01,03,000,2,1,1,1,1,1,03,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2
2,12,001,0001,0477,120075,03,111111,012,033,08,08,3,1,2,03,05,000,8,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2,12,001,0001,0477,120075,04,111111,012,034,08,08,3,1,2,04,05,000,8,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,001,0001,0477,120075,05,111111,012,035,08,08,3,1,2,04,06,000,8,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,001,0001,4450,120082,01,111111,012,036,08,08,2,1,2,04,06,000,7,1,1,1,1,1,12,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2
2,12,001,0001,4450,120082,02,111111,012,037,08,08,3,1,2,03,04,000,2,1,1,1,1,1,09,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1
2,12,001,0001,4450,120082,03,111111,012,038,08,08,3,1,2,03,04,000,3,1,1,1,1,1,06,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,4450,120082,04,111111,012,039,08,08,3,1,2,03,05,000,9,1,1,1,1,1,06,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1
2,12,001,0001,4450,120082,05,111111,012,040,08,08,3,1,2,03,04,000,2,2,1,2,1,1,04,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,3274,120108,01,121112,012,041,08,08,2,1,2,03,05,000,9,1,1,1,1,1,05,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,3274,120108,02,111111,012,043,08,03,2,1,2,02,04,036,,1,1,1,1,1,05,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2
2,12,001,0001,3274,120108,03,111111,012,044,08,08,2,1,2,01,02,000,9,1,1,2,1,1,04,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,12,001,0001,3274,120108,04,111111,012,045,08,03,1,1,1,01,01,120,,1,1,2,1,1,03,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,3274,120108,05,111111,012,046,08,02,2,1,2,01,01,012,,1,1,2,1,1,01,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,12,001,0001,3486,120115,01,111111,012,047,08,08,2,1,2,03,05,121,,1,1,2,2,1,09,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2
2,12,001,0001,3486,120115,03,111111,012,049,08,08,2,1,1,01,01,008,,1,1,2,2,1,03,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,12,001,0001,3486,120115,04,121112,012,050,08,08,2,1,2,02,06,150,,1,1,1,2,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,12,001,0001,3486,120115,05,111111,012,052,08,02,2,1,2,01,01,016,,1,1,2,2,1,02,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2,12,001,0001,1511,120133,01,111111,012,053,08,08,3,1,2,03,06,020,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
2,12,001,0001,1511,120133,02,111111,012,054,08,08,3,1,2,03,06,065,,1,1,1,1,1,08,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,12,001,0001,1511,120133,03,111111,012,055,08,08,3,1,2,03,04,000,9,1,1,1,1,1,02,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,12,001,0001,1511,120133,04,111111,012,056,08,08,3,1,2,02,04,000,9,1,1,2,1,1,05,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2
