"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","FOLIO,C,3","CONSEC,C,3","PAREDES,C,2","TECHOS,C,2","PISOS,C,1","COCINA,C,1","COCINAD,C,1","CUARTOSD,C,2","TOTCUARTOS,C,2","SUPERFICIE,C,3","RANGOSUP,C,1","DISPOAG,C,1","SANITARIO,C,1","SERVSAN,C,1","DRENAJE,C,1","ELECTRICI,C,1","FOCOS,C,2","COMBUS,C,1","ESTEREO,C,1","RADIO,C,1","TV,C,1","VIDEO,C,1","REFRI,C,1","LAVADORA,C,1","HORNOMI,C,1","AUTO,C,1","LAPTOP,C,1","COMPU,C,1","IMPRESO,C,1","VIDEOJ,C,1","TELEFONO,C,1","CELU,C,1","TVPAGA,C,1","INTERNET,C,1"
2,19,026,0001,2313,190510,04,111111,019,082,08,08,3,1,2,02,05,000,9,1,2,,1,1,11,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2
2,19,039,0001,4464,190512,01,111111,019,084,08,02,2,1,1,02,02,000,6,1,1,1,1,1,04,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,19,039,0001,4464,190512,02,111111,019,085,08,08,2,1,2,03,04,000,9,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,19,039,0001,4464,190512,03,111111,019,086,08,08,2,1,1,02,04,000,9,1,1,2,1,1,06,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2
2,19,039,0001,4464,190512,04,111111,019,087,08,08,2,1,2,02,03,000,5,1,1,1,1,1,05,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2
2,19,039,0001,4464,190512,05,111111,019,088,08,08,2,1,2,01,03,000,9,1,1,1,1,1,08,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2
2,19,021,0001,0448,190519,01,111111,019,089,08,08,2,1,2,02,04,070,,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,19,021,0001,0448,190519,02,111111,019,090,08,08,2,1,2,02,03,100,,1,1,1,1,1,09,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1
2,19,021,0001,0448,190519,03,111111,019,091,08,08,2,1,2,03,05,095,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2
2,19,021,0001,0448,190519,04,111111,019,092,08,08,2,1,2,03,05,100,,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,19,021,0001,0448,190519,05,111111,019,093,08,08,2,1,2,02,03,000,6,1,1,1,1,1,07,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2
2,19,039,0001,0372,190561,01,111111,019,094,08,08,3,1,2,03,05,112,,1,1,1,1,1,12,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2
2,19,039,0001,0372,190561,02,111111,019,095,08,08,3,1,1,04,07,100,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
2,19,039,0001,0372,190561,03,111111,019,096,08,08,3,1,1,02,05,100,,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1
2,19,039,0001,0372,190561,04,111111,019,097,08,08,3,1,2,02,03,150,,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
2,19,039,0001,0372,190561,05,111111,019,098,08,08,3,1,2,03,05,076,,1,1,1,1,1,09,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,19,046,0001,0593,190571,01,111111,019,099,08,08,3,1,2,02,05,120,,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2,19,046,0001,0593,190571,02,111111,019,100,08,08,3,1,2,03,05,000,9,1,1,1,1,1,12,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2
2,19,046,0001,0593,190571,03,111111,019,101,08,08,3,1,2,02,05,000,9,1,1,1,1,1,14,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2
2,19,046,0001,0593,190571,04,111111,019,102,08,08,3,1,2,02,05,090,,1,1,1,1,1,09,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2
2,19,046,0001,0593,190571,05,111111,019,103,08,08,3,1,2,03,04,115,,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
2,19,026,0001,2313,190510,05,111111,019,083,08,08,3,1,2,05,08,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,29,025,0001,0243,290003,01,111111,029,001,08,08,3,1,2,05,07,000,9,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,29,025,0001,0243,290003,02,111111,029,002,08,08,2,1,2,03,07,000,7,1,1,1,1,1,07,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2
2,29,025,0001,0243,290003,03,111111,029,003,08,08,2,1,2,02,03,000,9,1,1,2,1,1,04,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
2,29,025,0001,0243,290003,04,111111,029,004,08,08,2,1,2,03,05,000,9,1,1,1,1,1,06,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
2,29,025,0001,0243,290003,05,111111,029,005,08,08,2,1,2,02,05,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
2,29,038,0002,0097,290013,01,111111,029,006,07,08,2,2,,01,01,028,,2,1,2,1,1,02,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
2,29,038,0002,0097,290013,02,111111,029,007,08,08,3,1,2,03,07,000,8,1,1,2,2,1,06,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2
2,29,038,0002,0097,290013,03,111111,029,008,07,08,2,1,2,02,03,040,,2,2,,5,1,03,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2,29,038,0002,0097,290013,04,111111,029,009,08,08,2,1,2,02,04,080,,2,1,1,3,1,04,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,038,0002,0097,290013,05,111111,029,010,08,02,1,1,2,03,04,050,,2,1,3,5,1,03,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,29,042,0001,0013,290037,01,111111,029,011,08,08,2,1,2,02,04,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2
2,29,042,0001,0013,290037,03,111111,029,013,07,08,2,1,2,02,04,000,9,1,1,2,1,1,04,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,042,0001,0013,290037,04,111111,029,014,08,08,2,1,2,02,06,000,9,1,1,1,1,1,11,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,29,042,0001,0013,290037,05,111111,029,015,08,08,3,1,2,03,05,000,9,1,1,2,1,1,07,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2
2,29,039,0001,0060,290043,01,111111,029,016,08,08,3,1,2,01,04,000,9,1,1,1,1,1,05,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2
2,29,039,0001,0060,290043,02,111111,029,017,08,09,3,1,2,03,05,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
2,29,039,0001,0060,290043,03,111111,029,018,08,08,3,1,2,03,05,000,2,1,1,1,1,1,07,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
2,29,048,0001,006A,290044,01,111111,029,021,08,08,1,1,2,04,07,000,9,1,1,1,1,1,06,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,048,0001,006A,290044,02,111111,029,022,08,08,2,1,2,01,05,000,9,1,1,1,1,1,05,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
2,29,048,0001,006A,290044,03,111111,029,023,08,08,2,1,2,02,06,000,9,1,1,1,1,1,07,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,048,0001,006A,290044,04,111111,029,024,07,03,1,1,2,03,04,000,9,1,1,2,1,1,04,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,048,0001,006A,290044,05,111111,029,025,07,03,2,1,2,02,05,000,9,1,1,2,1,1,05,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,028,0001,0141,290048,01,111111,029,027,08,08,2,1,2,05,08,000,9,1,1,1,1,1,09,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,028,0001,0141,290048,02,111111,029,029,08,08,3,1,2,03,06,000,9,1,1,1,1,1,07,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2
2,29,028,0001,0141,290048,03,111111,029,030,08,08,2,1,2,02,05,000,9,1,1,2,1,1,05,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
2,29,028,0001,0141,290048,04,111111,029,031,08,08,3,1,2,02,07,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
2,29,028,0001,0141,290048,05,111111,029,032,08,03,2,1,2,02,04,000,5,1,1,1,1,1,07,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,033,0001,0527,290049,01,111111,029,033,08,08,3,1,2,02,05,000,9,1,1,1,1,1,06,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1
2,29,033,0001,0527,290049,02,111111,029,034,08,08,2,1,2,02,05,000,4,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
2,29,033,0001,0527,290049,03,111111,029,035,08,08,2,1,2,02,07,000,9,1,1,1,1,1,09,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2
2,29,033,0001,0527,290049,04,111111,029,036,99,99,9,9,9,99,99,999,,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2,29,033,0001,0527,290049,05,111111,029,037,08,08,2,1,2,01,02,000,2,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,29,005,0001,0645,290109,01,111111,029,038,08,08,2,1,2,03,07,085,,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2
2,29,005,0001,0645,290109,02,111111,029,039,08,08,3,1,2,02,04,072,,1,1,1,1,1,07,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2
2,29,005,0001,0645,290109,03,111111,029,040,08,08,3,1,2,03,04,000,9,1,1,1,1,1,06,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2
2,29,005,0001,0645,290109,04,111111,029,041,08,08,3,1,2,03,05,065,,1,1,1,1,1,08,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,29,005,0001,0645,290109,05,111111,029,042,08,08,3,1,2,04,05,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2
2,29,018,0001,0018,290130,01,111111,029,043,08,08,2,1,2,01,03,040,,1,1,1,1,1,03,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,018,0001,0018,290130,02,111111,029,044,08,08,3,1,2,03,05,000,1,1,1,1,1,1,08,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2
2,29,018,0001,0018,290130,03,111111,029,045,07,03,2,1,2,01,03,000,9,1,1,1,1,1,10,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2
2,29,018,0001,0018,290130,04,111111,029,046,07,02,1,2,,01,01,000,2,2,1,2,1,1,01,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,018,0001,0018,290130,05,111111,029,047,08,08,2,1,2,02,03,000,9,2,1,2,1,1,04,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2
2,29,043,0008,010A,290135,02,111111,029,049,08,08,3,1,2,02,04,020,,1,1,1,1,1,04,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2
2,29,043,0008,010A,290135,03,111111,029,050,08,08,2,1,2,03,05,170,,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2
2,29,043,0008,010A,290135,04,111111,029,051,08,08,2,1,2,01,02,000,9,1,1,1,1,1,03,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2
2,29,043,0008,010A,290135,05,111111,029,052,08,08,2,1,2,01,03,000,9,1,1,1,1,1,04,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2
2,29,044,0001,0198,290141,02,111111,029,054,08,08,2,1,2,03,06,000,4,1,1,1,1,1,08,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2,29,044,0001,0198,290141,03,111111,029,055,08,08,2,1,1,03,04,000,2,1,1,1,1,1,06,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2
2,29,044,0001,0198,290141,04,111111,029,056,08,08,2,1,2,03,05,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
2,29,044,0001,0198,290141,05,111111,029,057,08,08,3,1,2,05,06,000,1,1,1,1,1,1,07,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2
2,29,018,0001,008A,290169,01,111111,029,058,08,03,2,1,2,02,03,130,,2,1,2,1,1,03,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2
2,29,018,0001,008A,290169,02,111111,029,059,08,08,2,1,2,01,02,048,,2,1,1,1,1,04,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2,29,018,0001,008A,290169,03,111111,029,060,08,08,2,1,2,02,04,060,,1,1,2,1,1,04,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,018,0001,008A,290169,04,111111,029,061,07,03,2,1,2,01,02,025,,2,2,,5,1,01,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,018,0001,008A,290169,05,111111,029,062,08,03,2,2,,02,02,032,,2,2,,5,1,02,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,010,0012,0378,290200,01,111111,029,063,07,06,2,1,2,01,04,000,2,1,1,2,2,1,06,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,010,0012,0378,290200,02,111111,029,064,08,08,2,1,2,01,03,060,,1,1,2,1,1,03,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,010,0012,0378,290200,03,111111,029,065,08,08,2,1,2,04,06,000,9,1,1,1,1,1,06,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
2,29,010,0012,0378,290200,04,111111,029,066,08,08,2,1,2,01,02,000,1,2,1,2,1,1,02,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,010,0012,0378,290200,05,111111,029,067,08,08,2,1,2,01,03,000,3,2,1,2,3,1,04,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,032,0001,0021,290204,01,111111,029,068,08,08,2,1,2,02,04,000,2,1,1,2,1,1,04,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,032,0001,0021,290204,02,111111,029,069,07,08,2,1,2,02,04,000,9,1,1,2,1,1,05,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,032,0001,0021,290204,03,111111,029,070,08,08,2,1,2,03,05,000,9,1,1,2,1,1,05,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2
2,29,032,0001,0021,290204,04,111111,029,071,08,08,3,1,2,04,07,000,9,1,1,1,1,1,11,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2
2,29,032,0001,0021,290204,05,111111,029,072,08,08,2,1,2,03,04,000,9,1,1,2,1,1,05,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2,29,033,0001,0527,290270,01,111111,029,073,08,08,3,1,2,02,04,000,4,1,1,1,1,1,06,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,29,033,0001,0527,290270,02,111111,029,074,08,08,3,1,2,02,04,000,3,1,1,1,1,1,09,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2
2,29,033,0001,0527,290270,03,111111,029,075,08,08,3,1,2,03,05,000,7,1,1,1,1,1,06,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2
2,29,033,0001,0527,290270,04,111111,029,076,08,08,3,1,2,03,05,000,6,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2
2,29,033,0001,0527,290270,05,111111,029,077,08,08,3,1,2,02,04,000,6,1,1,1,1,1,09,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2,29,005,0001,0630,290324,01,111111,029,078,07,03,2,1,2,01,03,000,7,2,1,2,1,1,03,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,29,005,0009,0594,290324,02,111111,029,079,08,08,2,1,2,02,04,000,9,1,1,1,1,1,06,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2
2,29,005,0009,0594,290324,03,111111,029,080,07,08,2,1,2,01,03,000,9,1,1,1,1,1,03,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
2,29,005,0009,0594,290324,04,111111,029,081,08,08,3,1,2,02,04,060,,1,1,1,1,1,03,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2
2,29,005,0009,0594,290324,05,111111,029,082,08,08,2,1,2,03,05,100,,1,1,1,1,1,10,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2
2,29,024,0001,0157,290332,01,111111,029,083,08,08,2,1,1,02,05,000,8,1,1,1,1,1,12,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2
2,29,024,0001,0157,290332,02,111111,029,085,08,08,2,1,2,02,05,000,9,1,1,1,1,1,06,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,29,024,0001,0157,290332,03,111111,029,086,08,08,3,1,2,02,12,000,9,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2
2,29,024,0001,0157,290332,04,111111,029,087,08,08,2,1,2,04,05,000,6,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,29,024,0001,0157,290332,05,111111,029,088,08,08,3,1,2,02,07,000,9,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2,29,005,0001,0344,290388,01,111111,029,089,08,08,3,1,2,03,06,360,,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,005,0001,0344,290388,02,111111,029,090,08,08,2,1,2,03,04,000,7,1,1,1,1,1,08,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,29,005,0001,0344,290388,03,111111,029,091,08,08,2,1,2,02,05,036,,1,1,1,1,1,09,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2
2,29,005,0001,0344,290388,04,111111,029,092,08,08,3,1,2,03,07,000,7,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,005,0001,0344,290388,05,111111,029,093,08,08,3,1,2,03,05,000,9,1,1,1,1,1,06,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2
2,29,041,0001,0088,290392,02,111111,029,095,08,08,3,1,2,05,12,000,7,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2
2,29,041,0001,0088,290392,03,111111,029,096,08,08,2,1,2,03,07,000,3,1,1,1,1,1,09,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,29,041,0001,0088,290392,04,111111,029,097,08,08,3,1,2,02,05,000,3,1,1,1,1,1,08,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2
2,29,041,0001,0088,290392,05,111111,029,098,08,08,2,1,2,01,02,000,6,1,1,1,1,1,06,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2
2,29,033,0001,0118,290397,01,111111,029,099,08,08,3,1,2,04,08,000,4,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2,29,033,0001,0118,290397,02,111111,029,100,08,03,2,1,2,01,02,000,1,1,2,,1,1,05,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2
2,29,033,0001,0118,290397,03,111111,029,101,08,08,2,1,2,03,08,000,7,1,1,1,1,1,25,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1
2,29,033,0001,0118,290397,04,111111,029,102,08,08,3,1,2,05,10,000,5,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,033,0001,0118,290397,05,111111,029,103,08,08,3,1,2,03,06,000,4,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2
2,09,012,0001,0799,090508,01,111111,009,001,08,08,2,1,2,01,02,000,1,2,1,2,2,1,02,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2
2,09,012,0001,0799,090508,02,111111,009,002,08,02,2,2,,01,01,012,,2,1,2,2,1,02,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2,09,012,0001,0799,090508,03,111111,009,003,02,02,1,2,,01,01,012,,2,1,2,2,1,01,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2
2,09,012,0001,0799,090508,04,111111,009,004,08,08,3,1,2,01,04,060,,1,1,1,1,1,06,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2
2,09,012,0001,0799,090508,05,111111,009,005,08,08,2,1,2,03,04,000,4,1,1,1,2,1,05,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2
2,09,003,0001,1020,090595,01,111111,009,006,08,08,3,1,2,03,05,090,,1,1,1,1,1,25,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,09,003,0001,1020,090595,02,111111,009,007,08,08,3,1,2,03,05,000,4,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,09,003,0001,1020,090595,03,111111,009,008,08,08,2,1,2,01,02,000,1,1,1,1,1,1,02,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
2,09,003,0001,1020,090595,04,111111,009,009,08,08,2,1,2,02,06,015,,1,1,1,1,1,06,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,09,003,0001,1020,090595,05,111111,009,010,08,08,2,1,2,01,04,026,,1,1,1,1,1,05,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,09,007,0001,2117,090598,01,111111,009,011,08,08,2,1,2,01,02,000,3,2,1,2,1,1,05,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,09,007,0001,2117,090598,02,111111,009,012,08,08,2,1,2,04,06,000,6,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1
2,09,007,0001,2117,090598,03,111111,009,013,08,08,2,1,2,04,06,000,6,2,1,2,1,1,08,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2
2,09,007,0001,2117,090598,04,111111,009,014,08,08,2,2,,01,01,016,,2,1,1,1,1,03,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2
2,09,007,0001,2117,090598,05,111111,009,015,08,08,2,1,2,01,02,042,,2,1,2,1,1,02,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2,09,007,0001,1316,090614,01,111111,009,016,08,08,3,1,2,04,07,000,7,1,1,1,1,1,08,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2
2,09,007,0001,1316,090614,02,111111,009,017,08,08,3,1,2,04,07,000,7,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
2,09,007,0001,1316,090614,03,111111,009,018,08,08,2,1,2,01,03,000,6,1,1,1,1,1,03,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,09,007,0001,1316,090614,04,111111,009,019,08,08,3,1,2,01,02,000,2,1,1,1,1,1,04,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,09,007,0001,1316,090614,05,111111,009,020,08,08,2,1,2,02,04,000,7,1,1,1,1,1,05,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2
2,09,005,0001,2485,090816,01,111111,009,021,08,08,3,1,2,01,03,000,2,1,1,1,1,1,04,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2,09,005,0001,2485,090816,03,111111,009,024,08,08,3,1,2,03,04,000,4,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1
2,09,005,0001,2485,090816,02,111212,009,022,08,08,2,1,2,04,06,000,7,1,1,1,1,1,06,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2
2,09,005,0001,2485,090816,04,111111,009,025,08,08,3,1,2,05,08,200,,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
2,09,005,0001,2485,090816,05,111111,009,026,08,08,2,2,,01,01,000,3,2,1,1,1,1,02,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2,09,010,0001,1148,090836,01,111111,009,027,08,08,3,1,2,02,05,000,7,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1
2,09,010,0001,1148,090836,02,111111,009,028,08,08,3,1,2,03,08,200,,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1
2,09,010,0001,1148,090836,03,111111,009,029,08,08,3,1,2,04,09,000,8,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,09,010,0001,1148,090836,04,111111,009,030,08,08,3,1,2,04,08,240,,1,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
2,09,010,0001,1148,090836,05,111111,009,031,08,08,3,1,2,01,06,170,,1,1,1,1,1,20,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2
2,09,016,0001,0571,090900,01,111111,009,032,08,08,2,1,2,01,03,000,5,1,1,1,1,1,03,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2
2,09,016,0001,0571,090900,02,111111,009,033,08,08,3,1,2,02,05,000,5,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
2,09,016,0001,0571,090900,03,111111,009,034,08,08,3,1,2,03,04,000,6,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2
2,09,016,0001,0571,090900,04,111111,009,035,08,08,2,1,2,02,05,000,6,1,1,1,1,1,04,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2
2,09,016,0001,0571,090900,05,111111,009,036,08,08,2,1,2,01,02,000,1,1,1,1,1,1,03,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,09,007,0001,4166,090990,01,111111,009,037,07,08,3,1,2,03,05,000,6,1,1,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,09,007,0001,4166,090990,02,111111,009,038,08,08,3,1,2,03,05,000,6,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
2,09,007,0001,4166,090990,04,111111,009,040,08,08,3,1,2,01,04,000,5,1,1,1,1,1,12,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
