"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","RADIO,C,1","PERYREV,C,1","REVCIEN,C,1","INTERNET,C,1","TELEVI,C,1","ESCUNIV,C,1","ALLOPTS,C,1","NONEOP,C,1","NOSABE,C,1","HRSTV,C,3","NOTITV,C,3","CYTTV,C,3","HRSRADIO,C,3","NOTIRA,C,3","CYTRA,C,3","DIASPER,C,1","ARTIPER,C,3","NOTIPER,C,3","CYTPER,C,3","DIASREV,C,2","ARTREV,C,2","NOTIREV,C,2","CYTREV,C,2","REVISTA1,C,30","REVISTA2,C,30","REVISTA3,C,30","ACCOMPU,C,1","LUGAR1,C,2","LUGAR2,C,2","CINTERN,C,1","ACCINTER,C,1","HORASIN,C,3","ARTEYHUM,C,1","SOCYCUL,C,1","CONVERTR,C,1","INSTGOB,C,1","CIENCIA,C,1","DEPOR,C,1","ECOYFIN,C,1","ENTRETE,C,1","TECNOL,C,1","NOTIAC,C,1","EDUCA,C,1","SERVSREF,C,1","COMENLI,C,1","CORREOE,C,1","MEDICINA,C,1","OTROS,C,1","MUSARTE,C,1","ZOO,C,1","BIBLIOPUB,C,1","MUSCYT,C,1","PLANETA,C,1","EXPTYI,C,1","SEMNCYT,C,1","MUCHPCYT,C,1","DESCYTNE,C,1","PERSINCC,C,1","PREFTVSI,C,1","NOLEECYT,C,1","NUMREN,C,2","FACPER,N,10,0"
01,050,1,7,04,002,0001,1020,040223,01,111111,5,1,3,4,2,6,0,0,0,030,006,002,001,001,000,7,021,004,004,03,21,06,02,MUY INTERESANTE,NATIONAL GEGRAPHIC,,1,01,00,1,1,002,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,01,2933
01,040,1,7,04,002,0001,1020,040223,02,111111,6,5,2,1,4,3,0,0,0,007,003,004,000,000,000,7,015,007,003,02,04,02,02,MUY INTERESANTE,NATIONAL GEOGRAPHIC,GUITARRA TOTAL,1,01,02,1,1,008,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3,3,3,3,2,03,2933
01,085,2,7,04,002,0001,1020,040223,03,111111,5,4,2,6,1,3,0,0,0,021,010,000,000,000,000,1,004,003,000,12,20,06,05,SELECCIONES,MUY INTERESANTE,ACCION FEMENINA,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,3,01,1955
01,042,2,7,04,002,0001,1020,040223,04,111111,5,4,1,3,2,6,0,0,0,014,007,007,010,005,000,2,020,015,005,02,10,00,02,SKY,VANIDADES,,1,02,00,1,1,030,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,3,2,2,3,02,1955
01,070,2,7,04,002,0001,1020,040223,05,111111,2,4,3,6,1,5,0,0,0,007,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,1,5,01,1955
01,022,2,7,04,002,0001,136A,040253,01,111111,5,4,6,2,3,1,0,0,0,030,015,001,015,000,000,2,002,001,000,04,10,00,00,COSMOPOLITAN,TV Y NOVELAS,MUY INTERESANTE,1,01,03,1,1,015,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,2,2,2,04,3600
01,054,1,7,04,002,0001,136A,040253,02,111111,5,3,2,1,4,6,0,0,0,028,014,014,005,000,000,7,006,007,001,00,00,00,00,,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,01,6000
02,065,2,7,04,002,0001,136A,040253,03,111111,6,5,4,1,3,2,0,0,0,008,004,000,000,000,000,6,000,000,000,00,00,00,00,,,,9,99,99,9,9,999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,0
01,025,2,7,04,002,0001,136A,040253,04,111111,5,6,3,2,4,1,0,0,0,005,001,004,000,000,000,0,000,000,000,03,06,00,06,BOLETIN DE ECO SUR,NATIONAL GEOGRHAFIC,,1,01,00,1,1,010,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,3,2,3,2,02,3600
01,026,2,7,04,002,0001,136A,040253,05,111111,6,3,5,2,1,4,0,0,0,035,004,007,005,005,000,7,070,056,007,01,20,20,01,COSMOPOLITAN,VANIDADES,INTERESANTE,1,01,02,1,1,005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,2,1,3,04,3600
01,018,1,7,04,002,0001,0573,040272,01,111111,5,6,2,3,4,1,0,0,0,014,002,001,000,000,000,7,028,000,000,00,00,00,00,,,,1,08,00,1,1,002,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,04,2235
01,033,2,7,04,002,0001,0573,040272,02,111111,6,5,1,2,4,3,0,0,0,014,005,002,002,001,000,5,015,012,001,01,15,05,10,BIG BAG,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,2,3,2,2,2,2,04,2514
01,070,2,7,04,002,0001,0573,040272,03,111111,3,6,5,4,1,2,0,0,0,020,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,02,2514
01,030,1,7,04,002,0001,0573,040272,04,111111,6,3,4,2,5,1,0,0,0,016,008,000,000,000,000,5,005,000,000,00,00,00,00,,,,1,01,02,1,1,005,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,01,2235
01,036,1,7,04,002,0001,0573,040272,05,111111,3,4,5,2,1,6,0,0,0,014,010,000,000,000,000,7,021,021,000,00,00,00,00,,,,2,,,1,1,003,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,01,2235
01,056,2,7,04,002,0001,1336,040278,01,111111,2,3,4,6,1,5,0,0,0,015,010,002,015,010,000,5,006,003,001,00,00,00,00,,,,1,01,04,1,2,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,2,3,2,2,2,02,1288
01,034,2,7,04,002,0001,1336,040278,02,111111,5,1,4,3,2,6,0,0,0,012,007,000,000,000,000,7,014,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,4,2,2,2,01,1288
01,029,2,7,04,002,0001,1336,040278,03,111111,3,2,4,5,1,6,0,0,0,007,003,001,014,001,000,7,042,020,000,05,20,00,00,TELEGUIA,TV Y NOVELAS,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,03,1288
01,032,1,7,04,002,0001,1336,040278,05,111111,3,2,4,6,1,5,0,0,0,006,006,000,006,005,000,7,015,010,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,3,2,2,2,01,3865
01,035,2,7,04,002,0001,0713,040304,01,111111,2,3,4,5,1,6,0,0,0,025,015,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,02,1453
01,030,1,7,04,002,0001,0713,040304,02,111111,3,2,6,5,1,4,0,0,0,014,007,000,000,000,000,0,000,000,000,03,15,00,00,NATIONAL GEOGRHAFIC,,,1,02,08,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,3,2,3,2,01,2616
01,025,2,7,04,002,0001,0713,040304,03,111111,3,1,6,4,2,5,0,0,0,002,001,000,014,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,1,02,1453
01,028,2,7,04,002,0001,0713,040304,04,111111,4,3,6,5,2,1,0,0,0,040,015,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,3,3,02,1453
01,020,1,7,04,002,0001,0713,040304,05,111111,3,4,5,1,2,6,0,0,0,050,000,010,001,000,000,0,000,000,000,00,00,00,00,,,,1,02,08,1,1,002,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,03,2616
01,023,1,7,31,101,0133,0259,310040,01,111111,5,6,4,2,3,1,0,0,0,014,007,000,007,000,000,7,042,014,006,06,04,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,3,2,2,2,03,7290
01,035,1,7,31,101,0133,0259,310040,02,111111,2,4,3,6,1,5,0,0,0,014,003,000,007,003,000,1,012,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,2,2,2,2,01,7290
01,020,2,7,31,101,0133,0259,310040,03,111111,2,5,6,3,1,4,0,0,0,007,007,000,056,000,000,7,021,021,000,03,24,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,3,2,2,03,8810
01,032,1,7,31,101,0133,0259,310040,04,111111,2,3,5,6,4,1,0,0,0,007,005,000,021,005,000,7,070,030,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,02,7290
02,055,1,7,31,101,0133,0259,310040,05,111111,9,9,9,9,9,9,9,9,9,009,009,000,009,009,000,0,000,000,000,00,00,00,00,,,,9,99,99,9,9,999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,0
01,060,1,7,31,041,0001,0244,310048,01,111111,4,3,5,6,2,1,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,01,9682
01,043,2,7,31,041,0001,0244,310048,02,111111,6,4,3,5,2,1,0,0,0,008,006,002,009,005,003,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,1,1,2,01,11618
01,026,2,7,31,041,0001,0244,310048,03,111111,6,5,3,2,4,1,0,0,0,012,006,005,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,2,1,1,02,11618
01,032,1,7,31,041,0001,0244,310048,04,111111,5,6,3,2,4,1,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,2,1,1,01,9682
01,032,1,7,31,041,0001,0244,310048,05,111111,5,6,3,2,4,1,0,0,0,015,003,000,006,003,002,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,2,1,5,01,9682
01,037,2,7,31,050,0001,2521,310071,01,111111,2,4,3,6,1,5,0,0,0,015,007,000,000,000,000,6,020,020,000,00,00,00,00,,,,1,02,08,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,2,2,2,2,02,6724
01,039,2,7,31,050,0001,2521,310071,02,111111,2,1,5,6,3,4,0,0,0,008,008,000,056,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,2,9,9,9,9,9,02,6724
01,018,1,7,31,050,0001,2521,310071,03,111111,3,4,5,6,2,1,0,0,0,014,014,000,056,000,000,5,042,042,000,02,24,00,00,MUY INTERESANTE,VERTIGO,,1,02,08,1,1,001,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,02,5564
01,018,2,7,31,050,0001,2521,310071,04,111111,2,4,5,6,3,1,0,0,0,028,006,000,048,000,000,0,000,000,000,02,20,20,00,,,,1,02,08,1,1,003,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,3,5,2,2,03,6724
01,018,2,7,31,050,0001,2521,310071,05,111111,5,2,6,3,4,1,0,0,0,003,000,000,000,000,000,1,010,010,005,01,04,01,04,CONOZCA MAS,,,1,03,08,1,1,004,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,3,3,2,2,2,03,6724
01,044,1,7,31,050,0001,0493,310073,01,111111,5,6,4,2,3,1,0,0,0,024,009,000,000,000,000,5,010,005,000,00,00,00,00,,,,1,02,08,1,1,007,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,5,5,01,7116
01,065,1,7,31,050,0001,0493,310073,02,111111,1,4,6,5,2,3,0,0,0,015,004,010,028,000,000,7,040,020,003,00,00,00,00,,,,1,01,00,1,1,009,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,01,7116
01,066,2,7,31,050,0001,0493,310073,03,111111,3,2,5,6,4,1,0,0,0,007,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,5,2,2,4,03,7116
01,030,2,7,31,050,0001,0493,310073,05,111111,6,5,3,2,4,1,0,0,0,015,006,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,11,1,1,010,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,02,7116
01,068,1,7,31,050,0001,4072,310074,01,111111,1,2,5,6,3,4,0,0,0,016,007,000,028,014,000,7,042,010,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,01,2355
01,054,1,7,31,050,0001,4072,310074,02,111111,5,3,1,2,4,6,0,0,0,021,007,000,028,007,000,7,021,021,000,00,00,00,00,,,,1,02,08,1,1,040,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,3,2,01,2355
01,070,2,7,31,050,0001,4072,310074,04,111111,3,2,5,6,1,4,0,0,0,042,007,000,028,007,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,01,14130
01,040,1,7,31,050,0001,4072,310074,05,111111,5,3,1,2,6,4,0,0,0,014,010,000,035,007,000,1,010,009,001,00,00,00,00,,,,1,01,08,1,1,006,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3,1,3,3,3,01,2355
01,042,2,7,31,050,0001,3962,310101,01,111111,1,3,5,6,2,4,0,0,0,021,003,000,004,000,000,7,035,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,5,5,5,2,5,01,8425
01,030,1,7,31,050,0001,3962,310101,02,111111,2,3,4,5,6,1,0,0,0,005,000,000,042,007,000,3,006,006,002,02,07,07,07,MUY INTERESANTE,CONOZCAS MAS,,1,02,00,1,1,015,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,3,3,2,2,02,6971
01,029,1,7,31,050,0001,3962,310101,03,111111,3,4,5,6,2,1,0,0,0,021,004,000,008,002,000,7,015,012,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,5,5,3,5,01,6971
01,036,1,7,31,050,0001,3962,310101,04,111111,3,5,6,2,4,1,0,0,0,009,009,000,000,000,000,5,020,025,006,00,00,00,00,,,,1,01,00,1,1,007,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,3,3,2,2,2,01,6971
01,021,1,7,31,050,0001,3962,310101,05,111111,4,6,5,2,3,1,0,0,0,020,005,000,007,002,000,3,006,000,006,00,00,00,00,,,,1,02,08,1,1,015,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,3,2,2,3,4,02,6971
01,026,1,7,31,050,0001,2377,310105,03,111111,6,3,5,2,4,1,0,0,0,014,000,003,004,000,000,7,070,035,010,02,24,09,03,SELECCIONES,MEXICO DESCONOCIDO,VERTIGO,1,01,02,1,1,050,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,02,4587
01,079,2,7,31,050,0001,2377,310105,04,111111,4,5,6,2,3,1,0,0,0,011,006,005,004,002,000,7,010,007,003,01,09,00,03,SELECCIONES,VANIDADES,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,3,1,2,2,02,18348
01,034,1,7,31,050,0001,2377,310105,05,111111,5,6,3,2,4,1,0,0,0,032,012,006,012,008,003,7,023,012,003,02,15,02,02,ABOGADOS,SELECCIONES,,1,01,02,1,1,031,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,01,4587
01,061,2,7,31,050,0001,2907,310134,02,111111,3,4,5,6,2,1,0,0,0,014,003,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,5,2,5,5,02,9033
01,020,2,7,31,050,0001,2907,310134,03,111111,2,3,5,6,1,4,0,0,0,021,000,000,028,000,000,0,000,000,000,05,50,10,00,,,,1,08,11,1,1,003,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,3,5,2,2,03,9033
01,043,2,7,31,050,0001,2907,310134,04,111111,2,3,5,6,1,4,0,0,0,007,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,02,9033
01,082,1,7,31,050,0001,0652,310148,01,111111,5,2,6,3,4,1,0,0,0,006,006,000,014,000,000,7,091,056,007,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,3,3,2,1,2,01,5676
01,053,2,7,31,050,0001,0652,310148,02,111111,3,4,6,5,2,1,0,0,0,007,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,3,3,1,1,1,02,6860
01,055,1,7,31,050,0001,0652,310148,03,111111,5,3,6,4,2,1,0,0,0,014,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,4,1,1,1,01,5676
01,071,1,7,31,050,0001,0652,310148,04,111111,2,6,5,4,3,1,0,0,0,007,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,3,1,1,1,01,5676
01,067,2,7,31,050,0001,0652,310148,05,111111,5,3,4,6,1,2,0,0,0,016,007,000,014,007,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,3,1,1,3,02,6860
01,028,2,7,31,050,0001,1345,310174,01,111111,4,5,6,2,3,1,0,0,0,009,003,002,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,11,1,1,007,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,02,2691
01,028,1,7,31,050,0001,1345,310174,02,111111,5,6,3,2,4,1,0,0,0,020,005,000,000,000,000,5,009,007,000,00,00,00,00,,,,1,02,08,1,1,016,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,5,2,1,4,2,01,10765
01,035,2,7,31,050,0001,1345,310174,03,111111,5,6,3,2,4,1,0,0,0,005,002,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,02,00,1,1,003,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,02,2691
01,032,2,7,31,050,0001,1345,310174,04,111111,5,6,4,2,3,1,0,0,0,015,007,006,000,000,000,4,003,005,002,00,00,00,00,,,,1,02,11,1,1,007,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,02,2691
01,032,2,7,31,050,0001,1345,310174,05,111111,4,5,6,2,3,1,0,0,0,010,004,006,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,5,1,1,02,2691
01,045,2,7,31,050,0001,2080,310202,01,111111,4,6,3,5,2,1,0,0,0,002,002,000,007,007,000,7,035,010,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,3,2,3,3,3,02,7265
01,070,1,7,31,050,0001,2080,310202,02,111111,1,2,3,6,5,4,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,1,099,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,5,3,01,6011
01,029,1,7,31,050,0001,2080,310202,03,111111,1,2,6,4,3,5,0,0,0,021,007,010,056,008,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,2,4,4,2,1,1,01,6011
01,041,1,7,31,050,0001,2080,310202,04,111111,1,2,3,9,9,9,0,0,0,014,007,002,004,002,000,2,010,004,002,01,01,03,02,MUY INTERESANTE,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,3,2,3,2,1,01,6011
01,085,1,7,31,050,0001,2080,310202,05,111111,1,3,2,6,5,4,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,3,2,01,6011
01,035,1,7,31,050,0001,1504,310228,01,111111,5,4,3,2,6,1,0,0,0,000,000,000,035,007,000,7,053,050,003,00,00,00,00,,,,1,01,02,1,1,014,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,02,4336
01,058,1,7,31,050,0001,1504,310228,02,111111,3,6,5,4,2,1,0,0,0,000,000,000,014,007,000,7,098,045,021,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,4,1,4,1,01,4336
01,087,2,7,31,050,0001,1504,310228,03,111111,3,6,5,4,2,1,0,0,0,008,000,000,000,000,000,7,035,035,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,4,2,4,1,01,19270
01,052,1,7,31,050,0001,1504,310228,04,111111,5,4,6,2,3,1,0,0,0,028,014,007,000,000,000,7,004,007,003,00,00,00,00,,,,1,01,02,1,1,014,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,01,4336
01,065,1,7,31,050,0001,1504,310228,05,111111,3,1,5,6,2,4,0,0,0,007,007,000,012,012,000,7,085,022,000,02,04,01,00,,,,1,01,00,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,3,3,2,2,01,4336
01,034,1,7,31,050,0001,2911,310230,01,111111,6,5,2,4,3,1,0,0,0,009,005,003,036,003,005,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,1,1,1,01,5462
01,032,1,7,31,050,0001,2911,310230,03,111111,5,4,6,2,3,1,0,0,0,018,006,009,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,5,1,1,01,5462
01,043,2,7,31,050,0001,2911,310230,04,111111,5,4,6,2,3,1,0,0,0,120,030,005,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,1,1,1,01,11705
01,022,1,7,31,050,0001,2911,310230,05,111111,5,6,3,2,4,1,0,0,0,022,010,002,000,000,000,7,012,007,002,00,00,00,00,,,,1,02,08,1,1,005,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,02,5462
01,027,2,7,31,050,0001,4316,310233,02,111111,2,1,5,6,3,4,0,0,0,014,007,000,000,000,000,3,005,002,001,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,2,3,02,7107
01,033,1,7,31,050,0001,4316,310233,03,111111,2,5,4,6,3,1,0,0,0,028,007,000,006,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,1,3,1,2,01,5881
01,029,1,7,31,050,0001,4316,310233,04,111111,4,5,6,1,2,3,0,0,0,015,015,000,000,000,000,7,035,007,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,4,1,1,1,01,5881
01,026,2,7,31,050,0001,4316,310233,05,111111,3,6,5,1,2,4,0,0,0,056,028,000,000,000,000,7,035,014,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,4,1,1,1,02,7107
01,020,2,7,31,059,0001,0766,310272,01,111111,4,1,3,6,5,2,0,0,0,035,005,000,028,000,000,7,042,042,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,1,1,2,1,04,6620
01,031,1,7,31,059,0001,0766,310272,02,111111,3,4,2,1,6,5,0,0,0,030,007,000,021,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,1,1,01,5478
01,058,1,7,31,059,0001,0766,310272,03,111111,4,6,5,2,3,1,0,0,0,008,007,001,056,004,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,1,3,01,5478
01,039,2,7,31,059,0001,0766,310272,04,111111,1,3,6,4,2,5,0,0,0,007,007,000,000,000,000,5,020,002,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,1,2,2,2,01,6620
01,028,2,7,31,059,0001,0766,310272,05,111111,2,3,6,5,1,4,0,0,0,021,001,000,000,000,000,2,070,066,004,02,60,08,20,MUY INTERESANTE,,,1,02,00,1,1,002,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,4,3,4,4,02,6620
01,046,2,7,31,050,0001,3430,310293,01,111111,5,6,3,2,4,1,0,0,0,012,007,005,000,000,000,7,012,003,001,01,09,03,02,SELECCIONES,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,1,1,1,02,3872
01,019,1,7,31,050,0001,3430,310293,02,111111,5,6,3,2,4,1,0,0,0,025,013,002,000,000,000,5,003,010,002,02,07,09,01,VERTIGO,MEXICO DESCONOCIDO,,1,08,11,1,1,012,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,04,8712
01,033,1,7,31,050,0001,3430,310293,03,111111,5,6,3,2,4,1,0,0,0,024,007,004,007,003,002,7,009,007,002,01,09,03,02,MEXICO DESCONOCIDO,SELECCIONES,,1,02,08,1,1,013,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,03,8712
