"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","NUMREN,C,2","PARENTE,C,1","SEXO,C,1","EDAD,C,3","DIA,C,2","MES,C,2","ELIGIBI,C,1","ALFABE,C,1","ASISTEN,C,1","NIVEL,C,2","ANIOS,C,1","ANTECE,C,1","SITCONY,C,1","CONDACT,C,1","VERIFAC,C,1","FACVIV,N,10,0"
4,09,003,0001,1020,090595,04,111111,03,3,2,025,24,11,0,1,2,03,3,,2,5,5,33007
4,09,003,0001,1020,090595,04,111111,04,4,2,017,17,04,0,1,1,03,3,,6,4,5,33007
4,09,003,0001,1020,090595,04,111111,05,4,1,004,03,07,0,,,,,,,,,33007
4,09,003,0001,1020,090595,04,111111,06,4,2,000,13,08,0,,,,,,,,,33007
4,09,003,0001,1020,090595,05,111111,01,1,2,030,07,04,1,1,1,07,2,3,2,1,,33007
4,09,003,0001,1020,090595,05,111111,02,3,2,005,30,05,0,2,1,01,1,,,,,33007
4,09,003,0001,1020,090595,05,111111,03,3,2,003,16,05,0,,,,,,,,,33007
4,09,007,0001,2117,090598,01,111111,01,1,1,031,12,09,1,1,1,04,3,,5,1,,0
4,09,007,0001,2117,090598,01,111111,02,2,2,025,21,08,0,1,1,04,1,,5,1,,0
4,09,007,0001,2117,090598,02,111111,01,1,1,052,05,12,0,1,2,02,3,,5,1,,56252
4,09,007,0001,2117,090598,02,111111,02,2,2,044,04,11,1,1,2,00,0,,5,5,5,56252
4,09,007,0001,2117,090598,02,111111,03,3,1,026,07,04,0,1,2,07,5,3,6,1,,56252
4,09,007,0001,2117,090598,02,111111,04,3,2,025,14,01,0,1,2,06,3,2,6,1,,56252
4,09,007,0001,2117,090598,02,111111,05,3,2,015,20,12,0,1,1,03,3,,6,4,5,56252
4,09,007,0001,2117,090598,03,111111,01,1,1,046,11,09,1,1,2,04,3,,5,1,,56252
4,09,007,0001,2117,090598,03,111111,02,2,2,044,31,01,0,1,2,03,3,,5,5,5,56252
4,09,007,0001,2117,090598,03,111111,03,3,1,023,21,02,0,1,1,06,3,2,6,1,,56252
4,09,007,0001,2117,090598,03,111111,04,3,2,019,28,11,0,1,1,06,3,2,6,1,,56252
4,09,007,0001,2117,090598,03,111111,05,3,2,018,03,09,0,1,1,04,1,,6,4,5,56252
4,09,007,0001,2117,090598,03,111111,06,3,1,016,26,06,0,1,2,03,3,,6,8,5,56252
4,09,007,0001,2117,090598,04,111111,01,1,1,024,01,09,1,1,2,03,3,,5,1,,56252
4,09,007,0001,2117,090598,04,111111,02,2,2,022,21,12,0,1,2,02,6,,5,5,5,56252
4,09,007,0001,2117,090598,04,111111,03,3,1,006,10,11,0,2,1,01,2,,,,,56252
4,09,007,0001,2117,090598,04,111111,04,3,2,002,17,11,0,,,,,,,,,56252
4,09,007,0001,2117,090598,05,111111,01,1,1,026,22,12,0,1,2,06,3,2,1,8,5,56252
4,09,007,0001,2117,090598,05,111111,02,2,2,025,03,02,1,1,2,06,3,2,1,5,1,56252
4,09,007,0001,2117,090598,05,111111,03,3,1,006,06,03,0,2,1,01,2,,,,,56252
4,09,007,0001,2117,090598,05,111111,04,3,2,005,15,08,0,2,1,01,1,,,,,56252
4,09,007,0001,2117,090598,05,111111,05,3,2,000,24,03,0,,,,,,,,,56252
4,09,007,0001,1316,090614,01,111111,01,1,1,070,18,09,0,1,2,02,6,,5,1,,54717
4,09,007,0001,1316,090614,01,111111,02,2,2,064,07,11,1,2,2,00,0,,5,5,5,54717
4,09,007,0001,1316,090614,01,111111,03,3,2,029,30,08,0,1,2,02,6,,5,5,5,54717
4,09,007,0001,1316,090614,01,111111,04,3,1,018,17,03,0,1,2,03,3,,6,8,5,54717
4,09,007,0001,1316,090614,01,111111,05,4,1,031,30,05,0,1,2,02,6,,5,1,,54717
4,09,007,0001,1316,090614,01,111111,06,4,2,012,14,09,0,1,1,02,5,,6,4,5,54717
4,09,007,0001,1316,090614,01,111111,07,4,2,004,05,01,0,,,,,,,,,54717
4,09,007,0001,1316,090614,01,111111,08,4,1,002,23,04,0,,,,,,,,,54717
4,09,007,0001,1316,090614,02,111111,01,1,2,054,28,08,1,2,2,02,2,,2,1,,54717
4,09,007,0001,1316,090614,02,111111,02,3,1,023,29,04,0,1,2,03,2,,6,1,,54717
4,09,007,0001,1316,090614,02,111111,03,3,2,019,08,05,0,1,2,06,1,2,6,3,5,54717
4,09,007,0001,1316,090614,02,111111,04,4,2,004,06,09,0,,,,,,,,,54717
4,09,007,0001,1316,090614,02,111111,05,4,1,003,16,12,0,,,,,,,,,54717
4,09,007,0001,1316,090614,03,111111,01,1,2,057,22,07,1,1,2,02,6,,4,1,,54717
4,09,007,0001,1316,090614,03,111111,02,3,2,031,15,11,0,1,2,03,3,,6,8,5,54717
4,09,007,0001,1316,090614,04,111111,01,1,1,020,09,06,0,1,1,06,2,2,1,1,,54717
4,09,007,0001,1316,090614,04,111111,02,2,2,020,29,07,1,1,1,06,1,2,1,1,,54717
4,09,007,0001,1316,090614,04,111111,03,3,2,003,24,11,0,,,,,,,,,54717
4,09,007,0001,1316,090614,05,111111,01,1,1,050,24,01,0,1,2,02,5,,5,1,,54717
4,09,007,0001,1316,090614,05,111111,02,2,2,052,16,06,0,1,2,02,6,,5,5,5,54717
4,09,007,0001,1316,090614,05,111111,03,3,2,027,27,05,0,1,2,07,4,3,6,1,,54717
4,09,007,0001,1316,090614,05,111111,04,3,1,019,18,09,1,1,1,04,3,,6,1,,54717
4,09,007,0001,1316,090614,05,111111,05,3,1,015,16,07,0,1,1,03,3,,6,1,,54717
4,09,005,0001,2485,090816,01,111111,01,1,2,046,25,10,1,1,2,06,2,2,6,1,,41621
4,09,005,0001,2485,090816,01,111111,02,3,1,021,26,12,0,1,2,03,3,,6,1,,41621
4,09,005,0001,2485,090816,03,111111,01,1,2,079,26,03,0,1,2,03,1,,4,5,5,41621
4,09,005,0001,2485,090816,03,111111,02,4,1,052,15,08,0,1,2,04,1,,5,1,,41621
4,09,005,0001,2485,090816,03,111111,03,3,2,045,04,12,0,1,2,06,3,2,5,1,,41621
4,09,005,0001,2485,090816,03,111111,04,4,1,052,17,05,0,1,2,07,4,3,5,1,,41621
4,09,005,0001,2485,090816,03,111111,05,4,1,024,18,07,0,1,1,07,1,3,6,1,,41621
4,09,005,0001,2485,090816,03,111111,06,3,2,043,27,08,1,1,2,06,2,2,5,5,5,41621
4,09,005,0001,2485,090816,02,111212,01,1,1,063,25,06,0,1,2,02,6,,5,1,,41621
4,09,005,0001,2485,090816,02,111212,02,2,2,056,27,08,0,1,2,02,4,,5,5,5,41621
4,09,005,0001,2485,090816,02,111212,03,3,1,036,12,03,0,1,2,03,3,,5,1,,41621
4,09,005,0001,2485,090816,02,111212,04,3,1,035,06,04,0,1,2,03,3,,5,1,,41621
4,09,005,0001,2485,090816,02,111212,05,3,1,032,01,08,0,1,2,06,3,2,5,1,,41621
4,09,005,0001,2485,090816,02,111212,06,3,1,019,02,01,0,1,2,02,6,,6,1,,41621
4,09,005,0001,2485,090816,02,111212,07,7,2,045,17,09,1,1,2,06,3,2,5,1,,41621
4,09,005,0001,2485,090816,02,111212,08,7,2,028,09,06,0,1,2,03,3,,5,5,5,41621
4,09,005,0001,2485,090816,02,111212,09,7,2,031,07,06,0,1,2,04,3,,5,5,5,41621
4,09,005,0001,2485,090816,02,111212,10,4,1,012,30,09,0,1,1,02,6,,6,4,5,41621
4,09,005,0001,2485,090816,02,111212,11,4,2,010,22,09,0,1,1,02,4,,,,,41621
4,09,005,0001,2485,090816,02,111212,12,4,1,007,13,12,0,1,1,02,1,,,,,41621
4,09,005,0001,2485,090816,04,111111,01,1,1,042,16,10,1,1,2,03,2,,5,1,,41621
4,09,005,0001,2485,090816,04,111111,02,2,2,052,02,08,2,1,2,02,2,,5,5,5,41621
4,09,005,0001,2485,090816,04,111111,03,3,2,038,06,06,0,1,2,03,3,,5,1,,41621
4,09,005,0001,2485,090816,04,111111,04,3,1,036,03,06,0,1,2,04,3,,6,1,,41621
4,09,005,0001,2485,090816,04,111111,05,3,1,023,05,12,0,1,2,04,1,,6,1,,41621
4,09,005,0001,2485,090816,04,111111,06,4,2,012,16,10,0,1,1,02,4,,6,4,5,41621
4,09,005,0001,2485,090816,05,111111,01,1,2,042,20,09,1,1,2,02,6,,5,1,,41621
4,09,005,0001,2485,090816,05,111111,02,3,2,009,30,10,0,1,1,02,3,,,,,41621
4,09,010,0001,1148,090836,01,111111,01,1,1,078,27,06,0,1,2,04,3,,5,6,5,48087
4,09,010,0001,1148,090836,01,111111,02,2,2,072,02,07,1,1,2,04,3,,5,6,5,48087
4,09,010,0001,1148,090836,02,111111,01,1,1,042,14,08,0,1,2,07,5,3,5,1,,48087
4,09,010,0001,1148,090836,02,111111,02,2,2,036,22,10,1,1,2,07,5,3,5,5,5,48087
4,09,010,0001,1148,090836,02,111111,03,3,1,005,09,01,0,1,1,01,1,,,,,48087
4,09,010,0001,1148,090836,02,111111,04,3,1,010,19,04,0,1,1,02,4,,,,,48087
4,09,010,0001,1148,090836,03,111111,01,1,2,036,14,10,1,1,2,07,4,3,2,1,,48087
4,09,010,0001,1148,090836,03,111111,02,3,1,022,04,05,0,1,1,07,1,3,6,4,5,48087
4,09,010,0001,1148,090836,04,111111,01,1,1,056,18,07,0,1,2,07,5,3,5,1,,48087
4,09,010,0001,1148,090836,04,111111,02,2,2,055,04,06,0,1,2,08,2,4,5,1,,48087
4,09,010,0001,1148,090836,04,111111,03,3,1,027,14,09,1,1,2,07,5,3,6,1,,48087
4,09,010,0001,1148,090836,04,111111,04,3,1,023,04,04,0,1,1,07,2,3,6,1,,48087
4,09,010,0001,1148,090836,05,111111,01,1,1,064,01,06,1,1,2,07,5,3,5,1,,48087
4,09,010,0001,1148,090836,05,111111,02,2,2,060,18,02,0,1,2,03,3,,5,1,,48087
4,09,016,0001,0571,090900,01,111111,01,1,1,038,06,07,1,1,2,03,3,,5,1,,31688
4,09,016,0001,0571,090900,01,111111,02,2,2,029,18,06,0,1,2,03,3,,5,5,5,31688
4,09,016,0001,0571,090900,01,111111,03,3,1,013,30,01,0,1,1,03,2,,6,4,5,31688
4,09,016,0001,0571,090900,01,111111,04,3,2,009,21,11,0,1,1,02,3,,,,,31688
4,09,016,0001,0571,090900,02,111111,01,1,1,036,12,01,1,1,2,07,4,3,6,1,,31688
4,09,016,0001,0571,090900,03,111111,01,1,1,068,19,02,0,1,2,04,1,,5,1,,31688
4,09,016,0001,0571,090900,03,111111,02,2,2,058,02,02,0,1,2,03,3,,5,5,5,31688
4,09,016,0001,0571,090900,03,111111,03,3,2,035,21,06,0,1,2,06,2,2,6,1,,31688
4,09,016,0001,0571,090900,03,111111,04,3,2,032,12,10,1,1,2,06,2,2,6,1,,31688
4,09,016,0001,0571,090900,03,111111,05,4,1,001,21,07,0,,,,,,,,,31688
4,09,016,0001,0571,090900,04,111111,01,1,1,085,11,06,0,1,2,02,2,,5,8,5,31688
4,09,016,0001,0571,090900,04,111111,02,2,2,082,23,12,0,1,2,02,2,,5,5,5,31688
4,09,016,0001,0571,090900,04,111111,03,3,2,048,12,10,1,1,2,07,5,3,6,1,,31688
4,09,016,0001,0571,090900,05,111111,01,1,2,073,20,12,0,1,2,02,6,,4,5,5,31688
4,09,016,0001,0571,090900,05,111111,02,3,1,032,21,05,1,1,2,03,2,,6,1,,31688
4,09,007,0001,4166,090990,01,111111,01,1,1,050,16,03,0,1,2,09,3,5,5,1,,32634
4,09,007,0001,4166,090990,01,111111,02,2,2,050,05,04,0,1,2,06,3,2,5,1,,32634
4,09,007,0001,4166,090990,01,111111,03,3,2,022,15,02,0,1,1,07,3,3,6,4,5,32634
4,09,007,0001,4166,090990,01,111111,04,3,1,019,14,06,1,1,1,07,1,3,6,4,5,32634
4,09,007,0001,4166,090990,02,111111,01,1,1,056,17,04,0,1,2,07,5,3,5,6,5,32634
4,09,007,0001,4166,090990,02,111111,02,2,2,051,25,04,0,1,2,04,3,,5,5,5,32634
4,09,007,0001,4166,090990,02,111111,03,3,2,034,02,09,1,1,2,07,5,3,6,1,,32634
4,09,007,0001,4166,090990,02,111111,04,3,2,024,09,12,0,1,2,07,5,3,6,1,,32634
4,09,007,0001,4166,090990,02,111111,05,4,1,002,14,02,0,,,,,,,,,32634
4,09,007,0001,4166,090990,04,111111,01,1,2,087,08,07,1,1,2,00,0,,4,6,5,32634
4,09,007,0001,4166,090990,05,111111,01,1,2,030,07,03,0,1,2,06,3,2,6,1,,32634
4,09,007,0001,4166,090990,05,111111,02,4,1,027,29,12,0,1,2,03,3,,6,1,,32634
4,09,007,0001,4166,090990,05,111111,03,4,2,025,18,03,1,1,2,03,3,,6,1,,32634
4,09,017,0001,144A,091136,01,111111,01,1,2,074,06,01,0,1,2,03,3,,3,8,5,37884
4,09,017,0001,144A,091136,01,111111,02,7,1,050,18,03,0,1,2,04,3,,5,1,,37884
4,09,017,0001,144A,091136,01,111111,03,3,2,045,15,04,1,1,2,04,3,,5,5,5,37884
4,09,017,0001,144A,091136,01,111111,04,4,2,014,02,01,0,1,1,03,3,,6,4,5,37884
4,09,017,0001,144A,091136,02,111111,01,1,2,069,25,07,1,1,2,05,3,2,2,6,5,37884
4,09,017,0001,144A,091136,03,111111,01,1,1,049,24,07,1,1,2,07,5,3,5,6,5,37884
4,09,017,0001,144A,091136,04,111111,01,1,1,036,16,02,0,1,2,07,5,3,5,1,,37884
4,09,017,0001,144A,091136,04,111111,02,2,2,033,23,09,1,1,2,07,5,3,5,1,,37884
4,09,017,0001,144A,091136,04,111111,03,3,2,011,16,11,0,1,1,03,1,,,,,37884
4,09,017,0001,144A,091136,05,111111,01,1,2,048,08,06,1,1,2,03,3,,3,5,5,37884
4,09,017,0001,144A,091136,05,111111,02,3,2,025,19,02,0,1,2,04,3,,6,1,,37884
4,09,015,0001,1036,091150,01,111111,01,1,1,038,07,08,1,1,2,08,2,4,6,1,,40202
4,09,015,0001,1036,091150,02,111111,01,1,2,047,16,12,0,1,2,02,6,,3,1,,40202
4,09,015,0001,1036,091150,02,111111,02,3,1,024,02,08,0,1,2,03,3,,6,1,,40202
4,09,015,0001,1036,091150,02,111111,03,3,2,021,07,04,0,1,2,03,3,,6,5,5,40202
4,09,015,0001,1036,091150,02,111111,04,3,2,019,04,09,1,1,2,03,3,,6,1,,40202
4,09,015,0001,1036,091150,03,111111,01,1,2,056,17,07,1,1,2,02,6,,2,1,,40202
4,09,015,0001,1036,091150,03,111111,02,3,2,023,15,12,0,1,1,07,4,3,6,1,,40202
4,09,015,0001,1036,091150,03,111111,03,4,2,058,17,07,0,1,2,02,6,,5,5,5,40202
4,09,015,0001,1036,091150,03,111111,04,4,2,058,19,02,0,1,2,04,3,,5,8,5,40202
4,09,015,0001,1036,091150,04,111111,01,1,2,082,10,11,1,1,2,03,3,,4,5,5,40202
4,09,015,0001,1036,091150,05,111111,01,1,1,029,01,06,0,1,2,04,3,,5,1,,40202
4,09,015,0001,1036,091150,05,111111,02,2,2,025,20,08,1,1,2,03,3,,5,1,,40202
4,09,017,0001,0808,091151,01,111111,01,1,2,064,19,02,0,2,2,00,0,,5,1,,38317
4,09,017,0001,0808,091151,01,111111,02,2,1,066,22,08,0,1,2,02,3,,5,1,,38317
4,09,017,0001,0808,091151,01,111111,03,3,1,024,05,11,1,1,2,03,3,,6,8,5,38317
4,09,017,0001,0808,091151,02,111111,01,1,2,071,24,10,1,1,2,02,3,,4,5,5,38317
4,09,017,0001,0808,091151,04,111111,01,1,2,036,24,09,1,1,2,02,6,,6,1,,38317
4,09,017,0001,0808,091151,05,111111,01,1,1,071,07,05,0,1,2,02,6,,4,1,,38317
4,09,017,0001,0808,091151,05,111111,02,3,1,045,25,12,0,1,2,03,3,,5,1,,38317
4,09,017,0001,0808,091151,05,111111,03,4,2,048,26,07,0,1,2,02,3,,5,1,,38317
4,09,017,0001,0808,091151,05,111111,04,3,2,040,15,11,1,1,2,03,3,,6,1,,38317
4,09,012,0027,1782,091157,01,111111,01,1,1,039,20,12,0,1,2,03,3,,5,8,1,51237
4,09,012,0027,1782,091157,01,111111,02,2,2,037,14,04,1,1,2,03,3,,5,5,5,51237
4,09,012,0027,1782,091157,01,111111,03,4,1,070,28,12,0,1,2,01,2,,4,5,5,51237
4,09,012,0027,1782,091157,01,111111,04,3,2,014,13,02,0,1,1,03,2,,6,4,5,51237
4,09,012,0027,1782,091157,01,111111,05,3,2,011,16,06,0,1,1,02,5,,,,,51237
4,09,012,0027,1782,091157,02,111111,01,1,1,035,15,09,1,1,2,04,3,,5,1,,51237
4,09,012,0027,1782,091157,02,111111,02,2,2,034,21,08,0,1,2,06,3,2,5,1,,51237
4,09,012,0027,1782,091157,02,111111,03,3,1,006,07,05,0,1,1,01,3,,,,,51237
4,09,012,0027,1782,091157,02,111111,04,3,2,002,02,07,0,,,,,,,,,51237
4,09,012,0027,1782,091157,04,111111,01,1,1,041,07,02,0,1,2,06,3,2,1,1,,51237
4,09,012,0027,1782,091157,04,111111,02,2,2,033,12,06,1,1,2,03,3,,1,1,,51237
4,09,012,0027,1782,091157,04,111111,03,3,2,014,02,06,0,1,1,03,1,,6,4,5,51237
4,09,012,0027,1782,091157,04,111111,04,3,2,010,01,09,0,1,1,02,4,,,,,51237
4,09,012,0027,1782,091157,05,111111,01,1,1,063,29,04,0,1,2,02,1,,5,8,3,51237
4,09,012,0027,1782,091157,05,111111,02,2,2,063,02,11,1,1,2,02,4,,5,5,5,51237
4,09,008,0001,057A,091461,02,111111,01,1,1,062,29,09,1,2,2,00,0,,5,1,,103
4,09,008,0001,057A,091461,02,111111,02,2,2,072,29,09,0,2,2,00,0,,5,5,5,103
4,09,008,0001,057A,091461,02,111111,03,3,1,031,29,11,0,2,2,00,0,,5,7,,103
4,09,008,0001,057A,091461,04,131113,01,1,2,018,22,03,1,1,1,03,3,,1,1,,103
4,09,008,0001,057A,091461,04,231123,01,1,1,049,23,12,0,1,2,04,2,,5,1,,103
4,09,008,0001,057A,091461,04,231123,02,2,2,042,06,02,1,1,2,03,2,,5,5,5,103
4,09,008,0001,057A,091461,04,231123,03,3,2,014,06,08,0,1,1,02,4,,6,4,5,103
4,09,008,0001,057A,091461,04,231123,04,3,1,010,23,08,0,1,1,02,2,,,,,103
4,09,008,0001,057A,091461,04,231123,05,3,1,009,17,12,0,1,1,02,2,,,,,103
4,09,008,0001,057A,091461,04,231123,06,3,2,006,10,03,0,1,1,02,1,,,,,103
4,09,008,0001,057A,091461,04,231123,07,3,1,004,27,05,0,,,,,,,,,103
4,09,008,0001,057A,091461,04,331133,01,1,1,025,05,05,0,1,2,04,3,,5,1,,103
4,09,008,0001,057A,091461,04,331133,02,2,2,018,23,09,1,1,1,03,3,,5,4,5,103
4,09,008,0001,057A,091461,04,331133,03,3,2,000,15,06,0,,,,,,,,,103
4,09,008,0001,057A,091461,05,111111,01,1,1,034,18,06,0,1,2,02,4,,5,1,,103
4,09,008,0001,057A,091461,05,111111,02,2,2,034,18,09,1,1,2,03,3,,5,1,,103
4,09,008,0001,057A,091461,05,111111,03,3,1,014,24,10,0,1,1,03,1,,6,4,5,103
4,09,008,0001,057A,091461,05,111111,04,3,2,009,29,02,0,1,1,02,2,,,,,103
4,09,008,0001,057A,091461,05,111111,05,3,2,004,17,01,0,,,,,,,,,103
4,15,057,0001,1686,150591,01,111111,01,1,1,034,22,04,0,1,2,02,6,,5,1,,27290
4,15,057,0001,1686,150591,01,111111,02,2,2,033,25,10,1,1,2,02,6,,5,5,5,27290
4,15,057,0001,1686,150591,01,111111,03,3,1,006,20,07,0,1,1,01,3,,,,,27290
4,15,057,0001,1686,150591,02,111111,01,1,1,051,23,11,0,1,2,04,3,,5,1,,27290
4,15,057,0001,1686,150591,02,111111,02,2,2,048,07,06,1,1,2,02,6,,5,5,5,27290
4,15,057,0001,1686,150591,02,111111,03,3,1,028,13,12,0,1,2,06,3,2,6,1,,27290
4,15,057,0001,1686,150591,02,111111,04,3,1,021,10,11,0,1,2,06,3,2,6,1,,27290
4,15,057,0001,1686,150591,02,111111,05,3,2,006,20,11,0,1,1,02,1,,,,,27290
4,15,057,0001,1686,150591,02,111111,06,4,1,082,07,06,0,1,2,02,2,,5,6,5,27290
4,15,057,0001,1686,150591,02,111111,07,4,2,079,09,11,0,1,2,02,3,,5,8,5,27290
4,15,057,0001,1686,150591,03,111111,01,1,2,028,11,04,1,1,2,06,3,2,6,1,,27290
4,15,057,0001,1686,150591,03,111111,02,3,2,005,04,09,0,2,1,01,2,,,,,27290
4,15,057,0001,1686,150591,03,111111,03,3,1,003,19,07,0,,,,,,,,,27290
4,15,057,0001,1686,150591,04,111111,01,1,2,032,20,09,1,1,2,03,3,,5,5,5,27290
4,15,057,0001,1686,150591,04,111111,02,2,1,042,19,09,0,1,2,03,3,,5,1,,27290
4,15,057,0001,1686,150591,04,111111,03,4,2,019,20,08,0,1,2,02,6,,6,1,,27290
4,15,057,0001,1686,150591,04,111111,04,4,1,018,29,08,0,1,2,03,3,,6,1,,27290
4,15,057,0001,1686,150591,05,111111,01,1,1,033,31,01,0,1,2,02,2,,5,1,,27290
4,15,057,0001,1686,150591,05,111111,02,2,2,033,13,02,1,1,2,02,6,,5,5,5,27290
4,15,057,0001,1686,150591,05,111111,03,3,2,014,13,07,0,1,1,03,2,,6,4,5,27290
4,15,057,0001,1686,150591,05,111111,04,3,1,008,23,06,0,1,1,02,2,,,,,27290
4,15,057,0001,1686,150591,05,111111,05,3,1,003,31,05,0,,,,,,,,,27290
4,15,070,0001,0389,150827,01,111111,01,1,1,064,12,12,0,1,2,04,3,,5,1,,17337
4,15,070,0001,0389,150827,01,111111,02,2,2,043,24,10,1,1,2,03,3,,5,1,,17337
4,15,070,0001,0389,150827,01,111111,03,3,1,024,16,03,0,1,2,03,3,,1,1,,17337
4,15,070,0001,0389,150827,01,111111,04,3,2,023,06,12,0,1,2,07,3,3,6,1,,17337
4,15,070,0001,0389,150827,01,111111,05,3,2,022,11,08,2,1,2,04,3,,6,1,,17337
4,15,070,0001,0389,150827,01,111111,06,4,2,000,19,02,0,,,,,,,,,17337
4,15,070,0001,0389,150827,01,111111,07,4,2,002,14,04,0,,,,,,,,,17337
4,15,070,0001,0389,150827,02,111111,01,1,1,075,03,03,1,1,2,00,0,,5,1,,17337
4,15,070,0001,0389,150827,02,111111,02,2,2,068,26,11,0,1,2,02,3,,5,5,3,17337
4,15,070,0001,0389,150827,03,111111,01,1,2,055,19,01,1,1,2,02,6,,4,5,5,17337
4,15,070,0001,0389,150827,03,111111,02,3,1,032,10,07,0,2,2,00,0,,6,7,,17337
4,15,070,0001,0389,150827,04,111111,01,1,1,051,22,07,0,1,2,07,4,3,5,1,,17337
4,15,070,0001,0389,150827,04,111111,02,2,2,045,18,10,1,1,2,07,4,3,5,1,,17337
4,15,070,0001,0389,150827,04,111111,03,3,1,016,03,01,0,1,1,04,1,,6,4,5,17337
4,15,070,0001,0389,150827,04,111111,04,3,2,013,01,11,0,1,1,03,2,,6,4,5,17337
4,15,031,0001,0554,150856,01,111111,01,1,1,045,09,05,0,1,2,02,6,,5,2,,26323
4,15,031,0001,0554,150856,01,111111,02,2,2,042,03,03,0,1,2,02,6,,5,1,,26323
4,15,031,0001,0554,150856,01,111111,03,3,2,021,17,05,1,1,1,07,2,3,6,1,,26323
4,15,031,0001,0554,150856,02,111111,01,1,1,054,02,07,0,1,2,02,3,,5,1,,26323
4,15,031,0001,0554,150856,02,111111,02,4,1,001,20,03,0,,,,,,,,,26323
4,15,031,0001,0554,150856,02,111111,03,3,2,026,20,04,0,1,2,03,3,,1,1,,26323
4,15,031,0001,0554,150856,02,111111,04,4,2,030,10,12,0,1,2,02,6,,5,5,5,26323
4,15,031,0001,0554,150856,02,111111,05,3,1,021,26,08,1,1,2,04,3,,6,3,5,26323
4,15,031,0001,0554,150856,02,111111,06,4,1,024,25,08,0,1,2,03,3,,1,1,,26323
4,15,031,0001,0554,150856,02,111111,07,4,2,014,03,04,0,1,1,03,1,,6,4,5,26323
4,15,031,0001,0554,150856,02,111111,08,4,2,009,19,02,0,1,1,02,3,,,,,26323
4,15,031,0001,0554,150856,02,111111,09,4,2,006,05,04,0,1,1,01,1,,,,,26323
4,15,031,0001,0554,150856,03,111111,01,1,1,065,16,06,1,1,2,02,5,,5,1,,26323
4,15,031,0001,0554,150856,03,111111,02,2,2,053,15,01,0,2,2,00,0,,5,5,5,26323
4,15,031,0001,0554,150856,03,111111,03,3,1,032,29,04,0,1,2,02,6,,6,1,,26323
4,15,031,0001,0554,150856,03,111111,04,3,2,020,22,01,0,1,2,03,3,,6,8,5,26323
4,15,031,0001,0554,150856,04,111111,01,1,1,046,27,04,0,1,2,02,6,,5,1,,26323
4,15,031,0001,0554,150856,04,111111,02,2,2,045,19,07,0,1,2,01,1,,5,5,5,26323
4,15,031,0001,0554,150856,04,111111,03,3,2,024,01,08,1,1,2,07,5,3,6,1,,26323
4,15,031,0001,0554,150856,04,111111,04,3,1,023,29,01,0,1,2,04,1,,6,1,,26323
4,15,031,0001,0554,150856,04,111111,05,9,1,005,10,05,0,2,1,01,2,,,,,26323
4,15,031,0001,0554,150856,05,111111,01,1,1,025,17,03,0,1,2,02,6,,1,1,,26323
4,15,031,0001,0554,150856,05,111111,02,2,2,026,06,09,1,1,2,02,6,,1,5,1,26323
4,15,031,0001,0554,150856,05,111111,03,3,1,004,20,01,0,,,,,,,,,26323
4,15,109,0003,039A,150906,01,111111,01,1,1,041,21,01,1,1,2,03,1,,1,1,,27295
4,15,109,0003,039A,150906,01,111111,02,2,2,045,30,11,0,1,2,03,1,,1,5,5,27295
4,15,109,0003,039A,150906,01,111111,03,3,1,021,07,12,0,1,2,03,3,,6,1,,27295
4,15,109,0003,039A,150906,01,111111,04,3,2,014,07,02,0,1,2,02,6,,6,7,,27295
4,15,109,0003,039A,150906,01,111111,05,3,2,013,01,11,0,1,1,02,6,,6,4,5,27295
4,15,109,0003,039A,150906,01,111111,06,3,2,011,16,03,0,1,1,02,5,,,,,27295
4,15,109,0003,039A,150906,02,111111,01,1,1,036,24,02,0,1,2,02,6,,6,2,,27295
4,15,109,0003,039A,150906,02,111111,02,4,2,038,05,08,1,1,2,04,3,,6,5,5,27295
4,15,109,0003,039A,150906,02,111111,03,3,2,010,29,12,0,2,1,02,4,,,,,27295
4,15,109,0003,039A,150906,02,111111,04,3,2,005,09,09,0,1,1,01,2,,,,,27295
4,15,109,0003,039A,150906,02,111111,05,3,2,000,20,05,0,,,,,,,,,27295
4,15,109,0003,039A,150906,03,111111,01,1,1,046,24,10,1,1,2,02,6,,1,1,,27295
4,15,109,0003,039A,150906,03,111111,02,2,2,045,29,07,0,1,2,02,6,,1,1,,27295
4,15,109,0003,039A,150906,03,111111,03,3,2,019,05,10,0,1,2,04,3,,6,1,,27295
4,15,109,0003,039A,150906,03,111111,04,3,2,015,17,12,0,1,1,04,1,,6,4,5,27295
4,15,109,0003,039A,150906,03,111111,05,3,1,014,03,03,0,1,1,03,3,,6,4,5,27295
4,15,109,0003,039A,150906,03,111111,06,3,1,007,17,12,0,1,1,02,2,,,,,27295
4,15,109,0003,039A,150906,04,121112,01,1,1,045,05,06,1,1,2,03,3,,5,1,,27295
4,15,109,0003,039A,150906,04,121112,02,2,2,045,08,03,0,1,2,03,3,,5,5,5,27295
4,15,109,0003,039A,150906,04,121112,03,3,2,017,26,07,0,1,1,04,2,,6,4,5,27295
4,15,109,0003,039A,150906,04,121112,04,3,2,014,02,02,0,1,1,03,2,,6,4,5,27295
