"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","DIA,C,2","HORAI,C,2","MINUI,C,2","HORAT,C,2","MINUT,C,2","RESENT,C,2","POB,N,10,0","FACVIV,N,10,0"
1,09,017,0001,144A,091136,03,111111,19,17,20,17,55,01,1,37884
1,09,017,0001,144A,091136,04,111111,19,15,10,16,00,01,3,37884
1,09,017,0001,144A,091136,05,111111,19,16,10,17,00,01,2,37884
1,09,015,0001,1036,091150,01,111111,19,15,05,15,40,01,1,40202
1,09,015,0001,1036,091150,02,111111,11,10,30,11,05,01,4,40202
1,09,015,0001,1036,091150,03,111111,11,08,00,08,45,01,4,40202
1,09,015,0001,1036,091150,04,111111,11,09,20,10,00,01,1,40202
1,09,015,0001,1036,091150,05,111111,18,21,30,22,10,01,2,40202
1,09,017,0001,0808,091151,01,111111,09,17,15,18,25,01,3,38317
1,09,017,0001,0808,091151,02,111111,09,15,55,16,50,01,1,38317
1,09,017,0001,0808,091151,03,000011,09,16,00,99,99,07,0,0
1,09,017,0001,0808,091151,04,111111,09,14,25,15,40,01,1,38317
1,09,017,0001,0808,091151,05,111111,19,10,00,10,45,01,4,38317
1,09,012,0027,1782,091157,01,111111,16,09,00,10,20,01,5,51237
1,09,012,0027,1782,091157,02,111111,16,10,30,11,55,01,4,51237
1,09,012,0027,1782,091157,03,000011,16,12,00,99,99,07,0,0
1,09,012,0027,1782,091157,04,111111,16,12,30,13,15,01,4,51237
1,09,012,0027,1782,091157,05,111111,16,13,20,14,25,01,2,51237
1,09,008,0001,057A,091461,01,000011,13,99,99,99,99,07,0,0
1,09,008,0001,057A,091461,02,111111,13,14,00,14,55,01,3,103
1,09,008,0001,057A,091461,03,000011,13,99,99,99,99,07,0,0
1,09,008,0001,057A,091461,04,131113,15,19,14,20,08,01,1,103
1,09,008,0001,057A,091461,04,231123,19,11,00,12,10,01,7,103
1,09,008,0001,057A,091461,04,331133,19,12,20,13,05,01,3,103
1,09,008,0001,057A,091461,05,111111,13,15,00,16,00,01,5,103
1,10,005,0001,2204,100008,01,111111,16,09,04,09,45,01,8,3094
1,10,005,0001,2204,100008,02,111111,16,10,05,10,53,01,3,3094
1,10,005,0001,2204,100008,03,111111,22,14,35,15,21,01,5,3094
1,10,005,0001,2204,100008,04,111111,16,11,25,12,13,01,5,3094
1,10,005,0001,2204,100008,05,111111,16,13,14,13,31,01,5,3094
1,10,005,0001,0299,100017,01,000011,28,11,00,99,99,07,0,0
1,10,005,0001,0299,100017,02,000011,28,11,15,99,99,07,0,0
1,10,005,0001,0299,100017,03,000011,29,18,15,99,99,05,0,0
1,10,005,0001,0299,100017,04,111111,22,14,45,15,38,01,4,6089
1,10,005,0001,0299,100017,05,000011,29,18,00,99,99,05,0,0
1,10,005,0001,2469,100044,01,111111,21,20,40,21,30,01,3,2311
1,10,005,0001,2469,100044,02,111111,08,12,20,13,15,01,2,2311
1,10,005,0001,2469,100044,03,111111,09,10,30,11,20,01,5,2311
1,10,005,0001,2469,100044,04,111111,08,13,40,14,40,01,4,2311
1,10,005,0001,2469,100044,05,111111,18,15,40,18,20,01,5,2311
1,10,005,0001,4554,100049,01,111111,15,11,05,12,00,01,9,2341
1,10,005,0001,4554,100049,02,111111,23,12,30,13,40,01,5,2341
1,10,005,0001,4554,100049,03,111111,22,10,05,10,55,01,4,2341
1,10,005,0001,4554,100049,04,111111,19,17,47,18,35,01,4,2341
1,10,005,0001,4554,100049,05,111111,17,17,15,18,10,01,3,2341
1,10,005,0001,4592,100078,01,111111,18,15,40,16,20,01,4,786
1,10,005,0001,4592,100078,02,111111,14,11,00,12,30,01,4,786
1,10,005,0001,4592,100078,03,111111,21,19,20,20,00,01,7,786
1,10,005,0001,4592,100078,04,111111,18,16,20,17,00,01,1,786
1,10,005,0001,4592,100078,05,111111,14,12,40,13,55,01,2,786
1,10,005,0001,2191,100082,01,111111,22,12,30,13,10,01,4,3630
1,10,005,0001,2191,100082,02,000011,29,16,00,99,99,05,0,0
1,10,005,0001,2191,100082,03,111111,15,12,52,13,51,01,4,3630
1,10,005,0001,2191,100082,04,111111,28,15,26,16,15,01,5,3630
1,10,005,0001,2191,100082,05,111111,15,14,08,14,48,01,3,3630
1,10,005,0001,4041,100099,01,111111,09,13,05,14,10,01,6,3088
1,10,005,0001,4041,100099,02,111111,09,14,15,15,10,01,4,3088
1,10,005,0001,4041,100099,03,000011,28,16,00,99,99,07,0,0
1,10,005,0001,4041,100099,04,111111,11,15,40,16,30,01,5,3088
1,10,005,0001,4041,100099,05,111111,11,12,45,13,25,01,5,3088
1,10,005,0001,2350,100115,01,111111,14,11,28,12,20,01,7,2335
1,10,005,0001,2350,100115,02,111111,14,12,50,13,34,01,4,2335
1,10,005,0001,2350,100115,03,121112,24,17,20,18,14,01,5,2335
1,10,005,0001,2350,100115,03,221122,24,18,21,19,10,01,4,2335
1,10,005,0001,2350,100115,04,111111,28,11,30,99,99,02,7,0
1,10,005,0001,2350,100115,05,111111,24,09,05,09,53,01,3,2335
1,10,005,0001,3861,100137,01,000011,27,20,00,99,99,05,0,0
1,10,005,0001,3861,100137,02,111111,22,16,15,17,05,01,2,3672
1,10,005,0001,3861,100137,03,111111,10,12,39,14,00,01,4,3672
1,10,005,0001,3861,100137,04,111111,19,17,20,18,15,01,3,3672
1,10,005,0001,3861,100137,05,111111,08,11,45,12,30,01,2,3672
1,10,005,0001,0034,100144,01,111111,14,18,30,19,25,01,7,2223
1,10,005,0001,0034,100144,02,111111,11,10,05,11,05,01,3,2223
1,10,005,0001,0034,100144,03,111111,12,10,30,11,20,01,4,2223
1,10,005,0001,0034,100144,04,111111,15,15,10,16,10,01,3,2223
1,10,005,0001,0034,100144,05,111111,12,11,25,13,08,01,2,2223
1,10,005,0001,212A,100162,01,111111,15,08,50,09,40,01,7,3132
1,10,005,0001,212A,100162,02,111111,15,09,45,10,26,01,3,3132
1,10,005,0001,212A,100162,03,111111,15,10,45,11,34,01,4,3132
1,10,005,0001,212A,100162,04,111111,22,11,20,12,07,01,2,3132
1,10,005,0001,212A,100162,05,111111,22,08,35,09,19,01,4,3132
1,10,005,0001,2609,100226,01,111111,10,17,30,18,36,01,3,2906
1,10,005,0001,2609,100226,02,000011,28,10,25,99,99,07,0,0
1,10,005,0001,2609,100226,03,000011,29,17,15,99,99,05,0,0
1,10,005,0001,2609,100226,04,111111,09,12,03,12,56,01,5,2906
1,10,005,0001,2609,100226,05,111111,09,20,05,21,00,01,3,2906
1,10,005,0001,4554,100237,01,111111,15,12,45,13,30,01,4,2200
1,10,005,0001,4554,100237,02,111111,25,12,00,13,05,01,6,2200
1,10,005,0001,4554,100237,03,111111,17,18,25,19,25,01,4,2200
1,10,005,0001,4554,100237,04,111111,16,16,20,17,00,01,2,2200
1,10,005,0001,4554,100237,05,111111,16,17,10,18,10,01,4,2200
1,10,005,0001,2666,100265,01,111111,10,11,22,12,10,01,2,2167
1,10,005,0001,2666,100265,02,111111,10,12,33,13,24,01,6,2167
1,10,005,0001,2666,100265,03,111111,14,16,25,17,40,01,4,2167
1,10,005,0001,2666,100265,04,111111,23,14,05,14,50,01,3,2167
1,10,005,0001,2666,100265,05,111111,10,13,32,14,21,01,2,2167
1,10,005,0001,4357,100266,01,111111,08,17,50,18,21,01,1,3038
1,10,005,0001,4357,100266,02,111111,08,12,20,13,14,01,4,3038
1,10,005,0001,4357,100266,03,111111,08,10,56,11,39,01,3,3038
1,10,005,0001,4357,100266,04,111111,08,13,41,14,42,01,4,3038
1,10,005,0001,4357,100266,05,111111,08,13,26,14,32,01,4,3038
1,11,020,0001,2120,110014,01,111111,15,12,05,12,56,01,3,4166
1,11,020,0001,2120,110014,02,111111,15,12,56,13,54,01,3,4166
1,11,020,0001,2120,110014,03,111111,15,13,10,13,50,01,5,4166
1,11,020,0001,2120,110014,04,111111,15,13,30,14,30,01,5,4166
1,11,020,0001,2120,110014,05,111111,22,04,00,04,40,01,5,4166
1,11,020,0001,1457,110025,01,111111,14,15,10,15,45,01,2,4417
1,11,020,0001,1457,110025,02,111111,14,14,51,15,00,02,2,0
1,11,020,0001,1457,110025,03,111111,24,17,16,18,30,01,3,4417
1,11,020,0001,1457,110025,04,111111,14,15,57,16,46,01,4,4417
1,11,020,0001,1457,110025,05,111111,28,05,20,06,00,01,5,4417
1,11,020,0001,0478,110073,01,111111,18,08,20,09,24,01,8,3836
1,11,020,0001,0478,110073,02,111111,09,08,30,09,25,01,5,3836
1,11,020,0001,0478,110073,03,111111,09,08,35,08,45,01,5,3836
1,11,020,0001,0478,110073,04,111111,13,12,00,13,10,01,8,3836
1,11,020,0001,0478,110073,05,111111,09,07,00,08,00,01,4,3836
1,11,020,0001,3400,110103,01,111111,19,03,50,04,30,01,7,5408
1,11,020,0001,3400,110103,02,000011,27,09,00,10,00,05,0,0
1,11,020,0001,3400,110103,02,121112,19,03,44,16,20,01,3,5408
1,11,020,0001,3400,110103,03,121212,22,01,30,02,30,01,10,5408
1,11,020,0001,3400,110103,03,222222,27,10,00,10,45,01,2,5408
1,11,020,0001,3400,110103,04,111111,22,12,00,13,20,01,5,5408
1,11,020,0001,3400,110103,05,111111,27,09,00,09,50,01,5,5408
1,11,020,0001,1673,110140,01,111111,14,08,40,09,00,01,7,3538
1,11,020,0001,1673,110140,02,111111,13,13,20,14,10,01,4,3538
1,11,020,0001,1673,110140,03,111111,13,08,10,09,10,01,6,3538
1,11,020,0001,1673,110140,04,111111,11,19,42,20,42,01,6,3538
1,11,020,0001,1673,110140,05,000011,11,08,40,08,55,07,0,0
1,11,020,0001,3152,110192,01,000011,29,10,30,11,00,05,0,0
1,11,020,0001,3152,110192,02,111111,09,09,00,10,00,01,5,4741
1,11,020,0001,3152,110192,03,111111,09,04,00,05,00,01,5,4741
1,11,020,0001,3152,110192,04,111111,15,09,00,09,30,01,5,4741
1,11,020,0001,3152,110192,05,000011,08,01,00,01,30,07,0,0
1,11,031,0001,0039,110195,01,111111,16,01,00,02,00,01,5,3478
1,11,031,0001,0039,110195,02,111111,16,06,30,07,41,01,7,3478
1,11,031,0001,0039,110195,03,111111,17,05,30,06,37,01,6,3478
1,11,031,0001,0039,110195,04,111111,18,09,30,10,00,01,9,3478
1,11,031,0001,0039,110195,05,111111,20,03,40,04,32,01,7,3478
1,11,020,0001,0618,110201,01,000011,07,01,00,02,30,07,0,0
1,11,020,0001,0618,110201,02,000011,30,07,50,08,35,06,0,0
1,11,020,0001,0618,110201,03,111111,07,20,10,21,30,01,7,5536
1,11,020,0001,0618,110201,04,111111,08,20,17,21,17,01,1,5536
1,11,020,0001,0618,110201,05,111111,07,01,00,02,00,01,2,5536
1,11,031,0001,0310,110213,01,111111,20,04,20,05,20,01,6,10315
1,11,031,0001,0310,110213,02,111111,26,06,50,07,49,01,4,10315
1,11,031,0001,0310,110213,03,111111,16,03,00,04,10,01,6,10315
1,11,031,0001,0310,110213,04,111111,26,06,19,06,42,01,6,10315
1,11,031,0001,0310,110213,05,111111,17,17,15,19,27,01,5,10315
1,11,020,0001,2987,110243,01,111111,20,02,10,02,53,01,5,290
1,11,020,0001,2987,110243,02,111111,18,01,00,02,20,01,4,290
1,11,020,0001,2987,110243,03,111111,20,12,36,13,41,01,1,290
1,11,020,0001,2987,110243,04,131131,20,03,30,04,34,01,3,290
1,11,020,0001,2987,110243,04,231123,20,12,44,13,48,01,3,290
1,11,020,0001,2987,110243,04,331133,27,11,10,12,00,01,4,290
1,11,020,0001,2987,110243,05,111111,18,12,38,15,23,01,9,290
1,11,020,0001,2582,110246,01,111111,12,02,00,02,44,01,2,4693
1,11,020,0001,2582,110246,02,111111,12,10,50,11,45,01,6,4693
1,11,020,0001,2582,110246,03,111111,12,10,50,11,57,01,4,4693
1,11,020,0001,2582,110246,04,000011,12,10,30,10,45,07,0,0
1,11,020,0001,2582,110246,05,000011,12,12,15,13,19,06,0,0
1,11,020,0001,2582,110246,05,121112,12,12,15,13,19,01,5,4693
1,11,020,0001,196A,110279,01,111111,16,11,00,12,16,01,4,3798
1,11,020,0001,196A,110279,02,111111,16,11,23,11,55,01,2,3798
1,11,020,0001,196A,110279,03,111111,25,06,00,06,50,01,4,3798
1,11,020,0001,196A,110279,04,111111,26,16,47,17,28,01,3,3798
1,11,020,0001,196A,110279,05,111111,16,11,47,12,28,01,5,3798
1,11,020,0001,2794,110288,01,111111,23,05,40,06,24,01,5,3691
1,11,020,0001,2794,110288,02,111111,30,09,00,09,45,01,1,3691
1,11,020,0001,2794,110288,03,121112,09,03,45,04,25,01,5,3691
1,11,020,0001,2794,110288,03,221122,09,06,10,07,05,01,6,3691
1,11,020,0001,2794,110288,04,121112,24,09,05,09,48,01,10,3691
1,11,020,0001,2794,110288,04,221122,24,07,50,08,30,01,3,3691
1,11,020,0001,2794,110288,05,121112,09,05,15,06,02,01,1,3691
1,11,020,0001,2794,110288,05,221122,10,05,30,06,15,01,4,3691
1,11,020,0001,2493,110372,01,111111,15,03,30,04,30,01,1,4377
1,11,020,0001,2493,110372,02,111111,15,03,57,04,10,01,2,4377
1,11,020,0001,2493,110372,03,111111,28,06,00,06,30,01,3,4377
1,11,020,0001,2493,110372,04,111111,11,12,46,13,46,01,3,4377
1,11,020,0001,2493,110372,05,111111,30,03,00,03,30,02,3,0
1,11,020,0001,0177,110385,01,000011,14,01,21,01,30,07,0,0
1,11,020,0001,0177,110385,02,111111,14,01,05,01,34,01,5,10576
1,11,020,0001,0177,110385,03,111111,25,03,00,04,30,01,4,10576
1,11,020,0001,0177,110385,04,111111,14,11,50,12,53,01,4,10576
1,11,020,0001,0177,110385,05,111111,18,06,50,08,14,01,5,10576
1,11,020,0001,0514,110419,01,121112,09,14,23,15,45,01,4,3479
1,11,020,0001,0514,110419,01,221122,23,13,52,14,35,01,3,3479
1,11,020,0001,0514,110419,02,111111,10,11,45,13,15,01,2,3479
1,11,020,0001,0514,110419,03,111111,09,21,20,22,00,01,5,3479
1,11,020,0001,0514,110419,04,111111,13,09,15,10,24,01,8,3479
1,11,020,0001,0514,110419,05,111111,09,16,20,18,55,01,3,3479
1,11,020,0001,2629,110467,01,131113,17,08,45,09,26,01,1,4325
1,11,020,0001,2629,110467,01,231123,19,12,30,13,13,01,1,4325
1,11,020,0001,2629,110467,01,331133,24,09,30,10,00,01,1,4325
1,11,020,0001,2629,110467,02,111111,17,08,45,09,35,01,4,4325
1,11,020,0001,2629,110467,03,000011,10,03,20,03,27,08,0,0
1,11,020,0001,2629,110467,04,111111,10,03,25,03,32,01,3,4325
1,11,020,0001,2629,110467,05,111111,24,10,00,10,10,02,2,0
1,11,020,0001,011A,110470,01,000011,16,02,30,02,45,08,0,0
1,11,020,0001,011A,110470,02,111111,28,02,45,03,25,01,2,10055
1,11,020,0001,011A,110470,03,111111,14,12,00,12,45,01,3,10055
1,11,020,0001,011A,110470,04,111111,29,10,33,11,40,01,3,10055
1,11,020,0001,011A,110470,05,111111,14,22,05,23,20,01,7,10055
1,11,020,0001,2845,110517,01,111111,25,05,35,06,08,01,5,4007
1,11,020,0001,2845,110517,02,111212,10,09,10,10,04,01,13,4007
1,11,020,0001,2845,110517,03,111111,12,03,50,04,45,01,6,4007
1,11,020,0001,2845,110517,04,111111,16,09,15,09,30,01,4,4007
1,11,020,0001,2845,110517,05,111111,16,08,00,09,05,01,4,4007
1,11,020,0001,3059,110559,01,111111,11,09,15,10,36,01,4,3393
1,11,020,0001,3059,110559,02,111111,08,05,00,06,00,01,6,3393
1,11,020,0001,3059,110559,03,111111,08,10,00,11,00,01,5,3393
1,11,020,0001,3059,110559,04,141114,26,10,28,11,28,01,2,3393
1,11,020,0001,3059,110559,04,241124,26,11,03,12,03,01,4,3393
1,11,020,0001,3059,110559,04,341134,26,10,50,11,21,01,4,3393
1,11,020,0001,3059,110559,04,441144,26,11,27,11,56,01,4,3393
1,11,020,0001,3059,110559,05,111111,09,08,00,10,00,01,6,3393
1,12,001,0001,4342,120009,01,111111,17,11,50,12,23,01,5,2273
1,12,001,0001,4342,120009,02,111111,16,17,11,17,40,01,3,2273
1,12,001,0001,4342,120009,03,000011,09,14,05,14,10,07,0,0
1,12,001,0001,4342,120009,04,111111,18,20,05,20,34,01,7,2273
1,12,001,0001,4342,120009,05,111111,18,19,19,20,00,01,9,2273
1,12,001,0001,2810,120017,01,111111,10,10,20,11,00,01,2,2879
1,12,001,0001,2810,120017,02,111111,10,15,18,15,45,01,3,2879
1,12,001,0001,2810,120017,03,111111,10,12,20,13,22,01,4,2879
1,12,001,0001,2810,120017,04,111111,10,11,10,11,45,01,2,2879
1,12,001,0001,2810,120017,05,111111,10,20,00,20,15,01,3,2879
1,12,001,0001,3378,120044,01,111111,12,08,40,09,35,01,3,2906
1,12,001,0001,3378,120044,02,111111,19,10,00,10,48,01,2,2906
1,12,001,0001,3378,120044,03,111111,12,10,20,11,00,01,4,2906
1,12,001,0001,3378,120044,04,111111,19,11,20,11,58,01,3,2906
1,12,001,0001,3378,120044,05,111111,12,11,00,11,50,01,4,2906
1,12,001,0001,2736,120071,01,000011,20,18,45,19,15,06,0,0
1,12,001,0001,2736,120071,02,111111,13,11,00,11,45,01,4,6040
1,12,001,0001,2736,120071,03,000011,20,19,20,19,28,07,0,0
1,12,001,0001,2736,120071,04,000011,13,11,35,11,42,07,0,0
1,12,001,0001,2736,120071,05,000011,20,19,30,19,41,07,0,0
1,12,001,0001,1386,120073,01,111111,13,13,30,14,30,01,1,2281
1,12,001,0001,1386,120073,02,111111,12,11,30,12,30,01,8,2281
1,12,001,0001,1386,120073,03,111111,13,12,10,13,11,01,5,2281
1,12,001,0001,1386,120073,04,111111,20,16,00,17,00,01,8,2281
1,12,001,0001,1386,120073,05,111111,12,12,40,13,40,01,6,2281
1,12,001,0001,493A,120074,01,111111,11,12,30,13,30,02,4,0
1,12,001,0001,493A,120074,02,111111,11,13,40,14,50,01,5,3317
1,12,001,0001,493A,120074,03,111111,11,11,20,12,24,01,3,3317
1,12,001,0001,493A,120074,04,111111,13,13,00,14,00,01,8,3317
1,12,001,0001,493A,120074,05,111111,11,14,50,15,00,01,6,3317
1,12,001,0001,0477,120075,01,111111,07,18,01,18,58,01,4,1408
1,12,001,0001,0477,120075,02,000011,11,17,30,17,40,06,0,0
1,12,001,0001,0477,120075,03,111111,14,17,04,18,01,01,3,1408
1,12,001,0001,0477,120075,04,111111,11,18,00,18,40,01,5,1408
1,12,001,0001,0477,120075,05,111111,14,18,12,18,59,01,3,1408
1,12,001,0001,4450,120082,01,111111,14,12,15,12,42,01,3,2615
1,12,001,0001,4450,120082,02,111111,17,17,02,17,45,01,5,2615
1,12,001,0001,4450,120082,03,111111,14,13,15,13,40,01,1,2615
1,12,001,0001,4450,120082,04,111111,14,14,10,14,51,01,1,2615
1,12,001,0001,4450,120082,05,111111,17,19,05,19,45,01,4,2615
1,12,001,0001,3274,120108,01,121112,22,11,00,12,00,01,6,2832
1,12,001,0001,3274,120108,01,221122,07,18,15,19,15,01,4,2832
1,12,001,0001,3274,120108,02,111111,17,10,00,11,00,01,3,2832
1,12,001,0001,3274,120108,03,111111,07,15,30,16,30,01,3,2832
1,12,001,0001,3274,120108,04,111111,07,12,00,12,55,01,9,2832
1,12,001,0001,3274,120108,05,111111,07,17,00,18,00,01,2,2832
1,12,001,0001,3486,120115,01,111111,14,12,00,13,00,01,4,2876
1,12,001,0001,3486,120115,02,000011,22,17,00,17,05,07,0,0
1,12,001,0001,3486,120115,03,111111,14,13,15,15,30,01,2,2876
1,12,001,0001,3486,120115,04,121112,14,17,00,18,00,01,2,2876
1,12,001,0001,3486,120115,04,221122,14,15,45,17,00,01,2,2876
1,12,001,0001,3486,120115,05,111111,22,13,00,14,00,01,3,2876
1,12,001,0001,1511,120133,01,111111,20,18,00,19,00,01,6,3941
1,12,001,0001,1511,120133,02,111111,09,18,50,19,30,01,3,3941
1,12,001,0001,1511,120133,03,111111,09,19,35,20,30,01,4,3941
1,12,001,0001,1511,120133,04,111111,09,17,00,18,00,01,3,3941
1,12,001,0001,1511,120133,05,000011,08,19,20,19,25,07,0,0
1,12,001,0001,2882,120136,01,111111,23,19,23,20,01,01,3,2316
1,12,001,0001,2882,120136,02,111111,11,17,13,18,08,01,8,2316
1,12,001,0001,2882,120136,03,111111,24,12,58,13,29,01,2,2316
1,12,001,0001,2882,120136,04,111111,24,11,40,12,30,01,2,2316
1,12,001,0001,2882,120136,05,111111,11,15,57,16,38,01,3,2316
1,12,001,0001,4747,120137,01,111111,14,12,08,12,35,01,6,4160
1,12,001,0001,4747,120137,02,111111,24,07,30,08,05,01,5,4160
1,12,001,0001,4747,120137,03,111111,24,08,10,08,45,01,2,4160
1,12,001,0001,4747,120137,04,000011,21,10,00,10,05,07,0,0
1,12,001,0001,4747,120137,05,000011,21,10,30,10,35,07,0,0
1,12,001,0001,1333,120162,01,111111,10,13,15,14,12,01,5,2400
1,12,001,0001,1333,120162,02,000011,22,15,00,15,05,07,0,0
1,12,001,0001,1333,120162,03,111111,10,14,30,16,00,01,3,2400
1,12,001,0001,1333,120162,04,111111,10,19,30,21,30,01,6,2400
1,12,001,0001,1333,120162,05,111111,20,19,00,20,00,01,8,2400
1,12,001,0001,2469,120172,01,111111,10,11,46,12,33,01,4,4030
1,12,001,0001,2469,120172,02,111111,22,17,50,18,20,01,5,4030
1,12,001,0001,2469,120172,03,111111,10,10,43,11,26,01,4,4030
1,12,001,0001,2469,120172,04,111111,13,09,58,10,38,01,5,4030
1,12,001,0001,2469,120172,05,000011,22,09,30,09,35,06,0,0
1,12,001,0001,0405,120261,01,111111,08,13,01,13,40,01,4,2557
1,12,001,0001,0405,120261,02,111111,20,12,00,12,40,01,3,2557
1,12,001,0001,0405,120261,03,111111,13,09,00,10,00,01,4,2557
1,12,001,0001,0405,120261,04,111111,08,14,10,15,03,01,5,2557
1,12,001,0001,0405,120261,05,000011,07,01,05,01,08,07,0,0
1,12,001,0001,2986,120265,01,111111,08,15,30,16,20,01,6,2871
1,12,001,0001,2986,120265,02,111111,16,16,15,17,15,01,2,2871
1,12,001,0001,2986,120265,03,111111,09,14,20,15,20,01,5,2871
1,12,001,0001,2986,120265,04,111111,18,16,00,17,00,01,2,2871
1,12,001,0001,2986,120265,05,111111,09,13,00,14,10,01,4,2871
1,12,001,0001,5069,120267,01,111111,10,11,00,12,00,01,5,2762
1,12,001,0001,5069,120267,02,111111,10,16,30,17,20,01,1,2762
1,12,001,0001,5069,120267,03,111111,10,17,30,18,50,01,2,2762
1,12,001,0001,5069,120267,04,111111,16,15,45,16,40,01,2,2762
1,12,001,0001,5069,120267,05,111111,10,13,00,14,00,01,3,2762
1,12,001,0001,2242,120327,01,111111,09,13,00,13,38,01,3,2800
1,12,001,0001,2242,120327,02,111111,09,16,45,18,00,01,1,2800
1,12,001,0001,2242,120327,03,111111,09,11,28,12,10,01,6,2800
1,12,001,0001,2242,120327,04,111111,09,18,00,18,40,01,3,2800
1,12,001,0001,2242,120327,05,111111,09,14,00,14,30,01,5,2800
1,12,001,0001,0496,120365,01,111111,11,10,54,11,31,01,3,2982
1,12,001,0001,0496,120365,02,111111,21,20,35,22,32,01,4,2982
1,12,001,0001,0496,120365,03,111111,13,13,59,14,39,01,4,2982
1,12,001,0001,0496,120365,04,111111,13,14,46,15,33,01,6,2982
1,12,001,0001,0496,120365,05,111212,21,13,06,14,00,01,11,2982
1,13,048,0001,1616,131002,01,111111,15,18,45,19,25,01,3,993
1,13,048,0001,1616,131002,02,111111,15,19,30,20,13,01,4,993
1,13,048,0001,1616,131002,03,111111,15,19,00,19,45,01,2,993
1,13,048,0001,1616,131002,04,111111,16,18,00,18,40,01,3,993
1,13,048,0001,1616,131002,05,111111,15,18,50,19,40,01,5,993
1,13,048,0001,0444,131004,01,111111,07,13,30,14,10,01,2,1737
1,13,048,0001,0444,131004,02,111111,24,19,10,19,55,01,1,1737
1,13,048,0001,0444,131004,03,111111,07,14,15,15,00,01,5,1737
1,13,048,0001,0444,131004,04,111111,08,10,40,11,45,01,2,1737
1,13,048,0001,0444,131004,05,111111,19,12,00,13,00,01,3,1737
1,13,048,0001,0919,131011,01,111111,28,14,20,15,00,01,5,1049
1,13,048,0001,0919,131011,02,111111,19,11,05,11,50,01,3,1049
1,13,048,0001,0919,131011,03,000011,10,14,45,14,48,07,0,0
1,13,048,0001,0919,131011,04,111111,19,11,00,11,40,01,3,1049
1,13,048,0001,0919,131011,05,111111,10,15,15,16,00,01,5,1049
1,13,048,0001,0247,131016,01,111111,14,11,05,11,45,01,2,843
1,13,048,0001,0247,131016,02,111111,16,19,10,19,45,01,2,843
1,13,048,0001,0247,131016,03,121112,25,15,50,16,30,01,2,843
1,13,048,0001,0247,131016,03,221122,25,18,30,19,10,01,4,843
1,13,048,0001,0247,131016,04,111111,21,15,45,16,45,01,2,843
1,13,048,0001,0247,131016,05,000011,14,11,18,11,25,07,0,0
1,13,048,0001,1620,131037,01,000011,23,12,40,12,50,07,0,0
1,13,048,0001,1620,131037,02,111111,29,11,03,11,48,01,2,1053
1,13,048,0001,1620,131037,03,111111,11,10,55,11,35,01,2,1053
1,13,048,0001,1620,131037,04,111111,16,18,00,18,45,01,2,1053
1,13,048,0001,1620,131037,05,000011,11,10,45,10,55,07,0,0
1,13,048,0001,0406,131067,01,111111,29,15,01,15,49,01,5,1721
1,13,048,0001,0406,131067,02,111111,25,18,00,18,45,01,2,1721
1,13,048,0001,0406,131067,03,111111,23,18,20,19,20,01,6,1721
1,13,048,0001,0406,131067,04,111111,19,09,50,10,35,01,7,1721
1,13,048,0001,0406,131067,05,111111,19,10,15,11,05,01,3,1721
1,13,048,0001,0213,131102,01,111111,16,12,35,13,20,01,3,887
1,13,048,0001,0213,131102,02,111111,21,14,15,15,10,01,7,887
1,13,048,0001,0213,131102,03,111111,23,14,45,15,28,01,4,887
1,13,048,0001,0213,131102,04,111111,17,10,40,11,25,01,2,887
1,13,048,0001,0213,131102,05,000011,16,12,45,12,50,07,0,0
1,13,048,0001,0228,131104,01,111111,25,14,00,14,45,01,4,1046
1,13,048,0001,0228,131104,02,111111,17,12,08,12,53,01,5,1046
1,13,048,0001,0228,131104,03,111111,24,13,20,14,10,01,2,1046
1,13,048,0001,0228,131104,04,111111,17,12,00,12,50,01,2,1046
1,13,048,0001,0228,131104,05,111111,25,10,20,11,05,01,3,1046
1,13,051,0060,037A,131135,01,111111,15,10,55,11,40,01,3,988
1,13,051,0060,037A,131135,02,111111,15,11,40,12,35,01,2,988
1,13,051,0060,037A,131135,03,111111,23,13,25,14,25,01,4,988
1,13,051,0060,037A,131135,04,111111,23,12,30,13,15,01,5,988
1,13,051,0060,037A,131135,05,111111,15,10,10,10,50,01,3,988
1,13,048,0001,1264,131163,01,111111,10,10,05,10,45,01,3,1071
1,13,048,0001,1264,131163,02,111111,16,09,30,10,15,01,4,1071
1,13,048,0001,1264,131163,03,111111,15,17,40,18,23,01,4,1071
1,13,048,0001,1264,131163,04,111111,11,11,50,12,35,01,5,1071
1,13,048,0001,1264,131163,05,111111,15,17,40,18,10,01,5,1071
1,13,048,0001,0444,131167,01,111111,07,13,15,14,55,01,3,1023
1,13,048,0001,0444,131167,02,111111,23,17,10,17,58,01,2,1023
1,13,048,0001,0444,131167,03,000011,07,10,10,10,18,07,0,0
1,13,048,0001,0444,131167,04,111111,23,17,20,18,00,01,4,1023
1,13,048,0001,0444,131167,05,111111,08,10,45,11,40,01,2,1023
1,13,048,0001,1033,131197,01,111111,15,13,10,13,55,01,4,1012
1,13,048,0001,1033,131197,02,000011,29,15,30,15,35,07,0,0
1,13,048,0001,1033,131197,03,111111,29,09,00,09,45,01,1,1012
