"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","SABECONACY,C,1","TELE,C,1","RADIO,C,1","PEROREV,C,1","LIBROS,C,1","INTERNET,C,1","OTROS,C,1","NOSABECONA,C,1","PUREVCIETE,C,1","DIFACTCYTM,C,1","FINEMPDEST,C,1","APOPROYCUL,C,1","BECAPOSG,C,1","INVEST,C,1","FININVUNI,C,1","CONSESC,C,1","OTRAS,C,1","TEXTO,C,30","OPNCONA,C,1","BECPOSNAC,C,1","BECPOSEXT,C,1","BECESTTEC,C,1","INCINVDES,C,1","FONMIX,C,1","FONSEC,C,1","FONINS,C,1","PROAVA,C,1","SISNACINV,C,1","REDCON,C,1","COOPINST,C,1","REGNACCIEN,C,1","SISINFCIET,C,1","INFEDOCIET,C,1","APOYINV,C,1","SISNACINV2,C,1","BECPOS,C,1","APODESTEC,C,1","PROGRETREP,C,1","PRIOCONA,C,1","RELCONCIEN,C,1","POLACTCONA,C,1","OBSERVACIO,C,254","NUMREN,C,2","FACPER,N,10,0"
01,050,2,C,12,001,0001,3486,120115,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7114
01,054,1,C,12,001,0001,3486,120115,04,121112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7543
01,032,2,C,12,001,0001,3486,120115,04,221122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7114
01,025,1,C,12,001,0001,3486,120115,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7543
01,036,2,C,12,001,0001,1511,120133,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,8598
01,042,1,C,12,001,0001,1511,120133,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,21098
01,034,2,C,12,001,0001,1511,120133,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,8598
01,027,2,C,12,001,0001,1511,120133,04,111111,1,0,0,1,0,0,1,1,1,1,1,1,2,1,1,3,3,,2,2,2,1,1,3,3,1,3,1,2,1,1,1,1,1,3,4,2,5,4,3,1,,01,8598
01,052,1,C,12,001,0001,2882,120136,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6074
01,028,2,C,12,001,0001,2882,120136,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,5729
01,068,1,C,12,001,0001,2882,120136,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6074
01,060,1,C,12,001,0001,2882,120136,04,111111,1,1,1,1,0,0,0,1,1,1,1,2,1,1,2,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,,01,6074
01,031,1,C,12,001,0001,2882,120136,05,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6074
01,030,2,C,12,001,0001,4747,120137,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7770
01,025,2,C,12,001,0001,4747,120137,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7770
01,040,2,C,12,001,0001,4747,120137,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7770
01,037,2,C,12,001,0001,1333,120162,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,5937
01,034,2,C,12,001,0001,1333,120162,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5937
01,033,2,C,12,001,0001,1333,120162,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,5937
01,040,2,C,12,001,0001,1333,120162,05,111111,1,1,0,0,0,0,0,1,2,1,1,2,2,1,1,2,2,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,2,4,1,3,1,,05,5937
01,044,2,C,12,001,0001,2469,120172,01,111111,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,2,,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,2,3,1,,02,9969
01,030,1,C,12,001,0001,2469,120172,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,10570
01,031,1,C,12,001,0001,2469,120172,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,10570
01,024,2,C,12,001,0001,2469,120172,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,9969
01,041,1,C,12,001,0001,0405,120261,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6707
01,021,1,C,12,001,0001,0405,120261,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,6707
01,019,2,C,12,001,0001,0405,120261,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6325
01,024,1,C,12,001,0001,0405,120261,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,6707
01,018,1,C,12,001,0001,2986,120265,01,111111,1,1,0,0,0,0,0,1,1,1,2,2,2,1,1,2,2,,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,3,1,3,4,2,1,,02,7530
01,059,2,C,12,001,0001,2986,120265,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7102
01,023,2,C,12,001,0001,2986,120265,03,111111,1,1,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,3,4,5,3,1,1,,03,7102
01,070,1,C,12,001,0001,2986,120265,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7530
01,059,2,C,12,001,0001,2986,120265,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7102
01,038,1,C,12,001,0001,5069,120267,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7244
01,030,1,C,12,001,0001,5069,120267,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7244
01,020,2,C,12,001,0001,5069,120267,03,111111,1,1,0,0,0,1,0,1,2,1,1,1,1,1,1,1,2,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,,02,6832
01,050,2,C,12,001,0001,5069,120267,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6832
01,044,2,C,12,001,0001,5069,120267,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6832
01,045,1,C,12,001,0001,2242,120327,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7344
01,051,2,C,12,001,0001,2242,120327,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6926
01,048,1,C,12,001,0001,2242,120327,03,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7344
01,022,2,C,12,001,0001,2242,120327,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6926
01,027,2,C,12,001,0001,2242,120327,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6926
01,073,2,C,12,001,0001,0496,120365,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6506
01,055,2,C,12,001,0001,0496,120365,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6506
01,018,2,C,12,001,0001,0496,120365,03,111111,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,2,2,,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,3,4,1,5,3,2,3,,03,6506
01,036,2,C,12,001,0001,0496,120365,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6506
01,062,1,C,12,001,0001,0496,120365,05,111212,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,15964
01,043,1,C,32,056,0001,0612,320012,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2459
01,033,1,C,32,056,0001,0612,320012,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2459
01,023,2,C,32,056,0001,0612,320012,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1275
01,030,1,C,32,056,0001,0612,320012,04,111212,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,2459
01,023,2,C,32,056,0001,0612,320012,05,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,1275
01,073,2,C,32,056,0001,0701,320017,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1201
01,048,2,C,32,056,0001,0701,320017,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1201
01,039,1,C,32,056,0001,0701,320017,03,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1211
01,028,1,C,32,056,0001,0701,320017,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,1211
01,041,1,C,32,056,0001,0701,320017,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1211
01,020,2,C,32,017,0001,1148,320063,01,111111,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,1135
01,027,2,C,32,017,0001,1148,320063,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1135
01,044,2,C,32,017,0001,1148,320063,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1135
01,050,1,C,32,017,0001,1148,320063,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1145
01,024,2,C,32,017,0001,0949,320068,01,111111,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,2,2,,2,2,2,2,3,2,3,1,3,1,3,3,1,3,1,1,1,1,1,4,3,2,1,,01,1377
01,069,1,C,32,017,0001,0949,320068,02,111111,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,3,3,,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,6,4,1,1,,01,1389
01,026,2,C,32,017,0001,0949,320068,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,1377
01,026,2,C,32,017,0001,0949,320068,04,111111,1,1,1,0,0,0,0,1,1,1,1,1,3,1,1,2,3,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,1,,02,1377
01,019,1,C,32,017,0001,0949,320068,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1389
01,048,2,C,32,056,0001,0735,320077,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,977
01,054,2,C,32,056,0001,0735,320077,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,977
01,045,2,C,32,056,0001,0735,320077,05,111111,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,3,,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,,01,977
01,040,1,C,32,056,0001,0735,320077,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,986
01,063,2,C,32,056,0001,0735,320077,02,121112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,977
01,033,2,C,32,056,0001,0735,320077,02,221122,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,977
01,054,2,C,32,017,0001,0667,320123,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,984
01,052,2,C,32,017,0001,0667,320123,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,984
01,049,2,C,32,017,0001,0667,320123,03,111111,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,984
01,029,2,C,32,017,0001,0667,320123,04,111111,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,,1,1,1,1,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,6,3,2,1,,02,984
01,052,2,C,32,017,0001,0667,320123,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,984
01,030,2,C,32,017,0001,0597,320128,01,111111,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1187
01,090,2,C,32,017,0001,0597,320128,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,1187
01,066,2,C,32,017,0001,0597,320128,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1187
01,038,2,C,32,017,0001,0597,320128,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1187
01,026,2,C,32,017,0001,0597,320128,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1187
01,048,1,C,32,056,0001,0345,320132,01,111111,1,1,1,1,0,0,0,1,1,1,3,2,1,1,1,2,3,,2,1,1,1,2,2,2,3,3,1,2,1,1,2,2,2,3,2,2,2,4,2,2,,01,1682
01,055,2,C,32,056,0001,0345,320132,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4326
01,054,1,C,32,056,0001,0345,320132,04,111111,1,1,1,0,0,0,0,1,1,1,1,2,1,1,1,2,3,,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,3,3,2,,01,1682
01,025,1,C,32,056,0001,0345,320132,05,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,1682
01,048,1,C,32,017,0001,0205,320135,01,111111,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,3,1,3,1,1,1,3,1,1,1,1,2,4,3,1,5,4,4,2,,01,2258
02,035,2,C,32,017,0001,0205,320135,02,111111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,0
01,048,2,C,32,017,0001,0205,320135,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2903
01,026,1,C,32,017,0001,0205,320135,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2258
01,019,2,C,32,017,0001,0205,320135,05,111111,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,2903
01,058,1,C,32,017,0001,0686,320136,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2267
01,035,2,C,32,017,0001,0686,320136,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1176
01,044,2,C,32,017,0001,0686,320136,03,111111,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,,2,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,,01,1176
01,044,2,C,32,017,0001,0686,320136,04,111111,1,1,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1176
01,033,2,C,32,017,0001,0686,320136,05,111111,1,1,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1176
01,021,1,C,32,056,0001,1080,320139,01,111111,1,1,1,0,0,0,0,1,1,1,1,2,1,1,1,2,3,,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,3,1,1,1,3,2,1,,03,988
01,044,1,C,32,056,0001,1080,320139,03,111111,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,3,,3,1,1,2,2,2,2,1,2,1,2,2,1,1,2,5,5,5,5,5,3,3,2,,01,988
01,021,2,C,32,056,0001,1080,320139,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,979
01,019,2,C,32,056,0001,1080,320139,05,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,979
01,059,2,C,32,056,0001,0379,320186,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,961
01,019,1,C,32,056,0001,0379,320186,02,111111,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,2,3,,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,2,,03,970
01,021,2,C,32,056,0001,0379,320186,03,111111,1,1,0,1,0,1,0,1,1,1,3,1,1,1,1,2,3,,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,3,2,1,,03,961
01,053,1,C,32,056,0001,0379,320186,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,970
01,063,2,C,32,056,0001,0720,320187,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1101
01,019,2,C,32,056,0001,0720,320187,02,111111,1,1,1,0,0,0,0,1,2,1,3,2,1,1,1,2,3,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,4,3,2,2,,05,1101
01,025,1,C,32,056,0001,0720,320187,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2123
01,026,2,C,32,056,0001,0720,320187,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,1101
01,045,2,C,32,056,0001,0720,320187,05,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1101
01,041,1,C,32,017,0001,0737,320213,01,111111,1,1,0,0,0,0,0,1,1,1,3,3,1,1,1,3,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,6,3,2,1,,01,1038
01,033,2,C,32,017,0001,0737,320213,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1029
01,065,1,C,32,017,0001,0737,320213,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1038
01,043,1,C,32,017,0001,0737,320213,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1038
01,040,1,C,32,017,0001,0737,320213,05,111111,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,,2,1,1,3,3,3,2,1,1,1,2,1,2,2,3,2,2,2,2,6,3,2,1,,01,1038
01,046,1,C,32,017,0001,1129,320304,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,995
01,021,1,C,32,017,0001,1129,320304,02,111111,1,1,1,1,0,1,0,1,1,1,3,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,6,3,2,2,,04,995
01,040,1,C,32,017,0001,1129,320304,03,111111,1,1,1,1,0,0,0,1,1,1,1,3,1,1,1,3,3,,2,1,3,1,3,3,3,1,3,1,3,1,1,1,3,2,3,2,1,4,3,2,1,,01,995
01,037,1,C,32,017,0001,1129,320304,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,995
01,039,1,C,32,017,0001,1129,320304,05,111111,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,,01,995
01,050,1,C,32,056,0001,074A,320315,01,111111,1,0,0,1,0,0,0,1,1,1,2,1,1,1,1,2,3,,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,1,1,3,2,1,,01,2468
01,055,1,C,32,056,0001,074A,320315,02,111111,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,3,,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,,01,2468
01,032,2,C,32,056,0001,074A,320315,03,121112,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1280
01,033,2,C,32,056,0001,074A,320315,03,221122,1,1,0,1,0,0,0,1,1,1,3,2,2,1,1,2,3,,3,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,6,3,3,1,,02,1280
01,054,1,C,32,056,0001,074A,320315,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2468
01,030,2,C,32,056,0001,0612,320336,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,1158
01,033,2,C,32,056,0001,0612,320336,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1158
01,044,1,C,32,056,0001,0612,320336,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2232
01,023,2,C,32,056,0001,0612,320336,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,1158
01,045,2,C,32,056,0001,0612,320336,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1158
01,034,1,C,32,056,0001,0063,320337,01,111111,1,1,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1097
01,082,2,C,32,056,0001,0063,320337,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1088
01,041,2,C,32,056,0001,0063,320337,03,111111,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,3,,2,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,,02,1088
01,035,2,C,32,017,0001,0756,320370,01,111111,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,2,2,,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,3,3,2,2,2,1,2,1,,01,1121
01,057,2,C,32,017,0001,0756,320370,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1121
01,025,2,C,32,017,0001,0756,320370,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,1121
01,039,2,C,32,017,0001,0756,320370,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1121
01,043,1,C,32,017,0001,0277,320372,01,111111,1,1,1,0,1,0,0,1,1,1,1,2,2,1,1,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,1,,01,1596
01,037,2,C,32,017,0001,0277,320372,02,111111,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,3,3,,2,1,1,1,1,2,2,3,1,1,3,1,1,1,1,1,2,2,1,2,3,1,1,,02,1064
01,018,2,C,32,017,0001,0277,320372,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,1064
01,018,1,C,32,017,0001,0277,320372,04,111111,1,1,0,0,0,1,0,1,2,1,1,2,2,1,1,2,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,4,2,3,,02,1596
01,041,2,C,32,017,0001,0277,320372,05,111111,1,1,1,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1064
01,030,2,C,11,020,0001,2120,110014,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7291
01,060,1,C,11,020,0001,2120,110014,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,24996
01,046,2,C,11,020,0001,2120,110014,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7291
01,035,2,C,11,020,0001,2120,110014,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7291
01,036,2,C,11,020,0001,2120,110014,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7291
01,061,1,C,11,020,0001,1457,110025,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,13251
02,075,1,C,11,020,0001,1457,110025,02,111111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,0
01,051,1,C,11,020,0001,1457,110025,03,111111,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,3,3,3,1,1,1,1,1,1,2,1,2,1,2,1,3,1,1,,01,13251
01,021,2,C,11,020,0001,1457,110025,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,13251
01,030,2,C,11,020,0001,1457,110025,05,111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,,02,13251
01,054,1,C,11,020,0001,0478,110073,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,17262
01,027,2,C,11,020,0001,0478,110073,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,12787
01,029,2,C,11,020,0001,0478,110073,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,12787
01,036,2,C,11,020,0001,0478,110073,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,12787
01,029,1,C,11,020,0001,0478,110073,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,17262
01,034,1,C,11,020,0001,3400,110103,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,24336
