"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","SABECONACY,C,1","TELE,C,1","RADIO,C,1","PEROREV,C,1","LIBROS,C,1","INTERNET,C,1","OTROS,C,1","NOSABECONA,C,1","PUREVCIETE,C,1","DIFACTCYTM,C,1","FINEMPDEST,C,1","APOPROYCUL,C,1","BECAPOSG,C,1","INVEST,C,1","FININVUNI,C,1","CONSESC,C,1","OTRAS,C,1","TEXTO,C,30","OPNCONA,C,1","BECPOSNAC,C,1","BECPOSEXT,C,1","BECESTTEC,C,1","INCINVDES,C,1","FONMIX,C,1","FONSEC,C,1","FONINS,C,1","PROAVA,C,1","SISNACINV,C,1","REDCON,C,1","COOPINST,C,1","REGNACCIEN,C,1","SISINFCIET,C,1","INFEDOCIET,C,1","APOYINV,C,1","SISNACINV2,C,1","BECPOS,C,1","APODESTEC,C,1","PROGRETREP,C,1","PRIOCONA,C,1","RELCONCIEN,C,1","POLACTCONA,C,1","OBSERVACIO,C,254","NUMREN,C,2","FACPER,N,10,0"
01,058,1,C,29,042,0001,0013,290037,04,111111,1,1,1,1,0,0,0,1,2,1,2,2,2,1,1,2,2,,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,3,2,1,,01,3702
01,043,2,C,29,042,0001,0013,290037,05,111111,1,0,1,0,0,0,0,1,1,1,2,2,1,1,1,2,2,,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,3,3,1,,02,3483
01,024,1,C,29,039,0001,0060,290043,01,111111,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3669
01,036,2,C,29,039,0001,0060,290043,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3452
01,026,1,C,29,039,0001,0060,290043,03,111111,1,1,0,0,1,1,1,1,1,1,3,2,2,1,1,1,2,,2,1,1,2,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,6,4,2,1,,01,3669
01,019,1,C,29,048,0001,006A,290044,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,7218
01,061,2,C,29,048,0001,006A,290044,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1805
01,033,2,C,29,048,0001,006A,290044,03,111111,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,1805
01,020,2,C,29,048,0001,006A,290044,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,1805
01,019,2,C,29,048,0001,006A,290044,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,1805
01,051,2,C,29,028,0001,0141,290048,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3877
01,039,2,C,29,028,0001,0141,290048,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3877
01,035,2,C,29,028,0001,0141,290048,03,111111,1,0,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3877
01,034,2,C,29,028,0001,0141,290048,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3877
01,039,1,C,29,028,0001,0141,290048,05,111111,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4121
01,038,1,C,29,033,0001,0527,290049,01,111111,1,0,1,1,0,0,0,1,1,1,2,2,1,1,1,2,2,,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,3,2,1,,01,5002
01,024,2,C,29,033,0001,0527,290049,02,111111,1,1,0,1,0,1,0,1,1,1,2,1,1,1,1,2,2,,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,3,2,1,,03,4705
01,048,2,C,29,033,0001,0527,290049,03,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4705
02,999,9,C,29,033,0001,0527,290049,04,111111,1,0,1,0,0,0,0,1,2,2,2,2,1,1,1,2,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2,,01,0
01,032,1,C,29,033,0001,0527,290049,05,111111,1,1,0,0,0,0,0,1,1,1,1,2,1,1,1,2,2,,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,3,3,1,,01,5002
01,026,1,C,29,005,0001,0645,290109,01,111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,4,2,1,,01,3423
01,024,1,C,29,005,0001,0645,290109,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3423
01,037,2,C,29,005,0001,0645,290109,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3655
01,033,2,C,29,005,0001,0645,290109,04,111111,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,4,4,4,4,4,3,2,2,,01,3655
01,028,2,C,29,005,0001,0645,290109,05,111111,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,2,2,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,6,2,6,2,2,3,2,2,,01,3655
01,050,2,C,29,018,0001,0018,290130,01,111111,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,4426
01,049,1,C,29,018,0001,0018,290130,02,111111,1,1,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4704
01,050,2,C,29,018,0001,0018,290130,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4426
01,032,1,C,29,018,0001,0018,290130,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4704
01,040,2,C,29,018,0001,0018,290130,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,4426
01,057,1,C,29,043,0008,010A,290135,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5037
01,023,2,C,29,043,0008,010A,290135,03,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,4739
01,036,1,C,29,043,0008,010A,290135,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5037
01,059,2,C,29,043,0008,010A,290135,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4739
01,036,2,C,29,044,0001,0198,290141,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,3553
01,032,1,C,29,044,0001,0198,290141,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3776
01,064,1,C,29,044,0001,0198,290141,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3776
01,023,1,C,29,044,0001,0198,290141,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,3776
01,068,1,C,29,018,0001,008A,290169,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,4927
01,032,2,C,29,018,0001,008A,290169,02,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4635
01,050,2,C,29,018,0001,008A,290169,03,111111,1,1,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4635
01,078,1,C,29,018,0001,008A,290169,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4927
01,041,2,C,29,018,0001,008A,290169,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4635
01,075,1,C,29,010,0012,0378,290200,01,111111,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,4,4,1,5,4,1,1,,01,4365
01,031,1,C,29,010,0012,0378,290200,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4365
01,018,2,C,29,010,0012,0378,290200,03,111111,1,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,4107
01,085,1,C,29,010,0012,0378,290200,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4365
01,036,1,C,29,010,0012,0378,290200,05,111111,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4365
01,032,2,C,29,032,0001,0021,290204,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3723
01,064,1,C,29,032,0001,0021,290204,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3958
01,035,2,C,29,032,0001,0021,290204,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3723
01,024,2,C,29,032,0001,0021,290204,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,3723
01,043,2,C,29,032,0001,0021,290204,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3723
01,023,2,C,29,033,0001,0527,290270,01,111111,1,1,1,0,0,1,0,1,1,1,2,1,1,1,1,2,2,,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,3,2,1,,02,3326
01,040,2,C,29,033,0001,0527,290270,02,111111,1,1,0,1,0,0,0,1,1,1,1,2,1,1,1,2,3,,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,4,2,2,3,3,2,,01,3326
01,022,2,C,29,033,0001,0527,290270,03,111111,1,1,0,0,0,1,0,1,2,1,1,1,2,1,1,2,3,,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,3,3,1,,03,3326
01,039,2,C,29,033,0001,0527,290270,04,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3326
01,033,2,C,29,033,0001,0527,290270,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3326
01,063,2,C,29,005,0001,0630,290324,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4448
01,044,2,C,29,005,0009,0594,290324,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4448
01,053,2,C,29,005,0009,0594,290324,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4448
01,021,2,C,29,005,0009,0594,290324,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,4448
01,041,2,C,29,005,0009,0594,290324,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,4448
01,049,1,C,29,024,0001,0157,290332,01,111111,1,1,0,1,0,0,0,1,1,1,1,2,1,1,1,2,2,,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,3,2,1,,01,2916
01,036,2,C,29,024,0001,0157,290332,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,729
01,062,2,C,29,024,0001,0157,290332,03,111111,1,1,0,1,0,1,0,1,1,1,2,2,1,1,1,2,2,,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,3,3,1,,02,729
01,071,2,C,29,024,0001,0157,290332,04,111111,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,2,,2,2,2,1,1,1,1,1,2,1,3,3,3,1,3,1,2,1,2,1,3,2,1,,02,729
01,034,2,C,29,024,0001,0157,290332,05,111111,1,1,0,0,0,1,0,1,1,1,2,2,1,1,1,2,2,,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,,01,729
01,018,2,C,29,005,0001,0344,290388,01,111111,1,1,1,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,3389
01,023,1,C,29,005,0001,0344,290388,02,111111,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3173
01,052,1,C,29,005,0001,0344,290388,03,111111,1,1,1,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3173
01,022,2,C,29,005,0001,0344,290388,04,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,3389
01,018,2,C,29,005,0001,0344,290388,05,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,3389
01,058,1,C,29,041,0001,0088,290392,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6126
01,025,2,C,29,041,0001,0088,290392,03,111111,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,2,2,,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,4,3,1,,04,5763
01,053,1,C,29,041,0001,0088,290392,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6126
01,040,2,C,29,041,0001,0088,290392,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,5763
01,062,1,C,29,033,0001,0118,290397,01,111111,1,0,0,1,1,0,0,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,3,2,1,,01,3458
01,028,2,C,29,033,0001,0118,290397,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3693
01,027,1,C,29,033,0001,0118,290397,03,111111,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,2,2,,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,4,3,2,,01,3458
01,058,1,C,29,033,0001,0118,290397,04,111111,1,0,0,1,0,1,0,1,1,1,2,2,1,1,1,2,2,,3,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,3,1,,01,3458
01,034,2,C,29,033,0001,0118,290397,05,111111,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,,07,3693
01,044,1,C,09,012,0001,0799,090508,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,141304
01,030,2,C,09,012,0001,0799,090508,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,82427
01,024,2,C,09,012,0001,0799,090508,03,111111,1,1,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2,,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,1,,02,82427
01,026,1,C,09,012,0001,0799,090508,04,111111,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,141304
01,027,2,C,09,012,0001,0799,090508,05,111111,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,82427
01,078,2,C,09,003,0001,1020,090595,01,111111,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,66014
01,043,2,C,09,003,0001,1020,090595,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,66014
01,020,1,C,09,003,0001,1020,090595,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,99021
01,055,2,C,09,003,0001,1020,090595,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,66014
01,030,2,C,09,003,0001,1020,090595,05,111111,1,1,1,0,0,0,0,1,1,1,2,1,1,1,1,3,2,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,3,3,3,,01,66014
02,031,1,C,09,007,0001,2117,090598,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,0
01,044,2,C,09,007,0001,2117,090598,02,111111,1,0,1,0,0,0,0,1,1,1,1,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,2,2,1,,02,121156
01,046,1,C,09,007,0001,2117,090598,03,111111,1,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,,01,356962
01,024,1,C,09,007,0001,2117,090598,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,356962
01,025,2,C,09,007,0001,2117,090598,05,111111,1,1,0,1,0,0,0,1,1,1,1,1,2,1,3,1,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,3,2,1,,02,121156
01,064,2,C,09,007,0001,1316,090614,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,117850
01,054,2,C,09,007,0001,1316,090614,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,117850
01,057,2,C,09,007,0001,1316,090614,03,111111,1,1,0,0,0,0,0,1,3,1,1,1,1,1,1,1,2,,2,1,2,1,2,1,3,1,1,1,1,3,1,1,1,2,2,2,2,2,3,2,1,,01,117850
01,020,2,C,09,007,0001,1316,090614,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,117850
01,019,1,C,09,007,0001,1316,090614,05,111111,1,0,0,0,0,0,1,1,1,1,2,2,2,1,1,2,2,,3,3,3,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,2,2,,04,347222
01,046,2,C,09,005,0001,2485,090816,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,89644
01,043,2,C,09,005,0001,2485,090816,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,89644
01,045,2,C,09,005,0001,2485,090816,02,111212,1,1,0,0,0,0,0,1,1,1,2,2,2,1,1,2,2,,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,3,3,1,,07,89644
01,052,2,C,09,005,0001,2485,090816,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,89644
01,042,2,C,09,005,0001,2485,090816,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,89644
01,072,2,C,09,010,0001,1148,090836,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,80145
01,036,2,C,09,010,0001,1148,090836,02,111111,1,1,1,0,1,0,0,1,2,1,2,1,1,1,1,2,3,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,4,3,3,2,,02,80145
01,036,2,C,09,010,0001,1148,090836,03,111111,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,3,3,2,,01,80145
01,027,1,C,09,010,0001,1148,090836,04,111111,1,1,1,0,0,1,0,1,1,1,1,1,2,1,2,2,2,,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,4,2,,03,168305
01,064,1,C,09,010,0001,1148,090836,05,111111,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,2,2,,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,1,,01,168305
01,038,1,C,09,016,0001,0571,090900,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,52813
01,036,1,C,09,016,0001,0571,090900,02,111111,1,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,3,,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,4,4,2,,01,52813
01,032,2,C,09,016,0001,0571,090900,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,110908
01,048,2,C,09,016,0001,0571,090900,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,110908
01,032,1,C,09,016,0001,0571,090900,05,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,52813
01,019,1,C,09,007,0001,4166,090990,01,111111,1,0,1,0,0,0,1,1,2,1,2,2,1,1,1,2,2,,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,2,2,,04,130536
01,034,2,C,09,007,0001,4166,090990,02,111111,1,1,1,0,0,0,0,1,1,1,2,1,3,1,1,2,2,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,4,3,2,,03,87024
01,087,2,C,09,007,0001,4166,090990,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,87024
01,025,2,C,09,007,0001,4166,090990,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,87024
01,045,2,C,09,017,0001,144A,091136,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,56826
01,069,2,C,09,017,0001,144A,091136,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,56826
01,049,1,C,09,017,0001,144A,091136,03,111111,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,,4,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,3,3,2,,01,113652
01,033,2,C,09,017,0001,144A,091136,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,56826
01,048,2,C,09,017,0001,144A,091136,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,56826
01,038,1,C,09,015,0001,1036,091150,01,111111,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,,01,120606
01,019,2,C,09,015,0001,1036,091150,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,90455
01,056,2,C,09,015,0001,1036,091150,03,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,90455
01,082,2,C,09,015,0001,1036,091150,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,90455
01,025,2,C,09,015,0001,1036,091150,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,90455
01,024,1,C,09,017,0001,0808,091151,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,243151
01,071,2,C,09,017,0001,0808,091151,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,82528
01,036,2,C,09,017,0001,0808,091151,04,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,82528
01,040,2,C,09,017,0001,0808,091151,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,82528
01,037,2,C,09,012,0027,1782,091157,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,110355
01,035,1,C,09,012,0027,1782,091157,02,111111,1,1,1,0,0,0,0,1,1,1,1,2,3,1,1,2,2,,1,1,2,3,3,3,3,3,3,1,3,2,1,1,1,1,1,1,1,1,4,1,1,,01,325138
01,033,2,C,09,012,0027,1782,091157,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,110355
01,063,2,C,09,012,0027,1782,091157,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,110355
01,062,1,C,09,008,0001,057A,091461,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,515
01,018,2,C,09,008,0001,057A,091461,04,131113,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,129
01,042,2,C,09,008,0001,057A,091461,04,231123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,129
01,018,2,C,09,008,0001,057A,091461,04,331133,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,129
01,034,2,C,09,008,0001,057A,091461,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,129
01,033,2,C,15,057,0001,1686,150591,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,66923
01,048,2,C,15,057,0001,1686,150591,02,111111,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,66923
01,028,2,C,15,057,0001,1686,150591,03,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,66923
01,032,2,C,15,057,0001,1686,150591,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,66923
01,033,2,C,15,057,0001,1686,150591,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,66923
01,022,2,C,15,070,0001,0389,150827,01,111111,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,34674
01,075,1,C,15,070,0001,0389,150827,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,86685
01,055,2,C,15,070,0001,0389,150827,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,34674
01,045,2,C,15,070,0001,0389,150827,04,111111,1,0,1,0,0,0,0,1,1,2,2,2,2,1,2,2,2,,2,1,2,2,2,3,3,3,3,3,3,3,3,3,1,4,4,3,3,2,1,2,1,,02,34674
