"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOG,C,1","DEGVIV,C,1","DIA,C,2","HORAI,C,2","MINUI,C,2","HORAT,C,2","MINUT,C,2","RESENT,C,2","LLAVE,C,23"
1,09,011,0026,097A,091379,05,1,1,14,20,15,21,00,01,090110026097A0913790511
1,09,012,0001,1956,090617,01,1,1,23,09,17,10,26,01,09012000119560906170111
1,09,012,0001,1956,090617,02,1,1,23,10,43,11,54,01,09012000119560906170211
1,09,012,0001,1956,090617,03,1,1,28,11,09,12,38,01,09012000119560906170311
1,09,012,0001,1956,090617,04,1,1,27,13,03,14,24,01,09012000119560906170411
1,09,012,0001,1956,090617,05,1,1,27,10,23,11,37,01,09012000119560906170511
1,09,014,0001,0219,090914,01,1,1,23,11,15,11,55,01,09014000102190909140111
1,09,014,0001,0219,090914,02,1,1,22,19,50,20,30,01,09014000102190909140211
1,09,014,0001,0219,090914,03,1,1,22,18,10,18,55,01,09014000102190909140311
1,09,014,0001,0219,090914,04,1,1,22,19,00,19,40,01,09014000102190909140411
1,09,014,0001,0469,091449,01,1,1,27,12,00,12,50,01,09014000104690914490111
1,09,014,0001,0469,091449,02,1,1,27,10,00,10,48,01,09014000104690914490211
1,09,014,0001,0469,091449,03,1,1,26,19,00,19,58,01,09014000104690914490311
1,09,014,0001,0469,091449,04,1,1,24,15,00,15,57,01,09014000104690914490411
1,09,014,0001,0469,091449,05,1,1,23,08,30,09,25,01,09014000104690914490511
1,10,005,0001,0034,100007,01,1,1,15,21,30,22,30,01,10005000100341000070111
1,10,005,0001,0068,100081,01,1,1,14,20,20,21,20,01,10005000100681000810111
1,10,005,0001,0068,100081,02,1,1,16,14,25,15,25,01,10005000100681000810211
1,10,005,0001,0068,100081,03,1,1,13,12,45,13,45,01,10005000100681000810311
1,10,005,0001,0068,100081,04,1,1,14,16,00,17,00,01,10005000100681000810411
1,10,005,0001,0068,100081,05,1,1,14,21,30,22,30,01,10005000100681000810511
1,10,005,0001,0180,100390,01,1,1,01,13,55,14,50,01,10005000101801003900111
1,10,005,0001,0180,100390,02,1,1,09,15,00,16,05,01,10005000101801003900211
1,10,005,0001,0180,100390,03,1,1,09,12,30,12,45,01,10005000101801003900311
1,10,005,0001,0180,100390,04,1,1,16,11,00,12,20,01,10005000101801003900411
1,10,005,0001,0265,100243,01,1,1,01,15,30,16,30,01,10005000102651002430111
1,10,005,0001,0265,100243,03,1,1,09,21,00,22,00,01,10005000102651002430311
1,10,005,0001,0265,100243,04,1,1,10,17,00,18,00,01,10005000102651002430411
1,10,005,0001,0265,100243,05,1,1,10,15,30,16,30,01,10005000102651002430511
1,10,005,0001,0443,100052,01,1,1,06,12,55,14,25,01,10005000104431000520111
1,10,005,0001,0443,100052,02,1,1,06,19,20,20,45,01,10005000104431000520211
1,10,005,0001,0443,100052,03,1,1,06,20,55,22,10,01,10005000104431000520311
1,10,005,0001,0443,100052,04,1,1,07,17,50,18,59,01,10005000104431000520411
1,10,005,0001,0443,100052,05,1,1,06,17,57,19,05,01,10005000104431000520511
1,10,005,0001,1761,100007,02,1,1,25,10,00,11,05,01,10005000117611000070211
1,10,005,0001,1761,100007,03,1,1,22,14,45,15,30,01,10005000117611000070311
1,10,005,0001,1761,100007,04,1,1,14,17,10,18,10,01,10005000117611000070411
1,10,005,0001,1761,100007,05,1,1,22,15,50,16,35,01,10005000117611000070511
1,10,005,0001,1973,100129,01,1,2,06,20,10,21,20,01,10005000119731001290112
1,10,005,0001,1973,100129,01,2,2,08,18,00,19,00,01,10005000119731001290122
1,10,005,0001,1973,100129,02,1,1,06,19,00,20,00,01,10005000119731001290211
1,10,005,0001,1973,100129,03,1,1,06,11,00,12,00,01,10005000119731001290311
1,10,005,0001,1973,100129,04,1,1,10,23,21,24,20,01,10005000119731001290411
1,10,005,0001,1973,100129,05,1,1,08,22,15,23,20,01,10005000119731001290511
1,10,005,0001,2242,100224,01,1,1,15,19,04,19,57,01,10005000122421002240111
1,10,005,0001,2242,100224,03,1,1,31,18,00,18,45,01,10005000122421002240311
1,10,005,0001,2242,100224,04,1,1,14,19,25,20,30,01,10005000122421002240411
1,10,005,0001,2242,100224,05,1,1,14,15,00,16,00,01,10005000122421002240511
1,10,005,0001,2469,100410,01,1,1,14,19,00,20,00,01,10005000124691004100111
1,10,005,0001,2469,100410,02,1,1,16,20,00,21,00,01,10005000124691004100211
1,10,005,0001,2469,100410,03,1,1,13,11,00,12,00,01,10005000124691004100311
1,10,005,0001,2469,100410,04,1,1,13,12,00,13,00,01,10005000124691004100411
1,10,005,0001,2469,100410,05,1,1,17,17,10,18,00,01,10005000124691004100511
1,10,005,0001,2488,100180,02,1,1,28,19,00,19,40,01,10005000124881001800211
1,10,005,0001,2488,100180,03,1,1,27,18,17,19,28,01,10005000124881001800311
1,10,005,0001,2488,100180,04,1,1,27,19,30,20,20,01,10005000124881001800411
1,10,005,0001,2488,100180,05,1,1,28,17,00,17,40,01,10005000124881001800511
1,10,005,0001,2539,100299,01,1,1,27,16,30,17,35,01,10005000125391002990111
1,10,005,0001,2539,100299,02,1,1,13,16,05,17,10,01,10005000125391002990211
1,10,005,0001,2539,100299,03,1,1,13,18,05,19,10,01,10005000125391002990311
1,10,005,0001,2539,100299,04,1,1,14,12,30,13,35,01,10005000125391002990411
1,10,005,0001,2539,100299,05,1,1,14,11,20,12,25,01,10005000125391002990511
1,10,005,0001,2581,100407,01,1,1,22,18,46,19,34,01,10005000125811004070111
1,10,005,0001,2581,100407,02,1,1,22,13,00,14,20,01,10005000125811004070211
1,10,005,0001,2581,100407,03,1,1,22,10,56,12,15,01,10005000125811004070311
1,10,005,0001,2581,100407,05,1,1,22,14,35,15,50,01,10005000125811004070511
1,10,005,0001,2736,100229,01,1,1,07,12,42,14,00,01,10005000127361002290111
1,10,005,0001,2736,100229,02,1,1,07,14,05,15,20,01,10005000127361002290211
1,10,005,0001,2736,100229,03,1,1,07,11,25,14,38,01,10005000127361002290311
1,10,005,0001,2736,100229,04,1,1,07,20,30,21,50,01,10005000127361002290411
1,10,005,0001,2736,100229,05,1,1,08,15,25,16,36,01,10005000127361002290511
1,10,005,0001,3594,100281,01,1,1,21,18,55,19,47,01,10005000135941002810111
1,10,005,0001,3594,100281,02,1,1,21,15,25,16,40,01,10005000135941002810211
1,10,005,0001,3594,100281,03,1,1,28,16,09,17,00,01,10005000135941002810311
1,10,005,0001,3594,100281,04,1,1,21,20,57,21,50,01,10005000135941002810411
1,10,005,0001,3594,100281,05,1,1,21,19,52,20,50,01,10005000135941002810511
1,10,005,0001,3895,100373,01,1,1,28,15,00,16,09,01,10005000138951003730111
1,10,005,0001,3895,100373,02,1,1,02,20,00,20,50,01,10005000138951003730211
1,10,005,0001,3895,100373,03,1,1,27,15,05,16,09,01,10005000138951003730311
1,10,005,0001,3895,100373,04,1,1,28,14,58,15,50,01,10005000138951003730411
1,10,005,0001,3895,100373,05,1,1,27,16,35,17,45,01,10005000138951003730511
1,10,005,0001,4200,100364,01,1,1,23,21,35,22,30,01,10005000142001003640111
1,10,005,0001,4200,100364,02,1,1,21,11,20,12,15,01,10005000142001003640211
1,10,005,0001,4200,100364,03,1,1,21,13,05,13,35,01,10005000142001003640311
1,10,005,0001,4200,100364,04,1,1,28,20,30,21,30,01,10005000142001003640411
1,10,005,0001,4200,100364,05,1,1,21,12,20,13,00,01,10005000142001003640511
1,10,005,0001,4323,100194,02,1,1,21,10,15,11,20,01,10005000143231001940211
1,10,005,0001,4323,100194,03,1,1,24,19,13,20,25,01,10005000143231001940311
1,10,005,0001,4323,100194,04,1,1,21,10,42,11,36,01,10005000143231001940411
1,10,005,0001,4357,100234,01,1,1,08,20,00,21,00,01,10005000143571002340111
1,10,005,0001,4357,100234,02,1,1,08,21,10,22,10,01,10005000143571002340211
1,10,005,0001,4357,100234,03,1,1,09,22,10,23,10,01,10005000143571002340311
1,10,005,0001,4357,100234,05,1,1,29,22,20,23,00,01,10005000143571002340511
1,10,005,0001,4450,100037,01,1,1,02,18,00,18,55,01,10005000144501000370111
1,10,005,0001,4450,100037,02,1,1,20,15,50,16,40,01,10005000144501000370211
1,10,005,0001,4450,100037,03,1,1,21,19,00,20,00,01,10005000144501000370311
1,10,005,0001,4450,100037,04,1,1,20,16,50,17,40,01,10005000144501000370411
1,10,005,0001,4450,100189,01,1,1,21,21,30,22,20,01,10005000144501001890111
1,10,005,0001,4450,100189,02,1,1,20,20,00,20,50,01,10005000144501001890211
1,10,005,0001,4450,100189,03,1,1,21,20,10,20,50,01,10005000144501001890311
1,10,005,0001,4450,100189,04,1,1,23,20,00,20,45,01,10005000144501001890411
1,10,005,0001,4450,100189,05,1,1,21,10,45,11,35,01,10005000144501001890511
1,10,005,0001,4592,100181,02,1,1,25,22,00,22,35,01,10005000145921001810211
1,10,005,0001,4592,100181,03,1,1,15,12,30,13,40,01,10005000145921001810311
1,10,005,0001,4592,100181,04,1,1,15,11,00,12,10,01,10005000145921001810411
1,10,005,0001,4592,100181,05,1,1,16,15,55,16,44,01,10005000145921001810511
1,11,020,0001,0374,110051,01,1,1,09,11,05,12,53,01,11020000103741100510111
1,11,020,0001,0374,110051,02,1,1,13,19,35,20,28,01,11020000103741100510211
1,11,020,0001,0374,110051,03,1,1,13,11,32,12,24,01,11020000103741100510311
1,11,020,0001,0374,110051,04,1,1,13,18,25,19,30,01,11020000103741100510411
1,11,020,0001,0374,110051,05,1,1,13,17,08,18,15,01,11020000103741100510511
1,11,020,0001,0406,110440,01,1,1,06,17,25,18,12,01,11020000104061104400111
1,11,020,0001,0406,110440,02,1,1,06,12,50,14,07,01,11020000104061104400211
1,11,020,0001,0406,110440,03,1,1,06,11,05,12,10,01,11020000104061104400311
1,11,020,0001,0406,110440,04,1,1,07,18,25,19,27,01,11020000104061104400411
1,11,020,0001,0406,110440,05,1,1,07,17,00,18,05,01,11020000104061104400511
1,11,020,0001,0478,110073,02,1,1,08,13,00,14,03,01,11020000104781100730211
1,11,020,0001,0478,110073,03,1,1,09,07,57,08,48,01,11020000104781100730311
1,11,020,0001,0478,110073,04,1,1,09,10,30,11,27,01,11020000104781100730411
1,11,020,0001,0478,110073,05,1,1,09,09,00,10,15,01,11020000104781100730511
1,11,020,0001,068A,110276,01,1,1,08,14,20,15,18,01,110200001068A1102760111
1,11,020,0001,068A,110276,02,1,1,09,18,40,19,32,01,110200001068A1102760211
1,11,020,0001,068A,110276,03,1,1,09,14,15,15,17,01,110200001068A1102760311
1,11,020,0001,068A,110276,05,1,1,11,16,05,16,50,01,110200001068A1102760511
1,11,020,0001,0694,110250,01,1,1,06,14,05,14,54,01,11020000106941102500111
1,11,020,0001,0694,110250,02,1,1,06,10,25,11,39,01,11020000106941102500211
1,11,020,0001,0694,110250,03,1,3,08,15,49,16,54,01,11020000106941102500313
1,11,020,0001,0694,110250,03,2,3,11,17,06,17,59,01,11020000106941102500323
1,11,020,0001,0694,110250,03,3,3,12,16,00,17,16,01,11020000106941102500333
1,11,020,0001,0694,110250,04,1,1,07,12,40,13,37,01,11020000106941102500411
1,11,020,0001,0694,110250,05,1,1,11,18,10,19,25,01,11020000106941102500511
1,11,020,0001,0730,110514,01,1,1,14,16,23,17,33,01,11020000107301105140111
1,11,020,0001,0730,110514,03,1,1,14,10,10,11,10,01,11020000107301105140311
1,11,020,0001,0730,110514,04,1,1,19,16,42,17,37,01,11020000107301105140411
1,11,020,0001,0730,110514,05,1,1,23,19,00,20,30,01,11020000107301105140511
1,11,020,0001,0745,110135,01,1,1,15,14,10,15,02,01,11020000107451101350111
1,11,020,0001,0745,110135,02,1,1,23,20,00,21,00,01,11020000107451101350211
1,11,020,0001,0745,110135,03,1,1,14,11,48,12,34,01,11020000107451101350311
1,11,020,0001,0745,110135,04,1,1,16,14,55,15,51,01,11020000107451101350411
1,11,020,0001,0887,110448,01,1,1,21,16,32,17,30,01,11020000108871104480111
1,11,020,0001,0887,110448,02,1,1,18,09,47,10,34,01,11020000108871104480211
1,11,020,0001,0887,110448,03,1,1,16,11,01,12,12,01,11020000108871104480311
1,11,020,0001,0887,110448,05,1,1,18,17,50,18,42,01,11020000108871104480511
1,11,020,0001,1067,110519,01,1,1,16,16,37,17,37,01,11020000110671105190111
1,11,020,0001,1067,110519,02,1,1,17,16,45,17,46,01,11020000110671105190211
1,11,020,0001,1067,110519,03,1,1,17,15,11,15,58,01,11020000110671105190311
1,11,020,0001,1067,110519,05,1,1,18,15,20,16,14,01,11020000110671105190511
1,11,020,0001,1457,110025,01,1,1,24,09,30,10,40,01,11020000114571100250111
1,11,020,0001,1457,110025,02,1,1,27,20,45,21,58,01,11020000114571100250211
1,11,020,0001,1457,110025,03,1,1,26,14,04,14,47,01,11020000114571100250311
1,11,020,0001,1457,110025,04,1,1,27,18,37,19,10,01,11020000114571100250411
1,11,020,0001,1457,110025,05,1,1,27,13,14,14,00,01,11020000114571100250511
1,11,020,0001,2046,110432,01,1,1,23,14,30,15,18,01,11020000120461104320111
1,11,020,0001,2046,110432,02,1,1,23,15,35,16,27,01,11020000120461104320211
1,11,020,0001,2046,110432,03,1,1,02,10,30,11,40,01,11020000120461104320311
1,11,020,0001,2046,110432,04,1,1,27,14,18,15,15,01,11020000120461104320411
1,11,020,0001,2046,110432,05,1,1,26,10,14,11,02,01,11020000120461104320511
1,11,020,0001,239A,110004,01,1,1,28,15,13,16,05,01,110200001239A1100040111
1,11,020,0001,239A,110004,02,1,1,28,12,35,14,50,01,110200001239A1100040211
1,11,020,0001,239A,110004,04,1,1,29,17,33,18,25,01,110200001239A1100040411
1,11,020,0001,239A,110004,05,1,1,29,16,28,17,18,01,110200001239A1100040511
1,11,020,0001,2440,110356,01,1,1,24,20,00,20,41,01,11020000124401103560111
1,11,020,0001,2440,110356,02,1,1,22,18,14,19,00,01,11020000124401103560211
1,11,020,0001,2440,110356,03,1,1,22,19,00,19,52,01,11020000124401103560311
1,11,020,0001,2440,110356,04,1,2,25,11,21,12,33,01,11020000124401103560412
1,11,020,0001,2440,110356,04,2,2,25,12,33,13,28,01,11020000124401103560422
1,11,020,0001,2440,110356,05,1,1,25,13,44,14,34,01,11020000124401103560511
1,11,020,0001,2510,110366,01,1,2,22,15,10,16,05,01,11020000125101103660112
1,11,020,0001,2510,110366,01,2,2,22,15,10,16,05,01,11020000125101103660122
1,11,020,0001,2510,110366,02,1,1,20,13,10,14,25,01,11020000125101103660211
1,11,020,0001,2510,110366,03,1,1,21,15,10,16,03,01,11020000125101103660311
1,11,020,0001,2510,110366,04,1,2,23,18,24,19,04,01,11020000125101103660412
1,11,020,0001,2510,110366,04,2,2,23,17,16,18,21,01,11020000125101103660422
1,11,020,0001,2510,110366,05,1,1,22,20,30,21,30,01,11020000125101103660511
1,11,020,0001,2582,110246,01,1,2,09,12,05,13,10,01,11020000125821102460112
1,11,020,0001,2582,110246,01,2,2,09,13,15,14,25,01,11020000125821102460122
1,11,020,0001,2582,110246,02,1,1,09,14,37,15,45,01,11020000125821102460211
1,11,020,0001,2582,110246,03,1,1,16,14,20,15,30,01,11020000125821102460311
1,11,020,0001,2582,110246,04,1,1,15,11,12,12,20,01,11020000125821102460411
1,11,020,0001,2582,110246,05,1,1,13,11,00,12,16,01,11020000125821102460511
1,11,020,0001,2898,110170,01,1,1,20,17,20,18,16,01,11020000128981101700111
1,11,020,0001,2898,110170,02,1,1,20,19,37,20,16,01,11020000128981101700211
1,11,020,0001,2898,110170,03,1,1,20,18,40,19,30,01,11020000128981101700311
1,11,020,0001,2898,110170,04,1,1,21,11,50,12,55,01,11020000128981101700411
1,11,020,0001,2898,110170,05,1,1,21,12,57,13,47,01,11020000128981101700511
1,11,020,0001,3133,110465,01,1,1,01,18,00,19,05,01,11020000131331104650111
1,11,020,0001,3133,110465,02,1,1,28,18,30,19,05,01,11020000131331104650211
1,11,020,0001,3133,110465,03,1,1,29,18,10,18,58,01,11020000131331104650311
1,11,020,0001,3133,110465,04,1,1,28,12,55,13,40,01,11020000131331104650411
1,11,020,0001,3133,110465,05,1,1,29,19,12,20,08,01,11020000131331104650511
1,11,020,0001,3472,110133,01,1,1,29,09,00,10,12,01,11020000134721101330111
1,11,020,0001,3472,110133,02,1,1,31,08,00,09,13,01,11020000134721101330211
1,11,020,0001,3472,110133,03,1,1,30,15,02,16,10,01,11020000134721101330311
1,11,020,0001,3472,110133,04,1,1,30,16,20,17,23,01,11020000134721101330411
1,11,020,0001,3472,110133,05,1,1,31,09,30,10,04,01,11020000134721101330511
1,11,020,0001,3595,110320,01,1,1,23,12,05,12,53,01,11020000135951103200111
1,11,020,0001,3595,110320,02,1,1,23,11,07,11,53,01,11020000135951103200211
1,11,020,0001,3595,110320,03,1,1,08,18,00,18,56,01,11020000135951103200311
1,11,020,0001,3595,110320,04,1,1,06,08,00,08,45,01,11020000135951103200411
1,11,031,0001,0043,110499,01,1,1,29,11,23,12,30,01,11031000100431104990111
1,11,031,0001,0043,110499,02,1,1,29,16,19,17,10,01,11031000100431104990211
1,11,031,0001,0043,110499,03,1,1,29,14,22,15,18,01,11031000100431104990311
1,11,031,0001,0043,110499,04,1,1,30,19,35,20,17,01,11031000100431104990411
1,11,031,0001,0043,110499,05,1,1,01,09,15,10,25,01,11031000100431104990511
1,12,001,0001,0231,120361,01,1,1,28,15,20,15,55,01,12001000102311203610111
1,12,001,0001,0231,120361,02,1,1,29,07,10,08,02,01,12001000102311203610211
1,12,001,0001,0231,120361,03,1,2,28,16,10,16,55,01,12001000102311203610312
1,12,001,0001,0231,120361,03,2,2,29,18,20,18,52,01,12001000102311203610322
1,12,001,0001,0231,120361,04,1,1,27,18,22,19,00,01,12001000102311203610411
1,12,001,0001,0231,120361,05,1,1,27,17,05,17,40,01,12001000102311203610511
1,12,001,0001,0852,120100,01,1,1,13,21,03,21,58,01,12001000108521201000111
1,12,001,0001,0852,120100,02,1,1,13,15,00,15,55,01,12001000108521201000211
1,12,001,0001,0852,120100,03,1,1,13,16,05,17,00,01,12001000108521201000311
1,12,001,0001,0852,120100,04,1,1,13,17,10,18,07,01,12001000108521201000411
1,12,001,0001,0852,120100,05,1,2,13,18,10,19,05,01,12001000108521201000512
1,12,001,0001,0852,120100,05,2,2,13,19,06,20,00,01,12001000108521201000522
1,12,001,0001,0994,120025,01,1,1,13,11,58,12,29,01,12001000109941200250111
1,12,001,0001,0994,120025,02,1,1,16,21,15,21,50,01,12001000109941200250211
1,12,001,0001,0994,120025,03,1,1,16,20,15,21,01,01,12001000109941200250311
1,12,001,0001,0994,120025,04,1,1,13,11,15,11,50,01,12001000109941200250411
1,12,001,0001,0994,120025,05,1,1,13,12,45,14,22,01,12001000109941200250511
1,12,001,0001,1189,120214,02,1,1,10,13,50,14,45,01,12001000111891202140211
1,12,001,0001,1189,120214,03,1,1,08,09,30,11,10,01,12001000111891202140311
1,12,001,0001,1189,120214,04,1,1,09,19,50,20,30,01,12001000111891202140411
1,12,001,0001,1189,120214,05,1,1,08,11,25,12,00,01,12001000111891202140511
1,12,001,0001,1263,120410,01,1,1,21,11,05,11,55,01,12001000112631204100111
1,12,001,0001,1263,120410,02,1,1,22,17,25,18,18,01,12001000112631204100211
1,12,001,0001,1263,120410,03,1,1,21,12,05,13,02,01,12001000112631204100311
1,12,001,0001,1263,120410,04,1,1,21,13,09,14,00,01,12001000112631204100411
1,12,001,0001,1263,120410,05,1,1,22,16,07,17,03,01,12001000112631204100511
1,12,001,0001,148A,120262,01,1,1,08,14,15,14,55,01,120010001148A1202620111
1,12,001,0001,148A,120262,02,1,1,07,22,10,22,55,01,120010001148A1202620211
1,12,001,0001,148A,120262,03,1,1,09,21,15,21,55,01,120010001148A1202620311
1,12,001,0001,148A,120262,04,1,2,07,19,15,19,50,01,120010001148A1202620412
1,12,001,0001,148A,120262,04,2,2,08,19,10,19,45,01,120010001148A1202620422
1,12,001,0001,148A,120262,05,1,1,08,16,00,16,40,01,120010001148A1202620511
1,12,001,0001,1494,120363,01,1,1,08,19,50,20,35,01,12001000114941203630111
1,12,001,0001,1494,120363,02,1,1,09,22,30,23,10,01,12001000114941203630211
1,12,001,0001,1494,120363,03,1,1,09,17,05,17,55,01,12001000114941203630311
1,12,001,0001,1494,120363,05,1,1,06,18,20,19,05,01,12001000114941203630511
1,12,001,0001,2204,120278,01,1,1,21,15,15,16,05,01,12001000122041202780111
1,12,001,0001,2204,120278,02,1,1,22,08,40,09,22,01,12001000122041202780211
1,12,001,0001,2204,120278,03,1,1,21,16,10,17,08,01,12001000122041202780311
1,12,001,0001,2204,120278,04,1,1,23,13,15,13,55,01,12001000122041202780411
1,12,001,0001,2204,120278,05,1,1,21,17,25,18,19,01,12001000122041202780511
1,12,001,0001,2416,120195,01,1,1,17,08,05,08,55,01,12001000124161201950111
1,12,001,0001,2416,120195,02,1,1,14,16,10,17,05,01,12001000124161201950211
1,12,001,0001,2416,120195,03,1,1,14,10,35,11,27,01,12001000124161201950311
1,12,001,0001,2416,120195,04,1,1,14,18,18,19,08,01,12001000124161201950411
1,12,001,0001,2416,120195,05,1,1,15,16,50,17,48,01,12001000124161201950511
1,12,001,0001,269A,120290,01,1,1,02,17,00,17,45,01,120010001269A1202900111
1,12,001,0001,269A,120290,02,1,1,20,17,43,18,15,01,120010001269A1202900211
1,12,001,0001,269A,120290,03,1,1,20,17,05,17,38,01,120010001269A1202900311
1,12,001,0001,269A,120290,05,1,1,20,16,10,16,52,01,120010001269A1202900511
1,12,001,0001,2755,120015,01,1,1,29,18,22,19,18,01,12001000127551200150111
1,12,001,0001,2755,120015,02,1,1,27,14,03,14,58,01,12001000127551200150211
1,12,001,0001,2755,120015,03,1,1,27,15,10,16,07,01,12001000127551200150311
1,12,001,0001,2755,120015,04,1,1,28,17,15,18,13,01,12001000127551200150411
1,12,001,0001,2755,120015,05,1,1,27,16,15,17,07,01,12001000127551200150511
1,12,001,0001,2914,120178,01,1,1,07,09,10,09,50,01,12001000129141201780111
1,12,001,0001,2914,120178,02,1,1,09,14,00,14,30,01,12001000129141201780211
1,12,001,0001,2914,120178,03,1,2,08,21,30,22,05,01,12001000129141201780312
1,12,001,0001,2914,120178,03,2,2,08,22,08,22,40,01,12001000129141201780322
1,12,001,0001,2914,120178,04,1,1,07,11,45,12,33,01,12001000129141201780411
1,12,001,0001,2914,120178,05,1,1,08,16,50,17,25,01,12001000129141201780511
1,12,001,0001,3081,120229,01,1,1,13,19,20,19,58,01,12001000130811202290111
1,12,001,0001,3081,120229,02,1,1,19,13,30,14,08,01,12001000130811202290211
1,12,001,0001,3081,120229,03,1,1,13,20,12,20,40,01,12001000130811202290311
1,12,001,0001,3081,120229,04,1,1,13,18,20,18,58,01,12001000130811202290411
1,12,001,0001,3081,120229,05,1,1,19,19,05,19,50,01,12001000130811202290511
1,12,001,0001,3289,120257,01,1,1,23,19,05,19,50,01,12001000132891202570111
1,12,001,0001,3289,120257,02,1,1,26,16,15,16,52,01,12001000132891202570211
1,12,001,0001,3289,120257,03,1,1,20,17,15,18,07,01,12001000132891202570311
1,12,001,0001,3289,120257,04,1,1,20,18,18,19,15,01,12001000132891202570411
1,12,001,0001,3289,120257,05,1,1,21,09,45,10,38,01,12001000132891202570511
1,12,001,0001,4179,120391,02,1,1,16,09,05,10,10,01,12001000141791203910211
1,12,001,0001,4179,120391,03,1,1,05,21,00,21,55,01,12001000141791203910311
1,12,001,0001,4179,120391,04,1,1,15,20,50,21,42,01,12001000141791203910411
1,12,001,0001,4179,120391,05,1,1,14,21,10,21,54,01,12001000141791203910511
1,12,001,0001,4183,120022,01,1,1,22,11,40,12,18,01,12001000141831200220111
1,12,001,0001,4183,120022,02,1,1,25,18,40,19,13,01,12001000141831200220211
1,12,001,0001,4183,120022,03,1,1,24,11,08,11,50,01,12001000141831200220311
1,12,001,0001,4183,120022,04,1,1,23,17,58,18,32,01,12001000141831200220411
1,12,001,0001,4183,120022,05,1,1,23,18,45,19,37,01,12001000141831200220511
1,12,001,0001,4376,120221,01,1,1,22,13,05,13,40,01,12001000143761202210111
1,12,001,0001,4376,120221,02,1,1,22,09,05,09,40,01,12001000143761202210211
1,12,001,0001,4376,120221,03,1,1,21,19,05,19,34,01,12001000143761202210311
1,12,001,0001,4376,120221,05,1,1,21,19,46,20,22,01,12001000143761202210511
1,12,001,0001,4677,120087,01,1,1,07,17,40,18,20,01,12001000146771200870111
1,12,001,0001,4677,120087,02,1,1,06,15,30,16,15,01,12001000146771200870211
1,12,001,0001,4677,120087,03,1,1,11,21,00,22,30,01,12001000146771200870311
1,12,001,0001,4677,120087,04,1,1,06,17,40,18,10,01,12001000146771200870411
1,12,001,0001,4677,120087,05,1,1,06,16,20,16,55,01,12001000146771200870511
1,12,001,0001,4709,120019,01,1,1,15,18,00,18,58,01,12001000147091200190111
1,12,001,0001,4709,120019,04,1,1,14,19,15,20,15,01,12001000147091200190411
1,12,001,0001,4709,120019,05,1,1,14,08,45,09,50,01,12001000147091200190511
1,12,001,0001,5088,120006,01,1,1,08,15,09,15,45,01,12001000150881200060111
1,12,001,0001,5088,120006,02,1,1,09,15,20,15,52,01,12001000150881200060211
1,12,001,0001,5088,120006,03,1,1,08,15,50,16,46,01,12001000150881200060311
1,12,001,0001,5088,120006,04,1,1,07,14,05,14,42,01,12001000150881200060411
1,12,001,0001,5105,120221,04,1,1,23,12,05,13,07,01,12001000151051202210411
1,13,048,0001,0054,131159,01,1,1,20,14,00,14,56,01,13048000100541311590111
1,13,048,0001,0054,131159,02,1,1,21,14,00,14,40,01,13048000100541311590211
1,13,048,0001,0054,131159,03,1,1,21,13,00,13,45,01,13048000100541311590311
1,13,048,0001,0054,131159,04,1,1,21,09,00,10,10,01,13048000100541311590411
1,13,048,0001,0054,131159,05,1,1,27,21,00,21,40,01,13048000100541311590511
1,13,048,0001,0054,131340,01,1,1,22,14,45,15,25,01,13048000100541313400111
1,13,048,0001,0054,131340,02,1,1,22,17,10,17,55,01,13048000100541313400211
1,13,048,0001,0054,131340,03,1,1,22,16,10,16,50,01,13048000100541313400311
1,13,048,0001,0054,131340,04,1,1,22,15,15,16,05,01,13048000100541313400411
1,13,048,0001,0054,131340,05,1,1,22,11,30,12,35,01,13048000100541313400511
1,13,048,0001,0162,131219,01,1,1,18,09,20,10,25,01,13048000101621312190111
1,13,048,0001,0162,131219,02,1,1,08,16,10,16,20,01,13048000101621312190211
1,13,048,0001,0162,131219,03,1,1,21,09,00,20,05,01,13048000101621312190311
1,13,048,0001,0162,131219,04,1,1,06,19,25,20,50,01,13048000101621312190411
1,13,048,0001,0162,131219,05,1,1,09,16,00,16,40,01,13048000101621312190511
1,13,048,0001,0228,131055,01,1,1,28,19,10,19,45,01,13048000102281310550111
1,13,048,0001,0228,131055,02,1,1,30,08,30,09,45,01,13048000102281310550211
1,13,048,0001,0228,131055,05,1,1,30,10,20,11,30,01,13048000102281310550511
1,13,048,0001,0228,131104,01,1,1,28,14,00,14,35,01,13048000102281311040111
1,13,048,0001,0228,131104,02,1,1,28,10,10,10,40,01,13048000102281311040211
1,13,048,0001,0228,131104,03,1,1,28,23,00,23,40,01,13048000102281311040311
1,13,048,0001,0228,131104,04,1,1,28,20,00,20,30,01,13048000102281311040411
1,13,048,0001,0228,131104,05,1,1,29,12,00,12,37,01,13048000102281311040511
1,13,048,0001,0285,131074,02,1,1,17,09,40,10,20,01,13048000102851310740211
1,13,048,0001,0285,131074,03,1,1,14,20,00,20,50,01,13048000102851310740311
1,13,048,0001,0285,131074,04,1,1,18,13,30,14,00,01,13048000102851310740411
1,13,048,0001,0410,131238,01,1,2,13,14,00,14,50,01,13048000104101312380112
