"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOG,C,1","DEGVIV,C,1","DIA,C,2","HORAI,C,2","MINUI,C,2","HORAT,C,2","MINUT,C,2","RESENT,C,2","LLAVE,C,23"
1,01,001,0001,0407,010201,01,1,1,22,16,15,17,00,01,01001000104070102010111
1,01,001,0001,0407,010201,02,1,1,08,17,00,20,30,01,01001000104070102010211
1,01,001,0001,0407,010201,03,1,1,07,18,55,20,10,01,01001000104070102010311
1,01,001,0001,0407,010201,04,1,1,08,18,45,19,30,01,01001000104070102010411
1,01,001,0001,0407,010201,05,1,1,10,20,00,20,59,01,01001000104070102010511
1,01,001,0001,0498,010276,02,1,1,06,17,39,19,03,01,01001000104980102760211
1,01,001,0001,0498,010276,04,1,1,06,15,05,16,18,01,01001000104980102760411
1,01,001,0001,0498,010276,05,1,1,07,10,30,11,22,01,01001000104980102760511
1,01,001,0001,0500,010293,01,1,1,08,13,00,14,10,01,01001000105000102930111
1,01,001,0001,0500,010293,02,1,1,06,17,03,18,15,01,01001000105000102930211
1,01,001,0001,0500,010293,03,1,1,09,10,00,11,10,01,01001000105000102930311
1,01,001,0001,0500,010293,04,1,1,06,14,42,15,50,01,01001000105000102930411
1,01,001,0001,0500,010293,05,1,1,08,12,01,12,59,01,01001000105000102930511
1,01,001,0001,0604,010013,01,1,1,09,16,28,17,58,01,01001000106040100130111
1,01,001,0001,0604,010013,03,1,1,08,14,52,16,06,01,01001000106040100130311
1,01,001,0001,0604,010013,04,1,1,07,14,35,15,21,01,01001000106040100130411
1,01,001,0001,0604,010013,05,1,1,11,18,15,19,20,01,01001000106040100130511
1,01,001,0001,1299,010122,01,1,1,29,10,10,10,47,01,01001000112990101220111
1,01,001,0001,1299,010122,02,1,1,29,21,02,21,52,01,01001000112990101220211
1,01,001,0001,1299,010122,03,1,1,29,14,08,15,11,01,01001000112990101220311
1,01,001,0001,1299,010122,04,1,1,29,11,04,11,58,01,01001000112990101220411
1,01,001,0001,1320,010385,02,1,1,23,17,15,17,58,01,01001000113200103850211
1,01,001,0001,1320,010385,03,1,1,22,16,50,17,32,01,01001000113200103850311
1,01,001,0001,1320,010385,04,1,1,30,14,15,15,00,01,01001000113200103850411
1,01,001,0001,1320,010385,05,1,1,20,15,25,16,15,01,01001000113200103850511
1,01,001,0001,159A,010300,01,1,1,27,16,13,17,00,01,010010001159A0103000111
1,01,001,0001,159A,010300,02,1,1,16,18,05,19,05,01,010010001159A0103000211
1,01,001,0001,159A,010300,03,1,1,20,20,10,21,05,01,010010001159A0103000311
1,01,001,0001,159A,010300,04,1,1,22,19,04,20,23,01,010010001159A0103000411
1,01,001,0001,159A,010300,05,1,1,16,19,32,21,08,01,010010001159A0103000511
1,01,001,0001,1706,010163,01,1,1,28,17,00,17,42,01,01001000117060101630111
1,01,001,0001,1706,010163,02,1,1,04,20,00,20,56,01,01001000117060101630211
1,01,001,0001,1706,010163,03,1,1,23,18,24,19,24,01,01001000117060101630311
1,01,001,0001,1706,010163,04,1,1,20,09,12,10,27,01,01001000117060101630411
1,01,001,0001,1706,010163,05,1,1,25,10,45,11,42,01,01001000117060101630511
1,01,001,0001,1744,010039,02,1,1,14,10,08,11,22,01,01001000117440100390211
1,01,001,0001,1744,010039,03,1,1,23,13,45,14,24,01,01001000117440100390311
1,01,001,0001,1744,010039,04,1,1,14,11,47,12,56,01,01001000117440100390411
1,01,001,0001,1744,010039,05,1,1,17,12,34,13,35,01,01001000117440100390511
1,01,001,0001,2066,010205,01,1,2,07,19,33,20,28,01,01001000120660102050112
1,01,001,0001,2066,010205,01,2,2,10,11,40,13,03,01,01001000120660102050122
1,01,001,0001,2066,010205,02,1,1,10,13,12,14,11,01,01001000120660102050211
1,01,001,0001,2066,010205,03,1,1,11,10,20,11,15,01,01001000120660102050311
1,01,001,0001,2066,010205,04,1,1,08,17,10,18,06,01,01001000120660102050411
1,01,001,0001,2066,010205,05,1,2,11,13,15,14,10,01,01001000120660102050512
1,01,001,0001,2066,010205,05,2,2,07,17,39,18,21,01,01001000120660102050522
1,01,001,0001,2206,010151,01,1,1,19,10,00,10,58,01,01001000122060101510111
1,01,001,0001,2206,010151,02,1,1,14,17,16,18,18,01,01001000122060101510211
1,01,001,0001,2206,010151,03,1,1,13,13,22,16,34,01,01001000122060101510311
1,01,001,0001,2206,010151,04,1,1,03,16,10,17,05,01,01001000122060101510411
1,01,001,0001,2206,010151,05,1,2,13,13,36,14,45,01,01001000122060101510512
1,01,001,0001,2206,010151,05,2,2,27,11,27,12,12,01,01001000122060101510522
1,01,001,0001,2418,010193,01,1,1,14,19,20,20,18,01,01001000124180101930111
1,01,001,0001,2418,010193,02,1,1,24,12,30,13,15,01,01001000124180101930211
1,01,001,0001,2418,010193,03,1,1,16,18,05,18,52,01,01001000124180101930311
1,01,001,0001,2418,010193,04,1,1,16,18,54,19,34,01,01001000124180101930411
1,01,001,0001,2418,010193,05,1,1,14,08,25,09,22,01,01001000124180101930511
1,01,001,0001,2511,010268,01,1,1,06,22,10,22,50,01,01001000125110102680111
1,01,001,0001,2511,010268,02,1,1,29,18,41,19,56,01,01001000125110102680211
1,01,001,0001,2511,010268,03,1,1,24,10,23,11,14,01,01001000125110102680311
1,01,001,0001,2511,010268,05,1,1,23,18,57,19,43,01,01001000125110102680511
1,01,001,0001,255A,010285,01,1,1,19,09,14,09,57,01,010010001255A0102850111
1,01,001,0001,255A,010285,02,1,1,16,16,29,17,00,01,010010001255A0102850211
1,01,001,0001,255A,010285,03,1,1,21,11,50,12,33,01,010010001255A0102850311
1,01,001,0001,255A,010285,04,1,1,18,15,33,16,44,01,010010001255A0102850411
1,01,001,0001,255A,010285,05,1,1,15,17,15,17,58,01,010010001255A0102850511
1,01,001,0001,2583,010270,01,1,1,06,19,46,20,46,01,01001000125830102700111
1,01,001,0001,2583,010270,03,1,1,06,22,35,23,25,01,01001000125830102700311
1,01,001,0001,262A,010328,01,1,1,26,10,40,11,29,01,010010001262A0103280111
1,01,001,0001,262A,010328,03,1,1,23,10,45,11,58,01,010010001262A0103280311
1,01,001,0001,262A,010328,04,1,1,26,21,00,22,15,01,010010001262A0103280411
1,01,001,0001,2668,010326,01,1,2,06,10,00,10,35,01,01001000126680103260112
1,01,001,0001,2668,010326,01,2,2,27,10,00,11,01,01,01001000126680103260122
1,01,001,0001,2668,010326,02,1,1,28,10,10,10,57,01,01001000126680103260211
1,01,001,0001,2668,010326,03,1,1,22,11,19,12,03,01,01001000126680103260311
1,01,001,0001,2668,010326,04,1,1,28,11,00,11,47,01,01001000126680103260411
1,01,001,0001,2668,010326,05,1,1,28,20,00,20,48,01,01001000126680103260511
1,01,001,0001,2719,010074,01,1,1,20,17,00,17,33,01,01001000127190100740111
1,01,001,0001,2719,010074,02,1,1,21,12,15,13,17,01,01001000127190100740211
1,01,001,0001,2719,010074,03,1,1,20,12,37,13,30,01,01001000127190100740311
1,01,001,0001,2719,010074,04,1,1,21,19,28,20,28,01,01001000127190100740411
1,01,001,0001,2719,010196,01,1,1,21,18,23,18,35,01,01001000127190101960111
1,01,001,0001,2719,010196,03,1,1,22,21,30,22,30,01,01001000127190101960311
1,01,001,0001,2719,010196,04,1,1,21,11,14,12,14,01,01001000127190101960411
1,01,001,0001,2719,010196,05,1,1,22,15,51,17,03,01,01001000127190101960511
1,01,001,0001,2795,010047,01,1,1,15,09,23,10,27,01,01001000127950100470111
1,01,001,0001,2795,010047,02,1,1,18,09,40,11,20,01,01001000127950100470211
1,01,001,0001,2795,010047,04,1,1,17,12,45,13,34,01,01001000127950100470411
1,01,001,0001,2795,010047,05,1,2,16,19,49,20,37,01,01001000127950100470512
1,01,001,0001,2795,010047,05,2,2,18,17,40,18,24,01,01001000127950100470522
1,02,004,0001,0511,020127,01,1,1,23,11,30,12,28,01,02004000105110201270111
1,02,004,0001,0511,020127,02,1,1,23,12,30,13,20,01,02004000105110201270211
1,02,004,0001,0511,020127,03,1,1,29,11,30,12,30,01,02004000105110201270311
1,02,004,0001,0511,020127,04,1,1,06,11,35,12,20,01,02004000105110201270411
1,02,004,0001,0511,020127,05,1,1,30,18,35,19,23,01,02004000105110201270511
1,02,004,0001,0530,020239,01,1,1,28,14,00,14,50,01,02004000105300202390111
1,02,004,0001,0530,020239,02,1,1,05,10,00,11,20,01,02004000105300202390211
1,02,004,0001,0530,020239,03,1,1,30,11,00,11,50,01,02004000105300202390311
1,02,004,0001,0530,020239,04,1,1,29,14,18,15,03,01,02004000105300202390411
1,02,004,0001,1346,020169,01,1,1,16,18,00,18,50,01,02004000113460201690111
1,02,004,0001,1346,020169,02,1,1,14,12,30,13,25,01,02004000113460201690211
1,02,004,0001,1346,020169,03,1,1,06,17,50,18,40,01,02004000113460201690311
1,02,004,0001,1346,020169,04,1,1,14,11,10,12,00,01,02004000113460201690411
1,02,004,0001,1346,020169,05,1,1,25,09,30,10,15,01,02004000113460201690511
1,02,004,0001,144A,020340,01,1,1,28,12,00,13,00,01,020040001144A0203400111
1,02,004,0001,144A,020340,02,1,1,28,12,15,13,05,01,020040001144A0203400211
1,02,004,0001,144A,020340,03,1,1,20,16,00,16,50,01,020040001144A0203400311
1,02,004,0001,144A,020340,04,1,1,28,12,00,12,45,01,020040001144A0203400411
1,02,004,0001,144A,020340,05,1,1,06,13,00,13,35,01,020040001144A0203400511
1,02,004,0001,1685,020121,01,1,1,30,13,15,14,00,01,02004000116850201210111
1,02,004,0001,1685,020121,02,1,1,30,11,10,12,00,01,02004000116850201210211
1,02,004,0001,1685,020121,03,1,1,24,13,00,13,50,01,02004000116850201210311
1,02,004,0001,1685,020121,04,1,1,25,11,55,12,48,01,02004000116850201210411
1,02,004,0001,1685,020121,05,1,1,30,12,10,12,53,01,02004000116850201210511
1,02,004,0001,1878,020306,02,1,1,27,15,10,16,03,01,02004000118780203060211
1,02,004,0001,1878,020306,04,1,1,27,16,55,17,45,01,02004000118780203060411
1,02,004,0001,1878,020306,05,1,1,27,17,30,18,33,01,02004000118780203060511
1,02,004,0001,3041,020021,01,1,1,31,21,30,22,20,01,02004000130410200210111
1,02,004,0001,3041,020021,02,1,1,30,18,00,19,00,01,02004000130410200210211
1,02,004,0001,3041,020021,03,1,1,28,18,20,19,05,01,02004000130410200210311
1,02,004,0001,3041,020021,04,1,1,24,11,00,11,53,01,02004000130410200210411
1,02,004,0001,3041,020021,05,1,1,31,21,00,21,50,01,02004000130410200210511
1,02,004,0001,322A,020301,01,1,1,16,19,12,20,10,01,020040001322A0203010111
1,02,004,0001,322A,020301,02,1,1,04,14,00,14,50,01,020040001322A0203010211
1,02,004,0001,322A,020301,04,1,1,19,09,00,09,45,01,020040001322A0203010411
1,02,004,0001,322A,020301,05,1,1,25,11,05,11,55,01,020040001322A0203010511
1,02,004,0001,3272,020019,01,1,1,20,19,00,20,05,01,02004000132720200190111
1,02,004,0001,3272,020019,02,1,1,16,14,00,14,51,01,02004000132720200190211
1,02,004,0001,3272,020019,03,1,1,16,16,50,17,30,01,02004000132720200190311
1,02,004,0001,3272,020019,04,1,1,13,14,00,14,55,01,02004000132720200190411
1,02,004,0001,3272,020019,05,1,1,16,15,40,16,30,01,02004000132720200190511
1,02,004,0001,3395,020143,01,1,1,22,16,40,17,30,01,02004000133950201430111
1,02,004,0001,3395,020143,03,1,1,24,12,00,12,45,01,02004000133950201430311
1,02,004,0001,3395,020143,04,1,1,26,13,00,14,00,01,02004000133950201430411
1,02,004,0001,3516,020100,01,1,1,10,19,10,20,00,01,02004000135160201000111
1,02,004,0001,3516,020100,02,1,1,08,16,40,17,25,01,02004000135160201000211
1,02,004,0001,3516,020100,03,1,1,07,16,48,17,34,01,02004000135160201000311
1,02,004,0001,3516,020100,04,1,1,06,11,10,11,58,01,02004000135160201000411
1,02,004,0001,3516,020100,05,1,1,10,11,10,12,10,01,02004000135160201000511
1,02,004,0001,3605,020043,01,1,1,13,16,30,17,10,01,02004000136050200430111
1,02,004,0001,3605,020043,02,1,1,08,15,00,15,40,01,02004000136050200430211
1,02,004,0001,3605,020043,03,1,1,07,14,00,14,58,01,02004000136050200430311
1,02,004,0001,3605,020043,04,1,1,08,13,10,14,10,01,02004000136050200430411
1,02,004,0001,3605,020043,05,1,1,08,12,10,13,00,01,02004000136050200430511
1,02,004,0001,3605,020189,01,1,1,13,15,30,16,23,01,02004000136050201890111
1,02,004,0001,3605,020189,02,1,1,09,14,15,15,30,01,02004000136050201890211
1,02,004,0001,3605,020189,03,1,1,11,10,00,10,45,01,02004000136050201890311
1,02,004,0001,3605,020189,04,1,1,09,16,10,16,50,01,02004000136050201890411
1,02,004,0001,3605,020189,05,1,1,09,17,00,17,45,01,02004000136050201890511
1,02,004,0001,3944,020212,02,1,1,22,15,05,15,58,01,02004000139440202120211
1,02,004,0001,3944,020212,03,1,1,22,14,13,14,56,01,02004000139440202120311
1,02,004,0001,3944,020212,04,1,1,22,13,10,14,00,01,02004000139440202120411
1,02,004,0001,3944,020212,05,1,1,22,11,30,12,30,01,02004000139440202120511
1,02,004,0001,4209,020035,02,1,1,10,18,03,18,55,01,02004000142090200350211
1,02,004,0001,4209,020035,03,1,1,10,17,10,18,00,01,02004000142090200350311
1,02,004,0001,4209,020035,04,1,1,10,19,10,20,30,01,02004000142090200350411
1,02,004,0001,4209,020035,05,1,1,10,19,00,19,45,01,02004000142090200350511
1,02,004,0001,4463,020016,01,1,1,19,15,05,15,55,01,02004000144630200160111
1,02,004,0001,4463,020016,02,1,1,14,14,30,15,20,01,02004000144630200160211
1,02,004,0001,4463,020016,03,1,1,14,14,50,15,40,01,02004000144630200160311
1,02,004,0001,4463,020016,04,1,1,17,15,40,16,30,01,02004000144630200160411
1,02,004,0001,4463,020016,05,1,1,19,14,10,15,00,01,02004000144630200160511
1,02,004,0001,4637,020288,01,1,1,07,12,47,13,40,01,02004000146370202880111
1,02,004,0001,4637,020288,02,1,1,04,15,00,15,45,01,02004000146370202880211
1,02,004,0001,4637,020288,03,1,1,19,18,10,19,00,01,02004000146370202880311
1,02,004,0001,4637,020288,04,1,1,07,13,05,13,50,01,02004000146370202880411
1,02,004,0001,5245,020364,01,1,1,09,12,00,12,50,01,02004000152450203640111
1,02,004,0001,5245,020364,02,1,1,08,11,10,12,10,01,02004000152450203640211
1,02,004,0001,5245,020364,03,1,1,12,17,00,17,50,01,02004000152450203640311
1,02,004,0001,5245,020364,04,1,2,07,14,05,15,00,01,02004000152450203640412
1,02,004,0001,5245,020364,04,2,2,09,11,30,12,15,01,02004000152450203640422
1,02,004,0001,5245,020364,05,1,1,09,17,30,18,05,01,02004000152450203640511
1,02,004,0001,5442,020403,01,1,1,19,13,15,13,56,01,02004000154420204030111
1,02,004,0001,5442,020403,02,1,1,13,12,00,12,48,01,02004000154420204030211
1,02,004,0001,5442,020403,03,1,1,13,12,30,13,30,01,02004000154420204030311
1,02,004,0001,5442,020403,04,1,1,13,11,40,12,10,01,02004000154420204030411
1,02,004,0001,5442,020403,05,1,1,17,10,00,10,50,01,02004000154420204030511
1,02,004,0001,5758,020351,01,1,1,28,11,00,11,50,01,02004000157580203510111
1,02,004,0001,5758,020351,02,1,1,17,12,10,13,00,01,02004000157580203510211
1,02,004,0001,5758,020351,03,1,1,17,11,00,12,00,01,02004000157580203510311
1,02,004,0001,5758,020351,04,1,1,20,13,20,14,20,01,02004000157580203510411
1,02,004,0001,5758,020351,05,1,1,19,15,40,16,30,01,02004000157580203510511
1,03,003,0001,1856,030101,01,1,1,24,18,00,18,55,01,03003000118560301010111
1,03,003,0001,1856,030101,02,1,1,21,10,25,11,07,01,03003000118560301010211
1,03,003,0001,1856,030101,03,1,1,26,13,35,14,30,01,03003000118560301010311
1,03,003,0001,1856,030101,04,1,1,29,16,00,17,10,01,03003000118560301010411
1,03,003,0001,1856,030101,05,1,1,25,09,35,10,20,01,03003000118560301010511
1,03,003,0001,1964,030130,01,1,1,09,10,15,10,55,01,03003000119640301300111
1,03,003,0001,1964,030130,02,1,1,15,10,45,11,30,01,03003000119640301300211
1,03,003,0001,1964,030130,03,1,1,08,11,15,12,20,01,03003000119640301300311
1,03,003,0001,1964,030130,04,1,1,13,10,05,10,55,01,03003000119640301300411
1,03,003,0001,1964,030130,05,1,1,10,10,30,11,25,01,03003000119640301300511
1,03,003,0001,2021,030238,01,1,1,10,19,20,20,35,01,03003000120210302380111
1,03,003,0001,2021,030238,02,1,1,13,17,48,18,29,01,03003000120210302380211
1,03,003,0001,2021,030238,03,1,1,10,12,59,13,41,01,03003000120210302380311
1,03,003,0001,2021,030238,04,1,1,27,19,25,20,25,01,03003000120210302380411
1,03,003,0001,2021,030238,05,1,1,16,10,30,11,27,01,03003000120210302380511
1,03,003,0001,2036,030226,01,1,1,09,19,30,20,21,01,03003000120360302260111
1,03,003,0001,2036,030226,02,1,1,07,17,33,18,42,01,03003000120360302260211
1,03,003,0001,2036,030226,03,1,1,07,18,46,19,39,01,03003000120360302260311
1,03,003,0001,2036,030226,04,1,1,09,10,35,11,40,01,03003000120360302260411
1,03,003,0001,2036,030226,05,1,1,09,18,20,19,26,01,03003000120360302260511
1,03,003,0001,213A,030054,01,1,1,06,16,01,18,40,01,030030001213A0300540111
1,03,003,0001,213A,030054,02,1,1,06,18,45,20,13,01,030030001213A0300540211
1,03,003,0001,213A,030054,05,1,1,08,16,35,17,30,01,030030001213A0300540511
1,03,003,0001,2144,030139,01,1,1,06,14,15,15,30,01,03003000121440301390111
1,03,003,0001,2144,030139,02,1,1,14,14,55,15,35,01,03003000121440301390211
1,03,003,0001,2144,030139,03,1,1,07,11,45,12,35,01,03003000121440301390311
1,03,003,0001,2144,030139,05,1,1,07,10,25,11,30,01,03003000121440301390511
1,03,003,0001,2233,030080,01,1,1,23,10,20,11,15,01,03003000122330300800111
1,03,003,0001,2233,030080,02,1,1,21,10,25,11,30,01,03003000122330300800211
1,03,003,0001,2233,030080,03,1,1,27,17,02,18,10,01,03003000122330300800311
1,03,003,0001,2233,030080,04,1,1,28,10,40,11,30,01,03003000122330300800411
1,03,003,0001,2248,030250,01,1,1,10,18,30,19,30,01,03003000122480302500111
1,03,003,0001,2248,030250,02,1,1,07,14,50,15,50,01,03003000122480302500211
1,03,003,0001,2248,030250,03,1,1,09,16,00,16,55,01,03003000122480302500311
1,03,003,0001,2248,030250,04,1,1,07,13,30,14,15,01,03003000122480302500411
1,03,003,0001,2248,030250,05,1,1,25,10,00,12,55,01,03003000122480302500511
1,03,003,0001,2962,030310,01,1,1,24,15,55,16,40,01,03003000129620303100111
1,03,003,0001,2962,030310,02,1,1,25,16,30,18,15,01,03003000129620303100211
1,03,003,0001,2962,030310,03,1,1,24,19,15,19,45,01,03003000129620303100311
1,03,003,0001,2962,030310,05,1,1,22,16,40,17,35,01,03003000129620303100511
1,03,003,0001,3053,030319,01,1,1,17,12,35,13,30,01,03003000130530303190111
1,03,003,0001,3053,030319,02,1,1,25,08,20,09,00,01,03003000130530303190211
1,03,003,0001,3053,030319,03,1,1,17,11,30,12,15,01,03003000130530303190311
1,03,003,0001,3053,030319,04,1,1,31,18,55,19,35,01,03003000130530303190411
1,03,003,0001,3053,030319,05,1,1,21,19,10,20,10,01,03003000130530303190511
1,03,003,0001,3072,030002,01,1,1,28,19,45,20,30,01,03003000130720300020111
1,03,003,0001,3072,030002,02,1,1,15,12,35,13,40,01,03003000130720300020211
1,03,003,0001,3072,030002,03,1,1,16,18,15,19,10,01,03003000130720300020311
1,03,003,0001,3072,030002,04,1,1,27,12,00,12,50,01,03003000130720300020411
1,03,003,0001,3072,030002,05,1,1,15,16,20,17,40,01,03003000130720300020511
1,03,003,0001,3176,030090,01,1,1,14,13,20,14,10,01,03003000131760300900111
1,03,003,0001,3176,030090,02,1,1,11,10,28,11,12,01,03003000131760300900211
1,03,003,0001,3176,030090,03,1,1,08,19,42,20,37,01,03003000131760300900311
1,03,003,0001,3176,030090,04,1,1,16,12,00,13,30,01,03003000131760300900411
1,03,003,0001,3176,030090,05,1,1,14,18,30,19,22,01,03003000131760300900511
1,03,003,0001,3176,030136,01,1,1,20,20,20,21,15,01,03003000131760301360111
1,03,003,0001,3176,030136,02,1,1,10,11,10,12,20,01,03003000131760301360211
1,03,003,0001,3176,030136,03,1,1,14,12,14,13,07,01,03003000131760301360311
1,03,003,0001,3176,030136,04,1,1,16,11,38,12,46,01,03003000131760301360411
1,03,003,0001,3176,030136,05,1,1,09,17,15,18,04,01,03003000131760301360511
1,03,003,0001,3180,030015,01,1,1,13,10,21,11,19,01,03003000131800300150111
1,03,003,0001,3180,030015,02,1,1,14,19,35,20,41,01,03003000131800300150211
1,03,003,0001,3180,030015,03,1,1,14,17,55,18,15,01,03003000131800300150311
1,03,003,0001,3180,030015,04,1,1,16,13,10,14,25,01,03003000131800300150411
1,03,003,0001,3180,030015,05,1,1,13,11,55,13,16,01,03003000131800300150511
1,03,003,0001,327A,030056,01,1,1,15,10,20,11,16,01,030030001327A0300560111
1,03,003,0001,327A,030056,02,1,1,23,18,15,19,25,01,030030001327A0300560211
1,03,003,0001,327A,030056,03,1,1,16,17,40,18,35,01,030030001327A0300560311
1,03,003,0001,327A,030056,04,1,1,15,12,59,13,15,01,030030001327A0300560411
1,03,003,0001,327A,030056,05,1,1,16,18,40,19,36,01,030030001327A0300560511
1,03,003,0001,3335,030266,01,1,1,20,11,40,12,30,01,03003000133350302660111
1,03,003,0001,3335,030266,02,1,1,24,17,15,17,50,01,03003000133350302660211
1,03,003,0001,3335,030266,04,1,1,23,16,55,17,40,01,03003000133350302660411
1,03,003,0001,3335,030266,05,1,1,21,11,45,12,25,01,03003000133350302660511
1,03,003,0001,3354,030300,01,1,1,24,16,30,17,18,01,03003000133540303000111
1,03,003,0001,3354,030300,02,1,1,20,10,45,11,35,01,03003000133540303000211
1,03,003,0001,3354,030300,03,1,1,21,11,40,12,35,01,03003000133540303000311
1,03,003,0001,3354,030300,04,1,1,17,11,37,12,45,01,03003000133540303000411
1,03,003,0001,3354,030300,05,1,1,21,18,30,19,38,01,03003000133540303000511
1,03,003,0001,3369,030248,01,1,1,23,11,50,12,25,01,03003000133690302480111
1,03,003,0001,3369,030248,02,1,1,27,15,30,16,40,01,03003000133690302480211
1,03,003,0001,3369,030248,04,1,1,29,08,00,08,45,01,03003000133690302480411
1,03,003,0001,3369,030248,05,1,1,22,10,35,11,40,01,03003000133690302480511
1,03,003,0001,3439,030055,01,1,1,09,12,05,13,05,01,03003000134390300550111
1,03,003,0001,3439,030055,02,1,1,09,13,15,14,00,01,03003000134390300550211
1,03,003,0001,3439,030055,03,1,1,27,10,40,11,20,01,03003000134390300550311
1,03,003,0001,3439,030055,04,1,1,09,14,25,15,20,01,03003000134390300550411
1,03,003,0001,3439,030055,05,1,1,17,08,30,09,30,01,03003000134390300550511
1,03,003,0001,3477,030052,01,1,1,20,10,05,10,58,01,03003000134770300520111
1,03,003,0001,3477,030052,02,1,1,21,11,25,12,20,01,03003000134770300520211
1,03,003,0001,3477,030052,03,1,1,11,11,20,12,10,01,03003000134770300520311
1,03,003,0001,3477,030052,04,1,1,18,18,35,19,10,01,03003000134770300520411
1,04,002,0001,0126,040177,01,1,1,08,14,00,15,00,01,04002000101260401770111
1,04,002,0001,0126,040177,02,1,1,08,11,05,12,00,01,04002000101260401770211
1,04,002,0001,0126,040177,03,1,1,08,12,05,13,05,01,04002000101260401770311
1,04,002,0001,0126,040177,05,1,1,20,18,15,18,50,01,04002000101260401770511
1,04,002,0001,0126,040264,01,1,1,06,14,00,15,00,01,04002000101260402640111
1,04,002,0001,0126,040264,02,1,1,07,12,30,13,30,01,04002000101260402640211
1,04,002,0001,0126,040264,03,1,1,28,18,00,18,50,01,04002000101260402640311
1,04,002,0001,0126,040264,04,1,1,06,12,40,13,15,01,04002000101260402640411
1,04,002,0001,0126,040264,05,1,1,06,11,30,12,25,01,04002000101260402640511
1,04,002,0001,0516,040193,01,1,1,15,12,05,12,55,01,04002000105160401930111
1,04,002,0001,0516,040193,02,1,1,16,19,10,19,55,01,04002000105160401930211
1,04,002,0001,0516,040193,03,1,1,31,12,30,13,05,01,04002000105160401930311
1,04,002,0001,0516,040193,05,1,1,15,13,40,14,20,01,04002000105160401930511
1,04,002,0001,061A,040151,02,1,1,09,17,20,18,35,01,040020001061A0401510211
1,04,002,0001,061A,040151,03,1,1,13,18,28,19,17,01,040020001061A0401510311
1,04,002,0001,061A,040151,04,1,1,13,18,05,19,00,01,040020001061A0401510411
1,04,002,0001,061A,040151,05,1,1,19,10,34,11,11,01,040020001061A0401510511
1,04,002,0001,0658,040350,01,1,1,30,11,50,12,25,01,04002000106580403500111
1,04,002,0001,0658,040350,02,1,1,24,17,45,18,30,01,04002000106580403500211
1,04,002,0001,0658,040350,03,1,1,24,15,20,15,55,01,04002000106580403500311
1,04,002,0001,0658,040350,04,1,1,24,15,10,16,10,01,04002000106580403500411
1,04,002,0001,0658,040350,05,1,1,26,10,22,11,05,01,04002000106580403500511
1,04,002,0001,0732,040075,01,1,1,20,16,20,17,10,01,04002000107320400750111
1,04,002,0001,0732,040075,02,1,1,23,19,40,20,20,01,04002000107320400750211
1,04,002,0001,0732,040075,03,1,1,23,20,45,21,30,01,04002000107320400750311
1,04,002,0001,0732,040075,04,1,1,23,12,10,13,05,01,04002000107320400750411
1,04,002,0001,0732,040075,05,1,1,23,18,50,19,27,01,04002000107320400750511
1,04,002,0001,0732,040077,01,1,1,20,11,10,11,55,01,04002000107320400770111
1,04,002,0001,0732,040077,02,1,1,20,12,15,13,05,01,04002000107320400770211
1,04,002,0001,0732,040077,03,1,1,23,16,45,17,30,01,04002000107320400770311
1,04,002,0001,0732,040077,04,1,1,24,17,50,18,25,01,04002000107320400770411
1,04,002,0001,0925,040243,01,1,1,14,12,10,13,00,01,04002000109250402430111
1,04,002,0001,0925,040243,02,1,1,16,18,25,19,25,01,04002000109250402430211
1,04,002,0001,0925,040243,03,1,1,30,18,45,19,35,01,04002000109250402430311
1,04,002,0001,0925,040243,04,1,1,16,17,30,18,25,01,04002000109250402430411
1,04,002,0001,0925,040243,05,1,1,14,13,35,14,15,01,04002000109250402430511
1,04,002,0001,1035,040346,01,1,1,07,11,25,13,15,01,04002000110350403460111
1,04,002,0001,1035,040346,02,1,1,07,17,00,17,55,01,04002000110350403460211
1,04,002,0001,1035,040346,03,1,1,07,10,00,11,00,01,04002000110350403460311
1,04,002,0001,1035,040346,04,1,1,08,10,05,10,50,01,04002000110350403460411
1,04,002,0001,1035,040346,05,1,1,20,11,45,12,30,01,04002000110350403460511
1,04,002,0001,1105,040178,01,1,1,09,12,05,13,00,01,04002000111050401780111
1,04,002,0001,1105,040178,02,1,1,25,08,30,09,00,01,04002000111050401780211
1,04,002,0001,1105,040178,03,1,2,09,13,56,14,50,01,04002000111050401780312
1,04,002,0001,1105,040178,03,2,2,09,13,15,13,55,01,04002000111050401780322
1,04,002,0001,1105,040178,04,1,1,11,12,20,13,20,01,04002000111050401780411
1,04,002,0001,1105,040178,05,1,1,28,18,55,19,30,01,04002000111050401780511
1,04,002,0001,1162,040065,01,1,1,17,15,50,16,25,01,04002000111620400650111
1,04,002,0001,1162,040065,02,1,1,14,14,30,15,25,01,04002000111620400650211
1,04,002,0001,1162,040065,03,1,1,14,13,50,14,30,01,04002000111620400650311
1,04,002,0001,1162,040065,04,1,1,17,14,05,14,55,01,04002000111620400650411
1,04,002,0001,1162,040065,05,1,1,16,17,35,18,35,01,04002000111620400650511
1,04,002,0001,136A,040338,01,1,1,06,11,15,12,39,01,040020001136A0403380111
1,04,002,0001,136A,040338,02,1,1,06,13,06,14,17,01,040020001136A0403380211
