"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","JUEZ,C,2","MEDICO,C,2","ABOGADO,C,2","INVESTIGA,C,2","HOMBRENG,C,2","PERIODI,C,2","BANQUERO,C,2","INGENIE,C,2","ARQUITE,C,2","PROFESOR,C,2","DEPORT,C,2","ARTISTA,C,2","PEREVYPER,C,1","PETVYRAD,C,1","PALITICOS,C,1","INC,C,1","CIENTRAUNI,C,1","CIENTRACEN,C,1","ASOCPAM,C,1","EMPRESA,C,1","MILITARES,C,1","LIDREL,C,1","GOBIERNO,C,1","MADICOS,C,1","ESCEINV,C,1","BIOLOGIA,C,1","ASTRONOM,C,1","HISTORIA,C,1","FISICA,C,1","HOMEOPA,C,1","HOROSCOPOS,C,1","ECONOMIA,C,1","MEDICINA,C,1","PSICOLOGIA,C,1","MATEMA,C,1","PARAPSI,C,1","CIIMANEG,C,1","CLMCNOAT,C,1","TECIDIFI,C,1","EXPLYSNOAT,C,1","POCOINTJOV,C,1","OTRA,C,1","NINGUNA,C,1","NOSABE,C,1","ESPE_C166,C,50","LLAVE,C,23","NUMREN,C,2"
7,01,001,0001,0407,010201,01,1,1,07,10,06,09,08,08,07,09,09,08,09,08,2,2,3,2,2,2,3,3,2,3,3,2,3,2,2,3,2,3,4,3,1,2,1,3,0,3,2,1,0,0,0,0,,01001000104070102010111,03
7,01,001,0001,0407,010201,02,1,1,10,10,09,09,08,08,06,07,07,07,07,07,2,2,3,2,1,1,1,2,2,3,3,1,2,2,2,3,1,3,4,3,1,2,1,2,0,0,3,2,0,0,0,0,LAS CARRERAS CIENTIFICAS SON MAS CARAS,01001000104070102010211,01
7,01,001,0001,0407,010201,03,1,1,09,05,08,10,08,03,03,09,02,02,04,08,3,3,3,2,2,4,3,2,1,3,3,2,2,2,2,4,2,2,4,3,1,1,1,1,0,3,0,2,1,0,0,0,,01001000104070102010311,02
7,01,001,0001,0407,010201,04,1,1,08,09,07,10,09,08,09,09,09,10,10,09,2,2,3,1,1,1,1,2,1,1,2,2,1,1,2,3,1,2,4,2,1,2,1,2,0,2,3,1,0,0,0,0,,01001000104070102010411,01
7,01,001,0001,0407,010201,05,1,1,09,07,04,10,09,09,09,09,09,09,09,09,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,4,1,1,4,4,1,4,1,4,0,3,1,0,2,0,0,0,,01001000104070102010511,02
7,01,001,0001,0498,010276,02,1,1,05,07,04,10,05,08,05,07,08,04,07,01,3,3,3,2,2,2,3,3,2,3,3,2,2,1,2,3,1,3,4,2,2,1,1,4,0,2,1,0,3,0,0,0,,01001000104980102760211,01
7,01,001,0001,0498,010276,04,1,1,07,09,07,09,08,07,08,09,09,07,08,08,2,2,3,2,1,1,3,3,2,2,3,1,2,2,2,3,1,2,4,2,1,2,1,2,0,3,1,0,2,0,0,0,,01001000104980102760411,01
7,01,001,0001,0498,010276,05,1,1,07,07,07,10,08,09,09,08,09,08,07,05,2,2,3,1,1,1,2,3,2,3,3,2,2,2,1,2,2,1,4,3,1,1,1,2,0,0,3,2,1,0,0,0,,01001000104980102760511,02
7,01,001,0001,0500,010293,01,1,1,01,06,07,08,05,06,07,08,10,10,10,10,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,4,2,4,1,1,3,3,0,2,1,3,0,0,0,0,,01001000105000102930111,03
7,01,001,0001,0500,010293,02,1,1,07,10,08,10,08,07,07,07,08,07,09,08,3,2,3,1,2,1,2,3,3,3,3,1,2,1,1,1,1,3,2,2,1,1,1,1,3,2,0,0,1,0,0,0,,01001000105000102930211,02
7,01,001,0001,0500,010293,03,1,1,08,10,05,08,07,06,05,05,08,05,08,05,3,2,3,2,1,1,2,3,2,3,2,1,1,2,1,3,3,2,4,4,1,3,3,3,0,3,1,0,2,0,0,0,,01001000105000102930311,01
7,01,001,0001,0500,010293,04,1,1,05,08,06,07,09,10,03,01,08,10,10,08,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,1,1,1,5,0,2,0,3,1,0,0,0,,01001000105000102930411,02
7,01,001,0001,0500,010293,05,1,1,05,07,03,08,07,04,05,05,05,08,08,09,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,1,3,1,3,0,2,0,1,3,0,0,0,,01001000105000102930511,02
7,01,001,0001,0604,010013,01,1,1,05,08,01,09,09,10,07,07,07,09,07,08,3,2,3,4,2,3,2,2,2,2,3,2,2,5,5,2,2,3,4,3,2,2,2,3,0,0,3,2,1,0,0,0,,01001000106040100130111,01
7,01,001,0001,0604,010013,03,1,1,02,04,01,05,05,04,02,06,06,01,07,05,2,2,3,1,1,1,1,2,3,2,3,2,2,4,3,2,2,2,4,3,1,1,1,1,0,1,3,0,2,0,0,0,,01001000106040100130311,02
7,01,001,0001,0604,010013,04,1,1,08,10,03,09,08,08,09,08,08,09,09,09,2,2,3,1,1,2,2,2,2,2,3,2,2,2,3,4,1,3,4,3,1,1,1,2,0,0,2,3,1,0,0,0,,01001000106040100130411,01
7,01,001,0001,0604,010013,05,1,1,06,08,03,09,04,06,03,09,08,10,10,05,2,3,3,2,1,2,2,2,3,2,3,2,1,1,1,3,1,3,4,2,1,1,1,3,0,1,2,3,0,0,0,0,,01001000106040100130511,03
7,01,001,0001,1299,010122,01,1,1,07,08,06,08,09,08,09,08,10,06,06,04,2,2,3,1,1,1,2,2,2,1,3,2,3,2,2,3,2,2,4,4,2,2,4,2,0,2,3,1,0,0,0,0,,01001000112990101220111,02
7,01,001,0001,1299,010122,02,1,1,06,06,07,05,07,05,01,07,07,05,01,04,2,3,3,1,3,2,2,3,2,2,3,2,1,2,2,4,2,4,4,2,2,3,1,4,0,2,3,1,0,0,0,0,,01001000112990101220211,01
7,01,001,0001,1299,010122,03,1,1,07,08,06,07,08,05,07,08,08,07,06,06,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,2,1,1,1,4,0,3,2,0,1,0,0,0,,01001000112990101220311,01
7,01,001,0001,1299,010122,04,1,1,02,05,02,08,08,03,08,08,08,02,03,04,3,3,3,2,2,1,2,3,3,3,3,2,2,2,2,4,1,4,4,3,2,3,1,4,0,1,3,2,0,0,0,0,,01001000112990101220411,01
7,01,001,0001,1320,010385,02,1,1,05,05,05,09,09,08,08,08,08,07,08,08,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,5,4,4,2,2,2,2,0,2,0,3,1,0,0,0,,01001000113200103850211,01
7,01,001,0001,1320,010385,03,1,1,11,08,11,11,07,09,08,11,11,09,08,08,3,2,3,3,2,3,2,3,3,3,3,2,2,2,2,1,1,5,5,3,2,2,2,5,0,3,2,0,1,0,0,0,,01001000113200103850311,02
7,01,001,0001,1320,010385,04,1,1,11,03,11,11,04,06,11,07,09,10,08,04,2,1,3,2,2,2,1,3,2,2,2,2,3,2,1,4,1,2,3,5,1,1,3,3,0,1,2,0,3,0,0,0,,01001000113200103850411,03
7,01,001,0001,1320,010385,05,1,1,01,10,07,07,08,06,08,08,07,09,09,09,2,2,3,2,2,3,1,2,2,3,3,2,2,2,2,2,2,2,3,4,1,2,2,2,0,1,2,0,3,0,0,0,,01001000113200103850511,04
7,01,001,0001,159A,010300,01,1,1,08,09,09,09,09,09,09,09,09,09,09,07,2,2,3,2,1,1,1,1,2,2,3,2,2,3,1,4,3,4,4,4,3,4,1,3,0,1,2,3,0,0,0,0,,010010001159A0103000111,02
7,01,001,0001,159A,010300,02,1,1,07,08,07,09,08,08,05,09,10,07,08,08,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,4,4,2,1,1,4,0,3,0,1,2,0,0,0,,010010001159A0103000211,01
7,01,001,0001,159A,010300,03,1,1,02,02,02,09,05,01,08,08,08,03,08,08,2,2,3,2,2,2,3,3,3,3,3,2,2,2,3,2,2,2,4,3,1,1,2,3,0,3,0,1,2,0,0,0,,010010001159A0103000311,02
7,01,001,0001,159A,010300,04,1,1,05,10,08,10,09,08,08,09,09,09,08,08,2,2,3,2,1,1,2,2,2,2,2,1,2,2,1,3,1,2,4,2,1,2,1,4,0,2,3,1,0,0,0,0,,010010001159A0103000411,01
7,01,001,0001,159A,010300,05,1,1,06,09,07,10,09,09,10,07,09,09,09,07,2,2,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,3,2,1,1,1,2,0,1,0,2,3,0,0,0,,010010001159A0103000511,02
7,01,001,0001,1706,010163,01,1,1,06,07,05,09,08,04,08,08,08,05,06,06,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,4,4,4,2,2,2,4,0,3,1,0,2,0,0,0,,01001000117060101630111,02
7,01,001,0001,1706,010163,02,1,1,07,08,07,09,08,08,07,08,07,07,07,07,3,2,3,2,1,1,2,2,2,3,3,1,2,1,1,3,1,1,4,3,1,1,1,2,0,3,1,0,2,0,0,0,,01001000117060101630211,01
7,01,001,0001,1706,010163,03,1,1,06,07,05,09,09,09,08,09,09,09,09,10,2,1,3,2,1,1,2,2,4,3,2,2,2,2,2,2,1,3,4,2,1,2,1,4,0,3,1,2,0,0,0,0,,01001000117060101630311,01
7,01,001,0001,1706,010163,04,1,1,09,10,08,10,08,09,06,09,09,10,10,07,2,2,3,4,1,2,2,2,1,2,2,1,1,1,1,3,1,1,3,3,1,3,1,3,0,2,0,1,3,0,0,0,,01001000117060101630411,02
7,01,001,0001,1706,010163,05,1,1,07,08,08,09,09,06,06,08,09,07,09,06,1,3,3,2,1,1,3,2,2,2,3,2,2,2,2,2,1,3,4,3,1,1,1,3,2,3,0,0,0,0,0,0,LA VISION QUE TIENEN LOS JOVENES HACIA LA CIENCIA,01001000117060101630511,01
7,01,001,0001,1744,010039,02,1,1,11,08,07,08,08,09,08,06,08,08,08,08,3,2,3,2,2,4,2,4,2,2,3,2,2,5,5,3,2,2,4,2,2,2,2,2,2,3,0,0,1,0,0,0,,01001000117440100390211,02
7,01,001,0001,1744,010039,03,1,1,03,05,02,06,01,01,07,07,07,09,01,03,3,3,3,1,2,2,2,3,2,3,3,2,2,2,1,4,2,2,4,4,2,4,2,4,2,3,0,0,1,0,0,0,,01001000117440100390311,03
7,01,001,0001,1744,010039,04,1,1,04,08,03,08,08,08,08,09,09,08,09,08,2,2,3,4,2,2,3,3,3,3,3,2,2,2,2,3,2,4,4,3,2,2,2,4,0,3,2,0,1,0,0,0,,01001000117440100390411,01
7,01,001,0001,1744,010039,05,1,1,08,10,08,10,10,08,10,10,10,10,10,10,3,3,3,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,4,2,1,2,2,2,0,0,1,3,2,0,0,0,,01001000117440100390511,01
7,01,001,0001,2066,010205,01,1,2,07,10,08,09,07,08,10,10,08,09,10,10,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,3,0,0,0,,01001000120660102050112,01
7,01,001,0001,2066,010205,01,2,2,08,10,05,11,07,09,09,10,10,10,10,10,2,2,3,1,2,4,2,2,2,1,1,2,4,3,3,2,3,3,4,2,1,1,1,4,3,0,0,1,2,0,0,0,,01001000120660102050122,01
7,01,001,0001,2066,010205,02,1,1,07,08,08,11,10,06,07,08,09,09,10,10,3,2,3,2,2,2,2,2,2,2,3,2,4,2,1,3,5,3,1,3,1,2,1,4,0,0,1,2,3,0,0,0,,01001000120660102050211,04
7,01,001,0001,2066,010205,03,1,1,10,10,08,10,08,10,07,10,10,09,10,10,1,1,3,2,1,1,1,2,2,1,3,1,2,3,3,3,3,3,4,3,1,1,1,1,0,3,0,1,2,0,0,0,,01001000120660102050311,02
7,01,001,0001,2066,010205,04,1,1,05,07,04,08,09,10,08,08,10,10,09,10,3,3,3,2,2,2,1,3,2,2,3,2,2,2,3,1,3,5,4,3,2,2,1,1,0,0,1,2,3,0,0,0,,01001000120660102050411,04
7,01,001,0001,2066,010205,05,1,2,09,09,07,10,03,08,06,02,07,10,08,10,2,1,3,2,1,2,2,2,2,3,3,2,2,2,3,3,4,2,4,2,1,1,2,5,1,0,2,0,3,0,0,0,,01001000120660102050512,01
7,01,001,0001,2066,010205,05,2,2,07,08,08,10,10,10,08,08,07,09,10,10,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,0,3,2,1,0,0,0,0,,01001000120660102050522,01
7,01,001,0001,2206,010151,01,1,1,02,03,01,06,02,03,01,07,05,09,10,07,2,2,3,2,1,2,1,3,3,2,3,2,2,2,2,2,2,2,4,2,2,2,3,2,0,0,2,3,1,0,0,0,,01001000122060101510111,02
7,01,001,0001,2206,010151,02,1,1,08,10,09,10,09,09,08,10,10,09,10,08,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,3,3,2,1,1,1,2,2,1,0,0,3,0,0,0,,01001000122060101510211,03
7,01,001,0001,2206,010151,03,1,1,08,01,09,10,08,07,08,09,10,09,09,09,2,2,3,1,1,1,2,2,3,2,3,2,2,2,1,3,1,3,4,4,1,2,2,1,0,2,3,0,1,0,0,0,,01001000122060101510311,02
7,01,001,0001,2206,010151,04,1,1,07,09,07,08,08,08,07,09,09,09,09,07,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,4,3,1,1,1,2,0,0,2,1,3,0,0,0,,01001000122060101510411,01
7,01,001,0001,2206,010151,05,1,2,02,10,10,11,10,10,11,10,10,03,10,10,2,2,3,2,4,4,3,2,1,3,3,1,4,1,2,1,1,1,2,2,2,1,2,5,0,3,2,0,1,0,0,0,,01001000122060101510512,01
7,01,001,0001,2206,010151,05,2,2,05,05,06,05,05,06,05,04,04,07,05,05,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,4,2,2,4,2,2,2,3,4,0,0,3,1,2,0,0,0,,01001000122060101510522,01
7,01,001,0001,2418,010193,01,1,1,03,05,01,09,05,08,04,06,06,09,10,08,2,2,3,2,2,2,2,2,1,3,3,2,2,1,1,2,1,2,3,2,1,1,1,1,0,0,1,2,3,0,0,0,,01001000124180101930111,01
7,01,001,0001,2418,010193,02,1,1,09,10,08,09,08,10,07,09,09,10,10,09,2,2,4,2,2,2,2,2,1,2,3,1,2,1,1,1,1,2,4,2,1,1,1,1,0,0,3,1,2,0,0,0,,01001000124180101930211,02
7,01,001,0001,2418,010193,03,1,1,10,10,01,06,10,05,05,05,05,05,08,08,3,3,3,2,2,2,2,2,4,3,2,2,1,2,2,4,2,2,4,4,2,2,2,2,0,3,1,0,2,0,0,0,,01001000124180101930311,01
7,01,001,0001,2418,010193,04,1,1,09,05,11,10,10,05,05,10,10,10,09,06,3,2,3,3,1,1,2,2,1,2,2,3,2,1,1,1,2,4,4,3,1,1,2,4,0,1,0,2,3,0,0,0,,01001000124180101930411,05
7,01,001,0001,2418,010193,05,1,1,06,10,08,10,10,10,10,10,10,08,06,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,3,1,2,0,0,0,,01001000124180101930511,01
7,01,001,0001,2511,010268,01,1,1,09,09,08,09,08,07,08,09,09,09,08,07,2,2,3,2,2,2,2,3,2,3,3,1,2,2,2,3,1,3,4,3,1,1,1,2,0,3,2,1,0,0,0,0,,01001000125110102680111,01
7,01,001,0001,2511,010268,02,1,1,08,10,08,10,10,10,01,08,09,10,10,10,2,2,3,1,2,2,1,2,2,1,2,2,1,3,3,4,2,3,4,4,1,3,2,2,0,3,1,2,0,0,0,0,,01001000125110102680211,01
7,01,001,0001,2511,010268,03,1,1,05,10,08,10,07,05,09,08,08,08,10,07,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,1,4,3,2,3,2,3,0,2,0,3,1,0,0,0,,01001000125110102680311,02
7,01,001,0001,2511,010268,05,1,1,06,08,06,05,09,04,06,07,09,09,03,03,2,2,3,1,1,1,2,3,3,3,3,2,1,2,1,3,1,4,4,3,2,2,1,4,0,1,0,2,3,0,0,0,,01001000125110102680511,01
7,01,001,0001,255A,010285,01,1,1,08,06,08,09,09,09,08,08,09,08,09,09,2,1,3,1,2,1,1,2,2,3,3,2,1,1,1,2,2,4,4,2,1,1,1,1,3,0,1,0,2,0,0,0,,010010001255A0102850111,03
7,01,001,0001,255A,010285,02,1,1,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,010010001255A0102850211,01
7,01,001,0001,255A,010285,03,1,1,08,09,05,07,05,03,07,08,08,09,09,05,2,2,3,2,2,2,2,2,2,3,3,2,3,2,2,3,1,2,4,3,1,2,1,3,3,2,0,0,1,0,0,0,,010010001255A0102850311,01
7,01,001,0001,255A,010285,04,1,1,06,08,06,07,05,04,05,07,07,03,08,08,2,2,3,1,1,1,3,3,2,3,2,1,2,2,2,3,1,1,4,4,2,4,2,3,0,3,0,1,2,0,0,0,,010010001255A0102850411,01
7,01,001,0001,255A,010285,05,1,1,02,05,05,08,05,08,08,08,07,05,09,08,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,1,1,2,4,2,2,2,2,2,0,2,1,0,3,0,0,0,,010010001255A0102850511,02
7,01,001,0001,2583,010270,01,1,1,05,09,05,09,09,07,09,09,07,05,10,10,2,1,3,2,2,1,2,3,3,3,3,2,2,3,2,3,1,2,3,3,1,2,2,3,0,3,0,1,2,0,0,0,,01001000125830102700111,01
7,01,001,0001,2583,010270,03,1,1,06,07,06,08,07,07,06,08,08,09,08,07,2,2,3,2,2,1,3,2,2,1,2,2,2,2,2,4,2,4,4,4,2,4,2,2,2,3,0,1,0,0,0,0,,01001000125830102700311,01
7,01,001,0001,262A,010328,01,1,1,08,09,08,10,09,09,09,08,08,08,09,08,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,3,2,2,3,5,0,2,0,3,1,0,0,0,,010010001262A0103280111,03
7,01,001,0001,262A,010328,03,1,1,05,06,04,08,05,09,05,06,04,08,08,09,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,4,2,2,2,2,1,0,0,2,3,0,0,0,,010010001262A0103280311,02
7,01,001,0001,262A,010328,04,1,1,05,08,06,09,09,09,07,09,09,07,05,06,2,2,3,2,1,1,3,3,2,3,3,2,2,2,2,4,2,4,4,4,2,2,2,4,0,1,2,0,3,0,0,0,,010010001262A0103280411,01
7,01,001,0001,2668,010326,01,1,2,10,10,08,01,08,10,01,02,04,09,10,10,3,1,3,1,3,3,1,3,1,1,1,3,3,3,3,2,2,4,2,4,3,3,3,4,0,1,2,0,3,0,0,0,,01001000126680103260112,03
7,01,001,0001,2668,010326,01,2,2,06,10,07,09,08,09,08,09,09,10,09,10,3,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,5,3,3,2,2,3,5,0,3,2,0,1,0,0,0,,01001000126680103260122,02
7,01,001,0001,2668,010326,02,1,1,08,08,08,10,08,09,09,09,09,09,10,09,3,3,3,3,2,2,2,2,2,2,3,1,4,5,5,5,5,5,5,2,2,3,2,2,0,0,0,0,0,0,0,1,,01001000126680103260211,01
7,01,001,0001,2668,010326,03,1,1,07,09,07,08,09,08,08,09,09,09,09,09,2,2,3,4,2,1,2,2,2,3,2,2,2,2,2,2,2,5,4,2,2,2,2,5,0,2,3,0,1,0,0,0,,01001000126680103260311,03
7,01,001,0001,2668,010326,04,1,1,06,10,08,10,07,09,10,10,10,10,08,06,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,0,0,2,3,1,0,0,0,,01001000126680103260411,01
7,01,001,0001,2668,010326,05,1,1,04,05,05,05,03,10,05,05,05,10,10,10,2,2,3,3,2,2,2,3,2,2,3,2,2,5,2,2,2,2,4,2,2,2,2,2,0,3,0,2,0,0,0,0,NO TIENE EL MEDIO PARA PODERLOS ESTUDIAR,01001000126680103260511,01
7,01,001,0001,2719,010074,01,1,1,07,07,03,09,08,08,06,08,08,10,10,09,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,3,1,0,2,0,0,0,0,,01001000127190100740111,02
7,01,001,0001,2719,010074,02,1,1,01,03,01,05,07,05,04,05,03,05,05,04,2,3,3,3,2,1,3,2,2,2,3,2,2,2,2,2,2,2,4,3,2,2,2,4,3,0,2,0,1,0,0,0,,01001000127190100740211,01
7,01,001,0001,2719,010074,03,1,1,01,02,08,08,08,01,05,05,05,01,07,03,3,2,3,2,2,1,3,2,3,3,3,2,2,1,2,3,2,1,2,3,1,2,1,4,0,0,1,2,3,0,0,0,,01001000127190100740311,02
7,01,001,0001,2719,010074,04,1,1,07,08,06,09,09,07,08,09,09,08,08,09,3,2,3,2,2,2,2,2,2,2,3,2,2,1,1,2,1,1,4,2,2,2,1,3,0,3,2,0,1,0,0,0,,01001000127190100740411,01
7,01,001,0001,2719,010196,01,1,1,03,08,08,10,08,09,01,09,10,10,10,10,2,1,3,2,2,2,1,2,2,1,3,2,2,1,2,2,2,2,2,4,2,2,2,2,0,2,1,0,3,0,0,0,,01001000127190101960111,02
7,01,001,0001,2719,010196,03,1,1,03,07,05,07,10,02,03,07,07,01,04,01,3,3,3,3,3,1,3,2,3,2,3,2,3,2,2,4,1,3,4,3,2,4,1,4,0,1,0,2,3,0,0,0,,01001000127190101960311,01
7,01,001,0001,2719,010196,04,1,1,07,08,08,06,07,08,08,09,09,08,08,08,2,2,3,2,2,1,2,2,3,3,3,2,2,2,2,4,2,3,4,2,1,4,2,5,0,3,2,0,1,0,0,0,,01001000127190101960411,03
7,01,001,0001,2719,010196,05,1,1,05,06,06,08,08,07,05,07,06,09,10,05,3,3,3,2,2,2,2,3,3,3,3,2,3,2,3,4,4,3,1,4,1,4,3,1,0,3,1,0,2,0,0,0,,01001000127190101960511,02
7,01,001,0001,2795,010047,01,1,1,08,08,09,10,10,10,08,10,10,10,10,10,2,2,2,1,2,1,1,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,0,3,0,2,1,0,0,0,,01001000127950100470111,01
7,01,001,0001,2795,010047,02,1,1,05,07,03,10,04,06,03,04,05,05,06,03,2,2,3,2,2,3,2,3,2,2,3,2,2,5,2,2,2,2,3,2,2,2,1,2,0,1,2,0,3,0,0,0,,01001000127950100470211,01
7,01,001,0001,2795,010047,04,1,1,06,10,05,04,01,10,04,03,03,07,10,10,3,3,3,2,2,2,2,3,2,3,3,2,2,5,2,2,2,2,4,4,2,2,2,2,0,3,1,2,0,0,0,0,,01001000127950100470411,01
7,01,001,0001,2795,010047,05,1,2,06,10,08,11,11,05,05,09,09,10,07,09,3,1,3,2,3,4,4,3,3,2,3,2,3,5,5,5,5,5,5,5,2,2,2,2,0,0,0,0,0,0,0,1,,01001000127950100470512,01
7,01,001,0001,2795,010047,05,2,2,08,07,08,08,07,09,09,08,08,08,07,09,2,2,3,2,2,1,2,2,2,2,3,2,2,1,2,1,1,1,4,3,1,2,1,2,3,2,0,0,1,0,0,0,,01001000127950100470522,01
7,02,004,0001,0511,020127,01,1,1,03,08,05,09,09,09,06,09,10,08,08,09,2,2,2,1,1,4,4,4,1,2,2,2,1,2,2,1,1,2,4,1,1,1,1,2,0,3,2,0,0,0,0,0,porque la carrera no es bien pagada,02004000105110201270111,01
7,02,004,0001,0511,020127,02,1,1,09,09,09,10,08,10,10,09,09,09,08,09,2,2,3,2,2,2,2,2,1,2,3,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,02004000105110201270211,01
7,02,004,0001,0511,020127,03,1,1,04,08,08,07,07,09,09,08,09,10,10,09,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,5,2,2,2,2,2,2,3,2,0,1,0,0,0,0,,02004000105110201270311,02
7,02,004,0001,0511,020127,04,1,1,10,10,10,09,09,08,08,10,10,10,08,08,3,3,3,3,2,2,3,3,3,3,3,2,2,1,1,1,1,1,4,1,1,1,1,1,0,3,2,1,0,0,0,0,,02004000105110201270411,01
7,02,004,0001,0511,020127,05,1,1,09,09,09,09,09,08,08,09,09,09,08,09,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,0,1,0,2,3,0,0,0,,02004000105110201270511,01
7,02,004,0001,0530,020239,01,1,1,07,09,07,09,08,07,06,08,08,07,07,08,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,4,2,4,4,2,0,3,0,1,2,0,0,0,,02004000105300202390111,01
7,02,004,0001,0530,020239,02,1,1,06,08,05,10,08,07,07,08,09,07,09,07,2,1,1,2,1,1,1,1,2,3,3,2,2,1,1,4,1,4,4,4,1,3,1,4,0,0,0,0,0,1,0,0,falta de recursos economicos y sociales,02004000105300202390211,01
7,02,004,0001,0530,020239,03,1,1,11,04,04,08,05,05,05,05,05,05,05,05,2,2,3,4,2,2,3,2,3,2,3,3,2,2,1,1,5,5,4,3,3,4,5,4,0,3,0,1,2,0,0,0,,02004000105300202390311,01
7,02,004,0001,0530,020239,04,1,1,07,11,11,11,11,11,11,11,11,11,11,11,3,2,3,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,ES CUESTION DE INTERES DE CADA JOVEN,02004000105300202390411,01
7,02,004,0001,1346,020169,01,1,1,08,10,08,09,08,09,08,07,07,10,10,09,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,2,3,0,0,0,0,0,falta de dinero,02004000113460201690111,02
7,02,004,0001,1346,020169,02,1,1,08,08,05,08,09,06,07,07,07,06,08,08,1,2,2,3,2,2,2,2,1,1,2,2,2,2,1,3,2,2,4,4,3,2,4,5,2,3,0,0,1,0,0,0,,02004000113460201690211,01
7,02,004,0001,1346,020169,03,1,1,10,10,01,10,06,10,05,05,08,10,08,02,1,1,3,1,1,1,1,3,3,3,3,2,2,1,1,1,1,4,4,4,1,1,1,4,0,0,1,3,2,0,0,0,,02004000113460201690311,01
7,02,004,0001,1346,020169,04,1,1,05,08,05,01,07,09,02,07,05,08,03,02,3,2,3,3,3,3,2,3,2,3,3,3,3,1,1,1,1,3,3,1,1,2,1,1,0,0,2,3,1,0,0,0,,02004000113460201690411,02
7,02,004,0001,1346,020169,05,1,1,10,10,08,10,10,09,09,09,09,10,10,09,3,3,3,1,1,1,1,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,2,0,0,0,los jovenes entan en drogas,02004000113460201690511,03
7,02,004,0001,144A,020340,01,1,1,07,09,06,10,09,07,08,09,09,08,08,08,3,3,2,1,1,1,2,2,2,3,2,1,2,2,1,4,2,5,5,3,1,2,2,5,0,1,0,2,3,0,0,0,,020040001144A0203400111,02
7,02,004,0001,144A,020340,02,1,1,10,09,10,09,08,07,08,08,08,10,10,08,2,2,2,1,1,1,1,2,2,3,2,1,2,1,2,1,1,3,4,1,1,1,1,3,2,0,0,1,3,0,0,0,,020040001144A0203400211,04
7,02,004,0001,144A,020340,03,1,1,10,10,06,10,10,10,06,06,10,10,07,07,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,1,2,0,1,0,3,2,0,0,0,,020040001144A0203400311,01
7,02,004,0001,144A,020340,04,1,1,10,10,10,07,09,08,08,09,10,10,08,08,3,2,3,1,1,2,1,2,1,1,2,1,1,1,2,1,1,4,4,4,1,1,1,4,0,0,1,3,2,0,0,0,,020040001144A0203400411,01
7,02,004,0001,144A,020340,05,1,1,09,10,10,10,08,05,07,10,10,08,08,07,2,2,4,2,3,3,3,4,1,4,4,4,4,1,2,2,1,2,2,2,1,1,1,2,0,0,0,0,0,0,1,0,,020040001144A0203400511,01
