"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","JUEZ,C,2","MEDICO,C,2","ABOGADO,C,2","INVESTIGA,C,2","HOMBRENG,C,2","PERIODI,C,2","BANQUERO,C,2","INGENIE,C,2","ARQUITE,C,2","PROFESOR,C,2","DEPORT,C,2","ARTISTA,C,2","PEREVYPER,C,1","PETVYRAD,C,1","PALITICOS,C,1","INC,C,1","CIENTRAUNI,C,1","CIENTRACEN,C,1","ASOCPAM,C,1","EMPRESA,C,1","MILITARES,C,1","LIDREL,C,1","GOBIERNO,C,1","MADICOS,C,1","ESCEINV,C,1","BIOLOGIA,C,1","ASTRONOM,C,1","HISTORIA,C,1","FISICA,C,1","HOMEOPA,C,1","HOROSCOPOS,C,1","ECONOMIA,C,1","MEDICINA,C,1","PSICOLOGIA,C,1","MATEMA,C,1","PARAPSI,C,1","CIIMANEG,C,1","CLMCNOAT,C,1","TECIDIFI,C,1","EXPLYSNOAT,C,1","POCOINTJOV,C,1","OTRA,C,1","NINGUNA,C,1","NOSABE,C,1","ESPE_C166,C,50","LLAVE,C,23","NUMREN,C,2"
7,09,005,0001,1576,090597,02,1,1,05,10,05,10,05,08,08,09,08,10,08,07,3,3,3,2,1,1,3,3,2,3,3,1,2,2,2,3,2,2,4,2,2,2,1,4,0,2,3,1,0,0,0,0,,09005000115760905970211,04
7,09,005,0001,1576,090597,03,1,1,08,08,06,09,10,10,10,08,09,08,09,07,3,2,4,2,2,2,2,3,2,3,3,2,2,2,2,1,2,4,4,3,2,2,2,3,0,3,0,2,1,0,0,0,,09005000115760905970311,02
7,09,005,0001,1576,090597,04,1,1,05,07,06,09,09,08,06,08,08,05,07,02,3,2,3,2,1,1,1,2,2,3,3,2,2,1,1,1,1,3,4,3,2,1,1,4,2,0,0,1,3,0,0,0,,09005000115760905970411,02
7,09,005,0001,1576,090597,05,1,1,08,09,07,10,08,07,06,09,08,07,09,06,2,3,3,2,1,1,2,2,3,3,3,1,1,1,1,2,1,3,4,2,1,3,1,4,0,2,0,1,3,0,0,0,,09005000115760905970511,03
7,09,005,0001,3197,090565,01,1,1,08,08,06,09,09,08,08,09,09,08,08,08,3,3,3,2,2,2,1,2,3,1,3,2,1,2,2,2,2,2,4,2,2,2,2,2,0,0,1,3,2,0,0,0,,09005000131970905650111,05
7,09,005,0001,3197,090565,02,1,1,08,10,09,09,08,07,05,08,08,09,07,07,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,4,2,1,2,1,4,0,0,1,2,3,0,0,0,,09005000131970905650211,02
7,09,005,0001,3197,090565,03,1,1,08,08,07,08,09,06,08,08,09,09,10,08,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,4,3,2,3,2,4,0,0,3,1,2,0,0,0,,09005000131970905650311,06
7,09,005,0001,3197,090565,04,1,1,08,09,05,10,07,07,05,10,08,09,09,05,3,3,3,2,2,2,2,3,3,3,3,1,1,2,2,2,2,3,3,2,1,2,1,3,0,2,1,3,0,0,0,0,,09005000131970905650411,02
7,09,006,0001,0359,091224,01,1,1,05,10,08,08,05,09,08,07,09,10,10,10,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,3,2,2,2,2,0,0,0,0,0,0,0,1,,09006000103590912240111,01
7,09,006,0001,0359,091224,02,1,1,08,10,05,10,05,05,05,09,09,10,09,05,3,3,3,3,1,1,1,3,2,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,09006000103590912240211,03
7,09,006,0001,0359,091224,03,1,1,07,09,05,08,08,05,07,07,08,08,07,09,3,3,3,2,2,2,2,3,2,3,3,2,2,1,3,4,2,3,4,4,2,3,2,3,0,2,0,3,1,0,0,0,,09006000103590912240311,01
7,09,006,0001,0359,091224,04,1,1,08,08,06,10,05,05,11,06,06,10,10,10,3,3,2,1,1,1,1,2,1,3,2,2,2,1,3,3,1,2,4,2,1,3,1,4,1,3,0,0,2,0,0,0,,09006000103590912240411,01
7,09,006,0001,0359,091224,05,1,1,05,07,04,05,05,06,06,07,07,08,08,05,3,3,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,0,1,0,2,3,0,0,0,,09006000103590912240511,03
7,09,007,0001,2899,091225,01,1,1,08,08,10,09,09,07,06,07,07,08,09,07,3,3,3,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,4,4,2,2,2,4,0,1,0,2,3,0,0,0,,09007000128990912250111,02
7,09,007,0001,2899,091225,02,1,1,05,09,05,08,06,08,05,06,08,03,08,08,3,3,3,3,2,2,3,2,3,3,3,2,2,2,5,5,2,4,4,4,2,4,3,3,0,1,2,0,3,0,0,0,,09007000128990912250211,01
7,09,007,0001,2899,091225,03,1,1,07,10,05,09,04,08,02,03,06,09,09,05,3,2,3,3,2,2,4,3,2,3,3,2,2,2,2,2,2,2,4,4,1,2,2,2,0,3,0,1,2,0,0,0,,09007000128990912250311,02
7,09,007,0001,2899,091225,04,1,2,10,09,10,08,08,08,11,08,08,08,10,06,1,1,4,2,2,2,2,3,2,2,3,1,2,3,4,2,1,5,4,2,2,4,2,4,0,0,0,0,0,0,0,1,,09007000128990912250412,01
7,09,007,0001,2899,091225,04,2,2,10,10,09,06,08,09,10,08,10,09,10,10,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,2,2,2,4,2,2,2,2,4,1,0,2,0,3,0,0,0,,09007000128990912250422,02
7,09,007,0001,2899,091225,05,1,1,07,09,05,09,07,04,06,08,08,09,07,09,3,2,3,2,2,2,2,3,2,3,3,2,2,3,2,3,2,3,4,3,2,5,2,5,0,0,0,0,0,0,0,1,,09007000128990912250511,01
7,09,010,0001,1966,091132,01,1,1,07,09,04,08,09,07,08,09,09,09,07,08,3,2,3,2,2,2,2,3,2,3,3,2,2,5,5,3,2,5,4,4,2,4,2,4,0,0,0,0,0,0,0,1,,09010000119660911320111,01
7,09,010,0001,1966,091132,02,1,1,08,08,06,09,08,07,06,09,07,10,09,07,2,2,3,2,2,2,2,3,2,3,3,2,2,1,2,4,1,2,4,4,2,3,1,3,0,1,3,0,2,0,0,0,,09010000119660911320211,01
7,09,010,0001,1966,091132,03,1,1,05,08,05,08,08,07,08,08,08,08,08,06,2,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,1,3,4,3,2,3,1,3,0,2,1,0,3,0,0,0,,09010000119660911320311,02
7,09,010,0001,1966,091132,04,1,1,10,10,10,10,08,08,08,08,08,08,08,05,3,3,3,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,4,3,2,2,2,2,0,3,1,0,2,0,0,0,,09010000119660911320411,03
7,09,010,0001,1966,091132,05,1,1,06,10,07,08,09,05,08,09,08,10,08,07,3,3,3,2,2,2,3,3,2,2,3,1,1,3,2,2,2,2,2,4,2,2,3,5,0,0,0,0,0,0,0,1,,09010000119660911320511,01
7,09,011,0011,1037,090937,01,1,1,09,10,03,10,09,10,09,10,10,10,10,09,2,3,3,2,1,1,1,3,2,3,3,1,1,2,1,1,1,5,4,2,2,2,2,2,0,0,3,2,1,0,0,0,,09011001110370909370111,02
7,09,011,0011,1037,090937,02,1,1,08,09,05,09,08,03,07,08,08,08,08,07,3,3,3,3,4,4,3,3,3,3,3,2,2,1,5,4,2,2,3,3,2,3,2,5,0,3,1,0,2,0,0,0,,09011001110370909370211,06
7,09,011,0011,1037,090937,03,1,1,05,08,05,09,05,08,08,09,09,08,10,08,3,4,3,4,3,3,2,2,2,3,3,3,3,3,3,4,1,3,4,5,1,2,1,3,2,0,1,0,3,0,0,0,,09011001110370909370311,04
7,09,011,0011,1037,090937,04,1,1,01,07,05,07,07,06,08,08,08,09,09,08,3,2,3,2,1,1,2,3,2,3,3,2,2,3,2,3,1,3,3,3,1,3,1,3,0,0,0,0,0,0,0,1,,09011001110370909370411,03
7,09,011,0011,1037,090937,05,1,1,08,10,08,09,07,07,08,08,08,09,09,07,3,3,3,2,2,2,3,2,3,2,3,2,2,4,2,4,2,2,4,3,1,3,1,3,0,0,0,0,0,0,0,1,,09011001110370909370511,02
7,09,011,0026,097A,091379,01,1,1,10,10,10,10,10,10,10,10,10,10,08,10,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,4,2,4,4,4,2,1,1,1,0,1,0,3,2,0,0,0,,090110026097A0913790111,03
7,09,011,0026,097A,091379,02,1,1,05,10,08,10,08,07,05,10,10,10,08,07,1,3,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,0,3,2,1,0,0,0,0,,090110026097A0913790211,03
7,09,011,0026,097A,091379,03,1,1,09,09,09,10,09,09,10,09,10,08,10,10,3,2,3,2,2,2,2,2,2,1,3,1,1,1,2,1,2,5,4,2,1,1,1,2,0,0,3,1,2,0,0,0,,090110026097A0913790311,03
7,09,011,0026,097A,091379,05,1,1,07,08,08,08,07,07,08,09,08,08,08,07,2,1,3,2,2,2,2,2,3,2,3,2,2,2,1,2,2,2,4,4,1,2,2,5,1,3,0,0,2,0,0,0,,090110026097A0913790511,05
7,09,012,0001,1956,090617,01,1,1,05,07,04,08,08,06,05,09,09,07,05,05,3,2,3,2,1,1,2,2,2,3,3,1,1,2,2,2,1,1,4,4,1,1,1,1,0,2,0,1,3,0,0,0,,09012000119560906170111,01
7,09,012,0001,1956,090617,02,1,1,06,08,06,09,09,07,09,09,09,09,09,07,3,3,3,2,1,1,2,2,2,3,3,2,1,2,1,2,1,2,4,1,1,1,1,4,3,0,2,0,1,0,0,0,,09012000119560906170211,01
7,09,012,0001,1956,090617,03,1,1,05,05,01,05,05,01,01,05,05,08,05,05,3,3,3,2,2,2,2,1,2,3,3,2,2,2,2,2,2,3,4,2,2,2,1,4,0,2,3,1,0,0,0,0,,09012000119560906170311,01
7,09,012,0001,1956,090617,04,1,1,07,08,03,10,08,08,09,10,09,10,10,10,3,3,3,2,1,1,2,2,2,3,2,2,2,1,2,2,1,2,4,2,1,2,1,4,2,1,0,3,0,0,0,0,,09012000119560906170411,02
7,09,012,0001,1956,090617,05,1,1,05,10,05,09,09,08,08,10,10,06,08,05,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,3,1,3,4,2,1,1,1,2,0,0,0,0,0,1,0,0,DEBEN TENER LOS JOVENES UNA VOCACION PARA ESCOGER,09012000119560906170511,01
7,09,014,0001,0219,090914,01,1,1,07,10,05,10,08,07,07,09,09,10,10,10,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,4,4,2,1,2,1,4,0,2,0,1,3,0,0,0,,09014000102190909140111,02
7,09,014,0001,0219,090914,02,1,1,07,09,05,10,09,08,08,07,07,05,08,06,2,2,3,2,1,1,2,2,2,3,3,2,2,2,2,2,2,2,4,3,2,2,2,2,0,2,0,1,3,0,0,0,,09014000102190909140211,01
7,09,014,0001,0219,090914,03,1,1,01,04,04,07,07,05,05,06,06,02,07,07,2,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,2,3,4,1,2,2,1,4,0,2,3,1,0,0,0,0,,09014000102190909140311,01
7,09,014,0001,0219,090914,04,1,1,03,08,03,10,05,07,05,10,08,05,08,08,2,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,3,4,3,2,2,1,4,1,2,0,0,3,0,0,0,,09014000102190909140411,01
7,09,014,0001,0469,091449,01,1,1,08,09,10,10,08,08,08,08,08,10,09,05,2,2,3,2,1,1,1,2,2,3,2,1,1,1,1,3,1,4,4,2,1,2,1,2,0,1,0,2,3,0,0,0,,09014000104690914490111,02
7,09,014,0001,0469,091449,02,1,1,07,08,07,10,07,07,07,08,08,09,08,05,2,2,2,2,1,1,2,3,3,3,3,1,1,2,2,2,2,4,4,2,1,3,1,3,0,2,0,1,3,0,0,0,,09014000104690914490211,01
7,09,014,0001,0469,091449,03,1,1,05,05,04,08,05,05,09,03,03,02,06,10,2,3,3,1,1,1,2,2,1,3,3,2,1,2,2,1,1,3,3,3,1,2,1,3,0,3,0,2,1,0,0,0,,09014000104690914490311,03
7,09,014,0001,0469,091449,04,1,1,10,10,10,11,10,08,10,10,08,08,10,10,2,3,3,3,2,2,2,3,3,2,3,1,2,2,2,4,2,3,3,2,2,2,1,3,0,3,2,0,1,0,0,0,,09014000104690914490411,01
7,09,014,0001,0469,091449,05,1,1,10,10,09,08,08,09,09,09,09,10,10,09,2,2,3,2,2,2,2,3,2,2,2,1,1,1,2,1,1,1,4,2,2,2,2,2,0,3,2,0,1,0,0,0,,09014000104690914490511,01
7,10,005,0001,0034,100007,01,1,1,08,09,08,08,07,07,08,08,09,08,08,07,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,5,4,2,1,2,1,5,0,0,3,1,2,0,0,0,,10005000100341000070111,01
7,10,005,0001,0068,100081,01,1,1,07,08,07,08,08,06,05,08,08,08,08,08,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,1,1,1,2,0,0,2,3,1,0,0,0,,10005000100681000810111,03
7,10,005,0001,0068,100081,02,1,1,05,08,04,09,07,06,07,10,08,06,07,08,2,2,3,2,1,1,1,2,1,2,3,1,2,2,2,2,1,2,4,3,1,3,1,3,0,2,1,3,0,0,0,0,,10005000100681000810211,01
7,10,005,0001,0068,100081,03,1,1,10,10,09,10,10,10,10,10,10,10,10,10,3,3,2,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,4,2,2,3,1,4,0,1,2,3,0,0,0,0,,10005000100681000810311,01
7,10,005,0001,0068,100081,04,1,1,07,07,07,09,09,06,06,07,07,08,08,08,2,2,3,1,1,1,1,3,3,3,3,2,2,3,2,3,3,3,4,3,1,1,1,1,0,1,0,2,3,0,0,0,,10005000100681000810411,02
7,10,005,0001,0068,100081,05,1,1,08,09,08,08,09,07,07,08,08,07,09,08,3,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,4,2,2,2,1,2,0,1,2,0,3,0,0,0,,10005000100681000810511,04
7,10,005,0001,0180,100390,01,1,1,06,09,05,10,08,06,08,09,09,08,09,08,3,2,3,1,1,1,2,2,2,3,3,1,1,1,1,3,1,1,4,3,1,3,1,2,0,0,2,3,1,0,0,0,,10005000101801003900111,03
7,10,005,0001,0180,100390,02,1,1,01,02,01,07,04,01,01,06,06,03,08,01,3,2,3,2,1,1,2,3,3,3,3,2,1,2,3,3,1,3,3,3,1,1,1,3,0,2,0,3,1,0,0,0,,10005000101801003900211,01
7,10,005,0001,0180,100390,03,1,1,05,07,06,08,06,09,06,06,06,06,09,08,2,2,3,2,2,2,2,2,3,2,2,2,2,1,1,2,1,2,3,2,1,2,1,2,0,1,0,2,3,0,0,0,,10005000101801003900311,02
7,10,005,0001,0180,100390,04,1,1,09,08,08,10,08,07,08,08,08,08,10,10,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,3,1,3,4,3,1,2,1,3,0,2,3,0,1,0,0,0,,10005000101801003900411,01
7,10,005,0001,0265,100243,01,1,1,10,08,10,06,08,05,05,03,06,07,06,05,3,3,2,2,2,2,3,3,2,3,2,2,3,2,3,2,1,4,4,3,1,2,1,4,0,2,0,1,3,0,0,0,,10005000102651002430111,04
7,10,005,0001,0265,100243,03,1,1,06,08,07,08,06,06,06,08,08,06,08,09,3,3,3,1,1,1,1,3,3,1,2,1,1,1,1,2,4,4,4,1,1,1,1,4,0,2,0,1,3,0,0,0,,10005000102651002430311,01
7,10,005,0001,0265,100243,04,1,1,07,08,06,11,08,07,11,11,08,08,07,06,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,2,1,1,1,0,1,2,3,0,0,0,0,,10005000102651002430411,01
7,10,005,0001,0265,100243,05,1,1,10,10,10,08,08,10,08,06,06,08,10,06,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,3,3,4,4,3,3,3,3,3,1,0,2,0,3,0,0,0,,10005000102651002430511,02
7,10,005,0001,0443,100052,01,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,2,2,1,2,2,1,3,3,2,2,2,1,4,1,1,2,2,1,1,1,2,0,0,3,1,2,0,0,0,,10005000104431000520111,02
7,10,005,0001,0443,100052,02,1,1,06,08,06,09,08,08,07,08,07,08,08,07,2,2,3,2,2,2,2,2,3,3,2,2,2,1,2,4,1,2,4,2,1,2,1,4,0,0,2,1,3,0,0,0,,10005000104431000520211,04
7,10,005,0001,0443,100052,03,1,1,07,02,01,06,03,01,05,04,04,07,02,06,2,2,3,2,3,3,1,3,2,2,3,2,2,2,2,2,2,3,4,3,2,2,2,2,0,2,1,3,0,0,0,0,,10005000104431000520311,01
7,10,005,0001,0443,100052,04,1,1,09,10,08,10,10,08,09,09,10,10,10,10,2,2,3,1,1,1,2,2,2,2,2,1,1,1,1,1,2,3,4,2,1,2,1,3,0,0,3,1,2,0,0,0,,10005000104431000520411,01
7,10,005,0001,0443,100052,05,1,1,06,07,05,05,07,07,06,07,08,08,08,08,2,2,3,2,2,2,2,2,2,2,3,2,2,1,1,4,1,1,4,4,1,3,1,4,0,1,0,2,3,0,0,0,,10005000104431000520511,01
7,10,005,0001,1761,100007,02,1,1,08,08,08,09,07,08,07,07,09,07,07,07,2,2,2,3,2,2,2,3,2,2,2,2,1,1,1,3,1,4,4,2,1,2,1,4,0,0,1,2,3,0,0,0,,10005000117611000070211,01
7,10,005,0001,1761,100007,03,1,1,10,10,05,10,10,05,05,10,05,06,10,05,2,2,3,2,1,1,2,1,1,3,3,1,2,1,1,3,1,3,4,2,1,1,1,2,3,1,2,0,0,0,0,0,,10005000117611000070311,01
7,10,005,0001,1761,100007,04,1,1,08,09,10,09,08,07,09,09,10,10,10,09,3,3,3,2,2,2,2,2,2,2,3,2,2,1,1,1,1,4,4,4,1,1,1,1,0,3,0,2,1,0,0,0,,10005000117611000070411,04
7,10,005,0001,1761,100007,05,1,1,06,08,09,11,08,07,08,09,09,08,08,09,3,3,3,2,1,1,1,1,3,3,2,1,1,2,2,2,2,2,4,2,1,1,1,2,0,1,0,2,3,0,0,0,,10005000117611000070511,01
7,10,005,0001,1973,100129,01,1,2,10,10,09,08,10,06,07,10,10,10,10,10,3,3,3,2,3,3,2,3,2,3,3,1,3,1,4,1,1,5,2,1,1,1,1,5,0,2,3,0,1,0,0,0,,10005000119731001290112,05
7,10,005,0001,1973,100129,01,2,2,10,06,08,05,09,04,09,07,07,05,07,04,3,3,1,1,1,1,1,1,2,2,1,1,2,2,2,3,3,3,4,3,2,2,2,3,3,2,0,1,0,0,0,0,,10005000119731001290122,02
7,10,005,0001,1973,100129,02,1,1,10,10,05,07,10,10,10,10,10,10,10,10,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,0,2,3,0,1,0,0,0,,10005000119731001290211,02
7,10,005,0001,1973,100129,03,1,1,04,10,05,09,03,08,07,05,02,10,08,04,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,2,2,1,2,1,2,0,3,0,0,0,0,,10005000119731001290311,02
7,10,005,0001,1973,100129,04,1,1,05,10,10,10,05,05,08,10,10,10,05,05,1,1,3,1,1,1,1,1,1,1,3,1,1,2,5,2,2,5,4,1,1,1,1,1,2,0,1,0,3,0,0,0,,10005000119731001290411,01
7,10,005,0001,1973,100129,05,1,1,07,08,06,05,07,08,09,09,09,08,10,10,4,4,4,1,1,1,1,1,3,3,2,2,2,1,1,2,1,3,4,1,1,1,1,1,0,3,0,2,1,0,0,0,,10005000119731001290511,02
7,10,005,0001,2242,100224,01,1,1,01,04,05,10,08,06,02,08,09,05,09,08,2,3,3,2,1,1,2,3,2,2,3,2,2,2,2,4,1,2,4,4,1,3,1,1,2,0,0,3,1,0,0,0,,10005000122421002240111,04
7,10,005,0001,2242,100224,03,1,1,06,08,02,08,06,09,03,08,08,10,07,08,2,2,3,4,2,2,2,3,3,2,3,2,4,2,5,2,1,5,4,5,1,2,1,5,0,0,2,3,1,0,0,0,,10005000122421002240311,01
7,10,005,0001,2242,100224,04,1,1,01,08,06,07,04,08,09,07,06,08,09,09,2,1,3,2,2,2,3,2,2,2,2,2,2,2,3,3,4,4,3,2,2,3,3,2,3,1,0,2,0,0,0,0,,10005000122421002240411,01
7,10,005,0001,2242,100224,05,1,1,01,10,01,10,10,08,08,10,10,10,10,10,3,2,3,1,1,1,1,2,1,3,3,1,1,2,2,3,2,2,3,2,1,2,1,3,2,1,0,0,3,0,0,0,,10005000122421002240511,02
7,10,005,0001,2469,100410,01,1,1,06,08,05,09,10,09,07,09,09,09,08,05,3,2,3,2,2,4,3,3,3,2,3,2,2,2,1,4,1,3,4,4,1,2,1,4,0,2,1,0,3,0,0,0,,10005000124691004100111,02
7,10,005,0001,2469,100410,02,1,1,02,09,07,09,03,10,10,08,08,07,10,08,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0,0,3,1,2,0,0,0,,10005000124691004100211,06
7,10,005,0001,2469,100410,03,1,1,05,05,05,11,11,10,11,11,11,10,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,10005000124691004100311,01
7,10,005,0001,2469,100410,04,1,1,10,07,04,09,07,10,08,08,08,09,09,03,2,3,3,1,1,1,1,3,1,3,3,1,1,1,1,2,1,1,2,4,1,1,1,2,0,1,2,3,0,0,0,0,,10005000124691004100411,02
7,10,005,0001,2469,100410,05,1,1,08,08,08,10,10,08,08,08,08,08,10,10,2,2,3,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,4,4,1,1,1,4,0,1,0,2,3,0,0,0,,10005000124691004100511,01
7,10,005,0001,2488,100180,02,1,1,11,08,05,07,04,03,07,06,08,09,07,08,3,3,3,3,1,1,1,3,1,3,2,1,3,2,2,4,1,5,4,2,2,2,1,5,0,1,2,0,3,0,0,0,,10005000124881001800211,05
7,10,005,0001,2488,100180,03,1,1,11,09,11,11,08,08,08,10,10,10,08,10,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,3,0,1,2,0,3,0,0,0,,10005000124881001800311,02
7,10,005,0001,2488,100180,04,1,1,04,07,03,05,05,06,07,07,08,09,05,02,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,4,4,2,2,3,3,0,3,1,0,2,0,0,0,,10005000124881001800411,01
7,10,005,0001,2488,100180,05,1,1,08,05,05,10,10,08,07,07,07,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,2,3,0,0,0,,10005000124881001800511,02
7,10,005,0001,2539,100299,01,1,1,05,08,08,10,10,10,10,09,09,10,10,08,2,2,3,2,1,1,1,2,4,1,3,3,1,1,5,2,1,2,4,3,1,1,2,4,0,2,0,1,3,0,0,0,,10005000125391002990111,02
7,10,005,0001,2539,100299,02,1,1,05,07,07,09,07,04,06,07,07,07,08,08,2,2,3,2,1,1,2,2,3,3,3,2,2,1,2,3,1,3,4,3,1,1,1,3,0,1,0,3,2,0,0,0,,10005000125391002990211,02
7,10,005,0001,2539,100299,03,1,1,01,10,01,10,01,07,09,09,09,10,07,10,3,2,3,2,1,1,2,1,3,1,3,2,2,2,1,3,1,2,4,1,1,1,1,3,0,1,2,3,0,0,0,0,,10005000125391002990311,01
7,10,005,0001,2539,100299,04,1,1,07,07,06,06,08,09,04,04,04,07,09,06,2,2,3,2,1,1,2,2,1,2,3,2,2,2,2,3,1,2,3,3,1,3,1,4,0,1,3,0,2,0,0,0,,10005000125391002990411,02
7,10,005,0001,2539,100299,05,1,1,06,07,07,08,10,08,08,09,09,09,08,10,3,3,3,2,2,2,2,3,2,3,3,2,2,2,1,3,1,1,3,2,1,2,1,3,0,2,0,3,1,0,0,0,,10005000125391002990511,04
7,10,005,0001,2581,100407,01,1,1,07,08,10,10,08,10,08,07,08,10,10,10,3,2,3,3,2,1,1,1,2,3,2,1,1,3,2,4,4,2,4,4,1,2,1,3,0,2,1,3,0,0,0,0,,10005000125811004070111,04
7,10,005,0001,2581,100407,02,1,1,06,08,06,06,08,06,06,06,06,06,06,06,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,10005000125811004070211,01
7,10,005,0001,2581,100407,03,1,1,06,08,10,07,04,10,03,06,08,10,06,10,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,2,3,3,3,3,1,3,0,2,3,1,0,0,0,0,,10005000125811004070311,01
7,10,005,0001,2581,100407,05,1,1,08,10,05,06,06,08,06,06,06,06,06,06,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,10005000125811004070511,02
7,10,005,0001,2736,100229,01,1,1,08,10,07,10,10,08,08,10,10,10,10,08,2,2,3,2,2,2,2,2,3,3,3,1,3,3,4,4,2,5,5,5,2,5,1,5,0,2,1,3,0,0,0,0,,10005000127361002290111,03
7,10,005,0001,2736,100229,02,1,1,06,09,09,08,09,09,07,08,09,09,08,07,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,1,3,1,3,0,2,1,3,0,0,0,0,,10005000127361002290211,01
7,10,005,0001,2736,100229,03,1,1,06,10,07,10,08,07,06,10,10,10,10,08,2,2,3,1,1,2,1,2,1,2,2,2,2,1,2,2,3,1,3,4,1,1,1,1,0,2,1,3,0,0,0,0,,10005000127361002290311,01
7,10,005,0001,2736,100229,04,1,1,05,09,07,05,07,09,08,09,10,07,08,08,2,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,3,5,4,2,2,2,1,2,0,1,2,3,0,0,0,0,,10005000127361002290411,02
7,10,005,0001,2736,100229,05,1,1,06,05,04,07,05,07,07,06,06,08,09,08,2,2,3,1,2,1,1,2,1,2,3,2,2,3,2,2,1,2,3,4,1,2,1,2,2,0,1,3,0,0,0,0,,10005000127361002290511,02
7,10,005,0001,3594,100281,01,1,1,07,10,09,06,09,08,09,10,09,10,09,07,2,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,4,2,2,2,2,0,2,0,3,1,0,0,0,,10005000135941002810111,02
7,10,005,0001,3594,100281,02,1,1,07,08,07,09,08,07,07,07,07,09,09,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,4,3,2,3,2,2,2,0,1,0,3,0,0,0,,10005000135941002810211,03
7,10,005,0001,3594,100281,03,1,1,07,04,02,08,10,10,06,10,10,08,08,10,3,2,3,2,2,2,3,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,0,3,1,2,0,0,0,0,,10005000135941002810311,01
7,10,005,0001,3594,100281,04,1,1,05,07,07,07,05,08,08,05,05,05,09,09,2,2,3,3,3,3,2,3,2,3,3,2,2,2,2,4,5,5,3,3,1,3,1,4,3,0,1,0,2,0,0,0,,10005000135941002810411,01
7,10,005,0001,3594,100281,05,1,1,08,08,08,10,07,07,08,07,07,08,07,09,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,1,2,3,3,1,3,1,2,0,3,1,2,0,0,0,0,,10005000135941002810511,01
7,10,005,0001,3895,100373,01,1,1,08,09,07,08,09,09,07,08,08,09,08,08,2,2,3,2,3,2,3,2,2,2,3,2,2,2,2,4,3,3,4,4,2,2,3,2,0,1,2,0,3,0,0,0,,10005000138951003730111,02
7,10,005,0001,3895,100373,02,1,1,08,07,08,06,09,10,10,10,08,05,09,10,2,2,3,2,2,2,2,2,3,3,3,2,3,2,3,2,1,5,4,3,1,2,1,3,0,2,0,1,3,0,0,0,,10005000138951003730211,02
