"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","RADIO,C,1","PERYREV,C,1","REVCIEN,C,1","INTERNET,C,1","TELEVI,C,1","ESCYUNI,C,1","TODASIMP,C,1","INGESIMP,C,1","NOSABE,C,1","HRSTVSEM,C,3","NOTITV,C,3","CYTTV,C,3","HRSRADIO,C,3","NOTIRA,C,3","CYTRA,C,3","LEEPERI,C,1","LEEART,C,3","ARTNOTI,C,3","ARTCYT,C,3","LEEREVI,C,2","ARTIREVI,C,3","ARTCNOTI,C,3","ARTCYTEC,C,3","REVISTA1,C,30","REVISTA2,C,30","REVISTA3,C,30","ACCOMPU,C,1","LUGAR1,C,2","LUGAR2,C,2","ESPE,C,30","CINTERN,C,1","ACCINTER,C,1","HORASEM,C,2","ARTEYHUM,C,1","SOCYCUL,C,1","CONVERTR,C,1","INSTGOB,C,1","CIENCIA,C,1","DEPOR,C,1","ECOYFIN,C,1","ENTRETE,C,1","TECNOL,C,1","NOTIAC,C,1","EDUCA,C,1","SERVSREF,C,1","COMENLIN,C,1","EMAIL,C,1","MEDICINA,C,1","OTROS,C,1","MUSDARTE,C,1","ZOO,C,1","BIBLIOPUB,C,1","MUSDCYT,C,1","PLANETA,C,1","EXPOCYT,C,1","SEMNACYT,C,1","APRENDER,C,2","ESINTE,C,2","ACOMALGUN,C,2","ESDIVERT,C,2","CASUALIDAD,C,2","GUSTO,C,2","POREXH,C,2","NADAQH,C,2","CERCADCA,C,2","OTRA,C,2","ESPECI,C,15","FALDTIM,C,1","ESTALEJOS,C,1","PRECDENTRA,C,1","NOSEUB,C,1","NOHAYINT,C,1","MUSCOMP,C,1","NOESTAPLA,C,1","OTRAS,C,1","ESPECIF,C,15","MUCHPCYT,C,1","DESCYTNE,C,1","POCOCIP,C,1","PRECYTENTV,C,1","MDCLEO,C,1","LLAVE,C,23","NUMREN,C,2"
6,01,001,0001,0407,010201,01,1,1,5,6,4,2,3,1,0,0,0,012,010,001,000,000,000,2,010,008,000,00,000,000,000,,,,1, 1, 2,,1,1,15,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,7,0,,3,3,2,2,2,01001000104070102010111,03
6,01,001,0001,0407,010201,02,1,1,6,4,2,5,3,1,0,0,0,007,006,001,003,000,000,2,006,004,001,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,2,1,2,00,00,03,00,00,00,00,00,00,00,,,,,,,,,,,2,2,2,2,2,01001000104070102010211,01
6,01,001,0001,0407,010201,03,1,1,3,4,2,6,5,1,0,0,0,015,001,001,010,001,000,2,002,001,001,00,000,000,000,,,,2,,,,1,1,01,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,00,00,00,00,00,06,00,00,00,00,,,,,,,,,,,4,2,2,1,2,01001000104070102010311,02
6,01,001,0001,0407,010201,04,1,1,5,4,2,1,3,6,0,0,0,024,010,002,007,007,000,2,001,000,001,02,001,000,001,EXPANSION,,,1, 1, 2,,1,1,07,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,3,2,2,01001000104070102010411,01
6,01,001,0001,0407,010201,05,1,1,5,4,2,3,6,1,0,0,0,005,002,003,008,005,000,3,001,000,000,01,001,000,000,MANUFACTURA TOTAL,MUY INTERESANTE,TV Y NOTAS,1, 1, 2,,1,1,40,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,8,NO SABIA QUE EX,1,3,3,2,2,01001000104070102010511,02
6,01,001,0001,0498,010276,02,1,1,2,3,4,6,1,5,0,0,0,012,003,002,030,015,005,1,006,006,000,04,020,005,003,DIA 7,BLANCO Y NEGRO,HOLA,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,POR MOT. ECONO.,2,3,2,2,2,01001000104980102760211,01
6,01,001,0001,0498,010276,04,1,1,5,4,2,6,3,1,0,0,0,050,012,015,010,010,000,4,010,005,003,03,012,004,004,DIA 7,TV NOTAS,SUCESOS,2,,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,3,2,2,2,01001000104980102760411,01
6,01,001,0001,0498,010276,05,1,1,2,4,5,3,1,6,0,0,0,008,004,000,002,001,000,1,003,001,000,01,010,003,002,TV Y NOVELAS,TV NOTAS,CONTENIDO,1, 1, 5,,1,1,03,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,0,0,,4,3,3,2,2,01001000104980102760511,02
6,01,001,0001,0500,010293,01,1,1,4,3,5,6,2,1,0,0,0,003,001,000,021,002,000,7,080,007,007,02,100,050,050,TV Y NOTAS,COSMOS,NATIONAL,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,2,00,00,00,00,00,06,00,00,00,00,,,,,,,,,,,2,3,2,3,2,01001000105000102930111,03
6,01,001,0001,0500,010293,02,1,1,5,4,3,2,6,1,0,0,0,007,001,006,007,007,000,0,000,000,000,02,010,010,000,SELECCIONES RAIDER,CALDO DE POLLO 2DO.TOMO,CAMINO DE LA VIDA,2,,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,01,00,03,00,00,00,00,00,00,00,,,,,,,,,,,2,3,2,2,2,01001000105000102930211,02
6,01,001,0001,0500,010293,03,1,1,3,6,5,1,2,4,0,0,0,010,003,005,000,000,000,0,000,000,000,03,050,000,030,NATIONAL,GROMUNDO,,1, 1, 2,,1,1,10,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,00,00,03,00,00,00,00,00,00,00,,,,,,,,,,,2,2,2,2,2,01001000105000102930311,01
6,01,001,0001,0500,010293,04,1,1,1,2,6,3,4,5,0,0,0,010,005,000,030,018,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,3,0,0,0,0,0,,1,2,3,2,4,01001000105000102930411,02
6,01,001,0001,0500,010293,05,1,1,5,6,4,3,1,2,0,0,0,010,000,005,012,012,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,7,0,,3,3,2,2,3,01001000105000102930511,02
6,01,001,0001,0604,010013,01,1,1,2,3,4,6,1,5,0,0,0,030,015,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,5,5,3,2,2,01001000106040100130111,01
6,01,001,0001,0604,010013,03,1,1,3,2,6,5,1,4,0,0,0,010,005,002,030,002,000,1,003,001,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,MOT. SALUD,3,2,2,2,2,01001000106040100130311,02
6,01,001,0001,0604,010013,04,1,1,2,3,6,5,1,4,0,0,0,015,001,000,012,002,001,2,008,002,003,15,150,030,030,VANIDADES,TV NOTAS,SELECCIONES,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,7,0,,3,3,3,2,2,01001000106040100130411,01
6,01,001,0001,0604,010013,05,1,1,1,3,5,4,2,6,0,0,0,030,006,004,050,020,004,0,000,000,000,04,008,000,008,MUY INTERESANTE,CONOZCA MAS,SELECCIONES,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,3,0,0,0,0,0,,4,1,1,1,3,01001000106040100130511,03
6,01,001,0001,1299,010122,01,1,1,3,2,5,4,1,6,0,0,0,042,006,012,006,005,000,0,000,000,000,00,000,000,000,,,,1, 1, 0,,1,1,04,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,2,01001000112990101220111,02
6,01,001,0001,1299,010122,02,1,1,6,5,4,2,1,3,0,0,0,010,002,000,001,001,000,0,000,000,000,03,030,015,015,MANUFACTURA,BEST,PICACHO,1, 1, 2,,1,1,40,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,3,0,0,0,0,8,NO HAY COSAS NU,4,3,2,3,3,01001000112990101220211,01
6,01,001,0001,1299,010122,03,1,1,6,1,3,2,5,4,0,0,0,000,000,000,003,002,000,6,024,020,004,00,000,000,000,,,,1, 2, 0,,1,1,24,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,01,00,03,00,00,06,07,00,00,00,,,,,,,,,,,2,4,2,3,3,01001000112990101220311,01
6,01,001,0001,1299,010122,04,1,1,6,5,2,1,4,3,0,0,0,010,005,001,001,001,000,0,000,000,000,00,000,000,000,,,,1, 1, 0,,1,1,30,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,2,2,3,3,01001000112990101220411,01
6,01,001,0001,1320,010385,02,1,1,6,3,2,1,4,5,0,0,0,024,004,000,014,006,000,0,000,000,000,03,008,000,000,NO RECUERDA NOMBRES PERO LEE,REVISTAS DE DEPORTES Y ESPECTA,CULOS,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,2,2,2,2,01001000113200103850211,01
6,01,001,0001,1320,010385,03,1,1,6,4,2,3,5,1,0,0,0,021,001,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,3,0,0,0,0,0,,3,4,2,1,3,01001000113200103850311,02
6,01,001,0001,1320,010385,04,1,1,2,3,4,5,1,6,0,0,0,022,005,000,002,001,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,7,0,,2,3,2,2,4,01001000113200103850411,03
6,01,001,0001,1320,010385,05,1,1,3,2,4,6,1,5,0,0,0,012,003,001,070,002,000,1,002,001,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,3,2,2,2,2,01001000113200103850511,04
6,01,001,0001,159A,010300,01,1,1,4,3,5,2,1,6,0,0,0,010,005,000,005,005,000,0,000,000,000,02,020,014,006,,,,1, 1, 2,,1,1,03,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,00,00,03,00,00,00,00,00,00,00,,,,,,,,,,,3,3,3,2,2,010010001159A0103000111,02
6,01,001,0001,159A,010300,02,1,1,6,1,2,3,4,5,0,0,0,011,010,001,002,002,000,7,015,010,000,03,006,003,003,NATIONAL GEOGRAFIC,MUY INTERESANTE,SELECCIONES,2,,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,0,0,,3,2,3,3,2,010010001159A0103000211,01
6,01,001,0001,159A,010300,03,1,1,5,6,2,3,4,1,0,0,0,021,007,014,003,001,000,0,000,000,000,01,006,000,001,ADM (ASOCIACION DENTAL MEXICAN,,,1, 1, 0,,1,1,02,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,2,010010001159A0103000311,02
6,01,001,0001,159A,010300,04,1,1,6,5,1,4,2,3,0,0,0,012,007,003,002,001,000,0,000,000,000,06,030,015,008,MAGASINE,SOFTWARE GURI (COMPUTACION),REVISTAS MEDICAS,1, 1, 2,,1,1,05,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,3,010010001159A0103000411,01
6,01,001,0001,159A,010300,05,1,1,5,4,3,2,1,6,0,0,0,015,005,005,000,000,000,5,025,015,004,02,020,006,002,TEOLOGIA,INQUIETUD NUEVA,DIA 7,1, 1, 9,,1,1,10,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,00,02,00,00,00,06,00,00,00,00,,,,,,,,,,,2,3,2,2,3,010010001159A0103000511,02
6,01,001,0001,1706,010163,01,1,1,5,4,1,2,3,6,0,0,0,010,004,003,020,010,000,4,020,010,010,02,005,000,000,EMPRENDEDOR,ECONOMIA Y FINANZAS,,1, 1, 2,,1,1,50,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,00,00,00,00,00,00,00,00,00,10,TURISMO,,,,,,,,,,2,3,3,2,2,01001000117060101630111,02
6,01,001,0001,1706,010163,02,1,1,5,6,3,2,4,1,0,0,0,021,010,001,030,010,000,2,005,004,001,01,008,000,000,SOLO,,,1, 1, 2,,1,1,21,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,2,2,2,2,01001000117060101630211,01
6,01,001,0001,1706,010163,03,1,1,6,5,2,1,4,3,0,0,0,007,004,001,001,001,000,2,008,003,002,02,006,002,004,GEOGRAFIC NATIONAL,TIEMPO,SELECCIONES,1, 2, 4,,1,1,20,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,00,02,03,00,00,00,00,00,00,00,,,,,,,,,,,3,3,2,2,2,01001000117060101630311,01
6,01,001,0001,1706,010163,04,1,1,4,5,2,1,6,3,0,0,0,012,006,002,006,002,000,3,010,004,002,02,016,005,003,DIA 7,SELECCIONES,PROCESO,2,,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,2,01,02,00,04,00,00,00,00,00,00,,,,,,,,,,,3,2,2,3,3,01001000117060101630411,02
6,01,001,0001,1706,010163,05,1,1,5,6,1,3,2,4,0,0,0,007,002,005,025,000,000,1,014,010,004,01,042,022,010,QUO,MENSHRALTH,MUY INTERESANTE,1, 1, 2,,1,1,40,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,01,02,03,00,00,00,00,00,00,00,,,,,,,,,,,3,3,3,2,3,01001000117060101630511,01
6,01,001,0001,1744,010039,02,1,1,1,3,6,4,2,5,0,0,0,024,013,000,023,015,005,0,000,000,000,00,000,000,000,,,,1, 1, 0,,1,2,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,00,00,03,00,00,00,00,00,09,00,,,,,,,,,,,3,2,3,2,3,01001000117440100390211,02
6,01,001,0001,1744,010039,03,1,1,2,3,5,4,1,6,0,0,0,000,000,000,070,000,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,3,2,2,3,3,01001000117440100390311,03
6,01,001,0001,1744,010039,04,1,1,2,3,4,5,1,6,0,0,0,023,010,000,005,003,000,0,000,000,000,02,006,002,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,0,0,,3,5,2,2,2,01001000117440100390411,01
6,01,001,0001,1744,010039,05,1,1,6,2,4,3,1,5,0,0,0,000,000,000,003,001,000,0,000,000,000,02,005,002,000,ARMAMENTO,,,1, 2, 0,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,7,0,,2,3,3,2,4,01001000117440100390511,01
6,01,001,0001,2066,010205,01,1,2,3,6,4,5,2,1,0,0,0,006,003,000,002,001,000,7,050,020,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,7,0,,2,3,4,2,1,01001000120660102050112,01
6,01,001,0001,2066,010205,01,2,2,2,5,4,6,3,1,0,0,0,017,010,000,000,000,000,1,004,001,000,06,006,002,000,ACCION FEMENINA,FAMILIA CRISTIANA,CARITAS (BOLETIN),2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,0,2,0,0,0,0,0,0,,2,2,2,2,2,01001000120660102050122,01
6,01,001,0001,2066,010205,02,1,1,5,3,6,2,4,1,0,0,0,025,000,004,005,000,000,2,006,001,000,00,000,000,000,,,,1, 5, 9,,1,1,08,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,7,0,,2,3,5,2,2,01001000120660102050211,04
6,01,001,0001,2066,010205,03,1,1,2,1,4,6,3,5,0,0,0,007,003,000,015,003,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,7,0,,2,3,2,1,2,01001000120660102050311,02
6,01,001,0001,2066,010205,04,1,1,3,2,5,4,1,6,0,0,0,017,001,000,000,000,000,4,008,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,3,4,0,0,0,0,,1,2,2,2,1,01001000120660102050411,04
6,01,001,0001,2066,010205,05,1,2,1,3,5,4,2,6,0,0,0,020,008,000,003,003,000,4,012,012,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,3,3,2,2,01001000120660102050512,01
6,01,001,0001,2066,010205,05,2,2,5,6,3,2,1,4,0,0,0,015,004,000,021,002,000,1,005,001,001,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,2,3,2,01001000120660102050522,01
6,01,001,0001,2206,010151,01,1,1,3,4,5,2,6,1,0,0,0,000,000,000,070,018,000,5,020,005,000,00,000,000,000,,,,2,,,,1,1,04,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,01,02,00,00,00,00,00,00,00,00,,,,,,,,,,,1,3,2,3,1,01001000122060101510111,02
6,01,001,0001,2206,010151,02,1,1,5,6,3,1,4,2,0,0,0,034,000,000,040,000,000,1,004,002,000,02,015,003,004,DIA 7,TV NOTAS,,2,,,,1,1,01,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,,,,,,,,,,,,0,0,3,0,0,0,7,0,,1,2,2,1,2,01001000122060101510211,03
6,01,001,0001,2206,010151,03,1,1,3,6,2,5,1,4,0,0,0,021,008,008,056,014,000,1,003,001,000,02,020,010,000,,,,1, 4, 5,,1,1,10,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,01,02,00,00,00,06,00,00,00,00,,,,,,,,,,,3,3,2,1,2,01001000122060101510311,02
6,01,001,0001,2206,010151,04,1,1,2,4,3,5,1,6,0,0,0,010,006,000,020,010,000,4,030,010,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,01001000122060101510411,01
6,01,001,0001,2206,010151,05,1,2,2,3,5,4,1,6,0,0,0,070,021,004,007,005,000,3,012,012,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,3,0,5,0,0,0,,2,1,2,2,2,01001000122060101510512,01
6,01,001,0001,2206,010151,05,2,2,1,3,5,4,2,6,0,0,0,006,000,000,010,010,000,0,000,000,000,04,032,032,000,VERTIGO,DIA 7,,2,,,,1,1,01,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,01001000122060101510522,01
6,01,001,0001,2418,010193,01,1,1,4,6,3,1,2,5,0,0,0,010,005,003,005,005,000,0,000,000,000,02,020,006,010,MUY INTERESANTE,NATIONAL GEOGRAFIC,SELECCIONES,1, 2, 4,,1,1,10,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,00,02,00,00,05,00,00,00,00,00,,,,,,,,,,,3,3,3,2,3,01001000124180101930111,01
6,01,001,0001,2418,010193,02,1,1,2,3,4,5,1,6,0,0,0,000,000,000,028,020,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,NO VE LA SRA.,3,2,2,4,4,01001000124180101930211,02
6,01,001,0001,2418,010193,03,1,1,3,5,6,2,4,1,0,0,0,028,028,000,015,015,000,7,006,002,001,03,005,004,001,SELECCIONES,,,2,,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,01,02,00,00,00,00,00,00,00,00,,,,,,,,,,,3,3,3,2,2,01001000124180101930311,01
6,01,001,0001,2418,010193,04,1,1,6,3,2,4,5,1,0,0,0,004,002,002,008,006,000,0,000,000,000,03,008,002,003,NATIONAL GEOGRAFIC,ECONOMIA Y FINANZAS,PROCESO,1, 1, 2,,1,1,04,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,01,00,00,00,00,06,00,00,00,00,,,,,,,,,,,2,3,3,3,3,01001000124180101930411,05
6,01,001,0001,2418,010193,05,1,1,4,2,6,3,1,5,0,0,0,006,006,000,060,002,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,2,2,2,4,01001000124180101930511,01
6,01,001,0001,2511,010268,01,1,1,5,6,4,2,3,1,0,0,0,010,008,001,015,007,000,0,000,000,000,00,000,000,000,,,,1, 2, 4,,1,1,20,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,4,3,2,3,01001000125110102680111,01
6,01,001,0001,2511,010268,02,1,1,2,3,4,6,1,5,0,0,0,035,014,000,035,021,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,2,0,4,0,0,7,0,,2,3,3,2,2,01001000125110102680211,01
6,01,001,0001,2511,010268,03,1,1,5,2,6,3,4,1,0,0,0,008,005,000,020,001,000,5,025,015,000,02,020,010,002,INQUIETUD NUEVA,ALMAS,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,7,0,,2,3,3,3,2,01001000125110102680311,02
6,01,001,0001,2511,010268,05,1,1,5,6,2,1,4,3,0,0,0,021,007,003,040,005,000,4,015,010,002,00,000,000,000,,,,1, 1, 2,,1,1,50,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,2,2,01001000125110102680511,01
6,01,001,0001,255A,010285,01,1,1,3,4,5,1,2,6,0,0,0,001,001,000,005,001,000,2,005,002,000,00,000,000,000,,,,1, 2, 4,,1,1,02,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,3,2,010010001255A0102850111,03
6,01,001,0001,255A,010285,02,1,1,0,0,0,0,0,0,0,0,1,000,000,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,NO PUEDE CAMINA,5,5,5,5,5,010010001255A0102850211,01
6,01,001,0001,255A,010285,03,1,1,6,4,5,2,3,1,0,0,0,028,007,002,010,003,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,3,2,2,2,010010001255A0102850311,01
6,01,001,0001,255A,010285,04,1,1,6,5,3,2,4,1,0,0,0,012,004,003,003,003,000,3,004,003,000,05,012,000,005,MUY INTERESANTE,CONOZCA MAS,GROMUNDO,1, 1, 0,,1,1,02,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,00,02,00,00,00,06,00,00,00,00,,,,,,,,,,,3,3,2,2,2,010010001255A0102850411,01
6,01,001,0001,255A,010285,05,1,1,5,4,3,2,6,1,0,0,0,015,005,005,002,001,001,1,002,001,001,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,4,010010001255A0102850511,02
6,01,001,0001,2583,010270,01,1,1,4,6,3,2,1,5,0,0,0,015,000,000,028,000,000,0,000,000,000,03,004,000,000,TV Y NOTAS,VANIDADES,,1, 1, 2,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,ENFERMEDAD,2,3,5,1,3,01001000125830102700111,01
6,01,001,0001,2583,010270,03,1,1,3,5,4,6,2,1,0,0,0,014,003,002,001,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,,,,,,,,,,,,1,2,0,0,0,0,0,0,,2,2,2,1,3,01001000125830102700311,01
6,01,001,0001,262A,010328,01,1,1,5,3,2,1,6,4,0,0,0,006,006,000,012,006,000,7,006,004,002,00,000,000,000,,,,1, 1, 2,,1,1,14,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,01,00,00,00,00,00,00,00,00,00,,,,,,,,,,,3,3,3,3,2,010010001262A0103280111,03
6,01,001,0001,262A,010328,03,1,1,2,3,5,4,1,6,0,0,0,010,005,000,010,002,000,1,002,000,000,01,002,000,000,TV Y NOVELAS,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,0,0,,3,3,2,2,3,010010001262A0103280311,02
6,01,001,0001,262A,010328,04,1,1,3,6,4,1,2,5,0,0,0,003,003,000,010,002,000,0,000,000,000,07,020,000,000,SELECCIONES,,,1, 1, 0,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,4,3,4,010010001262A0103280411,01
6,01,001,0001,2668,010326,01,1,2,2,3,4,5,1,6,0,0,0,038,030,000,040,005,000,1,006,006,000,04,010,000,000,TV NOTAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,0,7,0,,4,2,3,2,4,01001000126680103260112,03
