"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","RADIO,C,1","PERYREV,C,1","REVCIEN,C,1","INTERNET,C,1","TELEVI,C,1","ESCYUNI,C,1","TODASIMP,C,1","INGESIMP,C,1","NOSABE,C,1","HRSTVSEM,C,3","NOTITV,C,3","CYTTV,C,3","HRSRADIO,C,3","NOTIRA,C,3","CYTRA,C,3","LEEPERI,C,1","LEEART,C,3","ARTNOTI,C,3","ARTCYT,C,3","LEEREVI,C,2","ARTIREVI,C,3","ARTCNOTI,C,3","ARTCYTEC,C,3","REVISTA1,C,30","REVISTA2,C,30","REVISTA3,C,30","ACCOMPU,C,1","LUGAR1,C,2","LUGAR2,C,2","ESPE,C,30","CINTERN,C,1","ACCINTER,C,1","HORASEM,C,2","ARTEYHUM,C,1","SOCYCUL,C,1","CONVERTR,C,1","INSTGOB,C,1","CIENCIA,C,1","DEPOR,C,1","ECOYFIN,C,1","ENTRETE,C,1","TECNOL,C,1","NOTIAC,C,1","EDUCA,C,1","SERVSREF,C,1","COMENLIN,C,1","EMAIL,C,1","MEDICINA,C,1","OTROS,C,1","MUSDARTE,C,1","ZOO,C,1","BIBLIOPUB,C,1","MUSDCYT,C,1","PLANETA,C,1","EXPOCYT,C,1","SEMNACYT,C,1","APRENDER,C,2","ESINTE,C,2","ACOMALGUN,C,2","ESDIVERT,C,2","CASUALIDAD,C,2","GUSTO,C,2","POREXH,C,2","NADAQH,C,2","CERCADCA,C,2","OTRA,C,2","ESPECI,C,15","FALDTIM,C,1","ESTALEJOS,C,1","PRECDENTRA,C,1","NOSEUB,C,1","NOHAYINT,C,1","MUSCOMP,C,1","NOESTAPLA,C,1","OTRAS,C,1","ESPECIF,C,15","MUCHPCYT,C,1","DESCYTNE,C,1","POCOCIP,C,1","PRECYTENTV,C,1","MDCLEO,C,1","LLAVE,C,23","NUMREN,C,2"
6,04,002,0001,061A,040151,02,1,1,6,4,1,3,5,2,0,0,0,020,010,010,000,000,000,6,030,015,015,06,012,006,006,CIENCIA Y AVANCE DE CIBERTAB,CIENCIA PESQUERA,EL TIMON,1, 1, 2,,1,1,20,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,00,00,00,00,00,00,00,00,00,10,POR TRABAJO,,,,,,,,,,2,3,2,2,2,040020001061A0401510211,01
6,04,002,0001,061A,040151,03,1,1,6,4,2,1,5,3,0,0,0,018,006,000,000,000,000,7,080,040,000,00,000,000,000,,,,1, 1, 2,,1,1,15,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,NO HAY ANUNCIOS,3,3,2,2,2,040020001061A0401510311,01
6,04,002,0001,061A,040151,04,1,1,3,1,6,4,2,5,0,0,0,015,005,000,000,000,000,3,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,2,3,2,3,040020001061A0401510411,01
6,04,002,0001,061A,040151,05,1,1,6,5,3,4,2,1,0,0,0,006,001,001,000,000,000,2,002,002,000,00,000,000,000,,,,1, 1, 4,,1,1,04,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,NO ESTUDIO ESO,3,3,2,2,2,040020001061A0401510511,02
6,04,002,0001,0658,040350,01,1,1,6,5,2,1,4,3,0,0,0,005,005,000,001,001,000,5,020,020,000,00,000,000,000,,,,1, 1, 2,,1,1,14,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,2,2,04002000106580403500111,01
6,04,002,0001,0658,040350,02,1,1,6,5,1,2,4,3,0,0,0,014,002,000,000,000,000,1,005,004,001,00,000,000,000,,,,1, 1, 2,,1,1,14,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,2,2,3,04002000106580403500211,02
6,04,002,0001,0658,040350,03,1,1,3,4,5,1,2,6,0,0,0,028,007,001,010,010,000,0,000,000,000,02,010,002,000,TV. NOVELAS,TV. NOTAS,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,3,3,2,04002000106580403500311,02
6,04,002,0001,0658,040350,04,1,1,4,6,5,2,3,1,0,0,0,005,005,000,001,001,000,3,005,004,001,00,000,000,000,,,,1, 2, 0,,1,1,02,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,2,2,04002000106580403500411,01
6,04,002,0001,0658,040350,05,1,1,6,5,3,1,2,4,0,0,0,010,005,004,005,000,000,5,006,000,003,05,005,000,003,CONOSCA MAS,MUY INTERESANTE,REVISTA MEDICA DE LA UNAM,1, 1, 2,,1,1,10,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,1,2,2,04002000106580403500511,03
6,04,002,0001,0732,040075,01,1,1,2,6,1,3,4,5,0,0,0,021,005,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,3,3,3,04002000107320400750111,02
6,04,002,0001,0732,040075,02,1,1,3,2,4,6,1,5,0,0,0,005,005,000,048,020,000,7,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000107320400750211,01
6,04,002,0001,0732,040075,03,1,1,3,6,5,1,4,2,0,0,0,014,007,000,000,000,000,3,024,020,001,00,000,000,000,,,,1, 1, 2,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,4,4,2,04002000107320400750311,01
6,04,002,0001,0732,040075,04,1,1,3,4,6,5,2,1,0,0,0,020,010,000,007,007,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,0,0,,2,2,2,1,1,04002000107320400750411,02
6,04,002,0001,0732,040075,05,1,1,3,5,4,1,2,6,0,0,0,010,008,000,003,001,000,5,060,040,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000107320400750511,01
6,04,002,0001,0732,040077,01,1,1,2,3,6,4,1,5,0,0,0,005,005,000,035,015,000,2,004,004,000,00,000,000,000,,,,1, 2, 4,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,1,2,2,04002000107320400770111,02
6,04,002,0001,0732,040077,02,1,1,6,4,3,1,5,2,0,0,0,010,010,000,015,007,000,7,000,000,000,00,000,000,000,,,,1, 2, 9,,1,1,10,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,01,00,00,00,00,00,00,00,00,00,,,,,,,,,,,2,2,2,3,2,04002000107320400770211,02
6,04,002,0001,0732,040077,03,1,1,5,6,1,3,4,2,0,0,0,012,004,004,002,002,000,7,056,020,020,04,004,004,000,MUY INTERESANTE,SABER-VER,T.V. NOVELAS,1, 1, 4,,1,1,30,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,01,00,00,00,00,00,07,00,00,00,,,,,,,,,,,3,2,1,3,3,04002000107320400770311,03
6,04,002,0001,0732,040077,04,1,1,3,6,5,2,4,1,0,0,0,007,007,000,042,015,000,2,020,015,000,00,000,000,000,,,,1, 1, 2,,1,1,03,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,3,2,04002000107320400770411,03
6,04,002,0001,0925,040243,01,1,1,4,5,3,1,6,2,0,0,0,007,003,000,006,000,000,1,004,002,000,00,000,000,000,,,,1, 1, 4,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000109250402430111,01
6,04,002,0001,0925,040243,02,1,1,3,1,6,4,2,5,0,0,0,010,003,000,003,003,000,6,006,006,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,2,2,2,2,04002000109250402430211,01
6,04,002,0001,0925,040243,03,1,1,5,1,3,2,6,4,0,0,0,005,005,000,002,002,000,5,010,010,000,04,040,010,020,LA DESPERTAD,ATALAYA,,1, 1, 2,,1,1,02,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,2,2,3,3,04002000109250402430311,01
6,04,002,0001,0925,040243,04,1,1,6,5,4,1,3,2,0,0,0,026,008,000,000,000,000,7,004,001,000,00,000,000,000,,,,1, 2, 0,,1,1,02,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,3,3,3,1,2,04002000109250402430411,02
6,04,002,0001,0925,040243,05,1,1,5,4,3,2,6,1,0,0,0,004,004,000,002,000,000,7,011,007,000,02,011,001,010,educación quimica,gaceta de ciencias quimicas,,1, 1, 2,,1,1,20,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,,,,,,,,,,,,0,0,0,4,0,0,0,0,,4,3,2,3,3,04002000109250402430511,01
6,04,002,0001,1035,040346,01,1,1,1,3,4,2,6,5,0,0,0,002,001,001,060,005,000,3,012,004,003,06,012,010,002,revista policiaca,muy interesante,revista de cocina,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000110350403460111,01
6,04,002,0001,1035,040346,02,1,1,6,4,5,2,3,1,0,0,0,006,004,000,000,000,000,4,010,001,000,00,000,000,000,,,,1, 4, 9,,1,1,07,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,3,2,1,2,04002000110350403460211,03
6,04,002,0001,1035,040346,03,1,1,4,1,3,5,2,6,0,0,0,000,000,000,001,001,000,0,000,000,000,01,001,001,000,la i,tragedia,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,1,4,1,3,04002000110350403460311,04
6,04,002,0001,1035,040346,04,1,1,2,1,4,5,3,6,0,0,0,014,000,000,006,002,000,7,010,010,000,05,002,000,000,t.v. novelas,policiaca,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,3,3,3,2,2,04002000110350403460411,01
6,04,002,0001,1035,040346,05,1,1,4,1,5,2,3,6,0,0,0,006,004,001,000,000,000,7,030,020,004,05,020,010,003,muy interesante,nacional geografic,,1, 1, 9,,1,1,21,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,00,02,00,00,00,00,00,00,00,00,,,,,,,,,,,2,3,2,3,3,04002000110350403460511,06
6,04,002,0001,1105,040178,01,1,1,4,3,6,5,2,1,0,0,0,021,005,000,000,000,000,7,010,005,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,2,2,2,2,04002000111050401780111,01
6,04,002,0001,1105,040178,02,1,1,2,3,5,4,1,6,0,0,0,014,007,000,024,006,000,1,010,005,002,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,2,04002000111050401780211,03
6,04,002,0001,1105,040178,03,1,2,6,3,4,5,2,1,0,0,0,007,003,000,000,000,000,3,010,005,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000111050401780312,02
6,04,002,0001,1105,040178,03,2,2,6,5,4,2,3,1,0,0,0,025,007,001,001,001,000,7,021,007,002,01,020,010,010,t.v. novelas,t.v. notas,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,3,2,04002000111050401780322,02
6,04,002,0001,1105,040178,04,1,1,2,1,4,6,3,5,0,0,0,028,014,000,042,007,000,3,005,003,000,05,010,007,000,T.V. NOVELAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,2,2,3,3,04002000111050401780411,03
6,04,002,0001,1105,040178,05,1,1,4,5,6,1,2,3,0,0,0,006,006,000,006,004,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,1,3,2,2,04002000111050401780511,01
6,04,002,0001,1162,040065,01,1,1,4,6,5,2,3,1,0,0,0,007,003,000,000,000,000,0,000,000,000,00,000,000,000,,,,1, 1, 2,,1,1,10,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,3,2,2,3,04002000111620400650111,02
6,04,002,0001,1162,040065,02,1,1,6,1,2,3,4,5,0,0,0,024,010,000,000,000,000,2,004,004,000,02,020,010,010,muy interesante,ganadero mayor,mascotas felices,1, 1, 4,,1,1,08,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,3,04002000111620400650211,02
6,04,002,0001,1162,040065,03,1,1,3,6,5,1,2,4,0,0,0,012,006,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,5,5,2,2,3,04002000111620400650311,02
6,04,002,0001,1162,040065,04,1,1,3,2,6,4,1,5,0,0,0,007,007,000,000,000,000,6,000,000,000,00,000,000,000,,,,1, 2, 4,,1,2,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,2,2,2,3,04002000111620400650411,01
6,04,002,0001,1162,040065,05,1,1,5,6,3,4,1,2,0,0,0,003,001,001,002,002,000,1,005,005,000,00,000,000,000,,,,1, 2, 0,,1,1,02,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,4,3,1,2,04002000111620400650511,02
6,04,002,0001,136A,040338,01,1,1,6,5,4,1,3,2,0,0,0,021,007,003,000,000,000,2,004,003,000,02,008,004,001,MUY INTERESANTE,T.V. NOVELAS,,1, 1, 4,,1,1,70,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,4,2,1,2,040020001136A0403380111,03
6,04,002,0001,136A,040338,02,1,1,6,4,3,1,5,2,0,0,0,020,005,000,000,000,000,0,000,000,000,02,003,003,000,ALA BLANCA,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,2,3,2,2,040020001136A0403380211,02
6,04,002,0001,136A,040338,04,1,1,3,6,5,1,4,2,0,0,0,006,001,001,090,024,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,8,POR SU TRABAJO,2,3,2,2,3,040020001136A0403380411,03
6,04,002,0001,136A,040338,05,1,1,6,5,3,1,2,4,0,0,0,020,008,006,000,000,000,1,006,004,000,00,000,000,000,,,,1, 1, 2,,1,1,03,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,8,HAY Q VIAJAR,3,2,2,1,2,040020001136A0403380511,03
6,04,002,0001,1497,040034,01,1,1,4,3,6,1,2,5,0,0,0,007,005,000,008,006,000,0,000,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,3,2,2,04002000114970400340111,01
6,04,002,0001,1497,040034,02,1,1,6,5,4,3,2,1,0,0,0,014,007,007,003,000,000,4,000,000,000,03,060,020,030,volehomania,spanic,,1, 1, 2,,1,1,03,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,3,2,2,3,04002000114970400340211,01
6,04,002,0001,1497,040034,03,1,1,6,2,3,4,5,1,0,0,0,014,005,002,000,000,000,7,050,050,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,4,2,2,04002000114970400340311,01
6,04,002,0001,1497,040034,04,1,1,4,5,6,3,2,1,0,0,0,009,003,000,000,000,000,3,054,052,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,1,2,04002000114970400340411,01
6,04,002,0001,1497,040034,05,1,1,3,4,6,2,1,5,0,0,0,056,018,000,000,000,000,0,000,000,000,01,003,003,000,TV Y NOVELAS,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,7,0,,4,3,3,4,2,04002000114970400340511,01
6,04,002,0001,1552,040291,01,1,1,3,1,5,4,6,2,0,0,0,014,007,001,000,000,000,7,006,002,000,02,004,002,000,t.v. notas,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,00,00,03,00,00,00,00,00,00,00,,,,,,,,,,,3,2,2,2,2,04002000115520402910111,02
6,04,002,0001,1552,040291,02,1,1,3,2,6,5,4,1,0,0,0,014,007,000,020,001,000,7,010,006,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,3,3,04002000115520402910211,01
6,04,002,0001,1552,040291,03,1,1,4,3,6,2,5,1,0,0,0,035,014,003,002,001,001,7,028,020,000,03,006,003,003,MUY INTERESANTE,CONOSCA MAS,,2,,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,3,1,1,1,04002000115520402910311,01
6,04,002,0001,1552,040291,04,1,1,4,5,6,2,3,1,0,0,0,021,014,000,025,007,000,7,014,000,000,03,005,003,000,T.V. NOVELAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,3,3,2,3,04002000115520402910411,02
6,04,002,0001,1552,040291,05,1,1,6,2,3,4,5,1,0,0,0,007,007,000,007,001,000,3,003,001,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,2,04002000115520402910511,01
6,04,002,0001,1567,040205,01,1,1,5,4,3,2,6,1,0,0,0,007,004,003,003,001,000,4,010,010,000,00,000,000,000,,,,1, 9, 0,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,4,0,0,0,0,,3,3,3,2,2,04002000115670402050111,01
6,04,002,0001,1567,040205,02,1,1,6,3,4,2,5,1,0,0,0,008,003,003,002,001,000,2,006,006,000,02,004,002,002,VANIDADES,CONOSCA MAS,T.V. NOVELAS,1, 1, 0,,1,1,04,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,3,2,3,2,04002000115670402050211,03
6,04,002,0001,1567,040205,03,1,1,4,5,6,1,2,3,0,0,0,002,000,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,3,04002000115670402050311,02
6,04,002,0001,1567,040205,05,1,1,5,6,3,2,4,1,0,0,0,001,001,000,000,000,000,3,002,000,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,3,2,04002000115670402050511,03
6,04,002,0001,1641,040127,01,1,1,6,5,4,2,3,1,0,0,0,007,007,000,002,002,000,7,000,000,000,02,010,005,005,FISCAL,SELECCIONES,MUY INTERESANTE,1, 1, 2,,1,1,48,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,,,,,,,,,,,,0,0,0,4,0,0,0,0,,3,3,2,3,3,04002000116410401270111,01
6,04,002,0001,1641,040127,02,1,1,4,5,6,3,2,1,0,0,0,020,010,000,000,000,000,0,000,000,000,00,000,000,000,,,,1, 2, 4,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000116410401270211,01
6,04,002,0001,1641,040127,03,1,1,2,4,6,3,1,5,0,0,0,014,003,000,007,003,000,4,010,010,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,04002000116410401270311,02
6,04,002,0001,1641,040127,04,1,1,3,5,6,2,4,1,0,0,0,014,005,001,042,008,000,2,010,010,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,3,2,04002000116410401270411,01
6,04,002,0001,1641,040127,05,1,1,5,3,4,1,2,6,0,0,0,010,003,000,000,000,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,8,no sale de su c,3,2,3,2,2,04002000116410401270511,02
6,04,002,0001,1694,040257,01,1,1,2,1,5,6,3,4,0,0,0,000,000,000,007,002,000,7,005,004,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,2,3,2,2,04002000116940402570111,02
6,04,002,0001,1694,040257,02,1,1,6,1,3,2,4,5,0,0,0,000,000,000,056,014,005,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,9,9,9,9,9,9,9,9,,2,2,2,2,2,04002000116940402570211,01
6,04,002,0001,1694,040257,03,1,1,3,2,6,5,1,4,0,0,0,012,006,000,000,000,000,3,004,004,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,2,2,2,2,04002000116940402570311,02
6,04,002,0001,1694,040257,04,1,1,4,3,6,5,1,2,0,0,0,000,000,000,000,000,000,2,013,007,002,04,010,000,000,T.V. NOVELAS,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,2,3,2,04002000116940402570411,01
6,04,002,0001,1694,040257,05,1,1,5,2,6,1,4,3,0,0,0,020,010,000,005,000,000,0,000,000,000,10,010,005,003,MUY INTERESANTE,DESPERTAD,,1, 3, 4,,1,1,10,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,3,2,2,04002000116940402570511,04
6,04,002,0001,1707,040213,01,1,1,1,3,4,6,2,5,0,0,0,003,003,000,001,001,000,0,000,000,000,00,000,000,000,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,5,2,1,04002000117070402130111,01
6,04,002,0001,1707,040213,02,1,1,4,5,3,1,2,6,0,0,0,004,002,001,000,000,000,0,000,000,000,01,003,000,000,SELECCIONES,,,1, 4, 0,,1,1,02,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,,,,,,,,,,,,0,0,0,0,5,0,0,0,,2,2,4,2,2,04002000117070402130211,02
6,04,002,0001,1707,040213,03,1,1,6,4,5,1,3,2,0,0,0,006,003,001,006,001,000,2,008,006,000,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,04002000117070402130311,01
6,04,002,0001,1707,040213,04,1,1,4,2,3,5,1,6,0,0,0,003,002,001,000,000,000,7,020,013,007,00,000,000,000,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,3,04002000117070402130411,01
6,04,002,0001,1745,040232,01,1,1,3,1,6,4,2,5,0,0,0,007,005,001,007,003,000,7,004,004,000,02,004,002,000,MUY INTERESANTE,,,1, 2, 4,,1,1,02,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,00,02,00,00,00,00,00,00,00,00,,,,,,,,,,,2,1,1,2,2,04002000117450402320111,02
6,04,002,0001,1745,040232,02,1,1,6,5,2,1,4,3,0,0,0,015,005,005,002,001,000,7,010,005,005,02,009,006,003,COSMOPOLITAN,T.V. NOVELAS,,2,,,,1,1,01,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,2,04002000117450402320211,03
6,04,002,0001,1745,040232,03,1,1,5,6,3,1,4,2,0,0,0,006,003,002,010,004,002,7,020,015,005,00,000,000,000,,,,1, 2, 4,,1,1,30,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,4,0,0,0,0,,2,3,3,1,1,04002000117450402320311,01
