"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMREN,C,2","PARENTE,C,1","SEXO,C,1","EDAD,C,3","DIA,C,2","MES,C,2","ELIGIBI,C,1","NIVEL,C,2","ULTGRAPRO,C,2","ANTECE,C,1","LLAVE,C,25","LLAVEREN,C,25","RESENT,C,2","AM,C,2","GPOEDA,C,2","FACTORVIV,N,10,0"
3,04,002,0001,136A,040338,02,1,1,03,3,1,026,10,09,0,03,03,,040020001136A0403380211,,01,28,03,1088
3,04,002,0001,136A,040338,02,1,1,04,3,2,022,16,10,0,03,03,,040020001136A0403380211,,01,28,02,1088
3,04,002,0001,136A,040338,02,1,1,05,3,1,019,09,01,0,04,03,,040020001136A0403380211,,01,28,01,1088
3,04,002,0001,136A,040338,02,1,1,06,3,2,016,19,12,0,03,03,,040020001136A0403380211,,01,28,00,1088
3,04,002,0001,136A,040338,02,1,1,07,3,1,012,01,06,0,02,06,,040020001136A0403380211,,01,28,00,1088
3,04,002,0001,136A,040338,02,1,1,08,7,1,088,19,03,0,02,06,,040020001136A0403380211,,01,28,11,1088
3,04,002,0001,136A,040338,04,1,1,01,1,1,069,15,01,0,02,02,,040020001136A0403380411,,01,28,11,1102
3,04,002,0001,136A,040338,04,1,1,02,2,2,069,17,02,0,00,00,,040020001136A0403380411,,01,28,11,1102
3,04,002,0001,136A,040338,04,1,1,03,3,1,036,26,04,1,03,03,,040020001136A0403380411,,01,28,05,1102
3,04,002,0001,136A,040338,04,1,1,04,7,2,024,20,04,0,03,02,,040020001136A0403380411,,01,28,02,1102
3,04,002,0001,136A,040338,04,1,1,05,4,1,000,04,03,0,,,,040020001136A0403380411,,01,28,00,1102
3,04,002,0001,136A,040338,05,1,1,01,1,1,067,07,04,0,00,00,,040020001136A0403380511,,01,28,11,1095
3,04,002,0001,136A,040338,05,1,1,02,2,2,057,27,02,0,00,00,,040020001136A0403380511,,01,28,09,1095
3,04,002,0001,136A,040338,05,1,1,03,3,1,040,20,04,1,04,03,,040020001136A0403380511,,01,28,06,1095
3,04,002,0001,136A,040338,05,1,1,04,3,1,036,20,08,0,03,03,,040020001136A0403380511,,01,28,05,1095
3,04,002,0001,136A,040338,05,1,1,05,7,2,034,27,09,0,04,03,,040020001136A0403380511,,01,28,04,1095
3,04,002,0001,136A,040338,05,1,1,06,4,1,010,29,08,0,02,05,,040020001136A0403380511,,01,28,00,1095
3,04,002,0001,136A,040338,05,1,1,07,4,1,006,26,10,0,01,02,,040020001136A0403380511,,01,28,00,1095
3,04,002,0001,1497,040034,01,1,1,01,1,1,035,28,06,1,02,06,,04002000114970400340111,,01,28,05,765
3,04,002,0001,1497,040034,01,1,1,02,2,2,037,17,05,0,02,06,,04002000114970400340111,,01,28,05,765
3,04,002,0001,1497,040034,01,1,1,03,3,1,015,05,06,0,03,02,,04002000114970400340111,,01,28,00,765
3,04,002,0001,1497,040034,01,1,1,04,3,1,008,14,05,0,02,02,,04002000114970400340111,,01,28,00,765
3,04,002,0001,1497,040034,02,1,1,01,1,1,030,27,03,1,03,03,,04002000114970400340211,,01,28,04,790
3,04,002,0001,1497,040034,02,1,1,02,2,2,027,01,01,0,07,04,3,04002000114970400340211,,01,28,03,790
3,04,002,0001,1497,040034,02,1,1,03,3,2,005,02,07,0,01,01,,04002000114970400340211,,01,28,00,790
3,04,002,0001,1497,040034,02,1,1,04,3,1,000,09,02,0,,,,04002000114970400340211,,01,28,00,790
3,04,002,0001,1497,040034,03,1,1,01,1,1,029,29,03,1,03,03,,04002000114970400340311,,01,28,03,741
3,04,002,0001,1497,040034,03,1,1,02,2,2,030,22,01,0,02,06,,04002000114970400340311,,01,28,04,741
3,04,002,0001,1497,040034,03,1,1,03,3,1,004,13,04,0,,,,04002000114970400340311,,01,28,00,741
3,04,002,0001,1497,040034,04,1,1,01,1,1,046,04,02,1,03,03,,04002000114970400340411,,01,28,07,677
3,04,002,0001,1497,040034,04,1,1,02,2,2,034,03,11,0,02,06,,04002000114970400340411,,01,28,04,677
3,04,002,0001,1497,040034,04,1,1,03,3,2,019,03,12,0,04,02,,04002000114970400340411,,01,28,01,677
3,04,002,0001,1497,040034,04,1,1,04,3,1,017,06,12,0,04,02,,04002000114970400340411,,01,28,00,677
3,04,002,0001,1497,040034,04,1,1,05,3,1,014,16,02,0,02,06,,04002000114970400340411,,01,28,00,677
3,04,002,0001,1497,040034,04,1,1,06,3,1,012,03,11,0,02,06,,04002000114970400340411,,01,28,00,677
3,04,002,0001,1497,040034,05,1,1,01,1,2,032,13,10,2,03,03,,04002000114970400340511,,01,28,04,704
3,04,002,0001,1497,040034,05,1,1,02,7,2,029,03,08,1,07,03,3,04002000114970400340511,,01,28,03,704
3,04,002,0001,1497,040034,05,1,1,03,3,1,012,24,11,0,02,06,,04002000114970400340511,,01,28,00,704
3,04,002,0001,1497,040034,05,1,1,04,3,2,007,13,06,0,02,02,,04002000114970400340511,,01,28,00,704
3,04,002,0001,1552,040291,01,1,1,01,1,1,032,12,02,0,03,03,,04002000115520402910111,,01,28,04,1008
3,04,002,0001,1552,040291,01,1,1,02,2,2,033,17,07,1,03,03,,04002000115520402910111,,01,28,04,1008
3,04,002,0001,1552,040291,01,1,1,03,3,1,009,28,10,0,02,03,,04002000115520402910111,,01,28,00,1008
3,04,002,0001,1552,040291,01,1,1,04,3,2,007,31,10,0,02,02,,04002000115520402910111,,01,28,00,1008
3,04,002,0001,1552,040291,02,1,1,01,1,1,025,11,06,1,03,03,,04002000115520402910211,,01,28,03,945
3,04,002,0001,1552,040291,02,1,1,02,2,2,020,24,11,0,03,03,,04002000115520402910211,,01,28,02,945
3,04,002,0001,1552,040291,02,1,1,03,3,1,002,18,01,0,,,,04002000115520402910211,,01,28,00,945
3,04,002,0001,1552,040291,03,1,1,01,1,1,031,18,02,1,03,03,,04002000115520402910311,,01,28,04,1041
3,04,002,0001,1552,040291,03,1,1,02,2,2,034,30,12,0,03,02,,04002000115520402910311,,01,28,04,1041
3,04,002,0001,1552,040291,03,1,1,03,3,2,009,15,10,0,02,03,,04002000115520402910311,,01,28,00,1041
3,04,002,0001,1552,040291,03,1,1,04,3,2,008,30,12,0,02,02,,04002000115520402910311,,01,28,00,1041
3,04,002,0001,1552,040291,04,1,1,01,1,1,040,30,01,0,04,03,,04002000115520402910411,,01,28,06,1008
3,04,002,0001,1552,040291,04,1,1,02,2,2,040,10,07,1,03,03,,04002000115520402910411,,01,28,06,1008
3,04,002,0001,1552,040291,04,1,1,03,3,2,017,07,08,0,04,03,,04002000115520402910411,,01,28,00,1008
3,04,002,0001,1552,040291,04,1,1,04,3,1,013,28,09,0,03,02,,04002000115520402910411,,01,28,00,1008
3,04,002,0001,1552,040291,05,1,1,01,1,2,046,18,03,1,02,06,,04002000115520402910511,,01,28,07,893
3,04,002,0001,1552,040291,05,1,1,02,2,1,045,07,02,0,02,06,,04002000115520402910511,,01,28,07,893
3,04,002,0001,1552,040291,05,1,1,03,3,2,019,18,09,0,03,01,,04002000115520402910511,,01,28,01,893
3,04,002,0001,1552,040291,05,1,1,04,3,2,016,20,01,0,04,01,,04002000115520402910511,,01,28,00,893
3,04,002,0001,1552,040291,05,1,1,05,4,1,004,14,08,0,,,,04002000115520402910511,,01,28,00,893
3,04,002,0001,1552,040291,05,1,1,06,4,1,001,19,08,0,,,,04002000115520402910511,,01,28,00,893
3,04,002,0001,1567,040205,01,1,1,01,1,1,037,11,06,1,04,01,,04002000115670402050111,,01,28,05,1282
3,04,002,0001,1567,040205,01,1,1,02,2,2,037,25,09,0,04,02,,04002000115670402050111,,01,28,05,1282
3,04,002,0001,1567,040205,01,1,1,03,3,1,015,28,11,0,03,03,,04002000115670402050111,,01,28,00,1282
3,04,002,0001,1567,040205,01,1,1,04,3,2,008,12,02,0,02,02,,04002000115670402050111,,01,28,00,1282
3,04,002,0001,1567,040205,02,1,1,01,1,1,044,28,01,0,07,05,3,04002000115670402050211,,01,28,06,1100
3,04,002,0001,1567,040205,02,1,1,02,2,2,042,23,04,0,03,03,,04002000115670402050211,,01,28,06,1100
3,04,002,0001,1567,040205,02,1,1,03,3,2,023,13,07,1,07,05,3,04002000115670402050211,,01,28,02,1100
3,04,002,0001,1567,040205,02,1,1,04,3,2,016,21,06,0,04,01,,04002000115670402050211,,01,28,00,1100
3,04,002,0001,1567,040205,02,1,1,05,3,1,004,20,01,0,,,,04002000115670402050211,,01,28,00,1100
3,04,002,0001,1567,040205,03,1,1,01,1,2,059,05,12,0,02,04,,04002000115670402050311,,01,28,09,891
3,04,002,0001,1567,040205,03,1,1,02,3,2,044,01,06,1,06,03,2,04002000115670402050311,,01,28,06,891
3,04,002,0001,1567,040205,03,1,1,03,4,2,023,15,09,0,07,05,3,04002000115670402050311,,01,28,02,891
3,04,002,0001,1567,040205,05,1,1,01,1,1,087,10,05,0,02,03,,04002000115670402050511,,01,28,11,1000
3,04,002,0001,1567,040205,05,1,1,02,3,2,040,20,02,0,00,00,,04002000115670402050511,,01,28,06,1000
3,04,002,0001,1567,040205,05,1,1,03,3,2,042,15,06,1,07,05,3,04002000115670402050511,,01,28,06,1000
3,04,002,0001,1641,040127,01,1,1,01,1,2,048,03,03,1,07,05,3,04002000116410401270111,,01,28,07,823
3,04,002,0001,1641,040127,01,1,1,02,3,1,025,29,09,0,07,03,3,04002000116410401270111,,01,28,03,823
3,04,002,0001,1641,040127,02,1,1,01,1,1,028,25,11,1,04,02,,04002000116410401270211,,01,28,03,936
3,04,002,0001,1641,040127,02,1,1,02,2,2,022,13,11,0,03,02,,04002000116410401270211,,01,28,02,936
3,04,002,0001,1641,040127,02,1,1,03,3,2,006,24,07,0,01,02,,04002000116410401270211,,01,28,00,936
3,04,002,0001,1641,040127,02,1,1,04,3,2,002,01,04,0,,,,04002000116410401270211,,01,28,00,936
3,04,002,0001,1641,040127,03,1,1,01,1,1,045,20,02,0,02,04,,04002000116410401270311,,01,28,07,829
3,04,002,0001,1641,040127,03,1,1,02,3,2,032,26,05,1,02,05,,04002000116410401270311,,01,28,04,829
3,04,002,0001,1641,040127,03,1,1,03,3,2,019,06,11,0,03,02,,04002000116410401270311,,01,28,01,829
3,04,002,0001,1641,040127,03,1,1,04,3,2,016,08,04,0,03,02,,04002000116410401270311,,01,28,00,829
3,04,002,0001,1641,040127,03,1,1,05,3,2,013,14,06,0,02,06,,04002000116410401270311,,01,28,00,829
3,04,002,0001,1641,040127,03,1,1,06,3,1,008,04,03,0,02,03,,04002000116410401270311,,01,28,00,829
3,04,002,0001,1641,040127,04,1,1,01,1,2,036,01,09,1,06,03,2,04002000116410401270411,,01,28,05,941
3,04,002,0001,1641,040127,04,1,1,02,3,1,014,03,09,0,03,03,,04002000116410401270411,,01,28,00,941
3,04,002,0001,1641,040127,04,1,1,03,3,2,006,02,09,0,01,02,,04002000116410401270411,,01,28,00,941
3,04,002,0001,1641,040127,05,1,1,01,1,1,056,20,11,0,02,06,,04002000116410401270511,,01,28,09,792
3,04,002,0001,1641,040127,05,1,1,02,2,2,054,23,12,1,02,03,,04002000116410401270511,,01,28,08,792
3,04,002,0001,1641,040127,05,1,1,03,3,1,022,30,11,0,07,04,3,04002000116410401270511,,01,28,02,792
3,04,002,0001,1694,040257,01,1,1,01,1,1,055,02,02,0,00,00,,04002000116940402570111,,01,28,09,872
3,04,002,0001,1694,040257,01,1,1,02,2,2,042,16,07,1,02,04,,04002000116940402570111,,01,28,06,872
3,04,002,0001,1694,040257,02,1,1,01,1,2,055,01,02,1,02,03,,04002000116940402570211,,01,28,09,872
3,04,002,0001,1694,040257,02,1,1,02,2,1,052,24,11,0,02,06,,04002000116940402570211,,01,28,08,872
3,04,002,0001,1694,040257,03,1,1,01,1,1,048,28,08,0,02,03,,04002000116940402570311,,01,28,07,798
3,04,002,0001,1694,040257,03,1,1,02,2,2,050,24,05,1,02,06,,04002000116940402570311,,01,28,08,798
3,04,002,0001,1694,040257,03,1,1,03,3,2,022,06,03,0,04,01,,04002000116940402570311,,01,28,02,798
3,04,002,0001,1694,040257,03,1,1,04,4,2,002,26,10,0,,,,04002000116940402570311,,01,28,00,798
3,04,002,0001,1694,040257,04,1,1,01,1,2,034,30,07,1,02,04,,04002000116940402570411,,01,28,04,996
3,04,002,0001,1694,040257,04,1,1,02,3,1,016,17,04,0,03,02,,04002000116940402570411,,01,28,00,996
3,04,002,0001,1694,040257,04,1,1,03,3,1,013,06,11,0,02,06,,04002000116940402570411,,01,28,00,996
3,04,002,0001,1694,040257,04,1,1,04,3,1,006,30,09,0,01,02,,04002000116940402570411,,01,28,00,996
3,04,002,0001,1694,040257,05,1,1,01,1,1,041,17,11,0,02,06,,04002000116940402570511,,01,28,06,730
3,04,002,0001,1694,040257,05,1,1,02,2,2,038,14,10,0,06,03,2,04002000116940402570511,,01,28,05,730
3,04,002,0001,1694,040257,05,1,1,03,7,2,088,29,12,0,00,00,,04002000116940402570511,,01,28,11,730
3,04,002,0001,1694,040257,05,1,1,04,3,2,018,19,03,1,04,02,,04002000116940402570511,,01,28,01,730
3,04,002,0001,1694,040257,05,1,1,05,3,2,014,09,04,0,03,02,,04002000116940402570511,,01,28,00,730
3,04,002,0001,1694,040257,05,1,1,06,3,2,011,05,01,0,02,05,,04002000116940402570511,,01,28,00,730
3,04,002,0001,1707,040213,01,1,1,01,1,2,049,01,09,1,00,00,,04002000117070402130111,,01,28,07,1093
3,04,002,0001,1707,040213,01,1,1,02,3,1,009,31,12,0,02,03,,04002000117070402130111,,01,28,00,1093
3,04,002,0001,1707,040213,02,1,1,01,1,2,041,25,10,0,03,03,,04002000117070402130211,,01,28,06,969
3,04,002,0001,1707,040213,02,1,1,02,3,2,019,27,01,1,04,03,,04002000117070402130211,,01,28,01,969
3,04,002,0001,1707,040213,02,1,1,03,3,2,015,21,03,0,03,03,,04002000117070402130211,,01,28,00,969
3,04,002,0001,1707,040213,03,1,1,01,1,1,052,01,02,1,03,03,,04002000117070402130311,,01,28,08,1234
3,04,002,0001,1707,040213,03,1,1,02,2,2,032,07,10,0,02,06,,04002000117070402130311,,01,28,04,1234
3,04,002,0001,1707,040213,03,1,1,03,3,2,014,06,06,0,03,02,,04002000117070402130311,,01,28,00,1234
3,04,002,0001,1707,040213,03,1,1,04,3,1,011,01,03,0,02,04,,04002000117070402130311,,01,28,00,1234
3,04,002,0001,1707,040213,03,1,1,05,3,2,008,08,06,0,02,02,,04002000117070402130311,,01,28,00,1234
3,04,002,0001,1707,040213,03,1,1,06,3,1,005,25,04,0,01,01,,04002000117070402130311,,01,28,00,1234
3,04,002,0001,1707,040213,04,1,1,01,1,1,044,02,12,1,06,02,1,04002000117070402130411,,01,28,06,1235
3,04,002,0001,1707,040213,04,1,1,02,2,2,043,03,09,0,02,05,,04002000117070402130411,,01,28,06,1235
3,04,002,0001,1707,040213,04,1,1,03,3,2,016,08,07,0,04,02,,04002000117070402130411,,01,28,00,1235
3,04,002,0001,1707,040213,04,1,1,04,3,2,012,30,04,0,02,06,,04002000117070402130411,,01,28,00,1235
3,04,002,0001,1707,040213,04,1,1,05,4,2,005,20,06,0,01,01,,04002000117070402130411,,01,28,00,1235
3,04,002,0001,1745,040232,01,1,1,01,1,2,075,06,01,0,02,02,,04002000117450402320111,,01,28,11,690
3,04,002,0001,1745,040232,01,1,1,02,3,1,052,10,02,1,07,04,3,04002000117450402320111,,01,28,08,690
3,04,002,0001,1745,040232,01,1,1,03,4,2,020,24,08,0,04,02,,04002000117450402320111,,01,28,02,690
3,04,002,0001,1745,040232,02,1,1,01,1,1,063,18,03,0,02,03,,04002000117450402320211,,01,28,10,846
3,04,002,0001,1745,040232,02,1,1,02,7,1,035,18,02,0,03,02,,04002000117450402320211,,01,28,05,846
3,04,002,0001,1745,040232,02,1,1,03,3,2,039,26,05,1,07,04,3,04002000117450402320211,,01,28,05,846
3,04,002,0001,1745,040232,02,1,1,04,4,2,012,17,08,0,03,01,,04002000117450402320211,,01,28,00,846
3,04,002,0001,1745,040232,02,1,1,05,4,2,005,26,11,0,01,02,,04002000117450402320211,,01,28,00,846
3,04,002,0001,1745,040232,02,1,1,06,7,1,060,09,09,0,02,01,,04002000117450402320211,,01,28,10,846
3,04,002,0001,1745,040232,03,1,1,01,1,1,035,30,04,1,04,03,,04002000117450402320311,,01,28,05,856
3,04,002,0001,1745,040232,03,1,1,02,2,2,030,02,10,0,04,03,,04002000117450402320311,,01,28,04,856
3,04,002,0001,1745,040232,03,1,1,03,3,1,004,04,12,0,,,,04002000117450402320311,,01,28,00,856
3,04,002,0001,1745,040232,03,1,1,04,3,1,003,02,01,0,,,,04002000117450402320311,,01,28,00,856
3,04,002,0001,1745,040232,04,1,1,01,1,1,044,30,05,0,07,03,3,04002000117450402320411,,01,28,06,685
3,04,002,0001,1745,040232,04,1,1,02,2,2,042,22,06,1,02,04,,04002000117450402320411,,01,28,06,685
3,04,002,0001,1745,040232,04,1,1,03,3,2,025,08,09,0,04,03,,04002000117450402320411,,01,28,03,685
3,04,002,0001,1745,040232,04,1,1,04,3,1,022,05,04,0,07,02,3,04002000117450402320411,,01,28,02,685
3,04,002,0001,1745,040232,04,1,1,05,3,1,004,07,04,0,,,,04002000117450402320411,,01,28,00,685
3,04,002,0001,1745,040232,05,1,1,01,1,2,040,01,12,0,06,02,2,04002000117450402320511,,01,28,06,914
3,04,002,0001,1745,040232,05,1,1,02,3,1,019,24,03,1,04,02,,04002000117450402320511,,01,28,01,914
3,04,002,0001,1745,040232,05,1,1,03,3,2,016,29,12,0,04,01,,04002000117450402320511,,01,28,00,914
3,04,002,0001,1745,040232,05,1,1,04,3,2,011,28,08,0,02,06,,04002000117450402320511,,01,28,00,914
3,04,002,0001,1745,040252,01,1,1,01,1,1,045,24,03,0,02,05,,04002000117450402520111,,01,28,07,1253
3,04,002,0001,1745,040252,01,1,1,02,2,2,040,13,10,0,02,04,,04002000117450402520111,,01,28,06,1253
3,04,002,0001,1745,040252,01,1,1,03,3,2,012,09,04,0,02,05,,04002000117450402520111,,01,28,00,1253
3,04,002,0001,1745,040252,01,1,1,04,3,1,019,23,05,1,04,02,,04002000117450402520111,,01,28,01,1253
3,04,002,0001,1745,040252,01,1,1,05,3,1,017,09,04,0,03,03,,04002000117450402520111,,01,28,00,1253
3,04,002,0001,1745,040252,02,1,1,01,1,2,036,08,12,1,08,02,4,04002000117450402520211,,01,28,05,1055
3,04,002,0001,1745,040252,02,1,1,02,4,2,066,17,08,0,06,03,2,04002000117450402520211,,01,28,11,1055
3,04,002,0001,1745,040252,03,1,1,01,1,2,048,14,01,0,07,04,3,04002000117450402520311,,01,28,07,905
3,04,002,0001,1745,040252,03,1,1,02,3,2,019,06,03,1,07,02,3,04002000117450402520311,,01,28,01,905
3,04,002,0001,1745,040252,03,1,1,03,4,2,077,30,11,0,02,06,,04002000117450402520311,,01,28,11,905
3,04,002,0001,1745,040252,04,1,1,01,1,2,033,16,03,1,07,04,3,04002000117450402520411,,01,28,04,1353
3,04,002,0001,1745,040252,04,1,1,02,3,2,009,04,05,0,02,03,,04002000117450402520411,,01,28,00,1353
3,04,002,0001,1745,040252,04,1,1,03,3,1,001,20,05,0,,,,04002000117450402520411,,01,28,00,1353
3,05,030,0001,0197,050406,01,1,1,01,1,1,041,24,09,0,07,04,3,05030000101970504060111,,01,17,06,4748
3,05,030,0001,0197,050406,01,1,1,02,3,2,050,06,01,2,07,04,3,05030000101970504060111,,01,17,08,4748
3,05,030,0001,0197,050406,01,1,1,03,4,1,017,23,07,0,04,02,,05030000101970504060111,,01,17,00,4748
3,05,030,0001,0197,050406,01,1,1,04,4,1,013,01,10,0,03,02,,05030000101970504060111,,01,17,00,4748
3,05,030,0001,0197,050406,01,1,1,05,4,2,082,19,02,1,02,03,,05030000101970504060111,,01,17,11,4748
3,05,030,0001,0197,050406,02,1,1,01,1,1,036,14,05,0,07,04,3,05030000101970504060211,,01,17,05,5717
3,05,030,0001,0197,050406,02,1,1,02,2,2,038,10,07,1,06,03,2,05030000101970504060211,,01,17,05,5717
3,05,030,0001,0197,050406,02,1,1,03,3,1,003,09,04,0,,,,05030000101970504060211,,01,17,00,5717
3,05,030,0001,0197,050406,02,1,1,04,3,2,009,10,10,0,02,03,,05030000101970504060211,,01,17,00,5717
3,05,030,0001,0197,050406,03,1,1,01,1,1,071,13,06,1,02,06,,05030000101970504060311,,01,17,11,4130
3,05,030,0001,0197,050406,03,1,1,02,2,2,071,16,02,0,02,04,,05030000101970504060311,,01,17,11,4130
3,05,030,0001,0197,050406,03,1,1,03,3,2,046,15,05,0,07,05,3,05030000101970504060311,,01,17,07,4130
3,05,030,0001,0197,050406,03,1,1,04,3,1,033,18,12,0,07,05,3,05030000101970504060311,,01,17,04,4130
3,05,030,0001,0197,050406,03,1,1,05,4,1,034,08,01,0,07,04,3,05030000101970504060311,,01,17,04,4130
3,05,030,0001,0197,050406,04,1,1,01,1,1,048,31,03,0,07,04,3,05030000101970504060411,,01,17,07,4458
3,05,030,0001,0197,050406,04,1,1,02,2,2,050,10,09,0,06,03,1,05030000101970504060411,,01,17,08,4458
3,05,030,0001,0197,050406,04,1,1,03,3,2,023,02,05,1,07,04,3,05030000101970504060411,,01,17,02,4458
3,05,030,0001,0197,050406,05,1,2,01,1,1,047,04,11,0,02,04,,05030000101970504060512,,01,17,07,3243
3,05,030,0001,0197,050406,05,1,2,02,4,2,069,17,10,0,02,06,,05030000101970504060512,,01,17,11,3243
3,05,030,0001,0197,050406,05,1,2,03,4,1,038,05,07,1,04,02,,05030000101970504060512,,01,17,05,3243
3,05,030,0001,0197,050406,05,1,2,04,4,1,034,21,01,0,07,01,3,05030000101970504060512,,01,17,04,3243
3,05,030,0001,0197,050406,05,1,2,05,3,2,021,25,03,0,03,03,,05030000101970504060512,,01,17,02,3243
3,05,030,0001,0197,050406,05,2,2,01,1,1,041,24,07,1,06,03,2,05030000101970504060522,,01,17,06,3243
3,05,030,0001,0197,050406,05,2,2,02,2,2,042,20,12,0,06,03,2,05030000101970504060522,,01,17,06,3243
3,05,030,0001,0197,050406,05,2,2,03,3,1,021,27,01,0,07,01,3,05030000101970504060522,,01,17,02,3243
3,05,030,0001,0197,050406,05,2,2,04,3,1,019,02,01,0,07,02,3,05030000101970504060522,,01,17,01,3243
3,05,030,0001,0197,050406,05,2,2,05,3,1,018,13,09,0,04,01,,05030000101970504060522,,01,17,01,3243
3,05,030,0001,0197,050406,05,2,2,06,3,2,012,19,09,0,02,06,,05030000101970504060522,,01,17,00,3243
3,05,030,0001,0290,050171,02,1,1,01,1,1,067,09,09,0,07,05,3,05030000102900501710211,,01,17,11,3161
3,05,030,0001,0290,050171,02,1,1,02,2,2,062,02,07,1,06,03,2,05030000102900501710211,,01,17,10,3161
3,05,030,0001,0290,050171,02,1,1,03,3,2,026,10,06,0,07,05,3,05030000102900501710211,,01,17,03,3161
3,05,030,0001,0290,050171,03,1,1,01,1,1,039,07,02,0,03,01,,05030000102900501710311,,01,17,05,3570
3,05,030,0001,0290,050171,03,1,1,02,2,2,036,11,08,1,02,01,,05030000102900501710311,,01,17,05,3570
3,05,030,0001,0290,050171,03,1,1,03,3,1,018,05,12,0,03,02,,05030000102900501710311,,01,17,01,3570
3,05,030,0001,0290,050171,03,1,1,04,4,2,016,07,01,0,02,06,,05030000102900501710311,,01,17,00,3570
3,05,030,0001,0290,050171,03,1,1,05,3,1,006,01,10,0,01,02,,05030000102900501710311,,01,17,00,3570
3,05,030,0001,0290,050171,03,1,1,06,4,2,077,10,05,0,00,00,,05030000102900501710311,,01,17,11,3570
3,05,030,0001,0290,050171,03,1,1,07,3,2,017,18,05,0,02,01,,05030000102900501710311,,01,17,00,3570
3,05,030,0001,0290,050171,04,1,1,01,1,2,047,10,01,1,05,04,2,05030000102900501710411,,01,17,07,4081
3,05,030,0001,0290,050171,04,1,1,02,3,2,013,14,03,0,03,01,,05030000102900501710411,,01,17,00,4081
3,05,030,0001,0290,050171,05,1,1,01,1,1,060,10,04,0,07,05,3,05030000102900501710511,,01,17,10,3684
3,05,030,0001,0290,050171,05,1,1,02,2,2,057,24,06,1,07,03,3,05030000102900501710511,,01,17,09,3684
3,05,030,0001,0356,050349,01,1,1,01,1,2,050,05,12,0,02,03,,05030000103560503490111,,01,17,08,4674
3,05,030,0001,0356,050349,01,1,1,02,4,2,078,30,06,0,00,00,,05030000103560503490111,,01,17,11,4674
3,05,030,0001,0356,050349,01,1,1,03,3,1,018,03,01,1,04,02,,05030000103560503490111,,01,17,01,4674
3,05,030,0001,0356,050349,02,1,1,01,1,2,065,30,04,1,02,03,,05030000103560503490211,,01,17,11,5178
3,05,030,0001,0356,050349,02,1,1,02,3,2,038,19,12,0,03,03,,05030000103560503490211,,01,17,05,5178
3,05,030,0001,0356,050349,02,1,1,03,4,2,010,06,02,0,02,05,,05030000103560503490211,,01,17,00,5178
3,05,030,0001,0356,050349,03,1,1,01,1,1,056,30,05,1,02,02,,05030000103560503490311,,01,17,09,3835
3,05,030,0001,0356,050349,03,1,1,02,2,2,052,15,10,0,02,03,,05030000103560503490311,,01,17,08,3835
3,05,030,0001,0356,050349,03,1,1,03,3,1,031,12,08,0,06,02,2,05030000103560503490311,,01,17,04,3835
3,05,030,0001,0356,050349,03,1,1,04,3,2,025,09,11,0,03,03,,05030000103560503490311,,01,17,03,3835
3,05,030,0001,0356,050349,03,1,1,05,3,1,019,03,04,0,03,03,,05030000103560503490311,,01,17,01,3835
3,05,030,0001,0356,050349,03,1,1,06,3,2,021,03,12,0,03,03,,05030000103560503490311,,01,17,02,3835
3,05,030,0001,0356,050349,03,1,1,07,4,1,002,26,03,0,,,,05030000103560503490311,,01,17,00,3835
3,05,030,0001,0356,050349,04,1,1,01,1,1,045,21,12,0,02,06,,05030000103560503490411,,01,17,07,5553
3,05,030,0001,0356,050349,04,1,1,02,2,2,045,31,03,1,02,02,,05030000103560503490411,,01,17,07,5553
3,05,030,0001,0356,050349,04,1,1,03,3,1,018,13,02,0,03,03,,05030000103560503490411,,01,17,01,5553
3,05,030,0001,0356,050349,04,1,1,04,4,2,017,26,10,0,03,03,,05030000103560503490411,,01,17,00,5553
3,05,030,0001,0356,050349,04,1,1,05,4,1,000,30,04,0,,,,05030000103560503490411,,01,17,00,5553
3,05,030,0001,0356,050349,04,1,1,06,3,1,024,19,08,0,03,03,,05030000103560503490411,,01,17,02,5553
3,05,030,0001,0356,050349,05,1,1,01,1,1,031,21,11,1,07,06,3,05030000103560503490511,,01,17,04,5987
3,05,030,0001,0356,050349,05,1,1,02,2,2,031,17,11,0,06,03,3,05030000103560503490511,,01,17,04,5987
3,05,030,0001,0356,050349,05,1,1,03,3,1,008,17,12,0,00,00,,05030000103560503490511,,01,17,00,5987
3,05,030,0001,0356,050349,05,1,1,04,3,1,005,23,06,0,00,00,,05030000103560503490511,,01,17,00,5987
3,05,030,0001,0356,050349,05,1,1,05,3,1,000,30,06,0,,,,05030000103560503490511,,01,17,00,5987
3,05,030,0001,0394,050143,01,1,2,01,1,1,027,07,01,0,04,02,,05030000103940501430112,,01,17,03,4339
3,05,030,0001,0394,050143,01,1,2,02,2,2,027,27,07,1,02,06,,05030000103940501430112,,01,17,03,4339
3,05,030,0001,0394,050143,01,1,2,03,3,1,000,19,04,0,,,,05030000103940501430112,,01,17,00,4339
3,05,030,0001,0394,050143,01,2,2,01,1,2,042,26,01,1,02,06,,05030000103940501430122,,01,17,06,4339
3,05,030,0001,0394,050143,01,2,2,02,2,1,036,11,09,0,03,03,,05030000103940501430122,,01,17,05,4339
