"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMREN,C,2","PARENTE,C,1","SEXO,C,1","EDAD,C,3","DIA,C,2","MES,C,2","ELIGIBI,C,1","NIVEL,C,2","ULTGRAPRO,C,2","ANTECE,C,1","LLAVE,C,25","LLAVEREN,C,25","RESENT,C,2","AM,C,2","GPOEDA,C,2","FACTORVIV,N,10,0"
3,01,001,0001,0407,010201,01,1,1,01,1,2,061,04,11,0,07,07,3,01001000104070102010111,,01,14,10,1843
3,01,001,0001,0407,010201,01,1,1,02,3,2,034,25,04,0,08,02,4,01001000104070102010111,,01,14,04,1843
3,01,001,0001,0407,010201,01,1,1,03,3,1,031,04,06,1,07,02,3,01001000104070102010111,,01,14,04,1843
3,01,001,0001,0407,010201,02,1,1,01,1,1,078,16,04,1,02,06,,01001000104070102010211,,01,14,11,2148
3,01,001,0001,0407,010201,02,1,1,02,2,2,076,19,02,0,02,06,,01001000104070102010211,,01,14,11,2148
3,01,001,0001,0407,010201,03,1,1,01,1,1,046,24,10,0,04,03,,01001000104070102010311,,01,14,07,1774
3,01,001,0001,0407,010201,03,1,1,02,2,2,043,24,02,1,03,03,,01001000104070102010311,,01,14,06,1774
3,01,001,0001,0407,010201,03,1,1,03,3,2,023,24,01,0,07,04,3,01001000104070102010311,,01,14,02,1774
3,01,001,0001,0407,010201,03,1,1,04,3,1,019,05,12,0,04,03,,01001000104070102010311,,01,14,01,1774
3,01,001,0001,0407,010201,04,1,1,01,1,1,037,14,07,1,07,06,3,01001000104070102010411,,01,14,05,2503
3,01,001,0001,0407,010201,05,1,1,01,1,1,036,22,10,0,08,02,4,01001000104070102010511,,01,14,05,2290
3,01,001,0001,0407,010201,05,1,1,02,2,2,033,24,11,1,07,05,3,01001000104070102010511,,01,14,04,2290
3,01,001,0001,0407,010201,05,1,1,03,3,2,004,14,12,0,,,,01001000104070102010511,,01,14,00,2290
3,01,001,0001,0498,010276,02,1,1,01,1,1,061,16,05,1,06,03,1,01001000104980102760211,,01,14,10,2316
3,01,001,0001,0498,010276,02,1,1,02,2,2,053,03,03,0,06,03,1,01001000104980102760211,,01,14,08,2316
3,01,001,0001,0498,010276,02,1,1,03,3,2,021,06,01,0,07,03,3,01001000104980102760211,,01,14,02,2316
3,01,001,0001,0498,010276,04,1,1,01,1,1,067,02,07,1,05,03,2,01001000104980102760411,,01,14,11,2877
3,01,001,0001,0498,010276,04,1,1,02,2,2,065,11,04,0,02,02,,01001000104980102760411,,01,14,11,2877
3,01,001,0001,0498,010276,04,1,1,03,3,2,017,16,08,0,04,02,,01001000104980102760411,,01,14,00,2877
3,01,001,0001,0498,010276,05,1,1,01,1,1,036,10,10,0,04,03,,01001000104980102760511,,01,14,05,2967
3,01,001,0001,0498,010276,05,1,1,02,2,2,033,16,01,1,04,03,,01001000104980102760511,,01,14,04,2967
3,01,001,0001,0498,010276,05,1,1,03,3,1,012,17,11,0,02,06,,01001000104980102760511,,01,14,00,2967
3,01,001,0001,0498,010276,05,1,1,04,3,1,008,22,08,0,02,03,,01001000104980102760511,,01,14,00,2967
3,01,001,0001,0498,010276,05,1,1,05,3,1,003,20,09,0,,,,01001000104980102760511,,01,14,00,2967
3,01,001,0001,0500,010293,01,1,1,01,1,1,056,26,12,0,02,06,,01001000105000102930111,,01,14,09,1763
3,01,001,0001,0500,010293,01,1,1,02,2,2,054,20,02,0,02,03,,01001000105000102930111,,01,14,08,1763
3,01,001,0001,0500,010293,01,1,1,03,3,1,032,09,07,1,03,03,,01001000105000102930111,,01,14,04,1763
3,01,001,0001,0500,010293,02,1,1,01,1,1,036,18,08,0,07,05,3,01001000105000102930211,,01,14,05,2148
3,01,001,0001,0500,010293,02,1,1,02,2,2,030,08,03,1,03,03,,01001000105000102930211,,01,14,04,2148
3,01,001,0001,0500,010293,02,1,1,03,3,2,013,10,08,0,03,02,,01001000105000102930211,,01,14,00,2148
3,01,001,0001,0500,010293,02,1,1,04,3,2,012,07,05,0,02,06,,01001000105000102930211,,01,14,00,2148
3,01,001,0001,0500,010293,02,1,1,05,3,1,008,09,12,0,02,03,,01001000105000102930211,,01,14,00,2148
3,01,001,0001,0500,010293,03,1,1,01,1,1,046,11,07,1,04,03,,01001000105000102930311,,01,14,07,1952
3,01,001,0001,0500,010293,03,1,1,02,2,2,048,02,09,0,03,02,,01001000105000102930311,,01,14,07,1952
3,01,001,0001,0500,010293,03,1,1,03,3,2,015,24,12,0,03,03,,01001000105000102930311,,01,14,00,1952
3,01,001,0001,0500,010293,04,1,1,01,1,1,076,16,05,0,02,06,,01001000105000102930411,,01,14,11,1512
3,01,001,0001,0500,010293,04,1,1,02,3,2,053,30,07,1,02,06,,01001000105000102930411,,01,14,08,1512
3,01,001,0001,0500,010293,04,1,1,03,3,1,039,08,05,0,05,99,3,01001000105000102930411,,01,14,05,1512
3,01,001,0001,0500,010293,04,1,1,04,3,2,044,13,01,0,06,03,2,01001000105000102930411,,01,14,06,1512
3,01,001,0001,0500,010293,05,1,1,01,1,1,029,13,10,0,02,06,,01001000105000102930511,,01,14,03,2148
3,01,001,0001,0500,010293,05,1,1,02,2,2,024,13,07,1,03,03,,01001000105000102930511,,01,14,02,2148
3,01,001,0001,0500,010293,05,1,1,03,3,1,004,28,08,0,,,,01001000105000102930511,,01,14,00,2148
3,01,001,0001,0500,010293,05,1,1,04,3,2,001,10,09,0,,,,01001000105000102930511,,01,14,00,2148
3,01,001,0001,0500,010293,05,1,1,05,3,2,000,11,11,0,,,,01001000105000102930511,,01,14,00,2148
3,01,001,0001,0604,010013,01,1,1,01,1,1,075,02,08,1,02,04,,01001000106040100130111,,01,14,11,2569
3,01,001,0001,0604,010013,01,1,1,02,2,2,074,25,10,0,02,03,,01001000106040100130111,,01,14,11,2569
3,01,001,0001,0604,010013,03,1,1,01,1,1,066,03,09,0,06,03,2,01001000106040100130311,,01,14,11,2569
3,01,001,0001,0604,010013,03,1,1,02,2,2,064,11,12,1,02,04,,01001000106040100130311,,01,14,10,2569
3,01,001,0001,0604,010013,04,1,1,01,1,2,045,30,11,1,06,01,2,01001000106040100130411,,01,14,07,2937
3,01,001,0001,0604,010013,04,1,1,02,3,1,015,15,11,0,04,01,,01001000106040100130411,,01,14,00,2937
3,01,001,0001,0604,010013,04,1,1,03,3,2,013,03,10,0,03,02,,01001000106040100130411,,01,14,00,2937
3,01,001,0001,0604,010013,05,1,1,01,1,1,082,28,12,0,06,03,1,01001000106040100130511,,01,14,11,2262
3,01,001,0001,0604,010013,05,1,1,02,3,2,053,09,08,0,03,03,,01001000106040100130511,,01,14,08,2262
3,01,001,0001,0604,010013,05,1,1,03,3,2,045,19,01,1,06,03,1,01001000106040100130511,,01,14,07,2262
3,01,001,0001,0604,010013,05,1,1,04,3,1,054,22,11,0,03,03,,01001000106040100130511,,01,14,08,2262
3,01,001,0001,0604,010013,05,1,1,05,4,2,015,27,09,0,03,01,,01001000106040100130511,,01,14,00,2262
3,01,001,0001,1299,010122,01,1,1,01,1,1,034,22,09,0,07,06,3,01001000112990101220111,,01,14,04,4348
3,01,001,0001,1299,010122,01,1,1,02,2,2,033,19,06,1,07,06,3,01001000112990101220111,,01,14,04,4348
3,01,001,0001,1299,010122,01,1,1,03,3,2,005,10,12,0,01,01,,01001000112990101220111,,01,14,00,4348
3,01,001,0001,1299,010122,01,1,1,04,3,1,003,16,08,0,,,,01001000112990101220111,,01,14,00,4348
3,01,001,0001,1299,010122,01,1,1,05,5,2,028,02,01,0,02,06,,01001000112990101220111,,01,14,03,4348
3,01,001,0001,1299,010122,02,1,1,01,1,1,042,25,08,1,07,05,3,01001000112990101220211,,01,14,06,5396
3,01,001,0001,1299,010122,02,1,1,02,2,2,035,03,02,0,06,03,2,01001000112990101220211,,01,14,05,5396
3,01,001,0001,1299,010122,02,1,1,03,3,2,012,17,03,0,02,06,,01001000112990101220211,,01,14,00,5396
3,01,001,0001,1299,010122,02,1,1,04,3,1,009,25,03,0,02,03,,01001000112990101220211,,01,14,00,5396
3,01,001,0001,1299,010122,02,1,1,05,3,1,007,21,02,0,02,01,,01001000112990101220211,,01,14,00,5396
3,01,001,0001,1299,010122,02,1,1,06,3,1,005,13,05,0,01,02,,01001000112990101220211,,01,14,00,5396
3,01,001,0001,1299,010122,03,1,1,01,1,1,043,29,03,1,07,05,3,01001000112990101220311,,01,14,06,5061
3,01,001,0001,1299,010122,03,1,1,02,2,2,036,24,02,0,07,05,3,01001000112990101220311,,01,14,05,5061
3,01,001,0001,1299,010122,03,1,1,03,3,1,011,11,10,0,02,05,,01001000112990101220311,,01,14,00,5061
3,01,001,0001,1299,010122,03,1,1,04,3,1,010,26,11,0,02,04,,01001000112990101220311,,01,14,00,5061
3,01,001,0001,1299,010122,03,1,1,05,3,1,007,22,07,0,02,02,,01001000112990101220311,,01,14,00,5061
3,01,001,0001,1299,010122,04,1,1,01,1,1,065,30,04,1,08,02,4,01001000112990101220411,,01,14,11,4604
3,01,001,0001,1299,010122,04,1,1,02,2,2,059,18,04,0,06,02,1,01001000112990101220411,,01,14,09,4604
3,01,001,0001,1320,010385,02,1,1,01,1,1,036,24,10,1,04,03,,01001000113200103850211,,01,14,05,2142
3,01,001,0001,1320,010385,02,1,1,02,4,2,074,31,08,0,00,00,,01001000113200103850211,,01,14,11,2142
3,01,001,0001,1320,010385,03,1,1,01,1,1,035,22,11,0,03,01,,01001000113200103850311,,01,14,05,2435
3,01,001,0001,1320,010385,03,1,1,02,2,2,034,21,06,1,03,01,,01001000113200103850311,,01,14,04,2435
3,01,001,0001,1320,010385,03,1,1,03,3,2,007,06,10,0,02,02,,01001000113200103850311,,01,14,00,2435
3,01,001,0001,1320,010385,03,1,1,04,3,2,003,11,03,0,,,,01001000113200103850311,,01,14,00,2435
3,01,001,0001,1320,010385,04,1,1,01,1,1,054,25,01,0,02,06,,01001000113200103850411,,01,14,08,1659
3,01,001,0001,1320,010385,04,1,1,02,2,2,056,28,09,0,02,06,,01001000113200103850411,,01,14,09,1659
3,01,001,0001,1320,010385,04,1,1,03,4,1,025,09,06,1,02,06,,01001000113200103850411,,01,14,03,1659
3,01,001,0001,1320,010385,04,1,1,04,3,2,025,30,12,0,02,06,,01001000113200103850411,,01,14,03,1659
3,01,001,0001,1320,010385,04,1,1,05,3,2,023,01,09,0,03,03,,01001000113200103850411,,01,14,02,1659
3,01,001,0001,1320,010385,04,1,1,06,3,1,020,11,10,0,03,03,,01001000113200103850411,,01,14,02,1659
3,01,001,0001,1320,010385,04,1,1,07,4,2,011,16,05,0,02,05,,01001000113200103850411,,01,14,00,1659
3,01,001,0001,1320,010385,04,1,1,08,4,1,004,27,08,0,,,,01001000113200103850411,,01,14,00,1659
3,01,001,0001,1320,010385,04,1,1,09,4,1,003,19,10,0,,,,01001000113200103850411,,01,14,00,1659
3,01,001,0001,1320,010385,05,1,1,01,1,1,048,09,10,0,03,03,,01001000113200103850511,,01,14,07,1828
3,01,001,0001,1320,010385,05,1,1,02,2,2,045,03,01,0,02,03,,01001000113200103850511,,01,14,07,1828
3,01,001,0001,1320,010385,05,1,1,03,4,1,031,13,01,0,03,03,,01001000113200103850511,,01,14,04,1828
3,01,001,0001,1320,010385,05,1,1,04,4,2,028,21,07,1,06,03,2,01001000113200103850511,,01,14,03,1828
3,01,001,0001,1320,010385,05,1,1,05,4,1,026,04,10,0,03,03,,01001000113200103850511,,01,14,03,1828
3,01,001,0001,1320,010385,05,1,1,06,4,2,026,21,02,0,03,03,,01001000113200103850511,,01,14,03,1828
3,01,001,0001,1320,010385,05,1,1,07,4,2,006,13,01,0,01,02,,01001000113200103850511,,01,14,00,1828
3,01,001,0001,1320,010385,05,1,1,08,4,1,005,31,12,0,01,02,,01001000113200103850511,,01,14,00,1828
3,01,001,0001,1320,010385,05,1,1,09,4,2,004,10,05,0,,,,01001000113200103850511,,01,14,00,1828
3,01,001,0001,1320,010385,05,1,1,10,4,2,001,15,07,0,,,,01001000113200103850511,,01,14,00,1828
3,01,001,0001,159A,010300,01,1,1,01,1,1,038,22,11,0,07,05,3,010010001159A0103000111,,01,14,05,2404
3,01,001,0001,159A,010300,01,1,1,02,2,2,037,19,01,1,07,05,3,010010001159A0103000111,,01,14,05,2404
3,01,001,0001,159A,010300,01,1,1,03,3,2,005,09,08,0,01,01,,010010001159A0103000111,,01,14,00,2404
3,01,001,0001,159A,010300,01,1,1,04,3,2,006,29,04,0,01,02,,010010001159A0103000111,,01,14,00,2404
3,01,001,0001,159A,010300,02,1,1,01,1,2,070,05,07,1,02,04,,010010001159A0103000211,,01,14,11,2197
3,01,001,0001,159A,010300,03,1,1,01,1,1,046,19,02,0,07,03,3,010010001159A0103000311,,01,14,07,1935
3,01,001,0001,159A,010300,03,1,1,02,2,2,046,07,04,1,07,04,3,010010001159A0103000311,,01,14,07,1935
3,01,001,0001,159A,010300,03,1,1,03,3,2,018,31,10,0,04,03,,010010001159A0103000311,,01,14,01,1935
3,01,001,0001,159A,010300,03,1,1,04,3,2,015,26,05,0,03,03,,010010001159A0103000311,,01,14,00,1935
3,01,001,0001,159A,010300,04,1,1,01,1,1,061,05,05,1,07,05,3,010010001159A0103000411,,01,14,10,2115
3,01,001,0001,159A,010300,04,1,1,02,2,2,051,12,01,0,03,03,,010010001159A0103000411,,01,14,08,2115
3,01,001,0001,159A,010300,05,1,1,01,1,1,071,18,08,0,04,02,,010010001159A0103000511,,01,14,11,2115
3,01,001,0001,159A,010300,05,1,1,02,2,2,063,16,07,1,05,03,2,010010001159A0103000511,,01,14,10,2115
3,01,001,0001,1706,010163,01,1,1,01,1,1,058,03,10,0,07,05,3,01001000117060101630111,,01,14,09,2263
3,01,001,0001,1706,010163,01,1,1,02,3,1,028,21,01,1,07,05,3,01001000117060101630111,,01,14,03,2263
3,01,001,0001,1706,010163,02,1,1,01,1,1,035,05,07,1,07,03,3,01001000117060101630211,,01,14,05,2018
3,01,001,0001,1706,010163,02,1,1,02,2,2,027,21,04,0,07,04,3,01001000117060101630211,,01,14,03,2018
3,01,001,0001,1706,010163,03,1,1,01,1,1,062,19,10,1,07,05,3,01001000117060101630311,,01,14,10,2351
3,01,001,0001,1706,010163,04,1,1,01,1,1,068,21,11,0,07,02,3,01001000117060101630411,,01,14,11,2018
3,01,001,0001,1706,010163,04,1,1,02,2,2,062,22,11,1,06,03,2,01001000117060101630411,,01,14,10,2018
3,01,001,0001,1706,010163,05,1,1,01,1,1,025,12,06,1,07,05,3,01001000117060101630511,,01,14,03,2083
3,01,001,0001,1706,010163,05,1,1,02,2,2,026,04,01,0,07,05,3,01001000117060101630511,,01,14,03,2083
3,01,001,0001,1706,010163,05,1,1,03,4,1,006,22,11,0,02,01,,01001000117060101630511,,01,14,00,2083
3,01,001,0001,1744,010039,02,1,1,01,1,1,048,22,10,0,02,06,,01001000117440100390211,,01,14,07,1866
3,01,001,0001,1744,010039,02,1,1,02,2,2,047,12,01,1,02,06,,01001000117440100390211,,01,14,07,1866
3,01,001,0001,1744,010039,02,1,1,03,3,2,019,24,11,0,04,03,,01001000117440100390211,,01,14,01,1866
3,01,001,0001,1744,010039,03,1,1,01,1,2,040,02,09,0,02,06,,01001000117440100390311,,01,14,06,1866
3,01,001,0001,1744,010039,03,1,1,02,3,2,022,12,12,0,07,02,3,01001000117440100390311,,01,14,02,1866
3,01,001,0001,1744,010039,03,1,1,03,3,1,019,06,08,1,03,03,,01001000117440100390311,,01,14,01,1866
3,01,001,0001,1744,010039,04,1,1,01,1,1,037,02,06,1,03,01,,01001000117440100390411,,01,14,05,2549
3,01,001,0001,1744,010039,04,1,1,02,2,2,040,20,02,0,03,03,,01001000117440100390411,,01,14,06,2549
3,01,001,0001,1744,010039,04,1,1,03,3,1,014,02,04,0,03,01,,01001000117440100390411,,01,14,00,2549
3,01,001,0001,1744,010039,04,1,1,04,3,1,009,13,02,0,02,04,,01001000117440100390411,,01,14,00,2549
3,01,001,0001,1744,010039,04,1,1,05,3,1,004,04,12,0,,,,01001000117440100390411,,01,14,00,2549
3,01,001,0001,1744,010039,04,1,1,06,3,2,001,22,07,0,,,,01001000117440100390411,,01,14,00,2549
3,01,001,0001,1744,010039,05,1,1,01,1,1,041,16,09,1,03,03,,01001000117440100390511,,01,14,06,2534
3,01,001,0001,2066,010205,01,1,2,01,1,1,041,01,07,1,02,06,,01001000120660102050112,,01,14,06,2064
3,01,001,0001,2066,010205,01,1,2,02,2,2,031,02,02,0,03,03,,01001000120660102050112,,01,14,04,2064
3,01,001,0001,2066,010205,01,1,2,03,3,2,006,14,01,0,01,02,,01001000120660102050112,,01,14,00,2064
3,01,001,0001,2066,010205,01,1,2,04,3,1,006,14,01,0,01,02,,01001000120660102050112,,01,14,00,2064
3,01,001,0001,2066,010205,01,2,2,01,1,2,068,26,12,1,02,06,,01001000120660102050122,,01,14,11,2064
3,01,001,0001,2066,010205,02,1,1,01,1,2,056,02,11,0,00,00,,01001000120660102050211,,01,14,09,1185
3,01,001,0001,2066,010205,02,1,1,02,4,2,040,27,08,0,02,06,,01001000120660102050211,,01,14,06,1185
3,01,001,0001,2066,010205,02,1,1,03,3,2,022,07,01,0,07,02,3,01001000120660102050211,,01,14,02,1185
3,01,001,0001,2066,010205,02,1,1,04,3,2,021,08,03,1,02,06,,01001000120660102050211,,01,14,02,1185
3,01,001,0001,2066,010205,02,1,1,05,4,2,019,13,09,0,04,03,,01001000120660102050211,,01,14,01,1185
3,01,001,0001,2066,010205,02,1,1,06,4,1,087,10,05,0,02,04,,01001000120660102050211,,01,14,11,1185
3,01,001,0001,2066,010205,03,1,1,01,1,1,064,09,09,0,02,06,,01001000120660102050311,,01,14,10,1330
3,01,001,0001,2066,010205,03,1,1,02,2,2,063,09,06,1,02,03,,01001000120660102050311,,01,14,10,1330
3,01,001,0001,2066,010205,03,1,1,03,3,2,029,11,12,0,03,03,,01001000120660102050311,,01,14,03,1330
3,01,001,0001,2066,010205,03,1,1,04,3,2,025,07,10,0,07,03,3,01001000120660102050311,,01,14,03,1330
3,01,001,0001,2066,010205,03,1,1,05,3,2,022,23,10,0,04,03,,01001000120660102050311,,01,14,02,1330
3,01,001,0001,2066,010205,03,1,1,06,4,1,026,19,02,0,00,00,,01001000120660102050311,,01,14,03,1330
3,01,001,0001,2066,010205,04,1,1,01,1,1,059,22,12,0,00,00,,01001000120660102050411,,01,14,09,2118
3,01,001,0001,2066,010205,04,1,1,02,2,2,059,22,02,0,00,00,,01001000120660102050411,,01,14,09,2118
3,01,001,0001,2066,010205,04,1,1,03,3,1,029,28,11,0,03,03,,01001000120660102050411,,01,14,03,2118
3,01,001,0001,2066,010205,04,1,1,04,4,2,025,02,07,1,02,06,,01001000120660102050411,,01,14,03,2118
3,01,001,0001,2066,010205,04,1,1,05,4,2,009,06,06,0,02,03,,01001000120660102050411,,01,14,00,2118
3,01,001,0001,2066,010205,04,1,1,06,4,2,009,27,07,0,02,03,,01001000120660102050411,,01,14,00,2118
3,01,001,0001,2066,010205,04,1,1,07,4,1,004,14,11,0,,,,01001000120660102050411,,01,14,00,2118
3,01,001,0001,2066,010205,05,1,2,01,1,1,031,08,06,1,03,03,,01001000120660102050512,,01,14,04,2133
3,01,001,0001,2066,010205,05,1,2,02,2,2,028,10,08,0,03,03,,01001000120660102050512,,01,14,03,2133
3,01,001,0001,2066,010205,05,1,2,03,3,2,008,18,03,0,02,02,,01001000120660102050512,,01,14,00,2133
3,01,001,0001,2066,010205,05,1,2,04,3,2,003,19,06,0,,,,01001000120660102050512,,01,14,00,2133
3,01,001,0001,2066,010205,05,2,2,01,1,2,032,09,09,1,02,06,,01001000120660102050522,,01,14,04,2133
3,01,001,0001,2206,010151,01,1,1,01,1,2,037,04,11,0,02,06,,01001000122060101510111,,01,14,05,2091
3,01,001,0001,2206,010151,01,1,1,02,3,1,019,22,06,1,02,05,,01001000122060101510111,,01,14,01,2091
3,01,001,0001,2206,010151,01,1,1,03,4,1,022,03,06,0,04,03,,01001000122060101510111,,01,14,02,2091
3,01,001,0001,2206,010151,01,1,1,04,3,1,013,12,05,0,02,06,,01001000122060101510111,,01,14,00,2091
3,01,001,0001,2206,010151,01,1,1,05,3,2,007,28,09,0,02,02,,01001000122060101510111,,01,14,00,2091
3,01,001,0001,2206,010151,01,1,1,06,4,2,001,02,02,0,,,,01001000122060101510111,,01,14,00,2091
3,01,001,0001,2206,010151,01,1,1,07,3,2,021,14,11,0,04,03,,01001000122060101510111,,01,14,02,2091
3,01,001,0001,2206,010151,02,1,1,01,1,1,052,25,08,0,02,04,,01001000122060101510211,,01,14,08,2105
3,01,001,0001,2206,010151,02,1,1,02,2,2,046,17,08,0,02,06,,01001000122060101510211,,01,14,07,2105
3,01,001,0001,2206,010151,02,1,1,03,3,2,019,15,07,1,04,03,,01001000122060101510211,,01,14,01,2105
3,01,001,0001,2206,010151,02,1,1,04,3,2,014,06,07,0,03,02,,01001000122060101510211,,01,14,00,2105
3,01,001,0001,2206,010151,02,1,1,05,3,2,007,08,02,0,02,01,,01001000122060101510211,,01,14,00,2105
3,01,001,0001,2206,010151,03,1,1,01,1,1,033,02,11,0,03,03,,01001000122060101510311,,01,14,04,2299
3,01,001,0001,2206,010151,03,1,1,02,2,2,027,11,06,1,04,03,,01001000122060101510311,,01,14,03,2299
3,01,001,0001,2206,010151,03,1,1,03,3,1,007,02,09,0,02,02,,01001000122060101510311,,01,14,00,2299
3,01,001,0001,2206,010151,03,1,1,04,3,1,006,09,07,0,01,02,,01001000122060101510311,,01,14,00,2299
3,01,001,0001,2206,010151,04,1,1,01,1,1,055,15,05,1,00,00,,01001000122060101510411,,01,14,09,2158
3,01,001,0001,2206,010151,04,1,1,02,2,2,046,10,03,0,00,00,,01001000122060101510411,,01,14,07,2158
3,01,001,0001,2206,010151,05,1,2,01,1,2,061,24,12,1,00,00,,01001000122060101510512,,01,14,10,1911
3,01,001,0001,2206,010151,05,2,2,01,1,1,023,30,06,1,03,03,,01001000122060101510522,,01,14,02,1911
3,01,001,0001,2206,010151,05,2,2,02,2,2,022,19,04,0,03,03,,01001000122060101510522,,01,14,02,1911
3,01,001,0001,2206,010151,05,2,2,03,3,1,001,24,07,0,,,,01001000122060101510522,,01,14,00,1911
3,01,001,0001,2418,010193,01,1,1,01,1,2,045,12,12,1,06,02,1,01001000124180101930111,,01,14,07,2704
3,01,001,0001,2418,010193,01,1,1,02,3,2,013,10,02,0,03,01,,01001000124180101930111,,01,14,00,2704
3,01,001,0001,2418,010193,01,1,1,03,3,1,011,28,01,0,02,05,,01001000124180101930111,,01,14,00,2704
3,01,001,0001,2418,010193,02,1,1,01,1,1,051,11,01,0,03,01,,01001000124180101930211,,01,14,08,1553
3,01,001,0001,2418,010193,02,1,1,02,2,2,047,02,06,1,00,00,,01001000124180101930211,,01,14,07,1553
3,01,001,0001,2418,010193,02,1,1,03,3,1,030,20,12,0,03,03,,01001000124180101930211,,01,14,04,1553
3,01,001,0001,2418,010193,02,1,1,04,3,2,028,02,10,0,03,03,,01001000124180101930211,,01,14,03,1553
3,01,001,0001,2418,010193,02,1,1,05,3,2,026,24,10,0,04,02,,01001000124180101930211,,01,14,03,1553
3,01,001,0001,2418,010193,02,1,1,06,3,1,024,23,03,0,03,02,,01001000124180101930211,,01,14,02,1553
3,01,001,0001,2418,010193,02,1,1,07,3,1,023,24,05,0,03,02,,01001000124180101930211,,01,14,02,1553
3,01,001,0001,2418,010193,03,1,1,01,1,1,041,20,02,1,03,02,,01001000124180101930311,,01,14,06,2603
3,01,001,0001,2418,010193,03,1,1,02,2,2,036,20,11,0,06,03,2,01001000124180101930311,,01,14,05,2603
3,01,001,0001,2418,010193,03,1,1,03,3,2,015,10,07,0,03,03,,01001000124180101930311,,01,14,00,2603
3,01,001,0001,2418,010193,03,1,1,04,3,1,008,11,05,0,02,02,,01001000124180101930311,,01,14,00,2603
3,01,001,0001,2418,010193,04,1,1,01,1,1,048,23,05,0,03,03,,01001000124180101930411,,01,14,07,2109
3,01,001,0001,2418,010193,04,1,1,02,2,2,056,20,11,0,02,04,,01001000124180101930411,,01,14,09,2109
3,01,001,0001,2418,010193,04,1,1,03,3,1,035,23,09,0,07,05,3,01001000124180101930411,,01,14,05,2109
3,01,001,0001,2418,010193,04,1,1,04,3,1,025,30,01,0,07,05,3,01001000124180101930411,,01,14,03,2109
3,01,001,0001,2418,010193,04,1,1,05,3,1,034,23,07,1,08,02,4,01001000124180101930411,,01,14,04,2109
3,01,001,0001,2418,010193,05,1,1,01,1,1,060,17,02,1,02,03,,01001000124180101930511,,01,14,10,2277
3,01,001,0001,2418,010193,05,1,1,02,2,2,059,05,12,0,02,06,,01001000124180101930511,,01,14,09,2277
3,01,001,0001,2418,010193,05,1,1,03,3,1,033,31,12,0,03,01,,01001000124180101930511,,01,14,04,2277
3,01,001,0001,2511,010268,01,1,1,01,1,1,026,13,01,1,04,03,,01001000125110102680111,,01,14,03,2576
3,01,001,0001,2511,010268,02,1,1,01,1,1,072,29,05,1,02,04,,01001000125110102680211,,01,14,11,2211
3,01,001,0001,2511,010268,02,1,1,02,2,2,065,25,12,0,02,03,,01001000125110102680211,,01,14,11,2211
3,01,001,0001,2511,010268,03,1,1,01,1,1,070,22,01,0,02,06,,01001000125110102680311,,01,14,11,1897
3,01,001,0001,2511,010268,03,1,1,02,2,2,066,19,03,1,06,03,1,01001000125110102680311,,01,14,11,1897
3,01,001,0001,2511,010268,03,1,1,03,3,2,038,16,03,0,07,05,3,01001000125110102680311,,01,14,05,1897
3,01,001,0001,2511,010268,05,1,1,01,1,1,022,28,07,1,07,04,3,01001000125110102680511,,01,14,02,1897
3,01,001,0001,2511,010268,05,1,1,02,7,2,022,21,01,0,07,02,3,01001000125110102680511,,01,14,02,1897
3,01,001,0001,2511,010268,05,1,1,03,7,2,022,18,09,0,07,02,3,01001000125110102680511,,01,14,02,1897
3,01,001,0001,255A,010285,01,1,1,01,1,1,041,17,10,0,02,04,,010010001255A0102850111,,01,14,06,1622
3,01,001,0001,255A,010285,01,1,1,02,2,2,039,08,10,0,02,06,,010010001255A0102850111,,01,14,05,1622
3,01,001,0001,255A,010285,01,1,1,03,3,2,022,20,03,1,04,03,,010010001255A0102850111,,01,14,02,1622
3,01,001,0001,255A,010285,01,1,1,04,3,1,018,05,01,0,03,03,,010010001255A0102850111,,01,14,01,1622
3,01,001,0001,255A,010285,01,1,1,05,3,1,011,02,03,0,02,05,,010010001255A0102850111,,01,14,00,1622
3,01,001,0001,255A,010285,02,1,1,01,1,1,087,20,11,1,02,03,,010010001255A0102850211,,01,14,11,1903
3,01,001,0001,255A,010285,02,1,1,02,2,2,091,16,09,0,02,03,,010010001255A0102850211,,01,14,11,1903
3,01,001,0001,255A,010285,03,1,1,01,1,1,035,24,05,1,03,03,,010010001255A0102850311,,01,14,05,2029
3,01,001,0001,255A,010285,03,1,1,02,2,2,045,02,11,0,04,02,,010010001255A0102850311,,01,14,07,2029
3,01,001,0001,255A,010285,03,1,1,03,3,2,004,05,08,0,,,,010010001255A0102850311,,01,14,00,2029
3,01,001,0001,255A,010285,04,1,1,01,1,1,051,28,05,1,06,02,2,010010001255A0102850411,,01,14,08,2305
3,01,001,0001,255A,010285,04,1,1,02,2,2,036,26,05,0,06,02,2,010010001255A0102850411,,01,14,05,2305
3,01,001,0001,255A,010285,04,1,1,03,3,2,013,05,03,0,03,01,,010010001255A0102850411,,01,14,00,2305
3,01,001,0001,255A,010285,04,1,1,04,3,1,010,17,01,0,02,04,,010010001255A0102850411,,01,14,00,2305
