"CD_A,C,2","PER,C,4","AGEB,C,5","UPM,C,7","ENT,C,2","CON,C,5","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","CTA_ENT,C,50","CTA_SUP,C,50","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,C,2","P2,C,1","P3,C,2","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
29,0813,00000,1702150,17,40076,0094,5,1,-,-,01,15/08/2013,01,16/08/2013,04,1,,02,01,4940
29,0813,00000,1702148,17,40109,0041,4,1,-,-,01,14/08/2013,01,16/08/2013,05,1,,01,01,5989
29,0813,00000,1702148,17,40109,0067,5,1,-,-,01,28/08/2013,01,28/08/2013,02,1,,01,01,5989
29,0813,00000,1702148,17,40109,0119,3,1,-,-,01,26/08/2013,01,26/08/2013,01,,,01,01,5989
29,0813,00000,1702148,17,40109,0094,2,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
29,0813,00000,1702148,17,40109,0006,1,1,-,-,01,14/08/2013,01,16/08/2013,03,1,,03,03,5989
29,0813,00000,1700847,17,40113,0077,3,1,-,-,01,18/08/2013,01,22/08/2013,02,1,,01,02,2989
29,0813,00000,1700847,17,40113,0006,1,1,-,-,07,25/08/2013,07,26/08/2013,,,,,,0
29,0813,00000,1700847,17,40113,0034,4,1,-,-,01,21/08/2013,01,22/08/2013,04,1,,02,01,2989
29,0813,00000,1700847,17,40113,0022,2,1,-,-,01,18/08/2013,01,19/08/2013,05,1,,03,03,2989
29,0813,00000,1700847,17,40113,0046,5,1,-,-,01,23/08/2013,01,26/08/2013,02,1,,01,02,2989
29,0813,00000,1701184,17,40114,0110,4,1,-,-,01,06/08/2013,01,08/08/2013,04,1,,02,02,4779
29,0813,00000,1701184,17,40114,0065,2,1,-,-,02,06/08/2013,01,08/08/2013,04,1,,02,02,4779
29,0813,00000,1701184,17,40114,0043,1,1,-,-,01,07/08/2013,01,16/08/2013,02,1,,02,02,4779
29,0813,00000,1701184,17,40114,0088,3,1,-,-,01,07/08/2013,01,16/08/2013,05,1,,05,05,4779
29,0813,00000,1701184,17,40114,0022,5,1,-,-,01,07/08/2013,01,22/08/2013,04,1,,01,02,4779
29,0813,00000,1701493,17,40115,0033,4,1,-,-,01,12/08/2013,01,19/08/2013,06,1,,01,05,3884
29,0813,00000,1701493,17,40115,0074,2,1,-,-,07,26/08/2013,07,30/08/2013,,,,,,0
29,0813,00000,1701493,17,40115,0095,3,2,-,-,01,20/08/2013,01,22/08/2013,,,,02,02,3884
29,0813,00000,1701493,17,40115,0011,1,1,-,-,01,12/08/2013,01,19/08/2013,04,1,,03,04,3884
29,0813,00000,1701493,17,40115,0055,5,1,-,-,01,12/08/2013,01,26/08/2013,04,1,,04,03,3884
29,0813,00000,1701493,17,40115,0095,3,1,-,-,01,12/08/2013,01,22/08/2013,06,2,2,01,03,3884
29,0813,00000,1700689,17,40137,0094,3,1,-,-,01,08/08/2013,01,12/08/2013,07,1,,01,02,5466
29,0813,00000,1700689,17,40137,0019,4,1,-,-,01,11/08/2013,01,12/08/2013,01,,,01,01,5466
29,0813,00000,1700689,17,40137,0037,5,1,-,-,07,07/08/2013,07,08/08/2013,,,,,,0
29,0813,00000,1700689,17,40137,0074,2,1,-,-,01,09/08/2013,01,12/08/2013,03,1,,02,03,5466
29,0813,00000,1700689,17,40137,0054,1,1,-,-,01,19/08/2013,01,22/08/2013,04,1,,02,02,5466
29,0813,00000,1700976,17,40138,0017,1,1,-,-,01,19/08/2013,01,30/08/2013,05,1,,01,01,3258
29,0813,00000,1700976,17,40138,0128,4,1,-,-,01,22/08/2013,01,24/08/2013,03,1,,03,03,3258
29,0813,00000,1700976,17,40138,0159,5,1,-,-,01,05/08/2013,01,08/08/2013,03,1,,03,03,3258
29,0813,00000,1700976,17,40138,0088,3,1,-,-,01,08/08/2013,01,12/08/2013,05,1,,02,04,3258
29,0813,00000,1700976,17,40138,0048,2,1,-,-,02,05/08/2013,01,08/08/2013,02,1,,02,02,3258
29,0813,00000,1701932,17,40141,0098,1,1,-,-,01,13/08/2013,01,16/08/2013,03,1,,02,01,5678
29,0813,00000,1701932,17,40141,0067,5,1,-,-,01,17/08/2013,01,19/08/2013,03,1,,02,02,5678
29,0813,00000,1701932,17,40141,0013,3,1,-,-,01,17/08/2013,01,19/08/2013,03,1,,02,02,5678
29,0813,00000,1701932,17,40141,0040,4,1,-,-,01,14/08/2013,01,16/08/2013,02,1,,01,01,5678
29,0813,00000,1701932,17,40141,0124,2,1,-,-,01,13/08/2013,01,16/08/2013,05,1,,01,04,5678
29,0813,00000,1701069,17,40146,0152,4,1,-,-,02,04/08/2013,01,08/08/2013,01,,,01,01,5910
29,0813,00000,1701069,17,40146,0195,5,1,-,-,01,07/08/2013,01,08/08/2013,04,1,,01,02,5910
29,0813,00000,1701069,17,40146,0071,2,1,-,-,01,04/08/2013,01,08/08/2013,04,1,,01,03,5910
29,0813,00000,1701069,17,40146,0030,1,1,-,-,01,11/08/2013,01,12/08/2013,03,1,,03,01,5910
29,0813,00000,1701069,17,40146,0111,3,1,-,-,02,04/08/2013,07,30/08/2013,,,,,,0
29,0813,00000,1701070,17,40172,0091,3,1,-,-,02,04/08/2013,01,08/08/2013,07,1,,05,04,4171
29,0813,00000,1701070,17,40172,0047,4,1,-,-,02,04/08/2013,01,08/08/2013,06,1,,02,02,4171
29,0813,00000,1701070,17,40172,0104,5,1,-,-,01,04/08/2013,01,08/08/2013,06,1,,02,01,4171
29,0813,00000,1701070,17,40172,0069,2,1,-,-,02,04/08/2013,01,08/08/2013,05,1,,03,03,4171
29,0813,00000,1701070,17,40172,0011,1,1,-,-,01,04/08/2013,01,16/08/2013,05,1,,02,02,4171
29,0813,00000,1700743,17,40202,0063,3,1,-,-,01,12/08/2013,01,19/08/2013,01,,,01,01,4864
29,0813,00000,1700743,17,40202,0012,1,1,-,-,01,07/08/2013,01,08/08/2013,01,,,01,01,4864
29,0813,00000,1700743,17,40202,0041,2,1,-,-,01,07/08/2013,01,08/08/2013,03,1,,03,03,4864
29,0813,00000,1700743,17,40202,0084,4,1,-,-,02,07/08/2013,01,08/08/2013,02,1,,02,01,4864
29,0813,00000,1700743,17,40202,0106,5,1,-,-,01,09/08/2013,01,26/08/2013,04,1,,01,03,4864
29,0813,00000,1700668,17,40235,0088,1,1,-,-,01,20/08/2013,01,22/08/2013,02,1,,01,01,3879
29,0813,00000,1700668,17,40235,0164,5,1,-,-,01,18/08/2013,01,19/08/2013,02,1,,01,01,3879
29,0813,00000,1700668,17,40235,0130,4,1,-,-,01,18/08/2013,01,19/08/2013,03,1,,01,02,3879
29,0813,00000,1700668,17,40235,0031,2,1,-,-,01,17/08/2013,01,19/08/2013,02,1,,01,01,3879
29,0813,00000,1700668,17,40235,0063,3,1,-,-,07,20/08/2013,07,22/08/2013,,,,,,0
29,0813,00000,1700934,17,40236,0006,1,1,-,-,02,07/08/2013,01,08/08/2013,04,1,,01,01,3774
29,0813,00000,1700934,17,40236,0121,5,1,-,-,01,11/08/2013,01,12/08/2013,03,1,,01,01,3774
29,0813,00000,1700934,17,40236,0077,3,1,-,-,01,08/08/2013,01,08/08/2013,04,1,,01,01,3774
29,0813,00000,1700934,17,40236,0100,4,1,-,-,01,11/08/2013,01,12/08/2013,04,1,,04,01,3774
29,0813,00000,1700934,17,40236,0043,2,1,-,-,01,23/08/2013,01,26/08/2013,03,1,,01,01,3774
29,0813,00000,1701911,17,40271,0103,5,1,-,-,01,26/08/2013,01,26/08/2013,02,1,,01,01,5600
29,0813,00000,1701911,17,40271,0024,1,1,-,-,01,26/08/2013,01,26/08/2013,07,1,,01,02,5600
29,0813,00000,1701911,17,40271,0011,3,1,-,-,01,29/08/2013,01,30/08/2013,02,1,,01,02,5600
29,0813,00000,1701911,17,40271,0093,4,1,-,-,01,14/08/2013,01,16/08/2013,04,1,,01,01,5600
29,0813,00000,1701911,17,40271,0048,2,1,-,-,01,17/08/2013,01,19/08/2013,03,1,,03,02,5600
29,0813,00000,1701778,17,40336,0217,4,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
29,0813,00000,1701778,17,40336,0409,5,1,-,-,01,16/08/2013,01,19/08/2013,03,1,,01,01,3353
29,0813,00000,1701778,17,40336,0055,2,1,-,-,01,18/08/2013,01,19/08/2013,05,1,,02,01,3353
29,0813,00000,1701778,17,40336,0014,1,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
29,0813,00000,1701778,17,40336,0102,3,1,-,-,01,22/08/2013,01,25/08/2013,02,1,,01,01,3353
29,0813,00000,1702867,17,40367,0076,4,1,-,-,01,12/08/2013,01,19/08/2013,03,1,,01,02,3724
29,0813,00000,1702867,17,40367,0100,5,1,-,-,01,12/08/2013,01,16/08/2013,06,1,,02,01,3724
29,0813,00000,1702867,17,40367,0025,1,1,-,-,01,16/08/2013,01,19/08/2013,04,1,,04,04,3724
29,0813,00000,1702867,17,40367,0070,3,1,-,-,01,12/08/2013,01,16/08/2013,07,1,,02,04,3724
29,0813,00000,1702867,17,40367,0047,2,1,-,-,01,12/08/2013,01,16/08/2013,03,1,,02,01,3724
27,0813,00000,1800547,18,40009,0069,4,1,-,-,01,06/08/2013,01,13/08/2013,03,1,,02,03,6223
27,0813,00000,1800547,18,40009,0047,3,1,-,-,01,07/08/2013,01,08/08/2013,03,1,,01,01,6223
27,0813,00000,1800547,18,40009,0025,2,1,-,-,01,07/08/2013,01,08/08/2013,02,1,,01,01,6223
27,0813,00000,1800547,18,40009,0091,5,1,-,-,01,08/08/2013,01,21/08/2013,05,1,,01,05,6223
27,0813,00000,1800547,18,40009,0004,1,1,-,-,01,06/08/2013,01,13/08/2013,04,1,,01,03,6223
27,0813,00000,1800097,18,40014,0093,5,1,-,-,01,06/08/2013,01,08/08/2013,02,1,,01,02,4927
27,0813,00000,1800097,18,40014,0004,1,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
27,0813,00000,1800097,18,40014,0049,3,1,-,-,01,06/08/2013,01,08/08/2013,02,1,,01,01,4927
27,0813,00000,1800097,18,40014,0023,2,1,-,-,01,06/08/2013,01,08/08/2013,01,,,01,01,4927
27,0813,00000,1800097,18,40014,0070,4,1,-,-,01,06/08/2013,01,08/08/2013,05,1,,01,01,4927
27,0813,00000,1800944,18,40019,0055,4,1,-,-,07,27/08/2013,07,27/08/2013,,,,,,0
27,0813,00000,1800944,18,40019,0022,5,1,-,-,01,15/08/2013,01,20/08/2013,03,1,,02,01,2851
27,0813,00000,1800944,18,40019,0031,3,1,-,-,01,14/08/2013,01,19/08/2013,04,1,,02,01,2851
27,0813,00000,1800944,18,40019,0089,2,1,-,-,01,15/08/2013,01,19/08/2013,04,1,,01,02,2851
27,0813,00000,1800944,18,40019,0067,1,1,-,-,01,20/08/2013,01,20/08/2013,04,1,,01,02,2851
27,0813,00000,1800464,18,40041,0032,4,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
27,0813,00000,1800464,18,40041,0065,1,1,-,-,08,19/08/2013,08,19/08/2013,,,,,,0
27,0813,00000,1800464,18,40041,0048,5,1,-,-,01,12/08/2013,01,15/08/2013,04,1,,02,01,3217
27,0813,00000,1800464,18,40041,0016,3,1,-,-,01,12/08/2013,01,21/08/2013,06,1,,01,06,3217
27,0813,00000,1800464,18,40041,0081,2,1,-,-,01,12/08/2013,01,13/08/2013,01,,,01,01,3217
27,0813,00000,1800018,18,40072,0083,1,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
27,0813,00000,1800018,18,40072,0030,5,1,-,-,01,08/08/2013,01,16/08/2013,01,,,01,01,3757
27,0813,00000,1800018,18,40072,0109,2,1,-,-,01,05/08/2013,01,08/08/2013,03,1,,03,03,3757
27,0813,00000,1800018,18,40072,0061,3,1,-,-,01,06/08/2013,01,08/08/2013,03,1,,02,02,3757
27,0813,00000,1800018,18,40072,0007,4,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
27,0813,00000,1800030,18,40078,0031,2,1,-,-,01,06/08/2013,01,08/08/2013,05,1,,01,01,4711
27,0813,00000,1800030,18,40078,0054,3,1,-,-,01,06/08/2013,01,08/08/2013,01,,,01,01,4711
27,0813,00000,1800030,18,40078,0080,4,1,-,-,01,06/08/2013,01,08/08/2013,02,1,,01,02,4711
27,0813,00000,1800030,18,40078,0008,1,1,-,-,01,06/08/2013,01,08/08/2013,02,1,,01,01,4711
27,0813,00000,1800030,18,40078,0104,5,1,-,-,01,06/08/2013,01,08/08/2013,04,1,,01,01,4711
27,0813,00000,1800835,18,40082,0033,4,1,-,-,01,12/08/2013,01,13/08/2013,05,1,,03,01,5105
27,0813,00000,1800835,18,40082,0086,1,1,-,-,01,12/08/2013,01,13/08/2013,04,1,,02,03,5105
27,0813,00000,1800835,18,40082,0007,3,1,-,-,01,13/08/2013,01,15/08/2013,04,1,,01,01,5105
27,0813,00000,1800835,18,40082,0112,2,1,-,-,01,12/08/2013,01,15/08/2013,04,1,,02,01,5105
27,0813,00000,1800835,18,40082,0060,5,1,-,-,01,12/08/2013,01,13/08/2013,07,1,,02,02,5105
27,0813,00000,1800276,18,40105,0093,4,1,-,-,01,08/08/2013,01,09/08/2013,01,,,01,01,3902
27,0813,00000,1800276,18,40105,0056,3,1,-,-,01,12/08/2013,01,21/08/2013,03,1,,02,01,3902
27,0813,00000,1800276,18,40105,0066,1,1,-,-,01,08/08/2013,01,09/08/2013,05,1,,02,02,3902
27,0813,00000,1800276,18,40105,0034,2,1,-,-,01,08/08/2013,01,16/08/2013,04,1,,01,02,3902
27,0813,00000,1800276,18,40105,0117,5,1,-,-,01,09/08/2013,01,09/08/2013,01,,,01,01,3902
27,0813,00000,1800131,18,40111,0089,1,1,-,-,01,07/08/2013,01,08/08/2013,02,1,,01,01,4536
27,0813,00000,1800131,18,40111,0061,3,1,-,-,01,07/08/2013,01,08/08/2013,06,1,,04,03,4536
27,0813,00000,1800131,18,40111,0021,5,1,-,-,01,15/08/2013,01,16/08/2013,03,1,,01,01,4536
27,0813,00000,1800131,18,40111,0113,2,1,-,-,01,08/08/2013,01,09/08/2013,05,1,,05,03,4536
27,0813,00000,1800131,18,40111,0040,4,1,-,-,01,08/08/2013,01,13/08/2013,04,1,,03,03,4536
27,0813,00000,1800489,18,40113,0118,5,1,-,-,01,06/08/2013,01,23/08/2013,05,1,,01,01,3389
27,0813,00000,1800489,18,40113,0042,2,1,-,-,01,05/08/2013,01,08/08/2013,04,1,,01,02,3389
27,0813,00000,1800489,18,40113,0070,3,1,-,-,01,05/08/2013,01,08/08/2013,02,1,,01,01,3389
27,0813,00000,1800489,18,40113,0094,4,1,-,-,01,05/08/2013,01,08/08/2013,05,1,,04,02,3389
27,0813,00000,1800489,18,40113,0014,1,1,-,-,01,06/08/2013,01,08/08/2013,05,1,,03,02,3389
27,0813,00000,1800399,18,40138,0054,4,1,-,-,01,06/08/2013,01,08/08/2013,07,1,,04,02,3581
27,0813,00000,1800399,18,40138,0030,3,1,-,-,01,06/08/2013,01,08/08/2013,02,1,,01,01,3581
27,0813,00000,1800399,18,40138,0019,1,1,-,-,01,05/08/2013,01,08/08/2013,06,1,,02,02,3581
27,0813,00000,1800399,18,40138,0104,2,1,-,-,01,06/08/2013,01,08/08/2013,05,1,,02,02,3581
27,0813,00000,1800399,18,40138,0078,5,1,-,-,01,06/08/2013,01,08/08/2013,01,,,01,01,3581
27,0813,00000,1800613,18,40140,0039,2,1,-,-,01,08/08/2013,01,09/08/2013,05,1,,02,01,5915
27,0813,00000,1800613,18,40140,0041,3,1,-,-,01,07/08/2013,01,08/08/2013,03,1,,02,03,5915
27,0813,00000,1800613,18,40140,0066,4,1,-,-,01,08/08/2013,01,19/08/2013,03,1,,02,01,5915
27,0813,00000,1800613,18,40140,0086,5,1,-,-,07,13/08/2013,07,13/08/2013,,,,,,0
27,0813,00000,1800613,18,40140,0107,1,1,-,-,01,09/08/2013,01,16/08/2013,03,1,,01,01,5915
27,0813,00000,1801200,18,40149,0073,2,1,-,-,01,17/08/2013,01,21/08/2013,06,1,,02,01,5033
27,0813,00000,1801200,18,40149,0051,1,1,-,-,01,17/08/2013,01,19/08/2013,04,1,,01,01,5033
27,0813,00000,1801200,18,40149,0096,3,1,-,-,01,17/08/2013,01,21/08/2013,02,1,,02,01,5033
27,0813,00000,1801200,18,40149,0019,4,1,-,-,01,17/08/2013,01,19/08/2013,07,1,,02,04,5033
27,0813,00000,1801200,18,40149,0038,5,1,-,-,01,17/08/2013,01,19/08/2013,03,1,,01,02,5033
27,0813,00000,1800334,18,40170,0042,4,1,-,-,01,17/08/2013,01,19/08/2013,08,1,,02,03,3119
27,0813,00000,1800334,18,40170,0019,3,1,-,-,01,12/08/2013,01,13/08/2013,04,1,,01,01,3119
27,0813,00000,1800334,18,40170,0067,5,1,-,-,01,17/08/2013,01,19/08/2013,05,1,,02,02,3119
27,0813,00000,1800334,18,40170,0117,2,1,-,-,01,17/08/2013,01,19/08/2013,07,1,,02,02,3119
27,0813,00000,1800334,18,40170,0091,1,1,-,-,01,17/08/2013,01,19/08/2013,04,1,,02,02,3119
27,0813,00000,1800349,18,40171,0099,4,1,-,-,07,27/08/2013,07,27/08/2013,,,,,,0
27,0813,00000,1800349,18,40171,0036,2,1,-,-,01,09/08/2013,01,16/08/2013,02,1,,01,01,3831
27,0813,00000,1800349,18,40171,0006,1,1,-,-,01,08/08/2013,01,13/08/2013,05,1,,02,01,3831
27,0813,00000,1800349,18,40171,0065,3,1,-,-,01,09/08/2013,01,16/08/2013,02,1,,01,01,3831
27,0813,00000,1800349,18,40171,0130,5,1,-,-,01,09/08/2013,01,13/08/2013,05,1,,03,02,3831
27,0813,00000,1800073,18,40266,0049,4,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
27,0813,00000,1800073,18,40266,0071,1,1,-,-,07,26/08/2013,07,26/08/2013,,,,,,0
27,0813,00000,1800073,18,40266,0018,5,1,-,-,01,05/08/2013,01,08/08/2013,02,1,,01,01,6121
27,0813,00000,1800073,18,40266,0029,3,1,-,-,01,15/08/2013,01,16/08/2013,03,1,,01,01,6121
27,0813,00000,1800073,18,40266,0089,2,1,-,-,01,07/08/2013,01,08/08/2013,03,1,,02,01,6121
27,0813,00000,1800922,18,40271,0051,1,1,-,-,01,15/08/2013,01,20/08/2013,06,1,,05,05,3955
27,0813,00000,1800922,18,40271,0101,3,1,-,-,01,19/08/2013,01,20/08/2013,04,1,,01,02,3955
27,0813,00000,1800922,18,40271,0076,2,1,-,-,01,15/08/2013,01,16/08/2013,06,1,,02,02,3955
27,0813,00000,1800922,18,40271,0028,5,1,-,-,01,16/08/2013,01,19/08/2013,07,1,,01,01,3955
27,0813,00000,1800922,18,40271,0006,4,1,-,-,01,15/08/2013,01,16/08/2013,03,1,,01,01,3955
27,0813,00000,1801168,18,40335,0072,5,1,-,-,01,16/08/2013,01,21/08/2013,06,1,,02,01,3429
27,0813,00000,1801168,18,40335,0030,2,1,-,-,01,16/08/2013,01,21/08/2013,07,1,,02,01,3429
27,0813,00000,1801168,18,40335,0008,1,1,-,-,01,16/08/2013,01,19/08/2013,05,1,,01,01,3429
27,0813,00000,1801168,18,40335,0096,4,1,-,-,01,18/08/2013,01,26/08/2013,05,1,,03,03,3429
27,0813,00000,1801168,18,40335,0053,3,1,-,-,01,16/08/2013,01,19/08/2013,02,1,,02,02,3429
27,0813,00000,1800637,18,40365,0038,2,1,-,-,01,05/08/2013,01,08/08/2013,04,1,,02,04,4810
27,0813,00000,1800637,18,40365,0125,5,1,-,-,01,06/08/2013,01,08/08/2013,03,1,,02,02,4810
27,0813,00000,1800637,18,40365,0093,4,1,-,-,01,05/08/2013,01,08/08/2013,03,1,,02,02,4810
27,0813,00000,1800637,18,40365,0012,1,1,-,-,01,05/08/2013,01,08/08/2013,03,1,,02,02,4810
27,0813,00000,1800637,18,40365,0066,3,1,-,-,01,05/08/2013,01,08/08/2013,02,1,,01,01,4810
27,0813,00000,1800853,18,40366,0046,5,1,-,-,01,12/08/2013,01,19/08/2013,05,1,,02,01,4415
27,0813,00000,1800853,18,40366,0005,3,1,-,-,01,13/08/2013,01,13/08/2013,02,1,,01,02,4415
27,0813,00000,1800853,18,40366,0066,1,1,-,-,01,12/08/2013,01,13/08/2013,04,1,,01,02,4415
27,0813,00000,1800853,18,40366,0026,4,1,-,-,01,16/08/2013,01,16/08/2013,02,1,,02,01,4415
27,0813,00000,1800853,18,40366,0088,2,1,-,-,01,13/08/2013,01,13/08/2013,03,1,,02,01,4415
03,0813,00000,1900234,19,40020,0126,5,1,-,-,01,24/08/2013,01,26/08/2013,02,1,,01,01,4473
03,0813,00000,1900234,19,40020,0039,2,1,-,-,01,11/08/2013,01,12/08/2013,03,1,,02,01,4473
03,0813,00000,1900234,19,40020,0097,4,1,-,-,08,29/08/2013,08,29/08/2013,,,,,,0
03,0813,00000,1900234,19,40020,0069,3,1,-,-,01,12/08/2013,01,12/08/2013,01,,,01,01,4473
03,0813,00000,1900234,19,40020,0013,1,1,-,-,06,29/08/2013,06,29/08/2013,,,,,,0
03,0813,00000,1902517,19,40021,0105,4,1,-,-,01,15/08/2013,01,16/08/2013,05,1,,01,01,3169
03,0813,00000,1902517,19,40021,0134,5,1,-,-,01,17/08/2013,01,19/08/2013,08,1,,02,01,3169
03,0813,00000,1902517,19,40021,0017,1,1,-,-,01,15/08/2013,01,19/08/2013,04,1,,01,02,3169
03,0813,00000,1902517,19,40021,0075,3,1,-,-,01,15/08/2013,01,21/08/2013,05,1,,01,01,3169
03,0813,00000,1902517,19,40021,0046,2,1,-,-,01,18/08/2013,01,21/08/2013,02,1,,01,02,3169
03,0813,00000,1908107,19,40026,0018,1,1,-,-,01,15/08/2013,01,19/08/2013,02,1,,01,01,4222
03,0813,00000,1908107,19,40026,0039,2,1,-,-,08,29/08/2013,08,29/08/2013,,,,,,0
03,0813,00000,1908107,19,40026,0100,5,1,-,-,01,27/08/2013,01,28/08/2013,03,1,,02,01,4222
03,0813,00000,1908107,19,40026,0079,4,1,-,-,01,15/08/2013,01,16/08/2013,05,1,,02,04,4222
03,0813,00000,1908107,19,40026,0059,3,1,-,-,01,15/08/2013,01,16/08/2013,03,1,,03,03,4222
03,0813,00000,1903570,19,40060,0098,5,1,-,-,01,08/08/2013,01,12/08/2013,05,1,,01,01,5012
03,0813,00000,1903570,19,40060,0028,2,1,-,-,01,08/08/2013,01,19/08/2013,04,1,,04,04,5012
03,0813,00000,1903570,19,40060,0004,1,1,-,-,01,08/08/2013,01,08/08/2013,02,1,,01,01,5012
03,0813,00000,1903570,19,40060,0052,3,1,-,-,01,08/08/2013,01,19/08/2013,04,1,,03,01,5012
03,0813,00000,1903570,19,40060,0075,4,1,-,-,01,18/08/2013,01,19/08/2013,03,1,,01,01,5012
03,0813,00000,1908646,19,40111,0123,1,1,-,-,01,06/08/2013,01,08/08/2013,03,1,,01,03,6437
03,0813,00000,1908646,19,40111,0009,2,1,-,-,01,08/08/2013,01,08/08/2013,04,1,,02,02,6437
03,0813,00000,1908646,19,40111,0094,5,1,-,-,01,03/08/2013,01,08/08/2013,02,1,,02,02,6437
03,0813,00000,1908646,19,40111,0038,3,1,-,-,01,06/08/2013,01,08/08/2013,03,1,,02,03,6437
03,0813,00000,1908646,19,40111,0066,4,1,-,-,01,04/08/2013,01,08/08/2013,04,1,,04,04,6437
03,0813,00000,1909706,19,40112,0094,1,1,-,-,07,11/08/2013,07,19/08/2013,,,,,,0
03,0813,00000,1909706,19,40112,0192,3,1,-,-,01,10/08/2013,01,13/08/2013,04,1,,01,01,4002
03,0813,00000,1909706,19,40112,0140,2,1,-,-,01,10/08/2013,01,13/08/2013,04,1,,02,02,4002
03,0813,00000,1909706,19,40112,0245,4,1,-,-,01,10/08/2013,01,29/08/2013,03,1,,01,01,4002
03,0813,00000,1909706,19,40112,0043,5,1,-,-,08,30/08/2013,08,30/08/2013,,,,,,0
03,0813,00000,1901739,19,40150,0060,2,1,-,-,01,09/08/2013,01,12/08/2013,03,1,,02,02,5096
03,0813,00000,1901739,19,40150,0121,4,1,-,-,01,11/08/2013,01,28/08/2013,06,1,,02,06,5096
03,0813,00000,1901739,19,40150,0029,1,1,-,-,01,12/08/2013,01,12/08/2013,02,1,,01,01,5096
03,0813,00000,1901739,19,40150,0001,5,1,-,-,01,15/08/2013,01,16/08/2013,04,1,,02,02,5096
03,0813,00000,1901739,19,40150,0092,3,1,-,-,01,15/08/2013,01,16/08/2013,03,1,,02,01,5096
03,0813,00000,1904318,19,40162,0032,5,1,-,-,01,03/08/2013,01,08/08/2013,03,1,,02,03,4157
03,0813,00000,1904318,19,40162,0008,4,2,-,-,01,05/08/2013,01,08/08/2013,,,,02,01,4157
03,0813,00000,1904318,19,40162,0049,2,1,-,-,01,08/08/2013,01,08/08/2013,01,,,01,01,4157
03,0813,00000,1904318,19,40162,0008,4,1,-,-,01,06/08/2013,01,08/08/2013,07,2,2,02,02,4157
03,0813,00000,1904318,19,40162,0076,3,1,-,-,07,28/08/2013,07,28/08/2013,,,,,,0
03,0813,00000,1904318,19,40162,0113,1,1,-,-,01,08/08/2013,01,08/08/2013,01,,,01,01,4157
03,0813,00000,1907124,19,40165,0033,2,1,-,-,01,05/08/2013,01,08/08/2013,10,1,,02,03,5331
03,0813,00000,1907124,19,40165,0008,1,1,-,-,01,30/08/2013,01,30/08/2013,02,1,,02,02,5331
03,0813,00000,1907124,19,40165,0105,5,1,-,-,01,19/08/2013,01,19/08/2013,01,,,01,01,5331
03,0813,00000,1907124,19,40165,0056,3,1,-,-,01,05/08/2013,01,08/08/2013,06,1,,05,05,5331
03,0813,00000,1907124,19,40165,0079,4,1,-,-,01,19/08/2013,01,19/08/2013,01,,,01,01,5331
03,0813,00000,1900644,19,40195,0006,1,1,-,-,01,08/08/2013,01,16/08/2013,04,1,,02,02,3917
03,0813,00000,1900644,19,40195,0092,5,1,-,-,01,05/08/2013,01,08/08/2013,05,1,,02,02,3917
03,0813,00000,1900644,19,40195,0071,4,1,-,-,01,08/08/2013,01,08/08/2013,04,1,,03,02,3917
03,0813,00000,1900644,19,40195,0049,3,1,-,-,01,08/08/2013,01,08/08/2013,02,1,,01,01,3917
03,0813,00000,1900644,19,40195,0028,2,1,-,-,01,08/08/2013,01,08/08/2013,03,1,,02,02,3917
03,0813,00000,1906045,19,40200,0047,5,1,-,-,01,03/08/2013,01,08/08/2013,07,1,,05,05,4418
03,0813,00000,1906045,19,40200,0004,3,1,-,-,01,08/08/2013,01,08/08/2013,02,1,,01,01,4418
03,0813,00000,1906045,19,40200,0092,2,1,-,-,01,08/08/2013,01,08/08/2013,06,1,,01,05,4418
03,0813,00000,1906045,19,40200,0069,1,1,-,-,01,08/08/2013,01,08/08/2013,03,1,,01,01,4418
03,0813,00000,1906045,19,40200,0025,4,1,-,-,01,08/08/2013,01,08/08/2013,05,1,,02,04,4418
03,0813,00000,1904983,19,40208,0131,4,1,-,-,01,26/08/2013,01,26/08/2013,04,1,,02,02,3171
03,0813,00000,1904983,19,40208,0164,5,1,-,-,01,14/08/2013,01,26/08/2013,08,1,,02,06,3171
03,0813,00000,1904983,19,40208,0064,2,1,-,-,01,23/08/2013,01,26/08/2013,03,1,,01,01,3171
03,0813,00000,1904983,19,40208,0031,1,1,-,-,01,28/08/2013,01,28/08/2013,01,,,01,01,3171
03,0813,00000,1904983,19,40208,0097,3,1,-,-,01,19/08/2013,01,19/08/2013,04,1,,04,04,3171
03,0813,00000,1902641,19,40243,0039,2,1,-,-,01,10/08/2013,01,12/08/2013,05,1,,02,02,4761
03,0813,00000,1902641,19,40243,0016,3,1,-,-,01,12/08/2013,01,19/08/2013,06,1,,04,04,4761
