"CD_A,C,2","PER,C,4","AGEB,C,5","UPM,C,7","ENT,C,2","CON,C,5","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","CTA_ENT,C,50","CTA_SUP,C,50","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,C,2","P2,C,1","P3,C,2","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
14,0813,00000,0100177,01,40007,0056,5,1,-,-,01,02/08/2013,01,09/08/2013,06,1,,01,05,4681
14,0813,00000,0100177,01,40007,0082,1,1,-,-,01,02/08/2013,01,09/08/2013,02,1,,02,02,4681
14,0813,00000,0100177,01,40007,0135,3,1,-,-,01,07/08/2013,01,09/08/2013,03,1,,01,01,4681
14,0813,00000,0100177,01,40007,0029,4,1,-,-,01,05/08/2013,01,09/08/2013,05,1,,03,03,4681
14,0813,00000,0100177,01,40007,0108,2,2,-,-,01,02/08/2013,01,09/08/2013,,,,02,01,4681
14,0813,00000,0100177,01,40007,0108,2,1,-,-,01,02/08/2013,01,09/08/2013,07,2,2,02,03,4681
14,0813,00000,0100803,01,40010,0094,1,1,-,-,02,14/08/2013,02,20/08/2013,02,1,,01,01,0
14,0813,00000,0100803,01,40010,0069,3,1,-,-,01,13/08/2013,01,20/08/2013,04,1,,02,02,3873
14,0813,00000,0100803,01,40010,0043,4,1,-,-,01,21/08/2013,01,23/08/2013,05,1,,02,01,3873
14,0813,00000,0100803,01,40010,0062,5,1,-,-,01,14/08/2013,01,20/08/2013,04,1,,02,02,3873
14,0813,00000,0100803,01,40010,0017,2,1,-,-,01,16/08/2013,01,20/08/2013,05,1,,03,03,3873
14,0813,00000,0101933,01,40013,0061,4,1,-,-,01,06/08/2013,01,09/08/2013,02,1,,01,02,4940
14,0813,00000,0101933,01,40013,0079,5,1,-,-,01,08/08/2013,01,09/08/2013,04,1,,02,01,4940
14,0813,00000,0101933,01,40013,0015,2,1,-,-,01,06/08/2013,01,09/08/2013,03,1,,03,03,4940
14,0813,00000,0101933,01,40013,0037,3,1,-,-,01,14/08/2013,01,20/08/2013,05,1,,02,02,4940
14,0813,00000,0101933,01,40013,0104,1,1,-,-,01,20/08/2013,01,22/08/2013,04,1,,03,03,4940
14,0813,00000,0101450,01,40016,0004,1,1,-,-,01,05/08/2013,01,09/08/2013,02,1,,01,01,2286
14,0813,00000,0101450,01,40016,0055,5,1,-,-,01,07/08/2013,01,09/08/2013,04,1,,01,01,2286
14,0813,00000,0101450,01,40016,0042,4,1,-,-,01,06/08/2013,01,09/08/2013,04,1,,02,02,2286
14,0813,00000,0101450,01,40016,0029,3,1,-,-,01,05/08/2013,01,09/08/2013,06,1,,02,01,2286
14,0813,00000,0101450,01,40016,0017,2,1,-,-,07,28/08/2013,07,28/08/2013,,,,,,0
14,0813,00000,0101372,01,40048,0085,1,1,-,-,01,14/08/2013,01,20/08/2013,06,1,,02,02,5600
14,0813,00000,0101372,01,40048,0018,3,1,-,-,01,22/08/2013,01,23/08/2013,02,1,,02,01,5600
14,0813,00000,0101372,01,40048,0040,4,1,-,-,01,16/08/2013,01,20/08/2013,05,1,,01,01,5600
14,0813,00000,0101372,01,40048,0108,2,1,-,-,07,16/08/2013,07,20/08/2013,,,,,,0
14,0813,00000,0101372,01,40048,0063,5,1,-,-,01,14/08/2013,01,20/08/2013,05,1,,02,02,5600
14,0813,00000,0100587,01,40074,0065,2,1,-,-,01,16/08/2013,01,20/08/2013,03,1,,03,03,4159
14,0813,00000,0100587,01,40074,0106,5,1,-,-,01,16/08/2013,01,20/08/2013,08,1,,04,04,4159
14,0813,00000,0100587,01,40074,0088,3,1,-,-,01,19/08/2013,01,28/08/2013,05,1,,01,01,4159
14,0813,00000,0100587,01,40074,0034,4,1,-,-,07,28/08/2013,07,28/08/2013,,,,,,0
14,0813,00000,0100587,01,40074,0006,1,1,-,-,01,19/08/2013,01,20/08/2013,02,1,,02,02,4159
14,0813,00000,0101132,01,40081,0013,1,1,-,-,01,12/08/2013,01,20/08/2013,04,1,,01,02,5552
14,0813,00000,0101132,01,40081,0040,2,1,-,-,01,14/08/2013,01,20/08/2013,03,1,,01,01,5552
14,0813,00000,0101132,01,40081,0067,3,1,-,-,01,17/08/2013,01,20/08/2013,03,1,,01,01,5552
14,0813,00000,0101132,01,40081,0094,4,1,-,-,01,12/08/2013,01,20/08/2013,03,1,,02,02,5552
14,0813,00000,0101132,01,40081,0121,5,1,-,-,01,12/08/2013,01,20/08/2013,02,1,,01,01,5552
14,0813,00000,0101035,01,40105,0061,3,1,-,-,01,13/08/2013,01,20/08/2013,03,1,,01,01,3996
14,0813,00000,0101035,01,40105,0082,4,1,-,-,01,12/08/2013,01,20/08/2013,06,1,,02,02,3996
14,0813,00000,0101035,01,40105,0028,1,1,-,-,01,09/08/2013,01,20/08/2013,05,1,,03,03,3996
14,0813,00000,0101035,01,40105,0103,5,1,-,-,01,09/08/2013,01,20/08/2013,08,1,,01,01,3996
14,0813,00000,0101035,01,40105,0040,2,1,-,-,01,09/08/2013,01,20/08/2013,04,1,,01,01,3996
14,0813,00000,0101844,01,40108,0045,4,1,-,-,01,19/08/2013,01,20/08/2013,04,1,,01,01,3492
14,0813,00000,0101844,01,40108,0120,3,1,-,-,01,19/08/2013,01,20/08/2013,04,1,,01,02,3492
14,0813,00000,0101844,01,40108,0147,1,1,-,-,01,23/08/2013,01,26/08/2013,02,1,,01,01,3492
14,0813,00000,0101844,01,40108,0013,5,1,-,-,01,19/08/2013,01,21/08/2013,06,1,,02,04,3492
14,0813,00000,0101844,01,40108,0093,2,1,-,-,01,26/08/2013,01,28/08/2013,05,1,,01,02,3492
14,0813,00000,0100823,01,40113,0040,1,1,-,-,01,13/08/2013,01,20/08/2013,05,1,,03,03,5162
14,0813,00000,0100823,01,40113,0084,3,1,-,-,01,13/08/2013,01,20/08/2013,04,1,,01,01,5162
14,0813,00000,0100823,01,40113,0034,5,1,-,-,01,14/08/2013,01,20/08/2013,01,,,01,01,5162
14,0813,00000,0100823,01,40113,0013,4,1,-,-,01,12/08/2013,01,20/08/2013,03,1,,01,01,5162
14,0813,00000,0100823,01,40113,0063,2,1,-,-,01,14/08/2013,01,20/08/2013,03,1,,02,02,5162
14,0813,00000,0101271,01,40114,0119,5,1,-,-,01,09/08/2013,01,20/08/2013,03,1,,03,03,5281
14,0813,00000,0101271,01,40114,0061,1,1,-,-,01,12/08/2013,01,20/08/2013,03,1,,02,02,5281
14,0813,00000,0101271,01,40114,0053,4,1,-,-,01,08/08/2013,01,09/08/2013,06,1,,01,01,5281
14,0813,00000,0101271,01,40114,0030,3,1,-,-,01,08/08/2013,01,09/08/2013,03,1,,01,01,5281
14,0813,00000,0101271,01,40114,0086,2,1,-,-,01,12/08/2013,01,20/08/2013,05,1,,05,05,5281
14,0813,00000,0101746,01,40140,0058,2,1,-,-,01,07/08/2013,01,09/08/2013,05,1,,01,01,4306
14,0813,00000,0101746,01,40140,0055,5,1,-,-,01,06/08/2013,01,09/08/2013,04,1,,02,02,4306
14,0813,00000,0101746,01,40140,0025,1,1,-,-,01,05/08/2013,01,09/08/2013,04,1,,04,04,4306
14,0813,00000,0101746,01,40140,0102,4,1,-,-,01,05/08/2013,01,09/08/2013,02,1,,01,01,4306
14,0813,00000,0101746,01,40140,0080,3,1,-,-,01,05/08/2013,01,09/08/2013,04,1,,01,01,4306
14,0813,00000,0100088,01,40141,0080,1,1,-,-,07,19/08/2013,07,20/08/2013,,,,,,0
14,0813,00000,0100088,01,40141,0009,5,1,-,-,01,20/08/2013,01,21/08/2013,01,,,01,01,4801
14,0813,00000,0100088,01,40141,0024,4,2,-,-,01,20/08/2013,01,21/08/2013,,,,01,01,4801
14,0813,00000,0100088,01,40141,0038,3,1,-,-,01,19/08/2013,01,20/08/2013,08,1,,01,01,4801
14,0813,00000,0100088,01,40141,0024,4,1,-,-,01,19/08/2013,01,21/08/2013,04,2,2,02,02,4801
14,0813,00000,0100088,01,40141,0059,2,1,-,-,01,19/08/2013,01,20/08/2013,05,1,,01,01,4801
14,0813,00000,0101566,01,40145,0072,1,1,-,-,01,06/08/2013,01,09/08/2013,05,1,,02,02,5509
14,0813,00000,0101566,01,40145,0024,5,1,-,-,01,05/08/2013,01,09/08/2013,02,1,,01,01,5509
14,0813,00000,0101566,01,40145,0047,3,1,-,-,01,08/08/2013,01,09/08/2013,01,,,01,01,5509
14,0813,00000,0101566,01,40145,0004,4,1,-,-,07,16/08/2013,07,20/08/2013,,,,,,0
14,0813,00000,0101566,01,40145,0090,2,1,-,-,01,06/08/2013,01,09/08/2013,05,1,,03,01,5509
14,0813,00000,0102112,01,40147,0039,3,2,-,-,01,07/08/2013,01,09/08/2013,,,,02,02,4343
14,0813,00000,0102112,01,40147,0097,1,1,-,-,01,02/08/2013,01,09/08/2013,07,1,,06,01,4343
14,0813,00000,0102112,01,40147,0125,2,1,-,-,01,02/08/2013,01,09/08/2013,05,1,,02,01,4343
14,0813,00000,0102112,01,40147,0003,5,1,-,-,01,02/08/2013,01,09/08/2013,07,1,,01,01,4343
14,0813,00000,0102112,01,40147,0067,4,1,-,-,02,02/08/2013,01,09/08/2013,06,1,,02,01,4343
14,0813,00000,0102112,01,40147,0039,3,1,-,-,01,03/08/2013,01,09/08/2013,06,2,2,01,01,4343
14,0813,00000,0101600,01,40172,0082,1,1,-,-,01,16/08/2013,01,21/08/2013,06,1,,02,02,4738
14,0813,00000,0101600,01,40172,0057,5,1,-,-,01,16/08/2013,01,21/08/2013,03,1,,02,02,4738
14,0813,00000,0101600,01,40172,0107,2,1,-,-,01,16/08/2013,01,21/08/2013,04,1,,02,01,4738
14,0813,00000,0101600,01,40172,0006,3,1,-,-,01,20/08/2013,01,21/08/2013,07,1,,04,04,4738
14,0813,00000,0101600,01,40172,0031,4,1,-,-,01,16/08/2013,01,21/08/2013,04,1,,01,01,4738
14,0813,00000,0100277,01,40200,0032,2,1,-,-,01,09/08/2013,01,20/08/2013,02,1,,02,02,5387
14,0813,00000,0100277,01,40200,0015,1,1,-,-,01,09/08/2013,01,20/08/2013,01,,,01,01,5387
14,0813,00000,0100277,01,40200,0067,4,1,-,-,01,09/08/2013,01,20/08/2013,02,1,,01,02,5387
14,0813,00000,0100277,01,40200,0049,3,1,-,-,01,08/08/2013,01,09/08/2013,02,1,,01,01,5387
14,0813,00000,0100277,01,40200,0085,5,1,-,-,01,08/08/2013,01,09/08/2013,06,1,,01,02,5387
14,0813,00000,0101433,01,40236,0080,1,1,-,-,01,06/08/2013,01,09/08/2013,04,1,,03,03,4293
14,0813,00000,0101433,01,40236,0003,2,1,-,-,07,13/08/2013,07,20/08/2013,,,,,,0
14,0813,00000,0101433,01,40236,0106,4,1,-,-,01,27/08/2013,01,28/08/2013,05,1,,02,02,4293
14,0813,00000,0101433,01,40236,0045,5,1,-,-,01,12/08/2013,01,20/08/2013,04,1,,01,01,4293
14,0813,00000,0101433,01,40236,0026,3,1,-,-,06,30/08/2013,06,30/08/2013,,,,,,0
14,0813,00000,0100174,01,40265,0030,5,1,-,-,01,02/08/2013,01,09/08/2013,03,1,,01,01,3853
14,0813,00000,0100174,01,40265,0053,1,1,-,-,01,05/08/2013,01,13/08/2013,05,1,,01,02,3853
14,0813,00000,0100174,01,40265,0075,2,1,-,-,01,02/08/2013,01,09/08/2013,05,1,,02,02,3853
14,0813,00000,0100174,01,40265,0098,3,1,-,-,01,09/08/2013,01,22/08/2013,03,1,,02,02,3853
14,0813,00000,0100174,01,40265,0007,4,1,-,-,07,09/08/2013,07,09/08/2013,,,,,,0
14,0813,00000,0101128,01,40267,0115,3,1,-,-,01,12/08/2013,01,20/08/2013,05,1,,02,03,5079
14,0813,00000,0101128,01,40267,0067,1,1,-,-,01,12/08/2013,01,20/08/2013,01,,,01,01,5079
14,0813,00000,0101128,01,40267,0090,2,1,-,-,01,16/08/2013,01,20/08/2013,02,1,,01,02,5079
14,0813,00000,0101128,01,40267,0020,4,1,-,-,07,13/08/2013,07,20/08/2013,,,,,,0
14,0813,00000,0101128,01,40267,0044,5,1,-,-,01,13/08/2013,01,20/08/2013,04,1,,01,02,5079
21,0813,00000,0204053,02,40008,0001,3,1,-,-,01,18/08/2013,01,19/08/2013,02,1,,01,01,3064
21,0813,00000,0204053,02,40008,0021,4,1,-,-,01,16/08/2013,01,19/08/2013,05,1,,02,02,3064
21,0813,00000,0204053,02,40008,0027,2,1,-,-,01,13/08/2013,01,19/08/2013,02,1,,01,01,3064
21,0813,00000,0204053,02,40008,0080,5,1,-,-,01,25/08/2013,01,26/08/2013,01,,,01,01,3064
21,0813,00000,0204053,02,40008,0048,1,1,-,-,01,17/08/2013,01,19/08/2013,06,1,,02,01,3064
21,0813,00000,0204770,02,40009,0001,1,1,-,-,01,07/08/2013,01,09/08/2013,05,1,,01,01,4285
21,0813,00000,0204770,02,40009,0121,5,1,-,-,01,08/08/2013,01,09/08/2013,01,,,01,01,4285
21,0813,00000,0204770,02,40009,0084,4,1,-,-,01,07/08/2013,01,09/08/2013,04,1,,01,02,4285
21,0813,00000,0204770,02,40009,0028,2,1,-,-,01,12/08/2013,01,16/08/2013,05,1,,01,01,4285
21,0813,00000,0204770,02,40009,0057,3,1,-,-,01,08/08/2013,01,09/08/2013,01,,,01,01,4285
21,0813,00000,0205058,02,40010,0060,2,1,-,-,01,08/08/2013,01,09/08/2013,05,1,,01,01,3879
21,0813,00000,0205058,02,40010,0030,1,1,-,-,01,06/08/2013,01,09/08/2013,05,1,,04,01,3879
21,0813,00000,0205058,02,40010,0001,5,1,-,-,01,05/08/2013,01,16/08/2013,06,1,,02,01,3879
21,0813,00000,0205058,02,40010,0114,3,1,-,-,01,07/08/2013,01,09/08/2013,03,1,,01,02,3879
21,0813,00000,0205058,02,40010,0143,4,1,-,-,07,29/08/2013,07,30/08/2013,,,,,,0
21,0813,00000,0206731,02,40012,0114,1,1,-,-,01,21/08/2013,01,22/08/2013,03,1,,02,02,4441
21,0813,00000,0206731,02,40012,0057,4,1,-,-,01,21/08/2013,01,22/08/2013,05,1,,02,01,4441
21,0813,00000,0206731,02,40012,0020,2,1,-,-,01,23/08/2013,01,26/08/2013,01,,,01,01,4441
21,0813,00000,0206731,02,40012,0131,5,1,-,-,01,24/08/2013,01,27/08/2013,02,1,,02,02,4441
21,0813,00000,0206731,02,40012,0069,3,1,-,-,01,24/08/2013,01,26/08/2013,04,1,,02,01,4441
21,0813,00000,0204903,02,40016,0081,4,1,-,-,01,05/08/2013,01,07/08/2013,05,1,,02,01,3888
21,0813,00000,0204903,02,40016,0012,1,1,-,-,01,03/08/2013,01,07/08/2013,04,1,,02,01,3888
21,0813,00000,0204903,02,40016,0058,3,1,-,-,01,09/08/2013,01,15/08/2013,04,1,,01,01,3888
21,0813,00000,0204903,02,40016,0104,5,1,-,-,01,05/08/2013,01,07/08/2013,02,1,,01,01,3888
21,0813,00000,0204903,02,40016,0035,2,1,-,-,01,12/08/2013,01,12/08/2013,03,1,,01,01,3888
21,0813,00000,0205690,02,40017,0041,1,1,-,-,01,05/08/2013,01,16/08/2013,07,1,,03,03,5819
21,0813,00000,0205690,02,40017,0108,4,1,-,-,07,29/08/2013,07,30/08/2013,,,,,,0
21,0813,00000,0205690,02,40017,0036,5,1,-,-,01,15/08/2013,01,16/08/2013,03,1,,02,01,5819
21,0813,00000,0205690,02,40017,0086,3,1,-,-,01,10/08/2013,01,16/08/2013,05,1,,01,01,5819
21,0813,00000,0205690,02,40017,0064,2,1,-,-,01,15/08/2013,01,16/08/2013,06,1,,02,03,5819
21,0813,00000,0204688,02,40041,0036,2,1,-,-,01,16/08/2013,01,22/08/2013,03,1,,01,01,4537
21,0813,00000,0204688,02,40041,0076,3,1,-,-,05,30/08/2013,05,30/08/2013,,,,,,0
21,0813,00000,0204688,02,40041,0012,1,1,-,-,01,09/08/2013,01,09/08/2013,02,1,,02,02,4537
21,0813,00000,0204688,02,40041,0099,4,1,-,-,01,08/08/2013,01,09/08/2013,08,1,,04,04,4537
21,0813,00000,0204688,02,40041,0056,5,1,-,-,01,05/08/2013,01,07/08/2013,08,1,,03,02,4537
21,0813,00000,0205373,02,40043,0024,5,1,-,-,01,12/08/2013,01,16/08/2013,03,1,,02,02,5436
21,0813,00000,0205373,02,40043,0085,2,1,-,-,07,29/08/2013,07,30/08/2013,,,,,,0
21,0813,00000,0205373,02,40043,0009,4,1,-,-,01,14/08/2013,01,16/08/2013,04,1,,02,01,5436
21,0813,00000,0205373,02,40043,0106,3,1,-,-,01,29/08/2013,01,30/08/2013,06,1,,01,02,5436
21,0813,00000,0205373,02,40043,0063,1,1,-,-,07,29/08/2013,07,30/08/2013,,,,,,0
21,0813,00000,0204289,02,40080,0051,2,1,-,-,01,08/08/2013,01,09/08/2013,04,1,,03,02,2190
21,0813,00000,0204289,02,40080,0132,5,1,-,-,01,05/08/2013,01,07/08/2013,05,1,,01,01,2190
21,0813,00000,0204289,02,40080,0078,3,1,-,-,07,30/08/2013,07,29/08/2013,,,,,,0
21,0813,00000,0204289,02,40080,0105,4,1,-,-,01,29/08/2013,01,29/08/2013,01,,,01,01,2190
21,0813,00000,0204289,02,40080,0024,1,1,-,-,01,09/08/2013,01,09/08/2013,01,,,01,01,2190
21,0813,00000,0206499,02,40110,0078,3,1,-,-,01,19/08/2013,01,20/08/2013,02,1,,01,01,4447
21,0813,00000,0206499,02,40110,0143,5,1,-,-,01,25/08/2013,01,26/08/2013,04,1,,03,01,4447
21,0813,00000,0206499,02,40110,0111,4,1,-,-,01,13/08/2013,01,16/08/2013,06,1,,02,04,4447
21,0813,00000,0206499,02,40110,0046,2,1,-,-,01,15/08/2013,01,16/08/2013,04,1,,02,03,4447
21,0813,00000,0206499,02,40110,0011,1,1,-,-,01,13/08/2013,01,16/08/2013,03,1,,01,03,4447
21,0813,00000,0206441,02,40116,0103,1,1,-,-,01,09/08/2013,01,09/08/2013,04,1,,01,01,4683
21,0813,00000,0206441,02,40116,0040,3,1,-,-,01,07/08/2013,01,27/08/2013,07,1,,02,02,4683
21,0813,00000,0206441,02,40116,0128,2,1,-,-,01,04/08/2013,01,07/08/2013,04,1,,02,02,4683
21,0813,00000,0206441,02,40116,0066,4,1,-,-,01,04/08/2013,01,07/08/2013,05,1,,02,02,4683
21,0813,00000,0206441,02,40116,0003,5,1,-,-,01,05/08/2013,01,07/08/2013,04,1,,01,02,4683
21,0813,00000,0205165,02,40140,0224,1,1,-,-,01,06/08/2013,01,16/08/2013,05,1,,01,01,4350
21,0813,00000,0205165,02,40140,0135,4,1,-,-,01,06/08/2013,01,16/08/2013,04,1,,02,02,4350
21,0813,00000,0205165,02,40140,0045,2,1,-,-,07,30/08/2013,07,29/08/2013,,,,,,0
21,0813,00000,0205165,02,40140,0090,3,1,-,-,01,13/08/2013,01,16/08/2013,04,1,,01,01,4350
21,0813,00000,0205165,02,40140,0179,5,1,-,-,01,25/08/2013,01,26/08/2013,03,1,,02,02,4350
21,0813,00000,0203410,02,40168,0085,3,1,-,-,07,29/08/2013,07,30/08/2013,,,,,,0
21,0813,00000,0203410,02,40168,0051,2,1,-,-,01,11/08/2013,01,12/08/2013,01,,,01,01,5441
21,0813,00000,0203410,02,40168,0119,4,1,-,-,01,05/08/2013,01,12/08/2013,04,1,,02,04,5441
21,0813,00000,0203410,02,40168,0153,5,1,-,-,01,07/08/2013,01,09/08/2013,03,1,,03,03,5441
21,0813,00000,0203410,02,40168,0016,1,1,-,-,01,11/08/2013,01,12/08/2013,04,1,,02,02,5441
21,0813,00000,0205736,02,40171,0101,5,1,-,-,01,07/08/2013,01,12/08/2013,05,1,,01,02,5320
21,0813,00000,0205736,02,40171,0036,2,1,-,-,01,03/08/2013,01,07/08/2013,05,1,,02,02,5320
21,0813,00000,0205736,02,40171,0070,3,1,-,-,01,05/08/2013,01,07/08/2013,07,1,,02,02,5320
21,0813,00000,0205736,02,40171,0077,4,1,-,-,01,07/08/2013,01,09/08/2013,07,1,,05,03,5320
21,0813,00000,0205736,02,40171,0013,1,1,-,-,01,05/08/2013,01,07/08/2013,04,1,,02,02,5320
21,0813,00000,0205782,02,40268,0094,5,1,-,-,01,14/08/2013,01,16/08/2013,05,1,,01,04,5169
21,0813,00000,0205782,02,40268,0030,2,1,-,-,01,14/08/2013,01,16/08/2013,06,1,,03,03,5169
21,0813,00000,0205782,02,40268,0072,4,1,-,-,01,15/08/2013,01,16/08/2013,01,,,01,01,5169
21,0813,00000,0205782,02,40268,0051,3,1,-,-,01,16/08/2013,01,20/08/2013,04,1,,02,02,5169
21,0813,00000,0205782,02,40268,0007,1,1,-,-,01,19/08/2013,01,20/08/2013,02,1,,01,01,5169
21,0813,00000,0206712,02,40269,0004,2,1,-,-,01,23/08/2013,01,23/08/2013,06,1,,01,01,3960
21,0813,00000,0206712,02,40269,0080,5,1,-,-,01,22/08/2013,01,23/08/2013,03,1,,01,02,3960
21,0813,00000,0206712,02,40269,0001,4,1,-,-,01,17/08/2013,01,23/08/2013,02,1,,01,01,3960
21,0813,00000,0206712,02,40269,0021,3,1,-,-,01,23/08/2013,01,23/08/2013,03,1,,01,02,3960
21,0813,00000,0206712,02,40269,0050,1,1,-,-,01,17/08/2013,01,23/08/2013,03,1,,02,02,3960
21,0813,00000,0206415,02,40270,0007,1,1,-,-,01,20/08/2013,01,22/08/2013,05,1,,02,02,3042
21,0813,00000,0206415,02,40270,0081,5,1,-,-,01,21/08/2013,01,22/08/2013,05,1,,02,02,3042
21,0813,00000,0206415,02,40270,0025,2,1,-,-,01,20/08/2013,01,22/08/2013,04,1,,02,01,3042
21,0813,00000,0206415,02,40270,0044,3,1,-,-,01,22/08/2013,01,23/08/2013,01,,,01,01,3042
21,0813,00000,0206415,02,40270,0063,4,1,-,-,01,20/08/2013,01,22/08/2013,04,1,,02,02,3042
21,0813,00000,0203936,02,40329,0055,5,1,-,-,01,22/08/2013,01,23/08/2013,03,1,,03,03,3356
21,0813,00000,0203936,02,40329,0010,2,1,-,-,01,22/08/2013,01,23/08/2013,02,1,,02,02,3356
21,0813,00000,0203936,02,40329,0069,1,1,-,-,01,22/08/2013,01,23/08/2013,06,1,,03,03,3356
21,0813,00000,0203936,02,40329,0040,4,1,-,-,01,20/08/2013,01,22/08/2013,05,1,,01,02,3356
21,0813,00000,0203936,02,40329,0025,3,1,-,-,07,29/08/2013,07,30/08/2013,,,,,,0
21,0813,00000,0207401,02,40334,0050,5,1,-,-,01,21/08/2013,01,22/08/2013,03,1,,02,02,3316
21,0813,00000,0207401,02,40334,0085,4,1,-,-,01,21/08/2013,01,22/08/2013,09,1,,02,02,3316
21,0813,00000,0207401,02,40334,0004,1,1,-,-,01,26/08/2013,01,26/08/2013,04,1,,02,02,3316
21,0813,00000,0207401,02,40334,0024,2,1,-,-,01,22/08/2013,01,23/08/2013,04,1,,02,01,3316
21,0813,00000,0207401,02,40334,0045,3,1,-,-,01,22/08/2013,01,23/08/2013,03,1,,02,02,3316
21,0813,00000,0206139,02,40366,0114,5,1,-,-,06,30/08/2013,06,30/08/2013,,,,,,0
21,0813,00000,0206139,02,40366,0002,3,1,-,-,01,21/08/2013,01,22/08/2013,04,1,,01,04,5263
21,0813,00000,0206139,02,40366,0089,4,1,-,-,01,20/08/2013,01,22/08/2013,04,1,,01,01,5263
21,0813,00000,0206139,02,40366,0031,2,1,-,-,01,25/08/2013,01,26/08/2013,03,1,,01,01,5263
21,0813,00000,0206139,02,40366,0050,1,1,-,-,01,21/08/2013,01,22/08/2013,04,1,,01,04,5263
40,0813,00000,0300020,03,40012,0110,1,1,-,-,01,09/08/2013,01,13/08/2013,01,,,01,01,3905
40,0813,00000,0300020,03,40012,0097,3,1,-,-,01,22/08/2013,01,26/08/2013,01,,,01,01,3905
40,0813,00000,0300020,03,40012,0043,4,1,-,-,01,10/08/2013,01,13/08/2013,04,1,,01,01,3905
40,0813,00000,0300020,03,40012,0004,5,1,-,-,01,10/08/2013,01,13/08/2013,04,1,,02,01,3905
40,0813,00000,0300020,03,40012,0071,2,1,-,-,07,13/08/2013,07,30/08/2013,,,,,,0
40,0813,00000,0300326,03,40015,0045,3,1,-,-,01,11/08/2013,01,26/08/2013,05,1,,02,02,2781
40,0813,00000,0300326,03,40015,0107,5,1,-,-,01,24/08/2013,01,26/08/2013,01,,,01,01,2781
40,0813,00000,0300326,03,40015,0085,4,1,-,-,01,04/08/2013,01,07/08/2013,04,1,,02,01,2781
40,0813,00000,0300326,03,40015,0020,1,1,-,-,01,07/08/2013,01,09/08/2013,05,1,,03,04,2781
40,0813,00000,0300326,03,40015,0067,2,1,-,-,01,25/08/2013,01,26/08/2013,04,1,,02,01,2781
40,0813,00000,0300042,03,40035,0010,2,1,-,-,01,19/08/2013,01,22/08/2013,02,1,,01,02,6300
40,0813,00000,0300042,03,40035,0020,4,1,-,-,01,15/08/2013,01,20/08/2013,02,1,,02,01,6300
40,0813,00000,0300042,03,40035,0041,5,1,-,-,01,19/08/2013,01,20/08/2013,02,1,,01,02,6300
40,0813,00000,0300042,03,40035,0061,1,1,-,-,01,15/08/2013,01,27/08/2013,04,1,,01,02,6300
40,0813,00000,0300042,03,40035,0086,3,1,-,-,01,15/08/2013,01,19/08/2013,04,1,,02,01,6300
40,0813,00000,0300264,03,40037,0056,1,1,-,-,01,19/08/2013,01,20/08/2013,04,1,,03,03,3291
40,0813,00000,0300264,03,40037,0089,4,1,-,-,01,19/08/2013,01,20/08/2013,02,1,,02,02,3291
40,0813,00000,0300264,03,40037,0008,2,1,-,-,01,20/08/2013,01,20/08/2013,04,1,,01,01,3291
40,0813,00000,0300264,03,40037,0032,3,1,-,-,01,29/08/2013,01,29/08/2013,02,1,,02,02,3291
40,0813,00000,0300264,03,40037,0114,5,1,-,-,01,19/08/2013,01,20/08/2013,05,1,,01,02,3291
40,0813,00000,0300332,03,40042,0012,5,1,-,-,01,16/08/2013,01,30/08/2013,03,1,,01,01,8806
40,0813,00000,0300332,03,40042,0076,4,1,-,-,01,20/08/2013,01,29/08/2013,01,,,01,01,8806
40,0813,00000,0300332,03,40042,0049,3,1,-,-,01,08/08/2013,01,09/08/2013,03,1,,01,02,8806
40,0813,00000,0300332,03,40042,0027,1,1,-,-,01,04/08/2013,01,07/08/2013,01,,,01,01,8806
40,0813,00000,0300332,03,40042,0108,2,1,-,-,01,20/08/2013,01,26/08/2013,02,1,,01,01,8806
40,0813,00000,0300598,03,40044,0073,4,1,-,-,01,14/08/2013,01,26/08/2013,08,1,,01,02,4458
40,0813,00000,0300598,03,40044,0097,5,1,-,-,01,15/08/2013,01,26/08/2013,03,1,,02,02,4458
40,0813,00000,0300598,03,40044,0003,1,1,-,-,01,21/08/2013,01,26/08/2013,02,1,,01,01,4458
40,0813,00000,0300598,03,40044,0026,2,1,-,-,01,14/08/2013,01,16/08/2013,05,1,,02,02,4458
40,0813,00000,0300598,03,40044,0049,3,1,-,-,07,14/08/2013,07,15/08/2013,,,,,,0
40,0813,00000,0300043,03,40062,0157,5,1,-,-,01,15/08/2013,01,22/08/2013,05,1,,05,01,4402
40,0813,00000,0300043,03,40062,0091,3,1,-,-,01,18/08/2013,01,20/08/2013,03,1,,01,02,4402
40,0813,00000,0300043,03,40062,0025,1,1,-,-,01,15/08/2013,01,19/08/2013,06,1,,02,02,4402
40,0813,00000,0300043,03,40062,0058,2,1,-,-,01,22/08/2013,01,26/08/2013,02,1,,01,01,4402
40,0813,00000,0300043,03,40062,0124,4,1,-,-,07,15/08/2013,07,19/08/2013,,,,,,0
40,0813,00000,0300432,03,40065,0031,4,1,-,-,01,15/08/2013,01,20/08/2013,04,1,,02,01,4935
40,0813,00000,0300432,03,40065,0094,3,1,-,-,01,21/08/2013,01,22/08/2013,02,1,,01,01,4935
