"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","NOM,C,35","PAR,C,1","SEX,C,1","EDA,C,3","NAC_DIA,C,2","NAC_MES,C,2","NAC_ANIO,C,4","NIV,C,2","GRA,C,1","A_ESC,C,1","ELEGIDO,C,1","R_DEF,C,2","EST_DIS,C,1","UPM_DIS,C,6","FACTOR,N,10,0","FAC18,N,10,0"
14,0813,01,40007,5,1,02,-,2,2,067,28,06,1946,02,6,,0,01,3,00001,4681,0
14,0813,01,40007,2,1,02,-,2,2,054,19,03,1959,02,3,,0,01,3,00001,4681,0
14,0813,01,40007,2,1,01,-,1,1,059,13,08,1953,02,3,,0,01,3,00001,4681,0
14,0813,01,40007,4,1,05,-,4,2,009,11,04,2004,02,3,,0,01,3,00001,4681,0
14,0813,01,40007,4,1,04,-,4,1,011,07,01,2002,02,5,,0,01,3,00001,4681,0
14,0813,01,40007,4,1,03,-,3,2,032,05,08,1981,07,4,3,1,01,3,00001,4681,14315
14,0813,01,40007,4,1,02,-,7,1,030,20,10,1982,07,5,3,0,01,3,00001,4681,0
14,0813,01,40007,4,1,01,-,1,2,062,18,02,1951,05,4,2,0,01,3,00001,4681,0
14,0813,01,40007,3,1,03,-,3,2,004,02,01,2009,,,,0,01,3,00001,4681,0
14,0813,01,40007,3,1,02,-,3,1,005,07,08,2008,01,3,,0,01,3,00001,4681,0
14,0813,01,40007,3,1,01,-,1,2,027,02,06,1986,04,2,,1,01,3,00001,4681,4772
14,0813,01,40007,1,1,02,-,2,2,071,23,06,1942,02,1,,1,01,3,00001,4681,9543
14,0813,01,40007,1,1,01,-,1,1,061,28,03,1952,02,6,,0,01,3,00001,4681,0
14,0813,01,40007,2,2,04,-,3,1,010,04,07,2003,02,4,,0,01,3,00001,4681,0
14,0813,01,40007,2,2,03,-,3,1,011,06,03,2002,02,5,,0,01,3,00001,4681,0
14,0813,01,40007,2,2,02,-,2,2,038,19,11,1974,03,1,,0,01,3,00001,4681,0
14,0813,01,40007,2,2,01,-,1,1,034,01,05,1979,02,3,,1,01,3,00001,4681,9151
14,0813,01,40007,5,1,06,-,4,2,002,08,07,2011,,,,0,01,3,00001,4681,0
14,0813,01,40007,5,1,05,-,4,2,021,10,07,1992,07,2,3,1,01,3,00001,4681,23858
14,0813,01,40007,5,1,04,-,3,2,042,28,12,1970,03,3,,0,01,3,00001,4681,0
14,0813,01,40007,5,1,01,-,1,1,072,04,10,1940,03,3,,0,01,3,00001,4681,0
14,0813,01,40007,2,1,03,-,3,1,022,28,07,1991,02,4,,1,01,3,00001,4681,13726
14,0813,01,40007,5,1,03,-,4,1,042,19,04,1971,02,6,,0,01,3,00001,4681,0
14,0813,01,40010,2,1,05,-,3,1,017,31,07,1996,02,5,,0,01,3,00002,3873,0
14,0813,01,40010,3,1,01,-,1,2,065,23,10,1947,02,6,,0,01,3,00002,3873,0
14,0813,01,40010,2,1,03,-,3,1,033,31,07,1980,03,3,,1,01,3,00002,3873,11357
14,0813,01,40010,2,1,02,-,2,2,063,23,04,1950,02,6,,0,01,3,00002,3873,0
14,0813,01,40010,2,1,01,-,1,1,064,10,10,1948,02,6,,0,01,3,00002,3873,0
14,0813,01,40010,4,1,05,-,3,1,010,24,03,2003,02,4,,0,01,3,00002,3873,0
14,0813,01,40010,4,1,04,-,3,1,012,25,08,2000,03,1,,0,01,3,00002,3873,0
14,0813,01,40010,4,1,03,-,3,2,017,09,02,1996,04,1,,0,01,3,00002,3873,0
14,0813,01,40010,4,1,02,-,2,2,043,08,12,1969,06,2,2,0,01,3,00002,3873,0
14,0813,01,40010,4,1,01,-,1,1,043,09,02,1970,04,3,,1,01,3,00002,3873,7571
14,0813,01,40010,1,1,02,-,2,2,065,02,04,1948,02,6,,0,02,3,00002,3873,0
14,0813,01,40010,1,1,01,-,1,1,067,25,05,1946,02,6,,1,02,3,00002,3873,0
14,0813,01,40010,5,1,04,-,4,1,015,17,12,1997,04,1,,0,01,3,00002,3873,0
14,0813,01,40010,5,1,03,-,3,2,042,08,01,1971,03,3,,0,01,3,00002,3873,0
14,0813,01,40010,5,1,02,-,3,1,034,19,06,1979,02,6,,1,01,3,00002,3873,11357
14,0813,01,40010,5,1,01,-,1,1,066,30,03,1947,02,6,,0,01,3,00002,3873,0
14,0813,01,40010,3,1,04,-,4,1,004,18,04,2009,,,,0,01,3,00002,3873,0
14,0813,01,40010,3,1,03,-,4,2,009,31,03,2004,02,3,,0,01,3,00002,3873,0
14,0813,01,40010,3,1,02,-,3,2,030,07,08,1983,07,4,3,1,01,3,00002,3873,7896
14,0813,01,40010,2,1,04,-,3,1,017,22,05,1996,03,3,,0,01,3,00002,3873,0
14,0813,01,40013,3,1,04,-,3,1,012,15,02,2001,02,6,,0,01,4,00003,4940,0
14,0813,01,40013,3,1,05,-,3,1,010,21,03,2003,02,4,,0,01,4,00003,4940,0
14,0813,01,40013,1,1,01,-,1,1,049,07,02,1964,07,4,3,0,01,4,00003,4940,0
14,0813,01,40013,1,1,02,-,2,2,046,26,09,1966,09,1,4,0,01,4,00003,4940,0
14,0813,01,40013,1,1,03,-,3,1,019,10,05,1994,04,2,,1,01,4,00003,4940,14786
14,0813,01,40013,1,1,04,-,3,1,017,22,02,1996,04,2,,0,01,4,00003,4940,0
14,0813,01,40013,2,1,01,-,1,2,090,23,10,1922,02,6,,0,01,4,00003,4940,0
14,0813,01,40013,2,1,02,-,3,2,060,12,11,1952,06,3,2,0,01,4,00003,4940,0
14,0813,01,40013,2,1,03,-,3,2,052,09,06,1961,04,3,,1,01,4,00003,4940,14847
14,0813,01,40013,5,1,01,-,1,2,063,10,05,1950,03,3,,1,01,4,00003,4940,9898
14,0813,01,40013,5,1,02,-,3,2,039,03,11,1973,07,5,3,0,01,4,00003,4940,0
14,0813,01,40013,5,1,03,-,4,1,006,24,07,2007,01,3,,0,01,4,00003,4940,0
14,0813,01,40013,5,1,04,-,4,2,010,03,10,2002,02,4,,0,01,4,00003,4940,0
14,0813,01,40013,4,1,01,-,1,1,024,03,09,1988,07,4,3,0,01,4,00003,4940,0
14,0813,01,40013,4,1,02,-,2,2,025,27,11,1987,07,2,3,1,01,4,00003,4940,9898
14,0813,01,40013,3,1,01,-,1,1,040,22,11,1972,04,3,,0,01,4,00003,4940,0
14,0813,01,40013,3,1,02,-,2,2,040,15,06,1973,04,3,,1,01,4,00003,4940,9898
14,0813,01,40013,3,1,03,-,3,1,016,13,01,1997,03,2,,0,01,4,00003,4940,0
14,0813,01,40016,3,1,01,-,1,1,035,08,01,1978,03,3,,1,01,2,00004,2286,4581
14,0813,01,40016,4,1,04,-,3,1,003,20,07,2010,,,,0,01,2,00004,2286,0
14,0813,01,40016,3,1,03,-,3,2,014,14,10,1998,03,3,,0,01,2,00004,2286,0
14,0813,01,40016,3,1,04,-,3,1,010,14,10,2002,02,5,,0,01,2,00004,2286,0
14,0813,01,40016,3,1,05,-,3,2,008,31,08,2004,02,3,,0,01,2,00004,2286,0
14,0813,01,40016,3,1,06,-,3,1,001,27,11,2011,,,,0,01,2,00004,2286,0
14,0813,01,40016,1,1,01,-,1,1,045,05,08,1968,02,3,,1,01,2,00004,2286,4581
14,0813,01,40016,1,1,02,-,2,2,055,11,02,1958,02,6,,0,01,2,00004,2286,0
14,0813,01,40016,5,1,01,-,1,1,036,06,04,1977,03,3,,1,01,2,00004,2286,2290
14,0813,01,40016,5,1,02,-,3,2,013,10,09,1999,03,2,,0,01,2,00004,2286,0
14,0813,01,40016,5,1,03,-,3,1,012,24,10,2000,03,1,,0,01,2,00004,2286,0
14,0813,01,40016,5,1,04,-,3,2,008,07,01,2005,02,2,,0,01,2,00004,2286,0
14,0813,01,40016,4,1,01,-,1,1,028,26,03,1985,02,2,,0,01,2,00004,2286,0
14,0813,01,40016,4,1,02,-,2,2,027,28,06,1986,03,3,,1,01,2,00004,2286,4564
14,0813,01,40016,4,1,03,-,3,2,006,14,11,2006,02,1,,0,01,2,00004,2286,0
14,0813,01,40016,3,1,02,-,2,2,032,27,08,1980,03,3,,0,01,2,00004,2286,0
14,0813,01,40048,5,1,01,-,1,1,042,07,10,1970,02,6,,0,01,2,00005,5600,0
14,0813,01,40048,4,1,05,-,3,2,012,21,12,2000,03,1,,0,01,2,00005,5600,0
14,0813,01,40048,5,1,03,-,3,1,020,09,04,1993,04,3,,0,01,2,00005,5600,0
14,0813,01,40048,5,1,04,-,3,2,018,18,02,1995,04,3,,0,01,2,00005,5600,0
14,0813,01,40048,5,1,05,-,3,2,016,21,10,1996,04,2,,0,01,2,00005,5600,0
14,0813,01,40048,3,1,01,-,1,1,047,03,08,1966,03,3,,1,01,2,00005,5600,11221
14,0813,01,40048,3,1,02,-,2,2,039,26,07,1974,02,6,,0,01,2,00005,5600,0
14,0813,01,40048,1,1,01,-,1,2,040,02,09,1972,03,3,,0,01,2,00005,5600,0
14,0813,01,40048,1,1,02,-,3,1,020,02,08,1993,04,3,,1,01,2,00005,5600,16832
14,0813,01,40048,1,1,03,-,3,2,018,18,04,1995,03,3,,0,01,2,00005,5600,0
14,0813,01,40048,1,1,04,-,3,1,016,18,07,1997,03,3,,0,01,2,00005,5600,0
14,0813,01,40048,1,1,05,-,3,1,011,19,03,2002,02,5,,0,01,2,00005,5600,0
14,0813,01,40048,1,1,06,-,4,1,002,17,04,2011,,,,0,01,2,00005,5600,0
14,0813,01,40048,4,1,01,-,1,2,045,17,07,1968,03,3,,1,01,2,00005,5600,22360
14,0813,01,40048,4,1,02,-,3,2,022,06,03,1991,07,2,3,0,01,2,00005,5600,0
14,0813,01,40048,4,1,03,-,3,1,019,18,05,1994,04,1,,0,01,2,00005,5600,0
14,0813,01,40048,4,1,04,-,3,2,018,12,11,1994,04,3,,0,01,2,00005,5600,0
14,0813,01,40048,5,1,02,-,2,2,041,12,04,1972,02,3,,1,01,2,00005,5600,22360
14,0813,01,40074,2,1,01,-,1,1,064,26,02,1949,03,2,,0,01,3,00006,4159,0
14,0813,01,40074,5,1,08,-,4,1,004,05,10,2008,,,,0,01,3,00006,4159,0
14,0813,01,40074,2,1,03,-,3,2,036,16,08,1977,07,5,3,1,01,3,00006,4159,12719
14,0813,01,40074,3,1,01,-,1,1,052,05,06,1961,04,3,,1,01,3,00006,4159,16260
14,0813,01,40074,3,1,02,-,2,2,049,06,01,1964,03,3,,0,01,3,00006,4159,0
14,0813,01,40074,3,1,03,-,4,2,025,17,05,1988,07,3,3,0,01,3,00006,4159,0
14,0813,01,40074,3,1,04,-,3,2,019,08,06,1994,04,2,,0,01,3,00006,4159,0
14,0813,01,40074,3,1,05,-,3,1,010,23,04,2003,02,4,,0,01,3,00006,4159,0
14,0813,01,40074,1,1,01,-,1,1,030,04,05,1983,02,6,,0,01,3,00006,4159,0
14,0813,01,40074,1,1,02,-,4,1,033,19,08,1980,02,6,,1,01,3,00006,4159,8130
14,0813,01,40074,5,1,01,-,1,1,058,02,02,1955,03,3,,0,01,3,00006,4159,0
14,0813,01,40074,5,1,02,-,2,2,058,21,05,1955,02,6,,0,01,3,00006,4159,0
14,0813,01,40074,5,1,03,-,3,2,037,13,02,1976,03,3,,0,01,3,00006,4159,0
14,0813,01,40074,5,1,04,-,3,2,031,16,08,1982,07,5,3,1,01,3,00006,4159,21198
14,0813,01,40074,5,1,05,-,4,1,030,02,07,1983,02,6,,0,01,3,00006,4159,0
14,0813,01,40074,5,1,06,-,4,1,012,04,01,2001,02,6,,0,01,3,00006,4159,0
14,0813,01,40074,5,1,07,-,4,1,009,20,09,2003,02,4,,0,01,3,00006,4159,0
14,0813,01,40074,2,1,02,-,2,2,064,20,02,1949,06,3,1,0,01,3,00006,4159,0
14,0813,01,40081,3,1,01,-,1,1,047,16,05,1966,07,4,3,1,01,4,00007,5552,11079
14,0813,01,40081,2,1,03,-,3,2,019,03,10,1993,07,1,3,0,01,4,00007,5552,0
14,0813,01,40081,3,1,03,-,3,2,014,24,12,1998,03,3,,0,01,4,00007,5552,0
14,0813,01,40081,5,1,01,-,1,1,032,29,06,1981,04,3,,1,01,4,00007,5552,11079
14,0813,01,40081,5,1,02,-,7,2,078,01,05,1935,02,6,,0,01,4,00007,5552,0
14,0813,01,40081,1,1,01,-,1,1,059,09,01,1954,03,3,,0,01,4,00007,5552,0
14,0813,01,40081,1,1,02,-,2,2,066,12,08,1947,03,3,,1,01,4,00007,5552,22249
14,0813,01,40081,1,1,03,-,3,1,031,29,10,1981,03,3,,0,01,4,00007,5552,0
14,0813,01,40081,1,1,04,-,3,1,038,18,10,1974,03,3,,0,01,4,00007,5552,0
14,0813,01,40081,4,1,01,-,1,1,034,11,06,1979,04,3,,0,01,4,00007,5552,0
14,0813,01,40081,4,1,02,-,2,2,025,11,07,1988,04,2,,1,01,4,00007,5552,11124
14,0813,01,40081,4,1,03,-,3,2,003,06,09,2009,,,,0,01,4,00007,5552,0
14,0813,01,40081,2,1,01,-,1,1,064,21,03,1949,04,3,,1,01,4,00007,5552,16618
14,0813,01,40081,2,1,02,-,2,2,055,15,02,1958,04,3,,0,01,4,00007,5552,0
14,0813,01,40081,3,1,02,-,2,2,055,06,01,1958,07,5,3,0,01,4,00007,5552,0
14,0813,01,40105,1,1,02,-,2,2,054,09,10,1958,02,2,,0,01,3,00008,3996,0
14,0813,01,40105,1,1,03,-,3,2,032,06,08,1981,03,3,,1,01,3,00008,3996,20367
14,0813,01,40105,1,1,04,-,3,1,030,23,09,1982,02,6,,0,01,3,00008,3996,0
14,0813,01,40105,1,1,05,-,3,1,025,06,08,1988,03,3,,0,01,3,00008,3996,0
14,0813,01,40105,3,1,02,-,2,2,024,21,02,1989,07,5,3,0,01,3,00008,3996,0
14,0813,01,40105,3,1,03,-,3,1,002,29,09,2010,,,,0,01,3,00008,3996,0
14,0813,01,40105,4,1,01,-,1,1,033,01,02,1980,03,3,,0,01,3,00008,3996,0
14,0813,01,40105,4,1,02,-,2,2,029,05,05,1984,03,3,,1,01,3,00008,3996,8147
14,0813,01,40105,4,1,03,-,3,1,013,11,05,2000,03,1,,0,01,3,00008,3996,0
14,0813,01,40105,4,1,04,-,3,1,012,02,05,2001,02,6,,0,01,3,00008,3996,0
14,0813,01,40105,4,1,05,-,3,1,009,22,09,2003,02,4,,0,01,3,00008,3996,0
14,0813,01,40105,4,1,06,-,3,2,008,04,02,2005,02,2,,0,01,3,00008,3996,0
14,0813,01,40105,5,1,01,-,1,1,051,27,05,1962,03,3,,1,01,3,00008,3996,19529
14,0813,01,40105,5,1,02,-,2,2,054,10,02,1959,03,3,,0,01,3,00008,3996,0
14,0813,01,40105,5,1,03,-,3,2,025,18,04,1988,03,3,,0,01,3,00008,3996,0
14,0813,01,40105,5,1,04,-,3,2,023,07,12,1989,07,5,3,0,01,3,00008,3996,0
14,0813,01,40105,5,1,05,-,3,1,021,18,05,1992,06,3,2,0,01,3,00008,3996,0
14,0813,01,40105,5,1,06,-,3,2,012,02,11,2000,03,1,,0,01,3,00008,3996,0
14,0813,01,40105,5,1,07,-,4,2,004,23,07,2009,,,,0,01,3,00008,3996,0
14,0813,01,40105,5,1,08,-,4,2,000,03,12,2012,,,,0,01,3,00008,3996,0
14,0813,01,40105,1,1,01,-,1,1,055,25,02,1958,02,3,,0,01,3,00008,3996,0
14,0813,01,40105,3,1,01,-,1,1,028,15,03,1985,07,5,3,1,01,3,00008,3996,7812
14,0813,01,40105,2,1,01,-,1,1,030,09,02,1983,03,3,,1,01,3,00008,3996,7812
14,0813,01,40105,2,1,02,-,2,2,028,18,09,1984,03,3,,0,01,3,00008,3996,0
14,0813,01,40105,2,1,03,-,3,1,011,03,12,2001,02,6,,0,01,3,00008,3996,0
14,0813,01,40105,2,1,04,-,3,2,008,29,01,2005,02,2,,0,01,3,00008,3996,0
14,0813,01,40108,5,1,01,-,1,1,043,19,07,1970,04,3,,0,01,3,00009,3492,0
14,0813,01,40108,2,1,05,-,3,1,004,27,10,2008,,,,0,01,3,00009,3492,0
14,0813,01,40108,5,1,03,-,3,1,023,02,05,1990,04,3,,0,01,3,00009,3492,0
14,0813,01,40108,5,1,04,-,3,1,022,10,08,1991,04,2,,1,01,3,00009,3492,13653
14,0813,01,40108,5,1,05,-,3,1,017,08,08,1996,03,3,,0,01,3,00009,3492,0
14,0813,01,40108,5,1,06,-,3,2,014,28,12,1998,03,3,,0,01,3,00009,3492,0
14,0813,01,40108,5,1,02,-,2,2,045,28,12,1967,04,3,,0,01,3,00009,3492,0
14,0813,01,40108,2,1,04,-,3,2,006,02,09,2006,02,1,,0,01,3,00009,3492,0
14,0813,01,40108,2,1,03,-,3,1,008,23,06,2005,02,2,,0,01,3,00009,3492,0
14,0813,01,40108,2,1,02,-,2,2,028,03,03,1985,03,3,,1,01,3,00009,3492,7119
14,0813,01,40108,2,1,01,-,1,1,027,07,10,1985,02,6,,0,01,3,00009,3492,0
14,0813,01,40108,3,1,04,-,3,2,003,06,04,2010,,,,0,01,3,00009,3492,0
14,0813,01,40108,3,1,03,-,3,1,009,06,06,2004,02,3,,0,01,3,00009,3492,0
14,0813,01,40108,3,1,02,-,2,2,029,24,01,1984,03,3,,1,01,3,00009,3492,7119
14,0813,01,40108,3,1,01,-,1,1,032,22,09,1980,02,6,,0,01,3,00009,3492,0
14,0813,01,40108,1,1,02,-,4,2,022,31,05,1991,04,1,,0,01,3,00009,3492,0
14,0813,01,40108,1,1,01,-,1,1,031,09,06,1982,03,3,,1,01,3,00009,3492,6826
14,0813,01,40108,4,1,04,-,3,1,010,24,07,2003,02,4,,0,01,3,00009,3492,0
14,0813,01,40108,4,1,03,-,3,1,016,07,01,1997,03,3,,0,01,3,00009,3492,0
14,0813,01,40108,4,1,02,-,2,2,040,04,09,1972,03,3,,0,01,3,00009,3492,0
14,0813,01,40108,4,1,01,-,1,1,040,31,03,1973,03,3,,1,01,3,00009,3492,6826
14,0813,01,40113,3,1,04,-,3,1,014,06,07,1999,03,2,,0,01,3,00010,5162,0
14,0813,01,40113,4,1,02,-,2,2,053,11,09,1959,09,2,4,0,01,3,00010,5162,0
14,0813,01,40113,4,1,03,-,3,2,023,31,12,1989,07,5,3,0,01,3,00010,5162,0
14,0813,01,40113,3,1,01,-,1,2,046,13,08,1967,04,3,,1,01,3,00010,5162,15786
14,0813,01,40113,3,1,02,-,3,1,021,13,08,1992,04,3,,0,01,3,00010,5162,0
14,0813,01,40113,3,1,03,-,3,2,018,13,08,1995,04,1,,0,01,3,00010,5162,0
14,0813,01,40113,5,1,01,-,1,2,050,22,07,1963,02,3,,1,01,3,00010,5162,5262
14,0813,01,40113,4,1,01,-,1,1,061,04,08,1952,07,5,3,1,01,3,00010,5162,15136
14,0813,01,40113,2,1,03,-,3,1,027,03,04,1986,03,3,,0,01,3,00010,5162,0
14,0813,01,40113,2,1,02,-,2,2,055,11,06,1958,02,6,,1,01,3,00010,5162,15786
14,0813,01,40113,2,1,01,-,1,1,057,10,05,1956,07,5,3,0,01,3,00010,5162,0
14,0813,01,40113,1,1,05,-,3,1,012,19,01,2001,02,6,,0,01,3,00010,5162,0
14,0813,01,40113,1,1,04,-,3,2,015,07,01,1998,03,3,,0,01,3,00010,5162,0
14,0813,01,40113,1,1,03,-,3,1,021,26,06,1992,07,3,3,1,01,3,00010,5162,15136
14,0813,01,40113,1,1,02,-,2,2,036,20,06,1977,03,3,,0,01,3,00010,5162,0
14,0813,01,40113,1,1,01,-,1,1,054,02,01,1959,07,5,3,0,01,3,00010,5162,0
14,0813,01,40114,4,1,03,-,3,2,020,02,05,1993,03,3,,0,01,3,00011,5281,0
14,0813,01,40114,4,1,01,-,1,1,043,10,07,1970,03,3,,1,01,3,00011,5281,25809
14,0813,01,40114,5,1,03,-,3,2,037,07,08,1976,07,5,3,1,01,3,00011,5281,16150
14,0813,01,40114,5,1,01,-,1,1,060,16,07,1953,03,3,,0,01,3,00011,5281,0
14,0813,01,40114,4,1,04,-,3,1,019,24,03,1994,03,2,,0,01,3,00011,5281,0
14,0813,01,40114,3,1,01,-,1,2,054,08,08,1959,03,3,,1,01,3,00011,5281,10767
14,0813,01,40114,1,1,03,-,3,1,000,04,05,2013,,,,0,01,3,00011,5281,0
14,0813,01,40114,1,1,02,-,2,2,032,12,04,1981,07,5,3,1,01,3,00011,5281,10767
14,0813,01,40114,1,1,01,-,1,1,037,15,10,1975,04,3,,0,01,3,00011,5281,0
14,0813,01,40114,3,1,02,-,3,1,021,08,09,1991,06,4,2,0,01,3,00011,5281,0
14,0813,01,40114,3,1,03,-,3,1,012,19,10,2000,03,1,,0,01,3,00011,5281,0
14,0813,01,40114,4,1,05,-,4,2,020,30,03,1993,03,3,,0,01,3,00011,5281,0
14,0813,01,40114,4,1,06,-,4,2,002,11,07,2011,,,,0,01,3,00011,5281,0
14,0813,01,40114,5,1,02,-,2,2,058,15,02,1955,04,3,,0,01,3,00011,5281,0
14,0813,01,40114,2,1,05,-,4,2,025,29,07,1988,06,3,2,1,01,3,00011,5281,26916
14,0813,01,40114,2,1,04,-,3,1,026,18,08,1986,07,4,3,0,01,3,00011,5281,0
14,0813,01,40114,2,1,03,-,3,1,030,29,06,1983,07,5,3,0,01,3,00011,5281,0
14,0813,01,40114,2,1,02,-,2,2,055,15,08,1957,02,3,,0,01,3,00011,5281,0
14,0813,01,40114,2,1,01,-,1,1,055,31,10,1957,07,5,3,0,01,3,00011,5281,0
14,0813,01,40114,4,1,02,-,2,2,035,06,12,1977,03,3,,0,01,3,00011,5281,0
14,0813,01,40140,1,1,01,-,1,1,032,29,07,1981,03,3,,0,01,2,00012,4306,0
14,0813,01,40140,1,1,02,-,3,1,008,19,11,2004,02,3,,0,01,2,00012,4306,0
14,0813,01,40140,1,1,03,-,3,1,006,23,02,2007,01,1,,0,01,2,00012,4306,0
14,0813,01,40140,1,1,04,-,2,2,029,05,08,1984,03,3,,1,01,2,00012,4306,8597
14,0813,01,40140,2,1,01,-,1,1,040,23,07,1973,02,6,,1,01,2,00012,4306,12942
14,0813,01,40140,2,1,02,-,2,2,034,04,06,1979,02,5,,0,01,2,00012,4306,0
14,0813,01,40140,2,1,03,-,3,2,018,30,06,1995,03,3,,0,01,2,00012,4306,0
14,0813,01,40140,2,1,04,-,3,2,005,13,07,2008,01,1,,0,01,2,00012,4306,0
14,0813,01,40140,2,1,05,-,3,2,001,10,06,2012,,,,0,01,2,00012,4306,0
14,0813,01,40140,3,1,01,-,1,1,043,05,08,1970,03,3,,1,01,2,00012,4306,8628
14,0813,01,40140,3,1,02,-,3,1,016,05,08,1997,03,3,,0,01,2,00012,4306,0
14,0813,01,40140,3,1,03,-,3,1,014,05,06,1999,03,2,,0,01,2,00012,4306,0
14,0813,01,40140,3,1,04,-,4,2,089,27,03,1924,00,,,0,01,2,00012,4306,0
14,0813,01,40140,5,1,01,-,1,1,052,17,08,1960,00,,,0,01,2,00012,4306,0
14,0813,01,40140,5,1,02,-,2,2,039,14,03,1974,02,5,,1,01,2,00012,4306,12895
14,0813,01,40140,4,1,01,-,1,2,023,26,12,1989,03,3,,1,01,2,00012,4306,4298
14,0813,01,40140,4,1,02,-,3,2,005,19,01,2008,01,1,,0,01,2,00012,4306,0
14,0813,01,40140,5,1,04,-,3,2,014,17,05,1999,02,6,,0,01,2,00012,4306,0
14,0813,01,40140,5,1,03,-,3,1,018,15,09,1994,02,6,,0,01,2,00012,4306,0
14,0813,01,40141,5,1,01,-,1,2,068,23,10,1944,02,3,,1,01,2,00013,4801,4793
14,0813,01,40141,4,2,01,-,1,1,019,20,06,1994,04,3,,1,01,2,00013,4801,4810
14,0813,01,40141,4,2,02,-,2,2,017,29,07,1996,04,2,,0,01,2,00013,4801,0
14,0813,01,40141,4,1,01,-,1,1,070,29,11,1942,00,,,0,01,2,00013,4801,0
14,0813,01,40141,4,1,02,-,2,2,062,19,08,1951,02,6,,1,01,2,00013,4801,9585
14,0813,01,40141,3,1,01,-,1,2,043,19,08,1970,06,3,1,1,01,2,00013,4801,19170
14,0813,01,40141,3,1,02,-,2,1,044,18,07,1969,06,3,2,0,01,2,00013,4801,0
14,0813,01,40141,3,1,03,-,4,2,041,08,06,1972,06,1,2,0,01,2,00013,4801,0
14,0813,01,40141,3,1,04,-,7,1,060,10,02,1953,00,,,0,01,2,00013,4801,0
14,0813,01,40141,3,1,05,-,3,2,017,20,02,1996,04,2,,0,01,2,00013,4801,0
14,0813,01,40141,3,1,06,-,3,2,013,05,05,2000,03,1,,0,01,2,00013,4801,0
14,0813,01,40141,3,1,07,-,4,2,008,13,01,2005,02,2,,0,01,2,00013,4801,0
14,0813,01,40141,3,1,08,-,4,2,007,25,04,2006,02,1,,0,01,2,00013,4801,0
14,0813,01,40141,2,1,01,-,1,1,036,07,06,1977,03,3,,1,01,2,00013,4801,9620
14,0813,01,40141,2,1,02,-,2,2,031,09,05,1982,03,3,,0,01,2,00013,4801,0
14,0813,01,40141,2,1,03,-,2,2,013,13,03,2000,03,1,,0,01,2,00013,4801,0
14,0813,01,40141,2,1,04,-,3,1,012,07,06,2001,02,6,,0,01,2,00013,4801,0
14,0813,01,40141,2,1,05,-,3,2,006,23,04,2007,01,1,,0,01,2,00013,4801,0
14,0813,01,40145,5,1,02,-,2,2,070,12,06,1943,03,3,,0,01,4,00014,5509,0
14,0813,01,40145,2,1,05,-,4,2,002,07,04,2011,,,,0,01,4,00014,5509,0
14,0813,01,40145,2,1,04,-,4,1,003,11,08,2009,,,,0,01,4,00014,5509,0
14,0813,01,40145,2,1,03,-,3,1,044,20,09,1968,07,1,3,0,01,4,00014,5509,0
14,0813,01,40145,2,1,02,-,7,2,034,06,08,1979,03,3,,0,01,4,00014,5509,0
14,0813,01,40145,2,1,01,-,1,2,071,06,08,1942,06,2,1,1,01,4,00014,5509,16557
14,0813,01,40145,1,1,01,-,1,1,040,12,12,1972,07,5,3,0,01,4,00014,5509,0
14,0813,01,40145,5,1,01,-,1,1,072,18,06,1941,09,3,4,1,01,4,00014,5509,10993
14,0813,01,40145,1,1,05,-,3,1,011,02,03,2002,02,5,,0,01,4,00014,5509,0
14,0813,01,40145,1,1,04,-,3,2,009,16,04,2004,02,3,,0,01,4,00014,5509,0
14,0813,01,40145,1,1,03,-,3,2,012,15,01,2001,02,6,,0,01,4,00014,5509,0
14,0813,01,40145,1,1,02,-,2,2,037,30,05,1976,07,5,3,1,01,4,00014,5509,11038
14,0813,01,40145,3,1,01,-,1,2,035,02,04,1978,07,2,3,1,01,4,00014,5509,5519
14,0813,01,40147,2,1,03,-,3,2,008,14,11,2004,02,3,,0,01,2,00015,4343,0
14,0813,01,40147,2,1,04,-,3,1,006,19,10,2006,02,1,,0,01,2,00015,4343,0
14,0813,01,40147,3,1,01,-,1,1,019,02,08,1994,03,3,,1,01,2,00015,4343,8702
14,0813,01,40147,5,1,01,-,1,1,028,06,08,1984,02,6,,1,01,2,00015,4343,8702
14,0813,01,40147,5,1,02,-,2,2,030,02,08,1983,02,6,,0,01,2,00015,4343,0
14,0813,01,40147,5,1,03,-,3,1,008,05,02,2005,02,1,,0,01,2,00015,4343,0
14,0813,01,40147,5,1,04,-,3,2,007,17,02,2006,02,1,,0,01,2,00015,4343,0
14,0813,01,40147,5,1,05,-,3,1,004,21,08,2008,,,,0,01,2,00015,4343,0
14,0813,01,40147,5,1,06,-,3,2,003,09,02,2010,,,,0,01,2,00015,4343,0
14,0813,01,40147,5,1,07,-,3,2,000,30,01,2013,,,,0,01,2,00015,4343,0
14,0813,01,40147,1,1,01,-,1,1,058,02,08,1955,02,4,,1,01,2,00015,4343,30459
14,0813,01,40147,1,1,02,-,2,2,059,06,06,1954,02,6,,0,01,2,00015,4343,0
14,0813,01,40147,1,1,03,-,3,2,036,24,07,1977,07,4,3,0,01,2,00015,4343,0
