"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","NOM,C,35","PAR,C,1","SEX,C,1","EDA,C,3","NAC_DIA,C,2","NAC_MES,C,2","NAC_ANIO,C,4","NIV,C,2","GRA,C,1","A_ESC,C,1","ELEGIDO,C,1","R_DEF,C,2","EST_DIS,C,1","UPM_DIS,C,6","FACTOR,N,10,0","FAC18,N,10,0"
26,0813,10,40269,4,1,03,-,3,2,022,04,01,1991,03,3,,0,01,3,00197,3981,0
26,0813,10,40269,4,1,04,-,3,1,014,15,01,1999,03,2,,0,01,3,00197,3981,0
26,0813,10,40269,4,1,05,-,4,2,001,10,05,2012,,,,0,01,3,00197,3981,0
26,0813,10,40269,4,1,06,-,4,1,005,01,03,2008,01,2,,0,01,3,00197,3981,0
26,0813,10,40269,2,1,01,-,1,1,045,27,01,1968,07,4,3,0,01,3,00197,3981,0
26,0813,10,40270,3,1,04,-,3,1,018,25,12,1994,03,3,,0,01,3,00198,4247,0
26,0813,10,40270,3,1,03,-,3,1,021,22,05,1992,07,2,3,0,01,3,00198,4247,0
26,0813,10,40270,3,1,02,-,2,2,044,02,06,1969,04,3,,0,01,3,00198,4247,0
26,0813,10,40270,3,1,01,-,1,1,047,22,07,1966,04,3,,1,01,3,00198,4247,16604
26,0813,10,40270,1,1,01,-,1,1,032,14,10,1980,03,3,,0,01,3,00198,4247,0
26,0813,10,40270,1,1,04,-,3,2,003,26,08,2009,,,,0,01,3,00198,4247,0
26,0813,10,40270,1,1,03,-,3,2,011,03,09,2001,02,6,,0,01,3,00198,4247,0
26,0813,10,40270,1,1,02,-,2,2,032,24,03,1981,03,3,,1,01,3,00198,4247,8659
26,0813,10,40270,5,1,05,-,3,2,009,10,05,2004,02,5,,0,01,3,00198,4247,0
26,0813,10,40270,5,1,04,-,3,2,021,04,01,1992,04,3,,0,01,3,00198,4247,0
26,0813,10,40270,5,1,03,-,3,1,023,17,04,1990,04,3,,1,01,3,00198,4247,16604
26,0813,10,40270,5,1,02,-,3,1,025,15,09,1987,03,3,,0,01,3,00198,4247,0
26,0813,10,40270,5,1,01,-,1,2,043,09,08,1969,02,5,,0,01,3,00198,4247,0
26,0813,10,40270,2,1,05,-,3,1,001,20,09,2011,,,,0,01,3,00198,4247,0
26,0813,10,40270,2,1,04,-,3,1,008,20,09,2004,02,3,,0,01,3,00198,4247,0
26,0813,10,40270,2,1,03,-,3,2,010,23,10,2002,02,5,,0,01,3,00198,4247,0
26,0813,10,40270,2,1,01,-,1,1,039,20,05,1974,07,4,3,1,01,3,00198,4247,8302
26,0813,10,40270,2,1,02,-,2,2,039,30,11,1973,06,3,2,0,01,3,00198,4247,0
26,0813,10,40300,4,1,02,-,2,2,032,17,03,1981,04,3,,1,01,4,00199,4850,9718
26,0813,10,40300,4,1,01,-,1,1,033,26,04,1980,07,5,3,0,01,4,00199,4850,0
26,0813,10,40300,5,1,04,-,3,2,011,12,07,2002,02,5,,0,01,4,00199,4850,0
26,0813,10,40300,5,1,03,-,3,1,021,01,09,1991,03,3,,0,01,4,00199,4850,0
26,0813,10,40300,5,1,02,-,2,2,044,15,05,1969,06,3,2,0,01,4,00199,4850,0
26,0813,10,40300,3,1,01,-,1,2,067,17,11,1945,06,3,1,1,01,4,00199,4850,9718
26,0813,10,40300,2,1,02,-,4,1,012,19,10,2000,03,1,,0,01,4,00199,4850,0
26,0813,10,40300,2,1,01,-,1,2,061,05,08,1952,06,3,1,1,01,4,00199,4850,4859
26,0813,10,40300,4,1,03,-,3,2,010,30,03,2003,02,4,,0,01,4,00199,4850,0
26,0813,10,40300,3,1,02,-,3,1,039,16,09,1973,06,3,2,0,01,4,00199,4850,0
26,0813,10,40300,5,1,01,-,1,1,046,20,06,1967,02,6,,1,01,4,00199,4850,14517
26,0813,10,40303,1,1,04,-,3,1,015,15,04,1998,03,2,,0,01,3,00200,4885,0
26,0813,10,40303,1,1,05,-,3,1,007,18,10,2005,02,2,,0,01,3,00200,4885,0
26,0813,10,40303,1,1,06,-,4,1,001,07,06,2012,,,,0,01,3,00200,4885,0
26,0813,10,40303,2,1,01,-,1,1,047,26,04,1966,02,6,,1,01,3,00200,4885,9549
26,0813,10,40303,2,1,02,-,2,2,048,04,10,1964,02,6,,0,01,3,00200,4885,0
26,0813,10,40303,1,1,03,-,3,2,017,03,09,1995,04,1,,0,01,3,00200,4885,0
26,0813,10,40303,1,1,02,-,2,2,040,05,08,1973,02,6,,1,01,3,00200,4885,9959
26,0813,10,40303,1,1,01,-,1,1,045,25,03,1968,04,3,,0,01,3,00200,4885,0
26,0813,10,40303,5,1,05,-,3,2,003,13,05,2010,,,,0,01,3,00200,4885,0
26,0813,10,40303,5,1,04,-,3,2,006,23,06,2007,01,3,,0,01,3,00200,4885,0
26,0813,10,40303,5,1,03,-,3,2,011,18,06,2002,02,5,,0,01,3,00200,4885,0
26,0813,10,40303,5,1,02,-,2,2,032,31,08,1980,04,3,,0,01,3,00200,4885,0
26,0813,10,40303,5,1,01,-,1,1,035,05,06,1978,04,3,,1,01,3,00200,4885,9549
26,0813,10,40303,4,1,04,-,3,1,009,05,09,2003,02,4,,0,01,3,00200,4885,0
26,0813,10,40303,4,1,03,-,3,2,004,25,06,2009,,,,0,01,3,00200,4885,0
26,0813,10,40303,4,1,01,-,1,1,030,02,10,1982,07,1,3,0,01,3,00200,4885,0
26,0813,10,40303,4,1,02,-,2,2,033,04,04,1980,07,2,3,1,01,3,00200,4885,9959
05,0813,11,40020,2,1,01,-,1,1,073,12,12,1939,02,2,,0,01,2,00201,7083,0
05,0813,11,40020,3,1,07,-,4,1,000,07,08,2013,,,,0,01,2,00201,7083,0
05,0813,11,40020,2,1,03,-,3,1,038,10,01,1975,03,3,,1,01,2,00201,7083,21289
05,0813,11,40020,1,1,01,-,1,1,060,30,05,1953,02,6,,1,01,2,00201,7083,35482
05,0813,11,40020,1,1,02,-,2,2,055,02,11,1957,02,6,,0,01,2,00201,7083,0
05,0813,11,40020,1,1,03,-,3,1,029,07,09,1983,07,5,3,0,01,2,00201,7083,0
05,0813,11,40020,1,1,04,-,3,2,027,21,05,1986,07,5,3,0,01,2,00201,7083,0
05,0813,11,40020,1,1,05,-,3,1,025,19,03,1988,04,4,,0,01,2,00201,7083,0
05,0813,11,40020,4,1,01,-,1,2,080,12,07,1933,00,,,1,01,2,00201,7083,49493
05,0813,11,40020,4,1,02,-,2,1,082,28,10,1930,00,,,0,01,2,00201,7083,0
05,0813,11,40020,4,1,03,-,3,2,045,17,03,1968,04,3,,0,01,2,00201,7083,0
05,0813,11,40020,4,1,04,-,3,2,043,17,10,1969,04,3,,0,01,2,00201,7083,0
05,0813,11,40020,4,1,05,-,4,1,045,22,05,1968,03,3,,0,01,2,00201,7083,0
05,0813,11,40020,4,1,06,-,4,1,022,18,01,1991,06,3,3,0,01,2,00201,7083,0
05,0813,11,40020,4,1,07,-,4,1,021,27,04,1992,07,2,3,0,01,2,00201,7083,0
05,0813,11,40020,4,1,08,-,4,2,012,07,04,2001,02,6,,0,01,2,00201,7083,0
05,0813,11,40020,3,1,01,-,1,1,068,27,09,1944,02,6,,0,01,2,00201,7083,0
05,0813,11,40020,3,1,02,-,3,1,034,13,01,1979,03,3,,0,01,2,00201,7083,0
05,0813,11,40020,3,1,03,-,3,2,033,30,06,1980,04,3,,0,01,2,00201,7083,0
05,0813,11,40020,3,1,04,-,3,2,025,06,08,1988,03,3,,1,01,2,00201,7083,35352
05,0813,11,40020,3,1,05,-,2,2,066,18,09,1946,02,2,,0,01,2,00201,7083,0
05,0813,11,40020,3,1,06,-,4,2,005,10,09,2007,01,2,,0,01,2,00201,7083,0
05,0813,11,40020,2,1,02,-,3,2,041,07,10,1971,02,6,,0,01,2,00201,7083,0
05,0813,11,40022,1,1,01,-,1,2,072,25,12,1940,06,2,2,1,02,4,00202,5659,0
05,0813,11,40022,1,1,02,-,5,2,030,18,12,1982,02,3,,0,02,4,00202,5659,0
05,0813,11,40022,4,1,01,-,1,1,031,25,12,1981,04,2,,0,01,4,00202,5659,0
05,0813,11,40022,4,1,02,-,2,2,030,03,03,1983,04,2,,1,01,4,00202,5659,17008
05,0813,11,40022,4,1,03,-,4,2,037,10,04,1976,07,4,3,0,01,4,00202,5659,0
05,0813,11,40022,4,1,04,-,3,2,009,11,11,2003,02,4,,0,01,4,00202,5659,0
05,0813,11,40022,4,1,05,-,3,1,006,22,06,2007,01,3,,0,01,4,00202,5659,0
05,0813,11,40022,2,1,02,-,2,2,078,07,02,1935,03,3,,0,01,4,00202,5659,0
05,0813,11,40022,2,1,03,-,3,2,058,15,02,1955,06,2,2,0,01,4,00202,5659,0
05,0813,11,40022,2,1,04,-,5,2,085,20,01,1928,02,2,,0,01,4,00202,5659,0
05,0813,11,40022,2,1,01,-,1,1,085,14,07,1928,02,6,,1,01,4,00202,5659,22585
05,0813,11,40024,2,1,07,-,4,1,006,05,02,2007,01,2,,0,01,2,00203,3935,0
05,0813,11,40024,2,1,06,-,4,1,011,27,07,2002,02,6,,0,01,2,00203,3935,0
05,0813,11,40024,2,1,05,-,4,1,016,06,08,1997,03,3,,0,01,2,00203,3935,0
05,0813,11,40024,2,1,04,-,4,2,010,30,05,2003,02,3,,0,01,2,00203,3935,0
05,0813,11,40024,2,1,03,-,3,2,042,31,07,1971,02,6,,1,01,2,00203,3935,11784
05,0813,11,40024,1,1,01,-,1,2,056,27,07,1957,03,3,,1,01,2,00203,3935,3928
05,0813,11,40024,2,1,02,-,3,1,044,20,06,1969,02,6,,0,01,2,00203,3935,0
05,0813,11,40024,2,1,01,-,1,2,080,15,01,1933,00,,,0,01,2,00203,3935,0
05,0813,11,40024,1,1,03,-,3,1,017,22,12,1995,03,3,,0,01,2,00203,3935,0
05,0813,11,40024,1,1,02,-,3,1,017,22,12,1995,03,3,,0,01,2,00203,3935,0
05,0813,11,40024,4,1,01,-,1,2,022,19,09,1990,04,3,,1,01,2,00203,3935,3928
05,0813,11,40063,5,1,05,-,3,1,012,07,10,2000,02,6,,0,01,3,00204,4569,0
05,0813,11,40063,5,1,06,-,3,2,003,18,06,2010,,,,0,01,3,00204,4569,0
05,0813,11,40063,2,1,01,-,1,1,031,23,01,1982,02,6,,0,01,3,00204,4569,0
05,0813,11,40063,2,1,02,-,2,2,031,23,01,1982,03,3,,0,01,3,00204,4569,0
05,0813,11,40063,2,1,03,-,3,1,014,10,05,1999,03,2,,0,01,3,00204,4569,0
05,0813,11,40063,2,1,04,-,3,2,006,24,04,2007,01,3,,0,01,3,00204,4569,0
05,0813,11,40063,2,1,05,-,4,1,043,24,02,1970,02,6,,1,01,3,00204,4569,13398
05,0813,11,40063,5,1,07,-,3,2,003,18,06,2010,,,,0,01,3,00204,4569,0
05,0813,11,40063,1,1,05,-,3,1,012,23,09,2000,02,6,,0,01,3,00204,4569,0
05,0813,11,40063,1,1,01,-,1,1,048,14,08,1965,03,3,,0,01,3,00204,4569,0
05,0813,11,40063,1,1,02,-,2,2,045,29,09,1967,03,3,,0,01,3,00204,4569,0
05,0813,11,40063,1,1,03,-,3,1,024,02,07,1989,03,3,,1,01,3,00204,4569,17863
05,0813,11,40063,5,1,04,-,3,2,016,26,09,1996,03,3,,0,01,3,00204,4569,0
05,0813,11,40063,5,1,03,-,4,2,025,26,10,1987,02,6,,0,01,3,00204,4569,0
05,0813,11,40063,5,1,02,-,2,2,037,11,06,1976,02,6,,1,01,3,00204,4569,13973
05,0813,11,40063,5,1,01,-,1,1,035,08,10,1977,03,3,,0,01,3,00204,4569,0
05,0813,11,40063,4,1,02,-,2,2,024,03,08,1989,03,3,,1,01,3,00204,4569,9315
05,0813,11,40063,4,1,01,-,1,1,021,19,12,1991,04,1,,0,01,3,00204,4569,0
05,0813,11,40063,3,1,05,-,3,1,011,05,05,2002,02,5,,0,01,3,00204,4569,0
05,0813,11,40063,3,1,04,-,3,1,019,07,01,1994,03,3,,0,01,3,00204,4569,0
05,0813,11,40063,3,1,03,-,3,2,022,15,11,1990,06,4,3,0,01,3,00204,4569,0
05,0813,11,40063,1,1,04,-,3,2,018,11,06,1995,04,3,,0,01,3,00204,4569,0
05,0813,11,40063,3,1,01,-,1,1,050,07,06,1963,03,3,,1,01,3,00204,4569,17863
05,0813,11,40063,3,1,02,-,2,2,046,06,01,1967,03,3,,0,01,3,00204,4569,0
05,0813,11,40119,4,1,01,-,1,1,041,28,12,1971,02,6,,0,01,2,00205,3836,0
05,0813,11,40119,4,1,02,-,2,2,036,12,03,1977,03,3,,1,01,2,00205,3836,7658
05,0813,11,40119,5,1,05,-,3,1,004,19,04,2009,,,,0,01,2,00205,3836,0
05,0813,11,40119,5,1,04,-,3,1,013,11,02,2000,03,1,,0,01,2,00205,3836,0
05,0813,11,40119,5,1,03,-,3,1,018,15,09,1994,04,1,,0,01,2,00205,3836,0
05,0813,11,40119,5,1,02,-,2,2,040,18,01,1973,02,6,,1,01,2,00205,3836,11488
05,0813,11,40119,5,1,01,-,1,1,040,14,12,1972,04,3,,0,01,2,00205,3836,0
05,0813,11,40119,1,1,03,-,3,2,008,28,11,2004,02,4,,0,01,2,00205,3836,0
05,0813,11,40119,1,1,02,-,2,2,039,03,10,1973,02,2,,1,01,2,00205,3836,7658
05,0813,11,40119,1,1,01,-,1,1,034,28,09,1978,03,3,,0,01,2,00205,3836,0
05,0813,11,40119,3,1,06,-,3,2,004,29,07,2009,,,,0,01,2,00205,3836,0
05,0813,11,40119,3,1,05,-,3,2,009,12,11,2003,02,4,,0,01,2,00205,3836,0
05,0813,11,40119,3,1,04,-,3,1,014,03,09,1998,02,2,,0,01,2,00205,3836,0
05,0813,11,40119,3,1,03,-,3,1,016,24,03,1997,03,1,,0,01,2,00205,3836,0
05,0813,11,40119,3,1,02,-,2,2,032,04,11,1980,04,3,,0,01,2,00205,3836,0
05,0813,11,40119,3,1,01,-,1,1,041,02,02,1972,03,3,,1,01,2,00205,3836,7687
05,0813,11,40119,2,1,03,-,3,1,000,05,08,2013,,,,0,01,2,00205,3836,0
05,0813,11,40119,2,1,02,-,2,2,020,31,05,1993,00,,,1,01,2,00205,3836,7658
05,0813,11,40119,2,1,01,-,1,1,021,17,02,1992,03,2,,0,01,2,00205,3836,0
05,0813,11,40119,4,1,04,-,3,2,014,04,11,1998,03,2,,0,01,2,00205,3836,0
05,0813,11,40119,4,1,03,-,3,2,017,24,05,1996,03,3,,0,01,2,00205,3836,0
05,0813,11,40157,3,1,01,-,1,1,079,22,03,1934,02,3,,1,01,3,00206,6340,18591
05,0813,11,40157,4,1,03,-,3,1,031,03,01,1982,03,2,,0,01,3,00206,6340,0
05,0813,11,40157,5,1,03,-,3,2,019,24,10,1993,04,3,,0,01,3,00206,6340,0
05,0813,11,40157,5,1,02,-,2,2,045,15,10,1967,03,2,,0,01,3,00206,6340,0
05,0813,11,40157,5,1,01,-,1,1,053,06,08,1960,07,4,3,1,01,3,00206,6340,18591
05,0813,11,40157,1,1,04,-,3,1,013,14,02,2000,03,6,,0,01,3,00206,6340,0
05,0813,11,40157,1,1,03,-,3,1,015,30,10,1997,03,3,,0,01,3,00206,6340,0
05,0813,11,40157,3,1,03,-,3,2,038,06,10,1974,02,5,,0,01,3,00206,6340,0
05,0813,11,40157,3,1,04,-,4,2,016,12,09,1996,04,1,,0,01,3,00206,6340,0
05,0813,11,40157,1,1,02,-,3,1,017,08,04,1996,04,1,,0,01,3,00206,6340,0
05,0813,11,40157,2,1,01,-,1,1,041,05,11,1971,03,6,,1,01,3,00206,6340,18591
05,0813,11,40157,2,1,02,-,2,2,042,27,10,1970,02,3,,0,01,3,00206,6340,0
05,0813,11,40157,2,1,03,-,3,2,018,29,10,1994,03,1,,0,01,3,00206,6340,0
05,0813,11,40157,2,1,04,-,3,2,014,08,08,1999,03,1,,0,01,3,00206,6340,0
05,0813,11,40157,4,1,01,-,1,2,059,03,02,1954,02,6,,0,01,3,00206,6340,0
05,0813,11,40157,4,1,02,-,3,2,034,07,07,1979,06,3,2,1,01,3,00206,6340,19388
05,0813,11,40157,1,1,01,-,1,2,039,01,10,1973,03,3,,1,01,3,00206,6340,6463
05,0813,11,40157,4,1,04,-,4,1,009,30,04,2004,02,3,,0,01,3,00206,6340,0
05,0813,11,40157,3,1,02,-,2,2,073,09,11,1939,02,2,,0,01,3,00206,6340,0
05,0813,11,40160,1,1,01,-,1,1,027,23,12,1985,04,3,,1,01,3,00207,3402,6650
05,0813,11,40160,1,1,02,-,2,2,032,22,09,1980,04,1,,0,01,3,00207,3402,0
05,0813,11,40160,1,1,03,-,3,2,006,28,06,2007,01,2,,0,01,3,00207,3402,0
05,0813,11,40160,1,1,04,-,3,1,002,02,08,2011,,,,0,01,3,00207,3402,0
05,0813,11,40160,1,1,05,-,3,1,001,11,01,2012,,,,0,01,3,00207,3402,0
05,0813,11,40160,2,1,01,-,1,2,031,12,04,1982,07,4,3,1,01,3,00207,3402,3468
05,0813,11,40160,4,1,01,-,1,1,054,24,02,1959,02,2,,0,01,3,00207,3402,0
05,0813,11,40160,4,1,02,-,2,2,049,10,11,1963,00,,,0,01,3,00207,3402,0
05,0813,11,40160,4,1,03,-,3,1,028,31,10,1984,04,3,,1,01,3,00207,3402,13301
05,0813,11,40160,5,1,05,-,3,2,008,05,04,2005,02,2,,0,01,3,00207,3402,0
05,0813,11,40160,5,1,04,-,3,1,013,27,05,2000,03,1,,0,01,3,00207,3402,0
05,0813,11,40160,5,1,03,-,3,1,014,27,03,1999,03,2,,0,01,3,00207,3402,0
05,0813,11,40160,5,1,02,-,2,2,040,06,02,1973,04,3,,0,01,3,00207,3402,0
05,0813,11,40160,5,1,01,-,1,1,047,16,06,1966,04,5,,1,01,3,00207,3402,6650
05,0813,11,40160,3,1,05,-,3,2,017,31,01,1996,03,3,,0,01,3,00207,3402,0
05,0813,11,40160,3,1,04,-,3,2,017,31,01,1996,03,3,,0,01,3,00207,3402,0
05,0813,11,40160,3,1,03,-,3,1,028,01,04,1985,03,3,,1,01,3,00207,3402,9976
05,0813,11,40160,3,1,02,-,2,2,050,27,03,1963,00,,,0,01,3,00207,3402,0
05,0813,11,40160,3,1,01,-,1,1,073,03,10,1939,04,3,,0,01,3,00207,3402,0
05,0813,11,40160,4,1,04,-,3,1,020,02,11,1992,03,3,,0,01,3,00207,3402,0
05,0813,11,40160,4,1,05,-,3,2,015,02,08,1998,03,3,,0,01,3,00207,3402,0
05,0813,11,40203,1,1,04,-,4,2,022,05,07,1991,03,3,,0,01,4,00208,4276,0
05,0813,11,40203,4,1,04,-,3,2,003,11,11,2009,,,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,06,-,4,2,020,02,07,1993,03,3,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,07,-,4,1,002,02,02,2011,,,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,08,-,4,2,001,20,05,2012,,,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,09,-,3,1,000,20,10,2012,,,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,05,-,4,1,018,05,09,1994,03,3,,0,01,4,00208,4276,0
05,0813,11,40203,4,1,03,-,3,1,011,30,03,2002,02,5,,0,01,4,00208,4276,0
05,0813,11,40203,4,1,02,-,2,2,031,10,07,1982,03,3,,1,01,4,00208,4276,8568
05,0813,11,40203,4,1,01,-,1,1,032,23,09,1980,09,2,4,0,01,4,00208,4276,0
05,0813,11,40203,2,1,04,-,3,1,011,31,01,2002,02,5,,0,01,4,00208,4276,0
05,0813,11,40203,2,1,03,-,3,2,013,03,06,2000,03,1,,0,01,4,00208,4276,0
05,0813,11,40203,2,1,02,-,2,2,037,15,01,1976,06,3,2,0,01,4,00208,4276,0
05,0813,11,40203,2,1,01,-,1,1,037,09,07,1976,04,3,,1,01,4,00208,4276,8533
05,0813,11,40203,1,1,03,-,4,1,020,02,07,1993,03,3,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,02,-,2,2,023,10,09,1989,04,3,,0,01,4,00208,4276,0
05,0813,11,40203,1,1,01,-,1,1,025,18,07,1988,04,3,,1,01,4,00208,4276,25598
05,0813,11,40203,5,1,05,-,3,1,018,01,09,1994,04,1,,0,01,4,00208,4276,0
05,0813,11,40203,5,1,04,-,3,2,021,22,07,1992,07,2,3,1,01,4,00208,4276,21419
05,0813,11,40203,5,1,03,-,3,1,022,19,06,1991,07,2,3,0,01,4,00208,4276,0
05,0813,11,40203,5,1,02,-,2,1,049,19,05,1964,05,6,1,0,01,4,00208,4276,0
05,0813,11,40203,5,1,01,-,1,2,052,03,05,1961,05,6,1,0,01,4,00208,4276,0
05,0813,11,40203,3,1,05,-,3,1,003,08,04,2010,,,,0,01,4,00208,4276,0
05,0813,11,40203,3,1,04,-,3,2,009,02,09,2003,02,4,,0,01,4,00208,4276,0
05,0813,11,40203,3,1,03,-,3,2,016,29,07,1997,04,1,,0,01,4,00208,4276,0
05,0813,11,40203,3,1,02,-,2,2,038,31,01,1975,07,4,3,0,01,4,00208,4276,0
05,0813,11,40203,3,1,01,-,1,1,034,18,02,1979,06,3,2,1,01,4,00208,4276,8533
05,0813,11,40207,5,1,06,-,3,1,003,16,03,2010,,,,0,01,3,00209,5924,0
05,0813,11,40207,5,1,02,-,2,2,029,02,08,1984,03,3,,1,01,3,00209,5924,12077
05,0813,11,40207,5,1,01,-,1,1,040,03,07,1973,03,3,,0,01,3,00209,5924,0
05,0813,11,40207,1,1,01,-,1,2,063,12,11,1949,07,4,3,0,01,3,00209,5924,0
05,0813,11,40207,1,1,02,-,3,2,031,20,05,1982,02,6,,1,01,3,00209,5924,24155
05,0813,11,40207,1,1,03,-,3,2,032,06,03,1981,07,4,3,0,01,3,00209,5924,0
05,0813,11,40207,5,1,05,-,3,2,004,22,10,2008,,,,0,01,3,00209,5924,0
05,0813,11,40207,1,1,05,-,4,1,003,05,01,2010,,,,0,01,3,00209,5924,0
05,0813,11,40207,3,1,01,-,1,1,074,10,05,1939,02,6,,1,01,3,00209,5924,11580
05,0813,11,40207,3,1,02,-,2,2,071,20,12,1941,02,3,,0,01,3,00209,5924,0
05,0813,11,40207,5,1,03,-,3,1,012,27,06,2001,02,6,,0,01,3,00209,5924,0
05,0813,11,40207,5,1,04,-,3,2,008,28,06,2005,02,2,,0,01,3,00209,5924,0
05,0813,11,40207,1,1,04,-,4,1,033,11,02,1980,03,3,,0,01,3,00209,5924,0
05,0813,11,40209,1,2,01,-,1,2,024,29,05,1989,06,3,2,1,01,2,00210,6243,12464
05,0813,11,40209,3,1,02,-,2,2,074,05,08,1939,00,,,1,01,2,00210,6243,12464
05,0813,11,40209,3,1,01,-,1,1,076,11,04,1937,00,,,0,01,2,00210,6243,0
05,0813,11,40209,2,1,02,-,3,1,024,05,08,1989,03,3,,1,01,2,00210,6243,12510
05,0813,11,40209,2,1,01,-,1,1,071,20,10,1941,00,,,0,01,2,00210,6243,0
05,0813,11,40209,1,2,03,-,3,2,003,28,12,2009,,,,0,01,2,00210,6243,0
05,0813,11,40209,4,1,01,-,1,1,016,08,11,1996,02,6,,0,03,2,00210,6243,0
05,0813,11,40209,4,1,02,-,2,2,017,22,04,1996,03,3,,0,03,2,00210,6243,0
05,0813,11,40209,4,1,03,-,3,1,000,06,03,2013,,,,0,03,2,00210,6243,0
05,0813,11,40209,5,1,01,-,1,1,021,03,08,1992,03,3,,1,01,2,00210,6243,12510
05,0813,11,40209,3,3,01,-,1,2,030,15,07,1983,03,3,,1,01,2,00210,6243,6232
05,0813,11,40209,1,1,03,-,3,1,021,23,08,1991,03,3,,0,01,2,00210,6243,0
05,0813,11,40209,1,1,02,-,2,2,049,11,05,1964,03,3,,1,01,2,00210,6243,18696
05,0813,11,40209,1,1,01,-,1,1,044,15,04,1969,02,3,,0,01,2,00210,6243,0
05,0813,11,40209,3,2,02,-,2,1,033,09,01,1980,03,3,,0,01,2,00210,6243,0
05,0813,11,40209,3,2,01,-,1,2,032,28,04,1981,04,3,,1,01,2,00210,6243,12464
05,0813,11,40209,5,1,02,-,2,2,022,16,01,1991,03,3,,0,01,2,00210,6243,0
05,0813,11,40209,1,2,02,-,2,1,022,09,10,1990,03,3,,0,01,2,00210,6243,0
05,0813,11,40213,4,1,04,-,3,2,002,30,09,2010,,,,0,01,2,00211,4107,0
05,0813,11,40213,4,1,05,-,3,2,001,26,06,2012,,,,0,01,2,00211,4107,0
05,0813,11,40213,2,1,01,-,1,1,031,26,12,1981,04,3,,1,01,2,00211,4107,8230
05,0813,11,40213,2,1,02,-,2,2,028,30,08,1984,04,3,,0,01,2,00211,4107,0
05,0813,11,40213,2,1,03,-,3,2,006,17,04,2007,01,3,,0,01,2,00211,4107,0
05,0813,11,40213,4,1,01,-,1,1,027,23,06,1986,03,3,,1,01,2,00211,4107,8230
05,0813,11,40213,4,1,02,-,2,2,028,12,01,1985,04,3,,0,01,2,00211,4107,0
05,0813,11,40213,4,1,03,-,3,2,007,15,12,2005,02,3,,0,01,2,00211,4107,0
05,0813,11,40213,3,1,01,-,1,1,031,21,03,1982,03,3,,0,01,2,00211,4107,0
05,0813,11,40213,3,1,02,-,2,2,033,08,05,1980,02,6,,1,01,2,00211,4107,8199
05,0813,11,40213,3,1,03,-,3,2,011,29,12,2001,02,5,,0,01,2,00211,4107,0
05,0813,11,40213,3,1,04,-,3,1,009,12,02,2004,02,3,,0,01,2,00211,4107,0
05,0813,11,40213,3,1,05,-,3,2,004,16,03,2009,,,,0,01,2,00211,4107,0
05,0813,11,40213,1,1,01,-,1,1,024,25,09,1988,03,3,,1,01,2,00211,4107,4115
05,0813,11,40213,5,1,01,-,1,2,032,06,04,1981,04,2,,1,01,2,00211,4107,4100
05,0813,11,40213,5,1,02,-,3,1,004,17,04,2009,,,,0,01,2,00211,4107,0
05,0813,11,40213,5,1,03,-,3,1,002,14,09,2010,,,,0,01,2,00211,4107,0
05,0813,11,40242,1,1,03,-,3,1,033,05,01,1980,03,3,,0,01,2,00212,5012,0
05,0813,11,40242,3,1,01,-,1,2,035,13,08,1978,03,3,,1,01,2,00212,5012,5003
05,0813,11,40242,1,1,01,-,1,1,057,20,05,1956,02,6,,0,01,2,00212,5012,0
05,0813,11,40242,5,1,05,-,3,2,011,27,09,2001,02,5,,0,01,2,00212,5012,0
05,0813,11,40242,5,1,04,-,3,1,014,26,06,1999,03,2,,0,01,2,00212,5012,0
05,0813,11,40242,5,1,03,-,3,1,018,27,06,1995,04,3,,0,01,2,00212,5012,0
05,0813,11,40242,5,1,02,-,2,2,043,16,07,1970,04,3,,1,01,2,00212,5012,15009
05,0813,11,40242,5,1,01,-,1,1,048,23,10,1964,04,3,,0,01,2,00212,5012,0
05,0813,11,40242,1,1,02,-,2,2,057,28,05,1956,02,2,,0,01,2,00212,5012,0
05,0813,11,40242,2,1,05,-,3,2,005,25,11,2007,01,2,,0,01,2,00212,5012,0
05,0813,11,40242,2,1,04,-,3,2,009,17,09,2003,02,4,,0,01,2,00212,5012,0
05,0813,11,40242,2,1,03,-,3,2,015,25,11,1997,03,3,,0,01,2,00212,5012,0
05,0813,11,40242,2,1,02,-,2,2,033,09,08,1980,02,5,,0,01,2,00212,5012,0
05,0813,11,40242,2,1,01,-,1,1,038,09,08,1975,03,3,,1,01,2,00212,5012,10043
05,0813,11,40242,4,1,03,-,3,1,002,08,07,2011,,,,0,01,2,00212,5012,0
05,0813,11,40242,4,1,02,-,2,2,027,22,07,1986,02,6,,1,01,2,00212,5012,10006
05,0813,11,40242,4,1,01,-,1,1,030,30,06,1983,02,4,,0,01,2,00212,5012,0
05,0813,11,40242,3,1,03,-,3,1,011,13,02,2002,02,5,,0,01,2,00212,5012,0
