"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P18_11,C,1","S4P18_12,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
27,0813,18,40009,5,1,05,03,3,,,,,,,,,,,,,,,,1,,1,ENTREGA OFICIOS A DIFERENTES LUGARES  E INSTITUCIONES,97,"REPARTIDOR DE OFICIOS, MENSAJERO",93,SE ENCARGA DE  PROPORCIONAR EDUCACION  DE DIFERENTES ALUMNOS  DE INSTITUCIONES DEL ESTADO DE NAYARIT,2,4,4,4,4,4,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,,,,,,,,1,,000,,,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,4,4,4,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,1,,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,6,6,6,6,6,6,2,30412
27,0813,18,40009,2,1,01,07,5,5611,INGENIERO AGRONOMO,3,1,1,1,1,1,,23,2,,,1,1,1,,4,"ATENDER A LOS CLIENTES,RECIBIR A LOS PROVEEDORES EN UNA TIENDA DE ABARROTES",41,DUE�O DE TIENDA DE ABARROTES,46,COMPRA VENTA DE MERCANCIA PARA VENDERLA AL PUBLICO EN GENERAL,2,3,3,3,3,2,3,2,,,,,,,,,2,1,1,2,2,2,1,1,1,1,2,,2,1,2,2,2,2,2,6,5,2,3,4,1,,,,019,007,008,005,001,000,7,35,07,07,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,3,2,10,10,10,10,08,02,08,08,08,05,09,08,09,09,06,06,4,3,4,4,2,1,2,2,1,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,,1,2,3,,,,,3,4,3,3,3,3,4,3,3,4,3,3,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,4,2,3,1,1,1,1,6082
27,0813,18,40009,4,1,03,06,3,2814,TECNICO EN SECRETARIA AUXILIAR,2,,,,,1,,27,2,,,2,2,1,,1,"RECIBIR LLAMADAS, HACER PEDIDOS DE MEDICAMENTO EN UN CONSULTORIO",31,SECRETARIA,62,DAR CONSULTAS MEDICAS A DIFERENTES CLIENTES EN UN CONSULTORIO,2,2,4,3,3,1,3,2,,,,,,,,,1,1,1,2,1,2,1,1,1,1,2,,4,4,4,4,3,4,4,2,3,6,4,1,5,,,,000,,,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,5,5,5,2,2,08,10,07,10,10,08,06,08,09,10,10,08,10,10,07,08,4,4,4,4,2,4,4,2,2,4,4,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,1,,3,2,,,,,2,2,1,3,4,4,4,4,3,5,4,4,1,2,2,1,3,3,3,3,1,1,1,1,3,3,1,3,3,1,2,3,2,2,3,4,4,3,3,4,3,19031
27,0813,18,40009,3,1,01,07,4,5341,DERECHO,3,1,1,1,1,1,,29,2,,,2,1,1,,1,"ATENDER A LOS CLIENTES, ENVOLVER REGALOS EN UN NEGOCIO",42,EMPLEADA DE MOSTRADOR,46,VENTA DE REGALOS AL PUBLICO EN GENERAL,2,4,3,3,3,2,2,4,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,,2,2,3,3,2,2,3,4,5,6,1,2,3,,,,000,,,000,,,7,05,04,01,01,07,06,01,EL CONSUMIDOR,PROCESO,TV NOVELAS,1,01,02,,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,1,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,2,2,3,2,04,08,01,08,08,05,05,08,05,03,08,03,10,10,05,03,2,3,4,2,2,2,2,3,3,3,3,2,2,2,3,3,1,3,3,1,1,4,1,3,3,3,2,2,1,,3,,,,,4,3,2,2,3,3,3,3,3,3,3,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,3,2,2,1,2,1,3,3,4,4,4,1,2,1,1,12687
27,0813,18,40009,1,1,03,09,2,7330,EN ADMINISTRACION,4,2,2,2,1,1,,31,1,1,2,,,1,,1,DIRIGIR Y ADMINISTRAR LA INSTITUCION EDUCATIVA,12,DIRECTORA GENERAL,61,A IMPARTIR CLASES A DIFERENTES ALUMNOS DESDE PRIMARIA HASTA MAESTRIA  EN UNA ESCUELA PRIVADA,2,3,3,2,2,1,3,1,,,,,,,,,1,1,1,2,1,1,1,1,1,1,2,,2,2,2,3,2,3,2,6,5,4,2,3,1,,,,012,006,002,001,000,000,2,03,03,00,00,,,,,,,1,01,02,,1,1,20,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,2,03,10,03,08,08,01,10,09,08,06,06,07,08,08,02,07,3,3,3,3,2,1,2,2,3,2,3,2,2,3,2,1,1,2,1,2,1,2,1,1,2,1,2,3,2,,1,,,,,2,1,2,3,3,2,3,3,3,4,2,2,2,2,2,3,3,2,1,3,1,1,1,2,1,3,1,3,2,1,1,1,3,2,4,3,3,2,2,2,2,25374
27,0813,18,40014,2,1,01,07,4,5531,LICENCIATURA EN ARQUITECTURA,3,2,1,2,1,2,,29,2,,,1,2,1,,4,SUPERVISOR DE OBRA..VERIFICAR QUE TANTO AVANZE LLEVA LA CONSTRUCCION DE LAS VIVIENDAS,71,SUPERVISOR,23,"SUPERVISION DE OBRAS EN VIVIENDAS,MATERIALES CIMBRAS.",2,4,3,2,2,3,4,2,,,,,,,,,2,1,2,2,1,1,2,2,1,2,2,,4,2,3,3,3,4,3,3,4,5,1,2,6,,,,021,004,012,021,014,000,0,,,,00,,,,,,,1,01,00,,1,1,14,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,,1,1,1,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,1,2,2,06,06,06,09,09,08,09,08,10,09,09,07,10,10,05,08,4,4,4,4,2,2,2,2,1,2,3,2,2,2,2,2,2,3,1,2,4,4,1,3,2,4,2,1,,3,2,,,,,3,4,2,2,2,2,4,4,4,2,4,2,1,2,1,1,3,3,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,3,5,1,1,1,1,1,1,4816
27,0813,18,40014,4,1,01,04,3,,,,,,,,1,,22,2,,,2,2,1,,4,"LAVAR ROPA AJENA,EN VARIAS LAVADORAS",96,LAVANDERO,81,LAVADO Y SECADO DE ROPA,2,1,3,4,4,3,3,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,3,4,4,4,3,3,4,3,5,1,2,6,,,,035,014,007,000,,,7,03,03,00,00,,,,,,,1,01,00,,1,1,3,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,5,2,1,3,11,10,08,10,09,08,09,08,09,09,09,09,09,09,09,09,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,5,,3,2,1,,,,,5,5,5,5,3,3,3,3,3,5,3,2,1,1,1,1,3,3,1,1,1,1,1,3,1,3,3,3,3,3,1,1,5,4,5,6,5,6,5,4,2,19263
27,0813,18,40014,3,1,01,02,1,,,,,,,,,,,,,,,,5,5,,,,,,,,2,4,2,3,3,4,4,,,,,,,,,1,2,2,2,2,2,2,1,1,1,2,,3,4,3,2,3,3,4,,,,,,,1,,,021,014,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,POR ENFERMEDAD NO LOS VISITA,3,2,5,4,4,08,09,09,09,08,11,11,11,11,08,10,08,10,10,07,09,3,3,3,2,5,5,3,3,2,3,2,2,3,5,3,2,2,4,2,5,2,4,1,2,1,4,5,,,,,1,POR LA INFLUENCIA DE LOS PADRES,,,5,5,3,5,4,4,4,4,5,5,4,3,1,1,1,2,3,3,1,3,3,3,1,1,3,3,3,3,3,3,1,2,1,4,5,1,5,3,3,6,3,10045
27,0813,18,40014,5,1,02,04,3,,,,,,,,1,,19,1,2,1,,,1,,1,"ATENCION AL CLIENTE,RESPONDER EL TELEFONO",32,RECEPCIONISTA,62,"TOMAR RADIOGRAFIAS,",2,1,4,2,2,3,3,3,,,,,,,,,1,2,2,1,1,1,2,2,1,2,2,,1,3,3,3,3,2,3,6,5,3,2,4,1,,,,021,004,004,014,007,000,2,04,02,00,05,25,10,04,TEORIA,FUT BOL TOTAL,,1,01,02,,1,1,99,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,,1,1,1,1,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,3,3,2,2,2,08,10,08,09,08,08,07,09,08,08,09,08,09,08,08,08,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,1,1,2,2,2,2,4,2,3,2,3,3,,2,3,1,,,,,2,2,2,3,3,3,3,3,2,3,2,3,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,3,3,5,1,1,1,1,1,1,9632
27,0813,18,40019,5,1,01,04,1,,,,,,,,1,,17,2,,,2,2,1,,1,CONDUCIR UN CAMION DE CARGA PESADA,83,CHOFER,43,COMPRAR FIERRO Y VENDERLO A CLIENTES CON TALLERES DE HERRERIA,2,3,3,3,3,3,3,3,,,,,,,,,1,1,1,2,2,2,1,1,1,1,2,,2,2,1,2,2,2,2,3,5,6,1,4,2,,,,014,007,007,056,014,000,0,,,,00,,,,,,,2,,,,1,1,10,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,2,09,09,09,08,09,10,09,09,09,09,09,09,10,10,07,09,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,4,3,1,,2,,,,,3,3,3,3,3,3,4,4,3,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,3,1,5,1,3,3,1,1,2,5713
27,0813,18,40019,2,1,02,03,3,,,,,,,,,,,,,,,,1,,1,ENSAMBLAR ARMES DE PARTES DE AUTOMOVILES EN UNA EMPRESA,82,ENSAMBLADORA,33,ENSAMBLAR ARNES DE AUTOMOVILES DE DIFERENTES MARCAS EN UNA EMPRESA,2,2,4,1,1,1,2,2,,,,,,,,,1,1,1,2,1,1,1,1,1,1,2,,3,3,2,2,2,2,3,2,4,5,3,1,6,,,,021,005,004,000,,,0,,,,00,,,,,,,1,01,00,,1,1,28,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,,2,1,2,2,1,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,1,1,2,08,10,08,09,09,09,08,09,10,10,10,08,10,10,08,10,4,3,4,3,2,2,2,2,2,1,4,1,3,3,3,2,2,3,3,2,2,3,1,1,1,3,3,3,1,2,,,,,,2,3,2,2,3,3,2,2,3,3,2,2,1,2,1,1,3,1,1,3,1,2,1,1,1,3,3,3,1,2,2,1,3,3,4,1,3,2,1,1,2,5692
27,0813,18,40019,1,1,02,07,6,5711,MEDICO CIRUJANO,3,1,1,1,1,1,,22,2,,,1,2,1,,1,"ATENDER,DAR MEDICAMENTO Y REVISAR  A ENFERMOS EN CENTRO DE REHABILITACION SOCIAL",24,MEDICO,62,A DAR CONSULTAS A INTERNOS ENFERMOS DEL CENTRO DE REHABILITACION SOCIAL,2,3,3,1,1,1,2,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,3,3,2,2,2,3,3,6,5,3,2,4,1,,,,010,001,005,006,001,000,0,,,,01,02,01,01,MUY INTERESANTE,,,1,01,02,,1,1,15,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,,2,1,1,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,3,3,07,10,07,10,08,09,08,08,08,09,10,09,10,10,08,08,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2,3,1,2,1,3,1,3,2,,3,1,2,,,,,2,3,2,3,3,3,2,2,3,4,3,1,1,2,1,1,3,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,2,3,5,4,4,2,1,1,1,5692
27,0813,18,40019,3,1,01,03,3,,,,,,,,,,,,,,,,1,,1,CONDUCIR UN CAMION DE CARGA PESADA,83,CHOFER,43,A LA DISTRIBUCION DE CARNE CONGELADA EN DIFERENTES  CLIENTES,2,1,4,2,1,4,1,1,,,,,,,,,2,1,1,1,2,1,1,1,1,1,2,,3,3,2,4,4,3,3,5,6,3,1,4,2,,,,010,003,001,003,001,001,7,35,15,07,04,08,03,02,TV NOVELAS,MUY INTERESANTE,,1,05,00,,1,1,14,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,,1,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,2,3,2,2,10,10,08,10,08,09,10,08,09,09,09,09,10,09,08,09,4,3,4,2,2,2,2,2,1,3,3,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,,1,2,3,,,,,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,3,3,4,1,1,1,1,1,1,5713
27,0813,18,40041,2,1,01,02,2,,,,,,,,,,,,,,,,6,5,,,,,,,,4,4,4,4,3,4,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,,,,,,,,1,,014,007,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,04,04,03,11,09,09,01,04,05,10,04,03,08,07,04,10,4,4,4,5,5,5,5,3,3,3,4,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,1,5,5,4,5,5,5,5,5,5,5,5,4,3,2,2,3,3,3,3,2,3,2,1,2,3,3,3,3,1,3,3,3,5,4,6,3,4,6,6,6,2,3223
27,0813,18,40041,5,1,01,02,6,,,,,,,,,,,,,,,,1,,1,ADMINISTRAR EL NEGOCIO EN UNA FLORERIA COMPRA VENTA DE FLORES,14,ADMINISTRADOR,46,COMPRA FLORES PARA RAELIZAR ARREGLOS FLORALES PARA LA VENTA AL CLIENTE EN GENERAL,2,3,4,3,4,3,3,3,,,,,,,,,1,1,1,2,2,2,2,2,1,1,2,,3,4,3,3,3,3,3,4,5,6,2,3,1,,,,029,007,000,000,,,7,35,07,03,00,,,,,,,1,02,00,,1,1,21,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,3,10,10,06,10,08,08,10,10,10,10,08,08,10,10,09,10,2,2,4,2,1,1,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,4,1,1,1,1,1,,3,1,2,,,,,4,4,4,4,4,4,4,4,4,3,4,3,1,1,1,2,3,3,1,1,3,2,1,1,1,1,1,2,2,3,3,1,2,2,5,1,2,1,1,1,2,6446
27,0813,18,40041,3,1,06,07,2,5712,ENFERMERIA,3,1,2,2,2,1,,20,1,1,1,,,1,,7,,,,,,,3,4,3,2,2,3,3,,,,,,,,,1,1,1,1,1,1,2,1,2,1,2,,3,4,3,3,2,3,4,6,4,3,2,5,1,,,,000,,,001,001,000,0,,,,03,25,02,16,MUY INTERESANTE,CUO,,1,01,05,,1,1,30,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,,2,2,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,QUERIA CONOCER EL MUSEO,,,,,,,,,,3,2,2,2,2,09,10,07,09,08,08,09,10,10,10,09,09,10,10,10,10,2,3,4,2,1,2,2,2,1,2,4,1,1,2,2,2,1,2,1,2,1,2,1,3,1,3,3,,2,1,3,,,,,2,2,2,3,2,3,2,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,3,4,3,4,1,1,1,1,12892
27,0813,18,40072,2,1,03,09,2,7411,CIENCIAS BIOLOGICAS,4,1,1,1,1,1,,34,1,1,2,,,4,2,1,PRESTAR SERVICIO DE ASISTENCIA TECNICA PARA GRANJAS ACUICOLAS,22,ASISTENTE TECNICO EN GRANJAS ACUICOLAS,93,INCENTIVAR EL DESARROLLO DE LOS PRODUCTORES RURALES,1,2,3,1,1,2,3,3,,,,,,,,,1,1,1,1,1,1,2,2,1,1,2,,3,3,3,3,3,3,3,5,6,1,2,4,3,,,,017,007,010,002,002,000,0,,,,03,09,03,06,REVISTA CIENTIFICA,DIVULGACION CIENTIFICA,,1,01,03,,1,1,21,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,,2,1,1,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,1,FALTA DE INICIATIVA,4,4,2,2,1,07,09,07,09,10,08,08,07,07,09,09,09,09,09,07,07,3,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,1,4,1,3,3,3,2,3,2,4,3,,3,1,2,,,,,1,2,2,2,2,2,2,4,2,3,3,3,1,2,2,1,2,1,1,3,1,1,1,2,1,1,1,2,2,2,1,3,3,3,5,2,4,2,2,2,1,11017
27,0813,18,40072,5,1,01,02,6,,,,,,,,,,,,,,,,1,,1,"ATENDER A LOS CLIENTES, RECIBIR PROVEEDORES EN UN DEPOSITO DE CERVEZA",42,EMPLEADO DE MOSTRADOR,46,COMPRA VENTA DE BEBIDAS ALCOHOLICAS PARA LA VENTA AL PUBLICO EN GENERAL,2,3,2,2,2,2,2,1,,,,,,,,,1,1,1,1,2,2,1,1,1,1,2,,3,2,3,4,2,2,3,2,4,6,1,3,5,,,,007,007,000,007,006,001,0,,,,01,01,00,00,MECANICA POPULAR,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,2,08,10,09,10,10,09,08,10,10,10,10,10,10,10,05,10,3,2,3,1,1,5,2,3,2,2,3,1,2,2,2,2,1,1,2,2,2,4,1,2,1,2,4,3,,1,2,,,,,3,3,1,3,1,2,4,4,4,4,4,2,1,1,1,2,3,3,3,1,2,2,1,2,1,2,2,2,2,1,2,2,3,3,4,1,4,1,1,1,1,3672
27,0813,18,40072,3,1,02,07,5,5335,ADMINISTRACION DE EMPRESAS,3,2,2,2,1,1,,20,1,1,2,,,1,,1,"PAGAR A PROVEEDORES,CAPTURAR COMPRAS,REALIZAR COMPRAS EN UNA OFICINA DE REFACCIONARIA",17,JEFA ADMINISTRATIVA,46,COMPRA VENTA DE REFACCIONES Y AUTOPARTES AUTOMOTRICES,2,3,3,2,2,1,3,2,,,,,,,,,1,2,1,1,1,1,1,1,1,2,2,,4,3,3,3,2,4,3,6,4,2,1,3,5,,,,015,010,001,000,,,3,03,03,00,01,04,00,03,MUY INTERESANTE,CONOSCA MAS,AUTOMOVIL,1,01,02,,1,1,15,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,CATALOGOS DE REFACCIONES,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,0,0,0,0,0,0,0,1,CUANDO FUE SE ENCONTRABA CERRADO,3,3,3,2,2,08,08,08,09,07,08,05,08,08,05,09,08,10,09,05,08,2,3,4,2,1,1,2,3,2,3,4,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,2,,1,3,2,,,,,3,3,3,2,2,2,2,2,3,3,2,3,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,3,4,2,2,1,2,2,2,7660
27,0813,18,40078,5,1,01,07,5,5531,LICENCIADO EN ARQUITECTURA,3,2,1,1,1,1,,27,2,,,1,1,8,1,4,ELABORACION DE CONSERVA DE FRUTAS PARA LA VENTA A PEQUE�OS COMERCIOS,75,ELABORADOR DE CONSERVAS DE FRUTAS,31,ELABORACION DE CONSERVA DE FRUTAS  PARA LA VENTA,2,3,1,1,1,2,3,3,,,,,,,,,2,1,1,2,1,1,1,1,1,1,2,,2,1,2,2,2,3,3,6,2,3,1,5,4,,,,007,007,000,000,,,7,14,07,05,03,06,03,03,PROCESO,MUY INTERESANTE,,1,01,00,,1,1,15,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,2,2,05,07,07,07,08,05,08,08,08,07,07,07,08,08,06,07,4,4,4,4,2,2,2,2,2,2,4,3,2,2,2,1,1,1,1,1,4,2,1,2,2,3,3,,2,1,3,,,,,3,3,3,3,3,4,4,4,4,3,4,3,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,3,3,4,1,2,1,1,1,2,18880
