"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2,C,1","S4P33_3,C,1","S4P33_4,C,1","S4P33_5,C,1","S4P33_6,C,1","S4P33_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P6_14,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
0809,1111,15,0086,16,0413,5,1,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,2,,2,2,,2,2,1,1,1,1,2,1,2,2,3,1,1,1,2,2,2,2,3,2,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11455
0809,332A,15,0019,16,0417,1,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,,2,2,,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,2,2,2,4,2,2,,2,1,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11903
0809,332A,15,0051,16,0417,2,1,01,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,,2,,2,2,,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,,1,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10648
0809,332A,15,0073,16,0417,3,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,,1,,2,2,,2,3,2,2,1,1,1,1,1,4,1,3,3,1,2,2,2,2,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10392
0809,332A,15,0111,16,0417,4,1,01,2,2,2,2,2,2,3,3,4,3,3,2,3,3,3,4,2,2,2,2,2,2,2,3,2,2,3,3,3,4,4,2,2,2,2,2,4,4,3,2,,2,,2,2,,2,2,3,3,2,3,1,2,1,3,3,3,1,2,,,3,2,3,3,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20784
0809,332A,15,0127,16,0417,5,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,,2,,2,2,,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,2,2,2,2,3,2,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952
0809,1037,15,0053,16,0035,3,1,02,2,2,2,2,2,2,3,3,3,4,2,2,3,3,3,2,2,2,2,2,3,2,2,4,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,1,,2,,4,2,,2,1,3,1,1,3,1,2,1,1,3,3,1,1,2,2,2,2,3,3,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12094
0809,3688,15,0146,16,0062,3,1,02,2,2,3,2,2,2,3,2,2,3,2,2,3,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,1,,2,,2,2,,2,2,1,1,1,1,2,2,1,1,3,3,3,1,2,1,1,2,2,2,3,3,2,1,2,3,1,0,0,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15010
0809,1925,15,0081,16,0074,3,1,01,2,2,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,2,,1,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,3,3,3,2,2,1,3,3,1,1,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15398
0809,0927,15,0007,16,0081,1,1,01,2,2,2,3,3,4,3,2,3,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,3,2,3,2,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,2,2,4,1,2,1,2,2,4,3,3,3,3,1,3,3,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42967
0809,0927,15,0039,16,0081,2,1,01,1,1,1,1,4,4,4,4,4,1,1,4,4,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,4,4,1,1,1,4,1,1,4,1,,1,,2,2,,2,1,1,1,1,1,1,1,1,1,3,2,3,1,2,1,4,2,4,4,4,4,4,2,,2,1,1,0,0,0,0,1,1,1,1,2,1,1,1,2,2,2,,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,5,2,1,1,1,1,2,5,1,,8401
0809,0927,15,0110,16,0081,5,1,02,2,3,2,5,5,5,5,5,5,5,3,3,2,2,3,2,3,3,1,3,4,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,3,2,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,2,3,1,1,2,1,3,2,3,2,5,3,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19663
0809,0950,15,0064,16,0097,2,1,01,2,2,1,1,1,3,2,2,2,2,1,4,3,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,3,2,3,3,2,1,1,2,2,2,2,2,,1,,3,1,4,1,2,1,1,1,1,1,1,1,2,1,2,3,1,2,1,3,2,3,3,2,2,2,2,,3,1,0,0,1,1,1,0,1,1,1,1,2,1,1,1,2,2,,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,4,1,,12723
0809,2622,15,0006,16,0112,1,1,06,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,,2,2,2,1,1,1,1,1,2,2,3,1,2,1,2,1,3,2,2,2,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41195
0809,2622,15,0043,16,0112,2,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,,1,,3,2,,1,1,2,1,1,1,3,1,1,3,3,3,3,1,2,2,3,3,3,3,3,3,2,2,,3,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7588
0809,2622,15,0122,16,0112,4,1,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,,2,,2,2,,2,1,2,1,1,1,1,1,1,1,3,3,4,1,1,1,2,2,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14016
0809,0700,15,0022,16,0181,1,1,03,2,2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,2,2,3,3,2,2,,1,,3,2,,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,2,1,2,1,3,3,3,2,,3,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,2,2,,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,2,1,1,1,1,1,2,1,,20175
0809,0700,15,0057,16,0181,2,1,01,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,4,1,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,3,3,3,1,,1,,2,2,,2,1,4,4,4,4,4,4,4,1,1,3,3,1,2,2,3,3,3,3,3,3,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12893
0809,0700,15,0097,16,0181,3,1,01,4,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,5,2,3,2,2,2,1,,1,,3,2,,2,3,4,1,1,4,1,1,1,4,3,1,5,1,2,1,2,3,3,2,3,2,2,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43614
0809,0700,15,0158,16,0181,5,1,01,3,2,3,3,2,3,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,,1,,1,2,,2,3,3,2,2,4,2,4,2,3,1,1,1,1,2,2,2,2,3,3,3,3,3,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18692
0809,1592,15,0364,16,0271,1,1,01,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,4,3,2,3,2,2,2,2,3,2,2,2,,2,,3,2,,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8658
0809,1592,15,0404,16,0271,2,1,02,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,2,2,3,2,2,2,2,1,3,3,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17316
0809,1592,15,0632,16,0271,3,1,02,2,2,2,2,2,2,3,2,2,5,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,,2,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23371
0809,1592,15,0726,16,0271,5,1,01,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,3,2,2,,2,,3,2,,2,1,2,1,1,1,1,2,1,1,3,3,3,1,1,1,1,2,3,3,5,3,3,2,,1,1,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29954
0809,0306,15,0063,16,0298,1,1,01,4,4,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,1,,1,,3,2,,2,3,3,2,1,3,2,2,1,1,3,3,1,1,2,1,2,2,3,3,3,3,3,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11536
0809,0306,15,0077,16,0298,2,1,01,2,2,4,2,4,2,3,3,5,5,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,3,2,3,2,2,3,3,2,3,1,,2,,2,2,,2,2,1,1,1,1,1,1,1,1,1,5,5,1,2,1,3,3,5,3,5,5,3,2,,5,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13740
0809,0306,15,0138,16,0298,3,1,01,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,,2,,2,2,,1,1,4,2,2,4,2,2,2,4,3,3,1,1,2,1,4,2,3,3,3,3,3,2,,2,1,1,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27480
0809,0306,15,0199,16,0298,5,1,03,1,2,2,2,2,2,3,3,2,2,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,4,2,2,3,2,,1,,2,2,,1,2,2,1,1,1,1,1,2,2,4,3,1,1,1,1,2,3,3,3,3,2,2,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,3,2,1,2,2,1,1,2,1,,20846
0809,3334,15,0097,16,0355,1,1,01,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,,2,,3,2,,2,1,2,1,1,2,2,2,2,1,3,3,1,1,2,1,3,2,3,3,2,2,2,2,,3,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4420
0809,3334,15,0330,16,0355,3,1,01,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,1,,1,,3,2,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,3,1,2,4,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098
0809,3334,15,0434,16,0355,4,1,01,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,3,3,3,3,2,2,2,2,2,2,2,,2,,2,2,,2,2,2,2,1,1,1,1,1,1,3,5,5,1,1,2,2,2,2,2,2,2,3,2,,2,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162
0809,3334,15,0473,16,0355,5,1,01,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,1,,1,,3,2,,2,3,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,2,2,2,3,2,2,2,,1,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744
0809,2622,15,0082,16,0112,3,1,01,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,3,2,,2,2,2,2,2,2,1,2,1,1,1,2,2,2,,,2,2,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406
0809,1037,15,0031,16,0035,2,1,01,2,2,3,2,1,2,2,1,2,3,2,2,1,2,1,1,2,1,1,1,3,2,2,1,1,2,2,2,3,2,2,4,2,2,2,1,2,1,2,2,,2,,2,2,,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,3,3,3,2,2,2,,4,1,1,0,0,1,0,0,1,1,1,3,1,3,1,1,2,2,,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,4,3,1,2,2,2,2,4,2,,11765
0809,2158,15,0003,16,0037,1,1,02,2,1,1,2,2,1,2,1,1,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,,2,,2,2,,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,4,4,3,2,2,,1,1,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16112
0809,2158,15,0042,16,0037,2,1,01,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,,2,,3,2,,2,2,2,1,1,2,1,1,2,2,1,1,4,1,1,1,2,2,3,2,2,3,2,2,,1,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338
0809,2158,15,0119,16,0037,4,1,02,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,,2,,3,1,3,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,1,3,2,2,2,2,2,2,1,1,2,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19330
0809,2158,15,0164,16,0037,5,1,02,2,2,2,2,2,2,2,1,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,3,2,,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,2,2,3,3,2,2,,2,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19330
0809,1588,15,0006,16,0082,1,1,01,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,,2,,3,2,,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,1,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13584
0809,1588,15,0034,16,0082,2,1,02,5,5,2,5,5,4,3,2,5,5,2,2,5,5,4,5,3,2,5,5,5,5,3,5,2,5,2,2,5,2,5,5,3,5,2,3,5,2,5,1,,1,,4,2,,2,3,1,1,1,1,1,1,1,1,1,1,1,2,,,2,2,2,2,5,2,5,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12318
0809,1588,15,0058,16,0082,3,1,01,5,5,2,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,2,3,5,2,5,1,,1,,5,2,,2,5,1,1,1,1,1,4,1,4,5,5,5,2,,,2,2,2,2,5,5,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9805
0809,1588,15,0083,16,0082,4,1,01,5,5,2,3,2,3,2,2,5,5,2,2,2,2,3,2,3,3,2,2,5,2,3,2,2,3,2,2,5,5,5,5,2,2,2,4,2,2,5,1,,1,,4,2,,2,2,1,1,1,2,1,4,1,3,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,5,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5666
0809,1588,15,0107,16,0082,5,1,02,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,,1,,3,2,,2,2,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,2,,2,1,1,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29059
0809,0700,15,0125,16,0181,4,1,03,2,2,2,2,2,2,3,2,2,3,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,1,,1,,4,1,1,2,3,3,1,2,1,1,1,1,1,3,1,2,2,,,2,2,2,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27158
0809,2656,15,0087,16,0220,2,1,04,2,2,2,2,2,4,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,1,,1,,2,2,,2,2,1,1,1,2,1,2,1,3,3,1,1,1,1,1,3,2,2,2,2,2,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37391
0809,2656,15,0201,16,0220,3,1,01,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,,2,,4,1,4,1,1,1,1,1,1,1,1,1,1,2,1,4,1,2,1,2,2,2,2,2,3,2,2,,1,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20454
0809,2656,15,0227,16,0220,4,1,02,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,1,,2,,2,2,,2,2,1,1,2,2,1,3,1,1,3,3,3,1,2,1,2,3,3,2,3,3,2,1,3,1,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20899
0809,2656,15,0316,16,0220,5,1,01,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,1,,2,,3,2,,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,4,2,2,2,3,3,2,2,,2,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20521
0809,1592,15,0682,16,0271,4,1,01,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,3,3,1,2,2,1,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,5,2,,2,,2,2,,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,3,3,2,3,2,2,,3,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16451
0809,0240,15,0005,16,0290,1,1,01,2,2,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,3,3,3,3,1,3,1,1,1,1,0,1,0,0,1,1,1,2,2,1,1,2,2,1,APOYO A LAS PERSONAS,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,4,1,5,4,1,,11540
0809,0240,15,0023,16,0290,2,1,04,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,3,2,2,2,1,,2,,2,2,,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,3,2,3,3,4,2,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28578
0809,0240,15,0047,16,0290,3,1,02,2,2,2,3,3,3,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,,1,,3,2,,1,1,1,1,1,1,1,1,1,1,5,2,2,1,1,2,2,2,3,3,3,3,3,2,,2,1,0,1,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34242
0809,0240,15,0071,16,0290,4,1,02,3,5,2,5,5,5,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,5,2,5,3,2,2,2,2,2,2,3,3,2,2,2,2,5,5,2,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,4,4,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19857
0809,3334,15,0137,16,0355,2,1,01,3,2,2,2,3,3,3,2,5,5,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,1,,2,,2,2,,2,2,1,2,2,2,2,1,1,1,1,5,5,2,,,2,3,3,2,2,3,3,2,,3,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487
0809,1588,15,0058,16,0082,3,2,01,4,2,2,4,2,4,4,2,2,4,2,4,4,2,2,2,4,2,2,2,2,2,1,2,2,4,1,4,4,2,4,4,4,2,1,2,2,4,2,1,,1,,5,2,,2,1,1,1,1,3,1,3,1,1,3,1,1,1,1,1,2,2,4,2,2,2,4,2,,3,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8359
0809,0240,15,0023,16,0290,2,2,01,2,2,2,2,4,4,4,2,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,4,1,4,1,1,4,1,1,4,4,1,1,1,4,1,1,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23080
0809,1255,29,0030,17,0065,2,1,02,2,2,2,2,2,3,4,3,3,3,2,3,3,3,4,2,3,2,2,2,2,2,2,3,2,2,2,4,2,3,3,2,2,2,2,3,2,3,2,1,,1,,2,2,,2,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,2,2,2,3,3,3,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8332
0809,1255,29,0059,17,0065,4,1,01,2,2,2,2,2,3,3,3,2,3,2,3,2,2,4,2,3,2,2,2,1,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,3,1,,1,,1,2,,2,2,1,1,1,1,4,2,3,2,1,1,1,2,,,1,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237
