"R_DEF,C,2","PER,C,4","AGEB,C,4","CD,C,2","V_SEL,C,1","ENT,C,2","CON,C,4","PRO_VIV,C,4","N_HOG,C,1","N_REN,C,2","PAR,C,1","SEX,C,1","EDA,C,3","NAC_DIA,C,2","NAC_MES,C,2","NAC_ANIO,C,4","NIV,C,2","GRA,C,1","A_ESC,C,1","R_ELE,C,1","FAC,N,10,0","FAC18,N,10,0","ED_ENPECYT,C,1"
01,0809,525A,09,2,08,0876,0050,1,03,4,1,055,29,01,1954,00,,,,7363,0,2
01,0809,525A,09,2,08,0876,0050,1,04,3,1,007,03,12,2001,02,1,,,7363,0,2
01,0809,525A,09,2,08,0876,0050,1,05,3,1,001,09,01,2008,,,,,7363,0,2
01,0809,525A,09,3,08,0876,0079,1,01,1,2,039,30,09,1969,03,2,,,7363,0,2
01,0809,525A,09,3,08,0876,0079,1,02,3,1,020,16,03,1989,03,3,,1,7363,17163,2
01,0809,525A,09,3,08,0876,0079,1,03,3,2,018,05,11,1990,03,3,,,7363,0,2
01,0809,525A,09,3,08,0876,0079,1,04,3,1,014,18,01,1995,03,3,,,7363,0,2
01,0809,525A,09,5,08,0876,0144,1,01,1,1,028,03,01,1981,04,2,,1,7363,7474,2
01,0809,1609,09,4,08,0550,0074,1,01,1,1,026,14,02,1983,03,3,,,4951,0,2
01,0809,1609,09,4,08,0550,0074,1,02,2,2,022,20,08,1987,03,3,,1,4951,9920,2
01,0809,1609,09,4,08,0550,0074,1,03,3,1,004,04,07,2005,,,,,4951,0,2
01,0809,1609,09,4,08,0550,0074,1,04,3,2,001,03,09,2007,,,,,4951,0,2
01,0809,361A,09,3,08,0574,0055,1,01,1,1,077,02,03,1932,02,2,,1,5101,10165,3
01,0809,361A,09,3,08,0574,0055,1,02,4,2,073,02,10,1935,02,2,,,5101,0,3
01,0809,361A,09,4,08,0574,0073,1,01,1,1,082,14,09,1926,02,4,,,5101,0,3
01,0809,361A,09,4,08,0574,0073,1,02,2,2,066,26,03,1943,02,6,,1,5101,10165,3
01,0809,361A,09,4,08,0574,0073,1,03,4,2,006,12,06,2003,01,3,,,5101,0,3
01,0809,361A,09,5,08,0574,0095,1,01,1,1,053,23,05,1956,02,6,,1,5101,12033,3
01,0809,361A,09,5,08,0574,0095,1,02,2,2,049,23,11,1959,02,6,,,5101,0,3
01,0809,361A,09,5,08,0574,0095,1,03,3,2,029,23,10,1979,04,3,,,5101,0,3
01,0809,361A,09,5,08,0574,0095,1,04,4,2,017,14,09,1991,03,3,,,5101,0,3
01,0809,2683,09,2,08,0587,0027,1,01,1,1,046,02,08,1963,03,2,,1,5212,10481,2
01,0809,2683,09,2,08,0587,0027,1,02,2,2,049,14,08,1960,03,3,,,5212,0,2
01,0809,2683,09,2,08,0587,0027,1,03,3,1,016,11,06,1993,04,1,,,5212,0,2
01,0809,5071,09,2,08,0705,0023,1,01,1,1,023,17,04,1986,04,1,,1,5581,10470,2
01,0809,5071,09,2,08,0705,0023,1,02,2,2,022,01,03,1987,03,3,,,5581,0,2
01,0809,5071,09,2,08,0705,0023,1,03,3,2,004,14,09,2004,,,,,5581,0,2
01,0809,5071,09,3,08,0705,0042,1,01,1,1,078,27,10,1930,02,3,,,5581,0,2
01,0809,5071,09,3,08,0705,0042,1,02,2,2,068,22,02,1941,02,2,,,5581,0,2
01,0809,5071,09,3,08,0705,0042,1,03,3,1,040,10,03,1969,04,1,,1,5581,17556,2
01,0809,5071,09,3,08,0705,0042,1,04,4,1,015,16,07,1994,03,3,,,5581,0,2
01,0809,5071,09,4,08,0705,0068,1,01,1,1,057,30,01,1952,02,6,,,5581,0,2
01,0809,5071,09,4,08,0705,0068,1,02,2,2,054,02,08,1955,02,6,,,5581,0,2
01,0809,5071,09,4,08,0705,0068,1,03,3,2,026,08,08,1983,06,3,2,1,5581,20517,2
01,0809,5071,09,5,08,0705,0092,1,01,1,2,038,10,10,1970,06,1,2,1,5581,11455,2
01,0809,5071,09,5,08,0705,0092,1,02,3,2,009,24,03,2000,02,3,,,5581,0,2
01,0809,5071,09,5,08,0705,0092,1,03,3,2,019,11,09,1989,07,1,3,,5581,0,2
01,0809,5071,09,5,08,0705,0092,1,04,3,2,006,28,01,2003,01,3,,,5581,0,2
01,0809,6440,09,2,08,0735,0041,1,01,1,1,028,10,11,1980,03,3,,,5061,0,3
01,0809,6440,09,2,08,0735,0041,1,02,2,2,034,03,05,1975,03,3,,1,5061,10644,3
01,0809,6440,09,2,08,0735,0041,1,03,3,2,005,12,06,2004,01,2,,,5061,0,3
01,0809,6440,09,2,08,0735,0041,1,04,3,2,004,08,09,2004,,,,,5061,0,3
01,0809,6440,09,2,08,0735,0041,1,05,3,1,000,11,11,2008,,,,,5061,0,3
01,0809,6440,09,3,08,0735,0069,1,01,1,1,035,09,04,1974,03,3,,1,5061,8217,3
01,0809,6440,09,3,08,0735,0069,1,02,2,2,038,01,11,1970,09,2,4,,5061,0,3
01,0809,6440,09,3,08,0735,0069,1,03,3,1,003,03,08,2006,,,,,5061,0,3
01,0809,6440,09,5,08,0735,0124,1,01,1,1,037,26,12,1971,06,3,2,,5061,0,3
01,0809,6440,09,5,08,0735,0124,1,02,2,2,039,18,03,1970,04,3,,1,5061,8217,3
01,0809,6440,09,5,08,0735,0124,1,03,3,2,009,31,01,2000,02,3,,,5061,0,3
01,0809,6440,09,5,08,0735,0124,1,04,3,2,006,16,08,2003,01,3,,,5061,0,3
01,0809,6440,09,5,08,0735,0124,1,05,3,1,003,03,11,2005,,,,,5061,0,3
01,0809,3925,09,2,08,0757,0042,1,01,1,1,048,06,12,1960,07,4,3,,4829,0,3
01,0809,3925,09,2,08,0757,0042,1,02,2,2,040,11,10,1968,03,3,,,4829,0,3
01,0809,3925,09,2,08,0757,0042,1,03,3,1,020,05,09,1988,03,3,,,4829,0,3
01,0809,3925,09,2,08,0757,0042,1,04,3,1,018,26,04,1991,03,3,,1,4829,20404,3
01,0809,3925,09,2,08,0757,0042,1,05,3,1,015,12,11,1993,03,3,,,4829,0,3
01,0809,3925,09,2,08,0757,0042,1,06,3,1,004,27,09,2004,,,,,4829,0,3
01,0809,3925,09,3,08,0757,0065,1,01,1,2,050,21,05,1959,03,3,,1,4829,16365,3
01,0809,3925,09,3,08,0757,0065,1,02,3,2,025,26,02,1984,07,4,3,,4829,0,3
01,0809,3925,09,3,08,0757,0065,1,03,3,1,021,08,01,1988,07,3,3,,4829,0,3
01,0809,3925,09,3,08,0757,0065,1,04,4,2,080,23,02,1929,02,6,,,4829,0,3
01,0809,5781,09,3,08,0766,0069,1,01,1,1,037,22,02,1972,02,3,,1,5605,13057,2
01,0809,5781,09,3,08,0766,0069,1,02,2,2,040,05,09,1968,03,3,,,5605,0,2
01,0809,5781,09,3,08,0766,0069,1,03,3,1,012,31,03,1997,02,6,,,5605,0,2
01,0809,5781,09,3,08,0766,0069,1,04,3,1,009,25,02,2000,02,3,,,5605,0,2
01,0809,5781,09,5,08,0766,0129,1,01,1,1,032,21,03,1977,03,3,,,5605,0,2
01,0809,5781,09,5,08,0766,0129,1,02,2,1,028,19,03,1981,03,3,,,5605,0,2
01,0809,5781,09,5,08,0766,0129,1,03,4,1,018,24,04,1991,03,3,,1,5605,19187,2
01,0809,5781,09,5,08,0766,0129,1,04,3,1,013,10,09,1995,03,2,,,5605,0,2
01,0809,5781,09,5,08,0766,0129,1,05,3,2,009,12,12,1999,02,3,,,5605,0,2
01,0809,5781,09,5,08,0766,0129,1,06,3,1,008,04,08,2001,02,2,,,5605,0,2
01,0809,5781,09,5,08,0766,0129,1,07,3,1,004,08,08,2005,,,,,5605,0,2
01,0809,2984,09,1,08,0810,0017,1,01,1,1,044,24,02,1965,07,4,3,,4733,0,3
01,0809,2984,09,1,08,0810,0017,1,02,2,2,042,20,05,1967,04,3,,1,4733,9262,3
01,0809,2984,09,1,08,0810,0017,1,03,3,2,016,14,02,1993,04,1,,,4733,0,3
01,0809,2984,09,1,08,0810,0017,1,04,3,1,012,25,05,1997,02,6,,,4733,0,3
01,0809,2984,09,1,08,0810,0017,1,05,3,2,005,15,12,2003,01,3,,,4733,0,3
01,0809,2984,09,3,08,0810,0061,1,01,1,2,033,15,12,1975,07,1,3,1,4733,5954,3
01,0809,2984,09,3,08,0810,0061,1,02,3,2,010,31,12,1998,02,4,,,4733,0,3
01,0809,2984,09,3,08,0810,0061,1,03,3,1,009,05,05,2000,02,3,,,4733,0,3
01,0809,5103,09,4,08,0814,0075,1,01,1,2,053,18,09,1955,02,3,,1,3725,7853,3
01,0809,5103,09,4,08,0814,0075,1,02,3,1,033,24,08,1975,04,1,,,3725,0,3
01,0809,614A,09,1,08,0818,0001,1,01,1,2,045,25,05,1964,02,6,,,4267,0,4
01,0809,614A,09,1,08,0818,0001,1,02,3,1,023,18,05,1986,03,3,,,4267,0,4
01,0809,614A,09,1,08,0818,0001,1,03,3,1,022,15,06,1987,03,3,,,4267,0,4
01,0809,614A,09,1,08,0818,0001,1,04,4,2,018,15,06,1991,06,2,3,1,4267,18894,4
01,0809,614A,09,1,08,0818,0001,1,05,3,2,014,10,07,1995,03,1,,,4267,0,4
01,0809,614A,09,1,08,0818,0001,1,06,3,2,010,08,10,1998,02,5,,,4267,0,4
01,0809,614A,09,2,08,0818,0031,1,01,1,1,032,29,08,1976,06,3,2,,4267,0,4
01,0809,614A,09,2,08,0818,0031,1,02,2,2,032,18,06,1977,03,3,,1,4267,11324,4
01,0809,614A,09,2,08,0818,0031,1,03,3,2,008,02,04,2001,02,2,,,4267,0,4
01,0809,614A,09,2,08,0818,0031,1,04,3,1,002,25,06,2007,,,,,4267,0,4
01,0809,614A,09,3,08,0818,0060,1,01,1,1,036,03,12,1972,07,4,3,,4267,0,4
01,0809,614A,09,3,08,0818,0060,1,02,2,2,035,28,06,1974,07,4,3,1,4267,15024,4
01,0809,614A,09,3,08,0818,0060,1,03,3,1,010,07,03,1999,02,4,,,4267,0,4
01,0809,614A,09,3,08,0818,0060,1,04,4,2,075,24,09,1933,05,4,1,,4267,0,4
01,0809,614A,09,4,08,0818,0088,1,01,1,1,039,27,10,1969,03,3,,,4267,0,4
01,0809,614A,09,4,08,0818,0088,1,02,2,2,039,27,12,1969,03,3,,1,4267,15024,4
01,0809,614A,09,4,08,0818,0088,1,03,3,1,018,18,09,1990,04,3,,,4267,0,4
01,0809,614A,09,4,08,0818,0088,1,04,3,1,016,18,01,1993,04,2,,,4267,0,4
01,0809,614A,09,4,08,0818,0088,1,05,3,2,014,23,01,1995,03,2,,,4267,0,4
01,0809,5851,09,3,08,0855,0244,1,01,1,2,035,19,12,1973,04,3,,1,4156,4168,3
01,0809,5851,09,3,08,0855,0244,1,02,3,1,008,12,05,2001,02,2,,,4156,0,3
01,0809,5851,09,3,08,0855,0244,1,03,3,1,002,05,09,2006,,,,,4156,0,3
01,0809,3268,09,3,08,0885,0062,1,01,1,1,080,03,01,1929,02,6,,,5337,0,4
01,0809,3268,09,3,08,0885,0062,1,02,2,2,075,13,11,1933,03,3,,,5337,0,4
01,0809,3268,09,3,08,0885,0062,1,03,3,2,042,25,11,1966,04,1,,1,5337,19054,4
01,0809,3268,09,3,08,0885,0062,1,04,4,1,021,20,10,1987,06,3,3,,5337,0,4
01,0809,6506,09,2,08,0915,0114,1,01,1,1,042,03,11,1966,03,3,,1,4797,11953,2
01,0809,6506,09,2,08,0915,0114,1,02,2,2,036,19,08,1972,06,3,1,,4797,0,2
01,0809,6506,09,2,08,0915,0114,1,03,3,2,016,03,04,1993,04,1,,,4797,0,2
01,0809,6506,09,2,08,0915,0114,1,04,3,1,009,05,04,2000,02,3,,,4797,0,2
01,0809,6506,09,5,08,0915,0166,1,01,1,1,036,11,10,1972,07,4,3,,4797,0,2
01,0809,6506,09,5,08,0915,0166,1,02,2,2,035,02,07,1974,07,4,3,1,4797,11699,2
01,0809,361A,09,1,08,0574,0020,2,01,1,2,027,14,04,1982,03,3,,1,5101,5141,3
01,0809,361A,09,1,08,0574,0020,2,02,3,2,010,28,08,1998,02,5,,,5101,0,3
01,0809,361A,09,1,08,0574,0020,2,03,3,1,010,28,08,1998,02,4,,,5101,0,3
01,0809,361A,09,1,08,0574,0020,2,04,3,1,009,08,12,1999,02,3,,,5101,0,3
01,0809,361A,09,1,08,0574,0020,2,05,3,2,008,23,05,2001,02,2,,,5101,0,3
01,0809,5103,09,3,08,0814,0047,1,01,1,2,062,25,08,1946,02,4,,,3725,0,3
01,0809,5103,09,3,08,0814,0047,1,02,3,1,045,14,02,1964,04,3,,,3725,0,3
01,0809,5103,09,3,08,0814,0047,1,03,3,2,044,19,07,1965,03,3,,1,3725,16709,3
01,0809,5103,09,3,08,0814,0047,1,04,4,1,021,26,04,1988,04,3,,,3725,0,3
01,0809,1609,09,1,08,0550,0018,1,01,1,2,052,12,12,1956,02,3,,1,4951,5578,2
01,0809,1609,09,3,08,0550,0057,1,01,1,2,070,14,07,1939,03,3,,1,4951,12472,2
01,0809,1609,09,3,08,0550,0057,1,02,3,2,028,20,11,1980,04,2,,,4951,0,2
01,0809,1609,09,3,08,0550,0057,1,03,4,1,010,09,05,1999,02,4,,,4951,0,2
01,0809,1609,09,3,08,0550,0057,1,04,4,1,008,03,05,2001,02,2,,,4951,0,2
01,0809,1609,09,3,08,0550,0057,1,05,4,1,006,04,11,2002,02,1,,,4951,0,2
01,0809,1609,09,3,08,0550,0057,1,06,4,1,004,07,03,2005,,,,,4951,0,2
01,0809,1609,09,5,08,0550,0085,1,01,1,2,085,05,08,1924,02,4,,1,4951,6236,2
01,0809,361A,09,1,08,0574,0020,1,01,1,1,032,14,08,1977,04,3,,1,5101,5486,3
01,0809,5103,09,5,08,0814,0096,1,01,1,1,033,21,12,1975,03,3,,,3725,0,3
01,0809,5103,09,5,08,0814,0096,1,02,2,2,035,22,05,1974,03,3,,1,3725,8291,3
01,0809,5103,09,5,08,0814,0096,1,03,3,2,014,27,02,1995,03,2,,,3725,0,3
01,0809,5103,09,5,08,0814,0096,1,04,3,1,007,22,01,2002,02,1,,,3725,0,3
01,0809,5103,09,5,08,0814,0096,1,05,3,2,005,27,03,2004,01,2,,,3725,0,3
01,0809,1609,09,2,08,0550,0035,1,01,1,2,021,02,11,1987,03,3,,1,4951,4960,2
01,0809,1609,09,2,08,0550,0035,1,02,3,2,003,24,05,2006,,,,,4951,0,2
01,0809,1609,09,2,08,0550,0035,1,03,3,1,000,15,05,2009,,,,,4951,0,2
01,0809,361A,09,2,08,0574,0037,1,01,1,2,046,13,06,1963,07,5,3,1,5101,8861,3
01,0809,361A,09,2,08,0574,0037,1,02,3,1,020,17,09,1988,07,3,3,,5101,0,3
01,0809,2683,09,1,08,0587,0008,1,01,1,1,030,07,09,1978,02,6,,,5212,0,2
01,0809,2683,09,1,08,0587,0008,1,02,2,2,031,23,08,1978,03,3,,1,5212,10407,2
01,0809,2683,09,1,08,0587,0008,1,03,3,1,001,18,02,2008,,,,,5212,0,2
01,0809,2999,09,1,08,0688,0001,1,01,1,2,053,16,05,1956,07,4,3,,6160,0,4
01,0809,2999,09,1,08,0688,0001,1,02,3,2,018,25,06,1991,07,4,3,1,6160,10648,4
01,0809,2999,09,5,08,0688,0107,1,01,1,1,056,15,09,1952,07,4,3,,6160,0,4
01,0809,2999,09,5,08,0688,0107,1,02,3,2,020,10,11,1988,07,2,3,1,6160,11121,4
01,0809,1365,09,3,08,0720,0047,1,01,1,1,044,01,10,1964,06,3,2,,3785,0,3
01,0809,1365,09,3,08,0720,0047,1,02,2,2,042,23,03,1967,07,5,3,1,3785,8816,3
01,0809,1365,09,3,08,0720,0047,1,03,3,1,012,25,11,1996,02,6,,,3785,0,3
01,0809,1365,09,3,08,0720,0047,1,04,3,1,010,11,09,1998,02,5,,,3785,0,3
01,0809,6440,09,4,08,0735,0097,1,01,2,1,033,04,03,1976,04,3,,1,5061,10644,3
01,0809,6440,09,4,08,0735,0097,1,02,2,2,025,25,01,1984,03,3,,,5061,0,3
01,0809,6440,09,4,08,0735,0097,1,03,3,2,008,18,08,2001,02,2,,,5061,0,3
01,0809,6440,09,4,08,0735,0097,1,04,3,2,005,16,08,2004,01,2,,,5061,0,3
01,0809,5103,09,1,08,0814,0008,1,01,1,1,050,31,01,1959,07,5,3,,3725,0,3
01,0809,5103,09,1,08,0814,0008,1,02,2,2,039,22,06,1970,03,3,,1,3725,12437,3
01,0809,5103,09,1,08,0814,0008,1,03,3,1,022,28,09,1986,07,4,3,,3725,0,3
01,0809,5103,09,1,08,0814,0008,1,04,3,2,015,25,04,1994,03,3,,,3725,0,3
01,0809,5103,09,1,08,0814,0008,1,05,3,2,009,14,11,1999,02,3,,,3725,0,3
01,0809,5103,09,2,08,0814,0028,1,01,1,2,068,20,01,1941,02,4,,,3725,0,3
01,0809,5103,09,2,08,0814,0028,1,02,4,1,047,22,09,1961,06,2,2,,3725,0,3
01,0809,5103,09,2,08,0814,0028,1,03,3,2,043,15,11,1965,07,4,3,,3725,0,3
01,0809,5103,09,2,08,0814,0028,1,04,4,1,024,10,08,1985,07,3,3,1,3725,17455,3
01,0809,5103,09,2,08,0814,0028,1,05,4,1,012,06,05,1997,02,6,,,3725,0,3
01,0809,3197,01,1,09,0565,0005,1,01,1,1,042,02,05,1967,06,3,2,,5572,0,2
01,0809,3197,01,1,09,0565,0005,1,02,2,2,041,30,09,1967,04,3,,,5572,0,2
01,0809,3197,01,1,09,0565,0005,1,03,3,1,023,01,05,1986,04,3,,,5572,0,2
01,0809,3197,01,1,09,0565,0005,1,04,3,2,018,29,06,1991,04,2,,1,5572,20993,2
01,0809,3197,01,3,09,0565,0053,1,01,1,1,064,12,03,1945,03,3,,1,5572,23202,2
01,0809,3197,01,3,09,0565,0053,1,02,2,2,062,28,02,1947,06,3,2,,5572,0,2
01,0809,3197,01,3,09,0565,0053,1,03,3,1,040,09,08,1969,07,5,3,,5572,0,2
01,0809,3197,01,3,09,0565,0053,1,04,3,2,036,23,07,1973,00,,,,5572,0,2
01,0809,3197,01,4,09,0565,0081,1,01,1,1,049,20,10,1959,04,2,,,5572,0,2
01,0809,3197,01,4,09,0565,0081,1,02,2,2,042,30,07,1967,04,3,,1,5572,16420,2
01,0809,3197,01,4,09,0565,0081,1,03,3,2,019,01,05,1990,07,1,3,,5572,0,2
01,0809,3197,01,4,09,0565,0081,1,04,3,2,013,13,10,1995,03,1,,,5572,0,2
01,0809,3197,01,5,09,0565,0105,1,01,1,1,047,20,10,1961,04,2,,1,5572,10749,2
01,0809,3197,01,5,09,0565,0105,1,02,2,2,045,18,09,1963,04,2,,,5572,0,2
01,0809,3197,01,5,09,0565,0105,1,03,3,2,016,08,12,1992,04,1,,,5572,0,2
01,0809,1576,01,2,09,0597,0056,1,01,1,1,037,21,12,1971,06,1,2,,4518,0,3
01,0809,1576,01,2,09,0597,0056,1,02,4,2,036,14,09,1972,06,2,2,,4518,0,3
01,0809,1576,01,2,09,0597,0056,1,03,4,2,023,01,04,1986,04,3,,1,4518,19193,3
01,0809,1576,01,2,09,0597,0056,1,04,4,2,062,15,01,1947,06,2,2,,4518,0,3
01,0809,1576,01,4,09,0597,0116,1,01,1,1,042,07,06,1967,04,3,,,4518,0,3
01,0809,1576,01,4,09,0597,0116,1,02,2,2,038,18,07,1971,06,3,2,1,4518,9117,3
01,0809,1576,01,4,09,0597,0116,1,03,3,1,013,20,11,1995,03,2,,,4518,0,3
01,0809,1576,01,4,09,0597,0116,1,04,3,1,008,29,03,2001,02,2,,,4518,0,3
01,0809,0773,01,2,09,0736,0043,1,01,1,2,086,06,03,1923,02,3,,,4640,0,3
01,0809,0773,01,2,09,0736,0043,1,02,3,2,053,07,07,1956,04,2,,1,4640,10647,3
01,0809,0773,01,2,09,0736,0043,1,03,3,2,045,06,01,1964,02,6,,,4640,0,3
01,0809,0773,01,2,09,0736,0043,1,04,4,2,016,21,05,1993,03,3,,,4640,0,3
01,0809,0773,01,2,09,0736,0043,1,05,4,1,011,16,09,1997,02,6,,,4640,0,3
01,0809,0773,01,5,09,0736,0128,1,01,1,1,057,21,09,1951,02,6,,,4640,0,3
01,0809,0773,01,5,09,0736,0128,1,02,2,2,057,04,07,1952,02,6,,1,4640,9482,3
01,0809,2964,01,1,09,0831,0025,1,01,1,1,034,23,02,1975,07,5,3,1,5458,12344,2
01,0809,2964,01,1,09,0831,0025,1,02,2,2,039,08,09,1969,02,6,,,5458,0,2
01,0809,2964,01,1,09,0831,0025,1,03,3,1,009,25,08,2000,02,3,,,5458,0,2
01,0809,2964,01,1,09,0831,0025,1,04,3,2,007,16,07,2002,02,2,,,5458,0,2
01,0809,2964,01,2,09,0831,0060,1,01,1,2,041,22,01,1968,03,3,,,5458,0,2
01,0809,2964,01,2,09,0831,0060,1,02,2,1,054,26,02,1955,07,4,3,1,5458,19108,2
01,0809,2964,01,2,09,0831,0060,1,03,3,1,020,12,10,1988,04,2,,,5458,0,2
01,0809,2964,01,2,09,0831,0060,1,04,3,1,008,13,12,2000,02,3,,,5458,0,2
01,0809,2964,01,2,09,0831,0060,1,05,3,1,006,24,10,2002,01,3,,,5458,0,2
01,0809,2964,01,3,09,0831,0090,1,01,1,1,064,26,11,1944,02,4,,1,5458,6709,2
01,0809,2964,01,4,09,0831,0122,1,01,1,2,054,21,11,1954,02,6,,1,5458,6369,2
01,0809,2964,01,5,09,0831,0149,1,01,1,2,037,11,04,1972,02,4,,,5458,0,2
01,0809,2964,01,5,09,0831,0149,1,02,4,1,022,08,03,1987,03,3,,,5458,0,2
01,0809,2964,01,5,09,0831,0149,1,03,3,1,019,14,07,1990,02,6,,1,5458,24281,2
01,0809,2964,01,5,09,0831,0149,1,04,4,2,019,03,07,1990,02,6,,,5458,0,2
01,0809,2964,01,5,09,0831,0149,1,05,3,2,016,06,02,1993,02,6,,,5458,0,2
01,0809,2964,01,5,09,0831,0149,1,06,3,1,015,13,04,1994,02,5,,,5458,0,2
01,0809,2899,01,1,09,1225,0018,1,01,1,1,052,16,10,1956,04,2,,,4725,0,2
01,0809,2899,01,1,09,1225,0018,1,02,2,2,041,13,03,1968,04,2,,,4725,0,2
01,0809,2899,01,1,09,1225,0018,1,03,3,1,021,20,04,1988,04,3,,1,4725,15422,2
01,0809,2899,01,1,09,1225,0018,1,04,3,2,017,23,11,1991,04,1,,,4725,0,2
01,0809,2899,01,2,09,1225,0058,1,01,1,1,045,19,02,1964,02,6,,1,4725,11285,2
01,0809,2899,01,2,09,1225,0058,1,02,2,2,042,26,11,1966,03,3,,,4725,0,2
01,0809,2899,01,2,09,1225,0058,1,03,3,1,012,07,05,1997,02,6,,,4725,0,2
01,0809,2899,01,3,09,1225,0097,1,01,1,1,034,12,06,1975,04,2,,1,4725,11205,2
01,0809,2899,01,3,09,1225,0097,1,02,2,2,036,16,10,1972,06,3,2,,4725,0,2
01,0809,2899,01,3,09,1225,0097,1,03,3,2,004,21,06,2005,,,,,4725,0,2
01,0809,2899,01,4,09,1225,0129,1,01,1,1,041,25,08,1968,02,6,,,4725,0,2
01,0809,2899,01,4,09,1225,0129,1,02,4,2,067,15,06,1942,02,6,,,4725,0,2
01,0809,2899,01,4,09,1225,0129,1,03,2,2,040,03,07,1969,06,3,3,1,4725,17239,2
01,0809,2899,01,4,09,1225,0129,1,04,4,2,008,27,08,2001,02,2,,,4725,0,2
01,0809,2899,01,5,09,1225,0165,1,01,1,1,038,10,02,1971,03,3,,,4725,0,2
01,0809,2899,01,5,09,1225,0165,1,02,2,2,029,23,04,1980,02,4,,1,4725,13431,2
01,0809,2899,01,5,09,1225,0165,1,03,3,2,014,28,10,1994,02,6,,,4725,0,2
01,0809,2899,01,5,09,1225,0165,1,04,3,2,011,24,01,1998,02,4,,,4725,0,2
01,0809,2899,01,5,09,1225,0165,1,05,3,1,010,09,05,1999,02,4,,,4725,0,2
01,0809,2899,01,5,09,1225,0165,1,06,3,1,004,01,12,2004,,,,,4725,0,2
01,0809,097A,01,2,09,1379,0067,1,01,1,1,080,27,02,1929,02,2,,,7010,0,2
01,0809,097A,01,2,09,1379,0067,1,02,3,2,057,01,08,1952,03,3,,1,7010,24646,2
01,0809,097A,01,2,09,1379,0067,1,03,3,1,033,25,05,1976,04,3,,,7010,0,2
01,0809,097A,01,2,09,1379,0067,1,04,4,2,029,12,07,1980,03,3,,,7010,0,2
01,0809,097A,01,2,09,1379,0067,1,05,4,2,009,23,02,2000,02,3,,,7010,0,2
01,0809,097A,01,2,09,1379,0067,1,06,4,1,008,09,02,2001,02,2,,,7010,0,2
01,0809,097A,01,3,09,1379,0099,1,01,1,1,071,21,09,1937,02,3,,,7010,0,2
01,0809,097A,01,3,09,1379,0099,1,02,2,2,070,07,02,1939,02,3,,,7010,0,2
01,0809,097A,01,3,09,1379,0099,1,03,3,2,042,22,02,1967,04,3,,1,7010,18471,2
01,0809,1847,01,2,15,0654,0089,1,01,1,1,043,23,06,1966,03,3,,1,1898,3786,1
01,0809,1847,01,2,15,0654,0089,1,02,2,2,040,11,03,1969,02,6,,,1898,0,1
01,0809,1847,01,2,15,0654,0089,1,03,3,1,016,04,03,1993,03,3,,,1898,0,1
01,0809,1847,01,3,15,0654,0162,1,01,1,1,078,17,05,1931,02,1,,1,1898,6406,1
01,0809,1847,01,3,15,0654,0162,1,02,2,2,063,06,05,1946,02,4,,,1898,0,1
01,0809,1847,01,3,15,0654,0162,1,03,3,1,022,08,03,1987,04,3,,,1898,0,1
01,0809,1847,01,3,15,0654,0162,1,04,4,2,017,17,11,1991,03,3,,,1898,0,1
01,0809,1847,01,3,15,0654,0162,1,05,4,2,019,07,10,1989,03,3,,,1898,0,1
01,0809,1847,01,4,15,0654,0210,1,01,1,1,025,21,07,1984,02,2,,1,1898,5391,1
01,0809,1847,01,4,15,0654,0210,1,02,2,2,020,18,11,1988,02,5,,,1898,0,1
01,0809,1847,01,4,15,0654,0210,1,03,3,2,004,03,06,2005,,,,,1898,0,1
01,0809,1847,01,4,15,0654,0210,1,04,3,2,003,10,08,2006,,,,,1898,0,1
01,0809,1847,01,4,15,0654,0210,1,05,3,1,001,16,04,2008,,,,,1898,0,1
01,0809,0584,01,1,15,0797,0015,1,01,1,1,065,02,08,1944,02,2,,1,5716,13474,2
01,0809,0584,01,1,15,0797,0015,1,02,2,2,056,28,11,1952,02,6,,,5716,0,2
01,0809,0584,01,3,15,0797,0074,1,01,1,1,038,05,08,1971,03,3,,,5716,0,2
01,0809,0584,01,3,15,0797,0074,1,02,2,2,028,22,02,1981,03,3,,1,5716,14001,2
01,0809,0584,01,3,15,0797,0074,1,03,3,2,009,31,03,2000,02,3,,,5716,0,2
01,0809,0584,01,3,15,0797,0074,1,04,3,1,007,16,10,2001,02,1,,,5716,0,2
01,0809,0584,01,4,15,0797,0102,1,01,1,2,037,04,03,1972,04,2,,1,5716,5863,2
01,0809,0584,01,4,15,0797,0102,1,02,3,1,015,04,11,1993,03,3,,,5716,0,2
01,0809,1452,01,1,15,0919,0012,1,01,1,1,032,12,02,1977,04,3,,1,6382,12591,2
01,0809,1452,01,1,15,0919,0012,1,02,2,2,035,13,11,1973,06,3,2,,6382,0,2
01,0809,1452,01,1,15,0919,0012,1,03,3,2,017,18,02,1992,04,2,,,6382,0,2
01,0809,1452,01,1,15,0919,0012,1,04,3,1,010,12,03,1999,02,4,,,6382,0,2
01,0809,1452,01,2,15,0919,0041,1,01,1,1,049,05,06,1960,02,6,,1,6382,12681,2
01,0809,1452,01,2,15,0919,0041,1,02,4,1,039,11,10,1969,03,3,,,6382,0,2
01,0809,1452,01,4,15,0919,0093,1,01,1,2,065,19,07,1944,02,3,,1,6382,7262,2
01,0809,0722,01,2,15,1248,0049,1,01,1,1,035,04,12,1973,03,3,,,5653,0,2
