"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,4","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,4","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1,C,1","S4P22_2,C,1","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","FAC,N,6,0"
0809,0705,01,0376,15,1423,5,1,02,06,3,0321,CARRERA PARA LA ENSEÑANZA DEL IDIOMA INGLES,2,,,,,1,21,2,,,2,1,1,,5,"ADMINISTRACION COMPRAS DE MATERIALES, FACTURACION, PAGOS A PROVEEDORES Y MANEJO DE NOMINA, ETC.",2121,ADMINISTRADORA,HUELLA LITOGRAFIC S.A. DE C.V.,3230,"REALIZA IMPRESIONES DE ETIQUETAS DE PRODUCTOS ENLATADOS, PARA MARCAS COMO: LA COSTEÑA, SABORMEX ETC",2,3,3,3,3,2,3,3,,,,,,,,,1,1,1,0,0,0,1,1,1,1,0,,3,3,3,4,3,3,4,3,4,6,2,1,5,,,,005,003,000,010,000,000,0,,,,00,,,,,,,1,01,02,,1,1,6,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,,1,1,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,PORQUE YA CONOCE LOS DOS MAS CERCANOS QUE EXISTEN,3,3,2,2,2,3,11,09,05,11,08,08,08,08,08,08,06,09,2,3,4,2,2,1,1,2,2,3,3,1,1,2,2,2,2,1,3,3,3,2,3,3,3,4,,2,3,1,,,,,2,2,2,3,3,3,3,3,3,3,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,3,3,1,3,2,2,2,2,2,2,5,3,2,3,3,19598
0809,0359,01,0102,09,1224,4,2,01,07,3,4141,INGENIERIA ELECTRICA,3,2,1,2,1,1,21,1,2,1,,,1,,1,"ACOMODAR Y RESGUARDAR AUTOS, DE LAS PERSONAS QUE ACUDEN A LOS EVENTOS DEL SALON",8190,VALET PARKING,SALON DE FIESTAS Y EVENTOS SOCIALES SUPERMULTIMEGA,5310,REALIZA EVENTOS SOCIALES PARA LAS PERSONAS QUE SOLICITAN SUS SERVICIOS,2,4,3,1,1,2,2,3,,,,,,,,,0,1,1,1,0,1,0,0,1,1,0,,2,4,1,2,4,4,2,6,4,2,1,5,3,,,,014,000,000,000,,,2,32,32,00,02,15,00,15,CONOZCA MAS,COMO VES?,,1,01,03,,1,1,60,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,3,2,2,3,2,2,11,08,07,04,09,02,04,04,04,08,04,06,3,3,3,2,2,3,4,3,2,5,3,2,1,2,2,1,4,2,4,4,4,2,2,2,5,2,3,,1,2,,,,,2,2,4,3,4,2,4,4,4,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,3,2,3,3,1,3,2,3,2,3,2,2,1,3,3,3,3,7047
0809,0359,01,0102,09,1224,4,3,01,03,1,,,,,,,,,,,,,,,1,,1,"MANEJA UNA CAMIONETA DE FLETES, TRANSPORTA BIENES MUEBLES",5521,CHOFER,TRANSPORTES VARGAS,4840,A TRANSPORTAR FLETES Y MUDANZAS,2,3,3,3,1,1,3,3,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,,2,2,3,2,3,3,3,2,3,6,1,5,4,,,,007,005,001,003,001,000,3,15,13,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,1,0,0,0,0,0,,3,2,2,2,2,2,09,10,07,09,09,10,10,10,10,10,10,07,2,2,3,2,2,3,2,1,3,3,2,2,2,2,2,2,2,5,2,2,3,2,2,2,2,2,3,1,,2,,,,,2,2,2,3,3,3,3,5,3,3,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,,2,2,3,2,1,3,2,3,3,4,2,7883
0809,5340,26,0005,10,0052,1,1,01,07,2,3411,MEDICO CIRUJANO,3,2,2,2,2,1,18,2,,,1,1,1,,1,TRABAJA EN UN CENTRO DE SERVICIO AUTOMOTRIZ ES CONTRATADOR DE FLOTILLAS YENDO A DIFERENTES EMPRESAS,7130,ASESOR DE FLOTILLAS,MIDAS SERVICIOS AUTOMOTRICES DE DGO S.A DE C.V,8111,A PRESTAR SERVICIOS DE MANTENIMIENTO AUTOMOTRIZ EN UN LOCAL,2,1,1,1,2,1,3,2,,,,,,,,,0,0,1,1,0,0,1,1,1,1,0,,1,1,3,4,2,3,3,3,1,4,5,2,6,,,,010,007,000,008,006,001,7,28,14,07,15,14,10,02,SELECCIONES,NATIONAL GEOGRAPHIC,PROCESO,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,3,2,3,2,2,05,08,04,07,06,06,05,06,06,05,05,05,3,2,3,3,2,2,3,2,3,1,2,1,1,1,2,1,2,1,1,3,3,1,1,1,1,1,,1,2,3,,,,,2,4,2,2,2,2,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,3,1,1,1,1,1,2,1,1,2,2,2,17408
0809,5355,26,0025,10,0052,2,1,03,07,3,3551,PSICOLOGIA,3,2,2,2,2,1,21,1,2,2,,,4,5,,,,,,,,,3,3,2,3,3,2,3,,,,,,,,,1,1,1,0,1,1,1,1,1,1,0,,3,4,3,3,3,2,3,5,3,6,2,4,1,,,,014,000,001,014,000,000,1,05,01,00,02,12,00,00,TV Y NOVELAS,25 Y MAS,,1,01,03,,1,1,14,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,,2,1,1,2,2,2,2,,,,,,,,,,,,0,0,0,1,1,0,0,0,,5,5,2,3,2,3,07,08,08,08,08,09,07,08,08,09,07,09,3,3,4,2,2,2,2,2,3,3,3,2,2,2,2,3,3,2,5,3,3,2,2,2,3,3,,2,1,3,,,,,3,2,2,3,2,3,3,3,2,3,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,,2,2,2,2,2,3,5,2,2,2,3,14756
0809,5355,26,0048,10,0052,3,1,03,07,3,3411,MEDICO CIRUJANO,3,2,2,2,2,1,21,1,1,2,,,4,5,,,,,,,,,3,2,1,1,4,4,2,,,,,,,,,1,1,0,1,1,1,1,1,1,1,0,,4,3,2,1,3,3,3,6,5,4,2,3,1,,,,007,002,001,000,,,0,,,,15,15,00,05,SELECCIONES,CAR AND DRIVE,MUY INTERESANTE,1,01,03,,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1,2,1,2,3,09,09,07,08,08,06,07,07,08,07,06,09,3,3,3,2,1,2,1,3,3,3,2,1,2,1,2,2,3,1,1,4,3,1,2,2,4,4,,2,3,1,,,,,1,1,3,2,3,3,3,3,3,3,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,3,3,1,3,1,1,1,1,1,3,1,1,3,2,3,14756
0809,5355,26,0070,10,0052,4,1,01,03,2,,,,,,,,,,,,,,,6,5,,,,,,,,,2,4,3,3,1,4,1,,,,,,,,,1,0,1,1,1,1,1,1,1,0,0,,3,2,3,3,2,3,2,2,3,5,6,1,4,,,,042,028,014,000,,,4,12,02,00,00,,,,,,,1,01,00,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,CASI NO SALE DE SU CASA,2,3,2,2,2,3,05,08,05,09,10,10,08,08,08,09,10,09,3,3,3,3,2,2,3,2,3,2,3,3,3,3,2,3,3,2,4,4,3,1,2,2,1,2,,2,1,3,,,,,3,4,3,3,2,3,4,4,2,3,1,1,1,2,1,3,1,2,1,1,1,1,2,2,1,2,2,2,1,1,5,2,2,,2,2,2,2,2,2,2,2,2,3,3,11825
0809,5355,26,0093,10,0052,5,1,03,07,2,3431,LIC EN ENFERMERIA,3,2,2,2,1,2,24,2,,,1,2,8,5,,,,,,,,,4,4,2,2,2,4,2,,,,,,,,,1,1,1,0,1,0,0,1,1,0,0,,4,3,3,3,3,4,3,5,4,3,2,6,1,,,,000,,,003,000,000,2,02,01,00,02,10,00,00,TV Y NOVELAS,,,1,01,00,,1,1,7,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,1,0,,2,3,3,2,2,2,06,10,08,09,08,08,07,08,08,09,09,07,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,3,1,2,2,2,2,2,1,3,,,,,,3,3,3,4,3,2,3,3,3,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,3,2,2,,2,2,2,2,2,3,3,3,3,2,3,22690
0809,1973,26,0028,10,0129,1,1,02,03,3,,,,,,,,,,,,,,,5,5,,,,,,,,,2,3,2,2,2,3,2,,,,,,,,,0,0,1,1,0,0,1,1,0,0,0,,2,3,3,3,3,3,2,6,5,3,2,4,1,,,,014,000,000,005,000,000,0,,,,00,,,,,,,1,01,04,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,5,2,3,4,2,05,08,07,07,07,05,08,08,08,08,08,07,3,3,4,3,1,1,2,3,3,3,3,1,3,1,3,3,3,1,3,4,4,1,3,1,4,4,,1,2,3,,,,,4,4,3,4,3,3,3,3,3,3,1,1,1,2,1,2,1,2,1,1,1,1,1,1,3,2,2,2,1,1,3,2,2,,3,1,2,2,2,3,3,3,3,3,3,12904
0809,1973,26,0060,10,0129,2,1,02,06,3,1862,SECRETARIA EJECUTIVA Y CONTADOR PRIVADO,2,,,,,2,18,2,,,2,1,1,,4,DISTRIBUIDORA DE VALES DE ZAPATOS VENDE AVON Y FULLER Y COBRA LOS PRODUCTOS,7201,VENDEDORA DE PRODUCTOS VARIOS,VENDEDORA SIN NOMBRE,4690,A LA DISTRIBUCION DE VALES Y VENTA DE PRODUCTOS DE BELLEZA EN EL DOMICILIO DE LOS CLIENTES,2,3,3,2,3,2,3,2,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,,3,3,3,3,3,3,2,2,4,5,3,1,6,,,,005,005,000,005,005,000,5,02,02,00,00,,,,,,,1,01,00,,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,2,2,2,08,08,06,08,09,09,09,09,09,09,09,09,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,2,3,3,3,,1,2,,,,,3,2,2,2,3,3,3,3,3,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,3,1,1,1,3,2,1,1,2,2,2,2,2,3,3,2,2,2,2,27604
0809,1973,26,0093,10,0129,3,1,01,02,6,,,,,,,,,,,,,,,1,,4,ATENDER AL CLIENTE ACOMODAR MERCANCIA COBRAR,7100,COMERCIANTE,TIENDA DE ABARROTES LA SORIANITA,4611,A LA COMPRA VENTA DE ABARROTES AL MENUDEO EN UN LOCAL,2,1,4,2,2,2,3,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,3,3,2,2,2,2,3,4,6,5,1,2,3,,,,021,007,002,000,,,0,,,,00,,,,,,,1,01,00,,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,3,01,05,02,11,09,07,07,10,09,09,08,06,3,2,4,2,2,3,2,2,5,3,3,3,5,5,1,1,2,1,5,5,4,1,2,2,5,5,,1,3,2,,,,,3,3,2,2,2,2,3,2,2,2,1,2,1,3,3,3,1,3,1,3,1,1,1,1,1,2,2,3,1,3,3,3,1,3,2,2,1,2,2,2,2,5,3,3,3,12960
0809,1973,26,0124,10,0129,4,1,01,03,3,,,,,,,,,,,,,,,1,,1,LIMPIAR SALONES BARRER EL PATIO ESTAR AL PENDIENTE DE LAS PUERTAS DE ENTRADA,8124,PERSONAL DE APOYO INTENDENCIA,JARDIN DE NIÑOS PASTORCITO GUELATAO,6112,PRESTAR SERVICIO DE EDUCACION PREESCOLAR PUBLICO,2,3,3,3,3,1,3,2,,,,,,,,,1,1,1,0,1,0,0,0,0,1,0,,3,3,3,3,2,3,3,5,4,3,2,6,1,,,,014,007,000,014,000,000,0,,,,15,12,07,00,MUY INTERESANTE,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,1,0,0,0,,2,3,2,2,3,3,07,09,07,07,07,08,08,09,09,10,09,05,4,3,3,3,3,3,2,3,2,3,3,2,3,2,4,4,3,3,3,4,4,1,3,3,3,3,3,,1,2,,,,,3,4,2,4,2,2,3,3,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,2,2,,2,1,2,2,2,2,2,3,2,3,4,6452
0809,4592,26,0026,10,0181,1,1,01,03,3,,,,,,,,,,,,,,,1,,1,ACOMODAR MADERA MANUALMENTE EN UN ASERRADERO,5431,PATIERO,ASERRADERO FORESTAL ALFA,3210,ELABORACION DE TRIPLAY Y MADERA PARA SU VENTA AL MAYOREO EN UNA FABRICA,3,4,4,4,4,3,4,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,3,4,4,3,1,6,5,2,4,,,,002,000,000,002,000,000,7,07,07,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,5,3,5,4,1,4,05,07,05,11,07,10,01,08,08,08,08,08,2,2,4,2,2,2,2,4,2,4,4,3,5,5,2,2,3,2,3,2,4,2,3,3,3,4,,3,1,2,,,,,4,4,3,4,4,4,4,4,4,4,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,1,3,3,2,,2,2,2,2,2,4,3,2,3,3,3,3481
0809,4592,26,0065,10,0181,2,1,01,02,5,,,,,,,,,,,,,,,1,,4,INSTALAR PISOS LAMINADOS EN EL DOMICILIO DE LOS CLIENTES,5264,INSTALADOR DE PISOS LAMINADOS,INSTALADOR DE PISOS SIN NOMBRE,2382,A INSTALAR PISOS LAMINADOS EN EL DOMICILIO DE LOS CLIENTES CON HERRAMIENTA,2,3,3,4,4,2,3,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,3,4,4,2,3,3,1,4,6,5,2,3,,,,000,,,035,007,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,2,2,4,4,5,06,10,05,06,10,10,08,08,08,10,07,08,3,3,4,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,1,2,,,,,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,3,3,2,,2,2,2,2,2,2,2,2,2,2,2,5758
0809,4592,26,0106,10,0181,3,1,02,02,6,,,,,,,,,,,,,,,1,,4,COMPRAVENTA DE FRUTAS Y VERDURAS EN LA CALLE AL MENUDEO COBRAR A CLIENTES,7210,COMERCIANTE DE FRUTAS Y VERDURAS,COMERCIANTE SIN NOMBRE,4612,A LA COMPRAVENTA DE FRUTAS Y VERDURAS AL MENUDEO Y OFRECERLA AL PUBLICO EN LA CALLE,2,3,4,4,4,2,3,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,3,4,4,3,3,3,3,2,6,5,1,4,,,,015,007,000,000,,,7,07,07,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,3,2,3,4,05,08,05,08,10,10,10,10,10,07,10,08,2,2,4,2,2,2,2,2,2,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,1,,,,,4,4,3,4,3,3,4,4,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,3,1,1,3,2,2,,1,1,1,1,1,1,1,1,1,3,3,4188
0809,4592,26,0138,10,0181,4,1,02,02,6,,,,,,,,,,,,,,,1,,4,ELABORACIÓN Y VENTA DE TACOS Y GORDAS DORADOS EN SU VIVIENDA,8100,GORDERA,GORDITAS SIN NOMBRE,7221,A LA ELABORACION Y VENTA DE GORDAS Y TACOS DORADOS AL MENUDEO,2,2,3,1,1,1,1,1,,,,,,,,,1,0,1,0,1,0,0,0,0,0,0,,3,3,3,3,3,3,3,2,5,4,6,1,3,,,,027,015,000,012,000,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,FALTA DE DINERO,3,4,2,2,2,3,07,09,05,08,10,04,03,10,10,10,08,09,4,4,4,3,2,2,2,2,2,2,4,3,4,2,2,2,2,2,5,4,3,1,1,1,1,2,1,3,2,,,,,,4,4,4,4,4,4,4,4,4,4,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,3,2,2,,2,2,2,2,2,2,2,3,2,2,4,3324
0809,4592,26,0160,10,0181,5,1,01,04,3,,,,,,,,1,20,2,,,1,2,1,,4,COCER MAIZ PARA NIXTAMAL HACER TORTILLAS EN MAQUINA VENDERLAS AL MAYOREO Y MENUDEO EN UN LOCAL,5202,DUEÑO DE TORTILLERIA,TORTILLERIA LA GUADALUPANA,3110,A LA ELABORACION Y VENTA DE TORTILLAS DE MAIZ AL MAYOREO Y MENUDEO EN UN LOCAL,2,3,2,2,2,2,3,2,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,3,2,2,2,2,3,2,2,6,4,1,3,5,,,,006,005,001,030,030,000,0,,,,01,04,02,02,CQ RADIO AMATEUR,QST,,1,01,02,,1,1,5,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,,1,2,2,1,1,1,2,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,3,2,2,2,4,3,08,07,06,08,08,06,05,07,07,05,05,06,3,3,3,3,2,2,3,2,2,3,3,2,1,2,2,2,3,2,3,2,3,2,2,2,5,4,,2,1,3,,,,,3,3,4,4,3,3,3,4,3,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,1,3,2,2,2,2,2,2,2,2,3,2,2,3324
0809,5478,26,0002,10,0229,1,1,02,02,6,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,3,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,3,4,3,2,5,6,4,3,1,,,,014,006,000,032,004,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,1,NO LO LLEVA SU ESPOSO,3,2,3,2,3,2,07,08,06,07,07,06,08,08,08,09,07,07,3,3,3,3,4,4,2,3,3,4,3,4,3,3,3,3,3,2,4,3,2,1,2,2,3,3,3,1,2,,,,,,4,4,3,3,4,3,3,4,4,3,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,4,1,2,,2,2,2,2,2,2,2,2,3,2,2,18858
0809,5478,26,0028,10,0229,2,1,01,00,,,,,,,,,,,,,,,,8,5,,,,,,,,,2,3,2,3,2,3,3,,,,,,,,,1,0,1,0,1,0,1,1,1,1,0,,3,3,3,3,3,4,3,1,3,6,5,2,4,,,,000,,,016,007,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,1,0,0,0,,2,3,3,2,2,3,06,08,03,11,09,09,06,07,09,09,10,05,3,3,3,5,3,3,4,3,2,3,3,2,5,5,3,3,3,5,3,3,5,3,3,5,5,5,3,,1,2,,,,,3,4,2,5,3,4,4,4,3,4,1,1,1,2,1,3,1,3,3,3,1,3,1,3,2,3,3,3,3,1,5,4,2,,3,2,2,1,2,2,2,2,2,3,2,5700
0809,5478,26,0079,10,0229,4,1,02,02,3,,,,,,,,,,,,,,,1,,6,,,,,,,,4,3,3,3,2,3,4,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,EN NINGUNA,4,3,3,3,2,4,3,,,,,,,1,,,010,000,000,000,,,2,01,01,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,5,5,5,5,3,5,06,10,10,10,11,08,11,10,10,10,10,10,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,2,3,,,,,4,4,2,5,2,2,4,4,2,2,1,1,2,3,1,3,2,3,1,2,1,1,1,1,3,3,1,3,1,1,4,2,2,,1,2,2,2,2,5,2,5,5,5,5,26407
0809,5478,26,0106,10,0229,5,1,02,02,1,,,,,,,,,,,,,,,5,5,,,,,,,,,3,4,3,3,3,3,3,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,,3,3,3,3,3,3,3,2,3,6,5,1,4,,,,007,007,000,007,007,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,5,5,5,5,2,5,08,08,09,11,11,08,05,06,06,05,05,06,3,3,3,5,3,5,5,3,3,3,3,3,5,5,3,3,3,3,3,3,3,2,3,3,5,5,,1,2,3,,,,,4,4,3,3,4,4,5,5,4,4,1,3,1,1,3,3,1,3,1,2,1,3,1,3,3,3,3,3,3,3,5,4,2,,2,2,2,5,5,3,5,5,2,5,3,10765
