"CD,C,2","PER,C,4","AGEB,C,4","ENT,C,2","CON,C,4","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","RFC_E,C,10","RFC_S,C,10","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,C,2","P2,C,1","P3,C,2","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
19,0811,058A,07,0383,0110,3,1,-,-,01,04/08/2011,01,06/08/2011,06,1,,03,04,5793
19,0811,058A,07,0383,0116,4,1,-,-,01,04/08/2011,01,06/08/2011,03,1,,01,01,5793
19,0811,058A,07,0383,0122,5,1,-,-,01,05/08/2011,01,06/08/2011,01,,,01,01,5793
19,0811,1234,07,0039,0005,1,1,-,-,01,09/08/2011,01,14/08/2011,06,1,,03,05,7286
19,0811,1234,07,0039,0031,2,1,-,-,01,09/08/2011,01,14/08/2011,04,1,,02,03,7286
19,0811,1234,07,0039,0089,4,1,-,-,01,12/08/2011,01,14/08/2011,01,,,01,01,7286
19,0811,1234,07,0039,0113,5,1,-,-,01,09/08/2011,01,14/08/2011,05,1,,04,03,7286
19,0811,179A,07,0104,0016,1,1,-,-,01,08/08/2011,01,14/08/2011,04,1,,02,03,5518
19,0811,179A,07,0104,0041,3,1,-,-,01,08/08/2011,01,14/08/2011,06,1,,04,04,5518
19,0811,179A,07,0104,0062,4,1,-,-,01,09/08/2011,01,14/08/2011,06,1,,02,05,5518
19,0811,1499,07,0113,0050,2,1,-,-,01,08/08/2011,01,14/08/2011,06,1,,03,05,4676
19,0811,1499,07,0113,0074,3,1,-,-,01,08/08/2011,01,14/08/2011,04,1,,01,03,4676
19,0811,1499,07,0113,0102,4,1,-,-,01,08/08/2011,01,14/08/2011,01,,,01,01,4676
19,0811,1499,07,0113,0131,5,1,-,-,01,08/08/2011,01,14/08/2011,06,1,,01,01,4676
19,0811,0927,07,0144,0094,4,1,-,-,01,09/08/2011,01,14/08/2011,02,1,,01,01,5141
19,0811,0857,07,0176,0164,5,1,-,-,01,09/08/2011,01,14/08/2011,02,1,,02,01,5188
19,0811,0950,07,0180,0082,3,1,-,-,01,09/08/2011,01,14/08/2011,05,1,,01,04,3989
19,0811,1427,07,0238,0008,1,1,-,-,01,11/08/2011,01,14/08/2011,07,1,,04,01,5776
19,0811,1427,07,0238,0041,2,1,-,-,01,11/08/2011,01,14/08/2011,01,,,01,01,5776
19,0811,1427,07,0238,0077,3,1,-,-,01,11/08/2011,01,14/08/2011,05,2,02,01,01,5776
19,0811,1427,07,0238,0115,4,1,-,-,01,11/08/2011,01,14/08/2011,02,1,,01,01,5776
19,0811,1427,07,0238,0141,5,1,-,-,01,11/08/2011,01,14/08/2011,03,1,,02,01,5776
19,0811,1959,07,0251,0053,2,1,-,-,01,11/08/2011,01,14/08/2011,10,1,,01,09,5345
19,0811,1959,07,0251,0087,3,1,-,-,01,11/08/2011,01,14/08/2011,04,1,,03,02,5345
19,0811,1959,07,0251,0112,4,1,-,-,01,12/08/2011,01,14/08/2011,01,,,01,01,5345
19,0811,1959,07,0251,0133,5,1,-,-,01,11/08/2011,01,14/08/2011,03,1,,01,03,5345
19,0811,1037,07,0304,0016,1,1,-,-,01,09/08/2011,01,14/08/2011,02,1,,01,01,4891
19,0811,1037,07,0304,0136,5,1,-,-,01,09/08/2011,01,14/08/2011,02,1,,02,02,4891
19,0811,065A,07,0305,0014,1,1,-,-,01,10/08/2011,01,14/08/2011,04,1,,01,02,5394
19,0811,065A,07,0305,0039,2,1,-,-,01,13/08/2011,01,14/08/2011,06,1,,01,03,5394
19,0811,065A,07,0305,0057,3,1,-,-,01,10/08/2011,01,14/08/2011,02,1,,01,01,5394
19,0811,065A,07,0305,0101,5,1,-,-,01,10/08/2011,01,14/08/2011,01,,,01,01,5394
19,0811,1925,07,0364,0043,2,1,-,-,01,09/08/2011,01,14/08/2011,03,1,,01,02,7605
19,0811,1925,07,0364,0071,3,1,-,-,01,10/08/2011,01,14/08/2011,04,1,,02,01,7605
19,0811,1925,07,0364,0091,4,1,-,-,01,09/08/2011,01,14/08/2011,04,1,,02,01,7605
19,0811,1925,07,0364,0109,5,1,-,-,01,09/08/2011,01,14/08/2011,04,1,,01,02,7605
19,0811,058A,07,0383,0094,2,1,-,-,01,05/08/2011,01,14/08/2011,04,1,,02,01,5793
19,0811,0522,07,0411,0063,3,1,-,-,01,08/08/2011,01,14/08/2011,05,1,,02,05,4704
19,0811,0522,07,0411,0082,4,1,-,-,01,13/08/2011,01,14/08/2011,03,1,,02,01,4704
19,0811,1427,07,0238,0077,3,2,-,-,01,11/08/2011,01,14/08/2011,,,,02,02,5776
19,0811,2425,07,0015,0019,1,1,-,-,01,17/08/2011,01,20/08/2011,03,1,,02,03,9226
19,0811,2425,07,0015,0065,2,1,-,-,01,16/08/2011,01,20/08/2011,05,1,,02,02,9226
19,0811,2425,07,0015,0150,4,1,-,-,01,16/08/2011,01,20/08/2011,02,1,,02,02,9226
19,0811,2425,07,0015,0186,5,1,-,-,01,16/08/2011,01,20/08/2011,03,1,,01,01,9226
19,0811,1234,07,0039,0063,3,1,-,-,01,17/08/2011,01,20/08/2011,03,1,,01,03,7286
19,0811,1291,07,0100,0015,1,1,-,-,01,15/08/2011,01,20/08/2011,07,1,,05,06,9354
19,0811,1291,07,0100,0103,3,1,-,-,01,16/08/2011,01,20/08/2011,03,1,,01,02,9354
19,0811,1291,07,0100,0142,4,1,-,-,01,15/08/2011,01,20/08/2011,05,1,,02,02,9354
19,0811,1291,07,0100,0177,5,1,-,-,01,15/08/2011,01,20/08/2011,02,1,,02,01,9354
19,0811,2834,07,0103,0015,1,1,-,-,01,19/08/2011,01,22/08/2011,05,1,,01,01,2404
19,0811,2834,07,0103,0091,3,1,-,-,01,15/08/2011,01,21/08/2011,02,1,,02,02,2404
19,0811,2834,07,0103,0171,5,1,-,-,01,15/08/2011,01,20/08/2011,03,1,,01,01,2404
19,0811,179A,07,0104,0026,2,1,-,-,01,09/08/2011,01,21/08/2011,03,1,,03,02,5518
19,0811,179A,07,0104,0090,5,1,-,-,01,08/08/2011,01,21/08/2011,04,1,,02,03,5518
19,0811,0927,07,0144,0063,3,1,-,-,01,16/08/2011,01,21/08/2011,01,,,01,01,5141
19,0811,0950,07,0180,0132,5,1,-,-,01,16/08/2011,01,21/08/2011,02,1,,01,01,3989
19,0811,1893,07,0202,0008,1,1,-,-,01,20/08/2011,01,22/08/2011,04,1,,02,02,2802
19,0811,1893,07,0202,0043,2,1,-,-,01,16/08/2011,01,21/08/2011,05,1,,01,04,2802
19,0811,1893,07,0202,0120,4,1,-,-,01,16/08/2011,01,21/08/2011,02,1,,01,01,2802
19,0811,1893,07,0202,0155,5,1,-,-,01,16/08/2011,01,21/08/2011,06,1,,02,01,2802
19,0811,1959,07,0251,0019,1,1,-,-,01,12/08/2011,01,21/08/2011,02,1,,01,01,5345
19,0811,1037,07,0304,0121,4,1,-,-,01,17/08/2011,01,21/08/2011,02,1,,01,02,4891
19,0811,065A,07,0305,0089,4,1,-,-,01,10/08/2011,01,22/08/2011,05,2,02,02,02,5394
19,0811,0522,07,0411,0019,1,1,-,-,01,19/08/2011,01,22/08/2011,01,,,01,01,4704
19,0811,0522,07,0411,0027,2,1,-,-,01,19/08/2011,01,22/08/2011,04,1,,01,03,4704
19,0811,065A,07,0305,0089,4,2,-,-,01,18/08/2011,01,20/08/2011,,,,01,01,5394
19,0811,2425,07,0015,0108,3,1,-,-,01,16/08/2011,01,26/08/2011,04,1,,01,03,9226
19,0811,1291,07,0100,0050,2,1,-,-,01,16/08/2011,01,26/08/2011,08,1,,04,08,9354
19,0811,2834,07,0103,0049,2,1,-,-,01,25/08/2011,01,26/08/2011,02,1,,01,01,2404
19,0811,2849,07,0103,0134,4,1,-,-,01,22/08/2011,01,26/08/2011,02,1,,02,02,2404
19,0811,1893,07,0202,0082,3,1,-,-,01,17/08/2011,01,26/08/2011,07,1,,02,07,2802
19,0811,0857,07,0312,0120,4,1,-,-,06,30/08/2011,06,30/08/2011,,,,,,0
19,0811,1499,07,0113,0017,1,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
19,0811,1925,07,0364,0016,1,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
19,0811,0522,07,0411,0101,5,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
09,0811,2861,08,0544,0009,1,1,-,-,01,03/08/2011,01,06/08/2011,03,1,,01,01,4335
09,0811,2861,08,0544,0034,2,1,-,-,01,03/08/2011,01,06/08/2011,01,,,01,01,4335
09,0811,2861,08,0544,0068,3,1,-,-,01,03/08/2011,01,06/08/2011,02,1,,02,02,4335
09,0811,2861,08,0544,0092,4,1,-,-,01,03/08/2011,01,06/08/2011,01,,,01,01,4335
09,0811,2861,08,0544,0115,5,1,-,-,01,03/08/2011,01,06/08/2011,03,1,,02,02,4335
09,0811,2683,08,0587,0023,1,1,-,-,01,05/08/2011,01,06/08/2011,03,1,,01,01,6056
09,0811,2683,08,0587,0051,2,1,-,-,01,06/08/2011,01,07/08/2011,02,1,,01,01,6056
09,0811,2683,08,0587,0078,3,1,-,-,01,04/08/2011,01,06/08/2011,05,1,,01,01,6056
09,0811,2683,08,0587,0096,4,1,-,-,01,04/08/2011,01,06/08/2011,08,1,,02,08,6056
09,0811,2683,08,0587,0106,5,1,-,-,01,04/08/2011,01,07/08/2011,04,1,,02,01,6056
09,0811,2999,08,0688,0018,1,1,-,-,01,01/08/2011,01,06/08/2011,02,1,,01,01,5178
09,0811,2999,08,0688,0069,3,1,-,-,01,01/08/2011,01,06/08/2011,03,1,,03,03,5178
09,0811,2999,08,0688,0092,4,1,-,-,01,01/08/2011,01,06/08/2011,03,1,,02,01,5178
09,0811,2999,08,0688,0136,5,1,-,-,01,06/08/2011,01,06/08/2011,02,1,,02,02,5178
09,0811,1365,08,0720,0046,3,1,-,-,01,05/08/2011,01,07/08/2011,01,,,01,01,4172
09,0811,1365,08,0720,0068,4,1,-,-,01,06/08/2011,01,07/08/2011,05,1,,01,02,4172
09,0811,3766,08,0757,0014,1,1,-,-,01,04/08/2011,01,07/08/2011,04,1,,02,03,4503
09,0811,3766,08,0757,0035,2,1,-,-,01,05/08/2011,01,07/08/2011,01,,,01,01,4503
09,0811,3164,08,0798,0016,1,1,-,-,01,06/08/2011,01,07/08/2011,02,1,,01,01,6005
09,0811,3164,08,0798,0035,2,1,-,-,01,03/08/2011,01,07/08/2011,05,1,,01,01,6005
09,0811,3164,08,0798,0079,4,1,-,-,01,03/08/2011,01,07/08/2011,06,1,,06,01,6005
09,0811,3164,08,0798,0105,5,1,-,-,01,05/08/2011,01,07/08/2011,01,,,01,01,6005
09,0811,2984,08,0810,0041,2,1,-,-,01,03/08/2011,01,06/08/2011,01,,,01,01,4657
09,0811,2984,08,0810,0083,4,1,-,-,01,02/08/2011,01,06/08/2011,03,1,,03,01,4657
09,0811,5851,08,0855,0208,3,1,-,-,01,05/08/2011,01,06/08/2011,05,1,,02,02,4404
09,0811,5851,08,0855,0271,5,1,-,-,01,05/08/2011,01,06/08/2011,05,1,,03,01,4404
09,0811,525A,08,0876,0005,1,1,-,-,01,03/08/2011,01,07/08/2011,05,1,,02,01,6064
09,0811,525A,08,0876,0146,5,1,-,-,01,03/08/2011,01,07/08/2011,04,1,,02,01,6064
09,0811,5160,08,0877,0007,1,1,-,-,01,04/08/2011,01,06/08/2011,03,1,,01,01,4924
09,0811,5160,08,0877,0029,2,1,-,-,01,04/08/2011,01,06/08/2011,01,,,01,01,4924
09,0811,3268,08,0885,0010,1,1,-,-,01,02/08/2011,01,07/08/2011,05,1,,02,02,5697
09,0811,3268,08,0885,0030,2,1,-,-,01,01/08/2011,01,07/08/2011,02,1,,01,01,5697
09,0811,3268,08,0885,0068,3,1,-,-,01,02/08/2011,01,07/08/2011,03,1,,01,02,5697
09,0811,3268,08,0885,0088,4,1,-,-,01,01/08/2011,01,07/08/2011,03,1,,01,01,5697
09,0811,3728,08,0550,0019,1,1,-,-,01,08/08/2011,01,16/08/2011,04,1,,04,04,5848
09,0811,3728,08,0550,0053,3,1,-,-,01,09/08/2011,01,16/08/2011,04,1,,04,04,5848
09,0811,3728,08,0550,0071,4,1,-,-,01,09/08/2011,01,16/08/2011,02,1,,02,01,5848
09,0811,3728,08,0550,0087,5,1,-,-,01,10/08/2011,01,16/08/2011,03,1,,02,01,5848
09,0811,361A,08,0574,0043,3,1,-,-,01,08/08/2011,01,16/08/2011,02,1,,01,01,4283
09,0811,361A,08,0574,0072,4,1,-,-,01,13/08/2011,01,16/08/2011,02,1,,01,01,4283
09,0811,7044,08,0616,0023,1,1,-,-,01,16/08/2011,01,16/08/2011,05,1,,02,02,6271
09,0811,7044,08,0616,0063,2,1,-,-,01,15/08/2011,01,16/08/2011,03,1,,02,01,6271
09,0811,7044,08,0616,0094,3,1,-,-,01,12/08/2011,01,16/08/2011,01,,,01,01,6271
09,0811,7044,08,0616,0128,4,1,-,-,01,13/08/2011,01,16/08/2011,02,1,,01,01,6271
09,0811,7044,08,0616,0159,5,1,-,-,01,15/08/2011,01,16/08/2011,04,1,,02,01,6271
09,0811,2999,08,0688,0039,2,1,-,-,01,12/08/2011,01,16/08/2011,05,1,,02,02,5178
09,0811,5071,08,0705,0021,1,1,-,-,06,11/08/2011,01,16/08/2011,02,1,,02,02,4548
09,0811,5071,08,0705,0053,2,1,-,-,01,09/08/2011,01,16/08/2011,04,1,,02,01,4548
09,0811,5071,08,0705,0076,3,1,-,-,01,11/08/2011,01,16/08/2011,01,,,01,01,4548
09,0811,1365,08,0720,0004,1,1,-,-,01,08/08/2011,01,16/08/2011,05,1,,05,03,4172
09,0811,1365,08,0720,0023,2,1,-,-,01,09/08/2011,01,16/08/2011,03,1,,02,02,4172
09,0811,1365,08,0720,0091,5,1,-,-,01,11/08/2011,01,16/08/2011,03,1,,03,03,4172
09,0811,6440,08,0735,0027,1,1,-,-,01,09/08/2011,01,16/08/2011,05,1,,01,02,4145
09,0811,6440,08,0735,0055,2,1,-,-,01,09/08/2011,01,16/08/2011,04,1,,01,01,4145
09,0811,6440,08,0735,0077,3,1,-,-,01,09/08/2011,01,16/08/2011,04,1,,02,02,4145
09,0811,6440,08,0735,0113,4,1,-,-,01,09/08/2011,01,16/08/2011,03,1,,01,03,4145
09,0811,3766,08,0757,0055,3,1,-,-,01,13/08/2011,01,16/08/2011,01,,,01,01,4503
09,0811,3766,08,0757,0073,4,1,-,-,01,09/08/2011,01,16/08/2011,03,1,,01,02,4503
09,0811,3766,08,0757,0094,5,1,-,-,01,16/08/2011,01,16/08/2011,02,1,,01,01,4503
09,0811,5781,08,0766,0010,1,1,-,-,01,11/08/2011,01,16/08/2011,07,1,,05,03,6932
09,0811,5781,08,0766,0078,3,1,-,-,01,11/08/2011,01,16/08/2011,03,1,,02,02,6932
09,0811,5781,08,0766,0112,4,1,-,-,01,13/08/2011,01,16/08/2011,03,1,,01,01,6932
09,0811,5781,08,0766,0138,5,1,-,-,01,14/08/2011,01,16/08/2011,04,1,,02,01,6932
09,0811,2984,08,0810,0063,3,1,-,-,01,11/08/2011,01,16/08/2011,05,1,,03,01,4657
09,0811,5103,08,0814,0015,1,1,-,-,01,13/08/2011,01,16/08/2011,02,1,,01,01,4118
09,0811,5103,08,0814,0034,2,1,-,-,01,16/08/2011,01,16/08/2011,04,1,,02,01,4118
09,0811,5103,08,0814,0085,4,1,-,-,01,10/08/2011,01,16/08/2011,04,1,,01,01,4118
09,0811,5103,08,0814,0111,5,1,-,-,01,15/08/2011,01,16/08/2011,04,1,,02,01,4118
09,0811,614A,08,0818,0027,1,1,-,-,01,13/08/2011,01,16/08/2011,01,,,01,01,5312
09,0811,614A,08,0818,0057,2,1,-,-,01,09/08/2011,01,16/08/2011,04,1,,02,02,5312
09,0811,5851,08,0855,0162,1,1,-,-,01,10/08/2011,01,16/08/2011,01,,,01,01,4404
09,0811,5851,08,0855,0186,2,1,-,-,01,08/08/2011,01,16/08/2011,03,1,,01,01,4404
09,0811,5851,08,0855,0240,4,1,-,-,01,08/08/2011,01,16/08/2011,04,1,,02,01,4404
09,0811,525A,08,0876,0039,2,1,-,-,01,08/08/2011,01,16/08/2011,02,1,,02,02,6064
09,0811,5160,08,0877,0078,4,1,-,-,01,04/08/2011,01,16/08/2011,04,1,,04,02,4924
09,0811,5160,08,0877,0095,5,1,-,-,01,12/08/2011,01,16/08/2011,04,1,,01,01,4924
09,0811,6506,08,0915,0193,1,1,-,-,01,14/08/2011,01,16/08/2011,03,1,,02,02,5644
09,0811,6506,08,0915,0213,2,1,-,-,01,13/08/2011,01,16/08/2011,05,1,,02,02,5644
09,0811,6506,08,0915,0229,3,1,-,-,01,12/08/2011,01,16/08/2011,05,1,,01,02,5644
09,0811,6506,08,0915,0264,5,1,-,-,01,14/08/2011,01,16/08/2011,03,1,,02,02,5644
09,0811,361A,08,0574,0032,2,1,-,-,01,22/08/2011,01,23/08/2011,02,1,,02,02,4283
09,0811,361A,08,0574,0092,5,1,-,-,02,08/08/2011,01,22/08/2011,03,1,,01,01,4283
09,0811,5071,08,0705,0104,5,1,-,-,01,23/08/2011,01,23/08/2011,01,,,01,01,4548
09,0811,6440,08,0735,0138,5,1,-,-,01,22/08/2011,01,23/08/2011,03,1,,02,01,4145
09,0811,5781,08,0766,0042,2,1,-,-,01,14/08/2011,01,23/08/2011,03,1,,02,01,6932
09,0811,2984,08,0810,0105,5,1,-,-,01,21/08/2011,01,23/08/2011,01,,,01,01,4657
09,0811,5103,08,0814,0064,3,1,-,-,01,22/08/2011,01,23/08/2011,01,,,01,01,4118
09,0811,614A,08,0818,0084,3,1,-,-,01,18/08/2011,01,23/08/2011,02,1,,01,01,5312
09,0811,525A,08,0876,0108,4,1,-,-,01,18/08/2011,01,23/08/2011,01,,,01,01,6064
09,0811,5160,08,0877,0053,3,1,-,-,01,04/08/2011,01,23/08/2011,03,1,,02,01,4924
09,0811,361A,08,0574,0021,1,1,-,-,01,24/08/2011,01,30/08/2011,03,1,,02,02,4283
09,0811,614A,08,0818,0120,4,1,-,-,01,24/08/2011,01,30/08/2011,01,,,01,01,5312
09,0811,3728,08,0550,0036,2,1,-,-,08,30/08/2011,08,30/08/2011,,,,,,0
09,0811,5071,08,0705,0097,4,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
09,0811,3164,08,0798,0058,3,1,-,-,06,30/08/2011,06,30/08/2011,,,,,,0
09,0811,2984,08,0810,0020,1,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
09,0811,614A,08,0818,0146,5,1,-,-,06,30/08/2011,06,30/08/2011,,,,,,0
09,0811,525A,08,0876,0075,3,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
09,0811,3268,08,0885,0114,5,1,-,-,08,25/08/2011,06,25/08/2011,,,,,,0
09,0811,6506,08,0915,0244,4,1,-,-,07,30/08/2011,07,30/08/2011,,,,,,0
01,0811,1966,09,1132,0075,3,1,-,-,01,01/08/2011,01,05/08/2011,03,1,,02,02,4688
01,0811,1966,09,1132,0145,5,1,-,-,01,01/08/2011,01,05/08/2011,07,1,,02,01,4688
01,0811,1847,15,0654,0090,1,1,-,-,01,02/08/2011,01,05/08/2011,04,1,,02,01,2134
01,0811,1847,15,0654,0128,2,1,-,-,01,02/08/2011,01,05/08/2011,03,1,,01,01,2134
01,0811,1847,15,0654,0237,3,1,-,-,01,02/08/2011,01,05/08/2011,05,1,,02,02,2134
01,0811,1452,15,0919,0040,1,1,-,-,01,04/08/2011,01,05/08/2011,04,1,,01,04,6463
01,0811,1452,15,0919,0072,2,1,-,-,01,03/08/2011,01,05/08/2011,04,1,,02,03,6463
01,0811,1452,15,0919,0103,3,1,-,-,01,04/08/2011,01,05/08/2011,02,1,,01,02,6463
01,0811,1452,15,0919,0129,4,1,-,-,01,03/08/2011,01,05/08/2011,02,1,,01,02,6463
01,0811,1452,15,0919,0139,5,1,-,-,01,04/08/2011,01,05/08/2011,01,,,01,01,6463
01,0811,0232,15,1237,0018,1,1,-,-,01,03/08/2011,01,05/08/2011,07,1,,01,03,4137
01,0811,0232,15,1237,0061,2,1,-,-,01,02/08/2011,01,05/08/2011,05,1,,03,02,4137
01,0811,0232,15,1237,0100,3,1,-,-,01,02/08/2011,01,05/08/2011,07,1,,04,05,4137
01,0811,0232,15,1237,0189,5,1,-,-,01,02/08/2011,01,05/08/2011,07,1,,03,02,4137
01,0811,0722,15,1248,0025,1,1,-,-,01,04/08/2011,01,05/08/2011,08,1,,02,07,5898
01,0811,0722,15,1248,0078,2,1,-,-,01,03/08/2011,01,05/08/2011,05,1,,01,02,5898
01,0811,0722,15,1248,0147,4,1,-,-,01,03/08/2011,01,05/08/2011,05,1,,02,01,5898
01,0811,1486,15,1393,0018,1,1,-,-,01,03/08/2011,01,05/08/2011,08,1,,01,02,5129
01,0811,1486,15,1393,0053,2,1,-,-,01,01/08/2011,01,05/08/2011,04,1,,01,01,5129
01,0811,1486,15,1393,0087,3,1,-,-,01,01/08/2011,01,05/08/2011,02,1,,01,02,5129
01,0811,3197,09,0565,0089,4,1,-,-,01,11/08/2011,01,12/08/2011,04,1,,02,02,5542
01,0811,1956,09,0617,0133,2,1,-,-,01,11/08/2011,01,12/08/2011,03,1,,02,01,5876
01,0811,2964,09,0831,0008,1,1,-,-,01,08/08/2011,01,12/08/2011,01,,,01,01,6568
01,0811,2964,09,0831,0038,2,1,-,-,01,08/08/2011,01,12/08/2011,03,1,,01,01,6568
01,0811,2964,09,0831,0069,3,1,-,-,01,08/08/2011,01,12/08/2011,06,1,,01,01,6568
01,0811,2964,09,0831,0103,4,1,-,-,01,08/08/2011,01,12/08/2011,04,1,,01,01,6568
01,0811,2964,09,0831,0138,5,1,-,-,01,08/08/2011,01,12/08/2011,03,1,,02,03,6568
01,0811,0219,09,0914,0087,1,1,-,-,01,09/08/2011,01,12/08/2011,04,1,,01,02,5432
01,0811,0359,09,1224,0080,3,1,-,-,01,10/08/2011,01,12/08/2011,08,1,,02,03,6264
01,0811,0359,09,1224,0129,5,1,-,-,01,10/08/2011,01,12/08/2011,01,,,01,01,6264
01,0811,2899,09,1225,0081,2,1,-,-,01,11/08/2011,01,12/08/2011,05,1,,02,05,6305
01,0811,097A,09,1379,0073,2,1,-,-,01,08/08/2011,01,12/08/2011,02,1,,01,02,6387
01,0811,097A,09,1379,0108,3,1,-,-,01,08/08/2011,01,12/08/2011,04,1,,03,02,6387
01,0811,097A,09,1379,0148,4,1,-,-,01,08/08/2011,01,12/08/2011,01,,,01,01,6387
01,0811,0469,09,1449,0123,3,1,-,-,01,05/08/2011,01,12/08/2011,04,1,,01,02,6500
01,0811,0469,09,1449,0166,4,1,-,-,01,05/08/2011,01,12/08/2011,03,1,,02,02,6500
01,0811,1847,15,0654,0289,5,1,-,-,01,02/08/2011,01,12/08/2011,06,1,,02,01,2134
01,0811,0661,15,1095,0017,1,1,-,-,01,07/08/2011,01,12/08/2011,07,1,,03,04,4737
01,0811,0661,15,1095,0057,3,1,-,-,01,07/08/2011,01,12/08/2011,05,1,,02,03,4737
01,0811,3869,15,1407,0030,1,1,-,-,01,12/08/2011,01,12/08/2011,06,1,,02,01,6196
01,0811,0705,15,1423,0287,1,1,-,-,01,09/08/2011,01,12/08/2011,04,1,,02,01,8956
01,0811,0705,15,1423,0344,3,1,-,-,01,11/08/2011,01,12/08/2011,03,1,,01,01,8956
01,0811,3197,09,0565,0065,3,1,-,-,01,20/08/2011,01,22/08/2011,03,1,,02,01,5542
01,0811,1576,09,0597,0007,1,1,-,-,01,17/08/2011,01,19/08/2011,03,1,,01,02,4974
01,0811,1576,09,0597,0044,2,1,-,-,01,21/08/2011,01,22/08/2011,05,1,,03,01,4974
01,0811,1576,09,0597,0062,3,1,-,-,01,21/08/2011,01,22/08/2011,02,1,,01,01,4974
01,0811,1576,09,0597,0103,4,1,-,-,01,21/08/2011,01,22/08/2011,01,,,01,01,4974
01,0811,1956,09,0617,0106,1,1,-,-,01,19/08/2011,01,22/08/2011,03,1,,01,02,5876
01,0811,1956,09,0617,0161,3,1,-,-,01,20/08/2011,01,20/08/2011,04,1,,02,01,5876
01,0811,1956,09,0617,0186,4,1,-,-,01,19/08/2011,01,22/08/2011,04,1,,01,02,5876
01,0811,1956,09,0617,0210,5,1,-,-,01,19/08/2011,01,22/08/2011,02,1,,02,02,5876
01,0811,0773,09,0736,0004,1,1,-,-,01,16/08/2011,01,19/08/2011,01,,,01,01,3843
01,0811,0773,09,0736,0032,2,1,-,-,01,15/08/2011,01,19/08/2011,02,1,,01,02,3843
01,0811,0773,09,0736,0055,3,1,-,-,01,16/08/2011,01,19/08/2011,02,1,,01,02,3843
01,0811,0773,09,0736,0088,4,1,-,-,01,15/08/2011,01,19/08/2011,05,1,,02,02,3843
01,0811,0219,09,0914,0121,2,1,-,-,01,16/08/2011,01,19/08/2011,01,,,01,01,5432
01,0811,0219,09,0914,0166,4,1,-,-,01,13/08/2011,01,19/08/2011,02,1,,02,01,5432
01,0811,0219,09,0914,0184,5,1,-,-,01,13/08/2011,01,19/08/2011,01,,,01,01,5432
01,0811,0359,09,1224,0019,1,1,-,-,01,10/08/2011,01,19/08/2011,06,1,,01,04,6264
01,0811,0359,09,1224,0049,2,1,-,-,01,15/08/2011,01,19/08/2011,01,,,01,01,6264
01,0811,0359,09,1224,0106,4,1,-,-,01,15/08/2011,01,19/08/2011,04,1,,04,01,6264
01,0811,2899,09,1225,0036,1,1,-,-,01,21/08/2011,01,22/08/2011,05,1,,02,04,6305
01,0811,2899,09,1225,0117,3,1,-,-,01,11/08/2011,01,22/08/2011,03,1,,02,01,6305
01,0811,2899,09,1225,0154,4,1,-,-,01,11/08/2011,01,22/08/2011,04,1,,02,01,6305
01,0811,2899,09,1225,0186,5,1,-,-,01,21/08/2011,01,22/08/2011,04,1,,01,02,6305
01,0811,097A,09,1379,0029,1,1,-,-,01,13/08/2011,01,19/08/2011,08,2,02,03,01,6387
01,0811,097A,09,1379,0175,5,1,-,-,01,13/08/2011,01,19/08/2011,02,1,,01,01,6387
01,0811,0469,09,1449,0070,2,1,-,-,01,14/08/2011,01,19/08/2011,02,1,,01,02,6500
01,0811,0584,15,0797,0013,1,1,-,-,01,14/08/2011,01,22/08/2011,05,1,,02,01,7368
01,0811,0584,15,0797,0083,3,1,-,-,01,14/08/2011,01,22/08/2011,04,1,,02,01,7368
01,0811,0584,15,0797,0118,4,1,-,-,01,14/08/2011,01,19/08/2011,02,1,,02,01,7368
01,0811,0584,15,0797,0150,5,1,-,-,01,20/08/2011,01,22/08/2011,01,,,01,01,7368
01,0811,0661,15,1095,0036,2,1,-,-,01,10/08/2011,01,22/08/2011,01,,,01,01,4737
01,0811,0661,15,1095,0077,4,1,-,-,01,20/08/2011,01,22/08/2011,03,1,,02,01,4737
01,0811,0661,15,1095,0098,5,1,-,-,01,20/08/2011,01,22/08/2011,03,1,,03,01,4737
01,0811,0722,15,1248,0121,3,1,-,-,01,14/08/2011,01,19/08/2011,03,1,,01,03,5898
01,0811,0722,15,1248,0157,5,1,-,-,01,14/08/2011,01,19/08/2011,04,1,,02,02,5898
01,0811,3869,15,1407,0158,5,1,-,-,01,14/08/2011,01,19/08/2011,04,1,,02,01,6196
01,0811,0705,15,1423,0310,2,1,-,-,01,20/08/2011,01,22/08/2011,04,1,,03,02,8956
01,0811,3197,09,0565,0017,1,1,-,-,01,23/08/2011,01,26/08/2011,04,1,,04,02,5542
01,0811,3197,09,0565,0039,2,1,-,-,01,24/08/2011,01,26/08/2011,06,1,,02,01,5542
01,0811,3197,09,0565,0113,5,1,-,-,01,11/08/2011,01,26/08/2011,04,1,,02,01,5542
