"CD,C,2","PER,C,4","AGEB,C,4","ENT,C,2","CON,C,4","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","RFC_E,C,10","RFC_S,C,10","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,C,2","P2,C,1","P3,C,2","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
29,0811,1109,17,0366,0032,1,1,-,-,01,08/08/2011,01,13/08/2011,03,1,,02,02,4225
29,0811,1109,17,0366,0085,3,1,-,-,01,10/08/2011,01,13/08/2011,04,1,,02,02,4225
29,0811,1109,17,0366,0102,5,1,-,-,01,08/08/2011,01,13/08/2011,05,1,,02,04,4225
29,0811,0204,17,0384,0020,1,1,-,-,01,11/08/2011,01,13/08/2011,02,1,,02,02,5241
29,0811,0204,17,0384,0037,2,1,-,-,01,11/08/2011,01,13/08/2011,03,1,,02,02,5241
29,0811,0204,17,0384,0066,3,1,-,-,01,11/08/2011,01,13/08/2011,01,,,01,01,5241
29,0811,0204,17,0384,0101,4,1,-,-,01,11/08/2011,01,13/08/2011,02,1,,02,02,5241
29,0811,0204,17,0384,0111,5,1,-,-,01,11/08/2011,01,13/08/2011,03,1,,02,01,5241
29,0811,0685,17,0406,0027,1,1,-,-,01,08/08/2011,01,13/08/2011,04,1,,01,02,5386
29,0811,0685,17,0406,0191,5,1,-,-,01,13/08/2011,01,13/08/2011,02,1,,01,01,5386
29,0811,0423,17,0409,0055,2,1,-,-,01,11/08/2011,01,13/08/2011,03,1,,03,03,5448
29,0811,0423,17,0409,0133,5,1,-,-,01,12/08/2011,01,13/08/2011,06,1,,04,01,5448
29,0811,0509,17,0069,0045,3,1,-,-,01,19/08/2011,01,19/08/2011,05,1,,02,03,6381
29,0811,0509,17,0069,0067,4,1,-,-,01,17/08/2011,01,19/08/2011,04,1,,04,03,6381
29,0811,0509,17,0069,0087,5,1,-,-,01,17/08/2011,01,19/08/2011,07,1,,05,02,6381
29,0811,0866,17,0205,0030,1,1,-,-,01,13/08/2011,01,18/08/2011,03,1,,02,02,3581
29,0811,0866,17,0205,0057,2,1,-,-,01,18/08/2011,01,18/08/2011,01,,,01,01,3581
29,0811,0866,17,0205,0058,3,1,-,-,01,18/08/2011,01,18/08/2011,06,1,,03,04,3581
29,0811,0866,17,0205,0113,5,1,-,-,01,13/08/2011,01,18/08/2011,04,1,,03,01,3581
29,0811,0717,17,0208,0032,2,1,-,-,01,17/08/2011,01,19/08/2011,04,1,,04,04,3549
29,0811,0717,17,0208,0056,3,1,-,-,01,16/08/2011,01,19/08/2011,03,1,,02,02,3549
29,0811,0717,17,0208,0082,4,1,-,-,01,16/08/2011,01,19/08/2011,03,1,,02,03,3549
29,0811,0717,17,0208,0111,5,1,-,-,01,16/08/2011,01,19/08/2011,03,1,,02,01,3549
29,0811,1560,17,0252,0484,2,1,-,-,01,15/08/2011,01,19/08/2011,05,1,,02,02,4034
29,0811,1560,17,0252,0565,4,1,-,-,01,15/08/2011,01,19/08/2011,03,1,,01,01,4034
29,0811,0245,17,0279,0026,1,1,-,-,01,17/08/2011,01,19/08/2011,07,1,,04,01,6486
29,0811,0245,17,0279,0116,3,1,-,-,01,17/08/2011,01,19/08/2011,05,1,,02,02,6486
29,0811,0245,17,0279,0205,5,1,-,-,01,12/08/2011,01,19/08/2011,04,1,,02,02,6486
29,0811,0558,17,0291,0098,3,1,-,-,01,04/08/2011,01,18/08/2011,08,1,,02,01,5375
29,0811,0847,17,0300,0196,5,1,-,-,01,12/08/2011,01,18/08/2011,03,1,,01,01,7194
29,0811,0796,17,0320,0005,1,1,-,-,01,16/08/2011,01,18/08/2011,06,1,,01,01,1427
29,0811,0796,17,0320,0056,2,1,-,-,01,16/08/2011,01,18/08/2011,03,1,,01,01,1427
29,0811,0796,17,0320,0107,3,1,-,-,01,15/08/2011,01,18/08/2011,02,1,,01,01,1427
29,0811,064A,17,0338,0053,2,1,-,-,01,16/08/2011,01,18/08/2011,03,1,,03,03,5239
29,0811,064A,17,0338,0097,3,1,-,-,01,10/08/2011,01,18/08/2011,01,,,01,01,5239
29,0811,1151,17,0347,0005,1,1,-,-,01,04/08/2011,01,19/08/2011,04,1,,02,01,4670
29,0811,1151,17,0347,0166,5,1,-,-,01,15/08/2011,01,19/08/2011,06,1,,02,06,4670
29,0811,1109,17,0366,0100,4,1,-,-,01,09/08/2011,01,18/08/2011,03,1,,02,02,4225
29,0811,0423,17,0409,0085,3,1,-,-,01,13/08/2011,01,18/08/2011,02,1,,01,02,5448
29,0811,0295,17,0034,0388,5,1,-,-,01,28/08/2011,01,29/08/2011,01,,,01,01,4197
29,0811,0866,17,0205,0096,4,1,-,-,01,04/08/2011,01,29/08/2011,08,1,,02,01,3581
29,0811,0825,17,0257,0123,3,1,-,-,08,25/08/2011,01,29/08/2011,04,1,,01,01,5814
29,0811,0245,17,0279,0069,2,1,-,-,01,23/08/2011,01,29/08/2011,04,1,,04,04,6486
29,0811,1151,17,0347,0147,4,1,-,-,01,22/08/2011,01,29/08/2011,01,,,01,01,4670
29,0811,1109,17,0366,0059,2,1,-,-,01,08/08/2011,01,29/08/2011,03,1,,01,03,4225
29,0811,0423,17,0409,0032,1,1,-,-,01,28/08/2011,01,29/08/2011,04,1,,02,02,5448
29,0811,0423,17,0409,0119,4,1,-,-,01,19/08/2011,01,29/08/2011,02,1,,02,02,5448
29,0811,0825,17,0257,0167,4,2,-,-,01,01/08/2011,01,30/08/2011,,,,02,04,5814
29,0811,0814,17,0261,0054,2,1,-,-,07,29/08/2011,07,29/08/2011,,,,,,0
27,0811,021A,18,0109,0077,3,1,-,-,01,04/08/2011,01,08/08/2011,03,1,,03,02,5836
27,0811,0544,18,0134,0035,1,1,-,-,01,04/08/2011,01,07/08/2011,04,1,,01,01,5371
27,0811,0544,18,0134,0112,2,1,-,-,01,01/08/2011,01,07/08/2011,01,,,01,01,5371
27,0811,0544,18,0134,0178,3,1,-,-,01,01/08/2011,01,08/08/2011,09,1,,01,03,5371
27,0811,0544,18,0134,0269,4,1,-,-,01,06/08/2011,01,08/08/2011,05,1,,03,02,5371
27,0811,0544,18,0134,0342,5,1,-,-,01,01/08/2011,01,07/08/2011,03,1,,02,02,5371
27,0811,2042,18,0185,0020,1,1,-,-,01,03/08/2011,01,07/08/2011,01,,,01,01,4880
27,0811,2042,18,0185,0045,2,1,-,-,01,02/08/2011,01,07/08/2011,02,1,,02,01,4880
27,0811,2042,18,0185,0097,4,1,-,-,01,02/08/2011,01,07/08/2011,05,1,,04,03,4880
27,0811,2042,18,0185,0123,5,1,-,-,01,02/08/2011,01,07/08/2011,04,1,,02,02,4880
27,0811,128A,18,0186,0024,1,1,-,-,01,03/08/2011,01,07/08/2011,01,,,01,01,6045
27,0811,128A,18,0186,0075,2,1,-,-,01,03/08/2011,01,07/08/2011,07,1,,02,02,6045
27,0811,128A,18,0186,0122,3,1,-,-,01,03/08/2011,01,07/08/2011,04,1,,02,02,6045
27,0811,128A,18,0186,0173,4,1,-,-,01,03/08/2011,01,07/08/2011,04,1,,03,02,6045
27,0811,1114,18,0207,0011,1,1,-,-,01,04/08/2011,01,08/08/2011,04,1,,02,01,4201
27,0811,1114,18,0207,0043,2,1,-,-,01,04/08/2011,01,07/08/2011,04,1,,01,01,4201
27,0811,1114,18,0207,0078,3,1,-,-,01,05/08/2011,01,08/08/2011,03,1,,02,01,4201
27,0811,1114,18,0207,0109,4,1,-,-,01,04/08/2011,01,07/08/2011,03,1,,01,01,4201
27,0811,1171,18,0244,0030,1,1,-,-,01,04/08/2011,01,08/08/2011,04,1,,01,02,4500
27,0811,1171,18,0244,0094,3,1,-,-,01,04/08/2011,01,08/08/2011,03,1,,01,03,4500
27,0811,0258,18,0281,0007,1,1,-,-,01,03/08/2011,01,08/08/2011,04,1,,02,01,4372
27,0811,0258,18,0281,0050,2,1,-,-,01,03/08/2011,01,08/08/2011,02,1,,02,02,4372
27,0811,0258,18,0281,0072,3,1,-,-,01,03/08/2011,01,03/08/2011,06,1,,02,01,4372
27,0811,0258,18,0281,0097,4,1,-,-,01,03/08/2011,01,08/08/2011,04,1,,04,03,4372
27,0811,1330,18,0290,0049,3,1,-,-,01,02/08/2011,01,08/08/2011,10,1,,03,02,5217
27,0811,1330,18,0290,0068,4,1,-,-,01,02/08/2011,01,08/08/2011,06,1,,04,02,5217
27,0811,0737,18,0056,0003,1,1,-,-,01,09/08/2011,01,16/08/2011,04,1,,01,01,6597
27,0811,0737,18,0056,0045,2,1,-,-,01,08/08/2011,01,16/08/2011,02,1,,01,02,6597
27,0811,0737,18,0056,0133,4,1,-,-,01,08/08/2011,01,16/08/2011,04,1,,02,02,6597
27,0811,0737,18,0056,0169,5,1,-,-,01,08/08/2011,01,16/08/2011,02,1,,02,02,6597
27,0811,0370,18,0063,0033,1,1,-,-,01,12/08/2011,01,16/08/2011,06,1,,02,01,5664
27,0811,0370,18,0063,0072,2,1,-,-,01,12/08/2011,01,16/08/2011,01,,,01,01,5664
27,0811,0370,18,0063,0123,3,1,-,-,01,12/08/2011,01,16/08/2011,06,1,,01,01,5664
27,0811,021A,18,0109,0012,1,1,-,-,01,10/08/2011,01,16/08/2011,01,,,01,01,5836
27,0811,021A,18,0109,0050,2,1,-,-,01,10/08/2011,01,15/08/2011,03,1,,01,01,5836
27,0811,021A,18,0109,0108,4,1,-,-,01,04/08/2011,01,11/08/2011,06,1,,04,02,5836
27,0811,0760,18,0175,0009,1,1,-,-,01,08/08/2011,01,16/08/2011,06,1,,02,02,4247
27,0811,0760,18,0175,0024,2,1,-,-,01,10/08/2011,01,16/08/2011,04,1,,02,01,4247
27,0811,0760,18,0175,0052,4,1,-,-,01,08/08/2011,01,16/08/2011,06,1,,03,01,4247
27,0811,0760,18,0175,0064,5,1,-,-,01,08/08/2011,01,16/08/2011,02,1,,02,01,4247
27,0811,0582,18,0180,0008,1,1,-,-,01,11/08/2011,01,16/08/2011,05,1,,01,02,4663
27,0811,0582,18,0180,0024,2,1,-,-,01,09/08/2011,01,16/08/2011,02,1,,02,02,4663
27,0811,0582,18,0180,0081,4,1,-,-,01,09/08/2011,01,16/08/2011,01,,,01,01,4663
27,0811,2042,18,0185,0071,3,1,-,-,01,11/08/2011,01,16/08/2011,02,1,,02,01,4880
27,0811,1171,18,0244,0062,2,1,-,-,01,11/08/2011,01,16/08/2011,03,1,,03,03,4500
27,0811,1171,18,0244,0127,4,1,-,-,01,10/08/2011,01,11/08/2011,05,1,,01,02,4500
27,0811,1330,18,0290,0017,1,1,-,-,01,08/08/2011,01,15/08/2011,03,1,,01,01,5217
27,0811,078A,18,0341,0021,1,1,-,-,01,13/08/2011,01,16/08/2011,03,1,,02,02,4732
27,0811,078A,18,0341,0045,2,1,-,-,01,08/08/2011,01,16/08/2011,06,1,,02,03,4732
27,0811,078A,18,0341,0065,3,1,-,-,01,10/08/2011,01,16/08/2011,03,1,,03,03,4732
27,0811,078A,18,0341,0088,4,1,-,-,01,08/08/2011,01,16/08/2011,04,1,,01,01,4732
27,0811,078A,18,0341,0103,5,1,-,-,01,08/08/2011,01,16/08/2011,02,1,,01,02,4732
27,0811,0370,18,0014,0135,2,1,-,-,01,16/08/2011,01,20/08/2011,04,1,,02,02,4181
27,0811,0370,18,0014,0206,3,1,-,-,01,17/08/2011,01,20/08/2011,04,1,,01,01,4181
27,0811,0370,18,0014,0291,4,1,-,-,01,16/08/2011,01,20/08/2011,03,1,,02,02,4181
27,0811,0370,18,0014,0353,5,1,-,-,01,19/08/2011,01,22/08/2011,03,1,,01,01,4181
27,0811,0370,18,0063,0164,4,1,-,-,01,18/08/2011,01,20/08/2011,06,1,,02,03,5664
27,0811,0281,18,0084,0039,3,1,-,-,01,12/08/2011,01,22/08/2011,03,1,,03,02,3714
27,0811,1701,18,0112,0004,1,1,-,-,01,17/08/2011,01,22/08/2011,06,1,,02,01,7683
27,0811,0991,18,0112,0069,2,1,-,-,01,18/08/2011,01,22/08/2011,04,1,,02,02,7683
27,0811,0991,18,0112,0118,3,1,-,-,01,17/08/2011,01,22/08/2011,04,1,,02,02,7683
27,0811,1701,18,0112,0187,4,1,-,-,01,17/08/2011,01,22/08/2011,02,1,,02,02,7683
27,0811,0991,18,0112,0239,5,1,-,-,01,17/08/2011,01,22/08/2011,03,1,,02,01,7683
27,0811,1487,18,0121,0017,1,1,-,-,01,18/08/2011,01,23/08/2011,04,1,,04,04,6144
27,0811,1487,18,0121,0089,4,1,-,-,01,17/08/2011,01,22/08/2011,03,1,,02,02,6144
27,0811,0760,18,0175,0038,3,1,-,-,01,16/08/2011,01,22/08/2011,02,1,,01,01,4247
27,0811,0582,18,0180,0046,3,1,-,-,01,18/08/2011,01,22/08/2011,02,1,,01,01,4663
27,0811,128A,18,0186,0219,5,1,-,-,01,15/08/2011,01,22/08/2011,04,1,,02,01,6045
27,0811,0686,18,0250,0015,1,1,-,-,01,16/08/2011,01,23/08/2011,02,1,,01,01,6458
27,0811,0686,18,0250,0046,2,1,-,-,01,16/08/2011,01,22/08/2011,05,1,,03,03,6458
27,0811,0686,18,0250,0076,3,1,-,-,01,16/08/2011,01,22/08/2011,02,1,,01,01,6458
27,0811,1330,18,0290,0030,2,1,-,-,01,02/08/2011,01,23/08/2011,04,1,,02,02,5217
27,0811,1330,18,0290,0087,5,1,-,-,01,02/08/2011,01,23/08/2011,07,1,,01,02,5217
27,0811,0741,18,0350,0087,2,1,-,-,01,09/08/2011,01,23/08/2011,03,1,,01,01,8691
27,0811,1487,18,0121,0121,5,2,-,-,01,18/08/2011,01,22/08/2011,,,,01,01,6144
27,0811,0281,18,0084,0061,4,1,-,-,01,25/08/2011,01,30/08/2011,01,,,01,01,3714
27,0811,0281,18,0084,0075,5,1,-,-,01,23/08/2011,01,30/08/2011,03,1,,02,02,3714
27,0811,021A,18,0109,0133,5,1,-,-,01,30/08/2011,01,30/08/2011,04,1,,02,01,5836
27,0811,1487,18,0121,0043,2,1,-,-,01,28/08/2011,01,30/08/2011,03,1,,02,02,6144
27,0811,1487,18,0121,0121,5,1,-,-,01,29/08/2011,01,30/08/2011,05,2,02,02,02,6144
27,0811,0582,18,0180,0100,5,1,-,-,01,18/08/2011,01,30/08/2011,04,1,,01,01,4663
27,0811,0686,18,0250,0109,4,1,-,-,01,22/08/2011,01,30/08/2011,04,1,,02,02,6458
27,0811,0686,18,0250,0138,5,1,-,-,01,24/08/2011,01,30/08/2011,01,,,01,01,6458
27,0811,1881,18,0280,0008,1,1,-,-,01,18/08/2011,01,30/08/2011,05,1,,05,05,4675
27,0811,1881,18,0280,0053,2,1,-,-,01,24/08/2011,01,30/08/2011,04,1,,03,03,4675
27,0811,1881,18,0280,0092,3,1,-,-,01,18/08/2011,01,30/08/2011,05,1,,03,02,4675
27,0811,1881,18,0280,0128,4,1,-,-,01,24/08/2011,01,30/08/2011,02,1,,02,01,4675
27,0811,1896,18,0280,0169,5,1,-,-,01,24/08/2011,01,30/08/2011,06,1,,03,03,4675
27,0811,0258,18,0281,0130,5,1,-,-,01,02/08/2011,01,24/08/2011,03,1,,02,02,4372
27,0811,1538,18,0350,0019,1,1,-,-,01,29/08/2011,01,30/08/2011,04,1,,01,01,8691
27,0811,0741,18,0350,0165,3,1,-,-,01,09/08/2011,01,30/08/2011,04,1,,02,02,8691
27,0811,0741,18,0350,0221,4,1,-,-,01,24/08/2011,01,30/08/2011,02,1,,02,01,8691
27,0811,0737,18,0056,0101,3,1,-,-,07,16/08/2011,07,16/08/2011,,,,,,0
27,0811,0370,18,0063,0197,5,1,-,-,07,24/08/2011,07,24/08/2011,,,,,,0
27,0811,0281,18,0084,0010,1,1,-,-,08,20/08/2011,08,20/08/2011,,,,,,0
27,0811,0281,18,0084,0028,2,1,-,-,07,22/08/2011,07,22/08/2011,,,,,,0
27,0811,1487,18,0121,0069,3,1,-,-,08,22/08/2011,08,22/08/2011,,,,,,0
27,0811,1114,18,0207,0143,5,1,-,-,07,07/08/2011,07,07/08/2011,,,,,,0
27,0811,1171,18,0244,0156,5,1,-,-,07,08/08/2011,07,08/08/2011,,,,,,0
27,0811,1538,18,0350,0274,5,1,-,-,08,30/08/2011,08,30/08/2011,,,,,,0
27,0811,0370,18,0014,0058,1,1,-,-,01,26/08/2011,01,30/08/2011,02,1,,02,02,4181
03,0811,1276,19,0001,0045,2,1,-,-,01,04/08/2011,01,08/08/2011,07,1,,05,03,4530
03,0811,1223,19,0085,0274,1,1,-,-,01,08/08/2011,01,08/08/2011,02,1,,02,02,1621
03,0811,1223,19,0085,0322,2,1,-,-,01,02/08/2011,01,08/08/2011,02,1,,01,01,1621
03,0811,1223,19,0085,0369,3,1,-,-,01,01/08/2011,01,08/08/2011,04,1,,01,01,1621
03,0811,1223,19,0085,0468,5,1,-,-,01,01/08/2011,01,08/08/2011,05,1,,01,01,1621
03,0811,0457,19,0117,0006,1,1,-,-,01,06/08/2011,01,08/08/2011,04,1,,01,01,5252
03,0811,0457,19,0117,0030,2,1,-,-,01,07/08/2011,01,08/08/2011,06,1,,02,02,5252
03,0811,0457,19,0117,0056,3,1,-,-,01,07/08/2011,01,08/08/2011,03,1,,02,02,5252
03,0811,0457,19,0117,0085,4,1,-,-,01,07/08/2011,01,08/08/2011,02,1,,02,02,5252
03,0811,0390,19,0120,0036,1,1,-,-,01,02/08/2011,01,08/08/2011,06,1,,03,03,4299
03,0811,0390,19,0120,0074,2,1,-,-,01,02/08/2011,01,08/08/2011,03,1,,01,01,4299
03,0811,0390,19,0120,0112,3,1,-,-,01,03/08/2011,01,08/08/2011,01,,,01,01,4299
03,0811,0390,19,0120,0189,5,1,-,-,01,03/08/2011,01,08/08/2011,04,1,,02,02,4299
03,0811,0540,19,0165,0034,2,1,-,-,01,01/08/2011,01,08/08/2011,02,1,,02,02,5140
03,0811,0540,19,0165,0059,3,1,-,-,01,01/08/2011,01,08/08/2011,05,1,,01,02,5140
03,0811,0540,19,0165,0086,4,1,-,-,01,02/08/2011,01,08/08/2011,03,1,,01,01,5140
03,0811,0327,19,0204,0064,3,1,-,-,01,04/08/2011,01,08/08/2011,06,1,,05,05,4843
03,0811,0327,19,0204,0091,4,1,-,-,01,03/08/2011,01,08/08/2011,02,1,,02,02,4843
03,0811,0327,19,0204,0121,5,1,-,-,01,03/08/2011,01,08/08/2011,09,1,,05,05,4843
03,0811,0992,19,0313,0009,1,1,-,-,01,03/08/2011,01,08/08/2011,09,1,,04,04,7079
03,0811,0992,19,0313,0053,3,1,-,-,01,02/08/2011,01,08/08/2011,05,1,,03,03,7079
03,0811,0992,19,0313,0094,4,1,-,-,01,02/08/2011,01,08/08/2011,03,1,,01,01,7079
03,0811,017A,19,0358,0019,1,1,-,-,01,01/08/2011,01,08/08/2011,06,1,,02,02,5873
03,0811,017A,19,0358,0079,4,1,-,-,01,01/08/2011,01,08/08/2011,04,1,,02,01,5873
03,0811,1315,19,0363,0014,1,1,-,-,01,06/08/2011,01,08/08/2011,02,1,,01,01,3821
03,0811,1315,19,0363,0056,3,1,-,-,01,05/08/2011,01,08/08/2011,02,1,,01,01,3821
03,0811,1315,19,0363,0093,5,1,-,-,01,05/08/2011,01,08/08/2011,02,1,,01,01,3821
03,0811,0564,19,0406,0067,2,1,-,-,01,03/08/2011,01,08/08/2011,04,1,,01,02,6768
03,0811,0564,19,0406,0099,3,1,-,-,01,03/08/2011,01,08/08/2011,01,,,01,01,6768
03,0811,0564,19,0406,0135,4,1,-,-,01,03/08/2011,01,08/08/2011,06,1,,01,02,6768
03,0811,0206,19,0422,0036,2,1,-,-,01,03/08/2011,01,08/08/2011,06,1,,02,01,5025
03,0811,0206,19,0422,0079,4,1,-,-,01,03/08/2011,01,08/08/2011,03,1,,02,02,5025
03,0811,0206,19,0422,0099,5,1,-,-,01,04/08/2011,01,08/08/2011,04,1,,01,03,5025
03,0811,4110,19,0532,0017,1,1,-,-,01,07/08/2011,01,08/08/2011,01,,,01,01,5051
03,0811,4110,19,0532,0045,2,1,-,-,01,07/08/2011,01,08/08/2011,02,1,,01,01,5051
03,0811,4110,19,0532,0070,3,1,-,-,01,07/08/2011,01,08/08/2011,04,1,,02,02,5051
03,0811,4110,19,0532,0099,4,1,-,-,01,07/08/2011,01,08/08/2011,02,1,,01,01,5051
03,0811,4110,19,0532,0132,5,1,-,-,01,07/08/2011,01,08/08/2011,02,1,,02,01,5051
03,0811,0492,19,0574,0098,5,1,-,-,01,03/08/2011,01,08/08/2011,01,,,01,01,5132
03,0811,1276,19,0001,0078,3,1,-,-,01,14/08/2011,01,15/08/2011,02,1,,01,02,4530
03,0811,1276,19,0001,0115,4,1,-,-,01,12/08/2011,01,15/08/2011,04,1,,02,02,4530
03,0811,1276,19,0001,0140,5,1,-,-,01,14/08/2011,01,15/08/2011,04,1,,02,02,4530
03,0811,2440,19,0049,0104,3,1,-,-,01,12/08/2011,01,14/08/2011,04,1,,01,01,4927
03,0811,2440,19,0049,0135,4,1,-,-,01,14/08/2011,01,14/08/2011,04,1,,02,02,4927
03,0811,2440,19,0049,0305,5,1,-,-,01,12/08/2011,01,14/08/2011,05,1,,01,01,4927
03,0811,0921,19,0108,0018,1,1,-,-,01,10/08/2011,01,15/08/2011,03,1,,02,02,5540
03,0811,0921,19,0108,0034,2,1,-,-,01,10/08/2011,01,15/08/2011,13,2,02,03,01,5540
03,0811,0921,19,0108,0058,3,1,-,-,01,09/08/2011,01,15/08/2011,04,1,,02,02,5540
03,0811,3729,19,0127,0028,1,1,-,-,01,10/08/2011,01,15/08/2011,05,1,,02,02,6432
03,0811,3729,19,0127,0060,2,1,-,-,01,11/08/2011,01,15/08/2011,08,1,,02,05,6432
03,0811,3729,19,0127,0093,3,1,-,-,01,12/08/2011,01,15/08/2011,06,1,,01,01,6432
03,0811,3729,19,0127,0107,4,1,-,-,01,11/08/2011,01,15/08/2011,02,1,,01,02,6432
03,0811,3729,19,0127,0111,5,1,-,-,01,11/08/2011,01,15/08/2011,06,1,,02,02,6432
03,0811,0485,19,0146,0032,1,1,-,-,01,10/08/2011,01,15/08/2011,03,1,,01,01,5149
03,0811,0485,19,0146,0203,5,1,-,-,01,13/08/2011,01,15/08/2011,03,1,,01,01,5149
03,0811,0327,19,0204,0035,2,1,-,-,01,04/08/2011,01,14/08/2011,07,1,,01,01,4843
03,0811,0730,19,0280,0015,1,1,-,-,01,09/08/2011,01,14/08/2011,02,1,,01,01,6604
03,0811,0730,19,0280,0041,2,1,-,-,01,09/08/2011,01,14/08/2011,08,1,,01,01,6604
03,0811,0730,19,0280,0059,3,1,-,-,01,10/08/2011,01,14/08/2011,06,1,,03,03,6604
03,0811,0730,19,0280,0088,4,1,-,-,01,10/08/2011,01,14/08/2011,04,1,,01,01,6604
03,0811,0730,19,0280,0120,5,1,-,-,01,10/08/2011,01,14/08/2011,02,1,,02,02,6604
03,0811,2559,19,0289,0033,2,1,-,-,01,10/08/2011,01,15/08/2011,05,1,,02,02,5591
03,0811,2559,19,0289,0057,3,1,-,-,01,12/08/2011,01,15/08/2011,02,1,,01,01,5591
03,0811,2559,19,0289,0106,5,1,-,-,01,12/08/2011,01,15/08/2011,04,1,,01,01,5591
03,0811,0992,19,0313,0028,2,1,-,-,01,09/08/2011,01,15/08/2011,07,2,02,02,02,7079
03,0811,0340,19,0345,0115,4,1,-,-,01,15/08/2011,01,15/08/2011,02,1,,02,02,5536
03,0811,1315,19,0363,0035,2,1,-,-,01,09/08/2011,01,15/08/2011,02,1,,01,01,3821
03,0811,0564,19,0406,0170,5,1,-,-,01,05/08/2011,01,15/08/2011,02,1,,02,01,6768
03,0811,0206,19,0422,0060,3,1,-,-,01,04/08/2011,01,15/08/2011,04,1,,04,01,5025
03,0811,1276,19,0001,0015,1,1,-,-,01,11/08/2011,01,15/08/2011,07,1,,01,03,4530
03,0811,0457,19,0117,0115,5,1,-,-,01,07/08/2011,01,15/08/2011,04,1,,02,02,5252
03,0811,0485,19,0146,0163,4,1,-,-,01,13/08/2011,01,15/08/2011,04,1,,01,01,5149
03,0811,0340,19,0345,0016,1,1,-,-,01,06/08/2011,01,15/08/2011,05,1,,03,03,5536
03,0811,2440,19,0049,0068,2,1,-,-,01,14/08/2011,01,19/08/2011,05,1,,01,01,4927
03,0811,0390,19,0120,0147,4,1,-,-,01,22/08/2011,01,22/08/2011,04,1,,02,02,4299
03,0811,0485,19,0146,0075,2,1,-,-,01,16/08/2011,01,18/08/2011,03,1,,01,01,5149
03,0811,0327,19,0204,0005,1,1,-,-,01,22/08/2011,01,22/08/2011,01,,,01,01,4843
03,0811,0992,19,0313,0155,5,1,-,-,01,14/08/2011,01,19/08/2011,03,1,,01,01,7079
03,0811,0340,19,0345,0080,3,1,-,-,01,17/08/2011,01,22/08/2011,04,1,,04,04,5536
03,0811,0340,19,0345,0153,5,1,-,-,01,08/08/2011,01,19/08/2011,06,1,,03,03,5536
03,0811,017A,19,0358,0067,3,1,-,-,01,12/08/2011,01,18/08/2011,08,1,,02,02,5873
03,0811,017A,19,0358,0101,5,1,-,-,01,22/08/2011,01,22/08/2011,03,1,,01,01,5873
03,0811,0206,19,0422,0015,1,1,-,-,01,18/08/2011,01,18/08/2011,03,1,,02,02,5025
03,0811,0492,19,0574,0003,1,1,-,-,01,15/08/2011,01,19/08/2011,02,1,,01,01,5132
03,0811,0492,19,0574,0044,3,1,-,-,01,17/08/2011,01,19/08/2011,02,1,,02,02,5132
03,0811,2440,19,0049,0031,1,1,-,-,01,17/08/2011,01,23/08/2011,04,1,,03,01,4927
03,0811,1223,19,0085,0421,4,1,-,-,01,24/08/2011,01,24/08/2011,04,1,,01,01,1621
03,0811,0921,19,0108,0105,5,1,-,-,01,24/08/2011,01,25/08/2011,04,1,,02,02,5540
03,0811,0540,19,0165,0006,1,1,-,-,01,12/08/2011,01,23/08/2011,06,1,,01,02,5140
03,0811,2559,19,0289,0012,1,1,-,-,01,17/08/2011,01,24/08/2011,03,1,,01,01,5591
03,0811,0492,19,0574,0024,2,1,-,-,01,25/08/2011,01,25/08/2011,07,1,,02,02,5132
03,0811,0921,19,0108,0098,4,1,-,-,07,23/08/2011,07,23/08/2011,,,,,,0
03,0811,0485,19,0146,0122,3,1,-,-,07,23/08/2011,07,23/08/2011,,,,,,0
03,0811,0540,19,0165,0111,5,1,-,-,06,23/08/2011,06,23/08/2011,,,,,,0
03,0811,2559,19,0289,0080,4,1,-,-,06,24/08/2011,06,24/08/2011,,,,,,0
03,0811,0340,19,0345,0045,2,1,-,-,07,23/08/2011,07,23/08/2011,,,,,,0
03,0811,017A,19,0358,0041,2,1,-,-,07,23/08/2011,07,23/08/2011,,,,,,0
03,0811,1315,19,0363,0073,4,1,-,-,07,25/08/2011,07,25/08/2011,,,,,,0
03,0811,0564,19,0406,0032,1,1,-,-,07,23/08/2011,07,23/08/2011,,,,,,0
03,0811,0492,19,0574,0074,4,1,-,-,07,25/08/2011,07,25/08/2011,,,,,,0
03,0811,0992,19,0313,0028,2,2,-,-,01,06/08/2011,01,25/08/2011,,,,02,02,7079
03,0811,0921,19,0108,0034,2,2,-,-,01,10/08/2011,01,25/08/2011,,,,02,02,5540
31,0811,0088,20,0025,0170,4,1,-,-,01,06/08/2011,01,08/08/2011,03,1,,01,01,5940
31,0811,0088,20,0025,0185,5,1,-,-,01,04/08/2011,01,05/08/2011,04,1,,02,02,5940
31,0811,0105,20,0058,0033,1,1,-,-,01,03/08/2011,01,05/08/2011,02,1,,01,01,5160
31,0811,0105,20,0058,0123,3,1,-,-,01,02/08/2011,01,03/08/2011,03,1,,01,01,5160
31,0811,0105,20,0058,0189,5,1,-,-,01,02/08/2011,01,02/08/2011,02,1,,01,01,5160
