"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","S4P23_12,C,1","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2_1,C,1","S4P33_2_2,C,1","S4P33_2_3,C,1","S4P33_2_4,C,1","S4P33_2_5,C,1","S4P33_2_6,C,1","S4P33_2_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P2_ESP,C,50","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
07,0811,24,0266,4,1,01,1,2,2,2,2,3,5,4,4,3,4,1,2,5,2,2,2,2,2,2,5,2,1,1,1,1,3,2,2,2,2,1,1,2,2,4,2,3,1,2,2,4,3,2,2,1,1,1,4,3,2,1,,2,,3,2,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,4,2,1,1,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24204
07,0811,24,0266,5,1,10,2,2,2,5,5,5,5,5,5,5,5,1,5,5,5,5,2,2,5,5,5,5,2,3,2,2,4,1,4,1,2,2,2,5,5,2,5,5,2,2,5,5,1,4,1,2,2,2,5,3,5,1,,1,,1,2,,2,3,4,4,2,2,1,1,1,4,1,1,1,1,2,1,3,2,5,3,5,5,5,5,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36641
07,0811,24,0352,1,1,01,2,2,2,2,2,3,5,4,4,4,3,1,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,5,3,4,4,1,2,2,2,4,2,2,1,,2,,3,2,,2,2,4,1,1,4,1,1,2,1,3,3,3,1,2,2,3,2,2,3,2,4,2,1,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9121
07,0811,24,0352,2,1,01,2,2,2,2,3,3,2,4,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,4,2,1,1,1,3,3,2,2,,2,,4,2,,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,3,2,2,3,3,2,2,2,1,3,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4670
07,0811,24,0352,3,1,01,2,2,3,2,5,3,5,3,3,3,4,1,5,5,2,2,2,3,5,2,5,5,2,3,3,2,3,2,3,2,2,2,2,5,5,3,2,2,1,2,5,2,2,3,2,2,2,2,3,2,2,1,,2,,2,2,,2,2,4,1,1,4,1,1,2,4,1,1,1,1,2,1,3,2,5,3,5,5,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4670
07,0811,24,0352,4,1,03,1,1,2,2,2,3,2,4,4,3,4,2,2,2,1,2,2,3,3,2,5,2,2,3,3,2,4,2,4,2,2,1,1,1,2,2,2,3,2,1,3,2,4,3,2,2,2,2,4,2,2,1,,2,,3,2,,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,3,5,2,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34266
07,0811,24,0352,5,1,02,2,2,2,2,2,3,3,4,3,4,4,2,2,2,2,1,1,2,4,2,5,2,2,4,2,2,1,1,2,2,2,1,3,2,2,2,2,3,1,2,5,2,2,3,2,2,1,1,3,2,2,1,,2,,3,1,4,2,2,1,1,2,1,1,1,1,2,4,5,4,1,2,1,3,2,3,3,3,2,3,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9253
07,0811,24,0388,1,1,01,2,3,2,2,2,3,5,4,3,3,4,2,2,5,3,2,5,5,2,3,5,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,3,2,3,2,1,2,2,2,2,2,1,,1,,3,2,,2,1,3,1,1,2,1,1,1,2,1,1,3,2,,,2,1,1,4,3,5,4,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4911
07,0811,24,0388,2,1,03,1,1,2,1,4,3,2,2,2,3,3,2,2,2,2,2,2,2,4,2,2,2,1,3,2,2,3,2,3,2,2,1,2,2,2,3,2,3,2,1,3,2,3,2,2,2,1,3,2,2,2,2,,2,,3,1,2,2,2,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,1,4,4,3,3,3,2,,3,1,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27871
07,0811,24,0388,5,1,01,2,3,3,3,2,2,2,4,3,2,4,3,3,2,2,3,4,3,3,2,2,3,2,2,4,3,3,3,2,2,2,2,2,2,2,2,2,3,1,2,3,3,4,4,1,2,1,3,3,2,1,1,,1,,3,2,,2,1,3,1,1,2,1,1,1,3,1,1,3,1,2,2,1,2,2,4,1,5,4,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11349
07,0811,24,0036,1,1,01,2,2,1,2,2,4,2,4,4,2,4,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,3,2,4,1,2,2,2,4,3,2,1,1,1,2,2,2,1,,1,,4,2,,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,2,2,2,2,1,1,3,3,1,1,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13358
07,0811,24,0036,2,1,01,2,2,3,3,2,2,3,4,4,4,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2,3,2,2,1,2,3,2,2,3,2,2,1,1,3,2,2,2,,1,,4,2,,2,1,3,3,3,3,3,2,1,1,1,1,3,1,2,1,3,3,3,3,3,3,2,2,1,3,3,1,0,1,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26094
07,0811,24,0036,3,1,02,3,3,3,2,3,2,2,3,2,3,3,2,3,3,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,2,3,3,3,2,2,2,2,3,2,2,1,2,,2,,3,2,,2,3,3,1,1,1,1,3,1,1,1,1,3,1,2,2,3,2,2,3,3,3,3,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17345
07,0811,24,0036,4,1,01,5,1,2,2,3,2,2,4,5,5,4,1,3,2,2,2,3,3,3,2,5,2,2,3,2,2,5,2,2,5,5,2,1,1,2,2,2,5,1,3,5,5,5,3,2,2,2,2,3,5,2,1,,1,,3,2,,2,3,4,1,1,1,2,1,1,4,1,1,1,1,2,2,3,2,5,3,5,3,2,1,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20036
07,0811,24,0036,5,1,02,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,1,,1,,3,2,,2,3,2,1,1,4,1,1,1,1,3,3,3,1,1,1,3,1,2,3,2,2,4,4,2,,2,1,1,0,0,0,0,1,POR SU HIJO SE ENTERO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13047
07,0811,24,0050,2,1,04,2,2,2,2,2,1,3,2,2,2,4,2,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,,1,,1,2,,2,2,1,1,1,1,1,1,1,1,3,3,3,1,2,2,3,2,1,1,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34855
07,0811,24,0050,3,1,01,2,2,1,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,2,1,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,2,2,3,3,2,2,,1,,3,2,,1,2,1,1,1,1,1,2,1,1,2,3,3,1,1,1,3,2,2,3,2,3,3,3,2,,3,1,0,0,0,0,0,1,ESCUELA UNIVERCIDAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5579
07,0811,24,0109,1,1,03,2,2,2,2,2,2,3,2,2,1,4,2,2,2,2,2,2,2,4,2,2,2,2,4,2,1,1,2,2,1,1,2,1,2,2,1,2,1,4,1,3,3,4,2,2,2,3,4,3,2,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,,2,1,3,4,2,5,4,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15585
07,0811,24,0109,3,1,02,2,2,1,1,3,2,3,4,3,2,4,1,2,2,2,2,2,4,3,2,2,1,1,2,2,2,1,2,2,1,5,1,1,2,2,2,2,4,1,1,4,3,3,3,2,2,1,3,2,2,2,1,,1,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,4,3,4,4,4,2,,2,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9889
07,0811,24,0109,5,1,01,2,2,2,2,2,1,5,2,2,3,3,1,2,2,2,2,2,3,3,2,2,2,2,3,2,1,3,2,3,2,2,1,1,2,2,2,2,3,1,2,5,2,2,3,2,1,1,3,1,2,2,1,,1,,3,2,,2,1,1,1,1,2,1,1,1,2,3,3,3,2,,,3,3,2,4,3,4,4,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4945
07,0811,24,0188,1,1,04,2,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,1,,1,,1,2,,2,1,1,1,1,1,1,2,1,3,1,1,1,1,2,2,1,1,2,2,2,2,4,3,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26196
07,0811,24,0188,2,1,02,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,,2,,2,2,,2,1,2,1,2,1,1,1,1,1,3,1,1,1,2,2,3,2,2,3,3,2,2,2,1,2,1,1,1,0,1,0,0,0,,1,1,1,1,2,1,1,1,2,2,,2,1,1,2,2,2,2,1,1,2,2,1,1,1,3,3,1,1,2,1,2,2,2,,22887
07,0811,24,0188,4,1,01,1,2,2,2,2,3,5,3,4,3,4,3,5,5,5,2,3,2,3,2,5,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,1,3,1,2,2,2,1,2,2,1,,1,,3,2,,2,1,2,1,1,1,1,1,1,4,3,3,3,2,,,2,1,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13761
07,0811,24,0188,5,1,01,2,2,2,3,3,2,5,3,1,2,4,2,2,5,2,2,2,3,5,2,5,5,2,3,3,2,2,5,5,2,2,2,3,5,2,2,2,5,2,2,5,5,1,3,2,2,2,3,2,5,2,1,,1,,2,2,,2,1,4,1,1,1,1,1,1,4,1,3,3,2,,,2,2,3,2,3,2,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6549
07,0811,24,0206,5,1,02,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,2,5,3,2,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,1,2,5,2,1,4,1,2,2,2,1,3,2,1,,1,,2,2,,2,2,2,1,1,4,1,1,1,4,1,1,1,1,2,2,2,2,2,3,2,2,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9538
07,0811,24,0213,3,1,01,2,2,2,2,2,2,3,3,4,2,3,2,2,2,2,2,2,3,2,1,3,3,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,3,1,4,3,2,2,3,3,2,2,1,3,2,2,2,,2,,3,2,,2,1,2,1,2,1,1,1,1,1,3,3,3,1,1,1,1,3,2,3,2,5,1,1,2,,3,1,1,1,0,0,0,0,,1,1,2,1,1,3,1,1,2,2,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,2,3,2,2,2,2,2,2,,13969
07,0811,24,0213,4,1,02,2,2,5,5,5,5,5,3,5,5,4,1,5,5,5,5,3,3,5,2,2,5,2,3,5,2,3,5,5,5,5,5,1,5,5,5,5,5,2,2,5,2,5,5,2,2,2,3,3,5,2,1,,1,,3,2,,2,2,4,1,1,4,1,1,1,4,1,1,1,2,,,2,2,5,3,5,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18625
07,0811,24,0217,2,1,01,2,2,2,2,2,2,2,4,3,3,4,2,2,3,2,2,3,2,2,2,2,2,2,4,3,2,1,2,2,2,2,1,1,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,3,1,3,3,3,5,5,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296
07,0811,24,0217,3,1,01,1,2,2,2,2,4,3,4,4,2,3,1,2,4,2,2,2,4,2,2,2,2,1,4,1,2,2,2,2,2,1,1,1,1,2,2,2,4,1,2,5,3,2,3,1,2,1,1,3,2,2,2,,2,,3,1,1,1,1,1,1,2,4,1,1,1,1,3,1,1,1,2,1,3,3,2,3,2,5,3,2,2,,1,1,1,1,0,0,0,0,,1,1,1,1,2,1,1,1,2,2,,2,1,1,1,2,2,2,2,2,2,2,2,2,1,5,3,3,2,2,2,2,2,2,,4585
07,0811,24,0217,4,1,01,2,2,2,2,5,5,5,4,3,5,4,1,2,2,2,5,2,2,5,2,5,2,2,3,2,2,2,2,3,2,5,5,1,5,2,2,5,2,2,2,5,3,2,4,2,2,2,2,3,3,5,1,,1,,1,2,,2,1,3,1,1,1,1,1,1,1,1,4,4,1,2,2,2,2,5,2,3,2,2,2,1,2,2,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10592
07,0811,24,0217,5,1,02,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,3,3,3,2,2,2,4,4,2,4,2,3,2,2,3,2,2,2,2,2,2,1,3,2,2,2,3,2,2,3,3,2,3,3,1,,1,,3,2,,2,2,1,1,1,1,2,1,1,1,3,3,3,2,,,3,2,3,3,3,3,3,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9353
07,0811,24,0244,2,1,02,3,2,2,2,2,2,2,3,3,2,3,2,5,5,2,2,5,2,2,2,5,3,2,2,2,2,3,2,2,2,2,2,3,2,2,3,5,3,1,2,5,5,2,3,1,2,2,3,1,2,3,1,,1,,3,2,,2,3,4,1,1,4,1,1,1,4,1,1,5,2,,,2,1,5,1,3,1,1,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19657
07,0811,24,0244,3,1,02,2,2,3,5,2,2,3,3,5,3,3,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,1,1,4,2,2,2,2,4,2,2,2,3,1,3,2,2,2,2,1,3,2,2,,2,,2,2,,2,2,4,1,1,1,1,1,1,4,2,2,2,1,1,2,1,3,2,3,3,5,3,5,2,,1,1,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419
07,0811,24,0244,4,1,03,1,2,1,1,1,3,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,3,3,4,1,2,3,4,4,3,1,,1,,1,2,,2,1,3,3,1,1,1,1,1,1,2,1,4,1,2,2,3,1,3,3,3,1,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39882
07,0811,24,0244,5,1,01,2,3,3,3,3,3,2,3,2,2,4,2,3,5,5,2,2,3,3,2,5,5,2,2,4,3,3,5,2,3,2,2,2,2,2,3,2,5,1,2,3,3,1,4,2,2,1,2,1,1,5,1,,1,,3,2,,2,2,3,1,1,1,1,1,1,4,1,1,3,1,2,2,3,2,5,3,2,1,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19941
07,0811,24,0266,3,1,02,3,2,2,5,3,2,5,4,5,5,3,1,5,5,2,2,2,2,4,2,5,2,2,4,5,2,3,5,2,2,5,2,2,2,2,2,5,2,2,2,2,2,3,3,2,2,2,2,3,2,2,1,,1,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,5,4,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27959
07,0811,24,0307,1,1,02,2,2,2,2,2,1,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,5,1,2,2,3,3,4,2,2,2,3,3,2,2,1,,2,,3,2,,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,4,3,4,2,3,2,,3,1,1,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9006
07,0811,24,0307,5,1,02,2,1,2,2,2,4,5,4,3,5,4,1,2,2,2,2,2,4,2,2,2,2,2,2,3,1,4,2,2,2,2,1,1,2,2,2,2,2,2,2,5,3,2,2,2,1,2,3,3,2,2,1,,2,,3,2,,2,1,3,1,1,1,1,1,1,1,3,1,1,1,2,2,3,2,3,4,2,5,3,2,2,,3,1,1,0,0,0,0,1,POR UN FAMILIAR Q LE COMENTO DEL CONACYT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9006
07,0811,24,0325,2,1,01,3,5,2,5,2,2,5,4,5,3,4,5,5,5,5,5,2,2,5,2,5,5,2,4,2,2,3,5,5,5,2,5,5,2,5,2,5,4,5,4,5,4,1,4,1,2,5,4,1,2,2,1,,1,,3,2,,2,5,2,1,1,1,1,1,1,4,5,5,5,2,,,2,1,5,3,2,2,4,5,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14280
07,0811,24,0325,3,1,01,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,1,2,1,1,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,3,2,3,2,2,1,3,4,2,2,2,,2,,2,2,,2,2,2,1,1,2,1,1,1,2,1,1,3,1,1,2,3,1,2,3,3,4,3,3,2,,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19708
07,0811,24,0325,4,1,01,2,3,2,2,2,2,5,3,3,2,4,5,5,5,5,2,2,4,5,2,5,5,2,3,3,2,2,5,5,2,2,2,2,2,5,2,5,5,2,5,5,2,1,4,1,2,2,2,1,5,2,1,,1,,1,2,,2,2,4,1,1,4,1,1,1,4,5,1,5,2,,,2,2,5,1,2,2,2,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7431
07,0811,24,0325,5,1,01,2,2,2,3,2,2,2,3,4,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,3,1,2,3,3,1,2,2,1,1,4,1,2,2,1,,1,,3,2,,2,3,1,1,1,2,1,1,1,2,1,3,4,1,2,2,2,2,2,3,3,5,3,3,2,,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22294
07,0811,24,0350,1,1,05,2,2,2,4,2,2,5,2,2,2,5,2,5,5,5,2,5,2,5,2,5,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,4,1,2,5,5,1,4,1,2,1,5,1,2,2,1,,1,,1,2,,2,1,4,1,1,4,1,1,1,4,1,1,1,2,,,2,2,2,2,2,1,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7721
07,0811,24,0350,4,1,01,2,5,2,3,2,1,5,3,4,4,4,5,5,5,5,2,3,2,5,1,5,5,2,4,2,1,2,5,5,5,2,2,3,2,2,2,5,5,1,5,5,5,1,4,2,2,1,2,1,5,5,1,,1,,3,2,,2,3,2,1,1,4,1,1,1,4,1,1,1,2,,,2,1,2,2,2,1,2,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749
07,0811,24,0415,2,1,01,2,2,2,2,1,2,2,4,2,2,2,2,2,2,5,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,5,3,1,4,5,1,1,1,1,2,2,1,,1,,3,2,,2,2,2,1,1,1,1,1,1,4,1,1,3,2,,,2,1,1,2,2,2,2,2,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17458
07,0811,24,0415,3,1,02,2,2,2,5,2,2,5,3,2,3,5,3,5,5,5,2,2,4,5,2,5,5,2,3,2,2,4,2,2,5,2,2,4,2,2,4,2,5,1,5,5,5,1,4,5,2,1,2,1,5,5,1,,1,,3,2,,2,3,2,1,1,4,1,1,1,4,5,5,5,2,,,2,1,2,1,1,2,2,5,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17877
07,0811,24,0415,4,1,01,1,2,2,2,2,3,2,3,4,3,3,2,3,2,5,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,5,3,1,4,2,1,1,2,1,3,2,1,,1,,2,2,,2,2,2,1,1,4,1,1,1,1,2,2,2,1,2,2,3,1,2,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11639
07,0811,24,0109,2,1,03,2,2,2,2,3,3,2,1,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,4,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3,3,2,2,1,2,2,2,1,1,,1,,3,1,2,2,1,4,1,2,1,1,1,1,1,3,3,3,1,2,2,3,2,3,3,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14709
07,0811,24,0144,3,1,02,2,2,2,1,2,4,3,4,4,4,3,2,3,2,2,2,3,3,3,2,2,1,2,3,4,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,3,3,2,2,2,4,3,3,2,2,,2,,3,2,,2,1,2,1,2,1,1,1,1,1,3,3,3,1,2,1,3,2,2,3,2,4,3,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183
07,0811,24,0144,5,1,02,2,2,2,2,2,3,2,3,4,3,3,1,3,2,1,3,2,2,2,2,2,1,1,4,3,1,2,2,3,1,2,2,2,2,2,3,1,1,1,2,3,2,2,3,3,1,1,2,3,2,1,2,,2,,3,1,4,1,1,2,1,1,1,1,1,1,3,2,2,2,1,1,1,1,2,2,3,3,5,2,1,1,3,3,1,0,0,0,0,1,1,HA SOLICITADO BECAS 2 OCACIONES Y NO LE CONTESTAN,1,1,1,1,1,1,1,1,2,2,,2,1,1,1,1,1,1,1,1,2,1,2,2,2,5,1,1,1,2,1,2,2,2,,9857
07,0811,24,0188,3,1,02,2,2,2,3,1,1,5,2,3,3,4,2,2,5,2,2,2,2,5,2,5,5,2,3,3,2,1,2,2,3,1,1,3,1,2,2,2,5,1,2,5,3,2,3,2,2,1,1,1,2,1,1,,1,,3,2,,2,2,2,1,1,4,1,1,1,4,1,1,1,2,,,2,1,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311
07,0811,24,0213,1,1,03,2,2,3,2,2,3,3,3,2,3,3,3,2,5,2,2,2,3,3,2,2,5,2,3,3,2,3,2,2,3,2,2,1,3,3,3,2,3,2,2,5,2,2,3,2,2,2,4,3,2,2,1,,1,,2,2,,2,1,4,1,1,4,1,1,1,1,1,1,1,2,,,3,3,3,3,3,2,3,2,2,,3,1,1,0,0,0,0,1,ESCUELA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22557
07,0811,24,0217,1,1,01,2,2,3,2,2,3,3,4,4,3,5,3,2,2,2,2,2,3,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,3,2,2,3,3,3,2,2,,2,,2,2,,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,3,3,3,5,3,2,2,,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5297
